CustomerID,EnrollmentDate,EntryPeriodID
524257,2020-10-12 17:23:26.000,1085
524308,2020-10-13 22:53:29.000,1085
524359,2020-10-15 13:19:02.000,1085
524412,2020-10-17 10:46:19.000,1085
524463,2020-10-18 23:31:18.000,1085
524514,2020-10-20 10:45:45.000,1086
524566,2020-10-20 19:12:19.000,1086
524617,2020-10-22 12:32:20.000,1086
524669,2020-10-23 17:57:31.000,1086
524720,2020-10-25 06:49:52.000,1086
524771,2020-10-25 21:07:23.000,1086
524823,2020-10-26 12:40:13.000,1087
524880,2020-10-28 21:25:41.000,1087
524931,2020-10-30 20:14:48.000,1087
524982,2020-11-02 09:48:37.000,1087
525033,2020-11-03 21:28:53.000,1088
525084,2020-11-05 15:00:40.000,1088
525139,2020-11-07 19:33:15.000,1088
525190,2020-11-10 09:13:43.000,1089
525241,2020-11-11 19:51:06.000,1089
525292,2020-11-13 09:34:19.000,1089
525343,2020-11-15 11:01:22.000,1089
525394,2020-11-17 10:04:46.000,1090
525451,2020-11-18 17:39:53.000,1090
525505,2020-11-19 18:23:53.000,1090
525558,2020-11-20 20:39:46.000,1090
525609,2020-11-21 20:25:25.000,1090
525660,2020-11-22 17:31:12.000,1090
525711,2020-11-23 01:15:32.000,1090
525762,2020-11-23 10:01:03.000,1090
525813,2020-11-23 11:31:11.000,1090
525867,2020-11-25 17:49:53.000,1091
525918,2020-11-28 11:11:44.000,1091
525969,2020-11-30 15:35:41.000,1092
526020,2020-12-02 14:30:07.000,1092
526071,2020-12-04 13:16:14.000,1092
526124,2020-12-08 01:29:03.000,1093
526175,2020-12-09 20:14:42.000,1093
526229,2020-12-11 17:42:34.000,1093
526280,2020-12-14 19:32:54.000,1094
526331,2020-12-16 20:12:00.000,1094
526382,2020-12-18 07:34:12.000,1094
526433,2020-12-19 00:00:00.000,1094
526484,2020-12-20 19:18:37.000,1094
526535,2020-12-21 09:57:37.000,1094
526586,2020-12-21 11:52:14.000,1094
526637,2020-12-24 15:50:24.000,1095
526688,2020-12-29 13:22:32.000,1096
526739,2020-12-31 12:01:24.000,1096
526790,2021-01-04 18:09:43.000,1097
526841,2021-01-06 19:19:53.000,1097
526892,2021-01-08 19:08:51.000,1097
526943,2021-01-11 03:17:15.000,1097
526994,2021-01-12 17:31:21.000,1098
527045,2021-01-14 12:36:23.000,1098
527096,2021-01-15 19:58:48.000,1098
527147,2021-01-17 17:27:08.000,1098
527198,2021-01-18 10:19:46.000,1098
527249,2021-01-19 07:26:32.000,1099
527300,2021-01-21 08:27:15.000,1099
527351,2021-01-23 01:01:57.000,1099
527402,2021-01-25 17:37:59.000,1100
527453,2021-01-27 18:25:06.000,1100
527504,2021-01-29 16:01:55.000,1100
527555,2021-01-31 20:38:21.000,1100
527606,2021-02-02 18:46:11.000,1101
527657,2021-02-04 10:58:31.000,1101
527708,2021-02-05 11:28:34.000,1101
527759,2021-02-07 12:02:27.000,1101
527810,2021-02-08 22:11:59.000,1102
527861,2021-02-10 16:04:27.000,1102
527912,2021-02-11 20:57:50.000,1102
527963,2021-02-12 21:01:40.000,1102
528014,2021-02-14 13:17:01.000,1102
528065,2021-02-15 10:07:18.000,1102
528116,2021-02-16 20:28:29.000,1103
528167,2021-02-19 10:12:15.000,1103
