responseID,responseID_primary key_cleaned,Interesting,Work situation,Personal DV,Professional DV,Independence,Industry salary,Promotion,Performance salary,Security,Fast career DV,International work,High status
558,410,4,4,5,5,4,3,5,3,4,3,1,2
609,442,4,4,5,4,3,4,6,3,3,3,2,1
629,456,4,4,4,5,5,4,5,3,4,3,2,4
630,457,4,4,5,4,5,4,5,2,4,4,1,3
682,494,4,5,5,5,5,4,5,5,3,4,2,3
687,495,4,4,4,4,4,4,5,4,5,4,6,4
691,497,4,4,5,5,3,4,5,3,5,3,2,3
736,531,4,4,3,4,3,3,2,3,2,3,3,2
747,539,4,4,5,3,3,3,2,4,2,4,5,4
761,546,4,3,5,4,3,4,5,4,5,3,1,1
773,554,4,5,4,4,4,3,5,3,3,3,2,2
777,555,4,4,4,4,5,5,5,4,5,5,5,5
787,562,4,3,4,4,3,3,5,2,4,2,1,2
824,581,4,5,5,5,4,4,5,4,4,3,1,5
830,586,4,4,4,4,4,4,5,3,5,3,2,2
833,588,4,4,3,5,3,3,6,2,2,4,4,2
851,599,4,4,5,4,3,3,5,2,3,3,6,2
870,609,4,5,4,5,3,4,2,4,3,4,1,1
871,610,4,4,5,5,5,4,5,3,2,5,3,4
893,624,4,3,4,5,2,4,5,2,4,3,2,2
906,633,4,4,4,5,3,5,5,5,4,4,2,4
919,641,4,2,5,5,5,3,5,5,5,5,2,2
920,642,4,4,4,4,3,3,5,1,4,2,1,1
921,643,4,3,3,3,2,3,2,2,2,2,2,2
1060,725,4,5,4,5,4,4,5,3,5,5,3,3
1070,730,4,4,3,3,4,4,5,4,4,2,2,1
1085,738,4,5,5,5,4,4,5,4,5,4,1,2
1090,741,4,3,4,3,6,4,6,6,4,6,6,3
1092,743,4,5,5,5,4,4,5,5,5,4,2,2
1096,745,4,2,4,4,6,5,6,3,4,3,3,2
1103,750,4,4,4,4,2,2,2,3,2,2,2,1
1123,763,4,3,4,4,4,4,5,3,4,3,2,4
1125,764,4,5,5,5,4,5,5,4,5,3,2,3
1146,779,4,5,5,5,5,5,5,3,5,5,1,5
1159,785,4,1,5,5,3,1,5,2,3,3,1,1
1214,819,4,2,5,5,4,4,5,3,4,4,2,2
1230,826,4,4,5,4,5,5,5,4,5,5,1,4
1248,837,4,4,4,4,3,3,2,2,2,3,2,2
1249,838,4,2,5,4,3,3,5,2,4,2,2,2
1254,840,4,5,3,3,4,3,2,4,3,3,2,1
6,6,4,3,5,4,4,3,3,2,3,4,1,3
17,15,4,3,5,5,4,3,3,2,3,2,4,3
31,25,4,5,4,4,4,4,3,2,4,4,2,4
51,42,4,3,5,5,3,4,3,4,3,3,3,4
85,71,4,3,3,4,3,3,3,2,4,3,3,2
102,84,4,1,3,2,4,4,3,2,4,2,2,1
139,113,4,3,3,4,4,2,3,5,4,4,5,5
148,120,4,4,4,3,4,3,3,2,3,3,2,3
173,138,4,4,3,4,3,2,3,2,3,2,2,2
190,146,4,3,3,3,3,4,3,3,3,3,2,2
192,148,4,3,4,4,4,3,3,2,3,3,1,2
210,157,4,5,4,4,3,4,3,3,4,2,1,3
213,159,4,5,3,4,4,4,3,1,4,2,1,3
238,174,4,4,4,4,4,4,3,4,4,3,2,3
250,182,4,3,4,4,4,5,3,6,5,3,3,6
251,183,4,5,4,5,4,5,3,4,3,3,4,4
285,210,4,4,5,4,2,2,3,1,3,4,3,3
303,221,4,3,4,3,4,2,3,2,4,2,1,2
338,244,4,3,4,3,3,3,3,2,3,3,3,3
343,248,4,4,5,5,3,4,3,2,4,4,1,2
362,262,4,3,5,4,2,3,3,2,3,3,2,2
363,263,4,4,4,4,4,2,3,2,3,3,3,2
365,265,4,4,4,4,3,4,3,3,4,4,4,4
367,267,4,5,4,4,4,5,3,3,4,2,2,1
392,286,4,4,4,4,4,3,3,3,4,3,1,2
394,287,4,3,5,4,3,4,3,2,4,3,2,2
396,289,4,3,4,4,4,3,3,3,4,3,2,2
424,310,4,4,4,5,3,4,3,4,6,4,2,2
445,324,4,3,3,3,4,3,3,2,3,2,2,2
450,328,4,4,4,4,3,3,3,4,3,2,2,2
456,333,4,4,5,5,3,3,3,3,3,3,3,2
505,370,4,5,5,5,4,3,3,2,5,2,1,2
534,392,4,4,5,5,3,2,3,1,2,4,2,3
537,395,4,4,4,4,3,4,3,2,5,3,2,3
545,400,4,4,5,4,4,3,3,2,4,4,2,3
548,402,4,5,5,5,3,4,3,2,4,3,2,3
565,415,4,4,4,5,3,4,3,3,4,3,2,2
567,416,4,5,5,5,5,2,3,5,5,2,1,3
581,425,4,3,4,4,3,5,3,2,3,4,1,2
588,429,4,4,3,3,3,3,3,1,4,3,1,2
590,431,4,3,5,4,3,2,3,1,3,4,3,3
643,468,4,5,4,4,3,3,3,1,3,3,2,2
669,484,4,4,4,4,3,3,3,3,3,3,2,2
716,514,4,5,5,5,3,4,3,3,3,3,5,3
722,519,4,4,5,4,3,4,3,4,3,4,2,2
734,529,4,4,4,4,4,4,3,3,4,3,2,2
735,530,4,5,5,4,4,4,3,3,5,3,2,3
746,538,4,3,5,3,4,5,3,1,4,2,3,2
768,551,4,3,4,3,3,3,3,2,2,3,1,1
796,565,4,5,3,5,2,4,3,2,5,3,3,4
811,573,4,3,4,4,4,4,3,1,4,2,2,2
863,606,4,4,5,3,4,5,3,4,2,5,3,2
865,607,4,4,5,5,3,4,3,4,5,4,2,3
887,621,4,2,4,4,3,3,3,6,4,3,2,2
895,626,4,5,4,3,4,4,3,3,4,4,3,4
937,651,4,3,3,2,4,4,3,3,4,4,3,4
946,657,4,4,5,5,4,4,3,4,5,4,3,3
948,659,4,4,4,4,4,4,3,1,3,2,1,3
951,660,4,3,4,3,3,4,3,4,4,4,2,3
984,681,4,4,4,4,5,4,3,5,4,4,2,4
995,687,4,4,4,3,3,4,3,2,3,3,1,3
1008,695,4,4,5,5,5,4,3,3,4,3,1,3
1030,709,4,3,5,4,3,3,3,2,5,4,2,3
1041,717,4,1,5,4,3,3,3,3,4,3,2,2
1101,748,4,5,5,5,4,3,3,2,2,2,2,3
1102,749,4,3,4,3,4,4,3,4,4,4,4,3
1109,752,4,4,5,4,3,4,3,4,4,4,1,3
1120,761,4,5,4,5,3,3,3,2,3,3,6,1
1131,769,4,4,5,5,4,4,3,3,4,5,1,2
1149,781,4,4,5,5,4,3,3,3,4,4,2,2
1165,790,4,5,5,5,2,3,3,2,3,4,3,6
1168,791,4,4,4,5,3,4,3,3,4,4,2,2
1175,797,4,5,5,4,5,4,3,5,3,2,1,1
1210,816,4,4,4,5,3,3,3,2,4,4,3,2
1216,820,4,3,3,4,4,2,3,4,4,2,2,2
1245,835,4,4,4,3,3,4,3,2,3,3,2,2
1257,842,4,3,4,4,4,4,3,3,5,4,2,2
15,13,4,4,5,4,4,2,4,2,5,1,2,2
16,14,4,3,4,4,4,3,4,1,5,4,1,3
24,19,4,5,5,5,3,3,4,2,3,2,1,1
60,50,4,3,5,5,4,2,4,2,2,5,4,2
64,54,4,3,4,4,3,3,4,2,3,2,2,2
74,62,4,5,5,5,3,3,4,3,2,4,4,2
80,67,4,2,5,5,3,4,4,4,3,3,3,2
87,72,4,4,4,4,5,5,4,4,3,3,2,3
104,85,4,4,5,5,4,3,4,2,5,4,2,3
105,86,4,5,5,5,4,4,4,4,5,5,4,3
106,87,4,4,5,5,3,3,4,4,5,5,3,3
115,93,4,3,4,5,5,4,4,3,1,3,3,4
119,96,4,3,4,5,4,3,4,2,3,3,3,3
126,103,4,3,5,5,4,3,4,4,2,4,3,5
140,114,4,4,3,3,4,4,4,1,5,2,1,2
145,117,4,3,5,5,2,4,4,3,5,3,1,3
159,128,4,5,5,5,5,5,4,4,3,5,2,2
161,129,4,4,5,4,4,5,4,2,5,3,2,2
168,134,4,2,4,4,3,4,4,3,5,3,3,2
180,141,4,4,3,3,4,3,4,1,5,3,2,2
182,142,4,4,5,5,4,4,4,2,3,4,3,3
194,150,4,3,3,3,3,4,4,3,3,3,3,3
219,163,4,3,5,5,4,4,4,4,5,5,3,4
239,175,4,4,5,4,4,3,4,3,3,4,2,3
249,181,4,3,5,5,4,3,4,3,2,4,3,2
270,197,4,4,4,4,4,3,4,2,5,3,2,2
274,200,4,3,5,5,3,4,4,2,5,4,3,4
275,201,4,3,4,4,4,3,4,1,3,3,2,2
325,233,4,3,4,3,2,2,4,1,5,3,1,1
330,236,4,5,4,3,5,3,4,5,5,4,1,3
336,242,4,3,5,4,3,3,4,1,3,4,3,2
374,273,4,4,5,4,2,3,4,2,3,4,3,4
401,293,4,5,5,5,3,5,4,3,5,5,1,4
428,313,4,4,4,5,4,3,4,4,5,5,1,3
433,318,4,5,5,4,4,3,4,3,5,4,2,1
440,323,4,5,4,5,3,4,4,1,5,3,1,2
499,365,4,5,5,5,4,4,4,4,5,3,2,2
515,377,4,4,5,5,4,3,4,2,5,4,2,2
517,379,4,4,4,4,4,3,4,2,5,3,1,1
536,394,4,4,4,4,4,5,4,4,5,4,2,2
538,396,4,4,4,4,2,2,4,2,2,2,1,1
595,433,4,3,4,4,4,4,4,3,5,4,4,4
618,449,4,3,4,4,4,5,4,2,5,3,1,5
621,451,4,5,4,4,5,5,4,3,5,4,4,4
626,454,4,5,5,5,3,3,4,1,3,4,1,3
661,478,4,3,5,4,4,4,4,3,5,4,2,3
666,481,4,3,5,4,4,5,4,4,3,3,2,5
690,496,4,4,4,4,4,3,4,1,5,2,1,2
724,521,4,4,5,4,3,4,4,4,5,4,4,4
742,534,4,4,5,5,3,4,4,4,3,5,3,3
755,545,4,5,5,5,5,5,4,4,5,5,2,5
786,561,4,4,5,4,4,4,4,3,3,4,2,3
798,567,4,4,4,4,4,4,4,2,5,3,3,2
832,587,4,4,4,4,3,3,4,6,3,3,2,2
839,592,4,3,4,4,4,4,4,4,5,4,1,3
902,630,4,4,4,4,4,4,4,3,5,4,1,3
903,631,4,4,4,4,3,4,4,4,5,3,3,2
954,663,4,5,5,5,4,4,4,4,3,3,2,2
988,683,4,4,4,4,4,3,4,3,5,3,2,3
998,689,4,4,4,4,4,4,4,3,3,3,2,1
1017,702,4,5,5,5,4,4,4,5,3,3,1,2
1050,721,4,5,5,5,4,3,4,3,3,4,1,3
1063,726,4,5,3,5,4,3,4,2,5,4,1,3
1068,728,4,4,4,4,3,4,4,3,5,4,2,2
1115,757,4,3,5,4,5,4,4,3,5,5,1,2
1116,758,4,2,3,3,4,3,4,3,3,2,4,2
1132,770,4,2,4,4,3,4,4,4,5,4,3,3
1133,771,4,4,5,5,4,4,4,4,5,4,1,3
1136,773,4,3,4,4,4,3,4,4,5,3,4,3
1152,783,4,5,5,5,4,5,4,4,5,3,4,3
1184,801,4,5,5,5,5,5,4,4,5,4,4,3
11,9,4,4,4,4,4,4,4,2,4,2,2,3
12,10,4,4,4,4,4,3,4,1,4,3,2,2
14,12,4,3,4,4,3,3,4,2,4,4,1,3
37,30,4,4,5,5,3,3,4,3,4,3,2,3
38,31,4,3,5,5,4,3,4,2,4,3,2,2
42,35,4,4,4,4,5,4,4,2,4,3,2,2
49,40,4,5,5,4,4,4,4,3,4,4,5,4
56,47,4,5,4,5,4,4,4,4,4,4,2,3
58,48,4,4,5,4,4,3,4,3,4,4,3,2
72,60,4,4,4,4,3,3,4,3,4,4,2,2
77,65,4,4,5,5,4,4,4,3,4,4,2,4
109,88,4,4,5,5,3,3,4,3,4,3,3,1
113,91,4,4,4,4,4,4,4,2,4,3,3,2
125,102,4,4,5,5,4,4,4,3,4,4,5,4
134,109,4,4,5,4,3,4,4,2,4,3,1,2
162,130,4,4,5,4,4,3,4,3,4,4,6,3
169,135,4,4,4,4,5,4,4,4,4,4,3,4
185,144,4,4,5,5,4,3,4,2,4,3,1,3
193,149,4,5,5,5,4,4,4,3,4,4,2,2
218,162,4,5,5,5,3,5,4,4,4,5,2,4
225,168,4,3,4,4,5,4,4,4,4,4,4,4
241,176,4,3,5,4,3,4,4,3,4,1,1,1
269,196,4,5,5,5,4,4,4,2,4,4,2,3
280,206,4,3,4,4,3,3,4,2,4,3,1,2
298,218,4,5,4,4,3,3,4,2,4,3,2,3
309,225,4,4,5,4,3,4,4,6,4,3,1,2
328,235,4,3,5,5,4,4,4,3,4,2,5,4
349,252,4,5,5,5,4,4,4,4,4,4,4,4
350,253,4,4,3,5,4,3,4,2,4,2,1,1
357,259,4,5,5,5,4,3,4,4,4,4,5,4
389,283,4,5,5,4,2,3,4,3,4,3,1,1
423,309,4,3,4,4,3,3,4,4,4,6,1,1
429,314,4,5,4,4,3,3,4,3,4,3,1,2
451,329,4,4,4,4,3,3,4,2,4,3,1,1
452,330,4,4,4,4,5,4,4,4,4,4,2,4
484,355,4,4,5,5,4,4,4,3,4,4,1,2
486,356,4,5,3,3,3,4,4,2,4,3,2,2
488,358,4,4,4,4,4,4,4,3,4,4,2,3
489,359,4,4,4,4,3,3,4,4,4,4,4,4
502,367,4,4,4,4,4,3,4,4,4,2,3,1
516,378,4,3,4,4,5,4,4,3,4,3,4,2
532,390,4,4,4,4,4,4,4,2,4,4,1,2
535,393,4,5,4,5,4,5,4,4,4,4,5,5
539,397,4,5,5,5,3,4,4,2,4,3,2,3
553,407,4,2,5,3,4,4,4,2,4,3,2,3
560,411,4,4,4,4,5,5,4,1,4,4,2,3
569,418,4,4,4,4,4,3,4,3,4,2,1,1
571,419,4,4,4,4,3,3,4,2,4,4,1,2
598,436,4,3,4,4,4,3,4,2,4,4,3,2
608,441,4,4,6,5,3,4,4,2,4,4,2,2
640,465,4,4,4,3,4,4,4,1,4,4,2,2
647,471,4,4,4,4,3,4,4,3,4,4,1,3
651,473,4,5,4,4,4,4,4,3,4,4,2,4
668,483,4,4,5,4,2,3,4,2,4,3,1,3
673,487,4,3,4,4,4,3,4,3,4,5,3,2
696,501,4,4,5,3,4,4,4,3,4,4,3,3
698,503,4,5,5,5,4,4,4,4,4,4,2,3
701,505,4,2,3,3,4,2,4,1,4,3,1,3
709,509,4,3,5,4,3,4,4,3,4,4,2,4
710,510,4,3,5,4,3,4,4,2,4,5,2,3
714,513,4,4,4,4,3,4,4,2,4,4,2,2
727,523,4,4,5,4,4,4,4,4,4,5,3,2
745,537,4,5,5,5,4,3,4,2,4,3,1,1
769,552,4,4,4,4,3,3,4,3,4,5,2,2
771,553,4,3,5,5,4,4,4,3,4,3,2,3
779,556,4,5,4,2,3,4,4,3,4,4,3,3
780,557,4,5,5,5,2,4,4,2,4,4,5,3
800,568,4,4,4,4,3,3,4,3,4,3,2,2
807,570,4,5,3,3,4,4,4,3,4,4,3,3
809,571,4,2,5,5,5,4,4,4,4,4,4,2
810,572,4,4,4,4,4,4,4,4,4,4,4,3
821,579,4,3,5,4,5,5,4,5,4,4,1,4
828,584,4,4,4,4,3,3,4,2,4,2,1,3
842,595,4,4,5,4,3,3,4,3,4,6,6,6
885,620,4,3,3,4,3,4,4,2,4,3,2,3
959,665,4,3,4,4,4,4,4,3,4,4,2,3
962,666,4,2,4,4,3,4,4,2,4,2,1,2
983,680,4,3,5,5,4,3,4,2,4,3,2,3
1005,693,4,5,4,4,4,3,4,3,4,4,2,2
1013,698,4,4,5,5,4,3,4,2,4,3,4,4
1039,715,4,4,3,3,3,3,4,2,4,3,2,2
1040,716,4,3,3,3,4,4,4,3,4,3,4,3
1087,740,4,5,5,5,4,4,4,3,4,4,2,3
1097,746,4,4,5,5,3,4,4,3,4,4,4,4
1114,756,4,4,5,5,4,4,4,3,4,4,2,3
1163,788,4,5,4,4,4,5,4,4,4,4,1,3
1164,789,4,4,4,4,4,4,4,4,4,4,4,4
1177,798,4,4,4,4,4,4,4,3,4,3,2,2
1185,802,4,2,4,4,3,3,4,4,4,3,1,3
1201,809,4,4,3,3,4,3,4,5,4,2,1,4
1211,817,4,4,5,4,4,4,4,2,4,4,1,4
1222,823,4,2,5,3,4,4,4,3,4,5,2,3
1259,844,4,5,4,5,3,3,4,3,4,3,3,2
1260,845,4,4,4,4,4,4,4,3,4,4,3,3
8,7,2,3,5,5,3,4,4,4,3,4,5,3
18,16,3,4,4,4,3,4,3,2,3,3,1,1
75,63,2,4,4,4,4,5,4,4,4,4,4,4
83,69,3,4,4,5,3,3,4,3,4,3,2,2
84,70,3,5,4,4,3,5,3,5,3,5,1,5
91,75,3,3,4,4,2,3,3,1,3,3,1,1
99,82,3,4,4,4,4,4,5,2,4,3,2,3
122,99,1,5,4,4,1,1,6,1,1,3,3,1
133,108,3,5,4,5,4,3,5,5,4,3,1,3
137,112,3,4,5,5,3,3,4,3,4,4,3,5
228,170,3,3,4,4,4,2,4,4,5,4,5,4
254,185,3,3,3,2,1,5,2,5,3,1,1,2
289,213,3,3,4,4,4,4,5,4,2,3,1,3
294,215,3,4,3,4,2,3,4,2,4,2,2,2
296,216,3,5,5,5,5,4,4,5,4,4,1,4
327,234,3,5,5,4,4,3,4,2,4,5,6,2
366,266,3,4,4,4,4,3,4,3,3,3,1,3
379,276,3,5,5,5,3,4,4,3,4,4,4,2
385,279,3,4,5,5,4,3,5,3,5,4,2,4
387,281,3,4,5,4,4,3,2,2,1,2,5,2
388,282,3,5,5,4,4,3,4,3,3,3,2,2
398,291,6,5,4,4,5,4,5,5,5,3,2,2
400,292,3,4,5,5,3,4,5,4,5,5,1,3
414,304,3,3,5,5,3,4,4,3,3,2,1,2
437,320,3,4,5,5,3,3,4,4,5,4,5,3
446,325,2,4,4,4,3,3,3,2,4,3,3,2
457,334,3,3,4,4,3,3,4,3,4,3,2,2
476,348,3,3,3,4,3,4,4,3,4,3,1,1
477,349,3,3,4,4,4,3,3,3,5,5,2,2
479,351,1,5,1,4,1,1,3,1,3,1,1,1
487,357,3,4,4,5,3,2,2,2,2,2,1,1
518,380,3,3,3,3,4,3,5,1,5,3,4,3
533,391,2,5,5,5,3,4,5,2,5,4,1,4
561,412,3,3,6,6,5,3,4,2,4,2,2,2
568,417,3,5,5,4,4,3,4,4,3,4,2,3
573,421,3,4,4,4,3,3,5,4,5,3,1,3
576,422,3,5,4,4,4,4,5,5,3,4,3,5
597,435,3,5,5,5,5,3,5,1,3,5,1,1
611,444,3,3,4,4,3,3,4,3,5,3,2,2
624,452,3,2,4,4,4,3,4,3,4,3,2,4
634,459,3,5,5,4,2,3,4,3,4,3,2,2
638,463,2,4,4,4,5,4,4,1,3,3,1,2
700,504,2,5,4,4,3,4,3,3,4,3,2,3
783,559,3,4,5,4,3,4,4,3,4,3,2,3
785,560,3,4,4,5,3,2,3,2,4,1,3,3
797,566,1,2,4,3,3,2,4,1,4,4,4,1
814,575,3,4,4,4,4,4,4,2,5,3,2,2
846,597,3,4,5,4,5,2,4,2,2,2,2,3
856,601,3,4,5,3,4,4,5,3,4,4,2,2
859,603,3,4,5,5,4,4,4,3,3,4,3,3
883,618,3,4,4,4,4,4,4,1,4,4,1,3
894,625,3,3,3,4,3,4,4,3,4,4,2,3
905,632,3,3,3,4,4,4,2,1,1,2,1,1
908,635,1,3,3,4,3,1,5,3,5,3,1,5
915,638,3,4,4,4,3,3,3,2,4,3,2,2
925,646,2,4,4,4,4,5,2,5,3,4,2,5
947,658,3,5,4,4,3,4,4,3,5,4,1,3
966,670,3,3,4,4,4,3,3,2,3,3,2,1
981,678,3,4,4,3,3,3,4,3,4,4,3,2
990,684,3,3,5,4,5,5,5,4,3,5,2,5
1028,707,3,5,4,4,3,3,4,2,4,3,2,2
1032,711,3,4,4,4,3,4,4,3,3,3,1,3
1035,714,3,2,5,5,3,4,4,2,4,4,2,2
1069,729,3,5,4,5,4,4,4,2,5,4,3,4
1099,747,3,4,4,3,4,4,2,4,5,3,5,4
1179,799,3,4,4,4,4,3,4,1,3,3,1,2
1182,800,3,3,3,3,5,2,5,2,3,2,1,1
1187,804,2,5,4,4,2,4,4,3,5,3,1,1
1194,808,6,3,5,5,4,4,4,2,4,4,2,2
1202,810,2,5,3,5,2,1,1,4,1,4,3,2
1203,811,3,4,4,3,2,2,3,2,4,3,2,2
1218,821,3,3,2,5,3,2,4,3,2,3,2,3
1241,833,3,3,5,5,4,2,4,2,5,4,2,3
