responseID_primary key_cleaned,Fast career DV,High status,Independence,Industry salary,Interesting,International work,Performance salary,Personal DV,Professional DV,Promotion,Security,Work situation
579,4,4,5,5,4,1,5,5,4,4,4,3
58,3,3,3,4,5,3,1,4,4,4,4,4
580,5,3,5,5,5,1,5,5,5,5,4,5
581,3,5,4,4,4,1,4,5,5,5,4,5
582,3,2,3,3,5,3,2,4,4,3,4,5
583,3,2,4,4,5,2,3,4,3,4,4,3
584,2,3,3,3,4,1,2,4,4,4,4,4
585,4,3,5,4,5,2,3,5,5,4,5,5
586,3,2,4,4,4,2,3,4,4,5,5,4
587,3,2,3,3,4,2,6,4,4,4,3,4
588,4,2,3,3,4,4,2,3,5,6,2,4
589,3,1,4,3,5,1,2,5,4,4,3,5
59,4,2,3,3,5,2,3,5,5,3,2,4
590,3,2,3,4,5,1,3,4,4,4,4,4
591,3,2,3,3,5,1,3,4,4,4,5,4
592,4,3,4,4,4,1,4,4,4,4,5,3
593,4,3,4,3,5,4,3,5,5,4,3,4
594,4,4,5,4,5,3,4,5,4,4,4,4
595,6,6,3,3,4,6,3,5,4,4,4,4
596,3,2,4,4,5,2,3,4,4,4,4,3
597,2,3,5,2,3,2,2,5,4,4,2,4
598,2,2,3,2,5,2,2,5,5,3,4,3
599,3,2,3,3,4,6,2,5,4,5,3,4
6,4,3,4,3,4,1,2,5,4,3,3,3
60,4,2,3,3,4,2,3,4,4,4,4,4
600,4,3,4,5,5,1,3,4,4,4,4,5
601,4,2,4,4,3,2,3,5,3,5,4,4
602,4,1,3,4,5,2,2,5,3,6,4,4
603,4,3,4,4,3,3,3,5,5,4,3,4
604,4,2,4,4,5,1,3,4,5,5,4,4
605,2,2,3,1,5,1,1,3,4,3,2,3
606,5,2,4,5,4,3,4,5,3,3,2,4
607,4,3,3,4,4,2,4,5,5,3,5,4
608,4,3,5,3,5,2,2,4,3,3,2,3
609,4,1,3,4,4,1,4,4,5,2,3,5
61,3,2,5,3,5,2,5,5,5,5,5,5
610,5,4,5,4,4,3,3,5,5,5,2,4
611,3,2,3,4,5,3,2,5,5,4,4,2
612,4,3,4,4,5,1,2,5,4,4,4,4
613,5,4,3,4,5,1,2,5,5,4,1,2
614,3,4,5,4,5,2,4,4,4,4,5,5
615,4,2,3,4,5,2,4,4,4,4,4,3
616,4,2,4,4,5,1,3,5,5,4,4,5
617,5,3,5,4,5,2,5,5,5,5,5,5
618,4,3,4,4,3,1,1,4,4,4,4,4
619,4,3,4,4,5,3,3,5,4,4,4,4
62,4,2,3,3,4,4,3,5,5,4,2,5
620,3,3,3,4,4,2,2,3,4,4,4,3
621,3,2,3,3,4,2,6,4,4,3,4,2
622,2,2,5,4,5,2,2,5,5,4,5,3
623,5,5,5,5,5,5,5,4,6,5,5,5
624,3,2,2,4,4,2,2,4,5,5,4,3
625,4,3,3,4,3,2,3,3,4,4,4,3
626,4,4,4,4,4,3,3,4,3,3,4,5
627,3,1,4,2,5,3,3,5,5,5,5,4
628,5,5,4,4,5,5,4,5,5,5,5,4
629,4,4,5,5,5,5,3,5,5,4,3,3
63,4,4,4,5,2,4,4,4,4,4,4,4
630,4,3,4,4,4,1,3,4,4,4,5,4
631,3,2,3,4,4,3,4,4,4,4,5,4
632,2,1,4,4,3,1,1,3,4,2,1,3
633,4,4,3,5,4,2,5,4,5,5,4,4
634,4,4,4,4,5,3,3,5,5,4,2,5
635,3,5,3,1,1,1,3,3,4,5,5,3
636,2,4,4,3,5,3,3,5,5,3,3,4
637,5,1,3,4,5,3,4,5,5,5,5,5
638,3,2,3,3,3,2,2,4,4,3,4,4
639,4,4,3,5,5,2,3,5,5,4,4,5
64,3,3,3,4,5,1,2,5,5,3,5,4
640,4,2,4,3,5,3,3,5,5,3,3,5
641,5,2,5,3,4,2,5,5,5,5,5,2
642,2,1,3,3,4,1,1,4,4,5,4,4
643,2,2,2,3,4,2,2,3,3,2,2,3
644,2,1,3,3,5,2,1,5,3,4,4,2
645,4,4,3,4,5,4,4,5,5,5,5,5
646,4,5,4,5,2,2,5,4,4,2,3,4
647,3,1,3,4,5,1,3,4,5,4,5,3
648,4,4,5,5,5,3,4,4,4,4,5,5
649,4,4,4,4,5,3,4,5,5,5,4,5
65,4,4,4,4,4,2,3,5,5,4,4,4
650,4,3,3,3,5,2,2,5,5,4,4,5
651,4,4,4,4,4,3,3,3,2,3,4,3
652,4,2,3,3,5,1,3,5,5,4,5,3
653,5,3,4,3,5,5,3,5,5,4,4,5
654,4,3,4,4,5,5,3,4,5,4,5,4
655,4,3,4,4,5,2,3,5,4,4,4,4
656,4,4,5,4,5,6,5,5,5,5,5,5
657,4,3,4,4,4,3,4,5,5,3,5,4
658,4,3,3,4,3,1,3,4,4,4,5,5
659,2,3,4,4,4,1,1,4,4,3,3,4
66,2,3,4,2,5,1,2,4,4,4,3,3
660,4,3,3,4,4,2,4,4,3,3,4,3
661,4,3,3,3,5,4,3,5,5,3,4,3
662,4,3,3,4,5,2,4,5,4,4,5,3
663,3,2,4,4,4,2,4,5,5,4,3,5
664,4,3,3,3,5,2,3,4,4,3,4,4
665,4,3,4,4,4,2,3,4,4,4,4,3
666,2,2,3,4,4,1,2,4,4,4,4,2
667,4,2,4,4,5,2,2,4,4,4,4,4
668,4,3,4,4,5,2,4,4,4,4,4,4
669,3,3,4,2,5,2,3,4,4,3,4,4
67,3,2,3,4,4,3,4,5,5,4,3,2
670,3,1,4,3,3,2,2,4,4,3,3,3
671,5,4,4,5,5,5,4,5,4,4,4,5
672,3,1,3,2,5,1,1,3,5,4,4,5
673,3,3,4,4,5,3,4,5,5,5,5,5
674,3,3,3,4,5,2,3,5,3,4,3,5
675,4,4,4,4,5,2,4,4,5,4,5,5
676,4,3,5,4,5,1,1,5,4,3,4,4
677,3,1,5,3,5,1,1,4,4,4,4,5
678,4,2,3,3,3,3,3,4,3,4,4,4
679,2,3,4,4,5,2,3,5,5,3,4,5
68,4,1,4,3,5,2,2,5,5,3,2,4
680,3,3,4,3,4,2,2,5,5,4,4,3
681,4,4,5,4,4,2,5,4,4,3,4,4
682,2,2,3,4,5,1,2,5,4,4,5,3
683,3,3,4,3,4,2,3,4,4,4,5,4
684,5,5,5,5,3,2,4,5,4,5,3,3
685,4,3,4,4,5,3,4,5,5,4,5,4
686,2,2,3,3,5,3,2,5,4,3,3,4
687,3,3,3,4,4,1,2,4,3,3,3,4
688,3,3,4,4,5,2,4,5,4,4,4,4
689,3,1,4,4,4,2,3,4,4,4,3,4
69,3,2,3,3,3,2,3,4,5,4,4,4
690,4,3,3,4,5,3,4,5,5,4,4,4
691,4,3,3,4,5,1,2,3,4,3,3,4
692,5,3,3,2,5,5,2,5,5,3,3,5
693,4,2,4,3,4,2,3,4,4,4,4,5
694,3,2,4,3,5,3,3,5,4,4,3,4
695,3,3,5,4,4,1,3,5,5,3,4,4
696,3,1,3,4,5,1,4,4,4,4,3,4
697,4,3,3,4,5,3,1,5,5,4,5,3
698,3,4,4,3,4,4,2,5,5,4,4,4
699,3,4,3,5,5,3,6,5,5,5,5,4
7,4,3,3,4,2,5,4,5,5,4,3,3
70,5,5,3,5,3,1,5,4,4,3,3,5
700,3,3,5,4,5,3,2,5,5,5,5,4
701,2,1,3,3,5,1,2,4,4,4,5,4
702,3,2,4,4,4,1,5,5,5,4,3,5
703,3,2,4,4,5,6,2,4,4,3,5,3
704,4,2,3,3,5,2,3,4,4,4,5,4
705,3,2,3,4,5,2,2,4,4,4,4,4
706,3,3,3,4,5,2,3,5,4,4,4,4
707,3,2,3,3,3,2,2,4,4,4,4,5
708,3,2,4,3,5,2,3,5,4,4,5,3
709,4,3,3,3,4,2,2,5,4,3,5,3
71,3,2,3,3,4,3,2,3,4,3,4,3
710,3,1,5,3,5,2,1,5,3,5,3,3
711,3,3,3,4,3,1,3,4,4,4,3,4
712,4,1,5,5,5,1,3,5,5,5,4,5
713,4,3,3,4,5,2,3,4,4,4,4,4
714,4,2,3,4,3,2,2,5,5,4,4,2
715,3,2,3,3,4,2,2,3,3,4,4,4
716,3,3,4,4,4,4,3,3,3,4,4,3
717,3,2,3,3,4,2,3,5,4,3,4,1
718,3,1,2,2,5,1,3,4,3,3,3,4
719,4,4,3,4,5,6,4,4,4,4,5,5
72,3,3,5,5,4,2,4,4,4,4,3,4
720,3,2,4,3,5,2,1,4,4,3,5,3
721,4,3,4,3,4,1,3,5,5,4,3,5
722,5,4,4,4,5,2,4,5,5,5,5,5
723,4,3,3,3,5,3,3,5,5,4,4,5
724,5,5,5,5,5,5,5,5,5,5,5,5
725,5,3,4,4,4,3,3,4,5,5,5,5
726,4,3,4,3,4,1,2,3,5,4,5,5
727,4,4,5,3,5,4,5,5,5,4,2,4
728,4,2,3,4,4,2,3,4,4,4,5,4
729,4,4,4,4,3,3,2,4,5,4,5,5
73,3,2,4,3,5,2,3,4,4,4,4,4
730,2,1,4,4,4,2,4,3,3,5,4,4
731,4,5,5,5,5,5,3,5,5,5,3,3
732,2,1,5,1,5,5,1,5,5,5,5,5
733,5,3,3,3,5,3,4,5,4,4,5,4
734,5,5,5,5,5,4,3,5,5,4,5,5
735,4,3,4,4,5,5,4,5,5,5,2,4
736,3,2,4,4,5,2,4,5,5,3,4,4
737,4,3,4,5,5,1,5,5,5,5,5,4
738,4,2,4,4,4,1,4,5,5,5,5,5
739,4,3,3,3,5,2,4,4,4,4,4,4
74,5,3,4,4,5,2,4,5,4,4,4,4
740,4,3,4,4,4,2,3,5,5,4,4,5
741,6,3,6,4,4,6,6,4,3,6,4,3
742,4,3,3,4,5,3,3,4,5,4,2,4
743,4,2,4,4,4,2,5,5,5,5,5,5
744,4,3,5,4,5,2,5,5,5,4,4,3
745,3,2,6,5,4,3,3,4,4,6,4,2
746,4,4,3,4,4,4,3,5,5,4,4,4
747,3,4,4,4,3,5,4,4,3,2,5,4
748,2,3,4,3,4,2,2,5,5,3,2,5
749,4,3,4,4,4,4,4,4,3,3,4,3
75,3,1,2,3,3,1,1,4,4,3,3,3
750,2,1,2,2,4,2,3,4,4,2,2,4
751,3,2,4,1,5,2,3,5,4,5,3,4
752,4,3,3,4,4,1,4,5,4,3,4,4
753,5,4,4,5,5,2,3,5,4,3,4,4
754,2,2,4,3,5,2,3,4,5,4,5,4
755,4,4,5,5,5,1,4,5,5,5,4,4
756,4,3,4,4,4,2,3,5,5,4,4,4
757,5,2,5,4,4,1,3,5,4,4,5,3
758,2,2,4,3,4,4,3,3,3,4,3,2
759,3,2,3,4,5,2,1,4,4,3,4,4
76,3,1,5,3,5,1,2,4,4,3,4,3
760,4,4,4,4,5,3,4,5,4,4,5,4
761,3,1,3,3,4,6,2,4,5,3,3,5
762,2,1,4,1,5,1,1,5,5,3,5,5
763,3,4,4,4,4,2,3,4,4,5,4,3
764,3,3,4,5,4,2,4,5,5,5,5,5
765,3,2,4,3,5,2,3,5,5,4,4,5
766,4,2,3,4,5,2,3,5,5,4,4,5
767,3,2,5,3,5,1,4,3,4,4,3,5
768,2,2,2,4,5,3,2,4,4,3,3,3
769,5,2,4,4,4,1,3,5,5,3,4,4
77,5,4,5,5,5,1,5,5,4,4,4,5
770,4,3,3,4,4,3,4,4,4,4,5,2
771,4,3,4,4,4,1,4,5,5,4,5,4
772,4,4,4,4,5,3,4,5,4,4,5,4
773,3,3,4,3,4,4,4,4,4,4,5,3
774,4,2,4,4,5,2,4,5,4,4,3,3
775,4,4,5,4,5,2,4,5,4,4,4,5
776,3,4,5,5,5,2,5,4,4,4,4,4
777,4,3,5,5,5,4,3,5,5,5,6,5
778,2,2,5,3,5,6,4,4,4,4,4,4
779,5,5,5,5,4,1,3,5,5,5,5,5
78,4,3,4,4,5,5,5,5,5,4,3,5
780,3,3,4,4,5,3,2,5,3,5,4,3
781,4,2,4,3,4,2,3,5,5,3,4,4
782,4,4,5,5,5,4,4,5,5,4,3,4
783,3,3,4,5,4,4,4,5,5,4,5,5
784,5,6,5,5,5,5,5,5,5,5,5,5
785,3,1,3,1,4,1,2,5,5,5,3,1
786,4,3,4,4,5,2,2,4,4,4,5,3
787,3,1,4,3,5,1,5,4,2,3,3,3
788,4,3,4,5,4,1,4,4,4,4,4,5
789,4,4,4,4,4,4,4,4,4,4,4,4
79,4,3,4,4,5,5,3,3,4,3,2,2
790,4,6,2,3,4,3,2,5,5,3,3,5
791,4,2,3,4,4,2,3,4,5,3,4,4
792,3,2,3,3,5,2,2,5,4,2,3,2
793,3,3,3,4,5,4,3,4,4,4,3,2
794,3,3,4,3,5,1,2,4,4,4,3,4
795,4,1,4,4,5,1,1,5,5,4,2,3
796,4,3,3,3,5,3,3,5,5,5,4,3
797,2,1,5,4,4,1,5,5,4,3,3,5
798,3,2,4,4,4,2,3,4,4,4,4,4
799,3,2,4,3,3,1,1,4,4,4,3,4
8,2,3,4,3,5,2,2,5,5,4,4,4
80,3,1,4,4,5,1,3,5,5,5,5,5
800,2,1,5,2,3,1,2,3,3,5,3,3
801,4,3,5,5,4,4,4,5,5,4,5,5
802,3,3,3,3,4,1,4,4,4,4,4,2
803,3,4,3,4,5,3,1,4,5,3,4,3
804,3,1,2,4,2,1,3,4,4,4,5,5
805,4,3,3,4,5,3,4,5,5,4,4,5
806,4,3,5,4,5,2,4,5,4,5,5,5
807,3,2,4,4,5,1,2,5,5,4,5,3
808,4,2,4,4,6,2,2,5,5,4,4,3
809,2,4,4,3,4,1,5,3,3,4,4,4
81,3,3,3,3,5,2,5,5,5,5,4,4
810,4,2,2,1,2,3,4,3,5,1,1,5
811,3,2,2,2,3,2,2,4,3,3,4,4
812,4,4,3,3,5,2,2,5,4,4,4,4
813,3,2,5,3,5,1,2,4,5,4,5,3
814,4,3,4,4,5,2,4,5,5,5,4,5
815,3,4,4,5,5,5,2,5,4,4,5,4
816,4,2,3,3,4,3,2,4,5,3,4,4
817,4,4,4,4,4,1,2,5,4,4,4,4
818,3,1,4,3,5,2,4,4,5,4,5,2
819,4,2,4,4,4,2,3,5,5,5,4,2
82,3,3,4,4,3,2,2,4,4,5,4,4
820,2,2,4,2,4,2,4,3,4,3,4,3
821,3,3,3,2,3,2,3,2,5,4,2,3
822,3,3,3,2,5,3,1,5,5,4,4,3
823,5,3,4,4,4,2,3,5,3,4,4,2
824,3,2,4,4,5,2,4,3,3,4,3,6
825,3,2,5,2,5,1,2,4,3,4,5,3
826,5,4,5,5,4,1,4,5,4,5,5,4
827,4,1,4,5,5,1,2,5,3,5,4,3
828,2,2,2,5,5,3,5,4,3,4,5,3
829,3,3,3,4,5,1,5,3,4,4,5,4
83,4,5,4,4,5,5,5,5,5,5,3,5
830,3,3,4,4,5,2,4,5,5,5,4,3
831,5,4,4,5,5,1,4,5,5,5,5,3
832,3,3,3,3,5,2,2,4,4,3,4,4
833,4,3,4,2,3,2,2,5,5,4,5,3
834,4,4,4,4,5,3,2,5,4,4,4,3
835,3,2,3,4,4,2,2,4,3,3,3,4
836,3,5,4,5,5,3,3,5,3,5,3,5
837,3,2,3,3,4,2,2,4,4,2,2,4
838,2,2,3,3,4,2,2,5,4,5,4,2
839,3,2,4,4,5,2,4,5,4,5,4,4
84,2,1,4,4,4,2,2,3,2,3,4,1
840,3,1,4,3,4,2,4,3,3,2,3,5
841,6,3,4,3,5,1,3,4,4,4,4,4
842,4,2,4,4,4,2,3,4,4,3,5,3
843,4,2,4,4,5,2,2,5,3,4,4,4
844,3,2,3,3,4,3,3,4,5,4,4,5
845,4,3,4,4,4,3,3,4,4,4,4,4
846,4,3,3,3,5,3,4,5,4,2,2,4
85,4,3,4,3,4,2,2,5,5,4,5,4
86,5,3,4,4,4,4,4,5,5,4,5,5
87,5,3,3,3,4,3,4,5,5,4,5,4
88,3,1,3,3,4,3,3,5,5,4,4,4
89,4,4,4,4,5,5,3,5,4,3,3,4
9,2,3,4,4,4,2,2,4,4,4,4,4
90,4,3,2,3,5,4,4,4,3,4,3,5
91,3,2,4,4,4,3,2,4,4,4,4,4
92,4,3,3,3,5,4,4,4,4,3,5,5
93,3,4,5,4,4,3,3,4,5,4,1,3
94,3,3,4,4,5,2,4,5,5,4,4,5
95,5,2,5,3,5,3,1,5,5,5,4,3
96,3,3,4,3,4,3,2,4,5,4,3,3
97,3,2,5,4,4,1,2,4,4,5,5,3
98,2,2,4,3,5,3,2,5,5,4,3,5
99,3,1,1,1,1,3,1,4,4,6,1,5
