responseID,responseID_primary key_cleaned,Salary,Salary range,Salary Status
1115,757,192703,"100K-300K","a bit Low"
1117,759,208260,"100K-300K","a bit Low"
1123,763,207044,"100K-300K","a bit Low"
1142,776,212242,"100K-300K","a bit Low"
1145,778,231904,"100K-300K","a bit Low"
1152,783,195072,"100K-300K","a bit Low"
1165,790,203139,"100K-300K","a bit Low"
1172,795,241561,"100K-300K","a bit Low"
1173,796,208950,"100K-300K","a bit Low"
1175,797,162174,"100K-300K","a bit Low"
1177,798,290621,"100K-300K","a bit Low"
1182,800,279293,"100K-300K","a bit Low"
1186,803,272433,"100K-300K","a bit Low"
1187,804,215991,"100K-300K","a bit Low"
1188,805,200808,"100K-300K","a bit Low"
1190,807,200879,"100K-300K","a bit Low"
1202,810,160905,"100K-300K","a bit Low"
1212,818,235171,"100K-300K","a bit Low"
1216,820,197987,"100K-300K","a bit Low"
1230,826,264302,"100K-300K","a bit Low"
1236,830,129538,"100K-300K","a bit Low"
1260,845,146417,"100K-300K","a bit Low"
15,13,822701,"700K-1M","More than Average"
42,35,890871,"700K-1M","More than Average"
52,43,742093,"700K-1M","More than Average"
90,74,770088,"700K-1M","More than Average"
98,81,705764,"700K-1M","More than Average"
110,89,756394,"700K-1M","More than Average"
113,91,815436,"700K-1M","More than Average"
121,98,990014,"700K-1M","More than Average"
135,110,942125,"700K-1M","More than Average"
137,112,795526,"700K-1M","More than Average"
170,136,747229,"700K-1M","More than Average"
173,138,765365,"700K-1M","More than Average"
177,140,789439,"700K-1M","More than Average"
247,179,753143,"700K-1M","More than Average"
273,199,711899,"700K-1M","More than Average"
278,204,723513,"700K-1M","More than Average"
286,211,700073,"700K-1M","More than Average"
296,216,723371,"700K-1M","More than Average"
298,218,778464,"700K-1M","More than Average"
335,241,718538,"700K-1M","More than Average"
342,247,701551,"700K-1M","More than Average"
352,254,750616,"700K-1M","More than Average"
359,260,715095,"700K-1M","More than Average"
370,270,782013,"700K-1M","More than Average"
380,277,812099,"700K-1M","More than Average"
388,282,719281,"700K-1M","More than Average"
389,283,835483,"700K-1M","More than Average"
398,291,707711,"700K-1M","More than Average"
408,298,749123,"700K-1M","More than Average"
447,326,818681,"700K-1M","More than Average"
448,327,717011,"700K-1M","More than Average"
450,328,719391,"700K-1M","More than Average"
457,334,736810,"700K-1M","More than Average"
460,337,879641,"700K-1M","More than Average"
484,355,788288,"700K-1M","More than Average"
487,357,739618,"700K-1M","More than Average"
513,375,737055,"700K-1M","More than Average"
515,377,970531,"700K-1M","More than Average"
585,427,727347,"700K-1M","More than Average"
598,436,849879,"700K-1M","More than Average"
628,455,850968,"700K-1M","More than Average"
630,457,728931,"700K-1M","More than Average"
659,476,722381,"700K-1M","More than Average"
666,481,794777,"700K-1M","More than Average"
667,482,810670,"700K-1M","More than Average"
674,488,715273,"700K-1M","More than Average"
690,496,779366,"700K-1M","More than Average"
694,499,895358,"700K-1M","More than Average"
701,505,720976,"700K-1M","More than Average"
716,514,934973,"700K-1M","More than Average"
717,515,716259,"700K-1M","More than Average"
733,528,962053,"700K-1M","More than Average"
749,541,719919,"700K-1M","More than Average"
792,563,702190,"700K-1M","More than Average"
821,579,807151,"700K-1M","More than Average"
823,580,788956,"700K-1M","More than Average"
847,598,740418,"700K-1M","More than Average"
858,602,721805,"700K-1M","More than Average"
881,616,727512,"700K-1M","More than Average"
909,636,972840,"700K-1M","More than Average"
947,658,754414,"700K-1M","More than Average"
971,673,710045,"700K-1M","More than Average"
1013,698,775530,"700K-1M","More than Average"
1035,714,714864,"700K-1M","More than Average"
1057,723,888472,"700K-1M","More than Average"
1078,734,721221,"700K-1M","More than Average"
1099,747,714138,"700K-1M","More than Average"
1102,749,861358,"700K-1M","More than Average"
1112,754,733964,"700K-1M","More than Average"
1147,780,740665,"700K-1M","More than Average"
1232,827,743006,"700K-1M","More than Average"
1248,837,705414,"700K-1M","More than Average"
119,96,1050723,"1-5M","High"
133,108,2466071214,">5M","Very high"
479,351,1001740,"1-5M","High"
713,512,84,"<100K","Very low"
984,681,34617312686,">5M","Very high"
1171,794,6652,"<100K","Very low"
1189,806,25614342982,">5M","Very high"
1253,839,,"<100K","Very low"
1256,841,,"<100K","Very low"
,,,"<100K","Very low"
