Date,Item,Sales
2017-04-24 00:00:00.000,"R",199
2018-11-26 00:00:00.000,"R",364
2017-03-15 00:00:00.000,"R",111
2017-01-13 00:00:00.000,"R",315
2015-02-15 00:00:00.000,"R",463
2015-01-13 00:00:00.000,"R",305
2018-11-05 00:00:00.000,"R",248
2017-07-22 00:00:00.000,"R",282
2015-05-19 00:00:00.000,"R",239
2017-07-12 00:00:00.000,"R",107
2015-08-12 00:00:00.000,"R",240
2018-04-11 00:00:00.000,"R",209
2015-07-02 00:00:00.000,"R",405
2017-01-06 00:00:00.000,"R",458
2016-01-06 00:00:00.000,"R",166
2017-05-24 00:00:00.000,"R",164
2016-12-27 00:00:00.000,"R",383
2016-10-29 00:00:00.000,"R",155
2016-06-30 00:00:00.000,"R",188
2015-03-19 00:00:00.000,"R",178
2015-07-09 00:00:00.000,"R",259
2018-01-26 00:00:00.000,"R",289
2016-04-01 00:00:00.000,"R",462
2018-08-26 00:00:00.000,"R",411
2018-09-25 00:00:00.000,"R",234
2017-02-02 00:00:00.000,"R",480
2017-03-27 00:00:00.000,"R",178
2015-02-03 00:00:00.000,"R",322
2018-11-07 00:00:00.000,"R",399
2017-10-08 00:00:00.000,"R",455
2016-05-22 00:00:00.000,"R",118
2017-08-18 00:00:00.000,"R",358
2018-08-30 00:00:00.000,"R",379
2015-02-28 00:00:00.000,"R",155
2017-04-09 00:00:00.000,"R",434
2017-10-17 00:00:00.000,"R",190
2018-04-28 00:00:00.000,"R",465
2015-01-04 00:00:00.000,"R",185
2015-09-17 00:00:00.000,"R",146
2015-06-04 00:00:00.000,"R",290
2016-12-04 00:00:00.000,"R",292
2018-06-24 00:00:00.000,"R",109
2015-02-15 00:00:00.000,"R",177
2018-02-19 00:00:00.000,"R",321
2018-03-29 00:00:00.000,"R",167
2018-07-26 00:00:00.000,"R",250
2017-07-05 00:00:00.000,"R",209
2015-04-30 00:00:00.000,"R",416
2017-07-08 00:00:00.000,"R",341
2016-08-11 00:00:00.000,"R",492
2016-01-21 00:00:00.000,"R",154
2016-05-15 00:00:00.000,"R",169
2018-03-10 00:00:00.000,"R",202
2015-08-17 00:00:00.000,"R",407
2015-05-21 00:00:00.000,"U",377
2017-07-05 00:00:00.000,"U",449
2016-02-26 00:00:00.000,"U",201
2018-11-18 00:00:00.000,"U",385
2017-07-12 00:00:00.000,"U",236
2016-03-30 00:00:00.000,"U",295
2017-12-30 00:00:00.000,"U",113
2019-03-05 00:00:00.000,"U",208
2016-12-01 00:00:00.000,"U",458
2015-10-04 00:00:00.000,"U",284
2018-02-12 00:00:00.000,"U",378
2018-08-13 00:00:00.000,"U",226
2015-07-27 00:00:00.000,"U",379
2019-03-04 00:00:00.000,"U",496
2016-03-09 00:00:00.000,"U",395
2017-06-03 00:00:00.000,"U",451
2015-03-16 00:00:00.000,"U",161
2015-02-03 00:00:00.000,"U",186
2017-06-28 00:00:00.000,"U",180
2018-04-27 00:00:00.000,"U",337
2017-05-17 00:00:00.000,"U",430
2019-02-16 00:00:00.000,"U",270
2016-10-13 00:00:00.000,"U",147
2015-09-30 00:00:00.000,"U",491
2016-02-29 00:00:00.000,"U",386
2017-02-15 00:00:00.000,"U",452
2019-01-21 00:00:00.000,"U",482
2015-02-25 00:00:00.000,"U",394
2018-03-17 00:00:00.000,"U",419
2016-08-14 00:00:00.000,"U",246
2017-05-28 00:00:00.000,"U",420
2016-03-03 00:00:00.000,"U",147
2016-03-18 00:00:00.000,"U",305
2017-08-09 00:00:00.000,"U",349
2016-08-08 00:00:00.000,"U",468
2019-01-02 00:00:00.000,"U",304
2017-10-17 00:00:00.000,"U",487
2017-08-07 00:00:00.000,"U",498
2018-09-19 00:00:00.000,"U",311
2017-02-24 00:00:00.000,"U",376
2015-04-25 00:00:00.000,"U",496
2017-01-05 00:00:00.000,"U",407
2016-10-14 00:00:00.000,"U",400
2015-08-22 00:00:00.000,"U",176
2017-05-02 00:00:00.000,"U",163
2015-08-10 00:00:00.000,"U",369
2016-12-02 00:00:00.000,"U",242
2015-11-19 00:00:00.000,"U",368
2018-05-09 00:00:00.000,"U",317
2017-08-06 00:00:00.000,"U",488
2015-10-07 00:00:00.000,"U",315
2017-01-19 00:00:00.000,"U",158
2016-06-19 00:00:00.000,"U",378
2015-05-03 00:00:00.000,"U",454
2018-03-24 00:00:00.000,"U",431
2015-06-07 00:00:00.000,"U",254
2016-09-18 00:00:00.000,"U",399
2015-10-26 00:00:00.000,"U",174
2016-05-08 00:00:00.000,"U",178
2018-01-29 00:00:00.000,"U",425
2015-05-29 00:00:00.000,"U",417
2017-02-05 00:00:00.000,"U",111
2019-03-08 00:00:00.000,"U",199
2015-02-24 00:00:00.000,"U",350
2017-06-12 00:00:00.000,"U",382
2019-02-01 00:00:00.000,"U",406
2018-10-15 00:00:00.000,"U",413
2017-10-31 00:00:00.000,"U",260
2018-02-18 00:00:00.000,"U",194
2016-11-25 00:00:00.000,"U",459
2017-07-20 00:00:00.000,"U",243
2017-11-20 00:00:00.000,"U",432
2015-03-09 00:00:00.000,"U",312
2015-01-02 00:00:00.000,"U",498
2019-03-12 00:00:00.000,"U",239
2016-04-19 00:00:00.000,"U",486
2018-08-01 00:00:00.000,"U",147
2018-01-05 00:00:00.000,"U",468
2018-08-15 00:00:00.000,"U",386
2016-01-11 00:00:00.000,"U",297
2017-10-25 00:00:00.000,"U",106
2018-01-11 00:00:00.000,"U",468
2018-04-24 00:00:00.000,"U",264
2016-07-30 00:00:00.000,"U",202
2018-02-24 00:00:00.000,"U",231
2018-02-06 00:00:00.000,"U",446
2019-03-01 00:00:00.000,"U",492
2016-01-18 00:00:00.000,"U",216
2016-09-24 00:00:00.000,"U",464
2019-02-25 00:00:00.000,"V",462
2015-09-27 00:00:00.000,"V",271
2018-10-24 00:00:00.000,"V",145
2017-07-25 00:00:00.000,"V",323
2017-04-18 00:00:00.000,"V",172
2019-03-17 00:00:00.000,"V",473
2016-09-04 00:00:00.000,"V",199
2016-12-31 00:00:00.000,"V",225
2019-01-29 00:00:00.000,"V",376
2016-12-30 00:00:00.000,"V",229
2018-05-05 00:00:00.000,"V",350
2018-05-26 00:00:00.000,"V",254
2015-11-24 00:00:00.000,"V",369
2015-09-17 00:00:00.000,"V",119
2016-05-12 00:00:00.000,"V",403
2018-06-06 00:00:00.000,"V",213
2017-03-06 00:00:00.000,"V",348
2018-03-08 00:00:00.000,"V",249
2016-09-01 00:00:00.000,"V",263
2016-10-10 00:00:00.000,"V",370
2017-10-19 00:00:00.000,"V",319
2017-06-07 00:00:00.000,"V",279
2018-02-22 00:00:00.000,"V",432
2018-12-03 00:00:00.000,"V",445
2017-07-22 00:00:00.000,"V",348
2017-11-11 00:00:00.000,"V",431
2016-02-18 00:00:00.000,"V",252
2017-12-24 00:00:00.000,"V",455
2015-03-05 00:00:00.000,"V",179
2017-02-09 00:00:00.000,"V",289
2019-03-10 00:00:00.000,"V",117
2016-05-30 00:00:00.000,"V",480
2017-09-23 00:00:00.000,"V",187
2015-02-21 00:00:00.000,"V",226
2018-11-13 00:00:00.000,"V",298
2017-05-30 00:00:00.000,"V",274
2017-04-14 00:00:00.000,"V",458
2018-02-06 00:00:00.000,"V",132
2015-12-31 00:00:00.000,"V",138
2017-05-23 00:00:00.000,"V",475
2018-12-24 00:00:00.000,"V",172
2018-07-10 00:00:00.000,"V",288
2016-06-10 00:00:00.000,"V",161
2018-01-20 00:00:00.000,"V",462
2018-01-14 00:00:00.000,"V",441
2016-10-07 00:00:00.000,"V",401
2018-02-12 00:00:00.000,"V",499
2015-07-08 00:00:00.000,"V",491
2018-03-15 00:00:00.000,"V",407
2016-08-04 00:00:00.000,"V",177
2017-08-07 00:00:00.000,"V",425
2016-06-16 00:00:00.000,"V",464
2015-06-10 00:00:00.000,"V",257
2018-01-13 00:00:00.000,"V",125
2017-09-30 00:00:00.000,"V",204
2015-03-02 00:00:00.000,"V",184
2017-04-29 00:00:00.000,"V",435
2016-02-28 00:00:00.000,"V",364
2015-07-18 00:00:00.000,"V",197
2017-03-25 00:00:00.000,"V",438
2018-07-25 00:00:00.000,"V",358
2019-03-12 00:00:00.000,"V",162
2016-01-16 00:00:00.000,"V",303
2017-10-02 00:00:00.000,"V",182
2017-07-31 00:00:00.000,"V",364
2016-10-20 00:00:00.000,"V",198
2017-03-01 00:00:00.000,"V",358
2016-01-05 00:00:00.000,"V",420
2017-04-04 00:00:00.000,"V",193
2015-11-29 00:00:00.000,"V",492
2017-05-27 00:00:00.000,"V",298
2019-01-12 00:00:00.000,"V",303
2016-06-25 00:00:00.000,"V",348
2017-11-19 00:00:00.000,"V",332
2015-12-21 00:00:00.000,"V",331
2019-03-04 00:00:00.000,"V",187
2018-02-16 00:00:00.000,"V",486
2017-11-29 00:00:00.000,"V",243
2015-11-20 00:00:00.000,"V",317
2018-01-19 00:00:00.000,"V",279
2018-04-19 00:00:00.000,"V",387
2015-01-08 00:00:00.000,"V",490
2015-06-11 00:00:00.000,"V",126
2015-03-21 00:00:00.000,"V",160
2017-09-04 00:00:00.000,"V",250
2017-11-09 00:00:00.000,"V",357
2018-12-13 00:00:00.000,"H",329
2017-04-16 00:00:00.000,"H",149
2018-05-08 00:00:00.000,"H",344
2015-04-15 00:00:00.000,"H",456
2016-10-08 00:00:00.000,"H",448
2019-02-14 00:00:00.000,"H",163
2018-05-26 00:00:00.000,"H",445
2016-11-10 00:00:00.000,"H",352
2015-04-16 00:00:00.000,"H",228
2019-01-04 00:00:00.000,"H",477
2017-10-20 00:00:00.000,"H",458
2018-06-07 00:00:00.000,"H",398
2017-11-20 00:00:00.000,"H",417
2018-01-11 00:00:00.000,"H",225
2016-03-24 00:00:00.000,"H",139
2017-11-27 00:00:00.000,"H",296
2017-11-18 00:00:00.000,"H",226
2019-01-26 00:00:00.000,"H",203
2016-05-05 00:00:00.000,"H",332
2015-01-17 00:00:00.000,"H",116
2018-02-08 00:00:00.000,"H",339
2018-02-05 00:00:00.000,"H",171
2016-08-20 00:00:00.000,"H",408
2018-12-04 00:00:00.000,"H",477
2015-01-10 00:00:00.000,"H",220
2015-11-23 00:00:00.000,"H",339
2015-06-16 00:00:00.000,"H",177
2018-06-15 00:00:00.000,"H",414
2018-02-02 00:00:00.000,"H",465
2015-05-03 00:00:00.000,"H",416
2019-03-11 00:00:00.000,"H",396
2015-04-01 00:00:00.000,"H",426
2017-11-25 00:00:00.000,"H",469
2017-02-24 00:00:00.000,"H",408
2015-11-18 00:00:00.000,"H",434
2017-07-31 00:00:00.000,"H",430
2016-11-12 00:00:00.000,"H",133
2015-10-09 00:00:00.000,"H",420
2018-10-09 00:00:00.000,"H",223
2017-12-04 00:00:00.000,"H",446
2018-04-14 00:00:00.000,"H",439
2018-12-03 00:00:00.000,"H",344
2015-05-27 00:00:00.000,"H",257
2016-05-14 00:00:00.000,"H",290
2015-11-15 00:00:00.000,"H",293
2016-10-09 00:00:00.000,"H",408
2015-03-17 00:00:00.000,"H",327
2015-01-15 00:00:00.000,"H",248
2015-10-27 00:00:00.000,"H",473
2016-02-03 00:00:00.000,"H",108
2018-02-13 00:00:00.000,"H",234
2018-02-17 00:00:00.000,"H",420
2016-04-09 00:00:00.000,"H",467
2016-12-31 00:00:00.000,"H",133
2015-04-10 00:00:00.000,"H",143
2017-03-28 00:00:00.000,"H",460
2017-12-18 00:00:00.000,"H",497
2017-08-03 00:00:00.000,"H",248
2017-11-28 00:00:00.000,"H",367
2018-06-02 00:00:00.000,"H",499
2015-07-30 00:00:00.000,"H",327
2017-08-30 00:00:00.000,"H",229
2017-05-30 00:00:00.000,"H",423
2018-08-11 00:00:00.000,"H",326
2016-12-03 00:00:00.000,"H",150
2016-04-22 00:00:00.000,"H",499
2017-06-07 00:00:00.000,"H",259
2015-01-14 00:00:00.000,"H",431
2017-02-23 00:00:00.000,"H",428
2016-04-11 00:00:00.000,"H",328
2015-07-21 00:00:00.000,"H",244
2018-07-05 00:00:00.000,"H",110
2018-02-13 00:00:00.000,"H",487
2016-02-18 00:00:00.000,"H",453
2015-05-06 00:00:00.000,"H",395
2018-05-06 00:00:00.000,"H",228
2017-06-04 00:00:00.000,"H",182
2017-06-06 00:00:00.000,"H",422
2015-11-28 00:00:00.000,"H",298
2017-12-13 00:00:00.000,"H",221
2018-09-06 00:00:00.000,"H",243
2016-02-11 00:00:00.000,"H",308
2018-06-25 00:00:00.000,"H",372
2019-01-05 00:00:00.000,"H",113
2015-07-08 00:00:00.000,"H",350
2017-03-17 00:00:00.000,"H",364
2015-08-13 00:00:00.000,"N",404
2017-02-12 00:00:00.000,"N",383
2015-01-05 00:00:00.000,"N",118
2017-02-01 00:00:00.000,"N",202
2017-05-29 00:00:00.000,"N",232
2017-06-05 00:00:00.000,"N",229
2015-09-30 00:00:00.000,"N",162
2018-05-01 00:00:00.000,"N",416
2018-07-19 00:00:00.000,"N",272
2015-12-15 00:00:00.000,"N",180
2016-03-02 00:00:00.000,"N",214
2016-09-29 00:00:00.000,"N",193
2016-05-21 00:00:00.000,"N",403
2017-03-21 00:00:00.000,"N",365
2017-01-04 00:00:00.000,"N",232
2017-11-03 00:00:00.000,"N",489
2018-01-11 00:00:00.000,"N",496
2017-10-24 00:00:00.000,"N",267
2015-09-08 00:00:00.000,"N",165
2016-05-02 00:00:00.000,"N",486
2018-02-14 00:00:00.000,"N",250
2018-06-28 00:00:00.000,"N",299
2015-04-09 00:00:00.000,"N",260
2017-02-21 00:00:00.000,"N",490
2018-11-03 00:00:00.000,"N",286
2018-11-18 00:00:00.000,"N",453
2015-12-02 00:00:00.000,"N",247
2016-01-02 00:00:00.000,"N",473
2015-01-08 00:00:00.000,"N",236
2016-12-27 00:00:00.000,"N",467
2016-12-10 00:00:00.000,"N",352
2018-02-25 00:00:00.000,"N",429
2017-02-25 00:00:00.000,"N",255
2016-01-18 00:00:00.000,"N",162
2015-05-18 00:00:00.000,"N",495
2018-02-23 00:00:00.000,"N",275
2016-06-11 00:00:00.000,"N",147
2015-11-27 00:00:00.000,"N",413
2015-12-28 00:00:00.000,"N",149
2017-05-14 00:00:00.000,"N",231
2017-02-01 00:00:00.000,"N",278
2015-04-13 00:00:00.000,"N",119
2019-01-08 00:00:00.000,"N",280
2016-09-15 00:00:00.000,"N",365
2016-06-26 00:00:00.000,"N",452
2016-05-05 00:00:00.000,"N",264
2016-01-26 00:00:00.000,"N",324
2017-05-07 00:00:00.000,"N",285
2018-03-07 00:00:00.000,"N",279
2018-02-02 00:00:00.000,"N",237
2019-01-26 00:00:00.000,"N",490
2016-04-05 00:00:00.000,"N",114
2017-07-22 00:00:00.000,"N",306
2016-07-26 00:00:00.000,"N",179
2017-09-22 00:00:00.000,"N",131
2018-12-19 00:00:00.000,"N",125
2016-08-31 00:00:00.000,"N",424
2019-01-08 00:00:00.000,"N",304
2018-05-30 00:00:00.000,"N",107
2017-09-04 00:00:00.000,"N",111
2016-08-24 00:00:00.000,"N",138
2015-05-13 00:00:00.000,"N",172
2017-01-21 00:00:00.000,"N",131
2017-07-07 00:00:00.000,"N",331
2018-05-31 00:00:00.000,"N",210
2017-09-09 00:00:00.000,"N",101
2018-11-22 00:00:00.000,"N",454
2015-06-03 00:00:00.000,"N",216
2017-02-08 00:00:00.000,"N",487
2016-03-09 00:00:00.000,"N",414
2016-05-10 00:00:00.000,"N",268
2015-07-18 00:00:00.000,"N",421
2019-01-05 00:00:00.000,"N",142
2017-10-04 00:00:00.000,"N",490
2018-08-13 00:00:00.000,"N",329
2016-05-08 00:00:00.000,"N",111
2016-01-22 00:00:00.000,"N",339
2015-12-26 00:00:00.000,"N",322
2017-11-01 00:00:00.000,"N",312
2018-01-31 00:00:00.000,"N",486
2018-06-27 00:00:00.000,"N",153
2016-05-16 00:00:00.000,"N",387
2016-03-15 00:00:00.000,"N",437
2017-02-24 00:00:00.000,"N",212
2015-01-09 00:00:00.000,"N",384
2016-10-23 00:00:00.000,"N",434
2018-01-25 00:00:00.000,"E",390
2018-09-13 00:00:00.000,"E",284
2016-07-28 00:00:00.000,"E",476
2017-08-12 00:00:00.000,"E",170
2017-05-26 00:00:00.000,"E",388
2018-07-10 00:00:00.000,"E",347
2017-06-07 00:00:00.000,"E",138
2015-10-03 00:00:00.000,"E",318
2016-11-12 00:00:00.000,"E",219
2017-06-06 00:00:00.000,"E",236
2015-04-23 00:00:00.000,"E",310
2016-06-15 00:00:00.000,"E",148
2019-01-11 00:00:00.000,"E",425
2016-05-26 00:00:00.000,"E",237
2017-07-02 00:00:00.000,"E",174
2016-10-05 00:00:00.000,"E",244
2018-10-10 00:00:00.000,"E",168
2015-06-23 00:00:00.000,"E",161
2017-03-29 00:00:00.000,"E",279
2017-09-17 00:00:00.000,"E",371
2016-06-19 00:00:00.000,"E",426
2016-07-22 00:00:00.000,"E",177
2015-01-13 00:00:00.000,"E",275
2019-02-03 00:00:00.000,"E",119
2017-09-12 00:00:00.000,"E",172
2018-02-21 00:00:00.000,"E",487
2017-05-21 00:00:00.000,"E",277
2016-08-14 00:00:00.000,"E",382
2015-10-29 00:00:00.000,"E",490
2017-12-14 00:00:00.000,"E",420
2019-03-09 00:00:00.000,"E",149
2018-04-20 00:00:00.000,"E",179
2017-03-31 00:00:00.000,"E",388
2019-03-12 00:00:00.000,"E",194
2017-03-11 00:00:00.000,"E",264
2017-06-05 00:00:00.000,"E",331
2018-11-01 00:00:00.000,"E",316
2017-08-06 00:00:00.000,"E",235
2015-05-01 00:00:00.000,"E",482
2017-07-23 00:00:00.000,"E",115
2019-03-11 00:00:00.000,"E",351
2017-03-21 00:00:00.000,"E",132
2017-03-22 00:00:00.000,"E",287
2017-03-04 00:00:00.000,"E",355
2015-01-19 00:00:00.000,"E",290
2015-06-10 00:00:00.000,"E",206
2018-02-14 00:00:00.000,"E",376
2017-01-21 00:00:00.000,"E",176
2017-02-19 00:00:00.000,"E",259
2019-01-11 00:00:00.000,"E",433
2018-02-18 00:00:00.000,"E",300
2018-05-28 00:00:00.000,"E",212
2016-04-05 00:00:00.000,"E",201
2017-04-15 00:00:00.000,"E",314
2017-11-12 00:00:00.000,"E",140
2016-07-24 00:00:00.000,"E",204
2016-05-05 00:00:00.000,"E",126
2018-07-13 00:00:00.000,"E",350
2017-06-18 00:00:00.000,"E",117
2017-02-15 00:00:00.000,"E",214
2015-09-29 00:00:00.000,"E",433
2016-03-11 00:00:00.000,"E",483
2018-11-08 00:00:00.000,"E",239
2015-01-11 00:00:00.000,"E",302
2016-03-25 00:00:00.000,"E",241
2017-03-18 00:00:00.000,"E",235
2016-08-21 00:00:00.000,"E",444
2015-11-24 00:00:00.000,"E",427
2015-10-22 00:00:00.000,"E",385
2016-04-26 00:00:00.000,"E",162
2015-02-21 00:00:00.000,"E",396
2017-11-18 00:00:00.000,"E",174
2018-02-27 00:00:00.000,"E",104
2015-06-07 00:00:00.000,"E",303
2017-02-16 00:00:00.000,"E",363
2018-05-15 00:00:00.000,"E",397
2016-05-03 00:00:00.000,"E",233
2015-11-23 00:00:00.000,"E",187
2018-11-08 00:00:00.000,"E",464
2018-12-03 00:00:00.000,"E",462
2015-05-11 00:00:00.000,"E",383
2016-02-01 00:00:00.000,"E",313
2017-11-23 00:00:00.000,"E",395
2016-11-23 00:00:00.000,"E",182
2018-11-21 00:00:00.000,"E",469
2016-05-02 00:00:00.000,"B",216
2015-10-10 00:00:00.000,"B",431
2016-11-23 00:00:00.000,"B",224
2018-04-06 00:00:00.000,"B",114
2016-06-10 00:00:00.000,"B",446
2018-11-19 00:00:00.000,"B",278
2015-10-19 00:00:00.000,"B",391
2018-09-07 00:00:00.000,"B",155
2017-07-27 00:00:00.000,"B",448
2015-02-07 00:00:00.000,"B",395
2017-06-08 00:00:00.000,"B",194
2016-08-12 00:00:00.000,"B",468
2015-09-19 00:00:00.000,"B",346
2016-06-11 00:00:00.000,"B",493
2016-02-16 00:00:00.000,"B",376
2019-03-16 00:00:00.000,"B",323
2015-09-23 00:00:00.000,"B",375
2015-08-28 00:00:00.000,"B",222
2017-11-23 00:00:00.000,"B",317
2017-09-01 00:00:00.000,"B",280
2018-05-26 00:00:00.000,"B",353
2015-12-01 00:00:00.000,"B",392
2015-05-04 00:00:00.000,"B",305
2018-12-07 00:00:00.000,"B",235
2017-01-28 00:00:00.000,"B",172
2015-09-17 00:00:00.000,"B",106
2018-11-11 00:00:00.000,"B",263
2016-01-28 00:00:00.000,"B",446
2015-08-10 00:00:00.000,"B",248
2017-04-10 00:00:00.000,"B",445
2015-05-24 00:00:00.000,"B",471
2016-12-02 00:00:00.000,"B",291
2016-04-11 00:00:00.000,"B",159
2017-11-08 00:00:00.000,"B",297
2017-10-08 00:00:00.000,"B",123
2015-09-11 00:00:00.000,"B",330
2017-08-04 00:00:00.000,"B",158
2017-12-21 00:00:00.000,"B",163
2017-06-18 00:00:00.000,"B",457
2015-10-09 00:00:00.000,"B",278
2015-02-13 00:00:00.000,"B",299
2018-12-12 00:00:00.000,"B",237
2017-05-17 00:00:00.000,"B",283
2016-06-13 00:00:00.000,"B",407
2015-02-02 00:00:00.000,"B",474
2019-01-04 00:00:00.000,"B",356
2017-04-23 00:00:00.000,"B",241
2017-03-12 00:00:00.000,"B",465
2015-05-02 00:00:00.000,"B",192
2015-09-23 00:00:00.000,"B",114
2016-04-03 00:00:00.000,"B",309
2017-05-01 00:00:00.000,"B",432
2016-06-16 00:00:00.000,"B",126
2015-08-31 00:00:00.000,"B",428
2015-07-01 00:00:00.000,"B",133
2018-12-11 00:00:00.000,"B",477
2016-08-28 00:00:00.000,"B",490
2016-01-17 00:00:00.000,"B",373
2017-06-25 00:00:00.000,"B",453
2018-07-03 00:00:00.000,"B",438
2015-07-07 00:00:00.000,"B",145
2018-04-09 00:00:00.000,"B",402
2016-05-23 00:00:00.000,"B",431
2015-11-15 00:00:00.000,"B",114
2015-11-06 00:00:00.000,"B",437
2015-02-27 00:00:00.000,"B",488
2015-03-31 00:00:00.000,"B",146
2016-04-30 00:00:00.000,"B",264
2018-10-27 00:00:00.000,"B",138
2016-02-19 00:00:00.000,"B",192
2016-05-10 00:00:00.000,"B",260
2017-06-24 00:00:00.000,"B",374
2018-02-01 00:00:00.000,"B",426
2018-05-30 00:00:00.000,"B",129
2017-03-31 00:00:00.000,"B",381
2016-06-30 00:00:00.000,"B",458
2015-01-06 00:00:00.000,"B",344
2015-07-16 00:00:00.000,"B",273
2018-08-01 00:00:00.000,"B",367
2018-06-26 00:00:00.000,"B",481
2016-12-07 00:00:00.000,"B",154
2016-06-18 00:00:00.000,"B",227
2015-11-06 00:00:00.000,"B",492
2018-08-14 00:00:00.000,"B",164
2015-07-05 00:00:00.000,"B",151
2016-11-24 00:00:00.000,"S",106
2015-10-31 00:00:00.000,"S",311
2019-02-25 00:00:00.000,"S",353
2018-03-17 00:00:00.000,"S",376
2017-11-05 00:00:00.000,"S",260
2016-05-03 00:00:00.000,"S",400
2016-05-25 00:00:00.000,"S",156
2015-06-23 00:00:00.000,"S",372
2016-01-02 00:00:00.000,"S",327
2015-05-12 00:00:00.000,"S",265
2016-11-29 00:00:00.000,"S",168
2016-09-25 00:00:00.000,"S",292
2015-06-15 00:00:00.000,"S",495
2017-07-08 00:00:00.000,"S",449
2016-08-11 00:00:00.000,"S",224
2018-01-22 00:00:00.000,"S",485
2018-12-20 00:00:00.000,"S",221
2018-10-09 00:00:00.000,"S",498
2018-10-13 00:00:00.000,"S",216
2018-01-11 00:00:00.000,"S",441
2018-05-16 00:00:00.000,"S",438
2016-05-30 00:00:00.000,"S",287
2016-11-14 00:00:00.000,"S",273
2016-10-23 00:00:00.000,"S",330
2017-04-03 00:00:00.000,"S",125
2018-10-04 00:00:00.000,"S",409
2015-03-16 00:00:00.000,"S",213
2015-09-13 00:00:00.000,"S",203
2017-07-28 00:00:00.000,"S",191
2018-05-04 00:00:00.000,"S",144
2018-10-08 00:00:00.000,"S",180
2017-01-07 00:00:00.000,"S",399
2017-12-07 00:00:00.000,"S",332
2015-06-23 00:00:00.000,"S",171
2018-02-25 00:00:00.000,"S",394
2017-05-28 00:00:00.000,"S",258
2018-08-20 00:00:00.000,"S",367
2016-04-18 00:00:00.000,"S",143
2015-08-22 00:00:00.000,"S",445
2016-01-04 00:00:00.000,"S",420
2018-05-28 00:00:00.000,"S",446
2016-01-01 00:00:00.000,"S",333
2018-07-22 00:00:00.000,"S",263
2017-06-09 00:00:00.000,"S",209
2018-02-14 00:00:00.000,"S",159
2016-08-14 00:00:00.000,"S",174
2018-09-29 00:00:00.000,"S",270
2015-02-25 00:00:00.000,"S",408
2017-10-04 00:00:00.000,"S",257
2015-09-10 00:00:00.000,"S",451
2018-08-11 00:00:00.000,"S",468
2015-08-16 00:00:00.000,"S",420
2015-03-20 00:00:00.000,"S",331
2018-12-22 00:00:00.000,"S",202
2019-01-31 00:00:00.000,"S",484
2017-11-30 00:00:00.000,"S",454
2019-01-18 00:00:00.000,"S",179
2015-07-02 00:00:00.000,"S",302
2015-05-23 00:00:00.000,"S",408
2017-03-23 00:00:00.000,"S",377
2017-01-25 00:00:00.000,"S",223
2015-09-15 00:00:00.000,"S",199
2015-05-03 00:00:00.000,"S",390
2018-01-23 00:00:00.000,"S",280
2015-07-19 00:00:00.000,"S",458
2017-12-25 00:00:00.000,"S",145
2018-01-31 00:00:00.000,"S",348
2017-07-25 00:00:00.000,"S",357
2017-08-02 00:00:00.000,"S",344
2016-09-27 00:00:00.000,"S",297
2019-01-18 00:00:00.000,"S",212
2017-06-13 00:00:00.000,"S",305
2017-05-07 00:00:00.000,"S",442
2018-06-25 00:00:00.000,"S",170
2018-10-21 00:00:00.000,"S",421
2017-07-18 00:00:00.000,"S",397
2016-05-08 00:00:00.000,"S",222
2016-05-29 00:00:00.000,"S",149
2017-09-27 00:00:00.000,"S",172
2017-07-12 00:00:00.000,"S",381
2017-05-18 00:00:00.000,"S",258
2016-03-12 00:00:00.000,"S",162
2018-03-08 00:00:00.000,"S",355
2018-10-22 00:00:00.000,"S",340
2015-12-16 00:00:00.000,"F",365
2016-03-25 00:00:00.000,"F",278
2015-09-28 00:00:00.000,"F",355
2015-07-15 00:00:00.000,"F",480
2015-12-11 00:00:00.000,"F",219
2015-10-06 00:00:00.000,"F",376
2017-01-28 00:00:00.000,"F",411
2017-06-11 00:00:00.000,"F",429
2016-08-14 00:00:00.000,"F",224
2015-02-07 00:00:00.000,"F",328
2018-07-30 00:00:00.000,"F",211
2018-04-12 00:00:00.000,"F",118
2018-02-19 00:00:00.000,"F",278
2015-04-05 00:00:00.000,"F",478
2018-01-07 00:00:00.000,"F",106
2016-02-12 00:00:00.000,"F",177
2016-07-18 00:00:00.000,"F",128
2015-09-13 00:00:00.000,"F",394
2018-09-22 00:00:00.000,"F",144
2016-04-18 00:00:00.000,"F",466
2016-04-03 00:00:00.000,"F",197
2016-02-07 00:00:00.000,"F",475
2015-08-13 00:00:00.000,"F",155
2018-05-10 00:00:00.000,"F",333
2015-11-23 00:00:00.000,"F",381
2018-11-08 00:00:00.000,"F",116
2015-05-26 00:00:00.000,"F",455
2019-01-01 00:00:00.000,"F",368
2017-09-25 00:00:00.000,"F",136
2018-01-29 00:00:00.000,"F",103
2015-06-14 00:00:00.000,"F",477
2016-02-13 00:00:00.000,"F",310
2018-02-10 00:00:00.000,"F",402
2016-07-29 00:00:00.000,"F",159
2016-03-26 00:00:00.000,"F",377
2017-10-14 00:00:00.000,"F",418
2015-01-08 00:00:00.000,"F",443
2016-02-04 00:00:00.000,"F",443
2019-02-08 00:00:00.000,"F",157
2016-09-04 00:00:00.000,"F",357
2017-04-27 00:00:00.000,"F",434
2016-04-29 00:00:00.000,"F",414
2015-07-05 00:00:00.000,"F",352
2015-07-26 00:00:00.000,"F",254
