Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,Month & Year,Quarter & Year,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY,Short Month,Quarters
2016-08-10 00:00:00.000,"2016",3,8,10,20160810,"August","Aug 2016","Q3 2016",2,"Wednesday",2016-08-14 00:00:00.000,33,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-11 00:00:00.000,"2016",3,8,11,20160811,"August","Aug 2016","Q3 2016",3,"Thursday",2016-08-14 00:00:00.000,33,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-12 00:00:00.000,"2016",3,8,12,20160812,"August","Aug 2016","Q3 2016",4,"Friday",2016-08-14 00:00:00.000,33,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-13 00:00:00.000,"2016",3,8,13,20160813,"August","Aug 2016","Q3 2016",5,"Saturday",2016-08-14 00:00:00.000,33,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-14 00:00:00.000,"2016",3,8,14,20160814,"August","Aug 2016","Q3 2016",6,"Sunday",2016-08-14 00:00:00.000,33,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-15 00:00:00.000,"2016",3,8,15,20160815,"August","Aug 2016","Q3 2016",0,"Monday",2016-08-21 00:00:00.000,34,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-16 00:00:00.000,"2016",3,8,16,20160816,"August","Aug 2016","Q3 2016",1,"Tuesday",2016-08-21 00:00:00.000,34,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-17 00:00:00.000,"2016",3,8,17,20160817,"August","Aug 2016","Q3 2016",2,"Wednesday",2016-08-21 00:00:00.000,34,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-18 00:00:00.000,"2016",3,8,18,20160818,"August","Aug 2016","Q3 2016",3,"Thursday",2016-08-21 00:00:00.000,34,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-19 00:00:00.000,"2016",3,8,19,20160819,"August","Aug 2016","Q3 2016",4,"Friday",2016-08-21 00:00:00.000,34,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-20 00:00:00.000,"2016",3,8,20,20160820,"August","Aug 2016","Q3 2016",5,"Saturday",2016-08-21 00:00:00.000,34,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-21 00:00:00.000,"2016",3,8,21,20160821,"August","Aug 2016","Q3 2016",6,"Sunday",2016-08-21 00:00:00.000,34,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-22 00:00:00.000,"2016",3,8,22,20160822,"August","Aug 2016","Q3 2016",0,"Monday",2016-08-28 00:00:00.000,35,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-23 00:00:00.000,"2016",3,8,23,20160823,"August","Aug 2016","Q3 2016",1,"Tuesday",2016-08-28 00:00:00.000,35,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-24 00:00:00.000,"2016",3,8,24,20160824,"August","Aug 2016","Q3 2016",2,"Wednesday",2016-08-28 00:00:00.000,35,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-25 00:00:00.000,"2016",3,8,25,20160825,"August","Aug 2016","Q3 2016",3,"Thursday",2016-08-28 00:00:00.000,35,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-26 00:00:00.000,"2016",3,8,26,20160826,"August","Aug 2016","Q3 2016",4,"Friday",2016-08-28 00:00:00.000,35,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-27 00:00:00.000,"2016",3,8,27,20160827,"August","Aug 2016","Q3 2016",5,"Saturday",2016-08-28 00:00:00.000,35,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-28 00:00:00.000,"2016",3,8,28,20160828,"August","Aug 2016","Q3 2016",6,"Sunday",2016-08-28 00:00:00.000,35,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-29 00:00:00.000,"2016",3,8,29,20160829,"August","Aug 2016","Q3 2016",0,"Monday",2016-09-04 00:00:00.000,36,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-30 00:00:00.000,"2016",3,8,30,20160830,"August","Aug 2016","Q3 2016",1,"Tuesday",2016-09-04 00:00:00.000,36,20160800,20160300,"16","FY17","Aug","Q3"
2016-08-31 00:00:00.000,"2016",3,8,31,20160831,"August","Aug 2016","Q3 2016",2,"Wednesday",2016-09-04 00:00:00.000,36,20160800,20160300,"16","FY17","Aug","Q3"
2017-08-01 00:00:00.000,"2017",3,8,1,20170801,"August","Aug 2017","Q3 2017",1,"Tuesday",2017-08-06 00:00:00.000,32,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-02 00:00:00.000,"2017",3,8,2,20170802,"August","Aug 2017","Q3 2017",2,"Wednesday",2017-08-06 00:00:00.000,32,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-03 00:00:00.000,"2017",3,8,3,20170803,"August","Aug 2017","Q3 2017",3,"Thursday",2017-08-06 00:00:00.000,32,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-04 00:00:00.000,"2017",3,8,4,20170804,"August","Aug 2017","Q3 2017",4,"Friday",2017-08-06 00:00:00.000,32,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-05 00:00:00.000,"2017",3,8,5,20170805,"August","Aug 2017","Q3 2017",5,"Saturday",2017-08-06 00:00:00.000,32,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-06 00:00:00.000,"2017",3,8,6,20170806,"August","Aug 2017","Q3 2017",6,"Sunday",2017-08-06 00:00:00.000,32,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-07 00:00:00.000,"2017",3,8,7,20170807,"August","Aug 2017","Q3 2017",0,"Monday",2017-08-13 00:00:00.000,33,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-08 00:00:00.000,"2017",3,8,8,20170808,"August","Aug 2017","Q3 2017",1,"Tuesday",2017-08-13 00:00:00.000,33,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-09 00:00:00.000,"2017",3,8,9,20170809,"August","Aug 2017","Q3 2017",2,"Wednesday",2017-08-13 00:00:00.000,33,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-10 00:00:00.000,"2017",3,8,10,20170810,"August","Aug 2017","Q3 2017",3,"Thursday",2017-08-13 00:00:00.000,33,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-11 00:00:00.000,"2017",3,8,11,20170811,"August","Aug 2017","Q3 2017",4,"Friday",2017-08-13 00:00:00.000,33,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-12 00:00:00.000,"2017",3,8,12,20170812,"August","Aug 2017","Q3 2017",5,"Saturday",2017-08-13 00:00:00.000,33,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-13 00:00:00.000,"2017",3,8,13,20170813,"August","Aug 2017","Q3 2017",6,"Sunday",2017-08-13 00:00:00.000,33,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-14 00:00:00.000,"2017",3,8,14,20170814,"August","Aug 2017","Q3 2017",0,"Monday",2017-08-20 00:00:00.000,34,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-15 00:00:00.000,"2017",3,8,15,20170815,"August","Aug 2017","Q3 2017",1,"Tuesday",2017-08-20 00:00:00.000,34,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-16 00:00:00.000,"2017",3,8,16,20170816,"August","Aug 2017","Q3 2017",2,"Wednesday",2017-08-20 00:00:00.000,34,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-17 00:00:00.000,"2017",3,8,17,20170817,"August","Aug 2017","Q3 2017",3,"Thursday",2017-08-20 00:00:00.000,34,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-18 00:00:00.000,"2017",3,8,18,20170818,"August","Aug 2017","Q3 2017",4,"Friday",2017-08-20 00:00:00.000,34,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-19 00:00:00.000,"2017",3,8,19,20170819,"August","Aug 2017","Q3 2017",5,"Saturday",2017-08-20 00:00:00.000,34,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-20 00:00:00.000,"2017",3,8,20,20170820,"August","Aug 2017","Q3 2017",6,"Sunday",2017-08-20 00:00:00.000,34,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-21 00:00:00.000,"2017",3,8,21,20170821,"August","Aug 2017","Q3 2017",0,"Monday",2017-08-27 00:00:00.000,35,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-22 00:00:00.000,"2017",3,8,22,20170822,"August","Aug 2017","Q3 2017",1,"Tuesday",2017-08-27 00:00:00.000,35,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-23 00:00:00.000,"2017",3,8,23,20170823,"August","Aug 2017","Q3 2017",2,"Wednesday",2017-08-27 00:00:00.000,35,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-24 00:00:00.000,"2017",3,8,24,20170824,"August","Aug 2017","Q3 2017",3,"Thursday",2017-08-27 00:00:00.000,35,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-25 00:00:00.000,"2017",3,8,25,20170825,"August","Aug 2017","Q3 2017",4,"Friday",2017-08-27 00:00:00.000,35,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-26 00:00:00.000,"2017",3,8,26,20170826,"August","Aug 2017","Q3 2017",5,"Saturday",2017-08-27 00:00:00.000,35,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-27 00:00:00.000,"2017",3,8,27,20170827,"August","Aug 2017","Q3 2017",6,"Sunday",2017-08-27 00:00:00.000,35,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-28 00:00:00.000,"2017",3,8,28,20170828,"August","Aug 2017","Q3 2017",0,"Monday",2017-09-03 00:00:00.000,36,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-29 00:00:00.000,"2017",3,8,29,20170829,"August","Aug 2017","Q3 2017",1,"Tuesday",2017-09-03 00:00:00.000,36,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-30 00:00:00.000,"2017",3,8,30,20170830,"August","Aug 2017","Q3 2017",2,"Wednesday",2017-09-03 00:00:00.000,36,20170800,20170300,"17","FY18","Aug","Q3"
2017-08-31 00:00:00.000,"2017",3,8,31,20170831,"August","Aug 2017","Q3 2017",3,"Thursday",2017-09-03 00:00:00.000,36,20170800,20170300,"17","FY18","Aug","Q3"
2018-08-01 00:00:00.000,"2018",3,8,1,20180801,"August","Aug 2018","Q3 2018",2,"Wednesday",2018-08-05 00:00:00.000,31,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-02 00:00:00.000,"2018",3,8,2,20180802,"August","Aug 2018","Q3 2018",3,"Thursday",2018-08-05 00:00:00.000,31,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-03 00:00:00.000,"2018",3,8,3,20180803,"August","Aug 2018","Q3 2018",4,"Friday",2018-08-05 00:00:00.000,31,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-04 00:00:00.000,"2018",3,8,4,20180804,"August","Aug 2018","Q3 2018",5,"Saturday",2018-08-05 00:00:00.000,31,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-05 00:00:00.000,"2018",3,8,5,20180805,"August","Aug 2018","Q3 2018",6,"Sunday",2018-08-05 00:00:00.000,31,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-06 00:00:00.000,"2018",3,8,6,20180806,"August","Aug 2018","Q3 2018",0,"Monday",2018-08-12 00:00:00.000,32,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-07 00:00:00.000,"2018",3,8,7,20180807,"August","Aug 2018","Q3 2018",1,"Tuesday",2018-08-12 00:00:00.000,32,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-08 00:00:00.000,"2018",3,8,8,20180808,"August","Aug 2018","Q3 2018",2,"Wednesday",2018-08-12 00:00:00.000,32,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-09 00:00:00.000,"2018",3,8,9,20180809,"August","Aug 2018","Q3 2018",3,"Thursday",2018-08-12 00:00:00.000,32,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-10 00:00:00.000,"2018",3,8,10,20180810,"August","Aug 2018","Q3 2018",4,"Friday",2018-08-12 00:00:00.000,32,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-11 00:00:00.000,"2018",3,8,11,20180811,"August","Aug 2018","Q3 2018",5,"Saturday",2018-08-12 00:00:00.000,32,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-12 00:00:00.000,"2018",3,8,12,20180812,"August","Aug 2018","Q3 2018",6,"Sunday",2018-08-12 00:00:00.000,32,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-13 00:00:00.000,"2018",3,8,13,20180813,"August","Aug 2018","Q3 2018",0,"Monday",2018-08-19 00:00:00.000,33,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-14 00:00:00.000,"2018",3,8,14,20180814,"August","Aug 2018","Q3 2018",1,"Tuesday",2018-08-19 00:00:00.000,33,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-15 00:00:00.000,"2018",3,8,15,20180815,"August","Aug 2018","Q3 2018",2,"Wednesday",2018-08-19 00:00:00.000,33,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-16 00:00:00.000,"2018",3,8,16,20180816,"August","Aug 2018","Q3 2018",3,"Thursday",2018-08-19 00:00:00.000,33,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-17 00:00:00.000,"2018",3,8,17,20180817,"August","Aug 2018","Q3 2018",4,"Friday",2018-08-19 00:00:00.000,33,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-18 00:00:00.000,"2018",3,8,18,20180818,"August","Aug 2018","Q3 2018",5,"Saturday",2018-08-19 00:00:00.000,33,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-19 00:00:00.000,"2018",3,8,19,20180819,"August","Aug 2018","Q3 2018",6,"Sunday",2018-08-19 00:00:00.000,33,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-20 00:00:00.000,"2018",3,8,20,20180820,"August","Aug 2018","Q3 2018",0,"Monday",2018-08-26 00:00:00.000,34,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-21 00:00:00.000,"2018",3,8,21,20180821,"August","Aug 2018","Q3 2018",1,"Tuesday",2018-08-26 00:00:00.000,34,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-22 00:00:00.000,"2018",3,8,22,20180822,"August","Aug 2018","Q3 2018",2,"Wednesday",2018-08-26 00:00:00.000,34,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-23 00:00:00.000,"2018",3,8,23,20180823,"August","Aug 2018","Q3 2018",3,"Thursday",2018-08-26 00:00:00.000,34,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-24 00:00:00.000,"2018",3,8,24,20180824,"August","Aug 2018","Q3 2018",4,"Friday",2018-08-26 00:00:00.000,34,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-25 00:00:00.000,"2018",3,8,25,20180825,"August","Aug 2018","Q3 2018",5,"Saturday",2018-08-26 00:00:00.000,34,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-26 00:00:00.000,"2018",3,8,26,20180826,"August","Aug 2018","Q3 2018",6,"Sunday",2018-08-26 00:00:00.000,34,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-27 00:00:00.000,"2018",3,8,27,20180827,"August","Aug 2018","Q3 2018",0,"Monday",2018-09-02 00:00:00.000,35,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-28 00:00:00.000,"2018",3,8,28,20180828,"August","Aug 2018","Q3 2018",1,"Tuesday",2018-09-02 00:00:00.000,35,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-29 00:00:00.000,"2018",3,8,29,20180829,"August","Aug 2018","Q3 2018",2,"Wednesday",2018-09-02 00:00:00.000,35,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-30 00:00:00.000,"2018",3,8,30,20180830,"August","Aug 2018","Q3 2018",3,"Thursday",2018-09-02 00:00:00.000,35,20180800,20180300,"18","FY19","Aug","Q3"
2018-08-31 00:00:00.000,"2018",3,8,31,20180831,"August","Aug 2018","Q3 2018",4,"Friday",2018-09-02 00:00:00.000,35,20180800,20180300,"18","FY19","Aug","Q3"
2019-08-01 00:00:00.000,"2019",3,8,1,20190801,"August","Aug 2019","Q3 2019",3,"Thursday",2019-08-04 00:00:00.000,31,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-02 00:00:00.000,"2019",3,8,2,20190802,"August","Aug 2019","Q3 2019",4,"Friday",2019-08-04 00:00:00.000,31,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-03 00:00:00.000,"2019",3,8,3,20190803,"August","Aug 2019","Q3 2019",5,"Saturday",2019-08-04 00:00:00.000,31,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-04 00:00:00.000,"2019",3,8,4,20190804,"August","Aug 2019","Q3 2019",6,"Sunday",2019-08-04 00:00:00.000,31,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-05 00:00:00.000,"2019",3,8,5,20190805,"August","Aug 2019","Q3 2019",0,"Monday",2019-08-11 00:00:00.000,32,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-06 00:00:00.000,"2019",3,8,6,20190806,"August","Aug 2019","Q3 2019",1,"Tuesday",2019-08-11 00:00:00.000,32,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-07 00:00:00.000,"2019",3,8,7,20190807,"August","Aug 2019","Q3 2019",2,"Wednesday",2019-08-11 00:00:00.000,32,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-08 00:00:00.000,"2019",3,8,8,20190808,"August","Aug 2019","Q3 2019",3,"Thursday",2019-08-11 00:00:00.000,32,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-09 00:00:00.000,"2019",3,8,9,20190809,"August","Aug 2019","Q3 2019",4,"Friday",2019-08-11 00:00:00.000,32,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-10 00:00:00.000,"2019",3,8,10,20190810,"August","Aug 2019","Q3 2019",5,"Saturday",2019-08-11 00:00:00.000,32,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-11 00:00:00.000,"2019",3,8,11,20190811,"August","Aug 2019","Q3 2019",6,"Sunday",2019-08-11 00:00:00.000,32,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-12 00:00:00.000,"2019",3,8,12,20190812,"August","Aug 2019","Q3 2019",0,"Monday",2019-08-18 00:00:00.000,33,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-13 00:00:00.000,"2019",3,8,13,20190813,"August","Aug 2019","Q3 2019",1,"Tuesday",2019-08-18 00:00:00.000,33,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-14 00:00:00.000,"2019",3,8,14,20190814,"August","Aug 2019","Q3 2019",2,"Wednesday",2019-08-18 00:00:00.000,33,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-15 00:00:00.000,"2019",3,8,15,20190815,"August","Aug 2019","Q3 2019",3,"Thursday",2019-08-18 00:00:00.000,33,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-16 00:00:00.000,"2019",3,8,16,20190816,"August","Aug 2019","Q3 2019",4,"Friday",2019-08-18 00:00:00.000,33,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-17 00:00:00.000,"2019",3,8,17,20190817,"August","Aug 2019","Q3 2019",5,"Saturday",2019-08-18 00:00:00.000,33,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-18 00:00:00.000,"2019",3,8,18,20190818,"August","Aug 2019","Q3 2019",6,"Sunday",2019-08-18 00:00:00.000,33,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-19 00:00:00.000,"2019",3,8,19,20190819,"August","Aug 2019","Q3 2019",0,"Monday",2019-08-25 00:00:00.000,34,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-20 00:00:00.000,"2019",3,8,20,20190820,"August","Aug 2019","Q3 2019",1,"Tuesday",2019-08-25 00:00:00.000,34,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-21 00:00:00.000,"2019",3,8,21,20190821,"August","Aug 2019","Q3 2019",2,"Wednesday",2019-08-25 00:00:00.000,34,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-22 00:00:00.000,"2019",3,8,22,20190822,"August","Aug 2019","Q3 2019",3,"Thursday",2019-08-25 00:00:00.000,34,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-23 00:00:00.000,"2019",3,8,23,20190823,"August","Aug 2019","Q3 2019",4,"Friday",2019-08-25 00:00:00.000,34,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-24 00:00:00.000,"2019",3,8,24,20190824,"August","Aug 2019","Q3 2019",5,"Saturday",2019-08-25 00:00:00.000,34,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-25 00:00:00.000,"2019",3,8,25,20190825,"August","Aug 2019","Q3 2019",6,"Sunday",2019-08-25 00:00:00.000,34,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-26 00:00:00.000,"2019",3,8,26,20190826,"August","Aug 2019","Q3 2019",0,"Monday",2019-09-01 00:00:00.000,35,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-27 00:00:00.000,"2019",3,8,27,20190827,"August","Aug 2019","Q3 2019",1,"Tuesday",2019-09-01 00:00:00.000,35,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-28 00:00:00.000,"2019",3,8,28,20190828,"August","Aug 2019","Q3 2019",2,"Wednesday",2019-09-01 00:00:00.000,35,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-29 00:00:00.000,"2019",3,8,29,20190829,"August","Aug 2019","Q3 2019",3,"Thursday",2019-09-01 00:00:00.000,35,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-30 00:00:00.000,"2019",3,8,30,20190830,"August","Aug 2019","Q3 2019",4,"Friday",2019-09-01 00:00:00.000,35,20190800,20190300,"19","FY20","Aug","Q3"
2019-08-31 00:00:00.000,"2019",3,8,31,20190831,"August","Aug 2019","Q3 2019",5,"Saturday",2019-09-01 00:00:00.000,35,20190800,20190300,"19","FY20","Aug","Q3"
2020-08-01 00:00:00.000,"2020",3,8,1,20200801,"August","Aug 2020","Q3 2020",5,"Saturday",2020-08-02 00:00:00.000,31,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-02 00:00:00.000,"2020",3,8,2,20200802,"August","Aug 2020","Q3 2020",6,"Sunday",2020-08-02 00:00:00.000,31,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-03 00:00:00.000,"2020",3,8,3,20200803,"August","Aug 2020","Q3 2020",0,"Monday",2020-08-09 00:00:00.000,32,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-04 00:00:00.000,"2020",3,8,4,20200804,"August","Aug 2020","Q3 2020",1,"Tuesday",2020-08-09 00:00:00.000,32,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-05 00:00:00.000,"2020",3,8,5,20200805,"August","Aug 2020","Q3 2020",2,"Wednesday",2020-08-09 00:00:00.000,32,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-06 00:00:00.000,"2020",3,8,6,20200806,"August","Aug 2020","Q3 2020",3,"Thursday",2020-08-09 00:00:00.000,32,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-07 00:00:00.000,"2020",3,8,7,20200807,"August","Aug 2020","Q3 2020",4,"Friday",2020-08-09 00:00:00.000,32,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-08 00:00:00.000,"2020",3,8,8,20200808,"August","Aug 2020","Q3 2020",5,"Saturday",2020-08-09 00:00:00.000,32,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-09 00:00:00.000,"2020",3,8,9,20200809,"August","Aug 2020","Q3 2020",6,"Sunday",2020-08-09 00:00:00.000,32,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-10 00:00:00.000,"2020",3,8,10,20200810,"August","Aug 2020","Q3 2020",0,"Monday",2020-08-16 00:00:00.000,33,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-11 00:00:00.000,"2020",3,8,11,20200811,"August","Aug 2020","Q3 2020",1,"Tuesday",2020-08-16 00:00:00.000,33,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-12 00:00:00.000,"2020",3,8,12,20200812,"August","Aug 2020","Q3 2020",2,"Wednesday",2020-08-16 00:00:00.000,33,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-13 00:00:00.000,"2020",3,8,13,20200813,"August","Aug 2020","Q3 2020",3,"Thursday",2020-08-16 00:00:00.000,33,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-14 00:00:00.000,"2020",3,8,14,20200814,"August","Aug 2020","Q3 2020",4,"Friday",2020-08-16 00:00:00.000,33,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-15 00:00:00.000,"2020",3,8,15,20200815,"August","Aug 2020","Q3 2020",5,"Saturday",2020-08-16 00:00:00.000,33,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-16 00:00:00.000,"2020",3,8,16,20200816,"August","Aug 2020","Q3 2020",6,"Sunday",2020-08-16 00:00:00.000,33,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-17 00:00:00.000,"2020",3,8,17,20200817,"August","Aug 2020","Q3 2020",0,"Monday",2020-08-23 00:00:00.000,34,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-18 00:00:00.000,"2020",3,8,18,20200818,"August","Aug 2020","Q3 2020",1,"Tuesday",2020-08-23 00:00:00.000,34,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-19 00:00:00.000,"2020",3,8,19,20200819,"August","Aug 2020","Q3 2020",2,"Wednesday",2020-08-23 00:00:00.000,34,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-20 00:00:00.000,"2020",3,8,20,20200820,"August","Aug 2020","Q3 2020",3,"Thursday",2020-08-23 00:00:00.000,34,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-21 00:00:00.000,"2020",3,8,21,20200821,"August","Aug 2020","Q3 2020",4,"Friday",2020-08-23 00:00:00.000,34,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-22 00:00:00.000,"2020",3,8,22,20200822,"August","Aug 2020","Q3 2020",5,"Saturday",2020-08-23 00:00:00.000,34,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-23 00:00:00.000,"2020",3,8,23,20200823,"August","Aug 2020","Q3 2020",6,"Sunday",2020-08-23 00:00:00.000,34,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-24 00:00:00.000,"2020",3,8,24,20200824,"August","Aug 2020","Q3 2020",0,"Monday",2020-08-30 00:00:00.000,35,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-25 00:00:00.000,"2020",3,8,25,20200825,"August","Aug 2020","Q3 2020",1,"Tuesday",2020-08-30 00:00:00.000,35,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-26 00:00:00.000,"2020",3,8,26,20200826,"August","Aug 2020","Q3 2020",2,"Wednesday",2020-08-30 00:00:00.000,35,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-27 00:00:00.000,"2020",3,8,27,20200827,"August","Aug 2020","Q3 2020",3,"Thursday",2020-08-30 00:00:00.000,35,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-28 00:00:00.000,"2020",3,8,28,20200828,"August","Aug 2020","Q3 2020",4,"Friday",2020-08-30 00:00:00.000,35,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-29 00:00:00.000,"2020",3,8,29,20200829,"August","Aug 2020","Q3 2020",5,"Saturday",2020-08-30 00:00:00.000,35,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-30 00:00:00.000,"2020",3,8,30,20200830,"August","Aug 2020","Q3 2020",6,"Sunday",2020-08-30 00:00:00.000,35,20200800,20200300,"20","FY21","Aug","Q3"
2020-08-31 00:00:00.000,"2020",3,8,31,20200831,"August","Aug 2020","Q3 2020",0,"Monday",2020-09-06 00:00:00.000,36,20200800,20200300,"20","FY21","Aug","Q3"
