CO_MUNICIPIO,CO_UF,IN_AGUA_EXISTENTE,IN_AGUA_FILTRADA,IN_ESGOTO_EXISTENTE,IN_BIBLIOTECA_SALA_LEITURA,IN_BANHEIRO,IN_REFEITORIO,IN_AUDITORIO,IN_COMPUTADOR,IN_INTERNET,IN_BANDA_LARGA,IN_ALIMENTACAO,IN_PATIO,IN_AREA_VERDE,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_ENERGIA_EXISTENTE,IN_LIXO_RECICLA,IN_QUADRA_ESPORTES,IN_TP_AEE,IN_DEPENDENCIAS_PNE,IN_TP_ATIVIDADE_COMPLEMENTAR,DS_REGIAO,IN_NECESSIDADE_ESPECIAL,IN_01_FUNDAMENTAL_COMPLETO,IN_02_ENSINO_MEDIO_COMPLETO,IN_03_NIVEL_SUPERIOR_CURSANDO,IN_04_NIVEL_SUPERIOR_COMPLETO,IN_05_POS_GRADUACAO,IN_06_MESTRADO,IN_07_DOUTORADO,SIGLA_UF,NO_MUNICIPIO,REDE,NOTA_IDEB,UF,NM_MUNICIPIO,NUM_POPULACAO,CO_MUNICIPIO_IBGE,VL_RECEITA_REALIZADA,VL_RECEITA_ORCADA,VL_DOTACAO_ATUALIZADA_EDUCACAO,VL_DESPESA_EMPENHADA_EDUCACAO,VL_DESPESA_LIQUIDADA_EDUCACAO,VL_DESPESA_PAGA_EDUCACAO,VL_DESPESA_ORCADA_EDUCACAO,VL_DESPESA_PAG_ED_CID,VL_RECEITA_CID
3164803,31,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,SUDESTE,0.0,100.0,100.0,16.67,83.33,33.33,0.0,0.0,MG,São Sebastião do Rio Preto,Pública,3.8,MG,São Sebastião do Rio Preto,1582,316480,9408435.91,12000000.0,2193141.53,1513823.58,1469780.67,1469570.73,1826800.0,928.93,5947.18
5220280,52,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,CENTRO_OESTE,0.0,100.0,100.0,11.76,88.24,41.18,0.0,0.0,GO,São Patrício,Pública,3.7,GO,São Patrício,2070,522028,13002620.39,17660000.0,4971822.15,2146017.46,2146017.45,2145744.75,4177286.48,1036.59,6281.46
4311122,43,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,SUL,0.0,100.0,100.0,14.81,85.19,41.98,3.7,0.0,RS,Jaquirana,Pública,2.7,RS,Jaquirana,4083,431112,18167073.03,17986872.56,4274621.56,3981079.45,3963859.42,3836737.19,4362574.92,939.69,4449.44
2514206,25,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,NORDESTE,0.0,100.0,100.0,19.05,80.95,48.81,9.52,0.0,PB,São José da Lagoa Tapada,Pública,2.9,PB,São José da Lagoa Tapada,7679,251420,16947826.86,30802894.0,6853791.25,5309846.48,5309846.48,5242382.99,8240896.0,682.69,2207.04
4116307,41,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,SUL,0.0,100.0,100.0,3.85,100.0,100.0,3.85,0.0,PR,Munhoz de Melo,Pública,3.7,PR,Munhoz de Melo,3958,411630,17300338.61,24579409.15,4628377.86,4108435.64,4108435.64,4006200.3,4560251.44,1012.18,4370.98
4113205,41,100.0,30.0,100.0,100.0,80.0,70.0,30.0,100.0,100.0,60.0,100.0,90.0,90.0,30.0,90.0,100.0,70.0,80.0,40.0,30.0,40.0,SUL,0.0,100.0,100.0,6.97,99.02,84.53,5.45,0.76,PR,Lapa,Pública,3.7,PR,Lapa,48067,411320,114607491.67,146217409.88,40010937.23,32551595.86,32074462.84,31087374.96,32776200.0,646.75,2384.33
4302352,43,100.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,SUL,0.0,100.0,100.0,5.07,94.93,23.91,0.0,0.0,RS,Bom Princípio,Pública,4.3,RS,Bom Princípio,13189,430235,50804295.87,52800000.0,15922362.48,15242690.22,15227562.31,15166205.9,13041875.0,1149.91,3852.02
1505437,15,100.0,100.0,100.0,100.0,100.0,0.0,0.0,50.0,50.0,50.0,100.0,0.0,0.0,50.0,50.0,100.0,0.0,100.0,0.0,0.0,0.0,NORTE,0.0,100.0,100.0,0.0,100.0,44.37,0.0,0.0,PA,Ourilândia do Norte,Pública,3.0,PA,Ourilândia do Norte,31921,150543,82473705.16,166632947.0,43927285.9,31065603.32,30740610.18,30651435.95,43927285.9,960.23,2583.68
2933208,29,100.0,100.0,100.0,66.67,100.0,0.0,0.0,100.0,100.0,100.0,100.0,33.33,0.0,33.33,100.0,100.0,0.0,33.33,0.0,0.0,33.33,NORDESTE,0.0,100.0,100.0,1.02,96.93,89.0,4.86,0.0,BA,Vera Cruz,Pública,2.4,BA,Vera Cruz,43640,293320,87109998.5,94402590.0,38420603.36,35955601.64,35385470.91,35170452.59,33843400.0,805.92,1996.1
3524303,35,100.0,100.0,100.0,100.0,100.0,42.86,28.57,100.0,100.0,100.0,100.0,100.0,42.86,28.57,100.0,100.0,0.0,100.0,71.43,42.86,71.43,SUDESTE,0.0,100.0,100.0,1.88,98.12,27.46,9.39,2.31,SP,Jaboticabal,Pública,3.9,SP,Jaboticabal,76563,352430,211912304.8,249532617.0,63527829.32,60024532.3,59938205.38,53478387.91,67014778.72,698.49,2767.82
2102325,21,100.0,83.33,83.33,50.0,100.0,16.67,16.67,66.67,66.67,50.0,100.0,50.0,16.67,33.33,50.0,100.0,0.0,33.33,0.0,16.67,0.0,NORDESTE,1.0,100.0,100.0,6.4,93.1,23.84,4.02,0.88,MA,Buriticupu,Pública,2.8,MA,Buriticupu,71979,210232,130776645.74,190530381.0,77115007.45,63710957.55,63710957.55,62113359.98,90031222.0,862.94,1816.87
3156700,31,100.0,100.0,100.0,100.0,100.0,63.64,9.09,100.0,100.0,90.91,90.91,90.91,36.36,18.18,90.91,100.0,0.0,81.82,18.18,45.45,18.18,SUDESTE,0.73,100.0,100.0,7.39,95.72,23.09,6.6,1.53,MG,Sabará,Pública,3.4,MG,Sabará,135968,315670,250390072.24,344969404.69,80865488.89,71171853.2,70031610.57,67748721.1,80686459.65,498.27,1841.54
3519501,35,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,SUDESTE,0.0,100.0,100.0,0.0,100.0,26.19,3.57,0.0,SP,Ibirarema,Pública,3.1,SP,Ibirarema,7540,351950,24296686.04,22865000.0,8041355.29,7308240.06,7308240.06,7042545.57,6550000.0,934.02,3222.37
3161304,31,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,SUDESTE,0.0,100.0,100.0,0.0,100.0,25.68,0.0,0.0,MG,São Francisco de Sales,Pública,4.2,MG,São Francisco de Sales,6224,316130,24020277.78,40449600.0,8081778.3,5530848.87,5530848.87,5381468.82,7702844.2,864.63,3859.3
5219209,52,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,CENTRO_OESTE,0.0,100.0,100.0,0.0,74.36,41.03,0.0,0.0,GO,Santa Cruz de Goiás,Pública,3.9,GO,Santa Cruz de Goiás,3048,521920,13700106.63,19339552.92,3445253.2,3111541.56,2869472.57,2830082.57,4875346.0,928.5,4494.79
3154408,31,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,SUDESTE,0.0,100.0,100.0,0.0,98.15,19.44,8.33,0.0,MG,Ressaquinha,Pública,3.9,MG,Ressaquinha,4861,315440,16230933.92,21000000.0,5561079.0,4754722.93,4754722.93,4638033.59,5087800.0,954.13,3339.01
5201108,52,100.0,91.43,97.14,91.43,91.43,8.57,25.71,100.0,94.29,85.71,97.14,85.71,20.0,34.29,65.71,100.0,11.43,82.86,37.14,54.29,57.14,CENTRO_OESTE,0.41,100.0,100.0,2.87,92.87,36.0,3.84,0.26,GO,Anápolis,Pública,4.5,GO,Anápolis,375142,520110,880130004.89,1149500421.89,265097121.26,261632395.99,259061612.29,250916807.6,261644100.0,668.86,2346.12
3153400,31,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,50.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,50.0,50.0,50.0,100.0,SUDESTE,0.0,100.0,100.0,2.18,95.27,37.82,0.0,0.0,MG,Presidente Olegário,Pública,4.6,MG,Presidente Olegário,19599,315340,51729876.95,73600000.0,16583274.21,13799540.88,13624221.69,13540575.55,14811100.0,690.88,2639.41
1508308,15,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,NORTE,0.0,100.0,100.0,0.0,95.33,30.49,3.3,0.0,PA,Viseu,Pública,2.0,PA,Viseu,59735,150830,117330093.12,126594069.34,77879101.46,77819698.81,77819698.81,77582457.59,62848000.0,1298.78,1964.18
3507506,35,100.0,100.0,100.0,85.71,42.86,50.0,21.43,92.86,85.71,85.71,100.0,85.71,28.57,7.14,85.71,100.0,7.14,92.86,14.29,35.71,50.0,SUDESTE,0.0,100.0,100.0,2.86,97.14,23.95,11.22,2.14,SP,Botucatu,Pública,3.6,SP,Botucatu,142546,350750,341055958.03,320347150.0,104902682.59,92813647.12,74474001.05,67548300.34,0.0,473.87,2392.6
3531704,35,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,SUDESTE,0.0,100.0,100.0,2.38,97.62,25.0,7.14,0.0,SP,Monteiro Lobato,Pública,4.4,SP,Monteiro Lobato,4549,353170,16315590.28,16400000.0,5794360.35,5265518.68,5254381.04,5115721.2,0.0,1124.58,3586.63
3202504,32,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,SUDESTE,0.0,100.0,100.0,0.0,100.0,83.8,11.97,0.0,ES,Ibiraçu,Pública,4.5,ES,Ibiraçu,12581,320250,36475422.71,38800000.0,9556665.47,9431185.42,9416098.0,9077377.78,9321500.0,721.51,2899.25
2203909,22,100.0,42.86,100.0,85.71,100.0,71.43,42.86,100.0,100.0,85.71,100.0,100.0,57.14,57.14,85.71,100.0,0.0,100.0,28.57,100.0,28.57,NORDESTE,0.53,100.0,100.0,0.0,99.4,62.19,12.3,0.3,PI,Floriano,Pública,3.5,PI,Floriano,58969,220390,132242045.57,158969908.0,38468611.46,37128126.53,36903312.93,34571322.6,36998652.0,586.26,2242.57
3163904,31,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,SUDESTE,0.0,100.0,100.0,0.0,100.0,57.75,0.0,0.0,MG,São Pedro da União,Pública,3.9,MG,São Pedro da União,4911,316390,15187258.93,19160000.0,4371624.15,3896996.64,3888582.35,3863286.55,4735533.0,786.66,3092.5
5003751,50,100.0,50.0,100.0,0.0,100.0,50.0,0.0,100.0,100.0,50.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,50.0,0.0,0.0,CENTRO_OESTE,0.0,100.0,100.0,0.0,97.97,52.03,6.08,0.0,MS,Eldorado,Pública,3.4,MS,Eldorado,12224,500375,37676335.57,44700000.0,10224215.87,8153764.9,8151561.02,8149124.92,8795728.0,666.65,3082.16
2609303,26,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,66.67,66.67,33.33,100.0,100.0,0.0,66.67,100.0,66.67,66.67,NORDESTE,0.0,100.0,100.0,12.14,87.86,7.86,0.0,0.0,PE,Mirandiba,Pública,3.7,PE,Mirandiba,15270,260930,29234243.84,47000000.0,11823900.0,10446029.36,10308815.68,10000032.56,0.0,654.88,1914.49
2206605,22,100.0,0.0,100.0,50.0,50.0,0.0,0.0,100.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,NORDESTE,0.0,100.0,100.0,5.62,67.42,32.58,0.0,0.0,PI,Monte Alegre do Piauí,Pública,2.1,PI,Monte Alegre do Piauí,10448,220660,27347414.21,26309442.79,13567814.36,13567746.36,13567746.36,12723131.3,12974168.0,1217.76,2617.48
5005152,50,100.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,CENTRO_OESTE,0.0,100.0,100.0,0.0,99.03,39.81,0.0,0.0,MS,Juti,Pública,3.0,MS,Juti,6553,500515,22477329.25,28000000.0,6440658.97,6213222.51,6023446.34,6019358.39,7842000.0,918.57,3430.08
4202305,42,100.0,66.67,100.0,66.67,100.0,0.0,16.67,83.33,83.33,50.0,100.0,0.0,0.0,16.67,66.67,100.0,16.67,0.0,16.67,83.33,16.67,SUL,0.0,100.0,100.0,1.65,93.68,52.34,6.73,0.55,SC,Biguaçu,Pública,3.5,SC,Biguaçu,66558,420230,191714752.28,241469000.0,47157549.32,43130139.44,42805811.49,41749113.22,50151000.0,627.26,2880.42
2503902,25,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,NORDESTE,0.0,100.0,100.0,0.0,83.02,39.62,0.0,0.0,PB,Camalaú,Pública,3.7,PB,Camalaú,6020,250390,15773867.05,18423880.0,5790433.75,5619373.65,5619373.65,5466600.3,6516312.0,908.07,2620.24
4311718,43,100.0,0.0,100.0,100.0,100.0,100.0,33.33,100.0,66.67,33.33,100.0,100.0,66.67,66.67,100.0,100.0,33.33,66.67,33.33,66.67,66.67,SUL,0.0,100.0,100.0,1.2,97.59,46.59,1.61,0.0,RS,Maçambará,Pública,2.9,RS,Maçambará,4804,431171,22320683.58,22433946.83,9299057.39,6961528.75,6924647.05,6846013.77,8546800.0,1425.07,4646.27
2414605,24,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,NORDESTE,0.0,100.0,100.0,1.01,98.99,31.31,0.0,0.0,RN,Upanema,Pública,3.2,RN,Upanema,14609,241460,34875805.0,49000000.0,17715707.77,12753100.4,12689581.03,12573292.81,16458700.0,860.65,2387.28
4108304,41,100.0,75.86,100.0,100.0,96.55,68.97,20.69,100.0,100.0,96.55,100.0,79.31,55.17,93.1,93.1,100.0,27.59,96.55,82.76,68.97,65.52,SUL,0.54,100.0,100.0,4.86,98.8,85.67,8.15,0.69,PR,Foz do Iguaçu,Pública,3.7,PR,Foz do Iguaçu,264044,410830,819484734.65,920903653.77,211423394.32,200534232.81,188813284.14,185908516.15,217634788.46,704.08,3103.59
3148202,31,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,SUDESTE,0.0,100.0,100.0,0.0,100.0,29.41,4.71,0.0,MG,Patrocínio do Muriaé,Pública,2.3,MG,Patrocínio do Muriaé,5680,314820,13546318.01,24939013.55,5486000.0,2832652.01,2822001.69,2801751.97,0.0,493.27,2384.92
3120003,31,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,SUDESTE,0.0,100.0,100.0,0.0,100.0,28.12,0.0,0.0,MG,Córrego Novo,Pública,3.4,MG,Córrego Novo,2970,312000,11701999.26,28740000.0,4151401.38,2581277.75,2554713.42,2453169.3,0.0,825.98,3940.07
5101209,51,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,CENTRO_OESTE,0.0,100.0,100.0,0.0,100.0,87.5,0.0,0.0,MT,Araguainha,Pública,3.0,MT,Araguainha,931,510120,9597717.27,10456000.0,1827234.1,1815268.06,1815268.06,1749828.13,2121000.0,1879.51,10309.04
2922508,29,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,50.0,100.0,0.0,50.0,0.0,0.0,100.0,NORDESTE,0.0,100.0,100.0,0.0,100.0,89.59,11.86,1.69,BA,Nazaré,Pública,2.8,BA,Nazaré,29546,292250,41447307.65,49362800.0,20701016.56,14794485.56,14723015.61,13988647.2,16776000.0,473.45,1402.81
4103354,41,100.0,50.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,0.0,100.0,100.0,50.0,100.0,SUL,0.0,100.0,100.0,7.14,95.0,95.0,21.43,0.0,PR,Braganey,Pública,3.7,PR,Braganey,5687,410335,19936232.31,21840000.0,5734259.22,4747646.77,4737821.77,4736536.7,5374350.0,832.87,3505.58
3143708,31,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,SUDESTE,0.0,100.0,100.0,28.12,76.56,46.88,0.0,0.0,MG,Morro do Pilar,Pública,3.2,MG,Morro do Pilar,3339,314370,13651442.89,30000000.0,5051058.12,2055796.93,2003610.05,1876213.66,6775000.0,561.91,4088.48
3526704,35,100.0,100.0,100.0,100.0,40.0,80.0,20.0,100.0,100.0,90.0,100.0,90.0,20.0,30.0,90.0,100.0,0.0,80.0,40.0,10.0,60.0,SUDESTE,0.0,100.0,100.0,1.16,99.11,34.41,1.34,0.54,SP,Leme,Pública,4.2,SP,Leme,101184,352670,298550743.71,320185072.75,84697610.19,80174891.03,76294136.29,73210316.83,107848006.0,723.54,2950.57
1720259,17,100.0,100.0,100.0,100.0,100.0,33.33,0.0,100.0,66.67,66.67,100.0,66.67,33.33,0.0,66.67,100.0,0.0,100.0,0.0,33.33,0.0,NORTE,0.0,100.0,100.0,5.08,94.92,37.29,0.0,0.0,TO,São Salvador do Tocantins,Pública,4.2,TO,São Salvador do Tocantins,3084,172025,10968870.98,14981318.0,2877575.0,2865934.86,2859435.22,2859435.22,2877575.0,927.18,3556.7
2302701,23,100.0,100.0,100.0,100.0,100.0,0.0,50.0,100.0,100.0,50.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,50.0,0.0,50.0,0.0,NORDESTE,1.45,100.0,100.0,5.56,94.44,45.17,0.48,0.0,CE,Campos Sales,Pública,4.4,CE,Campos Sales,27209,230270,67873487.95,61006452.0,40291864.41,37540394.56,36225560.11,36105268.52,22485000.0,1326.96,2494.52
4300059,43,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,SUL,0.0,100.0,100.0,0.0,100.0,84.21,0.0,0.0,RS,Água Santa,Pública,4.0,RS,Água Santa,3841,430005,22838550.05,26000000.0,5605063.33,4516432.97,4516432.97,4345804.06,5491300.0,1131.43,5945.99
