COD_FILIAL,DT_E_S,COD_ITEM,COR,TAMANHO,COD_PART,VEND_COMP,NUM_DOC,GERENTE,TIPO_PAG,CFOP,QTD,VL_ITEM,VL_DESC_ITEM,VL_ICMS_ITEM,VL_ICMS_ST_ITEM,VL_IPI_ITEM,VL_PIS_ITEM,VL_COFINS_ITEM,VL_ISS_ITEM,VL_COM_VEN,VL_COM_GER,VL_COM_GUIA,VL_CUSTO_ITEM,STATUS,DT_PREV,GUIA_REPR,NUM_SERIE_ITEM,TABELA_PRECO,QTD_PED,OUTRAS_DESP,VL_TOTAL_SIMPLES,DESP_CARTAO,HORA_E_S,TIPO_PED,PRAZO_PAG,CENTRO_CUSTO,DT_CANCELAMENTO,OBS_MOVI,ESTAMPA,VALOR_TOTAL_PEDIDO,CHAVE_MOVI,CODOPER
"1",2018-07-09 00:00:00.000,"1","ÚNICA","ÚNICA","6","VEND1","201807096","GER2","Dinheiro","5102",46,46,24,0,0,0,0,0,0,0.92,0.23,0,18.86,"0","","","","TABELA1",46,7,4.6,0,"1600","Representante",15,"1","","","ÚNICA",46,1669,"Venda Terceiros"
"1",2018-07-11 00:00:00.000,"5","ÚNICA","ÚNICA","2","VEND3","201807112","GER1","Dinheiro","5102",46,230,38,0,0,0,0,0,0,4.6,1.15,0,124.2,"0","","","","TABELA3",46,6,23,0,"1500","Telemarketing",45,"1","","","ÚNICA",230,1670,"Venda Terceiros"
"2",2019-07-26 00:00:00.000,"24","ÚNICA","ÚNICA","5","VEND1","201907265","GER2","Dinheiro","5102",42,1008,22,0,0,0,0,0,0,20.16,5.04,0,352.8,"0","","","","TABELA2",42,9,100.8,0,"1400","Telemarketing",60,"2","","","ÚNICA",1008,1693,"Venda Terceiros"
"2",2019-07-26 00:00:00.000,"21","ÚNICA","ÚNICA","9","VEND4","201907269","GER1","Dinheiro","5102",49,1029,19,0,0,0,0,0,0,20.58,5.145,0,380.73,"0","","","","TABELA2",49,17,102.9,0,"1400","Telemarketing",15,"2","","","ÚNICA",1029,1699,"Venda Terceiros"
"3",2019-07-27 00:00:00.000,"22","ÚNICA","ÚNICA","6","VEND4","201907276","GER1","Boleto","5102",58,1276,11,0,0,0,0,0,0,25.52,6.38,0,484.88,"0","","","","TABELA2",58,18,127.6,0,"1300","Pronta Entrega",60,"3","","","ÚNICA",1276,1722,"Venda Terceiros"
"1",2019-07-27 00:00:00.000,"10","ÚNICA","ÚNICA","6","VEND4","201907276","GER1","Boleto","5102",50,500,13,0,0,0,0,0,0,10,2.5,0,185,"0","","","","TABELA1",50,11,50,0,"1300","Pronta Entrega",15,"1","","","ÚNICA",500,1725,"Venda Terceiros"
"2",2019-07-26 00:00:00.000,"9","ÚNICA","ÚNICA","9","VEND4","201907269","GER2","Boleto","5102",55,495,2,0,0,0,0,0,0,9.9,2.475,0,292.05,"0","","","","TABELA3",55,5,49.5,0,"1500","Telemarketing",15,"2","","","ÚNICA",495,1732,"Venda Terceiros"
"3",2019-07-16 00:00:00.000,"24","ÚNICA","ÚNICA","7","VEND4","201907167","GER1","Boleto","5102",51,1224,15,0,0,0,0,0,0,24.48,6.12,0,514.08,"0","","","","TABELA3",51,17,122.4,0,"1400","Telemarketing",15,"3","","","ÚNICA",1224,1738,"Venda Terceiros"
"1",2019-07-16 00:00:00.000,"1","ÚNICA","ÚNICA","8","VEND3","201907168","GER2","Dinheiro","5102",42,42,14,0,0,0,0,0,0,0.84,0.21,0,19.32,"0","","","","TABELA3",42,18,4.2,0,"1300","Pronta Entrega",45,"1","","","ÚNICA",42,1741,"Venda Terceiros"
"1",2019-07-17 00:00:00.000,"20","ÚNICA","ÚNICA","4","VEND5","201907174","GER1","Boleto","5102",56,1120,28,0,0,0,0,0,0,22.4,5.6,0,470.4,"0","","","","TABELA2",56,8,112,0,"1400","Telemarketing",45,"1","","","ÚNICA",1120,1766,"Venda Terceiros"
"2",2019-07-21 00:00:00.000,"4","ÚNICA","ÚNICA","7","VEND5","201907217","GER1","Dinheiro","5102",40,160,16,0,0,0,0,0,0,3.2,0.8,0,83.2,"0","","","","TABELA1",40,3,16,0,"1700","Representante",0,"2","","","ÚNICA",160,1767,"Venda Terceiros"
"1",2019-07-17 00:00:00.000,"26","ÚNICA","ÚNICA","4","VEND5","201907174","GER2","Dinheiro","5102",44,1144,10,0,0,0,0,0,0,22.88,5.72,0,434.72,"0","","","","TABELA2",44,10,114.4,0,"1200","Pronta Entrega",0,"1","","","ÚNICA",1144,1770,"Venda Terceiros"
"3",2019-07-21 00:00:00.000,"28","ÚNICA","ÚNICA","7","VEND5","201907217","GER2","Dinheiro","5102",43,1204,7,0,0,0,0,0,0,24.08,6.02,0,794.64,"0","","","","TABELA1",43,17,120.4,0,"1600","Representante",0,"3","","","ÚNICA",1204,1772,"Venda Terceiros"
"3",2018-08-16 00:00:00.000,"19","ÚNICA","ÚNICA","8","VEND3","201808168","GER1","Boleto","5102",51,969,36,0,0,0,0,0,0,19.38,4.845,0,339.15,"0","","","","TABELA3",51,15,96.9,0,"1400","Telemarketing",45,"3","","","ÚNICA",969,1789,"Venda Terceiros"
"2",2018-08-17 00:00:00.000,"4","ÚNICA","ÚNICA","4","VEND5","201808174","GER2","Dinheiro","5102",42,168,32,0,0,0,0,0,0,3.36,0.84,0,68.88,"0","","","","TABELA2",42,15,16.8,0,"1400","Telemarketing",60,"2","","","ÚNICA",168,1801,"Venda Terceiros"
"2",2018-08-16 00:00:00.000,"12","ÚNICA","ÚNICA","7","VEND4","201808167","GER1","Boleto","5102",59,708,15,0,0,0,0,0,0,14.16,3.54,0,240.72,"0","","","","TABELA1",59,11,70.8,0,"1700","Representante",15,"2","","","ÚNICA",708,1804,"Venda Terceiros"
"3",2018-08-16 00:00:00.000,"11","ÚNICA","ÚNICA","8","VEND3","201808168","GER2","Boleto","5102",58,638,36,0,0,0,0,0,0,12.76,3.19,0,191.4,"0","","","","TABELA1",58,8,63.8,0,"1200","Pronta Entrega",60,"3","","","ÚNICA",638,1805,"Venda Terceiros"
"3",2018-08-16 00:00:00.000,"4","ÚNICA","ÚNICA","8","VEND3","201808168","GER1","Dinheiro","5102",48,192,30,0,0,0,0,0,0,3.84,0.96,0,76.8,"0","","","","TABELA1",48,19,19.2,0,"1700","Representante",30,"3","","","ÚNICA",192,1807,"Venda Terceiros"
"1",2018-08-21 00:00:00.000,"6","ÚNICA","ÚNICA","7","VEND5","201808217","GER1","Dinheiro","5102",45,270,13,0,0,0,0,0,0,5.4,1.35,0,180.9,"0","","","","TABELA2",45,10,27,0,"1300","Pronta Entrega",45,"1","","","ÚNICA",270,1810,"Venda Terceiros"
"3",2018-08-21 00:00:00.000,"12","ÚNICA","ÚNICA","7","VEND5","201808217","GER1","Dinheiro","5102",48,576,21,0,0,0,0,0,0,11.52,2.88,0,385.92,"0","","","","TABELA3",48,0,57.6,0,"1700","Representante",15,"3","","","ÚNICA",576,1815,"Venda Terceiros"
"3",2018-08-30 00:00:00.000,"8","ÚNICA","ÚNICA","10","VEND2","2018083010","GER2","Boleto","5102",58,464,19,0,0,0,0,0,0,9.28,2.32,0,245.92,"0","","","","TABELA2",58,18,46.4,0,"1700","Representante",15,"3","","","ÚNICA",464,1828,"Venda Terceiros"
"2",2018-08-26 00:00:00.000,"25","ÚNICA","ÚNICA","5","VEND1","201808265","GER2","Boleto","5102",57,1425,38,0,0,0,0,0,0,28.5,7.125,0,897.75,"0","","","","TABELA3",57,15,142.5,0,"1300","Pronta Entrega",45,"2","","","ÚNICA",1425,1836,"Venda Terceiros"
"1",2018-08-26 00:00:00.000,"13","ÚNICA","ÚNICA","9","VEND4","201808269","GER2","Dinheiro","5102",44,572,5,0,0,0,0,0,0,11.44,2.86,0,366.08,"0","","","","TABELA2",44,6,57.2,0,"1200","Pronta Entrega",30,"1","","","ÚNICA",572,1837,"Venda Terceiros"
"2",2018-08-27 00:00:00.000,"28","ÚNICA","ÚNICA","6","VEND4","201808276","GER2","Dinheiro","5102",45,1260,32,0,0,0,0,0,0,25.2,6.3,0,428.4,"0","","","","TABELA3",45,3,126,0,"1300","Pronta Entrega",45,"2","","","ÚNICA",1260,1843,"Venda Terceiros"
"1",2018-08-27 00:00:00.000,"12","ÚNICA","ÚNICA","6","VEND4","201808276","GER2","Dinheiro","5102",48,576,26,0,0,0,0,0,0,11.52,2.88,0,201.6,"0","","","","TABELA2",48,18,57.6,0,"1600","Representante",15,"1","","","ÚNICA",576,1846,"Venda Terceiros"
"2",2018-08-09 00:00:00.000,"19","ÚNICA","ÚNICA","6","VEND1","201808096","GER1","Dinheiro","5102",49,931,27,0,0,0,0,0,0,18.62,4.655,0,530.67,"0","","","","TABELA3",49,15,93.1,0,"1600","Representante",30,"2","","","ÚNICA",931,1907,"Venda Terceiros"
"1",2018-08-09 00:00:00.000,"24","ÚNICA","ÚNICA","6","VEND1","201808096","GER2","Boleto","5102",55,1320,8,0,0,0,0,0,0,26.4,6.6,0,884.4,"0","","","","TABELA3",55,5,132,0,"1700","Representante",60,"1","","","ÚNICA",1320,1908,"Venda Terceiros"
"3",2018-08-11 00:00:00.000,"18","ÚNICA","ÚNICA","2","VEND3","201808112","GER1","Boleto","5102",58,1044,15,0,0,0,0,0,0,20.88,5.22,0,417.6,"0","","","","TABELA2",58,14,104.4,0,"1600","Representante",45,"3","","","ÚNICA",1044,1909,"Venda Terceiros"
"3",2018-08-09 00:00:00.000,"15","ÚNICA","ÚNICA","6","VEND1","201808096","GER2","Dinheiro","5102",49,735,5,0,0,0,0,0,0,14.7,3.675,0,345.45,"0","","","","TABELA3",49,0,73.5,0,"1500","Telemarketing",15,"3","","","ÚNICA",735,1910,"Venda Terceiros"
"2",2019-08-26 00:00:00.000,"4","ÚNICA","ÚNICA","5","VEND1","201908265","GER1","Boleto","5102",53,212,22,0,0,0,0,0,0,4.24,1.06,0,125.08,"0","","","","TABELA2",53,0,21.2,0,"1300","Pronta Entrega",30,"2","","","ÚNICA",212,1930,"Venda Terceiros"
"1",2019-08-11 00:00:00.000,"17","ÚNICA","ÚNICA","2","VEND3","201908112","GER1","Boleto","5102",55,935,10,0,0,0,0,0,0,18.7,4.675,0,383.35,"0","","","","TABELA2",55,4,93.5,0,"1700","Representante",45,"1","","","ÚNICA",935,1934,"Venda Terceiros"
"2",2019-08-30 00:00:00.000,"5","ÚNICA","ÚNICA","10","VEND2","2019083010","GER1","Dinheiro","5102",46,230,7,0,0,0,0,0,0,4.6,1.15,0,158.7,"0","","","","TABELA3",46,0,23,0,"1600","Representante",60,"2","","","ÚNICA",230,1958,"Venda Terceiros"
"2",2019-08-27 00:00:00.000,"14","ÚNICA","ÚNICA","6","VEND4","201908276","GER1","Dinheiro","5102",42,588,30,0,0,0,0,0,0,11.76,2.94,0,270.48,"0","","","","TABELA1",42,3,58.8,0,"1200","Pronta Entrega",45,"2","","","ÚNICA",588,1964,"Venda Terceiros"
"2",2019-08-26 00:00:00.000,"10","ÚNICA","ÚNICA","9","VEND4","201908269","GER2","Boleto","5102",56,560,9,0,0,0,0,0,0,11.2,2.8,0,341.6,"0","","","","TABELA1",56,19,56,0,"1500","Telemarketing",60,"2","","","ÚNICA",560,1971,"Venda Terceiros"
"3",2019-08-17 00:00:00.000,"22","ÚNICA","ÚNICA","4","VEND5","201908174","GER2","Dinheiro","5102",47,1034,10,0,0,0,0,0,0,20.68,5.17,0,444.62,"0","","","","TABELA3",47,1,103.4,0,"1200","Pronta Entrega",0,"3","","","ÚNICA",1034,1988,"Venda Terceiros"
"3",2019-08-16 00:00:00.000,"9","ÚNICA","ÚNICA","8","VEND3","201908168","GER1","Boleto","5102",59,531,18,0,0,0,0,0,0,10.62,2.655,0,350.46,"0","","","","TABELA2",59,13,53.1,0,"1500","Telemarketing",30,"3","","","ÚNICA",531,1991,"Venda Terceiros"
"3",2019-08-17 00:00:00.000,"22","ÚNICA","ÚNICA","4","VEND5","201908174","GER1","Boleto","5102",50,1100,18,0,0,0,0,0,0,22,5.5,0,352,"0","","","","TABELA2",50,2,110,0,"1400","Telemarketing",45,"3","","","ÚNICA",1100,2005,"Venda Terceiros"
"2",2019-08-21 00:00:00.000,"23","ÚNICA","ÚNICA","7","VEND5","201908217","GER1","Dinheiro","5102",45,1035,15,0,0,0,0,0,0,20.7,5.175,0,600.3,"0","","","","TABELA1",45,10,103.5,0,"1400","Telemarketing",60,"2","","","ÚNICA",1035,2006,"Venda Terceiros"
"3",2019-08-21 00:00:00.000,"10","ÚNICA","ÚNICA","7","VEND5","201908217","GER1","Dinheiro","5102",49,490,34,0,0,0,0,0,0,9.8,2.45,0,225.4,"0","","","","TABELA2",49,11,49,0,"1400","Telemarketing",15,"3","","","ÚNICA",490,2007,"Venda Terceiros"
"3",2019-08-17 00:00:00.000,"7","ÚNICA","ÚNICA","4","VEND5","201908174","GER2","Dinheiro","5102",48,336,6,0,0,0,0,0,0,6.72,1.68,0,110.88,"0","","","","TABELA3",48,3,33.6,0,"1700","Representante",0,"3","","","ÚNICA",336,2009,"Venda Terceiros"
"2",2019-08-21 00:00:00.000,"10","ÚNICA","ÚNICA","7","VEND5","201908217","GER2","Boleto","5102",55,550,7,0,0,0,0,0,0,11,2.75,0,170.5,"0","","","","TABELA1",55,12,55,0,"1600","Representante",15,"2","","","ÚNICA",550,2011,"Venda Terceiros"
"1",2018-09-26 00:00:00.000,"2","ÚNICA","ÚNICA","9","VEND4","201809269","GER2","Dinheiro","5102",49,98,38,0,0,0,0,0,0,1.96,0.49,0,50.96,"0","","","","TABELA1",49,17,9.8,0,"1600","Representante",45,"1","","","ÚNICA",98,2025,"Venda Terceiros"
"3",2018-09-30 00:00:00.000,"26","ÚNICA","ÚNICA","10","VEND2","2018093010","GER1","Dinheiro","5102",43,1118,29,0,0,0,0,0,0,22.36,5.59,0,637.26,"0","","","","TABELA3",43,18,111.8,0,"1600","Representante",30,"3","","","ÚNICA",1118,2052,"Venda Terceiros"
"2",2018-09-27 00:00:00.000,"23","ÚNICA","ÚNICA","6","VEND4","201809276","GER1","Boleto","5102",53,1219,4,0,0,0,0,0,0,24.38,6.095,0,670.45,"0","","","","TABELA3",53,8,121.9,0,"1500","Telemarketing",45,"2","","","ÚNICA",1219,2055,"Venda Terceiros"
"3",2018-09-27 00:00:00.000,"14","ÚNICA","ÚNICA","6","VEND4","201809276","GER1","Dinheiro","5102",41,574,32,0,0,0,0,0,0,11.48,2.87,0,315.7,"0","","","","TABELA3",41,6,57.4,0,"1400","Telemarketing",15,"3","","","ÚNICA",574,2058,"Venda Terceiros"
"1",2018-09-27 00:00:00.000,"3","ÚNICA","ÚNICA","6","VEND4","201809276","GER2","Boleto","5102",58,174,22,0,0,0,0,0,0,3.48,0.87,0,113.1,"0","","","","TABELA3",58,19,17.4,0,"1600","Representante",15,"1","","","ÚNICA",174,2062,"Venda Terceiros"
"3",2018-09-16 00:00:00.000,"25","ÚNICA","ÚNICA","7","VEND4","201809167","GER1","Boleto","5102",51,1275,16,0,0,0,0,0,0,25.5,6.375,0,879.75,"0","","","","TABELA2",51,15,127.5,0,"1200","Pronta Entrega",0,"3","","","ÚNICA",1275,2071,"Venda Terceiros"
"2",2018-09-16 00:00:00.000,"14","ÚNICA","ÚNICA","8","VEND3","201809168","GER1","Boleto","5102",58,812,19,0,0,0,0,0,0,16.24,4.06,0,373.52,"0","","","","TABELA3",58,8,81.2,0,"1700","Representante",30,"2","","","ÚNICA",812,2073,"Venda Terceiros"
"1",2018-09-16 00:00:00.000,"14","ÚNICA","ÚNICA","8","VEND3","201809168","GER2","Boleto","5102",52,728,32,0,0,0,0,0,0,14.56,3.64,0,320.32,"0","","","","TABELA1",52,9,72.8,0,"1200","Pronta Entrega",30,"1","","","ÚNICA",728,2074,"Venda Terceiros"
"3",2018-09-16 00:00:00.000,"22","ÚNICA","ÚNICA","8","VEND3","201809168","GER1","Boleto","5102",53,1166,28,0,0,0,0,0,0,23.32,5.83,0,513.04,"0","","","","TABELA2",53,5,116.6,0,"1400","Telemarketing",0,"3","","","ÚNICA",1166,2085,"Venda Terceiros"
"1",2018-09-21 00:00:00.000,"12","ÚNICA","ÚNICA","7","VEND5","201809217","GER2","Boleto","5102",56,672,21,0,0,0,0,0,0,13.44,3.36,0,201.6,"0","","","","TABELA2",56,17,67.2,0,"1400","Telemarketing",15,"1","","","ÚNICA",672,2102,"Venda Terceiros"
"1",2018-09-17 00:00:00.000,"22","ÚNICA","ÚNICA","4","VEND5","201809174","GER2","Boleto","5102",56,1232,40,0,0,0,0,0,0,24.64,6.16,0,813.12,"0","","","","TABELA2",56,19,123.2,0,"1500","Telemarketing",30,"1","","","ÚNICA",1232,2103,"Venda Terceiros"
"3",2018-09-21 00:00:00.000,"24","ÚNICA","ÚNICA","7","VEND5","201809217","GER2","Boleto","5102",54,1296,38,0,0,0,0,0,0,25.92,6.48,0,414.72,"0","","","","TABELA2",54,2,129.6,0,"1600","Representante",30,"3","","","ÚNICA",1296,2104,"Venda Terceiros"
"3",2019-09-26 00:00:00.000,"8","ÚNICA","ÚNICA","5","VEND1","201909265","GER2","Boleto","5102",58,464,9,0,0,0,0,0,0,9.28,2.32,0,241.28,"0","","","","TABELA3",58,11,46.4,0,"1300","Pronta Entrega",0,"3","","","ÚNICA",464,2118,"Venda Terceiros"
"3",2019-09-26 00:00:00.000,"11","ÚNICA","ÚNICA","5","VEND1","201909265","GER1","Dinheiro","5102",49,539,40,0,0,0,0,0,0,10.78,2.695,0,188.65,"0","","","","TABELA1",49,17,53.9,0,"1300","Pronta Entrega",30,"3","","","ÚNICA",539,2119,"Venda Terceiros"
"2",2019-09-26 00:00:00.000,"25","ÚNICA","ÚNICA","9","VEND4","201909269","GER2","Dinheiro","5102",40,1000,4,0,0,0,0,0,0,20,5,0,300,"0","","","","TABELA1",40,10,100,0,"1500","Telemarketing",45,"2","","","ÚNICA",1000,2126,"Venda Terceiros"
"2",2019-09-30 00:00:00.000,"22","ÚNICA","ÚNICA","10","VEND2","2019093010","GER1","Boleto","5102",50,1100,34,0,0,0,0,0,0,22,5.5,0,429,"0","","","","TABELA3",50,15,110,0,"1600","Representante",15,"2","","","ÚNICA",1100,2144,"Venda Terceiros"
"3",2019-09-30 00:00:00.000,"23","ÚNICA","ÚNICA","10","VEND2","2019093010","GER1","Dinheiro","5102",45,1035,28,0,0,0,0,0,0,20.7,5.175,0,579.6,"0","","","","TABELA1",45,1,103.5,0,"1700","Representante",30,"3","","","ÚNICA",1035,2145,"Venda Terceiros"
"1",2019-09-30 00:00:00.000,"14","ÚNICA","ÚNICA","10","VEND2","2019093010","GER1","Dinheiro","5102",48,672,6,0,0,0,0,0,0,13.44,3.36,0,228.48,"0","","","","TABELA1",48,7,67.2,0,"1200","Pronta Entrega",0,"1","","","ÚNICA",672,2147,"Venda Terceiros"
"2",2019-09-27 00:00:00.000,"4","ÚNICA","ÚNICA","6","VEND4","201909276","GER1","Boleto","5102",56,224,25,0,0,0,0,0,0,4.48,1.12,0,143.36,"0","","","","TABELA2",56,8,22.4,0,"1600","Representante",0,"2","","","ÚNICA",224,2152,"Venda Terceiros"
"2",2019-09-27 00:00:00.000,"10","ÚNICA","ÚNICA","6","VEND4","201909276","GER2","Dinheiro","5102",49,490,33,0,0,0,0,0,0,9.8,2.45,0,245,"0","","","","TABELA3",49,0,49,0,"1200","Pronta Entrega",45,"2","","","ÚNICA",490,2153,"Venda Terceiros"
"3",2019-09-16 00:00:00.000,"8","ÚNICA","ÚNICA","8","VEND3","201909168","GER2","Boleto","5102",50,400,4,0,0,0,0,0,0,8,2,0,176,"0","","","","TABELA3",50,12,40,0,"1600","Representante",0,"3","","","ÚNICA",400,2165,"Venda Terceiros"
"2",2019-09-17 00:00:00.000,"16","ÚNICA","ÚNICA","4","VEND5","201909174","GER2","Boleto","5102",51,816,9,0,0,0,0,0,0,16.32,4.08,0,301.92,"0","","","","TABELA3",51,14,81.6,0,"1600","Representante",45,"2","","","ÚNICA",816,2166,"Venda Terceiros"
"1",2019-09-17 00:00:00.000,"12","ÚNICA","ÚNICA","4","VEND5","201909174","GER2","Boleto","5102",59,708,9,0,0,0,0,0,0,14.16,3.54,0,339.84,"0","","","","TABELA2",59,3,70.8,0,"1700","Representante",45,"1","","","ÚNICA",708,2177,"Venda Terceiros"
"3",2019-09-21 00:00:00.000,"22","ÚNICA","ÚNICA","7","VEND5","201909217","GER2","Dinheiro","5102",49,1078,3,0,0,0,0,0,0,21.56,5.39,0,668.36,"0","","","","TABELA1",49,20,107.8,0,"1600","Representante",45,"3","","","ÚNICA",1078,2184,"Venda Terceiros"
"1",2019-09-21 00:00:00.000,"13","ÚNICA","ÚNICA","7","VEND5","201909217","GER1","Boleto","5102",55,715,15,0,0,0,0,0,0,14.3,3.575,0,314.6,"0","","","","TABELA2",55,7,71.5,0,"1700","Representante",60,"1","","","ÚNICA",715,2195,"Venda Terceiros"
"1",2019-09-17 00:00:00.000,"18","ÚNICA","ÚNICA","4","VEND5","201909174","GER1","Boleto","5102",57,1026,4,0,0,0,0,0,0,20.52,5.13,0,328.32,"0","","","","TABELA3",57,20,102.6,0,"1400","Telemarketing",15,"1","","","ÚNICA",1026,2197,"Venda Terceiros"
"1",2019-09-21 00:00:00.000,"22","ÚNICA","ÚNICA","7","VEND5","201909217","GER2","Boleto","5102",54,1188,36,0,0,0,0,0,0,23.76,5.94,0,629.64,"0","","","","TABELA1",54,6,118.8,0,"1400","Telemarketing",30,"1","","","ÚNICA",1188,2199,"Venda Terceiros"
"1",2018-10-11 00:00:00.000,"10","ÚNICA","ÚNICA","2","VEND3","201810112","GER1","Dinheiro","5102",43,430,25,0,0,0,0,0,0,8.6,2.15,0,236.5,"0","","","","TABELA3",43,9,43,0,"1300","Pronta Entrega",60,"1","","","ÚNICA",430,2217,"Venda Terceiros"
"2",2018-10-30 00:00:00.000,"2","ÚNICA","ÚNICA","10","VEND2","2018103010","GER1","Dinheiro","5102",48,96,31,0,0,0,0,0,0,1.92,0.48,0,31.68,"0","","","","TABELA1",48,4,9.6,0,"1500","Telemarketing",0,"2","","","ÚNICA",96,2241,"Venda Terceiros"
"3",2018-10-30 00:00:00.000,"18","ÚNICA","ÚNICA","10","VEND2","2018103010","GER1","Dinheiro","5102",48,864,28,0,0,0,0,0,0,17.28,4.32,0,604.8,"0","","","","TABELA1",48,2,86.4,0,"1400","Telemarketing",60,"3","","","ÚNICA",864,2242,"Venda Terceiros"
"2",2018-10-27 00:00:00.000,"25","ÚNICA","ÚNICA","6","VEND4","201810276","GER1","Dinheiro","5102",42,1050,16,0,0,0,0,0,0,21,5.25,0,462,"0","","","","TABELA2",42,5,105,0,"1300","Pronta Entrega",15,"2","","","ÚNICA",1050,2244,"Venda Terceiros"
"3",2018-10-27 00:00:00.000,"23","ÚNICA","ÚNICA","6","VEND4","201810276","GER2","Boleto","5102",56,1288,20,0,0,0,0,0,0,25.76,6.44,0,888.72,"0","","","","TABELA1",56,10,128.8,0,"1500","Telemarketing",60,"3","","","ÚNICA",1288,2245,"Venda Terceiros"
"1",2018-10-27 00:00:00.000,"17","ÚNICA","ÚNICA","6","VEND4","201810276","GER1","Dinheiro","5102",45,765,1,0,0,0,0,0,0,15.3,3.825,0,459,"0","","","","TABELA3",45,3,76.5,0,"1200","Pronta Entrega",45,"1","","","ÚNICA",765,2247,"Venda Terceiros"
"2",2018-10-27 00:00:00.000,"9","ÚNICA","ÚNICA","6","VEND4","201810276","GER2","Boleto","5102",58,522,15,0,0,0,0,0,0,10.44,2.61,0,167.04,"0","","","","TABELA1",58,14,52.2,0,"1200","Pronta Entrega",0,"2","","","ÚNICA",522,2251,"Venda Terceiros"
"2",2018-10-26 00:00:00.000,"27","ÚNICA","ÚNICA","9","VEND4","201810269","GER2","Dinheiro","5102",40,1080,25,0,0,0,0,0,0,21.6,5.4,0,723.6,"0","","","","TABELA2",40,18,108,0,"1400","Telemarketing",60,"2","","","ÚNICA",1080,2254,"Venda Terceiros"
"3",2018-10-16 00:00:00.000,"22","ÚNICA","ÚNICA","8","VEND3","201810168","GER1","Dinheiro","5102",48,1056,36,0,0,0,0,0,0,21.12,5.28,0,654.72,"0","","","","TABELA1",48,10,105.6,0,"1400","Telemarketing",60,"3","","","ÚNICA",1056,2259,"Venda Terceiros"
"2",2018-10-16 00:00:00.000,"20","ÚNICA","ÚNICA","8","VEND3","201810168","GER1","Boleto","5102",52,1040,39,0,0,0,0,0,0,20.8,5.2,0,717.6,"0","","","","TABELA3",52,18,104,0,"1500","Telemarketing",45,"2","","","ÚNICA",1040,2262,"Venda Terceiros"
"2",2018-10-16 00:00:00.000,"17","ÚNICA","ÚNICA","8","VEND3","201810168","GER1","Dinheiro","5102",40,680,38,0,0,0,0,0,0,13.6,3.4,0,448.8,"0","","","","TABELA2",40,8,68,0,"1600","Representante",60,"2","","","ÚNICA",680,2274,"Venda Terceiros"
"2",2018-10-17 00:00:00.000,"2","ÚNICA","ÚNICA","4","VEND5","201810174","GER1","Dinheiro","5102",45,90,20,0,0,0,0,0,0,1.8,0.45,0,31.5,"0","","","","TABELA1",45,5,9,0,"1400","Telemarketing",30,"2","","","ÚNICA",90,2288,"Venda Terceiros"
"3",2018-10-21 00:00:00.000,"3","ÚNICA","ÚNICA","7","VEND5","201810217","GER1","Dinheiro","5102",41,123,10,0,0,0,0,0,0,2.46,0.615,0,86.1,"0","","","","TABELA3",41,3,12.3,0,"1300","Pronta Entrega",45,"3","","","ÚNICA",123,2290,"Venda Terceiros"
"1",2018-10-21 00:00:00.000,"22","ÚNICA","ÚNICA","7","VEND5","201810217","GER2","Dinheiro","5102",49,1078,24,0,0,0,0,0,0,21.56,5.39,0,679.14,"0","","","","TABELA1",49,3,107.8,0,"1500","Telemarketing",0,"1","","","ÚNICA",1078,2291,"Venda Terceiros"
"3",2018-10-17 00:00:00.000,"24","ÚNICA","ÚNICA","4","VEND5","201810174","GER2","Dinheiro","5102",44,1056,22,0,0,0,0,0,0,21.12,5.28,0,644.16,"0","","","","TABELA3",44,10,105.6,0,"1600","Representante",45,"3","","","ÚNICA",1056,2292,"Venda Terceiros"
"3",2018-10-21 00:00:00.000,"13","ÚNICA","ÚNICA","7","VEND5","201810217","GER2","Boleto","5102",56,728,34,0,0,0,0,0,0,14.56,3.64,0,422.24,"0","","","","TABELA1",56,7,72.8,0,"1700","Representante",30,"3","","","ÚNICA",728,2293,"Venda Terceiros"
"3",2018-10-21 00:00:00.000,"21","ÚNICA","ÚNICA","7","VEND5","201810217","GER2","Dinheiro","5102",44,924,4,0,0,0,0,0,0,18.48,4.62,0,628.32,"0","","","","TABELA1",44,8,92.4,0,"1700","Representante",30,"3","","","ÚNICA",924,2294,"Venda Terceiros"
"3",2019-10-27 00:00:00.000,"9","ÚNICA","ÚNICA","6","VEND4","201910276","GER2","Dinheiro","5102",48,432,26,0,0,0,0,0,0,8.64,2.16,0,168.48,"0","","","","TABELA3",48,15,43.2,0,"1700","Representante",45,"3","","","ÚNICA",432,2327,"Venda Terceiros"
"2",2019-10-11 00:00:00.000,"3","ÚNICA","ÚNICA","2","VEND3","201910112","GER1","Dinheiro","5102",48,144,35,0,0,0,0,0,0,2.88,0.72,0,72,"0","","","","TABELA1",48,12,14.4,0,"1600","Representante",0,"2","","","ÚNICA",144,2334,"Venda Terceiros"
"3",2019-10-26 00:00:00.000,"4","ÚNICA","ÚNICA","5","VEND1","201910265","GER1","Boleto","5102",50,200,9,0,0,0,0,0,0,4,1,0,94,"0","","","","TABELA1",50,0,20,0,"1300","Pronta Entrega",30,"3","","","ÚNICA",200,2336,"Venda Terceiros"
