COD_CONTA,COD_FILIAL,CENTRO_CUSTO,DT_E_S,VL_ORCA,CHAVE_ORCAMENTO,GRUPO_ATI,CLASSIFICACAO
"Tres","3","1",2019-01-01 00:00:00.000,-759,769,"ATI19",""
"Tres","3","1",2019-02-01 00:00:00.000,-826,770,"ATI19",""
"Tres","3","1",2019-03-01 00:00:00.000,-405,771,"ATI19",""
"Tres","3","1",2019-04-01 00:00:00.000,-374,772,"ATI19",""
"Tres","3","1",2019-05-01 00:00:00.000,-341,773,"ATI19",""
"Tres","3","1",2019-06-01 00:00:00.000,-656,774,"ATI19",""
"Tres","3","1",2019-07-01 00:00:00.000,-526,775,"ATI19",""
"Tres","3","1",2019-08-01 00:00:00.000,-863,776,"ATI19",""
"Tres","3","1",2019-09-01 00:00:00.000,-600,777,"ATI19",""
"Tres","3","1",2019-10-01 00:00:00.000,-812,778,"ATI19",""
"Tres","3","1",2019-11-01 00:00:00.000,-671,779,"ATI19",""
"Tres","3","1",2019-12-01 00:00:00.000,-403,780,"ATI19",""
"Tres","3","1",2020-01-01 00:00:00.000,-409,781,"ATI19",""
"Tres","3","1",2020-02-01 00:00:00.000,-344,782,"ATI19",""
"Tres","3","1",2020-03-01 00:00:00.000,-230,783,"ATI19",""
"Tres","3","1",2020-04-01 00:00:00.000,-493,784,"ATI19",""
"Tres","3","1",2020-05-01 00:00:00.000,-380,785,"ATI19",""
"Tres","3","1",2020-06-01 00:00:00.000,-297,786,"ATI19",""
"Tres","3","1",2020-07-01 00:00:00.000,-235,787,"ATI19",""
"Tres","3","1",2020-08-01 00:00:00.000,-319,788,"ATI19",""
"Tres","3","1",2020-09-01 00:00:00.000,-277,789,"ATI19",""
"Tres","3","1",2020-10-01 00:00:00.000,-360,790,"ATI19",""
"Tres","3","1",2020-11-01 00:00:00.000,-457,791,"ATI19",""
"Tres","3","1",2020-12-01 00:00:00.000,-269,792,"ATI19",""
"Tres","2","1",2018-01-01 00:00:00.000,-640,793,"ATI19",""
"Tres","2","1",2018-02-01 00:00:00.000,-463,794,"ATI19",""
"Tres","2","1",2018-03-01 00:00:00.000,-755,795,"ATI19",""
"Tres","2","1",2018-04-01 00:00:00.000,-325,796,"ATI19",""
"Tres","2","1",2018-05-01 00:00:00.000,-448,797,"ATI19",""
"Tres","2","1",2018-06-01 00:00:00.000,-957,798,"ATI19",""
"Tres","2","1",2018-07-01 00:00:00.000,-822,799,"ATI19",""
"Tres","2","1",2018-08-01 00:00:00.000,-571,800,"ATI19",""
"Tres","2","1",2018-09-01 00:00:00.000,-676,801,"ATI19",""
"Tres","2","1",2018-10-01 00:00:00.000,-987,802,"ATI19",""
"Tres","2","1",2018-11-01 00:00:00.000,-566,803,"ATI19",""
"Tres","2","1",2018-12-01 00:00:00.000,-715,804,"ATI19",""
"Tres","2","1",2019-01-01 00:00:00.000,-715,805,"ATI19",""
"Tres","2","1",2019-02-01 00:00:00.000,-851,806,"ATI19",""
"Tres","2","1",2019-03-01 00:00:00.000,-812,807,"ATI19",""
"Tres","2","1",2019-04-01 00:00:00.000,-924,808,"ATI19",""
"Tres","2","1",2019-05-01 00:00:00.000,-793,809,"ATI19",""
"Tres","2","1",2019-06-01 00:00:00.000,-448,810,"ATI19",""
"Tres","2","1",2019-07-01 00:00:00.000,-311,811,"ATI19",""
"Tres","2","1",2019-08-01 00:00:00.000,-509,812,"ATI19",""
"Tres","2","1",2019-09-01 00:00:00.000,-971,813,"ATI19",""
"Tres","2","1",2019-10-01 00:00:00.000,-979,814,"ATI19",""
"Tres","2","1",2019-11-01 00:00:00.000,-550,815,"ATI19",""
"Tres","2","1",2019-12-01 00:00:00.000,-564,816,"ATI19",""
"Tres","2","1",2020-01-01 00:00:00.000,-500,817,"ATI19",""
"Tres","2","1",2020-02-01 00:00:00.000,-470,818,"ATI19",""
"Tres","2","1",2020-03-01 00:00:00.000,-401,819,"ATI19",""
"Tres","2","1",2020-04-01 00:00:00.000,-445,820,"ATI19",""
"Tres","2","1",2020-05-01 00:00:00.000,-293,821,"ATI19",""
"Tres","2","1",2020-06-01 00:00:00.000,-205,822,"ATI19",""
"Tres","2","1",2020-07-01 00:00:00.000,-395,823,"ATI19",""
"Tres","2","1",2020-08-01 00:00:00.000,-466,824,"ATI19",""
"Tres","2","1",2020-09-01 00:00:00.000,-410,825,"ATI19",""
"Tres","2","1",2020-10-01 00:00:00.000,-361,826,"ATI19",""
"Tres","2","1",2020-11-01 00:00:00.000,-325,827,"ATI19",""
"Tres","2","1",2020-12-01 00:00:00.000,-489,828,"ATI19",""
"Tres","1","1",2018-01-01 00:00:00.000,-652,829,"ATI19",""
"Tres","1","1",2018-02-01 00:00:00.000,-326,830,"ATI19",""
"Tres","1","1",2018-03-01 00:00:00.000,-377,831,"ATI19",""
"Tres","1","1",2018-04-01 00:00:00.000,-488,832,"ATI19",""
"Tres","1","1",2018-05-01 00:00:00.000,-986,833,"ATI19",""
"Tres","1","1",2018-06-01 00:00:00.000,-664,834,"ATI19",""
"Tres","1","1",2018-07-01 00:00:00.000,-535,835,"ATI19",""
"Tres","1","1",2018-08-01 00:00:00.000,-392,836,"ATI19",""
"Tres","1","1",2018-09-01 00:00:00.000,-373,837,"ATI19",""
"Tres","1","1",2018-10-01 00:00:00.000,-910,838,"ATI19",""
"Tres","1","1",2018-11-01 00:00:00.000,-974,839,"ATI19",""
"Tres","1","1",2018-12-01 00:00:00.000,-583,840,"ATI19",""
"Tres","1","1",2019-01-01 00:00:00.000,-634,841,"ATI19",""
"Tres","1","1",2019-02-01 00:00:00.000,-467,842,"ATI19",""
"Tres","1","1",2019-03-01 00:00:00.000,-822,843,"ATI19",""
"Tres","1","1",2019-04-01 00:00:00.000,-501,844,"ATI19",""
"Tres","1","1",2019-05-01 00:00:00.000,-565,845,"ATI19",""
"Tres","1","1",2019-06-01 00:00:00.000,-651,846,"ATI19",""
"Tres","1","1",2019-07-01 00:00:00.000,-536,847,"ATI19",""
"Tres","1","1",2019-08-01 00:00:00.000,-336,848,"ATI19",""
"Tres","1","1",2019-09-01 00:00:00.000,-836,849,"ATI19",""
"Tres","1","1",2019-10-01 00:00:00.000,-866,850,"ATI19",""
"Tres","1","1",2019-11-01 00:00:00.000,-546,851,"ATI19",""
"Tres","1","1",2019-12-01 00:00:00.000,-794,852,"ATI19",""
"Tres","1","1",2020-01-01 00:00:00.000,-445,853,"ATI19",""
"Tres","1","1",2020-02-01 00:00:00.000,-476,854,"ATI19",""
"Tres","1","1",2020-03-01 00:00:00.000,-242,855,"ATI19",""
"Tres","1","1",2020-04-01 00:00:00.000,-421,856,"ATI19",""
"Tres","1","1",2020-05-01 00:00:00.000,-289,857,"ATI19",""
"Tres","1","1",2020-06-01 00:00:00.000,-240,858,"ATI19",""
"Tres","1","1",2020-07-01 00:00:00.000,-235,859,"ATI19",""
"Tres","1","1",2020-08-01 00:00:00.000,-398,860,"ATI19",""
"Tres","1","1",2020-09-01 00:00:00.000,-227,861,"ATI19",""
"Tres","1","1",2020-10-01 00:00:00.000,-232,862,"ATI19",""
"Tres","1","1",2020-11-01 00:00:00.000,-315,863,"ATI19",""
"Tres","1","1",2020-12-01 00:00:00.000,-284,864,"ATI19",""
"Juros","3","1",2018-01-01 00:00:00.000,-798,433,"ATI45",""
"Juros","3","1",2018-02-01 00:00:00.000,-391,434,"ATI45",""
"Juros","3","1",2018-03-01 00:00:00.000,-572,435,"ATI45",""
"Juros","3","1",2018-04-01 00:00:00.000,-783,436,"ATI45",""
"Juros","3","1",2018-05-01 00:00:00.000,-584,437,"ATI45",""
"Juros","3","1",2018-06-01 00:00:00.000,-844,438,"ATI45",""
"Juros","3","1",2018-07-01 00:00:00.000,-825,439,"ATI45",""
"Juros","3","1",2018-08-01 00:00:00.000,-770,440,"ATI45",""
"Juros","3","1",2018-09-01 00:00:00.000,-445,441,"ATI45",""
"Juros","3","1",2018-10-01 00:00:00.000,-459,442,"ATI45",""
"Juros","3","1",2018-11-01 00:00:00.000,-892,443,"ATI45",""
"Juros","3","1",2018-12-01 00:00:00.000,-655,444,"ATI45",""
"Juros","3","1",2019-01-01 00:00:00.000,-882,445,"ATI45",""
"Juros","3","1",2019-02-01 00:00:00.000,-426,446,"ATI45",""
"Juros","3","1",2019-03-01 00:00:00.000,-423,447,"ATI45",""
"Juros","3","1",2019-04-01 00:00:00.000,-797,448,"ATI45",""
"Juros","3","1",2019-05-01 00:00:00.000,-794,449,"ATI45",""
"Juros","3","1",2019-06-01 00:00:00.000,-795,450,"ATI45",""
"Juros","3","1",2019-07-01 00:00:00.000,-317,451,"ATI45",""
"Juros","3","1",2019-08-01 00:00:00.000,-935,452,"ATI45",""
"Juros","3","1",2019-09-01 00:00:00.000,-867,453,"ATI45",""
"Juros","3","1",2019-10-01 00:00:00.000,-625,454,"ATI45",""
"Juros","3","1",2019-11-01 00:00:00.000,-842,455,"ATI45",""
"Juros","3","1",2019-12-01 00:00:00.000,-998,456,"ATI45",""
"Juros","3","1",2020-01-01 00:00:00.000,-401,457,"ATI45",""
"Juros","3","1",2020-02-01 00:00:00.000,-218,458,"ATI45",""
"Juros","3","1",2020-03-01 00:00:00.000,-354,459,"ATI45",""
"Juros","3","1",2020-04-01 00:00:00.000,-350,460,"ATI45",""
"Juros","3","1",2020-05-01 00:00:00.000,-256,461,"ATI45",""
"Juros","3","1",2020-06-01 00:00:00.000,-287,462,"ATI45",""
"Juros","3","1",2020-07-01 00:00:00.000,-481,463,"ATI45",""
"Juros","3","1",2020-08-01 00:00:00.000,-290,464,"ATI45",""
"Juros","3","1",2020-09-01 00:00:00.000,-296,465,"ATI45",""
"Juros","3","1",2020-10-01 00:00:00.000,-472,466,"ATI45",""
"Juros","3","1",2020-11-01 00:00:00.000,-425,467,"ATI45",""
"Juros","3","1",2020-12-01 00:00:00.000,-447,468,"ATI45",""
"Juros","2","1",2018-01-01 00:00:00.000,-597,469,"ATI45",""
"Juros","2","1",2018-02-01 00:00:00.000,-449,470,"ATI45",""
"Juros","2","1",2018-03-01 00:00:00.000,-301,471,"ATI45",""
"Juros","2","1",2018-04-01 00:00:00.000,-605,472,"ATI45",""
"Juros","2","1",2018-05-01 00:00:00.000,-383,473,"ATI45",""
"Juros","2","1",2018-06-01 00:00:00.000,-700,474,"ATI45",""
"Juros","2","1",2018-07-01 00:00:00.000,-773,475,"ATI45",""
"Juros","2","1",2018-08-01 00:00:00.000,-477,476,"ATI45",""
"Juros","2","1",2018-09-01 00:00:00.000,-652,477,"ATI45",""
"Juros","2","1",2018-10-01 00:00:00.000,-978,478,"ATI45",""
"Juros","2","1",2018-11-01 00:00:00.000,-723,479,"ATI45",""
"Juros","2","1",2018-12-01 00:00:00.000,-811,480,"ATI45",""
"Juros","2","1",2019-01-01 00:00:00.000,-661,481,"ATI45",""
"Juros","2","1",2019-02-01 00:00:00.000,-876,482,"ATI45",""
"Juros","2","1",2019-03-01 00:00:00.000,-951,483,"ATI45",""
"Juros","2","1",2019-04-01 00:00:00.000,-343,484,"ATI45",""
"Juros","2","1",2019-05-01 00:00:00.000,-839,485,"ATI45",""
"Juros","2","1",2019-06-01 00:00:00.000,-776,486,"ATI45",""
"Juros","2","1",2019-07-01 00:00:00.000,-553,487,"ATI45",""
"Juros","2","1",2019-08-01 00:00:00.000,-396,488,"ATI45",""
"Juros","2","1",2019-09-01 00:00:00.000,-795,489,"ATI45",""
"Juros","2","1",2019-10-01 00:00:00.000,-932,490,"ATI45",""
"Juros","2","1",2019-11-01 00:00:00.000,-430,491,"ATI45",""
"Juros","2","1",2019-12-01 00:00:00.000,-399,492,"ATI45",""
"Juros","2","1",2020-01-01 00:00:00.000,-202,493,"ATI45",""
"Juros","2","1",2020-02-01 00:00:00.000,-271,494,"ATI45",""
"Juros","2","1",2020-03-01 00:00:00.000,-247,495,"ATI45",""
"Juros","2","1",2020-04-01 00:00:00.000,-399,496,"ATI45",""
"Juros","2","1",2020-05-01 00:00:00.000,-412,497,"ATI45",""
"Juros","2","1",2020-06-01 00:00:00.000,-324,498,"ATI45",""
"Juros","2","1",2020-07-01 00:00:00.000,-372,499,"ATI45",""
"Juros","2","1",2020-08-01 00:00:00.000,-374,500,"ATI45",""
"Juros","2","1",2020-09-01 00:00:00.000,-260,501,"ATI45",""
"Juros","2","1",2020-10-01 00:00:00.000,-288,502,"ATI45",""
"Juros","2","1",2020-11-01 00:00:00.000,-357,503,"ATI45",""
"Juros","2","1",2020-12-01 00:00:00.000,-310,504,"ATI45",""
"Juros","1","1",2018-01-01 00:00:00.000,-594,505,"ATI45",""
"Juros","1","1",2018-02-01 00:00:00.000,-344,506,"ATI45",""
"Juros","1","1",2018-03-01 00:00:00.000,-425,507,"ATI45",""
"Juros","1","1",2018-04-01 00:00:00.000,-724,508,"ATI45",""
"Juros","1","1",2018-05-01 00:00:00.000,-726,509,"ATI45",""
"Juros","1","1",2018-06-01 00:00:00.000,-776,510,"ATI45",""
"Juros","1","1",2018-07-01 00:00:00.000,-856,511,"ATI45",""
"Juros","1","1",2018-08-01 00:00:00.000,-902,512,"ATI45",""
"Juros","1","1",2018-09-01 00:00:00.000,-565,513,"ATI45",""
"Juros","1","1",2018-10-01 00:00:00.000,-386,514,"ATI45",""
"Juros","1","1",2018-11-01 00:00:00.000,-863,515,"ATI45",""
"Juros","1","1",2018-12-01 00:00:00.000,-942,516,"ATI45",""
"Juros","1","1",2019-01-01 00:00:00.000,-419,517,"ATI45",""
"Juros","1","1",2019-02-01 00:00:00.000,-572,518,"ATI45",""
"Juros","1","1",2019-03-01 00:00:00.000,-884,519,"ATI45",""
"Juros","1","1",2019-04-01 00:00:00.000,-350,520,"ATI45",""
"Juros","1","1",2019-05-01 00:00:00.000,-474,521,"ATI45",""
"Juros","1","1",2019-06-01 00:00:00.000,-603,522,"ATI45",""
"Juros","1","1",2019-07-01 00:00:00.000,-738,523,"ATI45",""
"Juros","1","1",2019-08-01 00:00:00.000,-503,524,"ATI45",""
"Juros","1","1",2019-09-01 00:00:00.000,-737,525,"ATI45",""
"Juros","1","1",2019-10-01 00:00:00.000,-693,526,"ATI45",""
"Juros","1","1",2019-11-01 00:00:00.000,-642,527,"ATI45",""
"Juros","1","1",2019-12-01 00:00:00.000,-681,528,"ATI45",""
"Juros","1","1",2020-01-01 00:00:00.000,-204,529,"ATI45",""
"Juros","1","1",2020-02-01 00:00:00.000,-390,530,"ATI45",""
"Juros","1","1",2020-03-01 00:00:00.000,-289,531,"ATI45",""
"Juros","1","1",2020-04-01 00:00:00.000,-363,532,"ATI45",""
"Juros","1","1",2020-05-01 00:00:00.000,-437,533,"ATI45",""
"Juros","1","1",2020-06-01 00:00:00.000,-410,534,"ATI45",""
"Juros","1","1",2020-07-01 00:00:00.000,-204,535,"ATI45",""
"Juros","1","1",2020-08-01 00:00:00.000,-245,536,"ATI45",""
"Juros","1","1",2020-09-01 00:00:00.000,-369,537,"ATI45",""
"Juros","1","1",2020-10-01 00:00:00.000,-296,538,"ATI45",""
"Juros","1","1",2020-11-01 00:00:00.000,-462,539,"ATI45",""
"Juros","1","1",2020-12-01 00:00:00.000,-260,540,"ATI45",""
"Frete","3","1",2018-01-01 00:00:00.000,-923,325,"ATI44",""
"Frete","3","1",2018-02-01 00:00:00.000,-350,326,"ATI44",""
"Frete","3","1",2018-03-01 00:00:00.000,-988,327,"ATI44",""
"Frete","3","1",2018-04-01 00:00:00.000,-984,328,"ATI44",""
"Frete","3","1",2018-05-01 00:00:00.000,-538,329,"ATI44",""
"Frete","3","1",2018-06-01 00:00:00.000,-630,330,"ATI44",""
"Frete","3","1",2018-07-01 00:00:00.000,-818,331,"ATI44",""
"Frete","3","1",2018-08-01 00:00:00.000,-565,332,"ATI44",""
"Frete","3","1",2018-09-01 00:00:00.000,-920,333,"ATI44",""
"Frete","3","1",2018-10-01 00:00:00.000,-551,334,"ATI44",""
"Frete","3","1",2018-11-01 00:00:00.000,-319,335,"ATI44",""
"Frete","3","1",2018-12-01 00:00:00.000,-918,336,"ATI44",""
"Frete","3","1",2019-01-01 00:00:00.000,-386,337,"ATI44",""
"Frete","3","1",2019-02-01 00:00:00.000,-983,338,"ATI44",""
"Frete","3","1",2019-03-01 00:00:00.000,-479,339,"ATI44",""
"Frete","3","1",2019-04-01 00:00:00.000,-335,340,"ATI44",""
"Frete","3","1",2019-05-01 00:00:00.000,-380,341,"ATI44",""
"Frete","3","1",2019-06-01 00:00:00.000,-855,342,"ATI44",""
"Frete","3","1",2019-07-01 00:00:00.000,-318,343,"ATI44",""
"Frete","3","1",2019-08-01 00:00:00.000,-731,344,"ATI44",""
"Frete","3","1",2019-09-01 00:00:00.000,-969,345,"ATI44",""
"Frete","3","1",2019-10-01 00:00:00.000,-618,346,"ATI44",""
"Frete","3","1",2019-11-01 00:00:00.000,-735,347,"ATI44",""
"Frete","3","1",2019-12-01 00:00:00.000,-780,348,"ATI44",""
"Frete","3","1",2020-01-01 00:00:00.000,-365,349,"ATI44",""
"Frete","3","1",2020-02-01 00:00:00.000,-279,350,"ATI44",""
"Frete","3","1",2020-03-01 00:00:00.000,-288,351,"ATI44",""
"Frete","3","1",2020-04-01 00:00:00.000,-361,352,"ATI44",""
"Frete","3","1",2020-05-01 00:00:00.000,-389,353,"ATI44",""
"Frete","3","1",2020-06-01 00:00:00.000,-320,354,"ATI44",""
"Frete","3","1",2020-07-01 00:00:00.000,-317,355,"ATI44",""
"Frete","3","1",2020-08-01 00:00:00.000,-442,356,"ATI44",""
"Frete","3","1",2020-09-01 00:00:00.000,-245,357,"ATI44",""
"Frete","3","1",2020-10-01 00:00:00.000,-414,358,"ATI44",""
"Frete","3","1",2020-11-01 00:00:00.000,-315,359,"ATI44",""
"Frete","3","1",2020-12-01 00:00:00.000,-302,360,"ATI44",""
"Frete","2","1",2018-01-01 00:00:00.000,-624,361,"ATI44",""
"Frete","2","1",2018-02-01 00:00:00.000,-985,362,"ATI44",""
"Frete","2","1",2018-03-01 00:00:00.000,-718,363,"ATI44",""
"Frete","2","1",2018-04-01 00:00:00.000,-766,364,"ATI44",""
"Frete","2","1",2018-05-01 00:00:00.000,-683,365,"ATI44",""
"Frete","2","1",2018-06-01 00:00:00.000,-570,366,"ATI44",""
"Frete","2","1",2018-07-01 00:00:00.000,-383,367,"ATI44",""
"Frete","2","1",2018-08-01 00:00:00.000,-461,368,"ATI44",""
"Frete","2","1",2018-09-01 00:00:00.000,-726,369,"ATI44",""
"Frete","2","1",2018-10-01 00:00:00.000,-981,370,"ATI44",""
"Frete","2","1",2018-11-01 00:00:00.000,-473,371,"ATI44",""
"Frete","2","1",2018-12-01 00:00:00.000,-998,372,"ATI44",""
"Frete","2","1",2019-01-01 00:00:00.000,-736,373,"ATI44",""
"Frete","2","1",2019-02-01 00:00:00.000,-312,374,"ATI44",""
"Frete","2","1",2019-03-01 00:00:00.000,-688,375,"ATI44",""
"Frete","2","1",2019-04-01 00:00:00.000,-436,376,"ATI44",""
"Frete","2","1",2019-05-01 00:00:00.000,-711,377,"ATI44",""
"Frete","2","1",2019-06-01 00:00:00.000,-313,378,"ATI44",""
"Frete","2","1",2019-07-01 00:00:00.000,-636,379,"ATI44",""
"Frete","2","1",2019-08-01 00:00:00.000,-877,380,"ATI44",""
"Frete","2","1",2019-09-01 00:00:00.000,-704,381,"ATI44",""
"Frete","2","1",2019-10-01 00:00:00.000,-702,382,"ATI44",""
"Frete","2","1",2019-11-01 00:00:00.000,-952,383,"ATI44",""
"Frete","2","1",2019-12-01 00:00:00.000,-426,384,"ATI44",""
"Frete","2","1",2020-01-01 00:00:00.000,-461,385,"ATI44",""
"Frete","2","1",2020-02-01 00:00:00.000,-232,386,"ATI44",""
"Frete","2","1",2020-03-01 00:00:00.000,-307,387,"ATI44",""
"Frete","2","1",2020-04-01 00:00:00.000,-458,388,"ATI44",""
"Frete","2","1",2020-05-01 00:00:00.000,-249,389,"ATI44",""
"Frete","2","1",2020-06-01 00:00:00.000,-208,390,"ATI44",""
"Frete","2","1",2020-07-01 00:00:00.000,-440,391,"ATI44",""
"Frete","2","1",2020-08-01 00:00:00.000,-214,392,"ATI44",""
"Frete","2","1",2020-09-01 00:00:00.000,-477,393,"ATI44",""
"Frete","2","1",2020-10-01 00:00:00.000,-258,394,"ATI44",""
"Frete","2","1",2020-11-01 00:00:00.000,-406,395,"ATI44",""
"Frete","2","1",2020-12-01 00:00:00.000,-209,396,"ATI44",""
"Frete","1","1",2018-01-01 00:00:00.000,-593,397,"ATI44",""
"Frete","1","1",2018-02-01 00:00:00.000,-954,398,"ATI44",""
"Frete","1","1",2018-03-01 00:00:00.000,-638,399,"ATI44",""
"Frete","1","1",2018-04-01 00:00:00.000,-378,400,"ATI44",""
"Frete","1","1",2018-05-01 00:00:00.000,-579,401,"ATI44",""
"Frete","1","1",2018-06-01 00:00:00.000,-614,402,"ATI44",""
"Frete","1","1",2018-07-01 00:00:00.000,-820,403,"ATI44",""
"Frete","1","1",2018-08-01 00:00:00.000,-569,404,"ATI44",""
"Frete","1","1",2018-09-01 00:00:00.000,-691,405,"ATI44",""
"Frete","1","1",2018-10-01 00:00:00.000,-312,406,"ATI44",""
"Frete","1","1",2018-11-01 00:00:00.000,-632,407,"ATI44",""
"Frete","1","1",2018-12-01 00:00:00.000,-712,408,"ATI44",""
"Frete","1","1",2019-01-01 00:00:00.000,-672,409,"ATI44",""
"Frete","1","1",2019-02-01 00:00:00.000,-883,410,"ATI44",""
"Frete","1","1",2019-03-01 00:00:00.000,-727,411,"ATI44",""
"Frete","1","1",2019-04-01 00:00:00.000,-957,412,"ATI44",""
"Frete","1","1",2019-05-01 00:00:00.000,-656,413,"ATI44",""
"Frete","1","1",2019-06-01 00:00:00.000,-579,414,"ATI44",""
"Frete","1","1",2019-07-01 00:00:00.000,-523,415,"ATI44",""
"Frete","1","1",2019-08-01 00:00:00.000,-538,416,"ATI44",""
"Frete","1","1",2019-09-01 00:00:00.000,-526,417,"ATI44",""
"Frete","1","1",2019-10-01 00:00:00.000,-789,418,"ATI44",""
"Frete","1","1",2019-11-01 00:00:00.000,-500,419,"ATI44",""
"Frete","1","1",2019-12-01 00:00:00.000,-921,420,"ATI44",""
"Frete","1","1",2020-01-01 00:00:00.000,-362,421,"ATI44",""
"Frete","1","1",2020-02-01 00:00:00.000,-320,422,"ATI44",""
"Frete","1","1",2020-03-01 00:00:00.000,-384,423,"ATI44",""
"Frete","1","1",2020-04-01 00:00:00.000,-435,424,"ATI44",""
"Frete","1","1",2020-05-01 00:00:00.000,-312,425,"ATI44",""
"Frete","1","1",2020-06-01 00:00:00.000,-435,426,"ATI44",""
"Frete","1","1",2020-07-01 00:00:00.000,-475,427,"ATI44",""
"Frete","1","1",2020-08-01 00:00:00.000,-460,428,"ATI44",""
"Frete","1","1",2020-09-01 00:00:00.000,-241,429,"ATI44",""
"Frete","1","1",2020-10-01 00:00:00.000,-282,430,"ATI44",""
"Frete","1","1",2020-11-01 00:00:00.000,-356,431,"ATI44",""
"Frete","1","1",2020-12-01 00:00:00.000,-488,432,"ATI44",""
"Cinco","3","1",2018-01-01 00:00:00.000,-737,217,"ATI20",""
"Cinco","3","1",2018-02-01 00:00:00.000,-606,218,"ATI20",""
"Cinco","3","1",2018-03-01 00:00:00.000,-397,219,"ATI20",""
"Cinco","3","1",2018-04-01 00:00:00.000,-688,220,"ATI20",""
"Cinco","3","1",2018-05-01 00:00:00.000,-795,221,"ATI20",""
"Cinco","3","1",2018-06-01 00:00:00.000,-858,222,"ATI20",""
"Cinco","3","1",2018-07-01 00:00:00.000,-618,223,"ATI20",""
"Cinco","3","1",2018-08-01 00:00:00.000,-444,224,"ATI20",""
"Cinco","3","1",2018-09-01 00:00:00.000,-366,225,"ATI20",""
"Cinco","3","1",2018-10-01 00:00:00.000,-988,226,"ATI20",""
"Cinco","3","1",2018-11-01 00:00:00.000,-958,227,"ATI20",""
"Cinco","3","1",2018-12-01 00:00:00.000,-921,228,"ATI20",""
"Cinco","3","1",2019-01-01 00:00:00.000,-615,229,"ATI20",""
"Cinco","3","1",2019-02-01 00:00:00.000,-751,230,"ATI20",""
"Cinco","3","1",2019-03-01 00:00:00.000,-727,231,"ATI20",""
"Cinco","3","1",2019-04-01 00:00:00.000,-749,232,"ATI20",""
"Cinco","3","1",2019-05-01 00:00:00.000,-628,233,"ATI20",""
"Cinco","3","1",2019-06-01 00:00:00.000,-338,234,"ATI20",""
"Cinco","3","1",2019-07-01 00:00:00.000,-590,235,"ATI20",""
"Cinco","3","1",2019-08-01 00:00:00.000,-803,236,"ATI20",""
"Cinco","3","1",2019-09-01 00:00:00.000,-365,237,"ATI20",""
"Cinco","3","1",2019-10-01 00:00:00.000,-893,238,"ATI20",""
"Cinco","3","1",2019-11-01 00:00:00.000,-785,239,"ATI20",""
"Cinco","3","1",2019-12-01 00:00:00.000,-428,240,"ATI20",""
"Cinco","3","1",2020-01-01 00:00:00.000,-244,241,"ATI20",""
"Cinco","3","1",2020-02-01 00:00:00.000,-463,242,"ATI20",""
"Cinco","3","1",2020-03-01 00:00:00.000,-275,243,"ATI20",""
"Cinco","3","1",2020-04-01 00:00:00.000,-226,244,"ATI20",""
"Cinco","3","1",2020-05-01 00:00:00.000,-467,245,"ATI20",""
"Cinco","3","1",2020-06-01 00:00:00.000,-273,246,"ATI20",""
"Cinco","3","1",2020-07-01 00:00:00.000,-255,247,"ATI20",""
"Cinco","3","1",2020-08-01 00:00:00.000,-371,248,"ATI20",""
"Cinco","3","1",2020-09-01 00:00:00.000,-356,249,"ATI20",""
"Cinco","3","1",2020-10-01 00:00:00.000,-255,250,"ATI20",""
"Cinco","3","1",2020-11-01 00:00:00.000,-472,251,"ATI20",""
"Cinco","3","1",2020-12-01 00:00:00.000,-465,252,"ATI20",""
"Cinco","2","1",2018-01-01 00:00:00.000,-486,253,"ATI20",""
"Cinco","2","1",2018-02-01 00:00:00.000,-308,254,"ATI20",""
"Cinco","2","1",2018-03-01 00:00:00.000,-955,255,"ATI20",""
"Cinco","2","1",2018-04-01 00:00:00.000,-638,256,"ATI20",""
"Cinco","2","1",2018-05-01 00:00:00.000,-391,257,"ATI20",""
"Cinco","2","1",2018-06-01 00:00:00.000,-854,258,"ATI20",""
"Cinco","2","1",2018-07-01 00:00:00.000,-813,259,"ATI20",""
"Cinco","2","1",2018-08-01 00:00:00.000,-464,260,"ATI20",""
"Cinco","2","1",2018-09-01 00:00:00.000,-741,261,"ATI20",""
"Cinco","2","1",2018-10-01 00:00:00.000,-821,262,"ATI20",""
"Cinco","2","1",2018-11-01 00:00:00.000,-320,263,"ATI20",""
"Cinco","2","1",2018-12-01 00:00:00.000,-827,264,"ATI20",""
"Cinco","2","1",2019-01-01 00:00:00.000,-364,265,"ATI20",""
"Cinco","2","1",2019-02-01 00:00:00.000,-788,266,"ATI20",""
"Cinco","2","1",2019-03-01 00:00:00.000,-707,267,"ATI20",""
"Cinco","2","1",2019-04-01 00:00:00.000,-447,268,"ATI20",""
"Cinco","2","1",2019-05-01 00:00:00.000,-514,269,"ATI20",""
"Cinco","2","1",2019-06-01 00:00:00.000,-371,270,"ATI20",""
"Cinco","2","1",2019-07-01 00:00:00.000,-447,271,"ATI20",""
"Cinco","2","1",2019-08-01 00:00:00.000,-555,272,"ATI20",""
"Cinco","2","1",2019-09-01 00:00:00.000,-340,273,"ATI20",""
"Cinco","2","1",2019-10-01 00:00:00.000,-966,274,"ATI20",""
"Cinco","2","1",2019-11-01 00:00:00.000,-739,275,"ATI20",""
"Cinco","2","1",2019-12-01 00:00:00.000,-444,276,"ATI20",""
"Cinco","2","1",2020-01-01 00:00:00.000,-210,277,"ATI20",""
"Cinco","2","1",2020-02-01 00:00:00.000,-243,278,"ATI20",""
