COD_FILIAL,NUM_TIT,COD_PART,COD_CONTA,NUM_DOC,VEND_COMP,TIPO_PAG,DT_COMPETENCIA,NUM_PARC,DT_EMISSAO,DT_VENCIMENTO,DT_E_S,AG_CONTA,RECEBER_PAGAR,CENTRO_CUSTO,VL_ACRESCIMO,VL_DESCONTO,STATUS,VL_FINANCEIRO,OBS,FORNECEDOR_FIN,RENOGOCIADO,CHAVE_FINANCEIRO,GRUPO_ATI,CLASSIFICACAO,REC_PAG,SITUACAO_TITULO,PRAZO_FINANCEIRO,ATRASO_FINANCEIRO
"1","201805191","1","Recebimento","201805191","VEND5","Cheque",2018-05-21 00:00:00.000,"2",2018-05-19 00:00:00.000,2018-05-21 00:00:00.000,2018-05-23 00:00:00.000,"2222-999900","0","1",,,"0",1580,"","","",326,"ATI51","","RECEBER","QUITADO DIA",2,2
"1","2018051922","22","Recebimento","2018051922","VEND5","Boleto",2018-05-22 00:00:00.000,"7",2018-05-19 00:00:00.000,2018-05-22 00:00:00.000,2018-05-22 00:00:00.000,"2222-999900","0","1",,,"0",1755,"","","",327,"ATI51","","RECEBER","QUITADO DIA",3,0
"2","2019051028","28","Recebimento","2019051028","VEND1","Boleto",2019-05-17 00:00:00.000,"8",2019-05-10 00:00:00.000,2019-05-17 00:00:00.000,2019-05-20 00:00:00.000,"2222-999900","0","2",,,"0",1102,"","","",331,"ATI51","","RECEBER","QUITADO DIA",7,3
"2","201905118","8","Recebimento","201905118","VEND1","Boleto",2019-05-21 00:00:00.000,"6",2019-05-11 00:00:00.000,2019-05-21 00:00:00.000,2019-05-23 00:00:00.000,"2222-999900","0","2",,,"0",1385,"","","",333,"ATI51","","RECEBER","QUITADO DIA",10,2
"3","2019051229","29","Recebimento","2019051229","VEND1","Cartao Credito",2019-05-12 00:00:00.000,"8",2019-05-12 00:00:00.000,2019-05-12 00:00:00.000,2019-05-15 00:00:00.000,"2222-999900","0","3",,,"0",1403,"","","",336,"ATI51","","RECEBER","QUITADO DIA",0,3
"2","2019051329","29","Recebimento","2019051329","VEND2","Dinheiro",2019-05-19 00:00:00.000,"4",2019-05-13 00:00:00.000,2019-05-19 00:00:00.000,2019-05-19 00:00:00.000,"2222-999900","0","2",,,"0",1812,"","","",337,"ATI51","","RECEBER","QUITADO DIA",6,0
"2","2019051323","23","Recebimento","2019051323","VEND1","Cheque",2019-05-16 00:00:00.000,"8",2019-05-13 00:00:00.000,2019-05-16 00:00:00.000,2019-05-21 00:00:00.000,"2222-999900","0","2",,,"0",1635,"","","",338,"ATI51","","RECEBER","QUITADO DIA",3,5
"3","2019051511","11","Recebimento","2019051511","VEND5","Dinheiro",2019-05-17 00:00:00.000,"4",2019-05-15 00:00:00.000,2019-05-17 00:00:00.000,2019-05-18 00:00:00.000,"2222-999900","0","3",,,"0",1230,"","","",339,"ATI51","","RECEBER","QUITADO DIA",2,1
"3","2019051535","35","Recebimento","2019051535","VEND4","Dinheiro",2019-05-16 00:00:00.000,"5",2019-05-15 00:00:00.000,2019-05-16 00:00:00.000,2019-05-17 00:00:00.000,"2222-999900","0","3",,,"0",1421,"","","",340,"ATI51","","RECEBER","QUITADO DIA",1,1
"3","2019051513","13","Recebimento","2019051513","VEND3","Cartao Debito",2019-05-22 00:00:00.000,"5",2019-05-15 00:00:00.000,2019-05-22 00:00:00.000,2019-05-25 00:00:00.000,"2222-999900","0","3",,,"0",1127,"","","",341,"ATI51","","RECEBER","QUITADO DIA",7,3
"1","201905153","3","Recebimento","201905153","VEND3","Cartao Credito",2019-05-18 00:00:00.000,"6",2019-05-15 00:00:00.000,2019-05-18 00:00:00.000,2019-05-20 00:00:00.000,"2222-999900","0","1",,,"0",1112,"","","",342,"ATI51","","RECEBER","QUITADO DIA",3,2
"2","2019051825","25","Recebimento","2019051825","VEND4","Cheque",2019-05-22 00:00:00.000,"1",2019-05-18 00:00:00.000,2019-05-22 00:00:00.000,2019-05-23 00:00:00.000,"2222-999900","0","2",,,"0",1789,"","","",345,"ATI51","","RECEBER","QUITADO DIA",4,1
"1","201806133","3","Recebimento","201806133","VEND2","Dinheiro",2018-06-16 00:00:00.000,"8",2018-06-13 00:00:00.000,2018-06-16 00:00:00.000,2018-06-17 00:00:00.000,"2222-999900","0","1",,,"0",1108,"","","",357,"ATI51","","RECEBER","QUITADO DIA",3,1
"3","201806136","6","Recebimento","201806136","VEND1","Cheque",2018-06-17 00:00:00.000,"1",2018-06-13 00:00:00.000,2018-06-17 00:00:00.000,2018-06-22 00:00:00.000,"2222-999900","0","3",,,"0",1958,"","","",358,"ATI51","","RECEBER","QUITADO DIA",4,5
"3","2018061720","20","Recebimento","2018061720","VEND2","Cheque",2018-06-18 00:00:00.000,"6",2018-06-17 00:00:00.000,2018-06-18 00:00:00.000,2018-06-20 00:00:00.000,"2222-999900","0","3",,,"0",1611,"","","",365,"ATI51","","RECEBER","QUITADO DIA",1,2
"2","201806182","2","Recebimento","201806182","VEND1","Cheque",2018-06-21 00:00:00.000,"7",2018-06-18 00:00:00.000,2018-06-21 00:00:00.000,2018-06-26 00:00:00.000,"2222-999900","0","2",,,"0",1178,"","","",369,"ATI51","","RECEBER","QUITADO DIA",3,5
"1","2018061819","19","Recebimento","2018061819","VEND2","Dinheiro",2018-06-22 00:00:00.000,"8",2018-06-18 00:00:00.000,2018-06-22 00:00:00.000,2018-06-22 00:00:00.000,"2222-999900","0","1",,,"0",1684,"","","",370,"ATI51","","RECEBER","QUITADO DIA",4,0
"3","2018062028","28","Recebimento","2018062028","VEND5","Cheque",2018-06-22 00:00:00.000,"3",2018-06-20 00:00:00.000,2018-06-22 00:00:00.000,2018-06-22 00:00:00.000,"2222-999900","0","3",,,"0",1207,"","","",373,"ATI51","","RECEBER","QUITADO DIA",2,0
"3","201906104","4","Recebimento","201906104","VEND1","Boleto",2019-06-20 00:00:00.000,"7",2019-06-10 00:00:00.000,2019-06-20 00:00:00.000,2019-06-20 00:00:00.000,"2222-999900","0","3",,,"0",1310,"","","",378,"ATI51","","RECEBER","QUITADO DIA",10,0
"1","201906108","8","Recebimento","201906108","VEND2","Dinheiro",2019-06-17 00:00:00.000,"3",2019-06-10 00:00:00.000,2019-06-17 00:00:00.000,2019-06-18 00:00:00.000,"2222-999900","0","1",,,"0",1684,"","","",379,"ATI51","","RECEBER","QUITADO DIA",7,1
"2","201906124","4","Recebimento","201906124","VEND1","Cartao Credito",2019-06-18 00:00:00.000,"7",2019-06-12 00:00:00.000,2019-06-18 00:00:00.000,2019-06-21 00:00:00.000,"2222-999900","0","2",,,"0",1384,"","","",383,"ATI51","","RECEBER","QUITADO DIA",6,3
"2","2019061338","38","Recebimento","2019061338","VEND2","Dinheiro",2019-06-13 00:00:00.000,"1",2019-06-13 00:00:00.000,2019-06-13 00:00:00.000,2019-06-16 00:00:00.000,"2222-999900","0","2",,,"0",1673,"","","",384,"ATI51","","RECEBER","QUITADO DIA",0,3
"1","2019061518","18","Recebimento","2019061518","VEND3","Cartao Credito",2019-06-16 00:00:00.000,"2",2019-06-15 00:00:00.000,2019-06-16 00:00:00.000,2019-06-16 00:00:00.000,"2222-999900","0","1",,,"0",1925,"","","",387,"ATI51","","RECEBER","QUITADO DIA",1,0
"3","2019061638","38","Recebimento","2019061638","VEND1","Cheque",2019-06-21 00:00:00.000,"4",2019-06-16 00:00:00.000,2019-06-21 00:00:00.000,2019-06-26 00:00:00.000,"2222-999900","0","3",,,"0",1523,"","","",389,"ATI51","","RECEBER","QUITADO DIA",5,5
"1","2019061813","13","Recebimento","2019061813","VEND1","Cheque",2019-06-22 00:00:00.000,"6",2019-06-18 00:00:00.000,2019-06-22 00:00:00.000,2019-06-26 00:00:00.000,"2222-999900","0","1",,,"0",1542,"","","",391,"ATI51","","RECEBER","QUITADO DIA",4,4
"1","2019061835","35","Recebimento","2019061835","VEND4","Cheque",2019-06-18 00:00:00.000,"3",2019-06-18 00:00:00.000,2019-06-18 00:00:00.000,2019-06-19 00:00:00.000,"2222-999900","0","1",,,"0",1372,"","","",392,"ATI51","","RECEBER","QUITADO DIA",0,1
"2","2019061936","36","Recebimento","2019061936","VEND3","Boleto",2019-06-21 00:00:00.000,"4",2019-06-19 00:00:00.000,2019-06-21 00:00:00.000,2019-06-23 00:00:00.000,"2222-999900","0","2",,,"0",1984,"","","",395,"ATI51","","RECEBER","QUITADO DIA",2,2
"2","2018071038","38","Recebimento","2018071038","VEND1","Boleto",2018-07-16 00:00:00.000,"1",2018-07-10 00:00:00.000,2018-07-16 00:00:00.000,2018-07-18 00:00:00.000,"2222-999900","0","2",,,"0",1561,"","","",398,"ATI51","","RECEBER","QUITADO DIA",6,2
"1","2018071110","10","Recebimento","2018071110","VEND5","Cartao Credito",2018-07-19 00:00:00.000,"3",2018-07-11 00:00:00.000,2018-07-19 00:00:00.000,2018-07-20 00:00:00.000,"2222-999900","0","1",,,"0",1282,"","","",401,"ATI51","","RECEBER","QUITADO DIA",8,1
"1","2018071221","21","Recebimento","2018071221","VEND1","Cartao Credito",2018-07-21 00:00:00.000,"1",2018-07-12 00:00:00.000,2018-07-21 00:00:00.000,2018-07-24 00:00:00.000,"2222-999900","0","1",,,"0",1392,"","","",403,"ATI51","","RECEBER","QUITADO DIA",9,3
"2","201807131","1","Recebimento","201807131","VEND2","Dinheiro",2018-07-20 00:00:00.000,"2",2018-07-13 00:00:00.000,2018-07-20 00:00:00.000,2018-07-23 00:00:00.000,"2222-999900","0","2",,,"0",1065,"","","",404,"ATI51","","RECEBER","QUITADO DIA",7,3
"1","2018071527","27","Recebimento","2018071527","VEND3","Cartao Credito",2018-07-15 00:00:00.000,"2",2018-07-15 00:00:00.000,2018-07-15 00:00:00.000,2018-07-17 00:00:00.000,"2222-999900","0","1",,,"0",1290,"","","",406,"ATI51","","RECEBER","QUITADO DIA",0,2
"3","2018071526","26","Recebimento","2018071526","VEND3","Cartao Credito",2018-07-18 00:00:00.000,"3",2018-07-15 00:00:00.000,2018-07-18 00:00:00.000,2018-07-21 00:00:00.000,"2222-999900","0","3",,,"0",1131,"","","",407,"ATI51","","RECEBER","QUITADO DIA",3,3
"2","2018071918","18","Recebimento","2018071918","VEND3","Boleto",2018-07-19 00:00:00.000,"8",2018-07-19 00:00:00.000,2018-07-19 00:00:00.000,2018-07-24 00:00:00.000,"2222-999900","0","2",,,"0",1652,"","","",417,"ATI51","","RECEBER","QUITADO DIA",0,5
"3","2019071015","15","Recebimento","2019071015","VEND2","Dinheiro",2019-07-16 00:00:00.000,"2",2019-07-10 00:00:00.000,2019-07-16 00:00:00.000,2019-07-16 00:00:00.000,"2222-999900","0","3",,,"0",1802,"","","",422,"ATI51","","RECEBER","QUITADO DIA",6,0
"2","2019071130","30","Recebimento","2019071130","VEND1","Boleto",2019-07-11 00:00:00.000,"1",2019-07-11 00:00:00.000,2019-07-11 00:00:00.000,2019-07-12 00:00:00.000,"2222-999900","0","2",,,"0",1924,"","","",423,"ATI51","","RECEBER","QUITADO DIA",0,1
"2","2019071538","38","Recebimento","2019071538","VEND3","Cartao Debito",2019-07-17 00:00:00.000,"4",2019-07-15 00:00:00.000,2019-07-17 00:00:00.000,2019-07-18 00:00:00.000,"2222-999900","0","2",,,"0",1887,"","","",430,"ATI51","","RECEBER","QUITADO DIA",2,1
"2","2019071531","31","Recebimento","2019071531","VEND3","Cartao Credito",2019-07-17 00:00:00.000,"3",2019-07-15 00:00:00.000,2019-07-17 00:00:00.000,2019-07-17 00:00:00.000,"2222-999900","0","2",,,"0",1194,"","","",431,"ATI51","","RECEBER","QUITADO DIA",2,0
"1","2019071518","18","Recebimento","2019071518","VEND3","Cartao Credito",2019-07-19 00:00:00.000,"4",2019-07-15 00:00:00.000,2019-07-19 00:00:00.000,2019-07-24 00:00:00.000,"2222-999900","0","1",,,"0",1028,"","","",432,"ATI51","","RECEBER","QUITADO DIA",4,5
"2","2019071824","24","Recebimento","2019071824","VEND1","Cheque",2019-07-18 00:00:00.000,"7",2019-07-18 00:00:00.000,2019-07-18 00:00:00.000,2019-07-20 00:00:00.000,"2222-999900","0","2",,,"0",1575,"","","",436,"ATI51","","RECEBER","QUITADO DIA",0,2
"1","201907203","3","Recebimento","201907203","VEND5","Cartao Credito",2019-07-21 00:00:00.000,"2",2019-07-20 00:00:00.000,2019-07-21 00:00:00.000,2019-07-23 00:00:00.000,"2222-999900","0","1",,,"0",1502,"","","",440,"ATI51","","RECEBER","QUITADO DIA",1,2
"2","2018081033","33","Recebimento","2018081033","VEND1","Boleto",2018-08-16 00:00:00.000,"1",2018-08-10 00:00:00.000,2018-08-16 00:00:00.000,2018-08-17 00:00:00.000,"2222-999900","0","2",,,"0",1977,"","","",443,"ATI51","","RECEBER","QUITADO DIA",6,1
"3","2018081328","28","Recebimento","2018081328","VEND2","Dinheiro",2018-08-18 00:00:00.000,"5",2018-08-13 00:00:00.000,2018-08-18 00:00:00.000,2018-08-22 00:00:00.000,"2222-999900","0","3",,,"0",1691,"","","",449,"ATI51","","RECEBER","QUITADO DIA",5,4
"2","2018081515","15","Recebimento","2018081515","VEND5","Dinheiro",2018-08-18 00:00:00.000,"5",2018-08-15 00:00:00.000,2018-08-18 00:00:00.000,2018-08-23 00:00:00.000,"2222-999900","0","2",,,"0",1238,"","","",451,"ATI51","","RECEBER","QUITADO DIA",3,5
"1","2018081539","39","Recebimento","2018081539","VEND4","Dinheiro",2018-08-22 00:00:00.000,"3",2018-08-15 00:00:00.000,2018-08-22 00:00:00.000,2018-08-25 00:00:00.000,"2222-999900","0","1",,,"0",1623,"","","",452,"ATI51","","RECEBER","QUITADO DIA",7,3
"2","2018081618","18","Recebimento","2018081618","VEND1","Cheque",2018-08-19 00:00:00.000,"2",2018-08-16 00:00:00.000,2018-08-19 00:00:00.000,2018-08-19 00:00:00.000,"2222-999900","0","2",,,"0",1905,"","","",454,"ATI51","","RECEBER","QUITADO DIA",3,0
"2","2018081825","25","Recebimento","2018081825","VEND1","Cheque",2018-08-21 00:00:00.000,"6",2018-08-18 00:00:00.000,2018-08-21 00:00:00.000,2018-08-24 00:00:00.000,"2222-999900","0","2",,,"0",1474,"","","",457,"ATI51","","RECEBER","QUITADO DIA",3,3
"2","2018081823","23","Recebimento","2018081823","VEND4","Cheque",2018-08-20 00:00:00.000,"7",2018-08-18 00:00:00.000,2018-08-20 00:00:00.000,2018-08-22 00:00:00.000,"2222-999900","0","2",,,"0",1486,"","","",458,"ATI51","","RECEBER","QUITADO DIA",2,2
"1","201808183","3","Recebimento","201808183","VEND1","Cheque",2018-08-22 00:00:00.000,"4",2018-08-18 00:00:00.000,2018-08-22 00:00:00.000,2018-08-23 00:00:00.000,"2222-999900","0","1",,,"0",1142,"","","",459,"ATI51","","RECEBER","QUITADO DIA",4,1
"1","2018082035","35","Recebimento","2018082035","VEND1","Dinheiro",2018-08-22 00:00:00.000,"5",2018-08-20 00:00:00.000,2018-08-22 00:00:00.000,2018-08-22 00:00:00.000,"2222-999900","0","1",,,"0",1449,"","","",463,"ATI51","","RECEBER","QUITADO DIA",2,0
"1","2018082239","39","Recebimento","2018082239","VEND3","Dinheiro",2018-08-22 00:00:00.000,"3",2018-08-22 00:00:00.000,2018-08-22 00:00:00.000,2018-08-23 00:00:00.000,"2222-999900","0","1",,,"0",1647,"","","",466,"ATI51","","RECEBER","QUITADO DIA",0,1
"1","201908107","7","Recebimento","201908107","VEND2","Dinheiro",2019-08-12 00:00:00.000,"7",2019-08-10 00:00:00.000,2019-08-12 00:00:00.000,2019-08-14 00:00:00.000,"2222-999900","0","1",,,"0",1790,"","","",468,"ATI51","","RECEBER","QUITADO DIA",2,2
"1","2019081127","27","Recebimento","2019081127","VEND1","Boleto",2019-08-16 00:00:00.000,"6",2019-08-11 00:00:00.000,2019-08-16 00:00:00.000,2019-08-20 00:00:00.000,"2222-999900","0","1",,,"0",1710,"","","",469,"ATI51","","RECEBER","QUITADO DIA",5,4
"3","201908134","4","Recebimento","201908134","VEND2","Dinheiro",2019-08-22 00:00:00.000,"5",2019-08-13 00:00:00.000,2019-08-22 00:00:00.000,2019-08-22 00:00:00.000,"2222-999900","0","3",,,"0",1800,"","","",473,"ATI51","","RECEBER","QUITADO DIA",9,0
"2","201908159","9","Recebimento","201908159","VEND5","Dinheiro",2019-08-17 00:00:00.000,"4",2019-08-15 00:00:00.000,2019-08-17 00:00:00.000,2019-08-20 00:00:00.000,"2222-999900","0","2",,,"0",1295,"","","",475,"ATI51","","RECEBER","QUITADO DIA",2,3
"2","201908155","5","Recebimento","201908155","VEND4","Dinheiro",2019-08-18 00:00:00.000,"1",2019-08-15 00:00:00.000,2019-08-18 00:00:00.000,2019-08-20 00:00:00.000,"2222-999900","0","2",,,"0",1849,"","","",476,"ATI51","","RECEBER","QUITADO DIA",3,2
"1","2019081632","32","Recebimento","2019081632","VEND5","Dinheiro",2019-08-17 00:00:00.000,"8",2019-08-16 00:00:00.000,2019-08-17 00:00:00.000,2019-08-20 00:00:00.000,"2222-999900","0","1",,,"0",1763,"","","",480,"ATI51","","RECEBER","QUITADO DIA",1,3
"1","2019081826","26","Recebimento","2019081826","VEND1","Cheque",2019-08-22 00:00:00.000,"5",2019-08-18 00:00:00.000,2019-08-22 00:00:00.000,2019-08-23 00:00:00.000,"2222-999900","0","1",,,"0",1100,"","","",482,"ATI51","","RECEBER","QUITADO DIA",4,1
"1","201908195","5","Recebimento","201908195","VEND3","Boleto",2019-08-22 00:00:00.000,"6",2019-08-19 00:00:00.000,2019-08-22 00:00:00.000,2019-08-25 00:00:00.000,"2222-999900","0","1",,,"0",1190,"","","",486,"ATI51","","RECEBER","QUITADO DIA",3,3
"2","2019082018","18","Recebimento","2019082018","VEND5","Cartao Debito",2019-08-20 00:00:00.000,"1",2019-08-20 00:00:00.000,2019-08-20 00:00:00.000,2019-08-24 00:00:00.000,"2222-999900","0","2",,,"0",1485,"","","",487,"ATI51","","RECEBER","QUITADO DIA",0,4
"2","201809107","7","Recebimento","201809107","VEND2","Dinheiro",2018-09-13 00:00:00.000,"1",2018-09-10 00:00:00.000,2018-09-13 00:00:00.000,2018-09-17 00:00:00.000,"2222-999900","0","2",,,"0",1381,"","","",490,"ATI51","","RECEBER","QUITADO DIA",3,4
"3","2018091127","27","Recebimento","2018091127","VEND1","Boleto",2018-09-19 00:00:00.000,"5",2018-09-11 00:00:00.000,2018-09-19 00:00:00.000,2018-09-24 00:00:00.000,"2222-999900","0","3",,,"0",1256,"","","",491,"ATI51","","RECEBER","QUITADO DIA",8,5
"1","201809113","3","Recebimento","201809113","VEND5","Cartao Credito",2018-09-19 00:00:00.000,"1",2018-09-11 00:00:00.000,2018-09-19 00:00:00.000,2018-09-23 00:00:00.000,"2222-999900","0","1",,,"0",1458,"","","",492,"ATI51","","RECEBER","QUITADO DIA",8,4
"1","2018091117","17","Recebimento","2018091117","VEND1","Cartao Credito",2018-09-11 00:00:00.000,"3",2018-09-11 00:00:00.000,2018-09-11 00:00:00.000,2018-09-12 00:00:00.000,"2222-999900","0","1",,,"0",1962,"","","",493,"ATI51","","RECEBER","QUITADO DIA",0,1
"2","2018091822","22","Recebimento","2018091822","VEND4","Cheque",2018-09-19 00:00:00.000,"4",2018-09-18 00:00:00.000,2018-09-19 00:00:00.000,2018-09-19 00:00:00.000,"2222-999900","0","2",,,"0",1007,"","","",501,"ATI51","","RECEBER","QUITADO DIA",1,0
"1","2018091818","18","Recebimento","2018091818","VEND1","Cheque",2018-09-20 00:00:00.000,"7",2018-09-18 00:00:00.000,2018-09-20 00:00:00.000,2018-09-24 00:00:00.000,"2222-999900","0","1",,,"0",1459,"","","",502,"ATI51","","RECEBER","QUITADO DIA",2,4
"3","2018092027","27","Recebimento","2018092027","VEND1","Dinheiro",2018-09-20 00:00:00.000,"6",2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,"2222-999900","0","3",,,"0",1161,"","","",506,"ATI51","","RECEBER","QUITADO DIA",0,0
"1","201909115","5","Recebimento","201909115","VEND1","Cartao Credito",2019-09-15 00:00:00.000,"8",2019-09-11 00:00:00.000,2019-09-15 00:00:00.000,2019-09-16 00:00:00.000,"2222-999900","0","1",,,"0",1364,"","","",512,"ATI51","","RECEBER","QUITADO DIA",4,1
"2","2019091240","40","Recebimento","2019091240","VEND1","Cartao Credito",2019-09-16 00:00:00.000,"3",2019-09-12 00:00:00.000,2019-09-16 00:00:00.000,2019-09-18 00:00:00.000,"2222-999900","0","2",,,"0",1503,"","","",513,"ATI51","","RECEBER","QUITADO DIA",4,2
"2","201909155","5","Recebimento","201909155","VEND3","Cartao Credito",2019-09-15 00:00:00.000,"8",2019-09-15 00:00:00.000,2019-09-15 00:00:00.000,2019-09-16 00:00:00.000,"2222-999900","0","2",,,"0",1590,"","","",518,"ATI51","","RECEBER","QUITADO DIA",0,1
"3","201909157","7","Recebimento","201909157","VEND3","Cartao Credito",2019-09-21 00:00:00.000,"8",2019-09-15 00:00:00.000,2019-09-21 00:00:00.000,2019-09-24 00:00:00.000,"2222-999900","0","3",,,"0",1394,"","","",519,"ATI51","","RECEBER","QUITADO DIA",6,3
"1","2019091826","26","Recebimento","2019091826","VEND4","Cheque",2019-09-21 00:00:00.000,"2",2019-09-18 00:00:00.000,2019-09-21 00:00:00.000,2019-09-22 00:00:00.000,"2222-999900","0","1",,,"0",1019,"","","",523,"ATI51","","RECEBER","QUITADO DIA",3,1
"1","2019091834","34","Recebimento","2019091834","VEND1","Cheque",2019-09-21 00:00:00.000,"7",2019-09-18 00:00:00.000,2019-09-21 00:00:00.000,2019-09-21 00:00:00.000,"2222-999900","0","1",,,"0",1165,"","","",524,"ATI51","","RECEBER","QUITADO DIA",3,0
"2","2018101128","28","Recebimento","2018101128","VEND1","Boleto",2018-10-21 00:00:00.000,"3",2018-10-11 00:00:00.000,2018-10-21 00:00:00.000,2018-10-23 00:00:00.000,"2222-999900","0","2",,,"0",1570,"","","",531,"ATI51","","RECEBER","QUITADO DIA",10,2
"2","2018101510","10","Recebimento","2018101510","VEND4","Dinheiro",2018-10-17 00:00:00.000,"3",2018-10-15 00:00:00.000,2018-10-17 00:00:00.000,2018-10-20 00:00:00.000,"2222-999900","0","2",,,"0",1201,"","","",538,"ATI51","","RECEBER","QUITADO DIA",2,3
"2","2018101526","26","Recebimento","2018101526","VEND3","Cartao Debito",2018-10-15 00:00:00.000,"4",2018-10-15 00:00:00.000,2018-10-15 00:00:00.000,2018-10-19 00:00:00.000,"2222-999900","0","2",,,"0",1483,"","","",539,"ATI51","","RECEBER","QUITADO DIA",0,4
"1","2018101622","22","Recebimento","2018101622","VEND1","Cheque",2018-10-18 00:00:00.000,"1",2018-10-16 00:00:00.000,2018-10-18 00:00:00.000,2018-10-18 00:00:00.000,"2222-999900","0","1",,,"0",1975,"","","",543,"ATI51","","RECEBER","QUITADO DIA",2,0
"2","2018101833","33","Recebimento","2018101833","VEND1","Cheque",2018-10-18 00:00:00.000,"2",2018-10-18 00:00:00.000,2018-10-18 00:00:00.000,2018-10-23 00:00:00.000,"2222-999900","0","2",,,"0",1197,"","","",544,"ATI51","","RECEBER","QUITADO DIA",0,5
"3","201810186","6","Recebimento","201810186","VEND2","Dinheiro",2018-10-19 00:00:00.000,"7",2018-10-18 00:00:00.000,2018-10-19 00:00:00.000,2018-10-24 00:00:00.000,"2222-999900","0","3",,,"0",1030,"","","",547,"ATI51","","RECEBER","QUITADO DIA",1,5
"3","2018101915","15","Recebimento","2018101915","VEND3","Boleto",2018-10-20 00:00:00.000,"4",2018-10-19 00:00:00.000,2018-10-20 00:00:00.000,2018-10-23 00:00:00.000,"2222-999900","0","3",,,"0",1178,"","","",549,"ATI51","","RECEBER","QUITADO DIA",1,3
"1","2019101918","18","Recebimento","2019101918","VEND3","Boleto",2019-10-19 00:00:00.000,"8",2019-10-19 00:00:00.000,2019-10-19 00:00:00.000,2019-10-23 00:00:00.000,"2222-999900","0","1",,,"0",1864,"","","",554,"ATI51","","RECEBER","QUITADO DIA",0,4
"2","201910203","3","Recebimento","201910203","VEND1","Dinheiro",2019-10-22 00:00:00.000,"4",2019-10-20 00:00:00.000,2019-10-22 00:00:00.000,2019-10-22 00:00:00.000,"2222-999900","0","2",,,"0",1853,"","","",555,"ATI51","","RECEBER","QUITADO DIA",2,0
"2","201811105","5","Recebimento","201811105","VEND2","Dinheiro",2018-11-19 00:00:00.000,"6",2018-11-10 00:00:00.000,2018-11-19 00:00:00.000,2018-11-21 00:00:00.000,"2222-999900","0","2",,,"0",1480,"","","",557,"ATI51","","RECEBER","QUITADO DIA",9,2
"3","201811111","1","Recebimento","201811111","VEND1","Boleto",2018-11-19 00:00:00.000,"8",2018-11-11 00:00:00.000,2018-11-19 00:00:00.000,2018-11-24 00:00:00.000,"2222-999900","0","3",,,"0",1032,"","","",558,"ATI51","","RECEBER","QUITADO DIA",8,5
"2","2018111139","39","Recebimento","2018111139","VEND5","Cartao Credito",2018-11-17 00:00:00.000,"6",2018-11-11 00:00:00.000,2018-11-17 00:00:00.000,2018-11-20 00:00:00.000,"2222-999900","0","2",,,"0",1804,"","","",559,"ATI51","","RECEBER","QUITADO DIA",6,3
"3","2018111533","33","Recebimento","2018111533","VEND4","Dinheiro",2018-11-22 00:00:00.000,"4",2018-11-15 00:00:00.000,2018-11-22 00:00:00.000,2018-11-23 00:00:00.000,"2222-999900","0","3",,,"0",1010,"","","",565,"ATI51","","RECEBER","QUITADO DIA",7,1
"1","201811158","8","Recebimento","201811158","VEND3","Cartao Debito",2018-11-21 00:00:00.000,"3",2018-11-15 00:00:00.000,2018-11-21 00:00:00.000,2018-11-25 00:00:00.000,"2222-999900","0","1",,,"0",1735,"","","",566,"ATI51","","RECEBER","QUITADO DIA",6,4
"2","2018111533","33","Recebimento","2018111533","VEND3","Cartao Credito",2018-11-20 00:00:00.000,"1",2018-11-15 00:00:00.000,2018-11-20 00:00:00.000,2018-11-20 00:00:00.000,"2222-999900","0","2",,,"0",2000,"","","",567,"ATI51","","RECEBER","QUITADO DIA",5,0
"3","2018111637","37","Recebimento","2018111637","VEND1","Cheque",2018-11-22 00:00:00.000,"1",2018-11-16 00:00:00.000,2018-11-22 00:00:00.000,2018-11-24 00:00:00.000,"2222-999900","0","3",,,"0",1416,"","","",569,"ATI51","","RECEBER","QUITADO DIA",6,2
"1","2018111815","15","Recebimento","2018111815","VEND4","Cheque",2018-11-18 00:00:00.000,"7",2018-11-18 00:00:00.000,2018-11-18 00:00:00.000,2018-11-19 00:00:00.000,"2222-999900","0","1",,,"0",1488,"","","",572,"ATI51","","RECEBER","QUITADO DIA",0,1
"1","2018112011","11","Recebimento","2018112011","VEND5","Cheque",2018-11-22 00:00:00.000,"5",2018-11-20 00:00:00.000,2018-11-22 00:00:00.000,2018-11-22 00:00:00.000,"2222-999900","0","1",,,"0",1134,"","","",575,"ATI51","","RECEBER","QUITADO DIA",2,0
"2","201911205","5","Recebimento","201911205","VEND5","Cheque",2019-11-21 00:00:00.000,"7",2019-11-20 00:00:00.000,2019-11-21 00:00:00.000,2019-11-25 00:00:00.000,"2222-999900","0","2",,,"0",1219,"","","",579,"ATI51","","RECEBER","QUITADO DIA",1,4
"3","2019112123","23","Recebimento","2019112123","VEND5","Cheque",2019-11-21 00:00:00.000,"6",2019-11-21 00:00:00.000,2019-11-21 00:00:00.000,2019-11-23 00:00:00.000,"2222-999900","0","3",,,"0",1140,"","","",582,"ATI51","","RECEBER","QUITADO DIA",0,2
"3","2018121112","12","Recebimento","2018121112","VEND5","Cartao Credito",2018-12-11 00:00:00.000,"8",2018-12-11 00:00:00.000,2018-12-11 00:00:00.000,2018-12-16 00:00:00.000,"2222-999900","0","3",,,"0",1326,"","","",586,"ATI51","","RECEBER","QUITADO DIA",0,5
