DT_E_S,ANO,NOME MES,MES,DIA,MES ANO,ANO MES,DIA SEMANA,DIAS CORRIDOS,NUM DIA SEMANA,DIA UTIL
2018-11-06 00:00:00.000,2018,"nov",11,6,"nov 2018","201811","ter",1,3,1
2018-11-07 00:00:00.000,2018,"nov",11,7,"nov 2018","201811","qua",1,4,1
2018-11-08 00:00:00.000,2018,"nov",11,8,"nov 2018","201811","qui",1,5,1
2018-11-09 00:00:00.000,2018,"nov",11,9,"nov 2018","201811","sex",1,6,1
2018-11-10 00:00:00.000,2018,"nov",11,10,"nov 2018","201811","sáb",1,7,0
2018-11-11 00:00:00.000,2018,"nov",11,11,"nov 2018","201811","dom",1,1,0
2018-11-12 00:00:00.000,2018,"nov",11,12,"nov 2018","201811","seg",1,2,1
2018-11-13 00:00:00.000,2018,"nov",11,13,"nov 2018","201811","ter",1,3,1
2018-11-14 00:00:00.000,2018,"nov",11,14,"nov 2018","201811","qua",1,4,1
2018-11-15 00:00:00.000,2018,"nov",11,15,"nov 2018","201811","qui",1,5,0
2018-11-16 00:00:00.000,2018,"nov",11,16,"nov 2018","201811","sex",1,6,1
2018-11-17 00:00:00.000,2018,"nov",11,17,"nov 2018","201811","sáb",1,7,0
2018-11-18 00:00:00.000,2018,"nov",11,18,"nov 2018","201811","dom",1,1,0
2018-11-19 00:00:00.000,2018,"nov",11,19,"nov 2018","201811","seg",1,2,1
2018-11-20 00:00:00.000,2018,"nov",11,20,"nov 2018","201811","ter",1,3,1
2018-11-21 00:00:00.000,2018,"nov",11,21,"nov 2018","201811","qua",1,4,1
2018-11-22 00:00:00.000,2018,"nov",11,22,"nov 2018","201811","qui",1,5,1
2018-11-23 00:00:00.000,2018,"nov",11,23,"nov 2018","201811","sex",1,6,1
2018-11-24 00:00:00.000,2018,"nov",11,24,"nov 2018","201811","sáb",1,7,0
2018-11-25 00:00:00.000,2018,"nov",11,25,"nov 2018","201811","dom",1,1,0
2018-11-26 00:00:00.000,2018,"nov",11,26,"nov 2018","201811","seg",1,2,1
2018-11-27 00:00:00.000,2018,"nov",11,27,"nov 2018","201811","ter",1,3,1
2018-11-28 00:00:00.000,2018,"nov",11,28,"nov 2018","201811","qua",1,4,1
2018-11-29 00:00:00.000,2018,"nov",11,29,"nov 2018","201811","qui",1,5,1
2018-11-30 00:00:00.000,2018,"nov",11,30,"nov 2018","201811","sex",1,6,1
2018-12-01 00:00:00.000,2018,"dez",12,1,"dez 2018","201812","sáb",1,7,0
2018-12-02 00:00:00.000,2018,"dez",12,2,"dez 2018","201812","dom",1,1,0
2018-12-03 00:00:00.000,2018,"dez",12,3,"dez 2018","201812","seg",1,2,1
2018-12-04 00:00:00.000,2018,"dez",12,4,"dez 2018","201812","ter",1,3,1
2018-12-05 00:00:00.000,2018,"dez",12,5,"dez 2018","201812","qua",1,4,1
2018-12-06 00:00:00.000,2018,"dez",12,6,"dez 2018","201812","qui",1,5,1
2018-12-07 00:00:00.000,2018,"dez",12,7,"dez 2018","201812","sex",1,6,1
2018-12-08 00:00:00.000,2018,"dez",12,8,"dez 2018","201812","sáb",1,7,0
2018-12-09 00:00:00.000,2018,"dez",12,9,"dez 2018","201812","dom",1,1,0
2018-12-10 00:00:00.000,2018,"dez",12,10,"dez 2018","201812","seg",1,2,1
2018-12-11 00:00:00.000,2018,"dez",12,11,"dez 2018","201812","ter",1,3,1
2018-12-12 00:00:00.000,2018,"dez",12,12,"dez 2018","201812","qua",1,4,1
2018-12-13 00:00:00.000,2018,"dez",12,13,"dez 2018","201812","qui",1,5,1
2018-12-14 00:00:00.000,2018,"dez",12,14,"dez 2018","201812","sex",1,6,1
2018-12-15 00:00:00.000,2018,"dez",12,15,"dez 2018","201812","sáb",1,7,0
2018-12-16 00:00:00.000,2018,"dez",12,16,"dez 2018","201812","dom",1,1,0
2018-12-17 00:00:00.000,2018,"dez",12,17,"dez 2018","201812","seg",1,2,1
2018-12-18 00:00:00.000,2018,"dez",12,18,"dez 2018","201812","ter",1,3,1
2018-12-19 00:00:00.000,2018,"dez",12,19,"dez 2018","201812","qua",1,4,1
2018-12-20 00:00:00.000,2018,"dez",12,20,"dez 2018","201812","qui",1,5,1
2018-12-21 00:00:00.000,2018,"dez",12,21,"dez 2018","201812","sex",1,6,1
2018-12-22 00:00:00.000,2018,"dez",12,22,"dez 2018","201812","sáb",1,7,0
2018-12-23 00:00:00.000,2018,"dez",12,23,"dez 2018","201812","dom",1,1,0
2018-12-24 00:00:00.000,2018,"dez",12,24,"dez 2018","201812","seg",1,2,1
2018-12-25 00:00:00.000,2018,"dez",12,25,"dez 2018","201812","ter",1,3,0
2018-12-26 00:00:00.000,2018,"dez",12,26,"dez 2018","201812","qua",1,4,1
2018-12-27 00:00:00.000,2018,"dez",12,27,"dez 2018","201812","qui",1,5,1
2018-12-28 00:00:00.000,2018,"dez",12,28,"dez 2018","201812","sex",1,6,1
2018-12-29 00:00:00.000,2018,"dez",12,29,"dez 2018","201812","sáb",1,7,0
2018-12-30 00:00:00.000,2018,"dez",12,30,"dez 2018","201812","dom",1,1,0
2018-12-31 00:00:00.000,2018,"dez",12,31,"dez 2018","201812","seg",1,2,1
2019-01-01 00:00:00.000,2019,"jan",1,1,"jan 2019","201901","ter",1,3,0
2019-01-02 00:00:00.000,2019,"jan",1,2,"jan 2019","201901","qua",1,4,1
2019-01-03 00:00:00.000,2019,"jan",1,3,"jan 2019","201901","qui",1,5,1
2019-01-04 00:00:00.000,2019,"jan",1,4,"jan 2019","201901","sex",1,6,1
2019-01-05 00:00:00.000,2019,"jan",1,5,"jan 2019","201901","sáb",1,7,0
2019-01-06 00:00:00.000,2019,"jan",1,6,"jan 2019","201901","dom",1,1,0
2019-01-07 00:00:00.000,2019,"jan",1,7,"jan 2019","201901","seg",1,2,1
2019-01-08 00:00:00.000,2019,"jan",1,8,"jan 2019","201901","ter",1,3,1
2019-01-09 00:00:00.000,2019,"jan",1,9,"jan 2019","201901","qua",1,4,1
2019-01-10 00:00:00.000,2019,"jan",1,10,"jan 2019","201901","qui",1,5,1
2019-01-11 00:00:00.000,2019,"jan",1,11,"jan 2019","201901","sex",1,6,1
2019-01-12 00:00:00.000,2019,"jan",1,12,"jan 2019","201901","sáb",1,7,0
2019-01-13 00:00:00.000,2019,"jan",1,13,"jan 2019","201901","dom",1,1,0
2019-01-14 00:00:00.000,2019,"jan",1,14,"jan 2019","201901","seg",1,2,1
2019-01-15 00:00:00.000,2019,"jan",1,15,"jan 2019","201901","ter",1,3,1
2019-01-16 00:00:00.000,2019,"jan",1,16,"jan 2019","201901","qua",1,4,1
2019-01-17 00:00:00.000,2019,"jan",1,17,"jan 2019","201901","qui",1,5,1
2019-01-18 00:00:00.000,2019,"jan",1,18,"jan 2019","201901","sex",1,6,1
2019-01-19 00:00:00.000,2019,"jan",1,19,"jan 2019","201901","sáb",1,7,0
2019-01-20 00:00:00.000,2019,"jan",1,20,"jan 2019","201901","dom",1,1,0
2019-01-21 00:00:00.000,2019,"jan",1,21,"jan 2019","201901","seg",1,2,1
2019-01-22 00:00:00.000,2019,"jan",1,22,"jan 2019","201901","ter",1,3,1
2019-01-23 00:00:00.000,2019,"jan",1,23,"jan 2019","201901","qua",1,4,1
2019-01-24 00:00:00.000,2019,"jan",1,24,"jan 2019","201901","qui",1,5,1
2019-01-25 00:00:00.000,2019,"jan",1,25,"jan 2019","201901","sex",1,6,1
2019-01-26 00:00:00.000,2019,"jan",1,26,"jan 2019","201901","sáb",1,7,0
2019-01-27 00:00:00.000,2019,"jan",1,27,"jan 2019","201901","dom",1,1,0
2019-01-28 00:00:00.000,2019,"jan",1,28,"jan 2019","201901","seg",1,2,1
2019-01-29 00:00:00.000,2019,"jan",1,29,"jan 2019","201901","ter",1,3,1
2019-01-30 00:00:00.000,2019,"jan",1,30,"jan 2019","201901","qua",1,4,1
2019-01-31 00:00:00.000,2019,"jan",1,31,"jan 2019","201901","qui",1,5,1
2019-02-01 00:00:00.000,2019,"fev",2,1,"fev 2019","201902","sex",1,6,1
2019-02-02 00:00:00.000,2019,"fev",2,2,"fev 2019","201902","sáb",1,7,0
2019-02-03 00:00:00.000,2019,"fev",2,3,"fev 2019","201902","dom",1,1,0
2019-02-04 00:00:00.000,2019,"fev",2,4,"fev 2019","201902","seg",1,2,1
2019-02-05 00:00:00.000,2019,"fev",2,5,"fev 2019","201902","ter",1,3,1
2019-02-06 00:00:00.000,2019,"fev",2,6,"fev 2019","201902","qua",1,4,1
2019-02-07 00:00:00.000,2019,"fev",2,7,"fev 2019","201902","qui",1,5,1
2019-02-08 00:00:00.000,2019,"fev",2,8,"fev 2019","201902","sex",1,6,1
2019-02-09 00:00:00.000,2019,"fev",2,9,"fev 2019","201902","sáb",1,7,0
2019-02-10 00:00:00.000,2019,"fev",2,10,"fev 2019","201902","dom",1,1,0
2019-02-11 00:00:00.000,2019,"fev",2,11,"fev 2019","201902","seg",1,2,1
2019-02-12 00:00:00.000,2019,"fev",2,12,"fev 2019","201902","ter",1,3,1
2019-02-13 00:00:00.000,2019,"fev",2,13,"fev 2019","201902","qua",1,4,1
2019-02-14 00:00:00.000,2019,"fev",2,14,"fev 2019","201902","qui",1,5,1
2019-02-15 00:00:00.000,2019,"fev",2,15,"fev 2019","201902","sex",1,6,1
2019-02-16 00:00:00.000,2019,"fev",2,16,"fev 2019","201902","sáb",1,7,0
2019-02-17 00:00:00.000,2019,"fev",2,17,"fev 2019","201902","dom",1,1,0
2019-02-18 00:00:00.000,2019,"fev",2,18,"fev 2019","201902","seg",1,2,1
2019-02-19 00:00:00.000,2019,"fev",2,19,"fev 2019","201902","ter",1,3,1
2019-02-20 00:00:00.000,2019,"fev",2,20,"fev 2019","201902","qua",1,4,1
2019-02-21 00:00:00.000,2019,"fev",2,21,"fev 2019","201902","qui",1,5,1
2019-02-22 00:00:00.000,2019,"fev",2,22,"fev 2019","201902","sex",1,6,1
2019-02-23 00:00:00.000,2019,"fev",2,23,"fev 2019","201902","sáb",1,7,0
2019-02-24 00:00:00.000,2019,"fev",2,24,"fev 2019","201902","dom",1,1,0
2019-02-25 00:00:00.000,2019,"fev",2,25,"fev 2019","201902","seg",1,2,1
2019-02-26 00:00:00.000,2019,"fev",2,26,"fev 2019","201902","ter",1,3,1
2019-02-27 00:00:00.000,2019,"fev",2,27,"fev 2019","201902","qua",1,4,1
2019-02-28 00:00:00.000,2019,"fev",2,28,"fev 2019","201902","qui",1,5,1
2019-03-01 00:00:00.000,2019,"mar",3,1,"mar 2019","201903","sex",1,6,1
2019-03-02 00:00:00.000,2019,"mar",3,2,"mar 2019","201903","sáb",1,7,0
2019-03-03 00:00:00.000,2019,"mar",3,3,"mar 2019","201903","dom",1,1,0
2019-03-04 00:00:00.000,2019,"mar",3,4,"mar 2019","201903","seg",1,2,1
2019-03-05 00:00:00.000,2019,"mar",3,5,"mar 2019","201903","ter",1,3,0
2019-03-06 00:00:00.000,2019,"mar",3,6,"mar 2019","201903","qua",1,4,1
2019-03-07 00:00:00.000,2019,"mar",3,7,"mar 2019","201903","qui",1,5,1
2019-03-08 00:00:00.000,2019,"mar",3,8,"mar 2019","201903","sex",1,6,1
2019-03-09 00:00:00.000,2019,"mar",3,9,"mar 2019","201903","sáb",1,7,0
2019-03-10 00:00:00.000,2019,"mar",3,10,"mar 2019","201903","dom",1,1,0
2019-03-11 00:00:00.000,2019,"mar",3,11,"mar 2019","201903","seg",1,2,1
2019-03-12 00:00:00.000,2019,"mar",3,12,"mar 2019","201903","ter",1,3,1
2019-03-13 00:00:00.000,2019,"mar",3,13,"mar 2019","201903","qua",1,4,1
2019-03-14 00:00:00.000,2019,"mar",3,14,"mar 2019","201903","qui",1,5,1
2019-03-15 00:00:00.000,2019,"mar",3,15,"mar 2019","201903","sex",1,6,1
2019-03-16 00:00:00.000,2019,"mar",3,16,"mar 2019","201903","sáb",1,7,0
2019-03-17 00:00:00.000,2019,"mar",3,17,"mar 2019","201903","dom",1,1,0
2019-03-18 00:00:00.000,2019,"mar",3,18,"mar 2019","201903","seg",1,2,1
2019-03-19 00:00:00.000,2019,"mar",3,19,"mar 2019","201903","ter",1,3,1
2019-03-20 00:00:00.000,2019,"mar",3,20,"mar 2019","201903","qua",1,4,1
2019-03-21 00:00:00.000,2019,"mar",3,21,"mar 2019","201903","qui",1,5,1
2019-03-22 00:00:00.000,2019,"mar",3,22,"mar 2019","201903","sex",1,6,1
2019-03-23 00:00:00.000,2019,"mar",3,23,"mar 2019","201903","sáb",1,7,0
2019-03-24 00:00:00.000,2019,"mar",3,24,"mar 2019","201903","dom",1,1,0
2019-03-25 00:00:00.000,2019,"mar",3,25,"mar 2019","201903","seg",1,2,1
2019-03-26 00:00:00.000,2019,"mar",3,26,"mar 2019","201903","ter",1,3,1
2019-03-27 00:00:00.000,2019,"mar",3,27,"mar 2019","201903","qua",1,4,1
2019-03-28 00:00:00.000,2019,"mar",3,28,"mar 2019","201903","qui",1,5,1
2019-03-29 00:00:00.000,2019,"mar",3,29,"mar 2019","201903","sex",1,6,1
2019-03-30 00:00:00.000,2019,"mar",3,30,"mar 2019","201903","sáb",1,7,0
2019-03-31 00:00:00.000,2019,"mar",3,31,"mar 2019","201903","dom",1,1,0
2019-04-01 00:00:00.000,2019,"abr",4,1,"abr 2019","201904","seg",1,2,1
2019-04-02 00:00:00.000,2019,"abr",4,2,"abr 2019","201904","ter",1,3,1
2019-04-03 00:00:00.000,2019,"abr",4,3,"abr 2019","201904","qua",1,4,1
2019-04-04 00:00:00.000,2019,"abr",4,4,"abr 2019","201904","qui",1,5,1
2019-04-05 00:00:00.000,2019,"abr",4,5,"abr 2019","201904","sex",1,6,1
2019-04-06 00:00:00.000,2019,"abr",4,6,"abr 2019","201904","sáb",1,7,0
2019-04-07 00:00:00.000,2019,"abr",4,7,"abr 2019","201904","dom",1,1,0
2019-04-08 00:00:00.000,2019,"abr",4,8,"abr 2019","201904","seg",1,2,1
2019-04-09 00:00:00.000,2019,"abr",4,9,"abr 2019","201904","ter",1,3,1
2019-04-10 00:00:00.000,2019,"abr",4,10,"abr 2019","201904","qua",1,4,1
2019-04-11 00:00:00.000,2019,"abr",4,11,"abr 2019","201904","qui",1,5,1
2019-04-12 00:00:00.000,2019,"abr",4,12,"abr 2019","201904","sex",1,6,1
2019-04-13 00:00:00.000,2019,"abr",4,13,"abr 2019","201904","sáb",1,7,0
2019-04-14 00:00:00.000,2019,"abr",4,14,"abr 2019","201904","dom",1,1,0
2019-04-15 00:00:00.000,2019,"abr",4,15,"abr 2019","201904","seg",1,2,1
2019-04-16 00:00:00.000,2019,"abr",4,16,"abr 2019","201904","ter",1,3,1
2019-04-17 00:00:00.000,2019,"abr",4,17,"abr 2019","201904","qua",1,4,1
2019-04-18 00:00:00.000,2019,"abr",4,18,"abr 2019","201904","qui",1,5,1
2019-04-19 00:00:00.000,2019,"abr",4,19,"abr 2019","201904","sex",1,6,0
2019-04-20 00:00:00.000,2019,"abr",4,20,"abr 2019","201904","sáb",1,7,0
2019-04-21 00:00:00.000,2019,"abr",4,21,"abr 2019","201904","dom",1,1,0
2019-04-22 00:00:00.000,2019,"abr",4,22,"abr 2019","201904","seg",1,2,1
2019-04-23 00:00:00.000,2019,"abr",4,23,"abr 2019","201904","ter",1,3,1
2019-04-24 00:00:00.000,2019,"abr",4,24,"abr 2019","201904","qua",1,4,1
2019-04-25 00:00:00.000,2019,"abr",4,25,"abr 2019","201904","qui",1,5,1
2019-04-26 00:00:00.000,2019,"abr",4,26,"abr 2019","201904","sex",1,6,1
2019-04-27 00:00:00.000,2019,"abr",4,27,"abr 2019","201904","sáb",1,7,0
2019-04-28 00:00:00.000,2019,"abr",4,28,"abr 2019","201904","dom",1,1,0
2019-04-29 00:00:00.000,2019,"abr",4,29,"abr 2019","201904","seg",1,2,1
2019-04-30 00:00:00.000,2019,"abr",4,30,"abr 2019","201904","ter",1,3,1
2019-05-01 00:00:00.000,2019,"mai",5,1,"mai 2019","201905","qua",1,4,0
2019-05-02 00:00:00.000,2019,"mai",5,2,"mai 2019","201905","qui",1,5,1
2019-05-03 00:00:00.000,2019,"mai",5,3,"mai 2019","201905","sex",1,6,1
2019-05-04 00:00:00.000,2019,"mai",5,4,"mai 2019","201905","sáb",1,7,0
2019-05-05 00:00:00.000,2019,"mai",5,5,"mai 2019","201905","dom",1,1,0
2019-05-06 00:00:00.000,2019,"mai",5,6,"mai 2019","201905","seg",1,2,1
2019-05-07 00:00:00.000,2019,"mai",5,7,"mai 2019","201905","ter",1,3,1
2019-05-08 00:00:00.000,2019,"mai",5,8,"mai 2019","201905","qua",1,4,1
2019-05-09 00:00:00.000,2019,"mai",5,9,"mai 2019","201905","qui",1,5,1
2019-05-10 00:00:00.000,2019,"mai",5,10,"mai 2019","201905","sex",1,6,1
2019-05-11 00:00:00.000,2019,"mai",5,11,"mai 2019","201905","sáb",1,7,0
2019-05-12 00:00:00.000,2019,"mai",5,12,"mai 2019","201905","dom",1,1,0
2019-05-13 00:00:00.000,2019,"mai",5,13,"mai 2019","201905","seg",1,2,1
2019-05-14 00:00:00.000,2019,"mai",5,14,"mai 2019","201905","ter",1,3,1
2019-05-15 00:00:00.000,2019,"mai",5,15,"mai 2019","201905","qua",1,4,1
2019-05-16 00:00:00.000,2019,"mai",5,16,"mai 2019","201905","qui",1,5,1
2019-05-17 00:00:00.000,2019,"mai",5,17,"mai 2019","201905","sex",1,6,1
2019-05-18 00:00:00.000,2019,"mai",5,18,"mai 2019","201905","sáb",1,7,0
2019-05-19 00:00:00.000,2019,"mai",5,19,"mai 2019","201905","dom",1,1,0
2019-05-20 00:00:00.000,2019,"mai",5,20,"mai 2019","201905","seg",1,2,1
2019-05-21 00:00:00.000,2019,"mai",5,21,"mai 2019","201905","ter",1,3,1
2019-05-22 00:00:00.000,2019,"mai",5,22,"mai 2019","201905","qua",1,4,1
2019-05-23 00:00:00.000,2019,"mai",5,23,"mai 2019","201905","qui",1,5,1
2019-05-24 00:00:00.000,2019,"mai",5,24,"mai 2019","201905","sex",1,6,1
2019-05-25 00:00:00.000,2019,"mai",5,25,"mai 2019","201905","sáb",1,7,0
2019-05-26 00:00:00.000,2019,"mai",5,26,"mai 2019","201905","dom",1,1,0
2019-05-27 00:00:00.000,2019,"mai",5,27,"mai 2019","201905","seg",1,2,1
2019-05-28 00:00:00.000,2019,"mai",5,28,"mai 2019","201905","ter",1,3,1
2019-05-29 00:00:00.000,2019,"mai",5,29,"mai 2019","201905","qua",1,4,1
2019-05-30 00:00:00.000,2019,"mai",5,30,"mai 2019","201905","qui",1,5,1
2019-05-31 00:00:00.000,2019,"mai",5,31,"mai 2019","201905","sex",1,6,1
2019-06-01 00:00:00.000,2019,"jun",6,1,"jun 2019","201906","sáb",1,7,0
2019-06-02 00:00:00.000,2019,"jun",6,2,"jun 2019","201906","dom",1,1,0
2019-06-03 00:00:00.000,2019,"jun",6,3,"jun 2019","201906","seg",1,2,1
2019-06-04 00:00:00.000,2019,"jun",6,4,"jun 2019","201906","ter",1,3,1
2019-06-05 00:00:00.000,2019,"jun",6,5,"jun 2019","201906","qua",1,4,1
2019-06-06 00:00:00.000,2019,"jun",6,6,"jun 2019","201906","qui",1,5,1
2019-06-07 00:00:00.000,2019,"jun",6,7,"jun 2019","201906","sex",1,6,1
2019-06-08 00:00:00.000,2019,"jun",6,8,"jun 2019","201906","sáb",1,7,0
2019-06-09 00:00:00.000,2019,"jun",6,9,"jun 2019","201906","dom",1,1,0
2019-06-10 00:00:00.000,2019,"jun",6,10,"jun 2019","201906","seg",1,2,1
2019-06-11 00:00:00.000,2019,"jun",6,11,"jun 2019","201906","ter",1,3,1
2019-06-12 00:00:00.000,2019,"jun",6,12,"jun 2019","201906","qua",1,4,1
2019-06-13 00:00:00.000,2019,"jun",6,13,"jun 2019","201906","qui",1,5,1
2019-06-14 00:00:00.000,2019,"jun",6,14,"jun 2019","201906","sex",1,6,1
2019-06-15 00:00:00.000,2019,"jun",6,15,"jun 2019","201906","sáb",1,7,0
2019-06-16 00:00:00.000,2019,"jun",6,16,"jun 2019","201906","dom",1,1,0
2019-06-17 00:00:00.000,2019,"jun",6,17,"jun 2019","201906","seg",1,2,1
2019-06-18 00:00:00.000,2019,"jun",6,18,"jun 2019","201906","ter",1,3,1
2019-06-19 00:00:00.000,2019,"jun",6,19,"jun 2019","201906","qua",1,4,1
2019-06-20 00:00:00.000,2019,"jun",6,20,"jun 2019","201906","qui",1,5,0
2019-06-21 00:00:00.000,2019,"jun",6,21,"jun 2019","201906","sex",1,6,1
2019-06-22 00:00:00.000,2019,"jun",6,22,"jun 2019","201906","sáb",1,7,0
2019-06-23 00:00:00.000,2019,"jun",6,23,"jun 2019","201906","dom",1,1,0
2019-06-24 00:00:00.000,2019,"jun",6,24,"jun 2019","201906","seg",1,2,1
2019-06-25 00:00:00.000,2019,"jun",6,25,"jun 2019","201906","ter",1,3,1
2019-06-26 00:00:00.000,2019,"jun",6,26,"jun 2019","201906","qua",1,4,1
2019-06-27 00:00:00.000,2019,"jun",6,27,"jun 2019","201906","qui",1,5,1
2019-06-28 00:00:00.000,2019,"jun",6,28,"jun 2019","201906","sex",1,6,1
2019-06-29 00:00:00.000,2019,"jun",6,29,"jun 2019","201906","sáb",1,7,0
2019-06-30 00:00:00.000,2019,"jun",6,30,"jun 2019","201906","dom",1,1,0
2019-07-01 00:00:00.000,2019,"jul",7,1,"jul 2019","201907","seg",1,2,1
2019-07-02 00:00:00.000,2019,"jul",7,2,"jul 2019","201907","ter",1,3,1
2019-07-03 00:00:00.000,2019,"jul",7,3,"jul 2019","201907","qua",1,4,1
2019-07-04 00:00:00.000,2019,"jul",7,4,"jul 2019","201907","qui",1,5,1
2019-07-05 00:00:00.000,2019,"jul",7,5,"jul 2019","201907","sex",1,6,1
2019-07-06 00:00:00.000,2019,"jul",7,6,"jul 2019","201907","sáb",1,7,0
2019-07-07 00:00:00.000,2019,"jul",7,7,"jul 2019","201907","dom",1,1,0
2019-07-08 00:00:00.000,2019,"jul",7,8,"jul 2019","201907","seg",1,2,1
2019-07-09 00:00:00.000,2019,"jul",7,9,"jul 2019","201907","ter",1,3,1
2019-07-10 00:00:00.000,2019,"jul",7,10,"jul 2019","201907","qua",1,4,1
2019-07-11 00:00:00.000,2019,"jul",7,11,"jul 2019","201907","qui",1,5,1
2019-07-12 00:00:00.000,2019,"jul",7,12,"jul 2019","201907","sex",1,6,1
2019-07-13 00:00:00.000,2019,"jul",7,13,"jul 2019","201907","sáb",1,7,0
2019-07-14 00:00:00.000,2019,"jul",7,14,"jul 2019","201907","dom",1,1,0
2019-07-15 00:00:00.000,2019,"jul",7,15,"jul 2019","201907","seg",1,2,1
2019-07-16 00:00:00.000,2019,"jul",7,16,"jul 2019","201907","ter",1,3,1
2019-07-17 00:00:00.000,2019,"jul",7,17,"jul 2019","201907","qua",1,4,1
2019-07-18 00:00:00.000,2019,"jul",7,18,"jul 2019","201907","qui",1,5,1
2019-07-19 00:00:00.000,2019,"jul",7,19,"jul 2019","201907","sex",1,6,1
2019-07-20 00:00:00.000,2019,"jul",7,20,"jul 2019","201907","sáb",1,7,0
2019-07-21 00:00:00.000,2019,"jul",7,21,"jul 2019","201907","dom",1,1,0
2019-07-22 00:00:00.000,2019,"jul",7,22,"jul 2019","201907","seg",1,2,1
2019-07-23 00:00:00.000,2019,"jul",7,23,"jul 2019","201907","ter",1,3,1
2019-07-24 00:00:00.000,2019,"jul",7,24,"jul 2019","201907","qua",1,4,1
2019-07-25 00:00:00.000,2019,"jul",7,25,"jul 2019","201907","qui",1,5,1
2019-07-26 00:00:00.000,2019,"jul",7,26,"jul 2019","201907","sex",1,6,1
2019-07-27 00:00:00.000,2019,"jul",7,27,"jul 2019","201907","sáb",1,7,0
2019-07-28 00:00:00.000,2019,"jul",7,28,"jul 2019","201907","dom",1,1,0
2019-07-29 00:00:00.000,2019,"jul",7,29,"jul 2019","201907","seg",1,2,1
2019-07-30 00:00:00.000,2019,"jul",7,30,"jul 2019","201907","ter",1,3,1
2019-07-31 00:00:00.000,2019,"jul",7,31,"jul 2019","201907","qua",1,4,1
2019-08-01 00:00:00.000,2019,"ago",8,1,"ago 2019","201908","qui",1,5,1
2019-08-02 00:00:00.000,2019,"ago",8,2,"ago 2019","201908","sex",1,6,1
2019-08-03 00:00:00.000,2019,"ago",8,3,"ago 2019","201908","sáb",1,7,0
2019-08-04 00:00:00.000,2019,"ago",8,4,"ago 2019","201908","dom",1,1,0
2019-08-05 00:00:00.000,2019,"ago",8,5,"ago 2019","201908","seg",1,2,1
2019-08-06 00:00:00.000,2019,"ago",8,6,"ago 2019","201908","ter",1,3,1
2019-08-07 00:00:00.000,2019,"ago",8,7,"ago 2019","201908","qua",1,4,1
2019-08-08 00:00:00.000,2019,"ago",8,8,"ago 2019","201908","qui",1,5,1
2019-08-09 00:00:00.000,2019,"ago",8,9,"ago 2019","201908","sex",1,6,1
2019-08-10 00:00:00.000,2019,"ago",8,10,"ago 2019","201908","sáb",1,7,0
2019-08-11 00:00:00.000,2019,"ago",8,11,"ago 2019","201908","dom",1,1,0
2019-08-12 00:00:00.000,2019,"ago",8,12,"ago 2019","201908","seg",1,2,1
2019-08-13 00:00:00.000,2019,"ago",8,13,"ago 2019","201908","ter",1,3,1
2019-08-14 00:00:00.000,2019,"ago",8,14,"ago 2019","201908","qua",1,4,1
2019-08-15 00:00:00.000,2019,"ago",8,15,"ago 2019","201908","qui",1,5,1
2019-08-16 00:00:00.000,2019,"ago",8,16,"ago 2019","201908","sex",1,6,1
2019-08-17 00:00:00.000,2019,"ago",8,17,"ago 2019","201908","sáb",1,7,0
2019-08-18 00:00:00.000,2019,"ago",8,18,"ago 2019","201908","dom",1,1,0
2019-08-19 00:00:00.000,2019,"ago",8,19,"ago 2019","201908","seg",1,2,1
2019-08-20 00:00:00.000,2019,"ago",8,20,"ago 2019","201908","ter",1,3,1
2019-08-21 00:00:00.000,2019,"ago",8,21,"ago 2019","201908","qua",1,4,1
2019-08-22 00:00:00.000,2019,"ago",8,22,"ago 2019","201908","qui",1,5,1
2019-08-23 00:00:00.000,2019,"ago",8,23,"ago 2019","201908","sex",1,6,1
2019-08-24 00:00:00.000,2019,"ago",8,24,"ago 2019","201908","sáb",1,7,0
2019-08-25 00:00:00.000,2019,"ago",8,25,"ago 2019","201908","dom",1,1,0
2019-08-26 00:00:00.000,2019,"ago",8,26,"ago 2019","201908","seg",1,2,1
2019-08-27 00:00:00.000,2019,"ago",8,27,"ago 2019","201908","ter",1,3,1
2019-08-28 00:00:00.000,2019,"ago",8,28,"ago 2019","201908","qua",1,4,1
2019-08-29 00:00:00.000,2019,"ago",8,29,"ago 2019","201908","qui",1,5,1
2019-08-30 00:00:00.000,2019,"ago",8,30,"ago 2019","201908","sex",1,6,1
2019-08-31 00:00:00.000,2019,"ago",8,31,"ago 2019","201908","sáb",1,7,0
2019-09-01 00:00:00.000,2019,"set",9,1,"set 2019","201909","dom",1,1,0
2019-09-02 00:00:00.000,2019,"set",9,2,"set 2019","201909","seg",1,2,1
2019-09-03 00:00:00.000,2019,"set",9,3,"set 2019","201909","ter",1,3,1
2019-09-04 00:00:00.000,2019,"set",9,4,"set 2019","201909","qua",1,4,1
2019-09-05 00:00:00.000,2019,"set",9,5,"set 2019","201909","qui",1,5,1
2019-09-06 00:00:00.000,2019,"set",9,6,"set 2019","201909","sex",1,6,1
2019-09-07 00:00:00.000,2019,"set",9,7,"set 2019","201909","sáb",1,7,0
2019-09-08 00:00:00.000,2019,"set",9,8,"set 2019","201909","dom",1,1,0
2019-09-09 00:00:00.000,2019,"set",9,9,"set 2019","201909","seg",1,2,1
