Zip,City,State,Region,District,Country,ZipCountry
"77488 CEDEX","Arrondissement de Provins","Île-de-France","","Seine-et-Marne","France","77488 CEDEX,France"
"77489 CEDEX","Arrondissement de Provins","Île-de-France","","Seine-et-Marne","France","77489 CEDEX,France"
"77510","Arrondissement de Provins","Île-de-France","","Seine-et-Marne","France","77510,France"
"77520","Arrondissement de Provins","Île-de-France","","Seine-et-Marne","France","77520,France"
"77540","Arrondissement de Provins","Île-de-France","","Seine-et-Marne","France","77540,France"
"77560","Arrondissement de Provins","Île-de-France","","Seine-et-Marne","France","77560,France"
"77570","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77570,France"
"77610","Arrondissement de Provins","Île-de-France","","Seine-et-Marne","France","77610,France"
"77620","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77620,France"
"77650","Arrondissement de Provins","Île-de-France","","Seine-et-Marne","France","77650,France"
"77670","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77670,France"
"77690","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77690,France"
"77710","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77710,France"
"77750","Arrondissement de Provins","Île-de-France","","Seine-et-Marne","France","77750,France"
"77760","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77760,France"
"77780","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77780,France"
"77791 CEDEX","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77791 CEDEX,France"
"77792 CEDEX","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77792 CEDEX,France"
"77793 CEDEX","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77793 CEDEX,France"
"77794 CEDEX","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77794 CEDEX,France"
"77795 CEDEX","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77795 CEDEX,France"
"77796 CEDEX","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77796 CEDEX,France"
"77798 CEDEX","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77798 CEDEX,France"
"77799 CEDEX","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77799 CEDEX,France"
"77810","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77810,France"
"77811 CEDEX","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77811 CEDEX,France"
"77813 CEDEX","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77813 CEDEX,France"
"77814 CEDEX","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77814 CEDEX,France"
"77815 CEDEX","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77815 CEDEX,France"
"77816 CEDEX","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77816 CEDEX,France"
"77817 CEDEX","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77817 CEDEX,France"
"77818 CEDEX","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77818 CEDEX,France"
"77819 CEDEX","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77819 CEDEX,France"
"77850","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77850,France"
"77870","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77870,France"
"77871 CEDEX","Arrondissement de Provins","Île-de-France","","Seine-et-Marne","France","77871 CEDEX,France"
"77872 CEDEX","Arrondissement de Provins","Île-de-France","","Seine-et-Marne","France","77872 CEDEX,France"
"77873 CEDEX","Arrondissement de Provins","Île-de-France","","Seine-et-Marne","France","77873 CEDEX,France"
"77875 CEDEX","Arrondissement de Provins","Île-de-France","","Seine-et-Marne","France","77875 CEDEX,France"
"77876 CEDEX","Arrondissement de Provins","Île-de-France","","Seine-et-Marne","France","77876 CEDEX,France"
"77879 CEDEX","Arrondissement de Provins","Île-de-France","","Seine-et-Marne","France","77879 CEDEX,France"
"77880","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77880,France"
"77890","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77890,France"
"77920","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77920,France"
"77940","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77940,France"
"77961 CEDEX","Arrondissement de Fontainebleau","Île-de-France","","Seine-et-Marne","France","77961 CEDEX,France"
"77970","Arrondissement de Provins","Île-de-France","","Seine-et-Marne","France","77970,France"
"77000","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77000,France"
"77001 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77001 CEDEX,France"
"77002 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77002 CEDEX,France"
"77003 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77003 CEDEX,France"
"77004 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77004 CEDEX,France"
"77005 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77005 CEDEX,France"
"77006 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77006 CEDEX,France"
"77007 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77007 CEDEX,France"
"77008 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77008 CEDEX,France"
"77009 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77009 CEDEX,France"
"77010 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77010 CEDEX,France"
"77011 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77011 CEDEX,France"
"77012 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77012 CEDEX,France"
"77013 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77013 CEDEX,France"
"77014 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77014 CEDEX,France"
"77015 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77015 CEDEX,France"
"77016 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77016 CEDEX,France"
"77017 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77017 CEDEX,France"
"77018 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77018 CEDEX,France"
"77019 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77019 CEDEX,France"
"77020 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77020 CEDEX,France"
"77021 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77021 CEDEX,France"
"77023 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77023 CEDEX,France"
"77024 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77024 CEDEX,France"
"77025 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77025 CEDEX,France"
"77026 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77026 CEDEX,France"
"77027 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77027 CEDEX,France"
"77028 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77028 CEDEX,France"
"77039 CEDEX 9","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77039 CEDEX 9,France"
"77050 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77050 CEDEX,France"
"77051 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77051 CEDEX,France"
"77052 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77052 CEDEX,France"
"77110 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77110 CEDEX,France"
"77111","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77111,France"
"77115","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77115,France"
"77127","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77127,France"
"77133","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77133,France"
"77150","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77150,France"
"77166","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77166,France"
"77170","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77170,France"
"77173","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77173,France"
"77176","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77176,France"
"77187 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77187 CEDEX,France"
"77190","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77190,France"
"77191 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77191 CEDEX,France"
"77192 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77192 CEDEX,France"
"77193 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77193 CEDEX,France"
"77194 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77194 CEDEX,France"
"77195 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77195 CEDEX,France"
"77196 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77196 CEDEX,France"
"77197 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77197 CEDEX,France"
"77198 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77198 CEDEX,France"
"77199 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77199 CEDEX,France"
"77220","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77220,France"
"77221 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77221 CEDEX,France"
"77222 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77222 CEDEX,France"
"77223 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77223 CEDEX,France"
"77224 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77224 CEDEX,France"
"77225 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77225 CEDEX,France"
"77229 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77229 CEDEX,France"
"77240","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77240,France"
"77241 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77241 CEDEX,France"
"77242 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77242 CEDEX,France"
"77243 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77243 CEDEX,France"
"77246 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77246 CEDEX,France"
"77247 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77247 CEDEX,France"
"77248 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77248 CEDEX,France"
"77249 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77249 CEDEX,France"
"77251 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77251 CEDEX,France"
"77252 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77252 CEDEX,France"
"77253 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77253 CEDEX,France"
"77254 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77254 CEDEX,France"
"77255 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77255 CEDEX,France"
"77257 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77257 CEDEX,France"
"77259 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77259 CEDEX,France"
"77266 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77266 CEDEX,France"
"77310","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77310,France"
"77350","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77350,France"
"77380","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77380,France"
"77381 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77381 CEDEX,France"
"77382 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77382 CEDEX,France"
"77384 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77384 CEDEX,France"
"77385 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77385 CEDEX,France"
"77388 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77388 CEDEX,France"
"77389 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77389 CEDEX,France"
"77390","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77390,France"
"77541 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77541 CEDEX,France"
"77542 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77542 CEDEX,France"
"77543 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77543 CEDEX,France"
"77544 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77544 CEDEX,France"
"77545 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77545 CEDEX,France"
"77546 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77546 CEDEX,France"
"77547 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77547 CEDEX,France"
"77548 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77548 CEDEX,France"
"77549 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77549 CEDEX,France"
"77550","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77550,France"
"77551 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77551 CEDEX,France"
"77552 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77552 CEDEX,France"
"77553 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77553 CEDEX,France"
"77554 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77554 CEDEX,France"
"77555 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77555 CEDEX,France"
"77556 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77556 CEDEX,France"
"77557 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77557 CEDEX,France"
"77558 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77558 CEDEX,France"
"77559 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77559 CEDEX,France"
"77561 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77561 CEDEX,France"
"77562 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77562 CEDEX,France"
"77563 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77563 CEDEX,France"
"77564 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77564 CEDEX,France"
"77565 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77565 CEDEX,France"
"77566 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77566 CEDEX,France"
"77567 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77567 CEDEX,France"
"77568 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77568 CEDEX,France"
"77569 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77569 CEDEX,France"
"77581 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77581 CEDEX,France"
"77582 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77582 CEDEX,France"
"77583 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77583 CEDEX,France"
"77585 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77585 CEDEX,France"
"77590","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77590,France"
"77630","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77630,France"
"77720","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77720,France"
"77721 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77721 CEDEX,France"
"77722 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77722 CEDEX,France"
"77723 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77723 CEDEX,France"
"77820","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77820,France"
"77830","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77830,France"
"77930","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77930,France"
"77931 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77931 CEDEX,France"
"77932 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77932 CEDEX,France"
"77933 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77933 CEDEX,France"
"77939 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77939 CEDEX,France"
"77950","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77950,France"
"77951 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77951 CEDEX,France"
"77981 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77981 CEDEX,France"
"77982 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77982 CEDEX,France"
"77983 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77983 CEDEX,France"
"77986 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77986 CEDEX,France"
"77989 CEDEX","Arrondissement de Melun","Île-de-France","","Seine-et-Marne","France","77989 CEDEX,France"
"91000","Arrondissement d'Évry","Île-de-France","","Essonne","France","91000,France"
"91001 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91001 CEDEX,France"
"91002 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91002 CEDEX,France"
"91003 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91003 CEDEX,France"
"91004 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91004 CEDEX,France"
"91005 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91005 CEDEX,France"
"91006 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91006 CEDEX,France"
"91007 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91007 CEDEX,France"
"91008 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91008 CEDEX,France"
"91009 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91009 CEDEX,France"
"91010 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91010 CEDEX,France"
"91011 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91011 CEDEX,France"
"91012 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91012 CEDEX,France"
"91013 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91013 CEDEX,France"
"91014 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91014 CEDEX,France"
"91015 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91015 CEDEX,France"
"91016 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91016 CEDEX,France"
"91017 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91017 CEDEX,France"
"91018 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91018 CEDEX,France"
"91019 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91019 CEDEX,France"
"91020 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91020 CEDEX,France"
"91021 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91021 CEDEX,France"
"91022 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91022 CEDEX,France"
"91023 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91023 CEDEX,France"
"91024 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91024 CEDEX,France"
"91025 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91025 CEDEX,France"
"91026 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91026 CEDEX,France"
"91027 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91027 CEDEX,France"
"91028 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91028 CEDEX,France"
"91029 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91029 CEDEX,France"
"91030 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91030 CEDEX,France"
"91031 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91031 CEDEX,France"
"91032 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91032 CEDEX,France"
"91033 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91033 CEDEX,France"
"91034 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91034 CEDEX,France"
"91035 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91035 CEDEX,France"
"91036 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91036 CEDEX,France"
"91037 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91037 CEDEX,France"
"91038 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91038 CEDEX,France"
"91039 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91039 CEDEX,France"
"91040 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91040 CEDEX,France"
"91041 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91041 CEDEX,France"
"91042 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91042 CEDEX,France"
"91043 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91043 CEDEX,France"
"91044 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91044 CEDEX,France"
"91045 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91045 CEDEX,France"
"91046 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91046 CEDEX,France"
"91047 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91047 CEDEX,France"
"91048 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91048 CEDEX,France"
"91049 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91049 CEDEX,France"
"91050 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91050 CEDEX,France"
"91051 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91051 CEDEX,France"
"91052 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91052 CEDEX,France"
"91053 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91053 CEDEX,France"
"91054 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91054 CEDEX,France"
"91055 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91055 CEDEX,France"
"91056 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91056 CEDEX,France"
"91057 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91057 CEDEX,France"
"91058 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91058 CEDEX,France"
"91059 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91059 CEDEX,France"
"91070","Arrondissement d'Évry","Île-de-France","","Essonne","France","91070,France"
"91071 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91071 CEDEX,France"
"91072 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91072 CEDEX,France"
"91074 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91074 CEDEX,France"
"91077 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91077 CEDEX,France"
"91078 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91078 CEDEX,France"
"91079 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91079 CEDEX,France"
"91080","Arrondissement d'Évry","Île-de-France","","Essonne","France","91080,France"
"91090","Arrondissement d'Évry","Île-de-France","","Essonne","France","91090,France"
"91097 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91097 CEDEX,France"
"91100","Arrondissement d'Évry","Île-de-France","","Essonne","France","91100,France"
"91101 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91101 CEDEX,France"
"91102 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91102 CEDEX,France"
"91103 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91103 CEDEX,France"
"91104 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91104 CEDEX,France"
"91105 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91105 CEDEX,France"
"91106 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91106 CEDEX,France"
"91107 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91107 CEDEX,France"
"91108 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91108 CEDEX,France"
"91109 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91109 CEDEX,France"
"91130","Arrondissement d'Évry","Île-de-France","","Essonne","France","91130,France"
"91131 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91131 CEDEX,France"
"91132 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91132 CEDEX,France"
"91133 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91133 CEDEX,France"
"91135 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91135 CEDEX,France"
"91136 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91136 CEDEX,France"
"91137 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91137 CEDEX,France"
"91170","Arrondissement d'Évry","Île-de-France","","Essonne","France","91170,France"
"91171 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91171 CEDEX,France"
"91172 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91172 CEDEX,France"
"91173 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91173 CEDEX,France"
"91174 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91174 CEDEX,France"
"91177 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91177 CEDEX,France"
"91178 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91178 CEDEX,France"
"91179 CEDEX","Arrondissement d'Évry","Île-de-France","","Essonne","France","91179 CEDEX,France"
"91210","Arrondissement d'Évry","Île-de-France","","Essonne","France","91210,France"
