id,pesid,data_inversa,dia_semana,horario,uf,br,km,municipio,elemento_transito,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,condicao_metereologica,tipo_pista,tracado_via,uso_solo,tipo_veiculo,tipo_envolvido,estado_fisico,sexo,ilesos,feridos_leves,feridos_graves,mortos,latitude,longitude
114332,249009,2018-02-26 00:00:00.000,segunda-feira,1899-12-30 14:50:00.000,MG,40,126,JOAO PINHEIRO,Homem,Ingestão de Álcool,Colisão lateral,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Reta,Urbano,Caminhão-trator,Condutor,Ileso,Masculino,1,0,0,0,-17.689611,-46.318035
75917,163984,2017-10-06 00:00:00.000,sexta-feira,1899-12-30 09:45:00.000,MG,381,936,EXTREMA,Homem,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Sol,Dupla,Curva,Rural,Caminhão-trator,Testemunha,Não Informado,Não Informado,0,0,0,0,-22.8102,-46.27975
181691,400918,2018-12-29 00:00:00.000,sábado,1899-12-30 09:55:00.000,MG,40,129,JOAO PINHEIRO,Homem,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Ignorado,Simples,Reta,Urbano,Automóvel,Passageiro,Ileso,Feminino,1,0,0,0,-17.703953,-46.294704
106862,232555,2018-01-28 00:00:00.000,domingo,1899-12-30 18:00:00.000,MG,262,391,FLORESTAL,Homem,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Céu Claro,Múltipla,Reta,Rural,Automóvel,Passageiro,Lesões Leves,Masculino,0,1,0,0,-19.90311157,-44.52917576
69512,150031,2017-09-11 00:00:00.000,segunda-feira,1899-12-30 17:30:00.000,MG,50,72,UBERLANDIA,Homem,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Anoitecer,Céu Claro,Dupla,Reta,Urbano,Automóvel,Condutor,Ileso,Masculino,1,0,0,0,-18.89518,-48.251090000000005
246894,551359,2019-11-03 00:00:00.000,domingo,1899-12-30 03:30:00.000,MG,116,560,MANHUACU,Homem,Ingestão de Álcool,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Céu Claro,Simples,Curva,Rural,Caminhonete,Condutor,Lesões Leves,Masculino,0,1,0,0,-20.03218591,-42.17438624
268172,598178,2020-02-09 00:00:00.000,domingo,1899-12-30 07:55:00.000,MG,381,487,BETIM,Homem,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Nublado,Dupla,Curva,Urbano,Automóvel,Passageiro,Lesões Leves,Masculino,0,1,0,0,-19.95586853,-44.14609501
15701,33892,2017-02-27 00:00:00.000,segunda-feira,1899-12-30 15:45:00.000,MG,381,439,SABARA,Homem,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Chuva,Simples,Não Informado,Rural,Automóvel,Passageiro,Ileso,Masculino,1,0,0,0,-19.79959509,-43.7598753
164567,360536,2018-10-10 00:00:00.000,quarta-feira,1899-12-30 11:25:00.000,MG,262,38,MANHUACU,Homem,Falta de Atenção à Condução,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Sol,Simples,Reta,Urbano,Motocicleta,Testemunha,Não Informado,Não Informado,0,0,0,0,-20.263067000000003,-42.036842
51308,109546,2017-07-03 00:00:00.000,segunda-feira,1899-12-30 12:00:00.000,MG,381,522,BRUMADINHO,Homem,Condutor Dormindo,Colisão traseira,Com Vítimas Feridas,Pleno dia,Céu Claro,Dupla,Curva,Rural,Automóvel,Condutor,Ileso,Masculino,1,0,0,0,-20.12074,-44.30229
206430,458136,2019-04-30 00:00:00.000,terça-feira,1899-12-30 05:50:00.000,MG,40,619,CONGONHAS,Via,Pista Escorregadia,Saída de leito carroçável,Sem Vítimas,Pleno dia,Céu Claro,Simples,Curva,Rural,Automóvel,Passageiro,Ileso,Masculino,1,0,0,0,-20.5787915,-43.80815689999999
110237,241714,2018-02-10 00:00:00.000,sábado,1899-12-30 15:00:00.000,MG,381,924,ITAPEVA,Homem,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Chuva,Dupla,Curva,Rural,Automóvel,Condutor,Lesões Leves,Masculino,0,1,0,0,-22.77295851,-46.19220542
92653,199722,2017-12-08 00:00:00.000,sexta-feira,1899-12-30 14:45:00.000,MG,354,735,POUSO ALTO,Via,Restrição de Visibilidade,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Reta,Urbano,Automóvel,Condutor,Ileso,Masculino,1,0,0,0,-22.19696,-44.97378
73579,160310,2017-09-28 00:00:00.000,quinta-feira,1899-12-30 08:00:00.000,MG,116,560,MANHUACU,Homem,Falta de Atenção à Condução,Tombamento,Sem Vítimas,Pleno dia,Céu Claro,Simples,Reta,Rural,Caminhão,Condutor,Ileso,Masculino,1,0,0,0,-20.03942,-42.17382
279326,623169,2020-04-11 00:00:00.000,sábado,1899-12-30 11:35:00.000,MG,381,426,CAETE,Homem,Velocidade Incompatível,Colisão frontal,Com Vítimas Feridas,Pleno dia,Nublado,Simples,Curva,Rural,Caminhão-trator,Condutor,Ileso,Masculino,1,0,0,0,-19.78544186,-43.66876602
289645,645766,2020-06-12 00:00:00.000,sexta-feira,1899-12-30 16:25:00.000,MG,40,477,SETE LAGOAS,Homem,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Céu Claro,Múltipla,Reta,Urbano,Automóvel,Passageiro,Lesões Leves,Feminino,0,1,0,0,-19.52848686,-44.25950083
91836,199456,2017-12-05 00:00:00.000,terça-feira,1899-12-30 15:40:00.000,MG,262,677,ARAXA,Homem,Velocidade Incompatível,Saída de leito carroçável,Sem Vítimas,Pleno dia,Chuva,Simples,Curva,Rural,Automóvel,Condutor,Ileso,Masculino,1,0,0,0,-19.594,-46.941
5466,12112,2017-01-21 00:00:00.000,sábado,1899-12-30 00:40:00.000,MG,40,824,SIMAO PEREIRA,Homem,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Plena Noite,Céu Claro,Dupla,Curva,Rural,Caminhão-trator,Condutor,Ileso,Masculino,1,0,0,0,-21.98820336,-43.28398565
