DATEKEY,YEAR,QUARTER,MONTH,UNIQUE_CARRIER,ORIGIN,DEST,PASSENGERS,FREIGHT_KG,MAIL_COUNT,DISTANCE_KM,FLIGHTCOUNT
2019-04-30 00:00:00.000,2019,2,4,"UA","TGU","PHL",0,0,0,1920,1
2019-12-31 00:00:00.000,2019,4,12,"UA","UIO","CLL",0,0,0,2418,1
2019-11-30 00:00:00.000,2019,4,11,"UA","UVF","RSW",0,0,0,1609,1
2019-01-31 00:00:00.000,2019,1,1,"UA","YEG","ANC",0,0,0,1447,1
2019-06-30 00:00:00.000,2019,2,6,"UA","YEG","SAT",0,0,0,1810,1
2019-07-31 00:00:00.000,2019,3,7,"UA","YHZ","IAD",0,0,0,826,1
2019-07-31 00:00:00.000,2019,3,7,"UA","YVR","BZN",0,0,0,610,1
2019-05-31 00:00:00.000,2019,2,5,"UA","YVR","GJT",0,0,0,1004,1
2019-06-30 00:00:00.000,2019,2,6,"UA","YVR","JAC",0,0,0,708,1
2019-08-31 00:00:00.000,2019,3,8,"UA","YVR","JAC",0,0,0,708,1
2019-07-31 00:00:00.000,2019,3,7,"UA","YVR","PDX",0,0,0,251,1
2019-12-31 00:00:00.000,2019,4,12,"UA","YYC","CLE",0,0,0,1663,1
2019-10-31 00:00:00.000,2019,4,10,"UA","YYC","CMH",0,0,0,1677,1
2019-07-31 00:00:00.000,2019,3,7,"UA","YYC","SEA",0,0,0,453,1
2019-01-31 00:00:00.000,2019,1,1,"UA","YYR","EWR",0,0,0,1083,1
2019-09-30 00:00:00.000,2019,3,9,"UA","YYZ","COS",0,0,0,1343,1
2019-10-31 00:00:00.000,2019,4,10,"UA","YYZ","CVG",0,0,0,413,1
2019-04-30 00:00:00.000,2019,2,4,"UA","YYZ","DCA",0,0,0,359,1
2019-12-31 00:00:00.000,2019,4,12,"UA","YYZ","IAD",0,0,0,345,1
2019-09-30 00:00:00.000,2019,3,9,"UA","YYZ","LGA",0,0,0,357,1
2019-03-31 00:00:00.000,2019,1,3,"UA","YYZ","MEM",0,0,0,812,1
2019-10-31 00:00:00.000,2019,4,10,"UA","YYZ","MSP",0,0,0,678,1
2019-10-31 00:00:00.000,2019,4,10,"UA","YYZ","SYR",0,0,0,182,1
2019-05-31 00:00:00.000,2019,2,5,"UA","ZRH","MDT",0,0,0,4075,1
2019-03-31 00:00:00.000,2019,1,3,"UA","ANU","MIA",0,0,0,1330,1
2019-01-31 00:00:00.000,2019,1,1,"UA","ATL","PVR",0,0,0,1557,1
2019-01-31 00:00:00.000,2019,1,1,"UA","AUA","BUF",0,0,0,2160,1
2019-11-30 00:00:00.000,2019,4,11,"UA","AUA","MCO",0,0,0,1316,1
2019-10-31 00:00:00.000,2019,4,10,"UA","AUS","POS",0,0,0,2696,1
2019-12-31 00:00:00.000,2019,4,12,"UA","BWI","PVR",0,0,0,2121,1
2019-11-30 00:00:00.000,2019,4,11,"UA","BWI","YYZ",0,0,0,347,1
2019-01-31 00:00:00.000,2019,1,1,"UA","BZE","BUF",0,0,0,1838,1
2019-11-30 00:00:00.000,2019,4,11,"UA","CDG","BGR",0,0,0,3265,1
2019-03-31 00:00:00.000,2019,1,3,"UA","CHS","POS",0,0,0,1942,1
2019-03-31 00:00:00.000,2019,1,3,"UA","CLE","PTY",0,0,0,2231,1
2019-02-28 00:00:00.000,2019,1,2,"UA","CLT","CUN",0,0,0,1040,1
2019-02-28 00:00:00.000,2019,1,2,"UA","CLT","LIR",0,0,0,1719,1
2019-03-31 00:00:00.000,2019,1,3,"UA","CUN","BUF",0,0,0,1581,1
2019-03-31 00:00:00.000,2019,1,3,"UA","CUN","BZN",0,0,0,2190,1
2019-02-28 00:00:00.000,2019,1,2,"UA","CUN","CLT",0,0,0,1040,1
2019-02-28 00:00:00.000,2019,1,2,"UA","CUN","DTW",0,0,0,1473,1
2019-02-28 00:00:00.000,2019,1,2,"UA","CUN","LAS",0,0,0,1996,1
2019-03-31 00:00:00.000,2019,1,3,"UA","CUN","LGA",0,0,0,1559,1
2019-12-31 00:00:00.000,2019,4,12,"UA","CZM","RSW",0,0,0,528,1
2019-07-31 00:00:00.000,2019,3,7,"UA","DUB","BWI",0,0,0,3362,1
2019-05-31 00:00:00.000,2019,2,5,"UA","DUB","MKE",0,0,0,3629,1
2019-10-31 00:00:00.000,2019,4,10,"UA","EDI","BGR",0,0,0,2877,1
2019-09-30 00:00:00.000,2019,3,9,"UA","EWR","LIR",0,0,0,2186,1
2019-12-31 00:00:00.000,2019,4,12,"UA","GRR","SJD",0,0,0,1941,1
2019-05-31 00:00:00.000,2019,2,5,"UA","HKG","RFD",0,0,0,7756,1
2019-11-30 00:00:00.000,2019,4,11,"UA","IAD","BDA",0,0,0,849,1
2019-10-31 00:00:00.000,2019,4,10,"UA","IAH","MZT",0,0,0,823,1
2019-08-31 00:00:00.000,2019,3,8,"UA","IND","YYC",0,0,0,1548,1
2019-06-30 00:00:00.000,2019,2,6,"UA","LGA","YYZ",0,0,0,357,1
2019-12-31 00:00:00.000,2019,4,12,"UA","LIR","SAT",0,0,0,1547,1
2019-12-31 00:00:00.000,2019,4,12,"UA","MAO","IAH",0,0,0,3255,1
2019-12-31 00:00:00.000,2019,4,12,"UA","MBJ","CLT",0,0,0,1165,1
2019-01-31 00:00:00.000,2019,1,1,"UA","MBJ","IND",0,0,0,1545,1
2019-12-31 00:00:00.000,2019,4,12,"UA","MBJ","RDU",0,0,0,1197,1
2019-12-31 00:00:00.000,2019,4,12,"UA","MDT","PVR",0,0,0,2151,1
2019-03-31 00:00:00.000,2019,1,3,"UA","MEX","HDN",0,0,0,1528,1
2019-12-31 00:00:00.000,2019,4,12,"UA","MIA","PTY",0,0,0,1152,1
2019-12-31 00:00:00.000,2019,4,12,"UA","MSY","GDL",0,0,0,1044,1
2019-07-31 00:00:00.000,2019,3,7,"UA","MXP","SWF",0,0,0,3975,1
2019-12-31 00:00:00.000,2019,4,12,"UA","NAS","MIA",0,0,0,184,1
2019-01-31 00:00:00.000,2019,1,1,"UA","NAS","RSW",0,0,0,286,1
2019-07-31 00:00:00.000,2019,3,7,"UA","OKC","POS",0,0,0,2845,1
2019-01-31 00:00:00.000,2019,1,1,"UA","ORD","YEG",0,0,0,1420,1
2019-09-30 00:00:00.000,2019,3,9,"UA","ORF","YYZ",0,0,0,502,1
2019-10-31 00:00:00.000,2019,4,10,"UA","PHX","POS",0,0,0,3567,1
2019-11-30 00:00:00.000,2019,4,11,"UA","PIT","PVR",0,0,0,2008,1
2019-10-31 00:00:00.000,2019,4,10,"UA","POS","CLL",0,0,0,2635,1
2019-12-31 00:00:00.000,2019,4,12,"UA","POS","PHL",0,0,0,2189,1
2019-07-31 00:00:00.000,2019,3,7,"UA","POS","TPA",0,0,0,1823,1
2019-10-31 00:00:00.000,2019,4,10,"UA","PTY","LCH",0,0,0,1702,1
2019-01-31 00:00:00.000,2019,1,1,"UA","PVD","CUN",0,0,0,1686,1
2019-05-31 00:00:00.000,2019,2,5,"UA","PVG","CLE",0,0,0,7216,1
2019-07-31 00:00:00.000,2019,3,7,"UA","PVG","IAD",0,0,0,7452,1
2019-08-31 00:00:00.000,2019,3,8,"UA","PVR","ABQ",0,0,0,992,1
2019-10-31 00:00:00.000,2019,4,10,"UA","PVR","ABQ",0,0,0,992,1
2019-12-31 00:00:00.000,2019,4,12,"UA","PVR","BWI",0,0,0,2121,1
2019-08-31 00:00:00.000,2019,3,8,"UA","PVR","CMH",0,0,0,1875,1
2019-01-31 00:00:00.000,2019,1,1,"UA","PVR","DTW",0,0,0,1956,1
2019-12-31 00:00:00.000,2019,4,12,"UA","PVR","ICT",0,0,0,1259,1
2019-10-31 00:00:00.000,2019,4,10,"UA","PVR","RDU",0,0,0,1913,1
2019-10-31 00:00:00.000,2019,4,10,"UA","RDU","PVR",0,0,0,1913,1
2019-05-31 00:00:00.000,2019,2,5,"UA","SCL","SAT",0,0,0,4691,1
2019-03-31 00:00:00.000,2019,1,3,"UA","SIN","HNL",0,0,0,6711,1
2019-12-31 00:00:00.000,2019,4,12,"UA","SJD","AUS",0,0,0,888,1
2019-12-31 00:00:00.000,2019,4,12,"UA","SJD","CID",0,0,0,1657,1
2019-05-31 00:00:00.000,2019,2,5,"UA","SJD","DTW",0,0,0,2006,1
2019-11-30 00:00:00.000,2019,4,11,"UA","SJD","PIT",0,0,0,2090,1
2019-07-31 00:00:00.000,2019,3,7,"UA","SJO","AUS",0,0,0,1639,1
2019-07-31 00:00:00.000,2019,3,7,"UA","SJO","IAD",0,0,0,2036,1
2019-06-30 00:00:00.000,2019,2,6,"UA","SJO","PHL",0,0,0,2130,1
2019-08-31 00:00:00.000,2019,3,8,"UA","SLC","LHR",0,0,0,4867,1
2019-05-31 00:00:00.000,2019,2,5,"UA","STI","IAD",0,0,0,1407,1
2019-07-31 00:00:00.000,2019,3,7,"UA","STI","IAD",0,0,0,1407,1
2019-05-31 00:00:00.000,2019,2,5,"UA","TLV","BOS",0,0,0,5492,1
2019-12-31 00:00:00.000,2019,4,12,"UA","YFB","SFO",0,0,0,2841,1
2019-10-31 00:00:00.000,2019,4,10,"UA","YVR","BOS",0,0,0,2514,1
2019-05-31 00:00:00.000,2019,2,5,"UA","YVR","DFW",0,0,0,1754,1
2019-06-30 00:00:00.000,2019,2,6,"UA","YVR","DSM",0,0,0,1520,1
2019-06-30 00:00:00.000,2019,2,6,"UA","YVR","MSP",0,0,0,1436,1
2019-06-30 00:00:00.000,2019,2,6,"UA","YYC","CMH",0,0,0,1677,1
2019-08-31 00:00:00.000,2019,3,8,"UA","YYC","CMH",0,0,0,1677,1
2019-06-30 00:00:00.000,2019,2,6,"UA","YYC","CYS",0,0,0,817,1
2019-08-31 00:00:00.000,2019,3,8,"UA","YYC","SAT",0,0,0,1693,1
2019-03-31 00:00:00.000,2019,1,3,"UA","YYC","SFO",0,0,0,1019,1
2019-03-31 00:00:00.000,2019,1,3,"UA","YYZ","ATL",0,0,0,739,1
2019-01-31 00:00:00.000,2019,1,1,"UA","YYZ","DCA",0,0,0,359,1
2019-04-30 00:00:00.000,2019,2,4,"UA","YYZ","DSM",0,0,0,730,1
2019-10-31 00:00:00.000,2019,4,10,"UA","YYZ","MFE",0,0,0,1596,1
2019-12-31 00:00:00.000,2019,4,12,"UA","YYZ","RDU",0,0,0,540,1
2020-02-29 00:00:00.000,2020,1,2,"UA","BNA","PVR",0,0,0,1547,1
2020-02-29 00:00:00.000,2020,1,2,"UA","MUC","BGR",0,0,0,3664,1
2020-02-29 00:00:00.000,2020,1,2,"UA","TLV","SMF",0,0,0,7337,1
2020-02-29 00:00:00.000,2020,1,2,"UA","IAD","LGW",0,0,0,3695,1
2020-02-29 00:00:00.000,2020,1,2,"UA","PHX","MBJ",0,0,0,2343,1
2020-02-29 00:00:00.000,2020,1,2,"UA","CZM","ROC",0,0,0,1647,1
2020-02-29 00:00:00.000,2020,1,2,"UA","SNN","EWR",0,0,0,3095,1
2020-02-29 00:00:00.000,2020,1,2,"UA","YYZ","BOS",0,0,0,446,1
2020-02-29 00:00:00.000,2020,1,2,"UA","SAN","SJD",0,0,0,802,1
2020-02-29 00:00:00.000,2020,1,2,"UA","SJD","BNA",0,0,0,1643,1
2020-02-29 00:00:00.000,2020,1,2,"UA","SJD","OMA",0,0,0,1486,1
2020-02-29 00:00:00.000,2020,1,2,"UA","SXM","PHX",0,0,0,3195,1
2020-02-29 00:00:00.000,2020,1,2,"UA","YYC","CLE",0,0,0,1663,1
2020-02-29 00:00:00.000,2020,1,2,"UA","YYZ","PDX",0,0,0,2097,1
2020-02-29 00:00:00.000,2020,1,2,"UA","EWR","BHX",0,0,0,3392,1
2020-02-29 00:00:00.000,2020,1,2,"UA","ORD","GIG",0,0,0,5293,1
2020-02-29 00:00:00.000,2020,1,2,"UA","SIN","HNL",0,0,0,6711,1
2020-02-29 00:00:00.000,2020,1,2,"UA","CZM","LAS",0,0,0,2015,1
2020-02-29 00:00:00.000,2020,1,2,"UA","JAX","PVR",0,0,0,1614,1
2020-02-29 00:00:00.000,2020,1,2,"UA","PVR","JAX",0,0,0,1614,1
2020-02-29 00:00:00.000,2020,1,2,"UA","DAB","NAS",0,0,0,361,1
2020-02-29 00:00:00.000,2020,1,2,"UA","DEN","NAS",0,0,0,1877,1
2020-02-29 00:00:00.000,2020,1,2,"UA","PIT","PVR",0,0,0,2008,1
2020-02-29 00:00:00.000,2020,1,2,"UA","SRQ","PTY",0,0,0,1277,1
2020-02-29 00:00:00.000,2020,1,2,"UA","NAS","PHX",0,0,0,2154,1
2020-02-29 00:00:00.000,2020,1,2,"UA","SAP","AUS",0,0,0,1188,1
2020-02-29 00:00:00.000,2020,1,2,"UA","BRU","BOS",0,0,0,3481,1
2020-02-29 00:00:00.000,2020,1,2,"UA","LGA","YYZ",0,0,0,357,1
2020-02-29 00:00:00.000,2020,1,2,"UA","ORD","SAP",0,0,0,1827,1
2020-02-29 00:00:00.000,2020,1,2,"UA","SAP","DSM",0,0,0,1829,1
2020-01-31 00:00:00.000,2020,1,1,"UA","GUA","PDX",0,0,0,2836,1
2020-01-31 00:00:00.000,2020,1,1,"UA","ILM","AUA",0,0,0,1578,1
2020-01-31 00:00:00.000,2020,1,1,"UA","LGA","POS",0,0,0,2215,1
2020-01-31 00:00:00.000,2020,1,1,"UA","LGA","YYZ",0,0,0,357,1
2020-01-31 00:00:00.000,2020,1,1,"UA","MBJ","CLT",0,0,0,1165,1
2020-01-31 00:00:00.000,2020,1,1,"UA","MUC","DEN",0,0,0,5225,1
2020-01-31 00:00:00.000,2020,1,1,"UA","NAS","DSM",0,0,0,1468,1
2020-01-31 00:00:00.000,2020,1,1,"UA","NAS","PHL",0,0,0,1030,1
2020-01-31 00:00:00.000,2020,1,1,"UA","PHX","YYZ",0,0,0,1876,1
2020-01-31 00:00:00.000,2020,1,1,"UA","SAP","ATL",0,0,0,1271,1
2020-01-31 00:00:00.000,2020,1,1,"UA","SJD","JAX",0,0,0,1798,1
2020-01-31 00:00:00.000,2020,1,1,"UA","YYC","CLE",0,0,0,1663,1
2020-01-31 00:00:00.000,2020,1,1,"UA","YYZ","LAS",0,0,0,1943,1
2020-01-31 00:00:00.000,2020,1,1,"UA","YYZ","LGA",0,0,0,357,1
2020-01-31 00:00:00.000,2020,1,1,"UA","ATL","MBJ",0,0,0,1117,1
2020-01-31 00:00:00.000,2020,1,1,"UA","BUF","MBJ",0,0,0,1684,1
2020-01-31 00:00:00.000,2020,1,1,"UA","DEL","HNL",0,0,0,7416,1
2020-01-31 00:00:00.000,2020,1,1,"UA","FLL","SJD",0,0,0,1868,1
2020-01-31 00:00:00.000,2020,1,1,"UA","MBJ","TUL",0,0,0,1639,1
2020-01-31 00:00:00.000,2020,1,1,"UA","NAS","MCO",0,0,0,333,1
2020-01-31 00:00:00.000,2020,1,1,"UA","NAS","SFO",0,0,0,2765,1
2020-01-31 00:00:00.000,2020,1,1,"UA","DTW","MBJ",0,0,0,1664,1
2020-01-31 00:00:00.000,2020,1,1,"UA","GCM","BUF",0,0,0,1636,1
2020-01-31 00:00:00.000,2020,1,1,"UA","LAX","PTY",0,0,0,3010,1
2020-01-31 00:00:00.000,2020,1,1,"UA","MSN","PVR",0,0,0,1801,1
2020-01-31 00:00:00.000,2020,1,1,"UA","NAS","PIT",0,0,0,1077,1
2020-01-31 00:00:00.000,2020,1,1,"UA","ORF","PVR",0,0,0,2073,1
2020-01-31 00:00:00.000,2020,1,1,"UA","PHX","GCM",0,0,0,2124,1
2020-01-31 00:00:00.000,2020,1,1,"UA","SAN","SJD",0,0,0,802,1
2020-01-31 00:00:00.000,2020,1,1,"UA","SIN","HNL",0,0,0,6711,1
2020-01-31 00:00:00.000,2020,1,1,"UA","SXM","MIA",0,0,0,1224,1
2020-01-31 00:00:00.000,2020,1,1,"UA","PLS","IND",0,0,0,1487,1
2020-01-31 00:00:00.000,2020,1,1,"UA","PUJ","CLE",0,0,0,1764,1
2020-01-31 00:00:00.000,2020,1,1,"UA","PVR","BWI",0,0,0,2121,1
2020-01-31 00:00:00.000,2020,1,1,"UA","PVR","MIA",0,0,0,1623,1
2020-01-31 00:00:00.000,2020,1,1,"UA","SEA","YVR",0,0,0,127,1
2020-01-31 00:00:00.000,2020,1,1,"UA","SJD","CLE",0,0,0,2044,1
2020-01-31 00:00:00.000,2020,1,1,"UA","YYZ","RDU",0,0,0,540,1
2020-01-31 00:00:00.000,2020,1,1,"UA","ANU","SRQ",0,0,0,1502,1
2020-01-31 00:00:00.000,2020,1,1,"UA","BGR","AMS",0,0,0,3267,1
2020-01-31 00:00:00.000,2020,1,1,"UA","CRP","PUJ",0,0,0,1953,1
2020-01-31 00:00:00.000,2020,1,1,"UA","CVG","MBJ",0,0,0,1472,1
2020-01-31 00:00:00.000,2020,1,1,"UA","EWR","AMD",0,0,0,7554,1
2020-01-31 00:00:00.000,2020,1,1,"UA","EWR","CLO",0,0,0,2560,1
2020-01-31 00:00:00.000,2020,1,1,"UA","KEF","LAX",0,0,0,4313,1
2020-01-31 00:00:00.000,2020,1,1,"UA","LAX","CBR",0,0,0,7631,1
2020-01-31 00:00:00.000,2020,1,1,"UA","YFB","SFO",0,0,0,2841,1
2020-01-31 00:00:00.000,2020,1,1,"UA","BZE","CLE",0,0,0,1688,1
2020-01-31 00:00:00.000,2020,1,1,"UA","CMH","MBJ",0,0,0,1510,1
2020-01-31 00:00:00.000,2020,1,1,"UA","DEN","PTY",0,0,0,2631,1
2020-01-31 00:00:00.000,2020,1,1,"UA","DTW","NAS",0,0,0,1230,1
2020-01-31 00:00:00.000,2020,1,1,"UA","HND","HNL",0,0,0,3853,1
2020-01-31 00:00:00.000,2020,1,1,"UA","IAH","SNN",0,0,0,4466,1
2020-01-31 00:00:00.000,2020,1,1,"UA","MID","AUS",0,0,0,810,1
2020-01-31 00:00:00.000,2020,1,1,"UA","PHL","PVR",0,0,0,2211,1
2020-01-31 00:00:00.000,2020,1,1,"UA","PVR","BNA",0,0,0,1547,1
2020-01-31 00:00:00.000,2020,1,1,"UA","RAP","SJD",0,0,0,1489,1
2020-01-31 00:00:00.000,2020,1,1,"UA","YYZ","EWR",0,0,0,348,1
2020-01-31 00:00:00.000,2020,1,1,"UA","BOI","PVR",0,0,0,1699,1
2020-01-31 00:00:00.000,2020,1,1,"UA","CUN","CLE",0,0,0,1434,1
2020-01-31 00:00:00.000,2020,1,1,"UA","CUN","IND",0,0,0,1287,1
2020-01-31 00:00:00.000,2020,1,1,"UA","IAH","AKL",0,0,0,7415,1
2020-01-31 00:00:00.000,2020,1,1,"UA","POS","FLL",0,0,0,1627,1
2020-01-31 00:00:00.000,2020,1,1,"UA","PVG","DEN",0,0,0,6713,1
2020-01-31 00:00:00.000,2020,1,1,"UA","RSW","PVR",0,0,0,1541,1
2020-01-31 00:00:00.000,2020,1,1,"UA","SEA","YYZ",0,0,0,2061,1
2020-01-31 00:00:00.000,2020,1,1,"UA","YYC","DFW",0,0,0,1523,1
2020-01-31 00:00:00.000,2020,1,1,"UA","ZIH","PHL",0,0,0,2194,1
2020-01-31 00:00:00.000,2020,1,1,"UA","FRA","BGR",0,0,0,3480,1
2020-01-31 00:00:00.000,2020,1,1,"UA","IAD","YYZ",0,0,0,345,1
2020-01-31 00:00:00.000,2020,1,1,"UA","JAX","PVR",0,0,0,1614,1
2020-01-31 00:00:00.000,2020,1,1,"UA","LHR","DTW",0,0,0,3766,1
2020-01-31 00:00:00.000,2020,1,1,"UA","MBJ","DEN",0,0,0,2170,1
2020-01-31 00:00:00.000,2020,1,1,"UA","PVR","JAX",0,0,0,1614,1
2020-01-31 00:00:00.000,2020,1,1,"UA","SJD","MCO",0,0,0,1803,1
2020-01-31 00:00:00.000,2020,1,1,"UA","SJO","CLE",0,0,0,2168,1
2020-01-31 00:00:00.000,2020,1,1,"UA","TPA","SXM",0,0,0,1411,1
2020-01-31 00:00:00.000,2020,1,1,"UA","AUS","NAS",0,0,0,1287,1
2020-01-31 00:00:00.000,2020,1,1,"UA","DTW","PVR",0,0,0,1956,1
2020-01-31 00:00:00.000,2020,1,1,"UA","MBJ","SLC",0,0,0,2534,1
2020-01-31 00:00:00.000,2020,1,1,"UA","MCO","MBJ",0,0,0,716,1
2020-01-31 00:00:00.000,2020,1,1,"UA","NAS","PHX",0,0,0,2154,1
2020-01-31 00:00:00.000,2020,1,1,"UA","PTY","AUS",0,0,0,1873,1
2020-01-31 00:00:00.000,2020,1,1,"UA","SJD","BUR",0,0,0,923,1
2020-01-31 00:00:00.000,2020,1,1,"UA","SJD","CLT",0,0,0,1918,1
2020-01-31 00:00:00.000,2020,1,1,"UA","SYR","ANU",0,0,0,1977,1
2020-01-31 00:00:00.000,2020,1,1,"UA","YFB","DEN",0,0,0,2207,1
2020-01-31 00:00:00.000,2020,1,1,"UA","YVR","BOS",0,0,0,2514,1
2020-01-31 00:00:00.000,2020,1,1,"UA","YYZ","MIA",0,0,0,1233,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","ANU","TEB",0,0,0,1790,1
2019-05-31 00:00:00.000,2019,2,5,"27Q","BDL","UVF",0,0,0,2066,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","IND","YUL",0,0,0,752,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","MDW","YVR",0,0,0,1777,1
2019-05-31 00:00:00.000,2019,2,5,"27Q","AXA","PWK",0,0,0,2202,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","BGI","MIA",0,0,0,1611,1
2019-06-30 00:00:00.000,2019,2,6,"27Q","BDL","YYC",0,0,0,2039,1
2019-12-31 00:00:00.000,2019,4,12,"27Q","BGI","MIA",0,0,0,1611,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","BQK","NAS",0,0,0,493,1
2019-08-31 00:00:00.000,2019,3,8,"27Q","BTV","DUB",0,0,0,2990,1
2019-05-31 00:00:00.000,2019,2,5,"27Q","HYA","PLS",0,0,0,1376,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","MHH","SAV",0,0,0,460,1
2019-12-31 00:00:00.000,2019,4,12,"27Q","MIA","YUL",0,0,0,1404,1
2019-06-30 00:00:00.000,2019,2,6,"27Q","ONT","YVR",0,0,0,1083,1
2019-07-31 00:00:00.000,2019,3,7,"27Q","ORL","YYC",0,0,0,2300,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","AIK","NAS",0,0,0,645,1
2019-06-30 00:00:00.000,2019,2,6,"27Q","PDK","YYJ",0,0,0,2245,1
2019-05-31 00:00:00.000,2019,2,5,"27Q","PLS","OMA",0,0,0,1925,1
2019-09-30 00:00:00.000,2019,3,9,"27Q","SJO","MIA",0,0,0,1117,1
2019-06-30 00:00:00.000,2019,2,6,"27Q","YUL","CMH",0,0,0,599,1
2019-08-31 00:00:00.000,2019,3,8,"27Q","YUL","CMH",0,0,0,599,1
2019-08-31 00:00:00.000,2019,3,8,"27Q","YUL","ORD",0,0,0,748,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","YUL","SAN",0,0,0,2460,1
2019-05-31 00:00:00.000,2019,2,5,"27Q","YVR","SFO",0,0,0,800,1
2019-05-31 00:00:00.000,2019,2,5,"27Q","YYC","BTV",0,0,0,1930,1
2019-05-31 00:00:00.000,2019,2,5,"27Q","YYZ","BDL",0,0,0,373,1
2019-06-30 00:00:00.000,2019,2,6,"27Q","YYZ","FOK",0,0,0,408,1
2019-10-31 00:00:00.000,2019,4,10,"27Q","QRO","TEB",0,0,0,2073,1
2019-05-31 00:00:00.000,2019,2,5,"27Q","SFO","PVR",0,0,0,1554,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","SXM","MIA",0,0,0,1224,1
2019-08-31 00:00:00.000,2019,3,8,"27Q","YUL","TEB",0,0,0,319,1
2019-05-31 00:00:00.000,2019,2,5,"27Q","NAS","CMH",0,0,0,1078,1
2019-12-31 00:00:00.000,2019,4,12,"27Q","NAS","TTN",0,0,0,1061,1
2019-07-31 00:00:00.000,2019,3,7,"27Q","SAN","PVR",0,0,0,1109,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","SJD","SAN",0,0,0,802,1
2019-11-30 00:00:00.000,2019,4,11,"27Q","SJO","GSP",0,0,0,1718,1
2019-08-31 00:00:00.000,2019,3,8,"27Q","TEB","YQT",0,0,0,912,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","TEB","YUL",0,0,0,319,1
2019-08-31 00:00:00.000,2019,3,8,"27Q","AUA","TPA",0,0,0,1337,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","BCT","GCM",0,0,0,493,1
2019-05-31 00:00:00.000,2019,2,5,"27Q","BTL","POP",0,0,0,1775,1
2019-05-31 00:00:00.000,2019,2,5,"27Q","IND","NAS",0,0,0,1134,1
2019-09-30 00:00:00.000,2019,3,9,"27Q","LTN","TEB",0,0,0,3449,1
2019-10-31 00:00:00.000,2019,4,10,"27Q","CUN","TEB",0,0,0,1558,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","EWR","NAS",0,0,0,1095,1
2019-06-30 00:00:00.000,2019,2,6,"27Q","LAX","TIJ",0,0,0,128,1
2019-12-31 00:00:00.000,2019,4,12,"27Q","OPF","PLS",0,0,0,581,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","PGA","CSL",0,0,0,967,1
2019-12-31 00:00:00.000,2019,4,12,"27Q","SJD","MDW",0,0,0,1805,1
2019-06-30 00:00:00.000,2019,2,6,"27Q","AEY","PWM",0,0,0,2477,1
2019-10-31 00:00:00.000,2019,4,10,"27Q","BDL","YYZ",0,0,0,373,1
2019-06-30 00:00:00.000,2019,2,6,"27Q","BED","BDA",0,0,0,785,1
2019-07-31 00:00:00.000,2019,3,7,"27Q","BOS","YYC",0,0,0,2097,1
2019-07-31 00:00:00.000,2019,3,7,"27Q","YUL","BDL",0,0,0,249,1
2019-07-31 00:00:00.000,2019,3,7,"27Q","YYZ","TEB",0,0,0,346,1
2019-10-31 00:00:00.000,2019,4,10,"27Q","CLD","YZT",0,0,0,1315,1
2019-05-31 00:00:00.000,2019,2,5,"27Q","MHH","RIC",0,0,0,758,1
2019-05-31 00:00:00.000,2019,2,5,"27Q","NAS","MIA",0,0,0,184,1
2019-08-31 00:00:00.000,2019,3,8,"27Q","PLS","FLL",0,0,0,579,1
2019-05-31 00:00:00.000,2019,2,5,"27Q","PLS","MIA",0,0,0,578,1
2019-10-31 00:00:00.000,2019,4,10,"27Q","YRQ","BOS",0,0,0,288,1
2019-12-31 00:00:00.000,2019,4,12,"27Q","YUL","PBI",0,0,0,1342,1
2019-06-30 00:00:00.000,2019,2,6,"27Q","PLS","TEB",0,0,0,1318,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","SLC","CSL",0,0,0,1235,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","TLH","PLS",0,0,0,956,1
2019-06-30 00:00:00.000,2019,2,6,"27Q","YUL","BTV",0,0,0,75,1
2019-12-31 00:00:00.000,2019,4,12,"27Q","YUL","GRR",0,0,0,611,1
2019-12-31 00:00:00.000,2019,4,12,"27Q","YVR","LAX",0,0,0,1081,1
2019-06-30 00:00:00.000,2019,2,6,"27Q","MCO","NAS",0,0,0,333,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","NAS","DAL",0,0,0,1289,1
2019-06-30 00:00:00.000,2019,2,6,"27Q","TEB","NAS",0,0,0,1107,1
2019-08-31 00:00:00.000,2019,3,8,"27Q","TEB","NAS",0,0,0,1107,1
2019-04-30 00:00:00.000,2019,2,4,"27Q","VNY","YVR",0,0,0,1062,1
2019-08-31 00:00:00.000,2019,3,8,"27Q","YRQ","BTV",0,0,0,132,1
2019-05-31 00:00:00.000,2019,2,5,"27Q","YUL","EWR",0,0,0,331,1
