DATEKEY,YEAR,QUARTER,ORIGIN,ONLINE,REPORTING_CARRIER,FLIGHTS,PASSENGERS,TOTAL_SALES,MILES_FLOWN,KM_FLOWN,Walking-in
2019-06-30 00:00:00.000,2019,2,"DFW",1,"UA",2900,6627,1790116,4811832,7742237.688,6626
2019-06-30 00:00:00.000,2019,2,"OMA",1,"UA",1642,2327,722302,3175843,5109931.387,2326
2019-06-30 00:00:00.000,2019,2,"PHL",0,"UA",1591,1698,810082,4413182,7100809.8379999995,1698
2019-06-30 00:00:00.000,2019,2,"TUS",1,"UA",539,667,202709,1167253,1878110.077,666
2019-06-30 00:00:00.000,2019,2,"BZN",1,"UA",810,1049,359770,1765748,2841088.532,1048
2019-06-30 00:00:00.000,2019,2,"GPT",0,"UA",2,2,1727,5909,9507.581,2
2019-06-30 00:00:00.000,2019,2,"DDC",0,"UA",21,22,10295,44814,72105.726,22
2019-06-30 00:00:00.000,2019,2,"EUG",1,"UA",813,974,378865,2287227,3680148.243,973
2019-06-30 00:00:00.000,2019,2,"MFR",0,"UA",568,597,299428,1845870,2970004.83,597
2019-06-30 00:00:00.000,2019,2,"PNS",0,"UA",119,125,49325,277734,446874.006,125
2019-06-30 00:00:00.000,2019,2,"SFO",0,"UA",11344,12732,6929218,39626174,63758513.966,12732
2019-06-30 00:00:00.000,2019,2,"SAF",1,"UA",4,4,1094,4748,7639.532,3
2019-06-30 00:00:00.000,2019,2,"ANC",0,"UA",726,792,400566,3079021,4954144.789,792
2019-06-30 00:00:00.000,2019,2,"LAX",1,"UA",16275,53470,19646949,51046057,82133105.713,53469
2019-06-30 00:00:00.000,2019,2,"CVG",1,"UA",1355,2071,664498,3719090,5984015.81,2070
2019-06-30 00:00:00.000,2019,2,"DSM",1,"UA",1235,1605,491186,2172002,3494751.218,1604
2019-06-30 00:00:00.000,2019,2,"COS",0,"UA",496,503,223681,882722,1420299.698,503
2019-06-30 00:00:00.000,2019,2,"BTV",1,"UA",296,377,131403,637802,1026223.418,376
2019-06-30 00:00:00.000,2019,2,"AMA",0,"UA",249,262,129492,613477,987084.493,262
2019-06-30 00:00:00.000,2019,2,"MDT",1,"UA",361,417,177519,786863,1266062.567,416
2019-06-30 00:00:00.000,2019,2,"DEN",0,"UA",9012,10080,4704974,20766056,33412584.104,10080
2019-06-30 00:00:00.000,2019,2,"BQN",1,"UA",276,649,184805,961171,1546524.139,648
2019-06-30 00:00:00.000,2019,2,"CHS",1,"UA",1010,1812,474552,1943729,3127459.961,1811
2019-06-30 00:00:00.000,2019,2,"TPA",1,"UA",5204,12464,4116942,14284137,22983176.433,12463
2019-06-30 00:00:00.000,2019,2,"SEA",0,"UA",4892,5308,2114116,15214129,24479533.561,5308
2019-06-30 00:00:00.000,2019,2,"PSP",1,"UA",964,1431,427351,2024747,3257817.923,1430
2019-06-30 00:00:00.000,2019,2,"EVV",0,"UA",340,349,150903,782305,1258728.7449999999,349
2019-06-30 00:00:00.000,2019,2,"MFE",1,"UA",443,669,289198,840288,1352023.392,668
2019-06-30 00:00:00.000,2019,2,"MHT",0,"UA",68,68,29760,171582,276075.438,68
2019-06-30 00:00:00.000,2019,2,"MOT",1,"UA",8,8,3956,11100,17859.9,7
2019-06-30 00:00:00.000,2019,2,"CLE",0,"UA",3668,3870,1870792,8547478,13752892.102,3870
2019-06-30 00:00:00.000,2019,2,"PVD",1,"UA",54,59,18668,59852,96301.868,58
2019-06-30 00:00:00.000,2019,2,"PIA",0,"UA",676,698,280690,1380641,2221451.369,698
2019-06-30 00:00:00.000,2019,2,"ISN",0,"UA",410,429,279049,991619,1595514.971,429
2019-06-30 00:00:00.000,2019,2,"RIW",0,"UA",7,7,5942,16326,26268.534,7
2019-06-30 00:00:00.000,2019,2,"CWA",0,"UA",361,384,147310,734207,1181339.063,384
2019-06-30 00:00:00.000,2019,2,"RDM",0,"UA",91,95,52290,285084,458700.156,95
2019-06-30 00:00:00.000,2019,2,"FSD",0,"UA",697,720,349172,1593799,2564422.591,720
2019-06-30 00:00:00.000,2019,2,"RIC",0,"UA",896,930,409534,2454154,3948733.786,930
2019-06-30 00:00:00.000,2019,2,"GJT",0,"UA",183,188,90957,416270,669778.43,188
2019-06-30 00:00:00.000,2019,2,"ACK",1,"UA",2,2,459,866,1393.394,1
2019-06-30 00:00:00.000,2019,2,"MAF",1,"UA",274,359,156284,432568,696001.912,358
2019-06-30 00:00:00.000,2019,2,"JAN",0,"UA",34,35,18216,90173,145088.357,35
2019-06-30 00:00:00.000,2019,2,"TLH",0,"UA",23,24,10279,50703,81581.127,24
2019-06-30 00:00:00.000,2019,2,"RST",0,"UA",205,211,64398,349395,562176.555,211
2019-06-30 00:00:00.000,2019,2,"GRB",1,"UA",82,97,29289,52618,84662.362,96
2019-06-30 00:00:00.000,2019,2,"ORF",0,"UA",1142,1192,597174,3742710,6022020.39,1192
2019-06-30 00:00:00.000,2019,2,"SRQ",0,"UA",208,255,95241,422010,679014.09,255
2019-06-30 00:00:00.000,2019,2,"HNL",0,"UA",2954,3225,2207551,17946921,28876595.889,3225
2019-06-30 00:00:00.000,2019,2,"PBI",0,"UA",327,339,115713,639310,1028649.79,339
2019-06-30 00:00:00.000,2019,2,"FNT",0,"UA",341,352,145318,802508,1291235.372,352
2019-06-30 00:00:00.000,2019,2,"SBA",1,"UA",269,321,124969,708764,1140401.276,320
2019-06-30 00:00:00.000,2019,2,"HLN",0,"UA",213,217,105625,578906,931459.754,217
2019-06-30 00:00:00.000,2019,2,"JST",0,"UA",3,3,1484,8255,13282.295,3
2019-06-30 00:00:00.000,2019,2,"ALS",0,"UA",18,18,10858,38082,61273.938,18
2019-06-30 00:00:00.000,2019,2,"ATL",1,"UA",1810,3785,1039675,4212529,6777959.161,3784
2019-06-30 00:00:00.000,2019,2,"SNA",0,"UA",3141,3394,1667215,9335289,15020480.001,3394
2019-06-30 00:00:00.000,2019,2,"MKE",1,"UA",422,620,159595,645596,1038763.964,619
2019-06-30 00:00:00.000,2019,2,"ELP",0,"UA",253,321,148550,728969,1172911.121,321
2019-06-30 00:00:00.000,2019,2,"ORD",1,"UA",31213,99458,34158384,59069679,95043113.510999992,99457
2019-06-30 00:00:00.000,2019,2,"STL",0,"UA",894,932,416091,2330024,3749008.616,932
2019-06-30 00:00:00.000,2019,2,"FAI",0,"UA",164,170,72764,692700,1114554.3,170
2019-06-30 00:00:00.000,2019,2,"DRO",0,"UA",171,175,106889,397924,640259.716,175
2019-06-30 00:00:00.000,2019,2,"RSW",1,"UA",2312,5114,1540187,5391259,8674535.731,5113
2019-06-30 00:00:00.000,2019,2,"SAV",0,"UA",236,266,93340,474745,763864.705,266
2019-06-30 00:00:00.000,2019,2,"STS",0,"UA",2,2,1061,4508,7253.372,2
2019-06-30 00:00:00.000,2019,2,"ERI",1,"UA",66,87,36069,49070,78953.63,86
2019-06-30 00:00:00.000,2019,2,"AZO",0,"UA",240,244,96197,504538,811801.642,244
2019-06-30 00:00:00.000,2019,2,"BNA",1,"UA",1637,2948,884660,3343510,5379707.59,2947
2019-06-30 00:00:00.000,2019,2,"LBB",0,"UA",248,256,111237,589229,948069.461,256
2019-06-30 00:00:00.000,2019,2,"IAH",1,"UA",20228,60147,23879848,46282140,74467963.26,60146
2019-06-30 00:00:00.000,2019,2,"IND",1,"UA",756,1236,488242,1852717,2981021.653,1235
2019-06-30 00:00:00.000,2019,2,"FCA",1,"UA",184,210,73326,449233,722815.897,209
2019-06-30 00:00:00.000,2019,2,"GRR",0,"UA",1237,1283,571050,2882286,4637598.174,1283
2019-06-30 00:00:00.000,2019,2,"SJC",0,"UA",1364,1405,678675,4409093,7094230.637,1405
2019-06-30 00:00:00.000,2019,2,"LAS",1,"UA",6763,17230,4537137,15070585,24248571.265,17229
2019-06-30 00:00:00.000,2019,2,"JAX",1,"UA",1005,1425,466565,2535437,4079518.133,1424
2019-06-30 00:00:00.000,2019,2,"GRK",0,"UA",2,2,332,1571,2527.739,2
2019-06-30 00:00:00.000,2019,2,"ICT",0,"UA",762,792,404879,1995465,3210703.185,792
2019-06-30 00:00:00.000,2019,2,"CAK",1,"UA",120,169,57275,80685,129822.165,168
2019-06-30 00:00:00.000,2019,2,"FAR",0,"UA",267,272,120724,592111,952706.599,272
2019-06-30 00:00:00.000,2019,2,"TEX",0,"UA",25,26,19807,54443,87598.787,26
2019-06-30 00:00:00.000,2019,2,"CRW",0,"UA",331,342,189284,994191,1599653.319,342
2019-06-30 00:00:00.000,2019,2,"TUL",1,"UA",461,540,177115,868054,1396698.886,539
2019-06-30 00:00:00.000,2019,2,"ROA",1,"UA",35,40,14234,17655,28406.895,39
2019-06-30 00:00:00.000,2019,2,"DLH",1,"UA",159,191,56959,315903,508287.92699999997,190
2019-06-30 00:00:00.000,2019,2,"RST",1,"UA",79,88,23751,51159,82314.831,87
2019-06-30 00:00:00.000,2019,2,"BHM",1,"UA",19,20,4797,15067,24242.803,19
2019-06-30 00:00:00.000,2019,2,"MSO",0,"UA",442,459,225145,1151532,1852814.988,459
2019-06-30 00:00:00.000,2019,2,"PDX",1,"UA",6191,11493,3990207,18683484,30061725.756,11492
2019-06-30 00:00:00.000,2019,2,"BIL",0,"UA",612,646,343389,1617979,2603328.211,646
2019-06-30 00:00:00.000,2019,2,"ECP",0,"UA",6,6,2303,10543,16963.686999999998,6
2019-06-30 00:00:00.000,2019,2,"ORF",1,"UA",1317,1904,725014,3802348,6117977.932,1903
2019-06-30 00:00:00.000,2019,2,"BOI",0,"UA",723,757,395528,1990749,3203115.141,757
2019-06-30 00:00:00.000,2019,2,"SJC",1,"UA",2450,3887,1490255,7228951,11631382.159,3886
2019-06-30 00:00:00.000,2019,2,"MSY",1,"UA",3928,7090,2120904,8173100,13150517.9,7089
2019-06-30 00:00:00.000,2019,2,"FAT",1,"UA",296,365,139832,901971,1451271.339,364
2019-06-30 00:00:00.000,2019,2,"MSY",0,"UA",1696,1771,746117,3564524,5735319.116,1771
2019-06-30 00:00:00.000,2019,2,"LIH",0,"UA",293,307,153440,1381811,2223333.899,307
2019-06-30 00:00:00.000,2019,2,"SOW",0,"UA",3,3,1457,5828,9377.252,3
2019-06-30 00:00:00.000,2019,2,"MEM",1,"UA",723,922,301045,1424551,2292102.559,921
2019-06-30 00:00:00.000,2019,2,"HRL",1,"UA",2,2,452,4833,7776.297,1
2019-06-30 00:00:00.000,2019,2,"ELP",1,"UA",3,3,1389,4586,7378.874,2
2019-06-30 00:00:00.000,2019,2,"SBA",0,"UA",341,347,202036,1155519,1859230.071,347
2019-06-30 00:00:00.000,2019,2,"SNA",1,"UA",4952,9459,3948971,14088202,22667917.018,9458
2019-06-30 00:00:00.000,2019,2,"SJU",0,"UA",776,824,332507,2417059,3889047.931,824
2019-06-30 00:00:00.000,2019,2,"TVC",1,"UA",36,39,13070,22163,35660.267,38
2019-06-30 00:00:00.000,2019,2,"SDF",1,"UA",199,257,82117,176669,284260.421,256
2019-06-30 00:00:00.000,2019,2,"LIT",1,"UA",42,50,16735,37056,59623.104,49
2019-06-30 00:00:00.000,2019,2,"RAP",1,"UA",47,51,15799,69280,111471.52,50
2019-06-30 00:00:00.000,2019,2,"ONT",0,"UA",806,844,390896,2112458,3398944.922,844
2019-06-30 00:00:00.000,2019,2,"MRY",1,"UA",10,10,4345,20334,32717.406,9
2019-06-30 00:00:00.000,2019,2,"MRY",0,"UA",226,229,112969,769857,1238699.913,229
2019-06-30 00:00:00.000,2019,2,"HPN",1,"UA",217,375,150070,271577,436967.393,374
2019-06-30 00:00:00.000,2019,2,"CHO",0,"UA",547,570,215999,1330482,2140745.538,570
2019-06-30 00:00:00.000,2019,2,"KOA",0,"UA",385,410,214350,1834141,2951132.869,410
2019-06-30 00:00:00.000,2019,2,"TYS",1,"UA",131,166,61684,104392,167966.728,165
2019-06-30 00:00:00.000,2019,2,"MIA",1,"UA",2488,5713,1598148,4873613,7841643.317,5712
2019-06-30 00:00:00.000,2019,2,"ALB",0,"UA",1593,1682,790445,4727370,7606338.33,1682
2019-06-30 00:00:00.000,2019,2,"ACK",0,"UA",18,18,9255,28119,45243.471,18
2019-06-30 00:00:00.000,2019,2,"PRC",0,"UA",2,2,414,2228,3584.852,2
2019-06-30 00:00:00.000,2019,2,"FLL",0,"UA",1617,1732,649874,3759307,6048724.9629999995,1732
2019-06-30 00:00:00.000,2019,2,"GRK",1,"UA",3,3,494,3321,5343.489,2
2019-06-30 00:00:00.000,2019,2,"SAN",1,"UA",6919,14566,5183107,19108544,30745647.296,14565
2019-06-30 00:00:00.000,2019,2,"MAZ",0,"UA",4,4,2399,10737,17275.833,4
2019-06-30 00:00:00.000,2019,2,"FLL",1,"UA",5112,13385,3861751,13629243,21929451.987,13384
2019-06-30 00:00:00.000,2019,2,"CRW",1,"UA",80,139,55881,61625,99154.625,138
2019-06-30 00:00:00.000,2019,2,"JAC",0,"UA",200,206,112431,457634,736333.106,206
2019-06-30 00:00:00.000,2019,2,"KOA",1,"UA",959,1466,617340,4110994,6614589.346,1465
2019-06-30 00:00:00.000,2019,2,"TVC",0,"UA",263,270,121687,592698,953651.08199999994,270
2019-06-30 00:00:00.000,2019,2,"BGR",1,"UA",11,11,3117,22896,36839.664,10
2019-06-30 00:00:00.000,2019,2,"ABQ",1,"UA",661,822,248362,1351605,2174732.445,821
2019-06-30 00:00:00.000,2019,2,"ONT",1,"UA",1252,1815,623278,3117171,5015528.1389999995,1814
2019-06-30 00:00:00.000,2019,2,"LAN",0,"UA",97,97,43422,212578,342038.002,97
2019-06-30 00:00:00.000,2019,2,"ELM",0,"UA",225,227,103630,499270,803325.42999999993,227
2019-06-30 00:00:00.000,2019,2,"BOI",1,"UA",741,1008,358205,1691620,2721816.58,1007
2019-06-30 00:00:00.000,2019,2,"SJU",1,"UA",1827,3132,1190478,6756341,10870952.669,3131
2019-06-30 00:00:00.000,2019,2,"LNK",0,"UA",479,490,222633,984976,1584826.384,490
2019-06-30 00:00:00.000,2019,2,"ATW",0,"UA",875,913,399571,1948647,3135373.023,913
2019-06-30 00:00:00.000,2019,2,"EUG",0,"UA",837,885,464624,2688934,4326494.806,885
2019-06-30 00:00:00.000,2019,2,"BIS",0,"UA",257,259,120946,654677,1053375.293,259
2019-06-30 00:00:00.000,2019,2,"DEN",1,"UA",25241,76062,25535481,51936727,83566193.743,76061
2019-06-30 00:00:00.000,2019,2,"TPA",0,"UA",2448,2592,1019212,5784285,9306914.565,2592
2019-06-30 00:00:00.000,2019,2,"MCE",0,"UA",2,2,1092,3851,6196.259,2
2019-06-30 00:00:00.000,2019,2,"CHO",1,"UA",124,201,62922,117727,189422.743,200
2019-06-30 00:00:00.000,2019,2,"PDT",0,"UA",17,17,9008,50070,80562.63,17
2019-06-30 00:00:00.000,2019,2,"BIL",1,"UA",525,617,248812,1223592,1968759.528,616
2019-06-30 00:00:00.000,2019,2,"AVL",1,"UA",65,95,30249,48918,78709.062,94
2019-06-30 00:00:00.000,2019,2,"ILM",1,"UA",168,260,80457,184718,297211.262,259
2019-06-30 00:00:00.000,2019,2,"EYW",0,"UA",108,111,42445,211354,340068.586,111
2019-06-30 00:00:00.000,2019,2,"MCO",0,"UA",2930,3187,1170997,6805369,10949838.721,3187
2019-06-30 00:00:00.000,2019,2,"LIT",0,"UA",156,158,61419,307351,494527.759,158
2019-06-30 00:00:00.000,2019,2,"RDU",0,"UA",2157,2460,1002827,4906398,7894394.382,2460
2019-06-30 00:00:00.000,2019,2,"ITH",1,"UA",2,2,1078,1000,1609,1
2019-06-30 00:00:00.000,2019,2,"LEX",1,"UA",167,252,77883,101375,163112.375,251
2019-06-30 00:00:00.000,2019,2,"DIK",0,"UA",196,209,115512,457710,736455.39,209
2019-06-30 00:00:00.000,2019,2,"MHT",1,"UA",60,74,21058,49272,79278.648,73
2019-06-30 00:00:00.000,2019,2,"JAC",1,"UA",312,387,159157,641333,1031904.797,386
2019-06-30 00:00:00.000,2019,2,"AUS",0,"UA",4211,4437,1917048,8657999,13930720.391,4437
2019-06-30 00:00:00.000,2019,2,"PHX",0,"UA",3326,3564,1395730,8217892,13222588.228,3564
2019-06-30 00:00:00.000,2019,2,"ABQ",0,"UA",637,671,331198,1577865,2538784.785,671
2019-06-30 00:00:00.000,2019,2,"VPS",0,"UA",4,4,1518,7194,11575.146,4
2019-06-30 00:00:00.000,2019,2,"SYR",1,"UA",360,428,135218,824747,1327017.923,427
2019-06-30 00:00:00.000,2019,2,"ADQ",0,"UA",3,3,4787,13140,21142.26,3
2019-06-30 00:00:00.000,2019,2,"TYS",0,"UA",511,522,287124,1606181,2584345.229,522
2019-06-30 00:00:00.000,2019,2,"GUC",0,"UA",94,98,41454,186754,300487.186,98
2019-06-30 00:00:00.000,2019,2,"ALB",1,"UA",879,1168,479849,2453035,3946933.315,1167
2019-06-30 00:00:00.000,2019,2,"MIA",0,"UA",762,850,296606,1500270,2413934.43,850
2019-06-30 00:00:00.000,2019,2,"ATW",1,"UA",184,250,93279,204856,329613.304,249
2019-06-30 00:00:00.000,2019,2,"GUC",1,"UA",2,2,268,876,1409.484,1
2019-06-30 00:00:00.000,2019,2,"IAD",1,"UA",17866,44148,20224890,50121696,80645808.864,44147
2019-06-30 00:00:00.000,2019,2,"FAT",0,"UA",318,322,151499,1215138,1955157.042,322
2019-06-30 00:00:00.000,2019,2,"OGG",1,"UA",1299,2170,884923,5619280,9041421.52,2169
2019-06-30 00:00:00.000,2019,2,"AVL",0,"UA",180,182,64942,437791,704405.719,182
2019-06-30 00:00:00.000,2019,2,"LNK",1,"UA",60,66,25109,46683,75112.947,65
2019-06-30 00:00:00.000,2019,2,"MEM",0,"UA",685,743,311217,1447791,2329495.719,743
2019-06-30 00:00:00.000,2019,2,"SAN",0,"UA",4131,4483,2056831,12535504,20169625.936,4483
2019-06-30 00:00:00.000,2019,2,"ITH",0,"UA",242,265,106868,611196,983414.364,265
2019-06-30 00:00:00.000,2019,2,"BGR",0,"UA",45,45,17595,127746,205543.31399999998,45
2019-06-30 00:00:00.000,2019,2,"AUS",1,"UA",5591,10841,3545156,12421406,19986042.254,10840
2019-06-30 00:00:00.000,2019,2,"MSO",1,"UA",340,392,140606,805386,1295866.074,391
2019-06-30 00:00:00.000,2019,2,"GEG",1,"UA",1072,1375,530274,2927249,4709943.641,1374
2019-06-30 00:00:00.000,2019,2,"SYR",0,"UA",597,613,273526,1787407,2875937.863,613
2019-06-30 00:00:00.000,2019,2,"RNO",0,"UA",901,923,458205,2729259,4391377.731,923
2019-06-30 00:00:00.000,2019,2,"MCO",1,"UA",7341,18420,5188325,19900736,32020284.224,18419
2019-06-30 00:00:00.000,2019,2,"CPX",0,"UA",5,5,1967,13188,21219.492,5
2019-06-30 00:00:00.000,2019,2,"PHX",1,"UA",4924,10451,3321679,11774729,18945538.961,10450
2019-06-30 00:00:00.000,2019,2,"LAN",1,"UA",10,10,2336,4804,7729.6359999999995,9
2019-06-30 00:00:00.000,2019,2,"LAX",0,"UA",8322,9230,4176867,26726940,43003646.46,9230
2019-06-30 00:00:00.000,2019,2,"AEX",1,"MQ",65,72,28972,43510,70007.59,71
2019-06-30 00:00:00.000,2019,2,"LCH",1,"MQ",88,115,45558,61592,99101.528,114
2019-06-30 00:00:00.000,2019,2,"CHA",1,"MQ",161,239,90556,189686,305204.774,238
2019-06-30 00:00:00.000,2019,2,"SUX",1,"MQ",185,242,108392,225370,362620.33,241
2019-06-30 00:00:00.000,2019,2,"MSN",1,"MQ",354,507,219263,408636,657495.324,506
2019-06-30 00:00:00.000,2019,2,"COU",1,"MQ",69,79,27852,48706,78367.954,78
2019-06-30 00:00:00.000,2019,2,"MLI",1,"MQ",88,91,33270,73443,118169.787,90
2019-06-30 00:00:00.000,2019,2,"DCA",1,"MQ",425,667,269767,541765,871699.885,666
2019-06-30 00:00:00.000,2019,2,"ICT",1,"MQ",15,21,6920,6343,10205.887,20
2019-06-30 00:00:00.000,2019,2,"RDU",1,"MQ",336,637,157790,224571,361334.739,636
2019-06-30 00:00:00.000,2019,2,"SGF",1,"MQ",553,822,367653,527357,848517.413,821
2019-06-30 00:00:00.000,2019,2,"TYR",1,"MQ",64,69,32427,58537,94186.033,68
2019-06-30 00:00:00.000,2019,2,"SJT",1,"MQ",109,130,50213,83241,133934.769,129
2019-06-30 00:00:00.000,2019,2,"CHS",1,"MQ",196,319,84646,185962,299212.858,318
2019-06-30 00:00:00.000,2019,2,"ROA",1,"MQ",61,126,37983,38375,61745.375,125
2019-06-30 00:00:00.000,2019,2,"VPS",1,"MQ",15,15,4544,13596,21875.964,14
2019-06-30 00:00:00.000,2019,2,"LGA",1,"MQ",2469,4394,1262453,1835942,2954030.678,4393
2019-06-30 00:00:00.000,2019,2,"ROC",1,"MQ",204,312,113698,207636,334086.324,311
2019-06-30 00:00:00.000,2019,2,"MLU",1,"MQ",12,12,4587,6269,10086.821,11
2019-06-30 00:00:00.000,2019,2,"CID",1,"MQ",372,559,253747,370788,596597.892,558
2019-06-30 00:00:00.000,2019,2,"LRD",1,"MQ",50,69,30752,39967,64306.903,68
2019-06-30 00:00:00.000,2019,2,"BDL",1,"MQ",146,246,100606,174552,280854.168,245
2019-06-30 00:00:00.000,2019,2,"AGS",1,"MQ",59,68,26155,71362,114821.458,67
2019-06-30 00:00:00.000,2019,2,"MEM",1,"MQ",492,776,274994,515840,829986.55999999994,775
2019-06-30 00:00:00.000,2019,2,"TVC",1,"MQ",81,85,26516,68444,110126.396,84
2019-06-30 00:00:00.000,2019,2,"ABQ",1,"MQ",81,96,42432,152829,245901.861,95
2019-06-30 00:00:00.000,2019,2,"ATL",1,"MQ",115,190,49291,84545,136032.905,189
2019-06-30 00:00:00.000,2019,2,"SBP",1,"MQ",64,84,31669,146856,236291.304,83
2019-06-30 00:00:00.000,2019,2,"ERI",1,"MQ",23,34,9301,21743,34984.487,33
2019-06-30 00:00:00.000,2019,2,"DSM",1,"MQ",272,400,128447,184071,296170.239,399
2019-06-30 00:00:00.000,2019,2,"MYR",1,"MQ",53,74,19749,75091,120821.419,73
2019-06-30 00:00:00.000,2019,2,"CLL",1,"MQ",61,69,25155,42631,68593.279,68
2019-06-30 00:00:00.000,2019,2,"MIA",1,"MQ",1879,3591,1100041,2042666,3286649.594,3590
2019-06-30 00:00:00.000,2019,2,"JAX",1,"MQ",400,837,224691,440667,709033.203,836
2019-06-30 00:00:00.000,2019,2,"MHK",1,"MQ",151,168,67767,162931,262155.979,167
2019-06-30 00:00:00.000,2019,2,"BRO",1,"MQ",23,26,7488,15256,24546.904,25
2019-06-30 00:00:00.000,2019,2,"BMI",1,"MQ",88,89,35124,70404,113280.036,88
2019-06-30 00:00:00.000,2019,2,"FAR",1,"MQ",237,307,144912,345542,555977.078,306
2019-06-30 00:00:00.000,2019,2,"FSD",1,"MQ",88,110,45146,88804,142885.636,109
2019-06-30 00:00:00.000,2019,2,"SRQ",1,"MQ",2,3,267,2100,3378.9,2
2019-06-30 00:00:00.000,2019,2,"TOL",1,"MQ",144,184,61797,106898,171998.882,183
2019-06-30 00:00:00.000,2019,2,"SWO",1,"MQ",35,43,13471,22746,36598.314,42
2019-06-30 00:00:00.000,2019,2,"MGM",1,"MQ",51,57,28520,60408,97196.472,56
2019-06-30 00:00:00.000,2019,2,"GCK",1,"MQ",50,60,23564,51827,83389.643,59
2019-06-30 00:00:00.000,2019,2,"ATW",1,"MQ",107,119,46851,87231,140354.679,118
2019-06-30 00:00:00.000,2019,2,"LAW",1,"MQ",15,17,5524,8376,13476.984,16
2019-06-30 00:00:00.000,2019,2,"BOS",1,"MQ",20,21,4084,4745,7634.705,20
2019-06-30 00:00:00.000,2019,2,"HSV",1,"MQ",115,152,52714,107220,172516.98,151
2019-06-30 00:00:00.000,2019,2,"DFW",1,"MQ",5568,8374,3673804,5112170,8225481.53,8373
2019-06-30 00:00:00.000,2019,2,"CMI",1,"MQ",223,312,124463,231515,372507.635,311
2019-06-30 00:00:00.000,2019,2,"GNV",1,"MQ",168,287,94215,195178,314041.402,286
2019-06-30 00:00:00.000,2019,2,"GJT",1,"MQ",139,184,83426,224447,361135.223,183
2019-06-30 00:00:00.000,2019,2,"SCE",1,"MQ",91,134,50020,110384,177607.856,133
2019-06-30 00:00:00.000,2019,2,"LFT",1,"MQ",40,52,19871,24813,39924.117,51
2019-06-30 00:00:00.000,2019,2,"ABI",1,"MQ",106,128,52529,107592,173115.528,127
2019-06-30 00:00:00.000,2019,2,"FCA",1,"MQ",33,41,14223,70556,113524.60399999999,40
2019-06-30 00:00:00.000,2019,2,"PBI",1,"MQ",39,65,23291,40279,64808.911,64
2019-06-30 00:00:00.000,2019,2,"OMA",1,"MQ",294,435,142222,246605,396787.445,434
2019-06-30 00:00:00.000,2019,2,"EWR",1,"MQ",176,273,83271,162122,260854.298,272
2019-06-30 00:00:00.000,2019,2,"MRY",1,"MQ",33,36,17901,63484,102145.756,35
2019-06-30 00:00:00.000,2019,2,"LBB",1,"MQ",45,61,21252,30003,48274.827,60
2019-06-30 00:00:00.000,2019,2,"CHO",1,"MQ",156,270,88157,76178,122570.402,269
2019-06-30 00:00:00.000,2019,2,"GGG",1,"MQ",31,31,12286,34971,56268.339,30
2019-06-30 00:00:00.000,2019,2,"GRB",1,"MQ",121,126,44737,85926,138254.934,125
2019-06-30 00:00:00.000,2019,2,"MSP",1,"MQ",135,168,48522,72743,117043.487,167
2019-06-30 00:00:00.000,2019,2,"TXK",1,"MQ",32,32,11152,24200,38937.8,31
2019-06-30 00:00:00.000,2019,2,"GRI",1,"MQ",54,67,26884,68654,110464.286,66
2019-06-30 00:00:00.000,2019,2,"ORD",1,"MQ",8833,14682,5166216,6461647,10396790.023,14681
2019-06-30 00:00:00.000,2019,2,"PIT",1,"MQ",475,746,226569,407302,655348.918,745
2019-06-30 00:00:00.000,2019,2,"AZO",1,"MQ",73,73,24602,49832,80179.688,72
2019-06-30 00:00:00.000,2019,2,"SAT",1,"MQ",3,3,700,3419,5501.171,2
2019-06-30 00:00:00.000,2019,2,"BZN",1,"MQ",22,22,10728,36946,59446.114,21
2019-06-30 00:00:00.000,2019,2,"MQT",1,"MQ",43,56,22967,41065,66073.585,55
2019-06-30 00:00:00.000,2019,2,"TLH",1,"MQ",255,526,200948,243203,391313.627,525
2019-06-30 00:00:00.000,2019,2,"FNT",1,"MQ",82,94,30624,51808,83359.072,93
2019-06-30 00:00:00.000,2019,2,"JLN",1,"MQ",71,93,32602,71836,115584.124,92
2019-06-30 00:00:00.000,2019,2,"DLH",1,"MQ",42,51,14147,42624,68582.016,50
2019-06-30 00:00:00.000,2019,2,"LEX",1,"MQ",287,428,188142,311344,500952.496,427
2019-06-30 00:00:00.000,2019,2,"DRT",1,"MQ",30,38,12218,28929,46546.761,37
2019-06-30 00:00:00.000,2019,2,"MFE",1,"MQ",76,124,51748,61622,99149.798,123
2019-06-30 00:00:00.000,2019,2,"SYR",1,"MQ",144,189,76386,157803,253905.027,188
2019-06-30 00:00:00.000,2019,2,"BGR",1,"MQ",11,13,3556,6149,9893.741,12
2019-06-30 00:00:00.000,2019,2,"CRP",1,"MQ",121,178,73281,109960,176925.63999999998,177
2019-06-30 00:00:00.000,2019,2,"ACT",1,"MQ",66,67,29175,73682,118554.338,66
2019-06-30 00:00:00.000,2019,2,"CVG",1,"MQ",978,1806,531483,947887,1525150.183,1805
2019-06-30 00:00:00.000,2019,2,"RIC",1,"MQ",574,855,312786,541747,871670.923,854
2019-06-30 00:00:00.000,2019,2,"JAN",1,"MQ",18,21,8958,9474,15243.666,20
2019-06-30 00:00:00.000,2019,2,"MDT",1,"MQ",322,449,203169,408936,657978.024,448
2019-06-30 00:00:00.000,2019,2,"BNA",1,"MQ",279,465,126758,243598,391949.182,464
