Date,Year,Quarter Of Year,Month Of Year,Day Of Month,Date Int,Month Name,Month & Year,Quarter & Year,Day In Week,Day Of Week Name,Week Ending,Week Number,Month n Year,Quarter n Year,Short Year,FY,Quarter,Day Type,Workday Number,Weekend Number,Is less Than Today,Week Number Adjusted,IsWorkday,Short Month,Short Day Of Week Name
2016-08-28 00:00:00.000,2016,3,8,28,20160828,"August","Aug 2016","Q3 2016",0,"Sunday",2016-09-03 00:00:00.000,36,20160800,20160300,"16","FY17","Q3","Workday",20,,True,36,1,"Aug","Sun"
2016-08-29 00:00:00.000,2016,3,8,29,20160829,"August","Aug 2016","Q3 2016",1,"Monday",2016-09-03 00:00:00.000,36,20160800,20160300,"16","FY17","Q3","Workday",21,,True,36,1,"Aug","Mon"
2016-08-30 00:00:00.000,2016,3,8,30,20160830,"August","Aug 2016","Q3 2016",2,"Tuesday",2016-09-03 00:00:00.000,36,20160800,20160300,"16","FY17","Q3","Workday",22,,True,36,1,"Aug","Tue"
2016-08-31 00:00:00.000,2016,3,8,31,20160831,"August","Aug 2016","Q3 2016",3,"Wednesday",2016-09-03 00:00:00.000,36,20160800,20160300,"16","FY17","Q3","Workday",23,,True,36,1,"Aug","Wed"
2017-08-01 00:00:00.000,2017,3,8,1,20170801,"August","Aug 2017","Q3 2017",2,"Tuesday",2017-08-05 00:00:00.000,31,20170800,20170300,"17","FY18","Q3","Workday",1,,True,31,1,"Aug","Tue"
2017-08-02 00:00:00.000,2017,3,8,2,20170802,"August","Aug 2017","Q3 2017",3,"Wednesday",2017-08-05 00:00:00.000,31,20170800,20170300,"17","FY18","Q3","Workday",2,,True,31,1,"Aug","Wed"
2017-08-03 00:00:00.000,2017,3,8,3,20170803,"August","Aug 2017","Q3 2017",4,"Thursday",2017-08-05 00:00:00.000,31,20170800,20170300,"17","FY18","Q3","Workday",3,,True,31,1,"Aug","Thu"
2017-08-04 00:00:00.000,2017,3,8,4,20170804,"August","Aug 2017","Q3 2017",5,"Friday",2017-08-05 00:00:00.000,31,20170800,20170300,"17","FY18","Q3","Weekend",,1,True,31,0,"Aug","Fri"
2017-08-05 00:00:00.000,2017,3,8,5,20170805,"August","Aug 2017","Q3 2017",6,"Saturday",2017-08-05 00:00:00.000,31,20170800,20170300,"17","FY18","Q3","Weekend",,2,True,31,0,"Aug","Sat"
2018-08-01 00:00:00.000,2018,3,8,1,20180801,"August","Aug 2018","Q3 2018",3,"Wednesday",2018-08-04 00:00:00.000,31,20180800,20180300,"18","FY19","Q3","Workday",1,,True,31,1,"Aug","Wed"
2018-08-02 00:00:00.000,2018,3,8,2,20180802,"August","Aug 2018","Q3 2018",4,"Thursday",2018-08-04 00:00:00.000,31,20180800,20180300,"18","FY19","Q3","Workday",2,,True,31,1,"Aug","Thu"
2018-08-03 00:00:00.000,2018,3,8,3,20180803,"August","Aug 2018","Q3 2018",5,"Friday",2018-08-04 00:00:00.000,31,20180800,20180300,"18","FY19","Q3","Weekend",,1,True,31,0,"Aug","Fri"
2018-08-04 00:00:00.000,2018,3,8,4,20180804,"August","Aug 2018","Q3 2018",6,"Saturday",2018-08-04 00:00:00.000,31,20180800,20180300,"18","FY19","Q3","Weekend",,2,True,31,0,"Aug","Sat"
2019-08-01 00:00:00.000,2019,3,8,1,20190801,"August","Aug 2019","Q3 2019",4,"Thursday",2019-08-03 00:00:00.000,31,20190800,20190300,"19","FY20","Q3","Workday",1,,True,31,1,"Aug","Thu"
2019-08-02 00:00:00.000,2019,3,8,2,20190802,"August","Aug 2019","Q3 2019",5,"Friday",2019-08-03 00:00:00.000,31,20190800,20190300,"19","FY20","Q3","Weekend",,1,True,31,0,"Aug","Fri"
2019-08-03 00:00:00.000,2019,3,8,3,20190803,"August","Aug 2019","Q3 2019",6,"Saturday",2019-08-03 00:00:00.000,31,20190800,20190300,"19","FY20","Q3","Weekend",,2,True,31,0,"Aug","Sat"
2020-08-01 00:00:00.000,2020,3,8,1,20200801,"August","Aug 2020","Q3 2020",6,"Saturday",2020-08-01 00:00:00.000,31,20200800,20200300,"20","FY21","Q3","Weekend",,1,True,31,0,"Aug","Sat"
2020-08-30 00:00:00.000,2020,3,8,30,20200830,"August","Aug 2020","Q3 2020",0,"Sunday",2020-09-05 00:00:00.000,36,20200800,20200300,"20","FY21","Q3","Workday",21,,True,36,1,"Aug","Sun"
2020-08-31 00:00:00.000,2020,3,8,31,20200831,"August","Aug 2020","Q3 2020",1,"Monday",2020-09-05 00:00:00.000,36,20200800,20200300,"20","FY21","Q3","Workday",22,,True,36,1,"Aug","Mon"
2021-08-29 00:00:00.000,2021,3,8,29,20210829,"August","Aug 2021","Q3 2021",0,"Sunday",2021-09-04 00:00:00.000,36,20210800,20210300,"21","FY22","Q3","Workday",21,,True,36,1,"Aug","Sun"
2021-08-30 00:00:00.000,2021,3,8,30,20210830,"August","Aug 2021","Q3 2021",1,"Monday",2021-09-04 00:00:00.000,36,20210800,20210300,"21","FY22","Q3","Workday",22,,True,36,1,"Aug","Mon"
2021-08-31 00:00:00.000,2021,3,8,31,20210831,"August","Aug 2021","Q3 2021",2,"Tuesday",2021-09-04 00:00:00.000,36,20210800,20210300,"21","FY22","Q3","Workday",23,,True,36,1,"Aug","Tue"
2010-08-22 00:00:00.000,2010,3,8,22,20100822,"August","Aug 2010","Q3 2010",0,"Sunday",2010-08-28 00:00:00.000,35,20100800,20100300,"10","FY11","Q3","Workday",16,,True,35,1,"Aug","Sun"
2010-08-23 00:00:00.000,2010,3,8,23,20100823,"August","Aug 2010","Q3 2010",1,"Monday",2010-08-28 00:00:00.000,35,20100800,20100300,"10","FY11","Q3","Workday",17,,True,35,1,"Aug","Mon"
2010-08-24 00:00:00.000,2010,3,8,24,20100824,"August","Aug 2010","Q3 2010",2,"Tuesday",2010-08-28 00:00:00.000,35,20100800,20100300,"10","FY11","Q3","Workday",18,,True,35,1,"Aug","Tue"
2010-08-25 00:00:00.000,2010,3,8,25,20100825,"August","Aug 2010","Q3 2010",3,"Wednesday",2010-08-28 00:00:00.000,35,20100800,20100300,"10","FY11","Q3","Workday",19,,True,35,1,"Aug","Wed"
2010-08-26 00:00:00.000,2010,3,8,26,20100826,"August","Aug 2010","Q3 2010",4,"Thursday",2010-08-28 00:00:00.000,35,20100800,20100300,"10","FY11","Q3","Workday",20,,True,35,1,"Aug","Thu"
2010-08-27 00:00:00.000,2010,3,8,27,20100827,"August","Aug 2010","Q3 2010",5,"Friday",2010-08-28 00:00:00.000,35,20100800,20100300,"10","FY11","Q3","Weekend",,7,True,35,0,"Aug","Fri"
2010-08-28 00:00:00.000,2010,3,8,28,20100828,"August","Aug 2010","Q3 2010",6,"Saturday",2010-08-28 00:00:00.000,35,20100800,20100300,"10","FY11","Q3","Weekend",,8,True,35,0,"Aug","Sat"
2011-08-21 00:00:00.000,2011,3,8,21,20110821,"August","Aug 2011","Q3 2011",0,"Sunday",2011-08-27 00:00:00.000,35,20110800,20110300,"11","FY12","Q3","Workday",15,,True,35,1,"Aug","Sun"
2011-08-22 00:00:00.000,2011,3,8,22,20110822,"August","Aug 2011","Q3 2011",1,"Monday",2011-08-27 00:00:00.000,35,20110800,20110300,"11","FY12","Q3","Workday",16,,True,35,1,"Aug","Mon"
2011-08-23 00:00:00.000,2011,3,8,23,20110823,"August","Aug 2011","Q3 2011",2,"Tuesday",2011-08-27 00:00:00.000,35,20110800,20110300,"11","FY12","Q3","Workday",17,,True,35,1,"Aug","Tue"
2011-08-24 00:00:00.000,2011,3,8,24,20110824,"August","Aug 2011","Q3 2011",3,"Wednesday",2011-08-27 00:00:00.000,35,20110800,20110300,"11","FY12","Q3","Workday",18,,True,35,1,"Aug","Wed"
2011-08-25 00:00:00.000,2011,3,8,25,20110825,"August","Aug 2011","Q3 2011",4,"Thursday",2011-08-27 00:00:00.000,35,20110800,20110300,"11","FY12","Q3","Workday",19,,True,35,1,"Aug","Thu"
2011-08-26 00:00:00.000,2011,3,8,26,20110826,"August","Aug 2011","Q3 2011",5,"Friday",2011-08-27 00:00:00.000,35,20110800,20110300,"11","FY12","Q3","Weekend",,7,True,35,0,"Aug","Fri"
2011-08-27 00:00:00.000,2011,3,8,27,20110827,"August","Aug 2011","Q3 2011",6,"Saturday",2011-08-27 00:00:00.000,35,20110800,20110300,"11","FY12","Q3","Weekend",,8,True,35,0,"Aug","Sat"
2012-08-26 00:00:00.000,2012,3,8,26,20120826,"August","Aug 2012","Q3 2012",0,"Sunday",2012-09-01 00:00:00.000,35,20120800,20120300,"12","FY13","Q3","Workday",18,,True,35,1,"Aug","Sun"
2012-08-27 00:00:00.000,2012,3,8,27,20120827,"August","Aug 2012","Q3 2012",1,"Monday",2012-09-01 00:00:00.000,35,20120800,20120300,"12","FY13","Q3","Workday",19,,True,35,1,"Aug","Mon"
2012-08-28 00:00:00.000,2012,3,8,28,20120828,"August","Aug 2012","Q3 2012",2,"Tuesday",2012-09-01 00:00:00.000,35,20120800,20120300,"12","FY13","Q3","Workday",20,,True,35,1,"Aug","Tue"
2012-08-29 00:00:00.000,2012,3,8,29,20120829,"August","Aug 2012","Q3 2012",3,"Wednesday",2012-09-01 00:00:00.000,35,20120800,20120300,"12","FY13","Q3","Workday",21,,True,35,1,"Aug","Wed"
2012-08-30 00:00:00.000,2012,3,8,30,20120830,"August","Aug 2012","Q3 2012",4,"Thursday",2012-09-01 00:00:00.000,35,20120800,20120300,"12","FY13","Q3","Workday",22,,True,35,1,"Aug","Thu"
2012-08-31 00:00:00.000,2012,3,8,31,20120831,"August","Aug 2012","Q3 2012",5,"Friday",2012-09-01 00:00:00.000,35,20120800,20120300,"12","FY13","Q3","Weekend",,9,True,35,0,"Aug","Fri"
2013-08-25 00:00:00.000,2013,3,8,25,20130825,"August","Aug 2013","Q3 2013",0,"Sunday",2013-08-31 00:00:00.000,35,20130800,20130300,"13","FY14","Q3","Workday",17,,True,35,1,"Aug","Sun"
2013-08-26 00:00:00.000,2013,3,8,26,20130826,"August","Aug 2013","Q3 2013",1,"Monday",2013-08-31 00:00:00.000,35,20130800,20130300,"13","FY14","Q3","Workday",18,,True,35,1,"Aug","Mon"
2013-08-27 00:00:00.000,2013,3,8,27,20130827,"August","Aug 2013","Q3 2013",2,"Tuesday",2013-08-31 00:00:00.000,35,20130800,20130300,"13","FY14","Q3","Workday",19,,True,35,1,"Aug","Tue"
2013-08-28 00:00:00.000,2013,3,8,28,20130828,"August","Aug 2013","Q3 2013",3,"Wednesday",2013-08-31 00:00:00.000,35,20130800,20130300,"13","FY14","Q3","Workday",20,,True,35,1,"Aug","Wed"
2013-08-29 00:00:00.000,2013,3,8,29,20130829,"August","Aug 2013","Q3 2013",4,"Thursday",2013-08-31 00:00:00.000,35,20130800,20130300,"13","FY14","Q3","Workday",21,,True,35,1,"Aug","Thu"
2013-08-30 00:00:00.000,2013,3,8,30,20130830,"August","Aug 2013","Q3 2013",5,"Friday",2013-08-31 00:00:00.000,35,20130800,20130300,"13","FY14","Q3","Weekend",,9,True,35,0,"Aug","Fri"
2013-08-31 00:00:00.000,2013,3,8,31,20130831,"August","Aug 2013","Q3 2013",6,"Saturday",2013-08-31 00:00:00.000,35,20130800,20130300,"13","FY14","Q3","Weekend",,10,True,35,0,"Aug","Sat"
2014-08-24 00:00:00.000,2014,3,8,24,20140824,"August","Aug 2014","Q3 2014",0,"Sunday",2014-08-30 00:00:00.000,35,20140800,20140300,"14","FY15","Q3","Workday",16,,True,35,1,"Aug","Sun"
2014-08-25 00:00:00.000,2014,3,8,25,20140825,"August","Aug 2014","Q3 2014",1,"Monday",2014-08-30 00:00:00.000,35,20140800,20140300,"14","FY15","Q3","Workday",17,,True,35,1,"Aug","Mon"
2014-08-26 00:00:00.000,2014,3,8,26,20140826,"August","Aug 2014","Q3 2014",2,"Tuesday",2014-08-30 00:00:00.000,35,20140800,20140300,"14","FY15","Q3","Workday",18,,True,35,1,"Aug","Tue"
2014-08-27 00:00:00.000,2014,3,8,27,20140827,"August","Aug 2014","Q3 2014",3,"Wednesday",2014-08-30 00:00:00.000,35,20140800,20140300,"14","FY15","Q3","Workday",19,,True,35,1,"Aug","Wed"
2014-08-28 00:00:00.000,2014,3,8,28,20140828,"August","Aug 2014","Q3 2014",4,"Thursday",2014-08-30 00:00:00.000,35,20140800,20140300,"14","FY15","Q3","Workday",20,,True,35,1,"Aug","Thu"
2014-08-29 00:00:00.000,2014,3,8,29,20140829,"August","Aug 2014","Q3 2014",5,"Friday",2014-08-30 00:00:00.000,35,20140800,20140300,"14","FY15","Q3","Weekend",,9,True,35,0,"Aug","Fri"
2014-08-30 00:00:00.000,2014,3,8,30,20140830,"August","Aug 2014","Q3 2014",6,"Saturday",2014-08-30 00:00:00.000,35,20140800,20140300,"14","FY15","Q3","Weekend",,10,True,35,0,"Aug","Sat"
2015-08-23 00:00:00.000,2015,3,8,23,20150823,"August","Aug 2015","Q3 2015",0,"Sunday",2015-08-29 00:00:00.000,35,20150800,20150300,"15","FY16","Q3","Workday",16,,True,35,1,"Aug","Sun"
2015-08-24 00:00:00.000,2015,3,8,24,20150824,"August","Aug 2015","Q3 2015",1,"Monday",2015-08-29 00:00:00.000,35,20150800,20150300,"15","FY16","Q3","Workday",17,,True,35,1,"Aug","Mon"
2015-08-25 00:00:00.000,2015,3,8,25,20150825,"August","Aug 2015","Q3 2015",2,"Tuesday",2015-08-29 00:00:00.000,35,20150800,20150300,"15","FY16","Q3","Workday",18,,True,35,1,"Aug","Tue"
2015-08-26 00:00:00.000,2015,3,8,26,20150826,"August","Aug 2015","Q3 2015",3,"Wednesday",2015-08-29 00:00:00.000,35,20150800,20150300,"15","FY16","Q3","Workday",19,,True,35,1,"Aug","Wed"
2015-08-27 00:00:00.000,2015,3,8,27,20150827,"August","Aug 2015","Q3 2015",4,"Thursday",2015-08-29 00:00:00.000,35,20150800,20150300,"15","FY16","Q3","Workday",20,,True,35,1,"Aug","Thu"
2015-08-28 00:00:00.000,2015,3,8,28,20150828,"August","Aug 2015","Q3 2015",5,"Friday",2015-08-29 00:00:00.000,35,20150800,20150300,"15","FY16","Q3","Weekend",,8,True,35,0,"Aug","Fri"
2015-08-29 00:00:00.000,2015,3,8,29,20150829,"August","Aug 2015","Q3 2015",6,"Saturday",2015-08-29 00:00:00.000,35,20150800,20150300,"15","FY16","Q3","Weekend",,9,True,35,0,"Aug","Sat"
2016-08-21 00:00:00.000,2016,3,8,21,20160821,"August","Aug 2016","Q3 2016",0,"Sunday",2016-08-27 00:00:00.000,35,20160800,20160300,"16","FY17","Q3","Workday",15,,True,35,1,"Aug","Sun"
2016-08-22 00:00:00.000,2016,3,8,22,20160822,"August","Aug 2016","Q3 2016",1,"Monday",2016-08-27 00:00:00.000,35,20160800,20160300,"16","FY17","Q3","Workday",16,,True,35,1,"Aug","Mon"
2016-08-23 00:00:00.000,2016,3,8,23,20160823,"August","Aug 2016","Q3 2016",2,"Tuesday",2016-08-27 00:00:00.000,35,20160800,20160300,"16","FY17","Q3","Workday",17,,True,35,1,"Aug","Tue"
2016-08-24 00:00:00.000,2016,3,8,24,20160824,"August","Aug 2016","Q3 2016",3,"Wednesday",2016-08-27 00:00:00.000,35,20160800,20160300,"16","FY17","Q3","Workday",18,,True,35,1,"Aug","Wed"
2016-08-25 00:00:00.000,2016,3,8,25,20160825,"August","Aug 2016","Q3 2016",4,"Thursday",2016-08-27 00:00:00.000,35,20160800,20160300,"16","FY17","Q3","Workday",19,,True,35,1,"Aug","Thu"
2016-08-26 00:00:00.000,2016,3,8,26,20160826,"August","Aug 2016","Q3 2016",5,"Friday",2016-08-27 00:00:00.000,35,20160800,20160300,"16","FY17","Q3","Weekend",,7,True,35,0,"Aug","Fri"
2016-08-27 00:00:00.000,2016,3,8,27,20160827,"August","Aug 2016","Q3 2016",6,"Saturday",2016-08-27 00:00:00.000,35,20160800,20160300,"16","FY17","Q3","Weekend",,8,True,35,0,"Aug","Sat"
2017-08-27 00:00:00.000,2017,3,8,27,20170827,"August","Aug 2017","Q3 2017",0,"Sunday",2017-09-02 00:00:00.000,35,20170800,20170300,"17","FY18","Q3","Workday",19,,True,35,1,"Aug","Sun"
2017-08-28 00:00:00.000,2017,3,8,28,20170828,"August","Aug 2017","Q3 2017",1,"Monday",2017-09-02 00:00:00.000,35,20170800,20170300,"17","FY18","Q3","Workday",20,,True,35,1,"Aug","Mon"
2017-08-29 00:00:00.000,2017,3,8,29,20170829,"August","Aug 2017","Q3 2017",2,"Tuesday",2017-09-02 00:00:00.000,35,20170800,20170300,"17","FY18","Q3","Workday",21,,True,35,1,"Aug","Tue"
2017-08-30 00:00:00.000,2017,3,8,30,20170830,"August","Aug 2017","Q3 2017",3,"Wednesday",2017-09-02 00:00:00.000,35,20170800,20170300,"17","FY18","Q3","Workday",22,,True,35,1,"Aug","Wed"
2017-08-31 00:00:00.000,2017,3,8,31,20170831,"August","Aug 2017","Q3 2017",4,"Thursday",2017-09-02 00:00:00.000,35,20170800,20170300,"17","FY18","Q3","Workday",23,,True,35,1,"Aug","Thu"
2018-08-26 00:00:00.000,2018,3,8,26,20180826,"August","Aug 2018","Q3 2018",0,"Sunday",2018-09-01 00:00:00.000,35,20180800,20180300,"18","FY19","Q3","Workday",18,,True,35,1,"Aug","Sun"
2018-08-27 00:00:00.000,2018,3,8,27,20180827,"August","Aug 2018","Q3 2018",1,"Monday",2018-09-01 00:00:00.000,35,20180800,20180300,"18","FY19","Q3","Workday",19,,True,35,1,"Aug","Mon"
2018-08-28 00:00:00.000,2018,3,8,28,20180828,"August","Aug 2018","Q3 2018",2,"Tuesday",2018-09-01 00:00:00.000,35,20180800,20180300,"18","FY19","Q3","Workday",20,,True,35,1,"Aug","Tue"
2018-08-29 00:00:00.000,2018,3,8,29,20180829,"August","Aug 2018","Q3 2018",3,"Wednesday",2018-09-01 00:00:00.000,35,20180800,20180300,"18","FY19","Q3","Workday",21,,True,35,1,"Aug","Wed"
2018-08-30 00:00:00.000,2018,3,8,30,20180830,"August","Aug 2018","Q3 2018",4,"Thursday",2018-09-01 00:00:00.000,35,20180800,20180300,"18","FY19","Q3","Workday",22,,True,35,1,"Aug","Thu"
2018-08-31 00:00:00.000,2018,3,8,31,20180831,"August","Aug 2018","Q3 2018",5,"Friday",2018-09-01 00:00:00.000,35,20180800,20180300,"18","FY19","Q3","Weekend",,9,True,35,0,"Aug","Fri"
2019-08-25 00:00:00.000,2019,3,8,25,20190825,"August","Aug 2019","Q3 2019",0,"Sunday",2019-08-31 00:00:00.000,35,20190800,20190300,"19","FY20","Q3","Workday",17,,True,35,1,"Aug","Sun"
2019-08-26 00:00:00.000,2019,3,8,26,20190826,"August","Aug 2019","Q3 2019",1,"Monday",2019-08-31 00:00:00.000,35,20190800,20190300,"19","FY20","Q3","Workday",18,,True,35,1,"Aug","Mon"
2019-08-27 00:00:00.000,2019,3,8,27,20190827,"August","Aug 2019","Q3 2019",2,"Tuesday",2019-08-31 00:00:00.000,35,20190800,20190300,"19","FY20","Q3","Workday",19,,True,35,1,"Aug","Tue"
2019-08-28 00:00:00.000,2019,3,8,28,20190828,"August","Aug 2019","Q3 2019",3,"Wednesday",2019-08-31 00:00:00.000,35,20190800,20190300,"19","FY20","Q3","Workday",20,,True,35,1,"Aug","Wed"
2019-08-29 00:00:00.000,2019,3,8,29,20190829,"August","Aug 2019","Q3 2019",4,"Thursday",2019-08-31 00:00:00.000,35,20190800,20190300,"19","FY20","Q3","Workday",21,,True,35,1,"Aug","Thu"
2019-08-30 00:00:00.000,2019,3,8,30,20190830,"August","Aug 2019","Q3 2019",5,"Friday",2019-08-31 00:00:00.000,35,20190800,20190300,"19","FY20","Q3","Weekend",,9,True,35,0,"Aug","Fri"
2019-08-31 00:00:00.000,2019,3,8,31,20190831,"August","Aug 2019","Q3 2019",6,"Saturday",2019-08-31 00:00:00.000,35,20190800,20190300,"19","FY20","Q3","Weekend",,10,True,35,0,"Aug","Sat"
2020-08-23 00:00:00.000,2020,3,8,23,20200823,"August","Aug 2020","Q3 2020",0,"Sunday",2020-08-29 00:00:00.000,35,20200800,20200300,"20","FY21","Q3","Workday",16,,True,35,1,"Aug","Sun"
2020-08-24 00:00:00.000,2020,3,8,24,20200824,"August","Aug 2020","Q3 2020",1,"Monday",2020-08-29 00:00:00.000,35,20200800,20200300,"20","FY21","Q3","Workday",17,,True,35,1,"Aug","Mon"
2020-08-25 00:00:00.000,2020,3,8,25,20200825,"August","Aug 2020","Q3 2020",2,"Tuesday",2020-08-29 00:00:00.000,35,20200800,20200300,"20","FY21","Q3","Workday",18,,True,35,1,"Aug","Tue"
2020-08-26 00:00:00.000,2020,3,8,26,20200826,"August","Aug 2020","Q3 2020",3,"Wednesday",2020-08-29 00:00:00.000,35,20200800,20200300,"20","FY21","Q3","Workday",19,,True,35,1,"Aug","Wed"
2020-08-27 00:00:00.000,2020,3,8,27,20200827,"August","Aug 2020","Q3 2020",4,"Thursday",2020-08-29 00:00:00.000,35,20200800,20200300,"20","FY21","Q3","Workday",20,,True,35,1,"Aug","Thu"
2020-08-28 00:00:00.000,2020,3,8,28,20200828,"August","Aug 2020","Q3 2020",5,"Friday",2020-08-29 00:00:00.000,35,20200800,20200300,"20","FY21","Q3","Weekend",,8,True,35,0,"Aug","Fri"
2020-08-29 00:00:00.000,2020,3,8,29,20200829,"August","Aug 2020","Q3 2020",6,"Saturday",2020-08-29 00:00:00.000,35,20200800,20200300,"20","FY21","Q3","Weekend",,9,True,35,0,"Aug","Sat"
2021-08-22 00:00:00.000,2021,3,8,22,20210822,"August","Aug 2021","Q3 2021",0,"Sunday",2021-08-28 00:00:00.000,35,20210800,20210300,"21","FY22","Q3","Workday",16,,True,35,1,"Aug","Sun"
2021-08-23 00:00:00.000,2021,3,8,23,20210823,"August","Aug 2021","Q3 2021",1,"Monday",2021-08-28 00:00:00.000,35,20210800,20210300,"21","FY22","Q3","Workday",17,,True,35,1,"Aug","Mon"
2021-08-24 00:00:00.000,2021,3,8,24,20210824,"August","Aug 2021","Q3 2021",2,"Tuesday",2021-08-28 00:00:00.000,35,20210800,20210300,"21","FY22","Q3","Workday",18,,True,35,1,"Aug","Tue"
2021-08-25 00:00:00.000,2021,3,8,25,20210825,"August","Aug 2021","Q3 2021",3,"Wednesday",2021-08-28 00:00:00.000,35,20210800,20210300,"21","FY22","Q3","Workday",19,,True,35,1,"Aug","Wed"
2021-08-26 00:00:00.000,2021,3,8,26,20210826,"August","Aug 2021","Q3 2021",4,"Thursday",2021-08-28 00:00:00.000,35,20210800,20210300,"21","FY22","Q3","Workday",20,,True,35,1,"Aug","Thu"
2021-08-27 00:00:00.000,2021,3,8,27,20210827,"August","Aug 2021","Q3 2021",5,"Friday",2021-08-28 00:00:00.000,35,20210800,20210300,"21","FY22","Q3","Weekend",,7,True,35,0,"Aug","Fri"
2021-08-28 00:00:00.000,2021,3,8,28,20210828,"August","Aug 2021","Q3 2021",6,"Saturday",2021-08-28 00:00:00.000,35,20210800,20210300,"21","FY22","Q3","Weekend",,8,True,35,0,"Aug","Sat"
2010-08-01 00:00:00.000,2010,3,8,1,20100801,"August","Aug 2010","Q3 2010",0,"Sunday",2010-08-07 00:00:00.000,32,20100800,20100300,"10","FY11","Q3","Workday",1,,True,32,1,"Aug","Sun"
2010-08-02 00:00:00.000,2010,3,8,2,20100802,"August","Aug 2010","Q3 2010",1,"Monday",2010-08-07 00:00:00.000,32,20100800,20100300,"10","FY11","Q3","Workday",2,,True,32,1,"Aug","Mon"
2010-08-03 00:00:00.000,2010,3,8,3,20100803,"August","Aug 2010","Q3 2010",2,"Tuesday",2010-08-07 00:00:00.000,32,20100800,20100300,"10","FY11","Q3","Workday",3,,True,32,1,"Aug","Tue"
2010-08-04 00:00:00.000,2010,3,8,4,20100804,"August","Aug 2010","Q3 2010",3,"Wednesday",2010-08-07 00:00:00.000,32,20100800,20100300,"10","FY11","Q3","Workday",4,,True,32,1,"Aug","Wed"
2010-08-05 00:00:00.000,2010,3,8,5,20100805,"August","Aug 2010","Q3 2010",4,"Thursday",2010-08-07 00:00:00.000,32,20100800,20100300,"10","FY11","Q3","Workday",5,,True,32,1,"Aug","Thu"
2010-08-06 00:00:00.000,2010,3,8,6,20100806,"August","Aug 2010","Q3 2010",5,"Friday",2010-08-07 00:00:00.000,32,20100800,20100300,"10","FY11","Q3","Weekend",,1,True,32,0,"Aug","Fri"
2010-08-07 00:00:00.000,2010,3,8,7,20100807,"August","Aug 2010","Q3 2010",6,"Saturday",2010-08-07 00:00:00.000,32,20100800,20100300,"10","FY11","Q3","Weekend",,2,True,32,0,"Aug","Sat"
2011-08-01 00:00:00.000,2011,3,8,1,20110801,"August","Aug 2011","Q3 2011",1,"Monday",2011-08-06 00:00:00.000,32,20110800,20110300,"11","FY12","Q3","Workday",1,,True,32,1,"Aug","Mon"
2011-08-02 00:00:00.000,2011,3,8,2,20110802,"August","Aug 2011","Q3 2011",2,"Tuesday",2011-08-06 00:00:00.000,32,20110800,20110300,"11","FY12","Q3","Workday",2,,True,32,1,"Aug","Tue"
2011-08-03 00:00:00.000,2011,3,8,3,20110803,"August","Aug 2011","Q3 2011",3,"Wednesday",2011-08-06 00:00:00.000,32,20110800,20110300,"11","FY12","Q3","Workday",3,,True,32,1,"Aug","Wed"
2011-08-04 00:00:00.000,2011,3,8,4,20110804,"August","Aug 2011","Q3 2011",4,"Thursday",2011-08-06 00:00:00.000,32,20110800,20110300,"11","FY12","Q3","Workday",4,,True,32,1,"Aug","Thu"
2011-08-05 00:00:00.000,2011,3,8,5,20110805,"August","Aug 2011","Q3 2011",5,"Friday",2011-08-06 00:00:00.000,32,20110800,20110300,"11","FY12","Q3","Weekend",,1,True,32,0,"Aug","Fri"
2011-08-06 00:00:00.000,2011,3,8,6,20110806,"August","Aug 2011","Q3 2011",6,"Saturday",2011-08-06 00:00:00.000,32,20110800,20110300,"11","FY12","Q3","Weekend",,2,True,32,0,"Aug","Sat"
2012-08-05 00:00:00.000,2012,3,8,5,20120805,"August","Aug 2012","Q3 2012",0,"Sunday",2012-08-11 00:00:00.000,32,20120800,20120300,"12","FY13","Q3","Workday",3,,True,32,1,"Aug","Sun"
2012-08-06 00:00:00.000,2012,3,8,6,20120806,"August","Aug 2012","Q3 2012",1,"Monday",2012-08-11 00:00:00.000,32,20120800,20120300,"12","FY13","Q3","Workday",4,,True,32,1,"Aug","Mon"
2012-08-07 00:00:00.000,2012,3,8,7,20120807,"August","Aug 2012","Q3 2012",2,"Tuesday",2012-08-11 00:00:00.000,32,20120800,20120300,"12","FY13","Q3","Workday",5,,True,32,1,"Aug","Tue"
2012-08-08 00:00:00.000,2012,3,8,8,20120808,"August","Aug 2012","Q3 2012",3,"Wednesday",2012-08-11 00:00:00.000,32,20120800,20120300,"12","FY13","Q3","Workday",6,,True,32,1,"Aug","Wed"
2012-08-09 00:00:00.000,2012,3,8,9,20120809,"August","Aug 2012","Q3 2012",4,"Thursday",2012-08-11 00:00:00.000,32,20120800,20120300,"12","FY13","Q3","Workday",7,,True,32,1,"Aug","Thu"
2012-08-10 00:00:00.000,2012,3,8,10,20120810,"August","Aug 2012","Q3 2012",5,"Friday",2012-08-11 00:00:00.000,32,20120800,20120300,"12","FY13","Q3","Weekend",,3,True,32,0,"Aug","Fri"
2012-08-11 00:00:00.000,2012,3,8,11,20120811,"August","Aug 2012","Q3 2012",6,"Saturday",2012-08-11 00:00:00.000,32,20120800,20120300,"12","FY13","Q3","Weekend",,4,True,32,0,"Aug","Sat"
2013-08-04 00:00:00.000,2013,3,8,4,20130804,"August","Aug 2013","Q3 2013",0,"Sunday",2013-08-10 00:00:00.000,32,20130800,20130300,"13","FY14","Q3","Workday",2,,True,32,1,"Aug","Sun"
