storagearraydisk_pk,resource_fk,name,identifier,category,element_type,vendor_define_type,storagearray_fk,storagearray_name,storagearray_type,storagearray_identifier,storagearraypool_fk,storagearraypool_name,block_size,drive_index,dpe,encryption,failed,failed_reason,hot_spare,manufacturer,model,part_number,plex_name,raid_group_name,rpm,serial_number,slot,software_version,technology,vaulted,capacity,used_capacity,free_capacity,spare_capacity,publish_capacity,consumable_capacity,percent_free,percent_used,status,first_added,last_edited,last_changed
"2164","2164","SH3.BAY5","disk|SH3.BAY5|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.383,2021-11-11 15:54:12.900,2021-07-27 14:53:25.990
"2156","2156","SH2.BAY21","disk|SH2.BAY21|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.356,2021-11-11 15:54:12.833,2021-07-27 14:53:25.896
"2157","2157","SH2.BAY22","disk|SH2.BAY22|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.360,2021-11-11 15:54:12.843,2021-07-27 14:53:25.906
"2175","2175","SH3.BAY16","disk|SH3.BAY16|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.420,2021-11-11 15:54:12.990,2021-07-27 14:53:26.123
"2213","2213","SH5.BAY6","disk|SH5.BAY6|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.553,2021-11-11 15:54:13.296,2021-07-27 14:53:26.583
"2211","2211","SH5.BAY4","disk|SH5.BAY4|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.546,2021-11-11 15:54:13.280,2021-07-27 14:53:26.556
"2217","2217","SH5.BAY10","disk|SH5.BAY10|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.573,2021-11-11 15:54:13.330,2021-07-27 14:53:26.633
"2218","2218","SH5.BAY11","disk|SH5.BAY11|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.580,2021-11-11 15:54:13.336,2021-07-27 14:53:26.646
"2219","2219","SH5.BAY12","disk|SH5.BAY12|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.583,2021-11-11 15:54:13.346,2021-07-27 14:53:26.656
"2210","2210","SH5.BAY3","disk|SH5.BAY3|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.543,2021-11-11 15:54:13.273,2021-07-27 14:53:26.546
"2146","2146","SH2.BAY11","disk|SH2.BAY11|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.320,2021-11-11 15:54:12.756,2021-07-27 14:53:25.780
"2165","2165","SH3.BAY6","disk|SH3.BAY6|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.386,2021-11-11 15:54:12.910,2021-07-27 14:53:26.003
"2121","2121","SH1.BAY10","disk|SH1.BAY10|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.233,2021-11-11 15:54:12.553,2021-07-27 14:53:25.496
"2170","2170","SH3.BAY11","disk|SH3.BAY11|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.403,2021-11-11 15:54:12.950,2021-07-27 14:53:26.060
"2093","2093","SH0.BAY6","disk|SH0.BAY6|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.133,2021-11-11 15:54:12.326,2021-07-27 14:53:25.173
"2160","2160","SH3.BAY1","disk|SH3.BAY1|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.370,2021-11-11 15:54:12.866,2021-07-27 14:53:25.943
"2202","2202","SH4.BAY19","disk|SH4.BAY19|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.513,2021-11-11 15:54:13.206,2021-07-27 14:53:26.450
"2139","2139","SH2.BAY4","disk|SH2.BAY4|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.296,2021-11-11 15:54:12.700,2021-07-27 14:53:25.703
"2112","2112","SH1.BAY1","disk|SH1.BAY1|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.203,2021-11-11 15:54:12.480,2021-07-27 14:53:25.393
"2381","2381","0:17:0","disk|200000030BA3989B-id-17|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb021100","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.456,2021-11-11 20:16:12.260,2021-07-27 15:01:25.146
"2381","2381","0:17:0","disk|200000030BA3989B-id-17|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb021100","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.456,2021-11-11 20:16:12.260,2021-07-27 15:01:25.146
"2409","2409","1:17:0","disk|200000030BA2989B-id-41|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb011100","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.606,2021-11-11 20:16:12.470,2021-07-27 15:01:25.463
"2409","2409","1:17:0","disk|200000030BA2989B-id-41|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb011100","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.606,2021-11-11 20:16:12.470,2021-07-27 15:01:25.463
"2411","2411","1:19:0","disk|200000030BA29A9B-id-43|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb011300","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.616,2021-11-11 20:16:12.490,2021-07-27 15:01:25.493
"2411","2411","1:19:0","disk|200000030BA29A9B-id-43|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb011300","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.616,2021-11-11 20:16:12.490,2021-07-27 15:01:25.493
"2456","2456","3:16:0","disk|200000030BA4979B-id-88|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb031000","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.876,2021-11-11 20:16:12.890,2021-07-27 15:01:26.053
"2456","2456","3:16:0","disk|200000030BA4979B-id-88|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb031000","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.876,2021-11-11 20:16:12.890,2021-07-27 15:01:26.053
"2453","2453","3:13:0","disk|200000030BA4949B-id-85|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb030d00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.860,2021-11-11 20:16:12.863,2021-07-27 15:01:26.013
"2453","2453","3:13:0","disk|200000030BA4949B-id-85|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb030d00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.860,2021-11-11 20:16:12.863,2021-07-27 15:01:26.013
"2454","2454","3:14:0","disk|200000030BA4959B-id-86|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb030e00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.866,2021-11-11 20:16:12.870,2021-07-27 15:01:26.026
"2454","2454","3:14:0","disk|200000030BA4959B-id-86|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb030e00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.866,2021-11-11 20:16:12.870,2021-07-27 15:01:26.026
"2103","2103","SH0.BAY16","disk|SH0.BAY16|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.170,2021-11-11 15:54:12.406,2021-07-27 14:53:25.286
"2138","2138","SH2.BAY3","disk|SH2.BAY3|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.293,2021-11-11 15:54:12.690,2021-07-27 14:53:25.693
"2141","2141","SH2.BAY6","disk|SH2.BAY6|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.303,2021-11-11 15:54:12.716,2021-07-27 14:53:25.726
"2136","2136","SH2.BAY1","disk|SH2.BAY1|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.286,2021-11-11 15:54:12.676,2021-07-27 14:53:25.670
"2154","2154","SH2.BAY19","disk|SH2.BAY19|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.350,2021-11-11 15:54:12.820,2021-07-27 14:53:25.876
"2167","2167","SH3.BAY8","disk|SH3.BAY8|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.393,2021-11-11 15:54:12.926,2021-07-27 14:53:26.026
"2183","2183","SH4.BAY0","disk|SH4.BAY0|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.450,2021-11-11 15:54:13.053,2021-07-27 14:53:26.210
"2197","2197","SH4.BAY14","disk|SH4.BAY14|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.496,2021-11-11 15:54:13.166,2021-07-27 14:53:26.390
"2408","2408","1:16:0","disk|200000030BA2979B-id-40|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb011000","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.600,2021-11-11 20:16:12.463,2021-07-27 15:01:25.450
"2408","2408","1:16:0","disk|200000030BA2979B-id-40|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb011000","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.600,2021-11-11 20:16:12.463,2021-07-27 15:01:25.450
"2430","2430","2:14:0","disk|200000030BA1959B-id-62|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb000e00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.730,2021-11-11 20:16:12.656,2021-07-27 15:01:25.730
"2430","2430","2:14:0","disk|200000030BA1959B-id-62|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb000e00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.730,2021-11-11 20:16:12.656,2021-07-27 15:01:25.730
"2140","2140","SH2.BAY5","disk|SH2.BAY5|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.300,2021-11-11 15:54:12.706,2021-07-27 14:53:25.716
"2102","2102","SH0.BAY15","disk|SH0.BAY15|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.163,2021-11-11 15:54:12.400,2021-07-27 14:53:25.276
"2174","2174","SH3.BAY15","disk|SH3.BAY15|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.416,2021-11-11 15:54:12.980,2021-07-27 14:53:26.110
"2115","2115","SH1.BAY4","disk|SH1.BAY4|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.213,2021-11-11 15:54:12.506,2021-07-27 14:53:25.430
"2099","2099","SH0.BAY12","disk|SH0.BAY12|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.156,2021-11-11 15:54:12.376,2021-07-27 14:53:25.243
"2091","2091","SH0.BAY4","disk|SH0.BAY4|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.126,2021-11-11 15:54:12.313,2021-07-27 14:53:25.150
"2100","2100","SH0.BAY13","disk|SH0.BAY13|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.156,2021-11-11 15:54:12.383,2021-07-27 14:53:25.253
"2089","2089","SH0.BAY2","disk|SH0.BAY2|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.120,2021-11-11 15:54:12.296,2021-07-27 14:53:25.126
"2113","2113","SH1.BAY2","disk|SH1.BAY2|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.206,2021-11-11 15:54:12.490,2021-07-27 14:53:25.406
"2104","2104","SH0.BAY17","disk|SH0.BAY17|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.173,2021-11-11 15:54:12.416,2021-07-27 14:53:25.300
"2107","2107","SH0.BAY20","disk|SH0.BAY20|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.186,2021-11-11 15:54:12.440,2021-07-27 14:53:25.336
"2190","2190","SH4.BAY7","disk|SH4.BAY7|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.473,2021-11-11 15:54:13.110,2021-07-27 14:53:26.306
"2230","2230","SH5.BAY23","disk|SH5.BAY23|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.623,2021-11-11 15:54:13.433,2021-07-27 14:53:26.793
"2128","2128","SH1.BAY17","disk|SH1.BAY17|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.256,2021-11-11 15:54:12.610,2021-07-27 14:53:25.576
"2129","2129","SH1.BAY18","disk|SH1.BAY18|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.260,2021-11-11 15:54:12.616,2021-07-27 14:53:25.590
"2436","2436","2:20:0","disk|200000030BA19B9B-id-68|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb001400","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.763,2021-11-11 20:16:12.710,2021-07-27 15:01:25.803
"2436","2436","2:20:0","disk|200000030BA19B9B-id-68|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb001400","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.763,2021-11-11 20:16:12.710,2021-07-27 15:01:25.803
"2407","2407","1:15:0","disk|200000030BA2969B-id-39|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb010f00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.593,2021-11-11 20:16:12.453,2021-07-27 15:01:25.440
"2407","2407","1:15:0","disk|200000030BA2969B-id-39|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb010f00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.593,2021-11-11 20:16:12.453,2021-07-27 15:01:25.440
"2148","2148","SH2.BAY13","disk|SH2.BAY13|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.326,2021-11-11 15:54:12.770,2021-07-27 14:53:25.806
"2147","2147","SH2.BAY12","disk|SH2.BAY12|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.323,2021-11-11 15:54:12.763,2021-07-27 14:53:25.793
