VM Name,Hypervisor Name,VDisk Name,Datastore Name,VDisk Backing,LUN Filesystem,Storage Array Name,Storage Array Type,Storage Array ID
"D42Test2","esxi-prod4.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"ubuntu-32","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"D42Test3","esxi-prod4.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"Cisco_N9K","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore1","datastore","","","",""
"peter-rc-2","esxi-020.device42.pvt","Hard disk 1","datastore2","datastore","","","",""
"s6-apache-9068.device42.pvt","esxi-90-0-6","Hard disk 1","datastore2","datastore","","","",""
"chef-server-001","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"exagotest1","esxi-017.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"VRO","esxi-005.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"raw01.d42.local","d42-build002.device42.pvt","Hard disk 1","D02","datastore","","","",""
"exagotest2","esxi-017.device42.pvt","Hard disk 1","D02","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"ServicesDiscTest","esxi-014.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"qa-centos-90618.device42.pvt","esxi-90-0-6","Hard disk 1","datastore3","datastore","","","",""
"jira-7-dev.device42.pvt","esxi-004.device42.pvt","Hard disk 1","freenas","datastore","","","",""
"AzureSiteRecovery","esxi-90-0-6","Hard disk 1","datastore2","datastore","","","",""
"ESXi4_1_NESTED","esxi-017.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"bitnami-elk-4.6.4-0-linux-ubuntu-14.04-x86_64","esxi-004.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"Windows10-BuildMachine","esxi-prod4.device42.pvt","Hard disk 1","datastore3","datastore","","","",""
"win-90317","esxi-90-0-3","Hard disk 1","datastore3","datastore","","","",""
"d42centosqa3","10.42.0.157","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"Device42-V15_07-3-205","esxi-017.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"VRA02","esxi-014.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"ubuntu-chef-10.42.12.14","esxi-004.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"win-104-72.d42-laps.local","esxi-020.device42.pvt","Hard disk 1","10.42.0.163-datastore2","datastore","","","",""
"D42-Build-Betas","esxi-prod4.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42-RC-15.00.00Base","esxi-prod4.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"Joecentos02","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"SE-TEST-v16","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"d42centosdev04","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"CentosBeta-3-143","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"d42-rc.localdomain","esxi-90-0-6","Hard disk 1","datastore1","datastore","","","",""
"Ian_Aaron_RC","esxi-005.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"AzureMigrateApp - Test","esxi-003.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42-Build-ProdBackup.old","esxi-prod4.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"Roman-Dev-64-3-94","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"centosdev2-3-140","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"ALERTS-RC","esxi-prod4.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"Amobee_160801","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"win2ktest-3-137","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"D42Test4-BADBADSERVER","esxi-prod4.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"sapconcur-1600","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42Test6","esxi-prod4.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42-RC-16-04","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42Test8","esxi-prod4.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"AWS-Device42-v15.00.00","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"jira-demo-01","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"deva","esxi-020.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"IngramDB-27429","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"s4-tomcat-9067","esxi-90-0-6","Hard disk 1","datastore1","datastore","","","",""
"D42-19191-MA","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42-demo-rc","esxi-020.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"thx1138","esxi-014.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"d42-rc.localdomain","esxi-90-0-6","Hard disk 1","datastore1","datastore","","","",""
"RC_13_04","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"Ian_Aaron_RC","esxi-005.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42-Build-ProdBackup","esxi-prod4.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"ubu-confluence-3-192","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"DXC-D42MA","esxi-005.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42Test7(BAD)","esxi-prod4.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"RC-16-17-For-Peter","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"pb-wds","esxi-020.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"DXC-MA-The2nding","esxi-005.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"Joecentos01","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"houstonmethodist-1603","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"SA-RHEL4","esxi-004.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"ubu-influx-node01-3-118","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"pxe-boot-test","esxi-005.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"ubu-f5web1-3-26.device42.pvt","esxi-014.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"SCCM.d42test.pvt","esxi-004.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"cent8uq01wh4219","esxi-003.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42-v13.8.0-3-122","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"connector","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"Device42-64-14.10.0-Racktables-3-114","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"D42_v15_11_00-Anatolii","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"f5-13.device42.pvt","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"BIGIP-11-5.2-80-41","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"Joecentos04","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"Xen_7_1_1_Nested","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42_v15_14148","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"ubu-influx-node02-3-119","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"OVM_Server-3-186","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"ws2016-oracle-001","esxi-005.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"Device42_v15_02","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"ubu-f5mw2-13-4.device42.pvt","esxi-014.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"ubu-dev-kubernetes-node2-3-103","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"oracle12c.device42.pvt","esxi-003.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"SE-Pavel-v15-Standby","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"RC_2_15_11-Anatolii","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42-16-20-Brugge","esxi-014.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"ServiceRewriteTestMachine","esxi-prod4.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"Netscaler-10.5-3-189","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"ubu-f5mw1-13-3.device42.pvt","esxi-014.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"ubu-f5db-14-4.device42.pvt","esxi-014.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42-16-22","esxi-014.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"Demo Res WH RC","esxi-005.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"ubu-f5db-14-3.device42.pvt","esxi-014.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"wdswq01fl9006","esxi-90-0-6","Hard disk 1","datastore1","datastore","","","",""
"ubu-influx-meta03-3-117","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"d42-rc.localdomain","esxi-90-0-6","Hard disk 1","datastore1","datastore","","","",""
"splunk","esxi-003.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"ubuntu16-ldap-tls12-001","esxi-005.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"Ian_Aaron_RC","esxi-005.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"win2k19wq01wh4219","esxi-003.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"WIN-V1BGG39U9C1.forest1.pvt","esxi-004.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42-16-21-Brugge-For-Sam","esxi-014.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"ubu-pxe-test0","esxi-014.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42Test9","esxi-prod4.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"DagIntl-DB-16-04","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"ubu-pxemac-test1","esxi-014.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"elk-dev2","esxi-020.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42Test10","esxi-prod4.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"s1-mysql-9062.device42.pvt","esxi-90-0-6","Hard disk 1","datastore1","datastore","","","",""
"D42-RC-16-15","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"MGMT01","d42-build002.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"app-test","esxi-003.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"DRW-CentOS-3-134","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42-EXCH01.d42-root.local","esxi-014.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"Joecentos06","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"D42-RC-15.00.00","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"sol11-90640","esxi-90-0-6","Hard disk 1","datastore1","datastore","","","",""
"ubu-influx-meta01-3-116","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"Debian8","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"WebSphere Developer 32-bit","esxi-005.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"jumpd42test-3-120","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"oracle-vm-manager","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"windows10-d42test-002","esxi-005.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"w2k8-wds-3-228","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"jayloqa-14.17-64bit-3-142","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"houstonmethodist-160601","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"ubu-integration-003-3-12","esxi-014.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"houstonmethodist-1607","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"ubu-will-docker01-3-43","esxi-014.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"webapp-test","esxi-003.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"vagrant","10.42.0.157","Hard disk 1","datastore1","datastore","","","",""
"SCAP-RC","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42-CentOS-Prod-Demo","esxi-020.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"Demo Res WDS Host","esxi-014.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"test-vm3","esxi-004.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"D42-1615-17-Upgrade","esxi-017.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"device42.device42.pvt","esxi-90-0-6","Hard disk 1","datastore1","datastore","","","",""
"dev_base","esxi-prod4.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"device42","kvm-002.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"rc99again","esxi-prod4.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"DevServices","esxi-prod4.device42.pvt","Hard disk 1","datastore1","datastore","","","",""
"elasticsearch-2","esxi-003.device42.pvt","Hard disk 1","","","","","",""
"houstonmethodist-160401","esxi-017.device42.pvt","Hard disk 1","","","","","",""
"solusvm","esxi-003.device42.pvt","Hard disk 1","","","","","",""
"houstonmethodist-160502","esxi-017.device42.pvt","Hard disk 1","","","","","",""
"D42-for-Interviews","esxi-014.device42.pvt","Hard disk 1","","","","","",""
"lansweeper","esxi-020.device42.pvt","Hard disk 1","","","","","",""
"vHMC-001","esxi-003.device42.pvt","Hard disk 1","","","","","",""
"houstonmethodist-160802","esxi-017.device42.pvt","Hard disk 1","","","","","",""
"windows10-d42test","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"Rundeck_13165","esxi-017.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"win-104-71.d42-laps.local","esxi-020.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"ubu-f5web2-3-25.device42.pvt","esxi-014.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"centos-3-105","10.42.0.157","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"wh-stackstorm1","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"win2k12-laps-dc-104-1.d42-laps.local","esxi-020.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"ubu-influx-meta01-3-115","10.42.0.157","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"d42-rc.localdomain","esxi-90-0-6","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"ucspe.device42.pvt","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"Ian_Aaron_RC","esxi-005.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"AdamcentosQA","10.42.0.157","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"log-insight","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"sa-saas-RC","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"dev_base","esxi-prod4.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"SA-Centos4-002","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"sa-rhel-003","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"Demo Res WH RC","esxi-005.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"lab-training-rc","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"SA-Centos5-002","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"SA-RHEL5-1.device42.pvt","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"ac-packstack-test","esxi-prod4.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"sa-rhel5-004","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"dev_base","esxi-prod4.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"Windows NT4","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"D42-Dev-Base-3-219","esxi-017.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"ubu-weblogic-3-30.device42.pvt","esxi-014.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"Joecentos05","10.42.0.157","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"xen","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"Solaris-RBAC","esxi-017.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"D42-Customer-WP","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"kvmct01wh4219","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"ArrayIQ-3.4-1102","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"PM Usability RC","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"D42_MA_IK_CB","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"D42_RC_IK_CB","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"D42_WDS_IK_CB","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"Demo-AIQ","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"FA_RC","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"FA_MA","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"BIG-IP F5 12.1.1.2.0.204","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"puppet","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"ubu-glassfish-3-28","esxi-014.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"win-104-73.d42-laps.local","esxi-020.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"jiratocentos-3-141","10.42.0.157","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"Endurance-D42 Clone","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"houstonmethodist-1600","esxi-017.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"ubu-sftp-3-33","esxi-014.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"openbsd-5.6","esxi-020.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"FA_WinSrv2019","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"cent7uq01wh4219","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"autodisc-tomcat","esxi-004.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"Joecentos03","10.42.0.157","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"logstash-2","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"Monitor","esxi-017.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"ac-nutanix-002","esxi-020.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"CDS Backup","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"D42_MA_IK_CB","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"sa-rhel5-003","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"cent7uq02wh4219","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"Hadoop","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"qualyscentos15_1","esxi-017.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"d42ma-mw","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"Marco_test1","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"SA-RHEL8-1.device42.pvt","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"f5-appliance","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"alteon-va","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"D42-Build","esxi-prod4.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"trial-demo-rc","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"D42Test4","esxi-prod4.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"centos_roman_dev42_test1-3-131","10.42.0.157","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"f5-webnode1","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"centos_dev42_test1-3-196","esxi-017.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"SA-RHEL4-1","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"phtnud01wh4212","esxi-prod4.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"sa-ubu2004","esxi-003.device42.pvt","Hard disk 1","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"Device42-17-07.00","d42-build002.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"web-frontend-001","esxi-003.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"XEN7.4","d42-build002.device42.pvt","Hard disk 1","netapp","datastore","kvm","WH-NETAPP-01","Array (NETAPP)","2042"
"splunk","esxi-003.device42.pvt","Hard disk 2","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"log-insight","esxi-003.device42.pvt","Hard disk 3","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"win2k19wq01wh4219","esxi-003.device42.pvt","Hard disk 2","","raw","lunTwo","WH-NETAPP-01","Array (NETAPP)","2042"
"cent8uq01wh4219","esxi-003.device42.pvt","Hard disk 2","","raw","lunOne","WH-NETAPP-01","Array (NETAPP)","2042"
"BIG-IP F5 12.1.1.2.0.204","esxi-003.device42.pvt","Hard disk 2","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"log-insight","esxi-003.device42.pvt","Hard disk 2","netapp-2","datastore","esxi","WH-NETAPP-01","Array (NETAPP)","2042"
"Z-VRA-10-90-0-6.zerto.local","esxi-90-0-6","Hard disk 2","datastore3","datastore","","","",""
"Z-VRA-10-90-0-6.zerto.local","esxi-90-0-6","Hard disk 6","datastore3","datastore","","","",""
"Z-VRA-10-90-0-6.zerto.local","esxi-90-0-6","Hard disk 9","datastore3","datastore","","","",""
"XEN7.4","d42-build002.device42.pvt","Hard disk 2","D01","datastore","","","",""
"oracle-vm-manager","esxi-017.device42.pvt","Hard disk 2","datastore1","datastore","","","",""
"autodisc-db.device42.pvt","esxi-004.device42.pvt","Hard disk 2","datastore1","datastore","","","",""
"Z-VRA-10-90-0-6.zerto.local","esxi-90-0-6","Hard disk 10","datastore3","datastore","","","",""
"Z-VRA-10-90-0-6.zerto.local","esxi-90-0-6","Hard disk 4","datastore3","datastore","","","",""
"Z-VRA-10-90-0-6.zerto.local","esxi-90-0-6","Hard disk 5","datastore3","datastore","","","",""
"vCenter-Device42-Lab","esxi-003.device42.pvt","Hard disk 8","datastore1","datastore","","","",""
"vCenter-Device42-Lab","esxi-003.device42.pvt","Hard disk 3","datastore1","datastore","","","",""
"vCenter-Device42-Lab","esxi-003.device42.pvt","Hard disk 10","datastore1","datastore","","","",""
"vCenter-Device42-Lab","esxi-003.device42.pvt","Hard disk 4","datastore1","datastore","","","",""
"vCenter-Device42-Lab","esxi-003.device42.pvt","Hard disk 5","datastore1","datastore","","","",""
