Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY,MonthNo
1995-11-03 00:00:00.000,"1995",4,11,3,19951103,"November","Nov 1995","Q4 1995",4,"Friday",1995-11-05 00:00:00.000,45,19951100,19950400,"95","FY96",11
1995-11-04 00:00:00.000,"1995",4,11,4,19951104,"November","Nov 1995","Q4 1995",5,"Saturday",1995-11-05 00:00:00.000,45,19951100,19950400,"95","FY96",11
1995-11-05 00:00:00.000,"1995",4,11,5,19951105,"November","Nov 1995","Q4 1995",6,"Sunday",1995-11-05 00:00:00.000,45,19951100,19950400,"95","FY96",11
1995-11-06 00:00:00.000,"1995",4,11,6,19951106,"November","Nov 1995","Q4 1995",0,"Monday",1995-11-12 00:00:00.000,46,19951100,19950400,"95","FY96",11
1995-11-07 00:00:00.000,"1995",4,11,7,19951107,"November","Nov 1995","Q4 1995",1,"Tuesday",1995-11-12 00:00:00.000,46,19951100,19950400,"95","FY96",11
1995-11-08 00:00:00.000,"1995",4,11,8,19951108,"November","Nov 1995","Q4 1995",2,"Wednesday",1995-11-12 00:00:00.000,46,19951100,19950400,"95","FY96",11
1995-11-09 00:00:00.000,"1995",4,11,9,19951109,"November","Nov 1995","Q4 1995",3,"Thursday",1995-11-12 00:00:00.000,46,19951100,19950400,"95","FY96",11
1995-11-10 00:00:00.000,"1995",4,11,10,19951110,"November","Nov 1995","Q4 1995",4,"Friday",1995-11-12 00:00:00.000,46,19951100,19950400,"95","FY96",11
1995-11-11 00:00:00.000,"1995",4,11,11,19951111,"November","Nov 1995","Q4 1995",5,"Saturday",1995-11-12 00:00:00.000,46,19951100,19950400,"95","FY96",11
1995-11-12 00:00:00.000,"1995",4,11,12,19951112,"November","Nov 1995","Q4 1995",6,"Sunday",1995-11-12 00:00:00.000,46,19951100,19950400,"95","FY96",11
1995-11-13 00:00:00.000,"1995",4,11,13,19951113,"November","Nov 1995","Q4 1995",0,"Monday",1995-11-19 00:00:00.000,47,19951100,19950400,"95","FY96",11
1995-11-14 00:00:00.000,"1995",4,11,14,19951114,"November","Nov 1995","Q4 1995",1,"Tuesday",1995-11-19 00:00:00.000,47,19951100,19950400,"95","FY96",11
1995-11-15 00:00:00.000,"1995",4,11,15,19951115,"November","Nov 1995","Q4 1995",2,"Wednesday",1995-11-19 00:00:00.000,47,19951100,19950400,"95","FY96",11
1995-11-16 00:00:00.000,"1995",4,11,16,19951116,"November","Nov 1995","Q4 1995",3,"Thursday",1995-11-19 00:00:00.000,47,19951100,19950400,"95","FY96",11
1995-11-17 00:00:00.000,"1995",4,11,17,19951117,"November","Nov 1995","Q4 1995",4,"Friday",1995-11-19 00:00:00.000,47,19951100,19950400,"95","FY96",11
1995-11-18 00:00:00.000,"1995",4,11,18,19951118,"November","Nov 1995","Q4 1995",5,"Saturday",1995-11-19 00:00:00.000,47,19951100,19950400,"95","FY96",11
1995-11-19 00:00:00.000,"1995",4,11,19,19951119,"November","Nov 1995","Q4 1995",6,"Sunday",1995-11-19 00:00:00.000,47,19951100,19950400,"95","FY96",11
1995-11-20 00:00:00.000,"1995",4,11,20,19951120,"November","Nov 1995","Q4 1995",0,"Monday",1995-11-26 00:00:00.000,48,19951100,19950400,"95","FY96",11
1995-11-21 00:00:00.000,"1995",4,11,21,19951121,"November","Nov 1995","Q4 1995",1,"Tuesday",1995-11-26 00:00:00.000,48,19951100,19950400,"95","FY96",11
1995-11-22 00:00:00.000,"1995",4,11,22,19951122,"November","Nov 1995","Q4 1995",2,"Wednesday",1995-11-26 00:00:00.000,48,19951100,19950400,"95","FY96",11
1995-11-23 00:00:00.000,"1995",4,11,23,19951123,"November","Nov 1995","Q4 1995",3,"Thursday",1995-11-26 00:00:00.000,48,19951100,19950400,"95","FY96",11
1995-11-24 00:00:00.000,"1995",4,11,24,19951124,"November","Nov 1995","Q4 1995",4,"Friday",1995-11-26 00:00:00.000,48,19951100,19950400,"95","FY96",11
1995-11-25 00:00:00.000,"1995",4,11,25,19951125,"November","Nov 1995","Q4 1995",5,"Saturday",1995-11-26 00:00:00.000,48,19951100,19950400,"95","FY96",11
1995-11-26 00:00:00.000,"1995",4,11,26,19951126,"November","Nov 1995","Q4 1995",6,"Sunday",1995-11-26 00:00:00.000,48,19951100,19950400,"95","FY96",11
1995-11-27 00:00:00.000,"1995",4,11,27,19951127,"November","Nov 1995","Q4 1995",0,"Monday",1995-12-03 00:00:00.000,49,19951100,19950400,"95","FY96",11
1995-11-28 00:00:00.000,"1995",4,11,28,19951128,"November","Nov 1995","Q4 1995",1,"Tuesday",1995-12-03 00:00:00.000,49,19951100,19950400,"95","FY96",11
1995-11-29 00:00:00.000,"1995",4,11,29,19951129,"November","Nov 1995","Q4 1995",2,"Wednesday",1995-12-03 00:00:00.000,49,19951100,19950400,"95","FY96",11
1995-11-30 00:00:00.000,"1995",4,11,30,19951130,"November","Nov 1995","Q4 1995",3,"Thursday",1995-12-03 00:00:00.000,49,19951100,19950400,"95","FY96",11
1996-11-01 00:00:00.000,"1996",4,11,1,19961101,"November","Nov 1996","Q4 1996",4,"Friday",1996-11-03 00:00:00.000,44,19961100,19960400,"96","FY97",11
1996-11-02 00:00:00.000,"1996",4,11,2,19961102,"November","Nov 1996","Q4 1996",5,"Saturday",1996-11-03 00:00:00.000,44,19961100,19960400,"96","FY97",11
1996-11-03 00:00:00.000,"1996",4,11,3,19961103,"November","Nov 1996","Q4 1996",6,"Sunday",1996-11-03 00:00:00.000,44,19961100,19960400,"96","FY97",11
1996-11-04 00:00:00.000,"1996",4,11,4,19961104,"November","Nov 1996","Q4 1996",0,"Monday",1996-11-10 00:00:00.000,45,19961100,19960400,"96","FY97",11
1996-11-05 00:00:00.000,"1996",4,11,5,19961105,"November","Nov 1996","Q4 1996",1,"Tuesday",1996-11-10 00:00:00.000,45,19961100,19960400,"96","FY97",11
1996-11-06 00:00:00.000,"1996",4,11,6,19961106,"November","Nov 1996","Q4 1996",2,"Wednesday",1996-11-10 00:00:00.000,45,19961100,19960400,"96","FY97",11
1996-11-07 00:00:00.000,"1996",4,11,7,19961107,"November","Nov 1996","Q4 1996",3,"Thursday",1996-11-10 00:00:00.000,45,19961100,19960400,"96","FY97",11
1996-11-08 00:00:00.000,"1996",4,11,8,19961108,"November","Nov 1996","Q4 1996",4,"Friday",1996-11-10 00:00:00.000,45,19961100,19960400,"96","FY97",11
1996-11-09 00:00:00.000,"1996",4,11,9,19961109,"November","Nov 1996","Q4 1996",5,"Saturday",1996-11-10 00:00:00.000,45,19961100,19960400,"96","FY97",11
1996-11-10 00:00:00.000,"1996",4,11,10,19961110,"November","Nov 1996","Q4 1996",6,"Sunday",1996-11-10 00:00:00.000,45,19961100,19960400,"96","FY97",11
1996-11-11 00:00:00.000,"1996",4,11,11,19961111,"November","Nov 1996","Q4 1996",0,"Monday",1996-11-17 00:00:00.000,46,19961100,19960400,"96","FY97",11
1996-11-12 00:00:00.000,"1996",4,11,12,19961112,"November","Nov 1996","Q4 1996",1,"Tuesday",1996-11-17 00:00:00.000,46,19961100,19960400,"96","FY97",11
1996-11-13 00:00:00.000,"1996",4,11,13,19961113,"November","Nov 1996","Q4 1996",2,"Wednesday",1996-11-17 00:00:00.000,46,19961100,19960400,"96","FY97",11
1996-11-14 00:00:00.000,"1996",4,11,14,19961114,"November","Nov 1996","Q4 1996",3,"Thursday",1996-11-17 00:00:00.000,46,19961100,19960400,"96","FY97",11
1996-11-15 00:00:00.000,"1996",4,11,15,19961115,"November","Nov 1996","Q4 1996",4,"Friday",1996-11-17 00:00:00.000,46,19961100,19960400,"96","FY97",11
1996-11-16 00:00:00.000,"1996",4,11,16,19961116,"November","Nov 1996","Q4 1996",5,"Saturday",1996-11-17 00:00:00.000,46,19961100,19960400,"96","FY97",11
1996-11-17 00:00:00.000,"1996",4,11,17,19961117,"November","Nov 1996","Q4 1996",6,"Sunday",1996-11-17 00:00:00.000,46,19961100,19960400,"96","FY97",11
1996-11-18 00:00:00.000,"1996",4,11,18,19961118,"November","Nov 1996","Q4 1996",0,"Monday",1996-11-24 00:00:00.000,47,19961100,19960400,"96","FY97",11
1996-11-19 00:00:00.000,"1996",4,11,19,19961119,"November","Nov 1996","Q4 1996",1,"Tuesday",1996-11-24 00:00:00.000,47,19961100,19960400,"96","FY97",11
1996-11-20 00:00:00.000,"1996",4,11,20,19961120,"November","Nov 1996","Q4 1996",2,"Wednesday",1996-11-24 00:00:00.000,47,19961100,19960400,"96","FY97",11
1996-11-21 00:00:00.000,"1996",4,11,21,19961121,"November","Nov 1996","Q4 1996",3,"Thursday",1996-11-24 00:00:00.000,47,19961100,19960400,"96","FY97",11
1996-11-22 00:00:00.000,"1996",4,11,22,19961122,"November","Nov 1996","Q4 1996",4,"Friday",1996-11-24 00:00:00.000,47,19961100,19960400,"96","FY97",11
1996-11-23 00:00:00.000,"1996",4,11,23,19961123,"November","Nov 1996","Q4 1996",5,"Saturday",1996-11-24 00:00:00.000,47,19961100,19960400,"96","FY97",11
1996-11-24 00:00:00.000,"1996",4,11,24,19961124,"November","Nov 1996","Q4 1996",6,"Sunday",1996-11-24 00:00:00.000,47,19961100,19960400,"96","FY97",11
1996-11-25 00:00:00.000,"1996",4,11,25,19961125,"November","Nov 1996","Q4 1996",0,"Monday",1996-12-01 00:00:00.000,48,19961100,19960400,"96","FY97",11
1996-11-26 00:00:00.000,"1996",4,11,26,19961126,"November","Nov 1996","Q4 1996",1,"Tuesday",1996-12-01 00:00:00.000,48,19961100,19960400,"96","FY97",11
1996-11-27 00:00:00.000,"1996",4,11,27,19961127,"November","Nov 1996","Q4 1996",2,"Wednesday",1996-12-01 00:00:00.000,48,19961100,19960400,"96","FY97",11
1996-11-28 00:00:00.000,"1996",4,11,28,19961128,"November","Nov 1996","Q4 1996",3,"Thursday",1996-12-01 00:00:00.000,48,19961100,19960400,"96","FY97",11
1996-11-29 00:00:00.000,"1996",4,11,29,19961129,"November","Nov 1996","Q4 1996",4,"Friday",1996-12-01 00:00:00.000,48,19961100,19960400,"96","FY97",11
1996-11-30 00:00:00.000,"1996",4,11,30,19961130,"November","Nov 1996","Q4 1996",5,"Saturday",1996-12-01 00:00:00.000,48,19961100,19960400,"96","FY97",11
1997-11-01 00:00:00.000,"1997",4,11,1,19971101,"November","Nov 1997","Q4 1997",5,"Saturday",1997-11-02 00:00:00.000,44,19971100,19970400,"97","FY98",11
1997-11-02 00:00:00.000,"1997",4,11,2,19971102,"November","Nov 1997","Q4 1997",6,"Sunday",1997-11-02 00:00:00.000,44,19971100,19970400,"97","FY98",11
1997-11-03 00:00:00.000,"1997",4,11,3,19971103,"November","Nov 1997","Q4 1997",0,"Monday",1997-11-09 00:00:00.000,45,19971100,19970400,"97","FY98",11
1997-11-04 00:00:00.000,"1997",4,11,4,19971104,"November","Nov 1997","Q4 1997",1,"Tuesday",1997-11-09 00:00:00.000,45,19971100,19970400,"97","FY98",11
1997-11-05 00:00:00.000,"1997",4,11,5,19971105,"November","Nov 1997","Q4 1997",2,"Wednesday",1997-11-09 00:00:00.000,45,19971100,19970400,"97","FY98",11
1997-11-06 00:00:00.000,"1997",4,11,6,19971106,"November","Nov 1997","Q4 1997",3,"Thursday",1997-11-09 00:00:00.000,45,19971100,19970400,"97","FY98",11
1997-11-07 00:00:00.000,"1997",4,11,7,19971107,"November","Nov 1997","Q4 1997",4,"Friday",1997-11-09 00:00:00.000,45,19971100,19970400,"97","FY98",11
1997-11-08 00:00:00.000,"1997",4,11,8,19971108,"November","Nov 1997","Q4 1997",5,"Saturday",1997-11-09 00:00:00.000,45,19971100,19970400,"97","FY98",11
1997-11-09 00:00:00.000,"1997",4,11,9,19971109,"November","Nov 1997","Q4 1997",6,"Sunday",1997-11-09 00:00:00.000,45,19971100,19970400,"97","FY98",11
1997-11-10 00:00:00.000,"1997",4,11,10,19971110,"November","Nov 1997","Q4 1997",0,"Monday",1997-11-16 00:00:00.000,46,19971100,19970400,"97","FY98",11
1997-11-11 00:00:00.000,"1997",4,11,11,19971111,"November","Nov 1997","Q4 1997",1,"Tuesday",1997-11-16 00:00:00.000,46,19971100,19970400,"97","FY98",11
1997-11-12 00:00:00.000,"1997",4,11,12,19971112,"November","Nov 1997","Q4 1997",2,"Wednesday",1997-11-16 00:00:00.000,46,19971100,19970400,"97","FY98",11
1997-11-13 00:00:00.000,"1997",4,11,13,19971113,"November","Nov 1997","Q4 1997",3,"Thursday",1997-11-16 00:00:00.000,46,19971100,19970400,"97","FY98",11
1997-11-14 00:00:00.000,"1997",4,11,14,19971114,"November","Nov 1997","Q4 1997",4,"Friday",1997-11-16 00:00:00.000,46,19971100,19970400,"97","FY98",11
1997-11-15 00:00:00.000,"1997",4,11,15,19971115,"November","Nov 1997","Q4 1997",5,"Saturday",1997-11-16 00:00:00.000,46,19971100,19970400,"97","FY98",11
1997-11-16 00:00:00.000,"1997",4,11,16,19971116,"November","Nov 1997","Q4 1997",6,"Sunday",1997-11-16 00:00:00.000,46,19971100,19970400,"97","FY98",11
1997-11-17 00:00:00.000,"1997",4,11,17,19971117,"November","Nov 1997","Q4 1997",0,"Monday",1997-11-23 00:00:00.000,47,19971100,19970400,"97","FY98",11
1997-11-18 00:00:00.000,"1997",4,11,18,19971118,"November","Nov 1997","Q4 1997",1,"Tuesday",1997-11-23 00:00:00.000,47,19971100,19970400,"97","FY98",11
1997-11-19 00:00:00.000,"1997",4,11,19,19971119,"November","Nov 1997","Q4 1997",2,"Wednesday",1997-11-23 00:00:00.000,47,19971100,19970400,"97","FY98",11
1997-11-20 00:00:00.000,"1997",4,11,20,19971120,"November","Nov 1997","Q4 1997",3,"Thursday",1997-11-23 00:00:00.000,47,19971100,19970400,"97","FY98",11
1997-11-21 00:00:00.000,"1997",4,11,21,19971121,"November","Nov 1997","Q4 1997",4,"Friday",1997-11-23 00:00:00.000,47,19971100,19970400,"97","FY98",11
1997-11-22 00:00:00.000,"1997",4,11,22,19971122,"November","Nov 1997","Q4 1997",5,"Saturday",1997-11-23 00:00:00.000,47,19971100,19970400,"97","FY98",11
1997-11-23 00:00:00.000,"1997",4,11,23,19971123,"November","Nov 1997","Q4 1997",6,"Sunday",1997-11-23 00:00:00.000,47,19971100,19970400,"97","FY98",11
1997-11-24 00:00:00.000,"1997",4,11,24,19971124,"November","Nov 1997","Q4 1997",0,"Monday",1997-11-30 00:00:00.000,48,19971100,19970400,"97","FY98",11
1997-11-25 00:00:00.000,"1997",4,11,25,19971125,"November","Nov 1997","Q4 1997",1,"Tuesday",1997-11-30 00:00:00.000,48,19971100,19970400,"97","FY98",11
1997-11-26 00:00:00.000,"1997",4,11,26,19971126,"November","Nov 1997","Q4 1997",2,"Wednesday",1997-11-30 00:00:00.000,48,19971100,19970400,"97","FY98",11
1997-11-27 00:00:00.000,"1997",4,11,27,19971127,"November","Nov 1997","Q4 1997",3,"Thursday",1997-11-30 00:00:00.000,48,19971100,19970400,"97","FY98",11
1997-11-28 00:00:00.000,"1997",4,11,28,19971128,"November","Nov 1997","Q4 1997",4,"Friday",1997-11-30 00:00:00.000,48,19971100,19970400,"97","FY98",11
1997-11-29 00:00:00.000,"1997",4,11,29,19971129,"November","Nov 1997","Q4 1997",5,"Saturday",1997-11-30 00:00:00.000,48,19971100,19970400,"97","FY98",11
1997-11-30 00:00:00.000,"1997",4,11,30,19971130,"November","Nov 1997","Q4 1997",6,"Sunday",1997-11-30 00:00:00.000,48,19971100,19970400,"97","FY98",11
1998-11-01 00:00:00.000,"1998",4,11,1,19981101,"November","Nov 1998","Q4 1998",6,"Sunday",1998-11-01 00:00:00.000,44,19981100,19980400,"98","FY99",11
1998-11-02 00:00:00.000,"1998",4,11,2,19981102,"November","Nov 1998","Q4 1998",0,"Monday",1998-11-08 00:00:00.000,45,19981100,19980400,"98","FY99",11
1998-11-03 00:00:00.000,"1998",4,11,3,19981103,"November","Nov 1998","Q4 1998",1,"Tuesday",1998-11-08 00:00:00.000,45,19981100,19980400,"98","FY99",11
1998-11-04 00:00:00.000,"1998",4,11,4,19981104,"November","Nov 1998","Q4 1998",2,"Wednesday",1998-11-08 00:00:00.000,45,19981100,19980400,"98","FY99",11
1998-11-05 00:00:00.000,"1998",4,11,5,19981105,"November","Nov 1998","Q4 1998",3,"Thursday",1998-11-08 00:00:00.000,45,19981100,19980400,"98","FY99",11
1998-11-06 00:00:00.000,"1998",4,11,6,19981106,"November","Nov 1998","Q4 1998",4,"Friday",1998-11-08 00:00:00.000,45,19981100,19980400,"98","FY99",11
1998-11-07 00:00:00.000,"1998",4,11,7,19981107,"November","Nov 1998","Q4 1998",5,"Saturday",1998-11-08 00:00:00.000,45,19981100,19980400,"98","FY99",11
1998-11-08 00:00:00.000,"1998",4,11,8,19981108,"November","Nov 1998","Q4 1998",6,"Sunday",1998-11-08 00:00:00.000,45,19981100,19980400,"98","FY99",11
1998-11-09 00:00:00.000,"1998",4,11,9,19981109,"November","Nov 1998","Q4 1998",0,"Monday",1998-11-15 00:00:00.000,46,19981100,19980400,"98","FY99",11
1998-11-10 00:00:00.000,"1998",4,11,10,19981110,"November","Nov 1998","Q4 1998",1,"Tuesday",1998-11-15 00:00:00.000,46,19981100,19980400,"98","FY99",11
1998-11-11 00:00:00.000,"1998",4,11,11,19981111,"November","Nov 1998","Q4 1998",2,"Wednesday",1998-11-15 00:00:00.000,46,19981100,19980400,"98","FY99",11
1998-11-12 00:00:00.000,"1998",4,11,12,19981112,"November","Nov 1998","Q4 1998",3,"Thursday",1998-11-15 00:00:00.000,46,19981100,19980400,"98","FY99",11
1998-11-13 00:00:00.000,"1998",4,11,13,19981113,"November","Nov 1998","Q4 1998",4,"Friday",1998-11-15 00:00:00.000,46,19981100,19980400,"98","FY99",11
1998-11-14 00:00:00.000,"1998",4,11,14,19981114,"November","Nov 1998","Q4 1998",5,"Saturday",1998-11-15 00:00:00.000,46,19981100,19980400,"98","FY99",11
1998-11-15 00:00:00.000,"1998",4,11,15,19981115,"November","Nov 1998","Q4 1998",6,"Sunday",1998-11-15 00:00:00.000,46,19981100,19980400,"98","FY99",11
1998-11-16 00:00:00.000,"1998",4,11,16,19981116,"November","Nov 1998","Q4 1998",0,"Monday",1998-11-22 00:00:00.000,47,19981100,19980400,"98","FY99",11
1998-11-17 00:00:00.000,"1998",4,11,17,19981117,"November","Nov 1998","Q4 1998",1,"Tuesday",1998-11-22 00:00:00.000,47,19981100,19980400,"98","FY99",11
1998-11-18 00:00:00.000,"1998",4,11,18,19981118,"November","Nov 1998","Q4 1998",2,"Wednesday",1998-11-22 00:00:00.000,47,19981100,19980400,"98","FY99",11
1998-11-19 00:00:00.000,"1998",4,11,19,19981119,"November","Nov 1998","Q4 1998",3,"Thursday",1998-11-22 00:00:00.000,47,19981100,19980400,"98","FY99",11
1998-11-20 00:00:00.000,"1998",4,11,20,19981120,"November","Nov 1998","Q4 1998",4,"Friday",1998-11-22 00:00:00.000,47,19981100,19980400,"98","FY99",11
1998-11-21 00:00:00.000,"1998",4,11,21,19981121,"November","Nov 1998","Q4 1998",5,"Saturday",1998-11-22 00:00:00.000,47,19981100,19980400,"98","FY99",11
1998-11-22 00:00:00.000,"1998",4,11,22,19981122,"November","Nov 1998","Q4 1998",6,"Sunday",1998-11-22 00:00:00.000,47,19981100,19980400,"98","FY99",11
1998-11-23 00:00:00.000,"1998",4,11,23,19981123,"November","Nov 1998","Q4 1998",0,"Monday",1998-11-29 00:00:00.000,48,19981100,19980400,"98","FY99",11
1998-11-24 00:00:00.000,"1998",4,11,24,19981124,"November","Nov 1998","Q4 1998",1,"Tuesday",1998-11-29 00:00:00.000,48,19981100,19980400,"98","FY99",11
1998-11-25 00:00:00.000,"1998",4,11,25,19981125,"November","Nov 1998","Q4 1998",2,"Wednesday",1998-11-29 00:00:00.000,48,19981100,19980400,"98","FY99",11
1998-11-26 00:00:00.000,"1998",4,11,26,19981126,"November","Nov 1998","Q4 1998",3,"Thursday",1998-11-29 00:00:00.000,48,19981100,19980400,"98","FY99",11
1998-11-27 00:00:00.000,"1998",4,11,27,19981127,"November","Nov 1998","Q4 1998",4,"Friday",1998-11-29 00:00:00.000,48,19981100,19980400,"98","FY99",11
1998-11-28 00:00:00.000,"1998",4,11,28,19981128,"November","Nov 1998","Q4 1998",5,"Saturday",1998-11-29 00:00:00.000,48,19981100,19980400,"98","FY99",11
1998-11-29 00:00:00.000,"1998",4,11,29,19981129,"November","Nov 1998","Q4 1998",6,"Sunday",1998-11-29 00:00:00.000,48,19981100,19980400,"98","FY99",11
1998-11-30 00:00:00.000,"1998",4,11,30,19981130,"November","Nov 1998","Q4 1998",0,"Monday",1998-12-06 00:00:00.000,49,19981100,19980400,"98","FY99",11
1995-12-01 00:00:00.000,"1995",4,12,1,19951201,"December","Dec 1995","Q4 1995",4,"Friday",1995-12-03 00:00:00.000,49,19951200,19950400,"95","FY96",12
1995-12-02 00:00:00.000,"1995",4,12,2,19951202,"December","Dec 1995","Q4 1995",5,"Saturday",1995-12-03 00:00:00.000,49,19951200,19950400,"95","FY96",12
1995-12-03 00:00:00.000,"1995",4,12,3,19951203,"December","Dec 1995","Q4 1995",6,"Sunday",1995-12-03 00:00:00.000,49,19951200,19950400,"95","FY96",12
1995-12-04 00:00:00.000,"1995",4,12,4,19951204,"December","Dec 1995","Q4 1995",0,"Monday",1995-12-10 00:00:00.000,50,19951200,19950400,"95","FY96",12
1995-12-05 00:00:00.000,"1995",4,12,5,19951205,"December","Dec 1995","Q4 1995",1,"Tuesday",1995-12-10 00:00:00.000,50,19951200,19950400,"95","FY96",12
1995-12-06 00:00:00.000,"1995",4,12,6,19951206,"December","Dec 1995","Q4 1995",2,"Wednesday",1995-12-10 00:00:00.000,50,19951200,19950400,"95","FY96",12
1995-12-07 00:00:00.000,"1995",4,12,7,19951207,"December","Dec 1995","Q4 1995",3,"Thursday",1995-12-10 00:00:00.000,50,19951200,19950400,"95","FY96",12
1995-12-08 00:00:00.000,"1995",4,12,8,19951208,"December","Dec 1995","Q4 1995",4,"Friday",1995-12-10 00:00:00.000,50,19951200,19950400,"95","FY96",12
1995-12-09 00:00:00.000,"1995",4,12,9,19951209,"December","Dec 1995","Q4 1995",5,"Saturday",1995-12-10 00:00:00.000,50,19951200,19950400,"95","FY96",12
1995-12-10 00:00:00.000,"1995",4,12,10,19951210,"December","Dec 1995","Q4 1995",6,"Sunday",1995-12-10 00:00:00.000,50,19951200,19950400,"95","FY96",12
1995-12-11 00:00:00.000,"1995",4,12,11,19951211,"December","Dec 1995","Q4 1995",0,"Monday",1995-12-17 00:00:00.000,51,19951200,19950400,"95","FY96",12
1995-12-12 00:00:00.000,"1995",4,12,12,19951212,"December","Dec 1995","Q4 1995",1,"Tuesday",1995-12-17 00:00:00.000,51,19951200,19950400,"95","FY96",12
1995-12-13 00:00:00.000,"1995",4,12,13,19951213,"December","Dec 1995","Q4 1995",2,"Wednesday",1995-12-17 00:00:00.000,51,19951200,19950400,"95","FY96",12
1995-12-14 00:00:00.000,"1995",4,12,14,19951214,"December","Dec 1995","Q4 1995",3,"Thursday",1995-12-17 00:00:00.000,51,19951200,19950400,"95","FY96",12
1995-12-15 00:00:00.000,"1995",4,12,15,19951215,"December","Dec 1995","Q4 1995",4,"Friday",1995-12-17 00:00:00.000,51,19951200,19950400,"95","FY96",12
1995-12-16 00:00:00.000,"1995",4,12,16,19951216,"December","Dec 1995","Q4 1995",5,"Saturday",1995-12-17 00:00:00.000,51,19951200,19950400,"95","FY96",12
1995-12-17 00:00:00.000,"1995",4,12,17,19951217,"December","Dec 1995","Q4 1995",6,"Sunday",1995-12-17 00:00:00.000,51,19951200,19950400,"95","FY96",12
1995-12-18 00:00:00.000,"1995",4,12,18,19951218,"December","Dec 1995","Q4 1995",0,"Monday",1995-12-24 00:00:00.000,52,19951200,19950400,"95","FY96",12
1995-12-19 00:00:00.000,"1995",4,12,19,19951219,"December","Dec 1995","Q4 1995",1,"Tuesday",1995-12-24 00:00:00.000,52,19951200,19950400,"95","FY96",12
1995-12-20 00:00:00.000,"1995",4,12,20,19951220,"December","Dec 1995","Q4 1995",2,"Wednesday",1995-12-24 00:00:00.000,52,19951200,19950400,"95","FY96",12
1995-12-21 00:00:00.000,"1995",4,12,21,19951221,"December","Dec 1995","Q4 1995",3,"Thursday",1995-12-24 00:00:00.000,52,19951200,19950400,"95","FY96",12
1995-12-22 00:00:00.000,"1995",4,12,22,19951222,"December","Dec 1995","Q4 1995",4,"Friday",1995-12-24 00:00:00.000,52,19951200,19950400,"95","FY96",12
1995-12-23 00:00:00.000,"1995",4,12,23,19951223,"December","Dec 1995","Q4 1995",5,"Saturday",1995-12-24 00:00:00.000,52,19951200,19950400,"95","FY96",12
1995-12-24 00:00:00.000,"1995",4,12,24,19951224,"December","Dec 1995","Q4 1995",6,"Sunday",1995-12-24 00:00:00.000,52,19951200,19950400,"95","FY96",12
1995-12-25 00:00:00.000,"1995",4,12,25,19951225,"December","Dec 1995","Q4 1995",0,"Monday",1995-12-31 00:00:00.000,53,19951200,19950400,"95","FY96",12
1995-12-26 00:00:00.000,"1995",4,12,26,19951226,"December","Dec 1995","Q4 1995",1,"Tuesday",1995-12-31 00:00:00.000,53,19951200,19950400,"95","FY96",12
1995-12-27 00:00:00.000,"1995",4,12,27,19951227,"December","Dec 1995","Q4 1995",2,"Wednesday",1995-12-31 00:00:00.000,53,19951200,19950400,"95","FY96",12
1995-12-28 00:00:00.000,"1995",4,12,28,19951228,"December","Dec 1995","Q4 1995",3,"Thursday",1995-12-31 00:00:00.000,53,19951200,19950400,"95","FY96",12
1995-12-29 00:00:00.000,"1995",4,12,29,19951229,"December","Dec 1995","Q4 1995",4,"Friday",1995-12-31 00:00:00.000,53,19951200,19950400,"95","FY96",12
1995-12-30 00:00:00.000,"1995",4,12,30,19951230,"December","Dec 1995","Q4 1995",5,"Saturday",1995-12-31 00:00:00.000,53,19951200,19950400,"95","FY96",12
1995-12-31 00:00:00.000,"1995",4,12,31,19951231,"December","Dec 1995","Q4 1995",6,"Sunday",1995-12-31 00:00:00.000,53,19951200,19950400,"95","FY96",12
1996-12-01 00:00:00.000,"1996",4,12,1,19961201,"December","Dec 1996","Q4 1996",6,"Sunday",1996-12-01 00:00:00.000,48,19961200,19960400,"96","FY97",12
1996-12-02 00:00:00.000,"1996",4,12,2,19961202,"December","Dec 1996","Q4 1996",0,"Monday",1996-12-08 00:00:00.000,49,19961200,19960400,"96","FY97",12
1996-12-03 00:00:00.000,"1996",4,12,3,19961203,"December","Dec 1996","Q4 1996",1,"Tuesday",1996-12-08 00:00:00.000,49,19961200,19960400,"96","FY97",12
1996-12-04 00:00:00.000,"1996",4,12,4,19961204,"December","Dec 1996","Q4 1996",2,"Wednesday",1996-12-08 00:00:00.000,49,19961200,19960400,"96","FY97",12
1996-12-05 00:00:00.000,"1996",4,12,5,19961205,"December","Dec 1996","Q4 1996",3,"Thursday",1996-12-08 00:00:00.000,49,19961200,19960400,"96","FY97",12
1996-12-06 00:00:00.000,"1996",4,12,6,19961206,"December","Dec 1996","Q4 1996",4,"Friday",1996-12-08 00:00:00.000,49,19961200,19960400,"96","FY97",12
1996-12-07 00:00:00.000,"1996",4,12,7,19961207,"December","Dec 1996","Q4 1996",5,"Saturday",1996-12-08 00:00:00.000,49,19961200,19960400,"96","FY97",12
1996-12-08 00:00:00.000,"1996",4,12,8,19961208,"December","Dec 1996","Q4 1996",6,"Sunday",1996-12-08 00:00:00.000,49,19961200,19960400,"96","FY97",12
