sprint_name,sprint_start_dt,sprint_end_dt,story_points,resolution_dt,source_created_dt,jira_issue_key_cd,summary,jira_proj_key_cd,label_desc,jira_issue_status,source_created_dt_history,Added_DuringSprint,DayByDay,Use_Source_Created_dt,IncludeRecords,Graphable_SP,Graphable_Issues,Baseline_StoryPoints,Baseline_Issues,RealTime_SP,RealTime_Issues,Added SP,Added Issues
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1371","Upgrade Px-PRD02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-09 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1371","Upgrade Px-PRD02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-10 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1371","Upgrade Px-PRD02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-11 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1371","Upgrade Px-PRD02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-12 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1371","Upgrade Px-PRD02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-13 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1371","Upgrade Px-PRD02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-14 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1372","Upgrade TT-PRD01 to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-06 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1372","Upgrade TT-PRD01 to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-07 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1372","Upgrade TT-PRD01 to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-08 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1372","Upgrade TT-PRD01 to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-09 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1372","Upgrade TT-PRD01 to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-10 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1372","Upgrade TT-PRD01 to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-11 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1372","Upgrade TT-PRD01 to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-12 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1372","Upgrade TT-PRD01 to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-13 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1372","Upgrade TT-PRD01 to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-14 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1373","Upgrade TT-CDE to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-06 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1373","Upgrade TT-CDE to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-07 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1373","Upgrade TT-CDE to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-08 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1373","Upgrade TT-CDE to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-09 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1373","Upgrade TT-CDE to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-10 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1373","Upgrade TT-CDE to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-11 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1373","Upgrade TT-CDE to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-12 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1373","Upgrade TT-CDE to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-13 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1373","Upgrade TT-CDE to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-14 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1374","Upgrade PX-CDE to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-06 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1374","Upgrade PX-CDE to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-07 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1374","Upgrade PX-CDE to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-08 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1374","Upgrade PX-CDE to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-09 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1374","Upgrade PX-CDE to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-10 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1374","Upgrade PX-CDE to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-11 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1374","Upgrade PX-CDE to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-12 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1374","Upgrade PX-CDE to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-13 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1374","Upgrade PX-CDE to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-14 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1375","Upgrade PX-PRD01 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-06 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1375","Upgrade PX-PRD01 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-07 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1375","Upgrade PX-PRD01 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-08 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1375","Upgrade PX-PRD01 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-09 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1375","Upgrade PX-PRD01 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-10 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1375","Upgrade PX-PRD01 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-11 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1375","Upgrade PX-PRD01 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-12 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1375","Upgrade PX-PRD01 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-13 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1375","Upgrade PX-PRD01 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-14 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1376","Upgrade PX-CDE02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-06 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1376","Upgrade PX-CDE02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-07 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1376","Upgrade PX-CDE02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-08 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1376","Upgrade PX-CDE02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-09 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1376","Upgrade PX-CDE02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-10 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1376","Upgrade PX-CDE02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-11 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1376","Upgrade PX-CDE02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-12 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1376","Upgrade PX-CDE02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-13 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1376","Upgrade PX-CDE02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-14 00:00:00.000,"10/18/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,3,,2018-10-24 00:00:00.000,"CF-1386","[Smoke-Tests] Clean up old smoke-tests remains","CF","TechDebt","In Progress",,"",2018-11-06 00:00:00.000,"10/24/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,3,,2018-10-24 00:00:00.000,"CF-1386","[Smoke-Tests] Clean up old smoke-tests remains","CF","TechDebt","In Progress",,"",2018-11-07 00:00:00.000,"10/24/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,3,,2018-10-24 00:00:00.000,"CF-1386","[Smoke-Tests] Clean up old smoke-tests remains","CF","TechDebt","In Progress",,"",2018-11-08 00:00:00.000,"10/24/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,3,,2018-10-24 00:00:00.000,"CF-1386","[Smoke-Tests] Clean up old smoke-tests remains","CF","TechDebt","In Progress",,"",2018-11-09 00:00:00.000,"10/24/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,3,,2018-10-24 00:00:00.000,"CF-1386","[Smoke-Tests] Clean up old smoke-tests remains","CF","TechDebt","In Progress",,"",2018-11-10 00:00:00.000,"10/24/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,3,,2018-10-24 00:00:00.000,"CF-1386","[Smoke-Tests] Clean up old smoke-tests remains","CF","TechDebt","In Progress",,"",2018-11-11 00:00:00.000,"10/24/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,3,,2018-10-24 00:00:00.000,"CF-1386","[Smoke-Tests] Clean up old smoke-tests remains","CF","TechDebt","In Progress",,"",2018-11-12 00:00:00.000,"10/24/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,3,,2018-10-24 00:00:00.000,"CF-1386","[Smoke-Tests] Clean up old smoke-tests remains","CF","TechDebt","In Progress",,"",2018-11-13 00:00:00.000,"10/24/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,3,,2018-10-24 00:00:00.000,"CF-1386","[Smoke-Tests] Clean up old smoke-tests remains","CF","TechDebt","In Progress",,"",2018-11-14 00:00:00.000,"10/24/2018","INCLUDE","","","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,5,,2018-06-15 00:00:00.000,"CF-907","Integrate aw-stgw201 with the foundation pipelines","CF","PAWS","In Progress",,"",2018-11-02 00:00:00.000,"6/15/2018","INCLUDE","5","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,5,,2018-06-15 00:00:00.000,"CF-907","Integrate aw-stgw201 with the foundation pipelines","CF","PAWS","In Progress",,"",2018-11-03 00:00:00.000,"6/15/2018","INCLUDE","5","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,3,,2018-07-06 00:00:00.000,"CF-993","Run pipelines in aw-npew201","CF","PAWS","In Progress",,"",2018-11-02 00:00:00.000,"7/6/2018","INCLUDE","3","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,3,,2018-07-06 00:00:00.000,"CF-993","Run pipelines in aw-npew201","CF","PAWS","In Progress",,"",2018-11-03 00:00:00.000,"7/6/2018","INCLUDE","3","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,2018-11-05 00:00:00.000,2018-09-28 00:00:00.000,"CF-1261","Upgrade Px-NPE01 to 2.0.20","CF","Upgrade","Done",,"",2018-11-02 00:00:00.000,"9/28/2018","INCLUDE","8","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,2018-11-05 00:00:00.000,2018-09-28 00:00:00.000,"CF-1261","Upgrade Px-NPE01 to 2.0.20","CF","Upgrade","Done",,"",2018-11-03 00:00:00.000,"9/28/2018","INCLUDE","8","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,2018-11-05 00:00:00.000,2018-09-28 00:00:00.000,"CF-1261","Upgrade Px-NPE01 to 2.0.20","CF","Upgrade","Done",,"",2018-11-04 00:00:00.000,"9/28/2018","INCLUDE","8","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-09-28 00:00:00.000,"CF-1262","Upgrade Px-STG to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-02 00:00:00.000,"9/28/2018","INCLUDE","8","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-09-28 00:00:00.000,"CF-1262","Upgrade Px-STG to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-03 00:00:00.000,"9/28/2018","INCLUDE","8","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,3,,2018-10-01 00:00:00.000,"CF-1277","Create Syslog filter for PCC log data","CF","PCF-Logging","In Progress",,"",2018-11-02 00:00:00.000,"10/1/2018","INCLUDE","3","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,3,,2018-10-01 00:00:00.000,"CF-1277","Create Syslog filter for PCC log data","CF","PCF-Logging","In Progress",,"",2018-11-03 00:00:00.000,"10/1/2018","INCLUDE","3","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,5,,2018-10-03 00:00:00.000,"CF-1289","[Smoke-Tests] Create a python module containing all common tests","CF","TechDebt","In Progress",,"",2018-11-02 00:00:00.000,"10/3/2018","INCLUDE","5","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,5,,2018-10-03 00:00:00.000,"CF-1289","[Smoke-Tests] Create a python module containing all common tests","CF","TechDebt","In Progress",,"",2018-11-03 00:00:00.000,"10/3/2018","INCLUDE","5","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,5,,2018-10-11 00:00:00.000,"CF-1327","[px-prd01/px-prd03/px-stg] Create new Cloudian cluster using new design","CF","Ops","Awaiting implementation",,"",2018-11-02 00:00:00.000,"10/11/2018","INCLUDE","5","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,5,,2018-10-11 00:00:00.000,"CF-1327","[px-prd01/px-prd03/px-stg] Create new Cloudian cluster using new design","CF","Ops","Awaiting implementation",,"",2018-11-03 00:00:00.000,"10/11/2018","INCLUDE","5","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,3,,2018-10-11 00:00:00.000,"CF-1329","Pipeline Deployment of service broker","CF","GSLB","Awaiting implementation",,"",2018-11-02 00:00:00.000,"10/11/2018","INCLUDE","3","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,3,,2018-10-11 00:00:00.000,"CF-1329","Pipeline Deployment of service broker","CF","GSLB","Awaiting implementation",,"",2018-11-03 00:00:00.000,"10/11/2018","INCLUDE","3","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,2,,2018-10-11 00:00:00.000,"CF-1345","Create the Bitbucket repo(s) for AWS foundations","CF","PAWS","In Progress",,"",2018-11-02 00:00:00.000,"10/11/2018","INCLUDE","2","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,2,,2018-10-11 00:00:00.000,"CF-1345","Create the Bitbucket repo(s) for AWS foundations","CF","PAWS","In Progress",,"",2018-11-03 00:00:00.000,"10/11/2018","INCLUDE","2","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,2,,2018-10-12 00:00:00.000,"CF-1352","[px-prd01] Install SignalFX tile to support Kris Wilson evaluation","CF","Ops","Awaiting implementation",,"",2018-11-02 00:00:00.000,"10/12/2018","INCLUDE","2","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,2,,2018-10-12 00:00:00.000,"CF-1352","[px-prd01] Install SignalFX tile to support Kris Wilson evaluation","CF","Ops","Awaiting implementation",,"",2018-11-03 00:00:00.000,"10/12/2018","INCLUDE","2","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1371","Upgrade Px-PRD02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-02 00:00:00.000,"10/18/2018","INCLUDE","8","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1371","Upgrade Px-PRD02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-03 00:00:00.000,"10/18/2018","INCLUDE","8","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1372","Upgrade TT-PRD01 to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-02 00:00:00.000,"10/18/2018","INCLUDE","8","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1372","Upgrade TT-PRD01 to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-03 00:00:00.000,"10/18/2018","INCLUDE","8","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1373","Upgrade TT-CDE to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-02 00:00:00.000,"10/18/2018","INCLUDE","8","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1373","Upgrade TT-CDE to 2.0.20","CF","Upgrade","In Progress",,"",2018-11-03 00:00:00.000,"10/18/2018","INCLUDE","8","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1374","Upgrade PX-CDE to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-02 00:00:00.000,"10/18/2018","INCLUDE","8","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1374","Upgrade PX-CDE to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-03 00:00:00.000,"10/18/2018","INCLUDE","8","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1375","Upgrade PX-PRD01 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-02 00:00:00.000,"10/18/2018","INCLUDE","8","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1375","Upgrade PX-PRD01 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-03 00:00:00.000,"10/18/2018","INCLUDE","8","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1376","Upgrade PX-CDE02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-02 00:00:00.000,"10/18/2018","INCLUDE","8","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,8,,2018-10-18 00:00:00.000,"CF-1376","Upgrade PX-CDE02 to 2.0.20","CF","Upgrade","Awaiting implementation",,"",2018-11-03 00:00:00.000,"10/18/2018","INCLUDE","8","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,3,,2018-10-24 00:00:00.000,"CF-1386","[Smoke-Tests] Clean up old smoke-tests remains","CF","TechDebt","In Progress",,"",2018-11-02 00:00:00.000,"10/24/2018","INCLUDE","3","1","","","","","",""
"CF Sprint 21",2018-11-01 00:00:00.000,2018-11-15 00:00:00.000,3,,2018-10-24 00:00:00.000,"CF-1386","[Smoke-Tests] Clean up old smoke-tests remains","CF","TechDebt","In Progress",,"",2018-11-03 00:00:00.000,"10/24/2018","INCLUDE","3","1","","","","","",""
