DW Unique Issue ID,JIRA Unique Issue ID,Issue Key,Story Points,Sprint ID,Resolution Date,Status,Sprint Name,Sprint Start Date,Sprint End Date,Sprint Complete Date,Sprint Status,Current Year,Reset Status,Sprint Completed Story Points,Committed Points,jira_proj_key_cd,issue_creation_dt,Display JIRA Sprint,Summary,Number of Sprints,AddedToSprintSP,Orig_Committed_SP,Added_SP,AddedToSprint,Sprint Modification,Added_DuringSprint,Base
130798,157765,"CF-709",3,1818,2018-05-25 11:02:23.586,"Done","CF Sprint 9",2018-05-14 21:00:00.000,2018-05-26 00:30:00.000,2018-05-29 16:15:33.000,"Closed","Yes","Done",3,3,"CF",2018-04-30 17:07:15.796,"CF Sprint 9","Configure Titan Staging foundation to use TLSv1.2 for LDAP FQDN & Service Account Changes",1,0,3,0,"","","",1
128837,155741,"CF-685",3,1721,2018-05-02 15:56:46.823,"Done","CF Sprint 8",2018-04-30 22:00:22.000,2018-05-12 16:20:00.000,2018-05-14 16:28:58.000,"Closed","Yes","Done",3,3,"CF",2018-04-23 12:59:04.900,"CF Sprint 8","Status-page dashboard design",1,0,3,0,"","","",1
127726,154483,"CF-673",3,1818,2018-05-15 16:02:55.866,"Done","CF Sprint 9",2018-05-14 21:00:00.000,2018-05-26 00:30:00.000,2018-05-29 16:15:33.000,"Closed","Yes","Done",3,3,"CF",2018-04-18 09:40:06.746,"CF Sprint 9","Create the resource reaper database tables in a mySQL instance",1,0,3,0,"","","",1
127291,154243,"CF-656",3,1819,2018-06-08 13:40:03.490,"Done","CF Sprint 10",2018-05-29 18:46:03.000,2018-06-09 01:00:00.000,2018-06-11 16:25:41.000,"Closed","Yes","Done",3,3,"CF",2018-04-16 14:10:55.613,"CF Sprint 10","Opensource Failure Inject Tests (FIT)",1,0,3,0,"","","",1
126818,153766,"CF-639",3,1720,2018-04-27 13:58:12.826,"Done","CF Sprint 7",2018-04-16 22:06:00.000,2018-04-27 22:06:00.000,2018-04-30 15:00:50.000,"Closed","Yes","Done",3,3,"CF",2018-04-13 11:20:27.703,"CF Sprint 7","CA-certificate updates to Opsman through pcf-automation pipeline",1,0,3,0,"","","",1
126796,153598,"CF-636",3,1720,2018-04-30 11:41:13.990,"Done","CF Sprint 7",2018-04-16 22:06:00.000,2018-04-27 22:06:00.000,2018-04-30 15:00:50.000,"Closed","Yes","Done",3,3,"CF",2018-04-13 10:31:18.570,"CF Sprint 7","Python & Ansible - POC",1,0,3,0,"","","",1
126456,152997,"CF-622",3,1721,2018-05-02 16:04:21.906,"Done","CF Sprint 8",2018-04-30 22:00:22.000,2018-05-12 16:20:00.000,2018-05-14 16:28:58.000,"Closed","Yes","Done",3,3,"CF",2018-04-12 11:58:23.336,"CF Sprint 8","Identify mysql service health-check approaches",1,0,3,0,"","","",1
124766,151517,"CF-592",3,1720,2018-04-27 13:21:23.470,"Done","CF Sprint 7",2018-04-16 22:06:00.000,2018-04-27 22:06:00.000,2018-04-30 15:00:50.000,"Closed","Yes","Done",3,3,"CF",2018-04-06 10:19:04.186,"CF Sprint 7","Syslog to Splunk blackbox test app",1,0,3,0,"","","",1
124008,150599,"CF-585",3,1720,2018-04-25 15:08:30.180,"Done","CF Sprint 7",2018-04-16 22:06:00.000,2018-04-27 22:06:00.000,2018-04-30 15:00:50.000,"Closed","Yes","Done",3,3,"CF",2018-04-04 12:30:03.420,"CF Sprint 7","refactor task_assign_user_roles in bootstrap-pipeline",1,0,3,0,"","","",1
122654,149253,"CF-567",3,1662,2018-04-13 13:25:08.970,"Done","CF Sprint 6",2018-04-02 21:30:00.000,2018-04-13 23:00:00.000,2018-04-16 13:20:21.000,"Closed","Yes","Done",3,3,"CF",2018-03-30 10:42:29.503,"CF Sprint 6","Bitbucket Fetcher should use raw links to only pull files it needs",1,0,3,0,"","","",1
120697,146881,"CF-545",3,1720,2018-04-27 13:56:55.443,"Done","CF Sprint 7",2018-04-16 22:06:00.000,2018-04-27 22:06:00.000,2018-04-30 15:00:50.000,"Closed","Yes","Done",3,3,"CF",2018-03-22 12:52:58.310,"CF Sprint 7","Add additional tags to metrics aggregator",1,0,3,0,"","","",1
120382,146672,"CF-534",3,1662,2018-04-03 13:17:45.396,"Done","CF Sprint 6",2018-04-02 21:30:00.000,2018-04-13 23:00:00.000,2018-04-16 13:20:21.000,"Closed","Yes","Done",3,3,"CF",2018-03-21 12:58:05.356,"CF Sprint 6","Update bosh2 backup pipelines to not make constant commits",1,0,3,0,"","","",1
119138,145475,"CF-525",3,1621,2018-04-02 09:50:12.656,"Done","CF Sprint 5",2018-03-19 16:12:40.000,2018-03-31 00:00:00.000,2018-04-02 16:58:10.000,"Closed","Yes","Done",3,3,"CF",2018-03-19 13:00:34.363,"CF Sprint 5","Need to add call to hubot api to create message in cloudfoundry slack channel informing users of BBR backup running.",1,0,3,0,"","","",1
117202,143281,"CF-494",3,1534,2018-03-16 13:28:44.100,"Done","CF Sprint 4",2018-03-12 16:10:16.000,2018-03-16 16:10:00.000,2018-03-19 16:12:16.000,"Closed","Yes","Done",3,3,"CF",2018-03-09 14:18:19.930,"CF Sprint 4","Bitbucket fetcher should present current results during refresh",1,0,3,0,"","","",1
116593,142406,"CF-476",3,1534,2018-03-16 13:26:10.893,"Done","CF Sprint 4",2018-03-12 16:10:16.000,2018-03-16 16:10:00.000,2018-03-19 16:12:16.000,"Closed","Yes","Done",3,3,"CF",2018-03-07 16:03:45.680,"CF Sprint 4","cf-stats V2 (aka foundrystats) should cache org/director mapping",1,0,3,0,"","","",1
116590,142405,"CF-475",3,1534,2018-03-16 13:24:12.936,"Done","CF Sprint 4",2018-03-12 16:10:16.000,2018-03-16 16:10:00.000,2018-03-19 16:12:16.000,"Closed","Yes","Done",3,3,"CF",2018-03-07 16:00:53.183,"CF Sprint 4","Bitbucket org management fetcher should support bulk download",1,0,3,0,"","","",1
112816,138160,"CF-461",3,1621,2018-03-30 13:15:30.666,"Done","CF Sprint 5",2018-03-19 16:12:40.000,2018-03-31 00:00:00.000,2018-04-02 16:58:10.000,"Closed","Yes","Done",3,3,"CF",2018-02-19 15:19:39.283,"CF Sprint 5","Emit app and services metrics to datadog",1,0,3,0,"","","",1
110215,135616,"CF-430",3,2271,2018-09-27 12:40:02.146,"Done","CF Sprint 18",2018-09-17 17:54:08.000,2018-09-29 01:55:00.000,2018-10-01 16:20:49.000,"Closed","Yes","Done",3,3,"CF",2018-02-07 13:55:30.496,"CF Sprint 18","[PCC] Configure and Install PCC on px-prd01",1,0,3,0,"","","",1
107066,132350,"CF-378",3,1533,2018-02-19 09:57:35.663,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",3,3,"CF",2018-01-24 11:44:02.923,"CF Sprint 3","Remove vault integration for CF-Stats",1,0,3,0,"","","",1
105772,130853,"CF-345",3,1662,2018-04-13 16:32:18.170,"Done","CF Sprint 6",2018-04-02 21:30:00.000,2018-04-13 23:00:00.000,2018-04-16 13:20:21.000,"Closed","Yes","Done",3,3,"CF",2018-01-17 13:06:06.366,"CF Sprint 6","As a platform operator, I need production foundations to use a current splunkforwarder bosh release for syslog services.",1,0,3,0,"","","",1
104972,130171,"CF-330",3,1533,2018-03-16 13:21:31.710,"Done","CF Sprint 3",2018-02-19 18:25:55.000,2018-03-09 18:25:00.000,2018-03-19 16:10:28.000,"Closed","Yes","Done",3,3,"CF",2018-01-11 16:30:48.976,"CF Sprint 3","Director name in cf-stats",1,0,3,0,"","","",1
104113,129117,"CF-294",3,1621,2018-03-30 09:43:29.910,"Done","CF Sprint 5",2018-03-19 16:12:40.000,2018-03-31 00:00:00.000,2018-04-02 16:58:10.000,"Closed","Yes","Done",3,3,"CF",2018-01-08 11:44:03.563,"CF Sprint 5","Open FW request from jumpboxs in EIT to CDE bosh",1,0,3,0,"","","",1
104108,129116,"CF-292",3,1621,2018-03-28 15:44:32.316,"Done","CF Sprint 5",2018-03-19 16:12:40.000,2018-03-31 00:00:00.000,2018-04-02 16:58:10.000,"Closed","Yes","Done",3,3,"CF",2018-01-08 11:41:26.563,"CF Sprint 5","Concourse DB Encryption",1,0,3,0,"","","",1
103902,128842,"CF-250",3,1941,2018-07-20 16:51:13.406,"Done","CF Sprint 13",2018-07-09 21:00:53.000,2018-07-21 01:00:00.000,2018-07-23 16:00:23.000,"Closed","Yes","Done",3,3,"CF",2018-01-05 13:00:07.466,"CF Sprint 13","Java Buildpack Pipeline",1,0,3,0,"","","",1
179566,214009,"CF-1264",3,2322,2018-10-18 09:46:32.773,"Done","CF Sprint 20",2018-10-18 18:49:57.000,2018-11-01 01:01:00.000,2018-11-01 15:49:06.000,"Closed","Yes","Done",3,3,"CF",2018-09-28 11:36:16.926,"CF Sprint 20","[Smoke-Tests] Refactor smoke-test-pipeline",1,0,3,0,"","","",1
174900,209064,"CF-1206",3,2321,2018-10-08 14:34:46.000,"Done","CF Sprint 19",2018-10-01 17:31:06.000,2018-10-13 01:32:00.000,2018-10-18 15:52:59.000,"Closed","Yes","Done",3,3,"CF",2018-09-14 09:03:08.803,"CF Sprint 19","Datadog agent should not include extraneous tags",1,0,3,0,"","","",1
170805,204475,"CF-1176",3,2321,2018-10-08 09:48:02.470,"Done","CF Sprint 19",2018-10-01 17:31:06.000,2018-10-13 01:32:00.000,2018-10-18 15:52:59.000,"Closed","Yes","Done",3,3,"CF",2018-08-30 08:56:15.436,"CF Sprint 19","Splunk forwarder health and state metrics",1,0,3,0,"","","",1
170802,204472,"CF-1174",3,2321,2018-10-10 15:51:27.476,"Done","CF Sprint 19",2018-10-01 17:31:06.000,2018-10-13 01:32:00.000,2018-10-18 15:52:59.000,"Closed","Yes","Done",3,3,"CF",2018-08-30 08:49:00.376,"CF Sprint 19","Investigate available PCF log component metrics",1,0,3,0,"","","",1
170701,204440,"CF-1171",3,2181,2018-09-11 22:23:38.693,"Done","CF Sprint 17",2018-09-04 17:48:35.000,2018-09-15 01:49:00.000,2018-09-17 17:53:13.000,"Closed","Yes","Done",3,3,"CF",2018-08-29 17:22:42.763,"CF Sprint 17","[px-prd04] upgrade to PCF 2.0.20",1,0,3,0,"","","",1
170696,204439,"CF-1170",3,2181,2018-09-11 20:32:27.863,"Done","CF Sprint 17",2018-09-04 17:48:35.000,2018-09-15 01:49:00.000,2018-09-17 17:53:13.000,"Closed","Yes","Done",3,3,"CF",2018-08-29 16:48:58.196,"CF Sprint 17","[px-prd03] upgrade to PCF 2.0.20",1,0,3,0,"","","",1
170688,204434,"CF-1169",3,2181,2018-09-10 09:36:33.986,"Done","CF Sprint 17",2018-09-04 17:48:35.000,2018-09-15 01:49:00.000,2018-09-17 17:53:13.000,"Closed","Yes","Done",3,3,"CF",2018-08-29 16:33:04.406,"CF Sprint 17","[px-npe01b] upgrade to PCF 2.0.20",1,0,3,0,"","","",1
170684,204431,"CF-1168",3,2181,2018-09-06 13:03:42.703,"Done","CF Sprint 17",2018-09-04 17:48:35.000,2018-09-15 01:49:00.000,2018-09-17 17:53:13.000,"Closed","Yes","Done",3,3,"CF",2018-08-29 16:26:33.386,"CF Sprint 17","[tt-stg] upgrade to PCF 2.0.20",1,0,3,0,"","","",1
170562,204508,"CF-1166",3,2271,2018-09-28 12:15:03.080,"Done","CF Sprint 18",2018-09-17 17:54:08.000,2018-09-29 01:55:00.000,2018-10-01 16:20:49.000,"Closed","Yes","Done",3,3,"CF",2018-08-29 14:00:46.563,"CF Sprint 18","Determine Sync mechanic",1,0,3,0,"","","",1
170507,204273,"CF-1165",3,2181,2018-09-14 10:49:04.133,"Done","CF Sprint 17",2018-09-04 17:48:35.000,2018-09-15 01:49:00.000,2018-09-17 17:53:13.000,"Closed","Yes","Done",3,3,"CF",2018-08-29 13:17:51.210,"CF Sprint 17","Implement raw api calls",1,0,3,0,"","","",1
164752,198018,"CF-1124",3,2180,2018-08-21 20:50:59.556,"Done","CF Sprint 16",2018-08-20 17:40:14.000,2018-09-01 01:41:00.000,2018-09-04 16:08:00.000,"Closed","Yes","Done",3,3,"CF",2018-08-10 14:51:47.930,"CF Sprint 16","[px-prd02] upgrade to PCF 1.12.28",1,0,3,0,"","","",1
164747,198013,"CF-1121",3,2180,2018-08-21 20:51:13.976,"Done","CF Sprint 16",2018-08-20 17:40:14.000,2018-09-01 01:41:00.000,2018-09-04 16:08:00.000,"Closed","Yes","Done",3,3,"CF",2018-08-10 14:49:13.526,"CF Sprint 16","[px-cde02] upgrade to PCF 1.12.28",1,0,3,0,"","","",1
164746,198012,"CF-1120",3,2180,2018-08-23 09:04:21.326,"Done","CF Sprint 16",2018-08-20 17:40:14.000,2018-09-01 01:41:00.000,2018-09-04 16:08:00.000,"Closed","Yes","Done",3,3,"CF",2018-08-10 14:48:13.603,"CF Sprint 16","[tt-prd01] upgrade to PCF 1.12.28",1,0,3,0,"","","",1
164212,197295,"CF-1117",3,2180,2018-08-24 19:53:37.720,"Done","CF Sprint 16",2018-08-20 17:40:14.000,2018-09-01 01:41:00.000,2018-09-04 16:08:00.000,"Closed","Yes","Done",3,3,"CF",2018-08-09 12:09:56.986,"CF Sprint 16","Implement base blueprint structure",1,0,3,0,"","","",1
164207,197293,"CF-1116",3,2180,2018-08-24 19:53:46.970,"Done","CF Sprint 16",2018-08-20 17:40:14.000,2018-09-01 01:41:00.000,2018-09-04 16:08:00.000,"Closed","Yes","Done",3,3,"CF",2018-08-09 11:52:42.070,"CF Sprint 16","Implement deprovision route",1,0,3,0,"","","",1
164199,197292,"CF-1115",3,2180,2018-08-24 18:01:19.203,"Done","CF Sprint 16",2018-08-20 17:40:14.000,2018-09-01 01:41:00.000,2018-09-04 16:08:00.000,"Closed","Yes","Done",3,3,"CF",2018-08-09 11:45:21.243,"CF Sprint 16","Implement provision route",1,0,3,0,"","","",1
164111,197268,"CF-1111",3,2180,2018-08-24 13:49:06.576,"Done","CF Sprint 16",2018-08-20 17:40:14.000,2018-09-01 01:41:00.000,2018-09-04 16:08:00.000,"Closed","Yes","Done",3,3,"CF",2018-08-09 09:41:33.156,"CF Sprint 16","Implement catalog route",1,0,3,0,"","","",1
163974,197212,"CF-1108",3,2271,2018-09-17 16:09:17.376,"Done","CF Sprint 18",2018-09-17 17:54:08.000,2018-09-29 01:55:00.000,2018-10-01 16:20:49.000,"Closed","Yes","Done",3,3,"CF",2018-08-09 01:28:54.956,"CF Sprint 18","Downstream metrics: F5 GTM",1,0,3,0,"","","",1
162652,195417,"CF-1090",3,2180,2018-08-28 09:25:09.553,"Done","CF Sprint 16",2018-08-20 17:40:14.000,2018-09-01 01:41:00.000,2018-09-04 16:08:00.000,"Closed","Yes","Done",3,3,"CF",2018-08-06 11:27:25.026,"CF Sprint 16","[px-cde] upgrade to PCF 1.12.28",1,0,3,0,"","","",1
157616,189939,"CF-1041",3,2058,2018-08-06 14:52:54.570,"Done","CF Sprint 14",2018-07-23 17:59:37.000,2018-08-06 01:00:00.000,2018-08-06 22:46:20.000,"Closed","Yes","Done",3,3,"CF",2018-07-23 09:22:24.700,"CF Sprint 14","Deploy Java Buildpack via buildpack pipeline.",1,0,3,0,"","","",1
157027,188682,"CF-1025",3,2058,2018-07-24 14:11:12.010,"Done","CF Sprint 14",2018-07-23 17:59:37.000,2018-08-06 01:00:00.000,2018-08-06 22:46:20.000,"Closed","Yes","Done",3,3,"CF",2018-07-19 21:27:24.246,"CF Sprint 14","Deploy pair of datadog nodes for forwarding and dogstatsd",1,0,3,0,"","","",1
157024,188678,"CF-1021",3,2058,2018-07-26 12:13:38.880,"Done","CF Sprint 14",2018-07-23 17:59:37.000,2018-08-06 01:00:00.000,2018-08-06 22:46:20.000,"Closed","Yes","Done",3,3,"CF",2018-07-19 21:14:05.256,"CF Sprint 14","Pipeline deployment of cloudian stats app",1,0,3,0,"","","",1
157018,188676,"CF-1019",3,2058,2018-07-31 15:38:32.146,"Done","CF Sprint 14",2018-07-23 17:59:37.000,2018-08-06 01:00:00.000,2018-08-06 22:46:20.000,"Closed","Yes","Done",3,3,"CF",2018-07-19 21:07:35.593,"CF Sprint 14","Splunk alert for GoRouter TLS failures",1,0,3,0,"","","",1
156665,188319,"CF-1016",3,2181,2018-09-11 22:23:46.740,"Done","CF Sprint 17",2018-09-04 17:48:35.000,2018-09-15 01:49:00.000,2018-09-17 17:53:13.000,"Closed","Yes","Done",3,3,"CF",2018-07-18 16:51:19.643,"CF Sprint 17","Deploy syslog service using pipeline for staging foundations",1,0,3,0,"","","",1
156664,188318,"CF-1015",3,2271,2018-09-27 13:23:40.516,"Done","CF Sprint 18",2018-09-17 17:54:08.000,2018-09-29 01:55:00.000,2018-10-01 16:20:49.000,"Closed","Yes","Done",3,3,"CF",2018-07-18 16:50:32.046,"CF Sprint 18","Deploy syslog service using pipeline for CDE foundations",1,0,3,0,"","","",1
156661,188317,"CF-1014",3,2271,2018-09-27 21:52:11.543,"Done","CF Sprint 18",2018-09-17 17:54:08.000,2018-09-29 01:55:00.000,2018-10-01 16:20:49.000,"Closed","Yes","Done",3,3,"CF",2018-07-18 16:49:20.473,"CF Sprint 18","Deploy syslog service using pipeline for Production foundations",1,0,3,0,"","","",1
156663,188316,"CF-1013",3,2271,2018-09-24 12:03:25.296,"Done","CF Sprint 18",2018-09-17 17:54:08.000,2018-09-29 01:55:00.000,2018-10-01 16:20:49.000,"Closed","Yes","Done",3,3,"CF",2018-07-18 16:48:45.786,"CF Sprint 18","Deploy syslog service using pipeline for NPE foundations.",1,0,3,0,"","","",1
156619,188028,"CF-1011",3,2181,2018-09-06 13:06:06.796,"Done","CF Sprint 17",2018-09-04 17:48:35.000,2018-09-15 01:49:00.000,2018-09-17 17:53:13.000,"Closed","Yes","Done",3,3,"CF",2018-07-18 15:08:26.606,"CF Sprint 17","Develop concourse pipeline for syslog deployment",1,0,3,0,"","","",1
152674,182165,"CF-992",5,2059,2018-08-14 10:53:34.490,"Done","CF Sprint 15",2018-08-07 16:30:16.000,2018-08-18 01:31:00.000,2018-08-20 16:41:22.000,"Closed","Yes","Done",5,5,"CF",2018-07-06 15:34:40.343,"CF Sprint 15","Add aw-stg-w201 to pcf-automation environments",1,0,5,0,"","","",1
152292,181854,"CF-981",8,2271,2018-09-28 15:37:31.700,"Done","CF Sprint 18",2018-09-17 17:54:08.000,2018-09-29 01:55:00.000,2018-10-01 16:20:49.000,"Closed","Yes","Done",8,8,"CF",2018-07-06 10:20:09.270,"CF Sprint 18","Configure pcf-pipelines AWS Ops Manager Install",1,0,8,0,"","","",1
152273,181848,"CF-974",2,2271,2018-09-20 14:10:00.433,"Done","CF Sprint 18",2018-09-17 17:54:08.000,2018-09-29 01:55:00.000,2018-10-01 16:20:49.000,"Closed","Yes","Done",2,2,"CF",2018-07-06 09:44:07.830,"CF Sprint 18","[PCC] Investigate PCC cross-region replication",1,0,2,0,"","","",1
150501,179611,"CF-964",8,1941,2018-07-18 16:17:00.046,"Done","CF Sprint 13",2018-07-09 21:00:53.000,2018-07-21 01:00:00.000,2018-07-23 16:00:23.000,"Closed","Yes","Done",8,8,"CF",2018-06-29 09:01:25.690,"CF Sprint 13","Execute re-index test in PCF staging environment",1,0,8,0,"","","",1
149743,178835,"CF-957",5,2058,2018-07-25 09:54:48.346,"Done","CF Sprint 14",2018-07-23 17:59:37.000,2018-08-06 01:00:00.000,2018-08-06 22:46:20.000,"Closed","Yes","Done",5,5,"CF",2018-06-27 14:28:32.313,"CF Sprint 14","[cmc-pcf] Remove 6 nutanix nodes from prod cluster",1,0,5,0,"","","",1
149697,178801,"CF-955",5,1941,2018-07-20 10:55:28.180,"Done","CF Sprint 13",2018-07-09 21:00:53.000,2018-07-21 01:00:00.000,2018-07-23 16:00:23.000,"Closed","Yes","Done",5,5,"CF",2018-06-27 14:02:30.900,"CF Sprint 13","[cmc-pcf] Add 6 new nodes to EIT Prod cluster",1,0,5,0,"","","",1
148422,176965,"CF-935",8,2180,2018-08-30 17:34:41.270,"Done","CF Sprint 16",2018-08-20 17:40:14.000,2018-09-01 01:41:00.000,2018-09-04 16:08:00.000,"Closed","Yes","Done",8,8,"CF",2018-06-23 14:03:05.323,"CF Sprint 16","pipeline deployment of syslog servers",1,0,8,0,"","","",1
148260,176920,"CF-923",5,1940,2018-07-05 10:12:39.680,"Done","CF Sprint 12",2018-06-25 22:00:50.000,2018-07-07 00:00:00.000,2018-07-09 16:41:57.000,"Closed","Yes","Done",5,5,"CF",2018-06-22 10:47:27.513,"CF Sprint 12","Add new feature PCC tile - Automation pipelines",1,0,5,0,"","","",1
147900,176523,"CF-918",8,1941,2018-07-13 09:41:15.543,"Done","CF Sprint 13",2018-07-09 21:00:53.000,2018-07-21 01:00:00.000,2018-07-23 16:00:23.000,"Closed","Yes","Done",8,8,"CF",2018-06-21 15:03:49.793,"CF Sprint 13","[px-cde] install at 1.12",1,0,8,0,"","","",1
145348,173088,"CF-892",2,1940,2018-06-29 11:24:40.600,"Done","CF Sprint 12",2018-06-25 22:00:50.000,2018-07-07 00:00:00.000,2018-07-09 16:41:57.000,"Closed","Yes","Done",2,2,"CF",2018-06-14 10:14:55.960,"CF Sprint 12","Document metrics taxonomy",1,0,2,0,"","","",1
145331,173086,"CF-890",5,1941,2018-07-20 17:25:12.706,"Done","CF Sprint 13",2018-07-09 21:00:53.000,2018-07-21 01:00:00.000,2018-07-23 16:00:23.000,"Closed","Yes","Done",5,5,"CF",2018-06-14 09:25:00.256,"CF Sprint 13","Python metrics module",1,0,5,0,"","","",1
141485,170006,"CF-868",2,1892,2018-06-22 10:53:39.530,"Done","CF Sprint 11",2018-06-11 21:30:24.000,2018-06-23 00:31:00.000,2018-06-23 00:55:47.000,"Closed","Yes","Done",2,2,"CF",2018-06-08 09:44:45.176,"CF Sprint 11","Identify key attributes of PCC service to be monitored by its smoke-test",1,0,2,0,"","","",1
141472,169907,"CF-863",5,1892,2018-06-22 13:29:07.676,"Done","CF Sprint 11",2018-06-11 21:30:24.000,2018-06-23 00:31:00.000,2018-06-23 00:55:47.000,"Closed","Yes","Done",5,5,"CF",2018-06-08 09:13:17.466,"CF Sprint 11","Add PCC prepwork to PCF pipeline automation",1,0,5,0,"","","",1
138665,166515,"CF-838",2,1941,2018-07-20 17:30:32.513,"Done","CF Sprint 13",2018-07-09 21:00:53.000,2018-07-21 01:00:00.000,2018-07-23 16:00:23.000,"Closed","Yes","Done",2,2,"CF",2018-05-29 11:02:44.203,"CF Sprint 13","Java Build Pack Process - Communication",1,0,2,0,"","","",1
138372,165962,"CF-829",2,1819,2018-06-07 13:21:47.573,"Done","CF Sprint 10",2018-05-29 18:46:03.000,2018-06-09 01:00:00.000,2018-06-11 16:25:41.000,"Closed","Yes","Done",2,2,"CF",2018-05-25 10:46:46.583,"CF Sprint 10","Create SSL Certificate for *.aw-stg01.cf.t-mobile.com",1,0,2,0,"","","",1
138370,165961,"CF-828",2,1819,2018-06-07 13:21:57.386,"Done","CF Sprint 10",2018-05-29 18:46:03.000,2018-06-09 01:00:00.000,2018-06-11 16:25:41.000,"Closed","Yes","Done",2,2,"CF",2018-05-25 10:45:37.223,"CF Sprint 10","Create Wildcard DNS entry for AWS Staging Environment",1,0,2,0,"","","",1
136232,164004,"CF-808",5,1819,2018-06-04 12:52:14.490,"Done","CF Sprint 10",2018-05-29 18:46:03.000,2018-06-09 01:00:00.000,2018-06-11 16:25:41.000,"Closed","Yes","Done",5,5,"CF",2018-05-18 10:21:51.953,"CF Sprint 10","Upgrade CDE Cloudian clusters to 6.2.3.1",1,0,5,0,"","","",1
136231,164003,"CF-807",5,1819,2018-06-05 10:54:30.373,"Done","CF Sprint 10",2018-05-29 18:46:03.000,2018-06-09 01:00:00.000,2018-06-11 16:25:41.000,"Closed","Yes","Done",5,5,"CF",2018-05-18 10:21:09.686,"CF Sprint 10","Upgrade prod Cloudian clusters to 6.2.3.1",1,0,5,0,"","","",1
136230,164000,"CF-805",2,1819,2018-06-07 15:07:09.173,"Done","CF Sprint 10",2018-05-29 18:46:03.000,2018-06-09 01:00:00.000,2018-06-11 16:25:41.000,"Closed","Yes","Done",2,2,"CF",2018-05-18 10:18:48.516,"CF Sprint 10","Work with virtualization team to set up anti-affinity rules for CDE Cloudian nodes",1,0,2,0,"","","",1
136228,163799,"CF-804",2,1819,2018-06-07 15:07:06.813,"Done","CF Sprint 10",2018-05-29 18:46:03.000,2018-06-09 01:00:00.000,2018-06-11 16:25:41.000,"Closed","Yes","Done",2,2,"CF",2018-05-18 10:18:13.593,"CF Sprint 10","Work with virtualization team to set up anti-affinity rules for Prod Cloudian nodes",1,0,2,0,"","","",1
136192,163918,"CF-796",2,1819,2018-06-07 16:03:28.070,"Done","CF Sprint 10",2018-05-29 18:46:03.000,2018-06-09 01:00:00.000,2018-06-11 16:25:41.000,"Closed","Yes","Done",2,2,"CF",2018-05-18 09:31:52.806,"CF Sprint 10","Implement service account access to Splunk",1,0,2,0,"","","",1
134040,161742,"CF-776",2,1818,2018-05-17 16:26:01.710,"Done","CF Sprint 9",2018-05-14 21:00:00.000,2018-05-26 00:30:00.000,2018-05-29 16:15:33.000,"Closed","Yes","Done",2,2,"CF",2018-05-10 23:50:59.860,"CF Sprint 9","Identify key attributes of Redis service to be monitored by the smoke-test",1,0,2,0,"","","",1
134037,161739,"CF-773",2,1818,2018-05-25 12:15:11.596,"Done","CF Sprint 9",2018-05-14 21:00:00.000,2018-05-26 00:30:00.000,2018-05-29 16:15:33.000,"Closed","Yes","Done",2,2,"CF",2018-05-10 23:27:24.346,"CF Sprint 9","Identify key attributes of config-server service to be monitored by smoke-test",1,0,2,0,"","","",1
132470,159623,"CF-741",5,1892,2018-06-22 13:33:03.456,"Done","CF Sprint 11",2018-06-11 21:30:24.000,2018-06-23 00:31:00.000,2018-06-23 00:55:47.000,"Closed","Yes","Done",5,5,"CF",2018-05-04 14:28:59.070,"CF Sprint 11","Add px-prd04 in pcf-automation pipeline",1,0,5,0,"","","",1
132472,159622,"CF-740",5,1892,2018-06-22 13:23:19.326,"Done","CF Sprint 11",2018-06-11 21:30:24.000,2018-06-23 00:31:00.000,2018-06-23 00:55:47.000,"Closed","Yes","Done",5,5,"CF",2018-05-04 14:27:42.080,"CF Sprint 11","Add px-prd03 in pcf-automation pipeline",1,0,5,0,"","","",1
132294,159250,"CF-723",5,1818,2018-05-24 16:02:55.563,"Done","CF Sprint 9",2018-05-14 21:00:00.000,2018-05-26 00:30:00.000,2018-05-29 16:15:33.000,"Closed","Yes","Done",5,5,"CF",2018-05-04 09:36:21.980,"CF Sprint 9","Refactor smoke-pipeline deployment into smoke-pipeline-pipeline",1,0,5,0,"","","",1
132284,159248,"CF-721",2,1818,2018-05-24 09:32:59.843,"Done","CF Sprint 9",2018-05-14 21:00:00.000,2018-05-26 00:30:00.000,2018-05-29 16:15:33.000,"Closed","Yes","Done",2,2,"CF",2018-05-04 09:19:24.876,"CF Sprint 9","Firewall rules for foundation-concoursii",1,0,2,0,"","","",1
130218,157173,"CF-704",2,1721,2018-05-11 13:08:56.270,"Done","CF Sprint 8",2018-04-30 22:00:22.000,2018-05-12 16:20:00.000,2018-05-14 16:28:58.000,"Closed","Yes","Done",2,2,"CF",2018-04-27 10:42:57.410,"CF Sprint 8","refactor org-mgmt-fetcher deploy pipeline",1,0,2,0,"","","",1
130164,157373,"CF-699",1,1818,2018-05-16 07:53:16.943,"Done","CF Sprint 9",2018-05-14 21:00:00.000,2018-05-26 00:30:00.000,2018-05-29 16:15:33.000,"Closed","Yes","Done",1,1,"CF",2018-04-27 09:38:35.986,"CF Sprint 9","Create Redis instance for BB fetcher centralized cache",1,0,1,0,"","","",1
