sprint_id,DW Unique Issue ID,JIRA Unique Issue ID,Issue Key,story_points,resolution_dt,Status
1721,112817,138161,"CF-462",2,2018-06-22 13:10:43.776,"Done"
1720,116712,142536,"CF-477",2,2018-04-23 09:42:53.980,"Done"
1621,119181,145484,"CF-529",2,2018-04-02 14:13:01.710,"Done"
1721,120715,146885,"CF-547",2,2018-06-08 13:29:32.020,"Done"
1818,120715,146885,"CF-547",2,2018-06-08 13:29:32.020,"Done"
1662,121958,148641,"CF-559",2,2018-04-11 17:43:08.396,"Done"
1892,124775,151518,"CF-593",2,2018-06-15 16:20:59.816,"Done"
1720,125821,152623,"CF-611",2,2018-05-10 15:12:54.616,"Done"
1721,126798,153599,"CF-637",2,2018-05-11 13:54:10.713,"Done"
1892,130177,157163,"CF-703",2,2018-06-20 13:49:58.490,"Done"
1721,132259,159353,"CF-719",2,2018-05-10 13:15:55.136,"Done"
2271,159559,191949,"CF-1050",2,2018-09-21 14:52:23.396,"Done"
2181,166739,199764,"CF-1149",2,2018-09-21 15:08:24.210,"Done"
2271,166739,199764,"CF-1149",2,2018-09-21 15:08:24.210,"Done"
2180,166764,199767,"CF-1150",2,2018-09-21 15:13:15.826,"Done"
2180,166784,199773,"CF-1151",2,2018-09-28 15:38:00.780,"Done"
2180,166818,200055,"CF-1153",2,2018-08-31 16:50:33.700,"Done"
2271,172383,206316,"CF-1182",2,2018-09-21 15:13:37.923,"Done"
2271,174685,208894,"CF-1204",2,2018-10-18 14:20:01.173,"Done"
2322,174685,208894,"CF-1204",2,2018-10-18 14:20:01.173,"Done"
2322,181037,215150,"CF-1293",2,2018-10-18 09:44:51.553,"Done"
2322,185447,219970,"CF-1363",2,2018-10-25 16:32:27.803,"Done"
2322,189222,223952,"CF-1401",2,2018-10-30 14:25:38.883,"Done"
1818,134037,161739,"CF-773",2,2018-05-25 12:15:11.596,"Done"
1819,136228,163799,"CF-804",2,2018-06-07 15:07:06.813,"Done"
1819,138372,165962,"CF-829",2,2018-06-07 13:21:47.573,"Done"
2058,145360,173819,"CF-894",2,2018-07-31 09:47:33.743,"Done"
2322,145396,173185,"CF-899",2,2018-10-31 15:13:07.433,"Done"
2059,159551,191948,"CF-1049",2,2018-08-17 13:39:56.076,"Done"
2271,159791,192149,"CF-1054",2,2018-09-24 20:27:41.576,"Done"
2059,159794,192147,"CF-1052",2,2018-08-15 16:02:08.073,"Done"
2271,159795,192148,"CF-1053",2,2018-09-26 09:52:37.540,"Done"
2181,163881,197129,"CF-1105",2,2018-09-10 12:51:06.966,"Done"
2180,163972,197210,"CF-1106",2,2018-08-29 16:30:11.460,"Done"
2181,163973,197211,"CF-1107",2,2018-09-12 11:44:13.656,"Done"
2181,166764,199767,"CF-1150",2,2018-09-21 15:13:15.826,"Done"
2271,166764,199767,"CF-1150",2,2018-09-21 15:13:15.826,"Done"
2322,178088,212254,"CF-1251",2,2018-10-23 16:05:18.173,"Done"
2322,181239,215287,"CF-1294",2,2018-10-23 20:10:46.470,"Done"
1621,105774,130852,"CF-344",2,2018-04-04 08:26:04.953,"Done"
1533,112732,138056,"CF-455",2,2018-03-16 13:22:53.340,"Done"
1534,112761,138069,"CF-456",2,2018-03-23 11:32:16.260,"Done"
1534,117599,144004,"CF-499",2,2018-04-30 13:40:41.730,"Done"
1621,117599,144004,"CF-499",2,2018-04-30 13:40:41.730,"Done"
1721,117599,144004,"CF-499",2,2018-04-30 13:40:41.730,"Done"
1621,118145,144455,"CF-505",2,2018-03-28 15:44:21.160,"Done"
1662,119181,145484,"CF-529",2,2018-04-02 14:13:01.710,"Done"
1662,120109,146446,"CF-531",2,2018-04-09 16:06:18.166,"Done"
1621,120701,146939,"CF-546",2,2018-03-30 13:23:15.366,"Done"
1621,121958,148641,"CF-559",2,2018-04-11 17:43:08.396,"Done"
1892,124771,151521,"CF-596",2,2018-06-15 16:21:09.770,"Done"
1892,124777,151520,"CF-595",2,2018-06-15 16:21:05.116,"Done"
1721,126764,153645,"CF-627",2,2018-05-11 14:05:44.560,"Done"
1720,126786,153658,"CF-634",2,2018-04-18 14:08:06.900,"Done"
1721,127171,153994,"CF-648",2,2018-05-11 13:14:19.900,"Done"
1818,129853,156871,"CF-696",2,2018-05-25 10:53:23.936,"Done"
1818,131257,158426,"CF-714",2,2018-05-15 09:47:53.473,"Done"
1819,138370,165961,"CF-828",2,2018-06-07 13:21:57.386,"Done"
1941,138665,166515,"CF-838",2,2018-07-20 17:30:32.513,"Done"
1892,141485,170006,"CF-868",2,2018-06-22 10:53:39.530,"Done"
1892,143105,170595,"CF-877",2,2018-06-22 13:33:43.643,"Done"
2321,146329,174924,"CF-910",2,2018-10-16 10:37:36.006,"Done"
2271,152273,181848,"CF-974",2,2018-09-20 14:10:00.433,"Done"
2058,156084,187192,"CF-1006",2,2018-07-25 09:54:54.566,"Done"
2058,157019,188677,"CF-1020",2,2018-07-31 15:30:41.896,"Done"
2058,157871,190415,"CF-1044",2,2018-07-26 14:00:06.633,"Done"
2321,159792,192151,"CF-1055",2,2018-10-03 14:22:01.076,"Done"
2271,161221,193623,"CF-1070",2,2018-09-21 14:47:17.406,"Done"
2181,163975,197213,"CF-1109",2,2018-09-13 20:00:22.673,"Done"
2180,166739,199764,"CF-1149",2,2018-09-21 15:08:24.210,"Done"
2181,166784,199773,"CF-1151",2,2018-09-28 15:38:00.780,"Done"
2271,166784,199773,"CF-1151",2,2018-09-28 15:38:00.780,"Done"
2180,166786,199774,"CF-1152",2,2018-09-28 15:38:22.513,"Done"
2321,176768,211041,"CF-1231",2,2018-10-15 10:04:55.603,"Done"
2322,180779,215076,"CF-1288",2,2018-10-18 09:46:22.790,"Done"
1621,104056,128932,"CF-272",2,2018-04-11 12:33:37.630,"Done"
1662,105774,130852,"CF-344",2,2018-04-04 08:26:04.953,"Done"
1662,117599,144004,"CF-499",2,2018-04-30 13:40:41.730,"Done"
1720,117599,144004,"CF-499",2,2018-04-30 13:40:41.730,"Done"
1662,120482,146812,"CF-543",2,2018-04-12 10:26:23.200,"Done"
1819,120715,146885,"CF-547",2,2018-06-08 13:29:32.020,"Done"
1662,121342,147701,"CF-556",2,2018-04-13 13:24:04.356,"Done"
1662,122625,149374,"CF-563",2,2018-04-16 09:40:35.243,"Done"
1720,122625,149374,"CF-563",2,2018-04-16 09:40:35.243,"Done"
1662,124753,151603,"CF-590",2,2018-04-12 16:38:24.610,"Done"
1721,126794,153595,"CF-635",2,2018-05-10 19:15:00.726,"Done"
1721,129853,156871,"CF-696",2,2018-05-25 10:53:23.936,"Done"
1721,131257,158426,"CF-714",2,2018-05-15 09:47:53.473,"Done"
1818,132284,159248,"CF-721",2,2018-05-24 09:32:59.843,"Done"
1819,136192,163918,"CF-796",2,2018-06-07 16:03:28.070,"Done"
1892,143104,170594,"CF-876",2,2018-06-22 13:34:03.486,"Done"
2322,145392,173184,"CF-898",2,2018-10-31 15:12:52.713,"Done"
2322,145394,173187,"CF-901",2,2018-10-31 15:13:46.323,"Done"
1941,154659,185370,"CF-1002",2,2018-07-13 13:38:13.183,"Done"
2058,157022,188679,"CF-1022",2,2018-08-03 13:10:11.853,"Done"
2058,157025,188683,"CF-1026",2,2018-07-31 15:30:08.146,"Done"
2058,157026,188681,"CF-1024",2,2018-08-03 13:10:18.056,"Done"
2180,159395,191871,"CF-1046",2,2018-08-23 10:22:36.683,"Done"
2271,159558,191950,"CF-1051",2,2018-09-28 15:39:11.296,"Done"
2059,164737,198007,"CF-1118",2,2018-08-16 18:30:09.486,"Done"
2181,166786,199774,"CF-1152",2,2018-09-28 15:38:22.513,"Done"
2271,166786,199774,"CF-1152",2,2018-09-28 15:38:22.513,"Done"
2059,104802,130027,"CF-325",5,2018-08-15 11:39:07.916,"Done"
1721,112104,137434,"CF-442",5,2018-05-01 13:18:39.630,"Done"
1534,112584,138011,"CF-450",5,2018-03-16 13:31:58.496,"Done"
1621,114787,140572,"CF-470",5,2018-04-27 12:58:37.893,"Done"
1662,122670,149259,"CF-572",5,2018-04-30 13:35:32.900,"Done"
1720,124744,151295,"CF-588",5,2018-05-18 12:48:21.636,"Done"
1721,124882,151541,"CF-602",5,2018-05-25 10:27:12.563,"Done"
1818,126751,153636,"CF-623",5,2018-05-25 11:10:46.223,"Done"
1721,130739,157908,"CF-707",5,2018-05-23 09:16:50.730,"Done"
1818,132294,159250,"CF-723",5,2018-05-24 16:02:55.563,"Done"
1819,136231,164003,"CF-807",5,2018-06-05 10:54:30.373,"Done"
1941,148285,176928,"CF-927",5,2018-07-20 17:26:03.910,"Done"
1453,103819,128747,"CF-218",5,2018-02-02 13:20:50.686,"Done"
1534,114787,140572,"CF-470",5,2018-04-27 12:58:37.893,"Done"
1662,114787,140572,"CF-470",5,2018-04-27 12:58:37.893,"Done"
1720,114787,140572,"CF-470",5,2018-04-27 12:58:37.893,"Done"
1892,120733,146891,"CF-548",5,2018-06-22 13:19:12.596,"Done"
1720,122670,149259,"CF-572",5,2018-04-30 13:35:32.900,"Done"
1721,124744,151295,"CF-588",5,2018-05-18 12:48:21.636,"Done"
1818,124882,151541,"CF-602",5,2018-05-25 10:27:12.563,"Done"
1662,125232,152044,"CF-605",5,2018-04-09 15:28:30.176,"Done"
1721,126751,153636,"CF-623",5,2018-05-25 11:10:46.223,"Done"
1720,126768,153648,"CF-630",5,2018-04-27 13:58:00.750,"Done"
1720,126831,153772,"CF-643",5,2018-04-27 12:00:17.386,"Done"
1721,127608,154629,"CF-669",5,2018-05-04 09:39:39.396,"Done"
1721,129983,157108,"CF-698",5,2018-05-11 13:35:49.306,"Done"
1892,132472,159622,"CF-740",5,2018-06-22 13:23:19.326,"Done"
2180,161347,193916,"CF-1076",5,2018-09-15 17:14:55.063,"Done"
2321,173626,207444,"CF-1185",5,2018-10-10 16:25:51.273,"Done"
2059,134038,161740,"CF-774",5,2018-08-14 10:49:24.646,"Done"
1892,141472,169907,"CF-863",5,2018-06-22 13:29:07.676,"Done"
1892,141499,169916,"CF-870",5,2018-09-27 13:43:57.823,"Done"
1940,141499,169916,"CF-870",5,2018-09-27 13:43:57.823,"Done"
2271,141499,169916,"CF-870",5,2018-09-27 13:43:57.823,"Done"
1940,148260,176920,"CF-923",5,2018-07-05 10:12:39.680,"Done"
1940,148282,176929,"CF-928",5,2018-08-06 15:21:30.286,"Done"
1941,149700,178808,"CF-956",5,2018-07-24 09:49:14.573,"Done"
2058,149743,178835,"CF-957",5,2018-07-25 09:54:48.346,"Done"
2180,156662,188313,"CF-1012",5,2018-08-30 17:34:16.396,"Done"
2181,161347,193916,"CF-1076",5,2018-09-15 17:14:55.063,"Done"
2321,179269,213434,"CF-1259",5,2018-10-24 14:06:38.606,"Done"
1720,112104,137434,"CF-442",5,2018-05-01 13:18:39.630,"Done"
1621,112580,138007,"CF-449",5,2018-03-23 11:31:52.276,"Done"
1621,119184,145534,"CF-530",5,2018-03-29 10:10:19.786,"Done"
1721,122670,149259,"CF-572",5,2018-04-30 13:35:32.900,"Done"
1662,123019,149572,"CF-576",5,2018-04-27 13:29:20.776,"Done"
1720,123019,149572,"CF-576",5,2018-04-27 13:29:20.776,"Done"
1720,123083,149589,"CF-578",5,2018-04-27 13:45:50.403,"Done"
1720,126751,153636,"CF-623",5,2018-05-25 11:10:46.223,"Done"
2059,126766,153647,"CF-629",5,2018-08-16 14:15:58.623,"Done"
1721,127728,154482,"CF-672",5,2018-05-25 10:48:20.250,"Done"
1721,129810,157012,"CF-692",5,2018-05-09 09:36:26.633,"Done"
1892,132470,159623,"CF-741",5,2018-06-22 13:33:03.456,"Done"
1819,136232,164004,"CF-808",5,2018-06-04 12:52:14.490,"Done"
1941,145331,173086,"CF-890",5,2018-07-20 17:25:12.706,"Done"
2058,148282,176929,"CF-928",5,2018-08-06 15:21:30.286,"Done"
1941,149697,178801,"CF-955",5,2018-07-20 10:55:28.180,"Done"
2058,160238,192656,"CF-1063",5,2018-08-01 23:15:33.606,"Done"
2181,163573,197010,"CF-1103",5,2018-09-13 13:41:53.360,"Done"
2271,174686,208895,"CF-1205",5,2018-09-25 09:48:26.116,"Done"
2322,183490,217961,"CF-1326",5,2018-10-22 15:20:02.513,"Done"
2322,183778,218516,"CF-1350",5,2018-10-27 11:12:16.623,"Done"
1510,102838,127555,"CF-148",5,2018-02-05 11:11:56.106,"Done"
1621,112104,137434,"CF-442",5,2018-05-01 13:18:39.630,"Done"
1662,122661,149255,"CF-570",5,2018-04-12 13:28:56.146,"Done"
1662,122665,149254,"CF-569",5,2018-04-12 13:29:04.663,"Done"
1662,123121,149770,"CF-579",5,2018-04-13 13:09:41.606,"Done"
1720,124882,151541,"CF-602",5,2018-05-25 10:27:12.563,"Done"
1721,127512,154530,"CF-667",5,2018-05-11 13:19:40.683,"Done"
1818,127728,154482,"CF-672",5,2018-05-25 10:48:20.250,"Done"
1818,130739,157908,"CF-707",5,2018-05-23 09:16:50.730,"Done"
2058,134038,161740,"CF-774",5,2018-08-14 10:49:24.646,"Done"
1941,148282,176929,"CF-928",5,2018-08-06 15:21:30.286,"Done"
1940,148285,176928,"CF-927",5,2018-07-20 17:26:03.910,"Done"
2058,149700,178808,"CF-956",5,2018-07-24 09:49:14.573,"Done"
2059,152674,182165,"CF-992",5,2018-08-14 10:53:34.490,"Done"
2078,179269,213434,"CF-1259",5,2018-10-24 14:06:38.606,"Done"
2058,99822,123383,"CF-16",13,2018-08-03 10:55:21.980,"Done"
1621,103887,128832,"CF-240",21,2018-03-19 11:12:24.046,"Done"
1621,105740,130838,"CF-340",1,2018-08-08 09:58:44.690,"Done"
1720,105740,130838,"CF-340",1,2018-08-08 09:58:44.690,"Done"
1721,116713,142537,"CF-478",1,2018-05-07 11:57:19.833,"Done"
1662,121769,148121,"CF-558",8,2018-04-13 12:05:28.263,"Done"
1662,125593,152276,"CF-609",1,2018-04-12 09:44:18.003,"Done"
1892,141513,169839,"CF-872",8,2018-07-20 17:27:36.600,"Done"
1941,147900,176523,"CF-918",8,2018-07-13 09:41:15.543,"Done"
2180,148422,176965,"CF-935",8,2018-08-30 17:34:41.270,"Done"
1941,99820,123381,"CF-14",8,2018-07-12 11:42:25.220,"Done"
2058,99825,123387,"CF-20",13,2018-08-05 08:36:33.350,"Done"
1941,99832,123385,"CF-18",8,2018-07-12 11:42:30.730,"Done"
1510,109250,134577,"CF-400",13,2018-02-19 14:09:52.836,"Done"
1662,116718,142544,"CF-479",1,2018-04-11 13:00:08.450,"Done"
1621,118223,144521,"CF-510",8,2018-04-02 09:50:06.373,"Done"
1621,119169,145480,"CF-528",8,2018-03-29 10:14:43.023,"Done"
1720,126819,153765,"CF-638",8,2018-04-27 13:58:08.220,"Done"
1720,126826,153768,"CF-641",8,2018-04-27 13:58:16.140,"Done"
1721,126828,153770,"CF-642",8,2018-05-25 11:54:10.100,"Done"
1818,126828,153770,"CF-642",8,2018-05-25 11:54:10.100,"Done"
1818,130164,157373,"CF-699",1,2018-05-16 07:53:16.943,"Done"
1721,130252,157196,"CF-705",8,2018-05-25 11:54:07.100,"Done"
1940,148259,176919,"CF-922",8,2018-07-05 10:12:24.930,"Done"
1892,148283,176670,"CF-926",1,2018-06-22 11:47:45.530,"Done"
2321,152294,181856,"CF-982",8,2018-10-24 17:34:59.753,"Done"
2321,179535,213820,"CF-1263",8,2018-10-09 08:41:24.520,"Done"
2058,99831,123380,"CF-13",8,2018-08-02 09:27:23.916,"Done"
1510,103911,128773,"CF-255",8,2018-02-05 15:57:46.736,"Done"
2059,105740,130838,"CF-340",1,2018-08-08 09:58:44.690,"Done"
1621,116718,142544,"CF-479",1,2018-04-11 13:00:08.450,"Done"
1534,117866,144168,"CF-502",1,2018-03-26 09:47:50.883,"Done"
1621,117866,144168,"CF-502",1,2018-03-26 09:47:50.883,"Done"
1621,118213,144519,"CF-509",8,2018-04-02 09:50:00.030,"Done"
1662,118224,144527,"CF-512",1,2018-04-30 13:37:50.440,"Done"
1720,118224,144527,"CF-512",1,2018-04-30 13:37:50.440,"Done"
1721,128470,155512,"CF-680",1,2018-05-10 13:15:37.386,"Done"
1818,130252,157196,"CF-705",8,2018-05-25 11:54:07.100,"Done"
1940,149205,177753,"CF-943",1,2018-07-18 14:14:16.676,"Done"
1941,150501,179611,"CF-964",8,2018-07-18 16:17:00.046,"Done"
2271,152292,181854,"CF-981",8,2018-09-28 15:37:31.700,"Done"
2058,156245,187704,"CF-1008",8,2018-08-05 07:58:34.136,"Done"
2271,176053,210409,"CF-1219",1,2018-09-19 11:00:38.146,"Done"
2321,176363,210647,"CF-1224",1,2018-10-16 14:32:06.540,"Done"
1453,103380,128350,"CF-168",1,2018-02-02 13:29:52.806,"Done"
1534,103887,128832,"CF-240",21,2018-03-19 11:12:24.046,"Done"
1453,103911,128773,"CF-255",8,2018-02-05 15:57:46.736,"Done"
1721,105740,130838,"CF-340",1,2018-08-08 09:58:44.690,"Done"
1510,110555,135929,"CF-435",21,2018-02-16 13:52:31.600,"Done"
1621,118224,144527,"CF-512",1,2018-04-30 13:37:50.440,"Done"
1721,118224,144527,"CF-512",1,2018-04-30 13:37:50.440,"Done"
1621,121769,148121,"CF-558",8,2018-04-13 12:05:28.263,"Done"
1720,122632,149377,"CF-564",1,2018-04-30 11:37:06.363,"Done"
1721,128928,155778,"CF-687",8,2018-05-02 15:57:52.340,"Done"
1941,149205,177753,"CF-943",1,2018-07-18 14:14:16.676,"Done"
2078,152294,181856,"CF-982",8,2018-10-24 17:34:59.753,"Done"
2058,156246,187703,"CF-1007",13,2018-08-06 15:46:10.210,"Done"
2298,186659,221417,"CF-1380",1,2018-11-02 09:29:23.683,"Done"
2298,190177,225091,"CF-1412",1,2018-11-02 10:19:51.800,"Done"
1453,106548,131776,"CF-359",,,"Blocked"
1533,108587,133955,"CF-388",,2018-08-07 13:57:37.166,"Declined"
1819,138374,165963,"CF-830",2,2018-08-07 13:57:35.340,"Declined"
2298,145777,174212,"CF-907",5,,"In Progress"
2298,152669,182166,"CF-993",3,,"In Progress"
2058,99824,123386,"CF-19",8,2018-08-07 13:57:39.543,"Declined"
1534,110201,135529,"CF-424",,2018-08-07 13:57:30.996,"Declined"
1621,110201,135529,"CF-424",,2018-08-07 13:57:30.996,"Declined"
1892,123575,150504,"CF-582",5,,"Backlog"
1819,126765,153646,"CF-628",5,,"Backlog"
1892,132332,159275,"CF-725",5,,"Backlog"
2298,185739,220433,"CF-1372",8,,"Awaiting implementation"
2298,185745,220435,"CF-1374",8,,"Awaiting implementation"
1818,134183,161689,"CF-777",2,,"Blocked"
1892,134183,161689,"CF-777",2,,"Blocked"
1940,138374,165963,"CF-830",2,2018-08-07 13:57:35.340,"Declined"
1819,138392,165965,"CF-831",2,2018-08-07 13:57:26.793,"Declined"
2181,138654,166514,"CF-837",5,,"Backlog"
1892,141516,169921,"CF-873",5,2018-08-10 11:13:22.206,"Declined"
2271,161026,193543,"CF-1069",2,2018-10-24 16:57:34.466,"Declined"
2298,179402,213655,"CF-1261",8,,"In Progress"
2298,180801,215084,"CF-1289",5,,"In Progress"
2321,182000,216417,"CF-1305",8,2018-10-08 11:48:56.236,"Declined"
2298,183947,218741,"CF-1352",2,,"Awaiting implementation"
2298,185738,220432,"CF-1371",8,,"Awaiting implementation"
2298,185744,220434,"CF-1373",8,,"Awaiting implementation"
1721,121341,147499,"CF-554",5,,"Backlog"
1940,123575,150504,"CF-582",5,,"Backlog"
1721,124745,151296,"CF-589",5,2018-08-07 13:57:26.073,"Declined"
1892,124745,151296,"CF-589",5,2018-08-07 13:57:26.073,"Declined"
1892,126765,153646,"CF-628",5,,"Backlog"
1819,136234,164001,"CF-806",3,2018-08-07 13:57:24.090,"Declined"
1892,138340,166036,"CF-825",3,2018-08-07 13:57:30.356,"Declined"
1940,138392,165965,"CF-831",2,2018-08-07 13:57:26.793,"Declined"
2322,145777,174212,"CF-907",5,,"In Progress"
2322,152669,182166,"CF-993",3,,"In Progress"
1941,156567,188017,"CF-1009",,2018-08-07 13:57:27.856,"Declined"
2322,177810,211954,"CF-1250",8,,"Backlog"
2298,179403,213656,"CF-1262",8,,"Awaiting implementation"
2298,183665,218401,"CF-1327",5,,"Awaiting implementation"
2298,183684,218384,"CF-1329",3,,"Awaiting implementation"
2298,183754,217995,"CF-1345",2,,"Awaiting implementation"
2298,185746,220436,"CF-1375",8,,"Awaiting implementation"
2298,187362,222046,"CF-1386",3,,"In Progress"
1510,101215,125482,"CF-73",,2018-02-05 14:43:24.973,"Declined"
1510,104103,129043,"CF-287",,2018-02-05 14:41:55.310,"Declined"
1534,118108,144441,"CF-503",2,2018-08-07 13:57:36.916,"Declined"
1662,120383,146674,"CF-535",5,,"Backlog"
1720,120383,146674,"CF-535",5,,"Backlog"
1720,121341,147499,"CF-554",5,,"Backlog"
1721,126765,153646,"CF-628",5,,"Backlog"
1892,128521,155284,"CF-683",5,,"Backlog"
1892,135602,163323,"CF-786",3,,"Backlog"
1892,135603,163324,"CF-787",2,,"Backlog"
1892,135611,163326,"CF-788",2,,"Backlog"
1892,136234,164001,"CF-806",3,2018-08-07 13:57:24.090,"Declined"
1819,143092,170592,"CF-875",3,2018-08-07 13:57:30.683,"Declined"
2078,177810,211954,"CF-1250",8,,"Backlog"
2322,179402,213655,"CF-1261",8,,"In Progress"
2298,180089,214175,"CF-1277",3,,"In Progress"
2322,180801,215084,"CF-1289",5,,"In Progress"
2298,185902,220666,"CF-1376",8,,"Awaiting implementation"
