DW Unique Issue ID,DaysToIP,Range,Issue Key,Issue Created,Project Key,Assignment_StoryPoint_dt,Baseline_dt,Staus_Change_dt
124008,11,"08-14 days","CF-585",2018-04-04 00:00:00.000,"CF",2018-04-06 00:00:00.000,"4/6/2018",2018-04-17 00:00:00.000
124744,11,"08-14 days","CF-588",2018-04-06 00:00:00.000,"CF",2018-04-06 00:00:00.000,"4/6/2018",2018-04-17 00:00:00.000
124766,11,"08-14 days","CF-592",2018-04-06 00:00:00.000,"CF",2018-04-06 00:00:00.000,"4/6/2018",2018-04-17 00:00:00.000
124771,59,"43-60 days","CF-596",2018-04-06 00:00:00.000,"CF",2018-04-13 00:00:00.000,"4/13/2018",2018-06-11 00:00:00.000
124775,59,"43-60 days","CF-593",2018-04-06 00:00:00.000,"CF",2018-04-13 00:00:00.000,"4/13/2018",2018-06-11 00:00:00.000
124776,63,"61-90 days","CF-594",2018-04-06 00:00:00.000,"CF",2018-04-13 00:00:00.000,"4/13/2018",2018-06-15 00:00:00.000
124777,59,"43-60 days","CF-595",2018-04-06 00:00:00.000,"CF",2018-04-13 00:00:00.000,"4/13/2018",2018-06-11 00:00:00.000
124804,24,"22-28 days","CF-599",2018-04-06 00:00:00.000,"CF",2018-04-06 00:00:00.000,"4/6/2018",2018-04-30 00:00:00.000
124882,17,"15-21 days","CF-602",2018-04-06 00:00:00.000,"CF",2018-04-06 00:00:00.000,"4/6/2018",2018-04-23 00:00:00.000
125821,12,"08-14 days","CF-611",2018-04-10 00:00:00.000,"CF",2018-04-13 00:00:00.000,"4/13/2018",2018-04-25 00:00:00.000
126456,14,"08-14 days","CF-622",2018-04-12 00:00:00.000,"CF",2018-04-16 00:00:00.000,"4/16/2018",2018-04-30 00:00:00.000
126763,13,"08-14 days","CF-626",2018-04-13 00:00:00.000,"CF",2018-04-13 00:00:00.000,"4/13/2018",2018-04-26 00:00:00.000
126764,17,"15-21 days","CF-627",2018-04-13 00:00:00.000,"CF",2018-04-13 00:00:00.000,"4/13/2018",2018-04-30 00:00:00.000
126766,119,"Over 90 days","CF-629",2018-04-13 00:00:00.000,"CF",2018-04-13 00:00:00.000,"4/13/2018",2018-08-10 00:00:00.000
126768,13,"08-14 days","CF-630",2018-04-13 00:00:00.000,"CF",2018-04-13 00:00:00.000,"4/13/2018",2018-04-26 00:00:00.000
126770,13,"08-14 days","CF-631",2018-04-13 00:00:00.000,"CF",2018-04-13 00:00:00.000,"4/13/2018",2018-04-26 00:00:00.000
126794,11,"08-14 days","CF-635",2018-04-13 00:00:00.000,"CF",2018-04-20 00:00:00.000,"4/20/2018",2018-05-01 00:00:00.000
126798,11,"08-14 days","CF-637",2018-04-13 00:00:00.000,"CF",2018-04-20 00:00:00.000,"4/20/2018",2018-05-01 00:00:00.000
126818,13,"08-14 days","CF-639",2018-04-13 00:00:00.000,"CF",2018-04-13 00:00:00.000,"4/13/2018",2018-04-26 00:00:00.000
126819,13,"08-14 days","CF-638",2018-04-13 00:00:00.000,"CF",2018-04-13 00:00:00.000,"4/13/2018",2018-04-26 00:00:00.000
126823,17,"15-21 days","CF-640",2018-04-13 00:00:00.000,"CF",2018-04-13 00:00:00.000,"4/13/2018",2018-04-30 00:00:00.000
126826,13,"08-14 days","CF-641",2018-04-13 00:00:00.000,"CF",2018-04-13 00:00:00.000,"4/13/2018",2018-04-26 00:00:00.000
126828,17,"15-21 days","CF-642",2018-04-13 00:00:00.000,"CF",2018-04-13 00:00:00.000,"4/13/2018",2018-04-30 00:00:00.000
126844,21,"15-21 days","CF-644",2018-04-13 00:00:00.000,"CF",2018-04-13 00:00:00.000,"4/13/2018",2018-05-04 00:00:00.000
127171,11,"08-14 days","CF-648",2018-04-16 00:00:00.000,"CF",2018-04-20 00:00:00.000,"4/20/2018",2018-05-01 00:00:00.000
127291,32,"29-42 days","CF-656",2018-04-16 00:00:00.000,"CF",2018-04-27 00:00:00.000,"4/27/2018",2018-05-29 00:00:00.000
127512,10,"08-14 days","CF-667",2018-04-17 00:00:00.000,"CF",2018-04-20 00:00:00.000,"4/20/2018",2018-04-30 00:00:00.000
127726,24,"22-28 days","CF-673",2018-04-18 00:00:00.000,"CF",2018-04-20 00:00:00.000,"4/20/2018",2018-05-14 00:00:00.000
127728,11,"08-14 days","CF-672",2018-04-18 00:00:00.000,"CF",2018-04-20 00:00:00.000,"4/20/2018",2018-05-01 00:00:00.000
130164,17,"15-21 days","CF-699",2018-04-27 00:00:00.000,"CF",2018-04-27 00:00:00.000,"4/27/2018",2018-05-14 00:00:00.000
130177,32,"29-42 days","CF-703",2018-04-27 00:00:00.000,"CF",2018-04-27 00:00:00.000,"4/27/2018",2018-05-29 00:00:00.000
130798,10,"08-14 days","CF-709",2018-04-30 00:00:00.000,"CF",2018-05-04 00:00:00.000,"5/4/2018",2018-05-14 00:00:00.000
132280,10,"08-14 days","CF-720",2018-05-04 00:00:00.000,"CF",2018-05-04 00:00:00.000,"5/4/2018",2018-05-14 00:00:00.000
132284,10,"08-14 days","CF-721",2018-05-04 00:00:00.000,"CF",2018-05-04 00:00:00.000,"5/4/2018",2018-05-14 00:00:00.000
132294,10,"08-14 days","CF-723",2018-05-04 00:00:00.000,"CF",2018-05-04 00:00:00.000,"5/4/2018",2018-05-14 00:00:00.000
132385,33,"29-42 days","CF-731",2018-05-04 00:00:00.000,"CF",2018-05-04 00:00:00.000,"5/4/2018",2018-06-06 00:00:00.000
132386,32,"29-42 days","CF-732",2018-05-04 00:00:00.000,"CF",2018-05-04 00:00:00.000,"5/4/2018",2018-06-05 00:00:00.000
132470,45,"43-60 days","CF-741",2018-05-04 00:00:00.000,"CF",,"5/4/2018",2018-06-18 00:00:00.000
132472,39,"29-42 days","CF-740",2018-05-04 00:00:00.000,"CF",,"5/4/2018",2018-06-12 00:00:00.000
133985,18,"15-21 days","CF-761",2018-05-10 00:00:00.000,"CF",2018-05-11 00:00:00.000,"5/11/2018",2018-05-29 00:00:00.000
133989,18,"15-21 days","CF-763",2018-05-10 00:00:00.000,"CF",2018-05-11 00:00:00.000,"5/11/2018",2018-05-29 00:00:00.000
133991,132,"Over 90 days","CF-765",2018-05-10 00:00:00.000,"CF",2018-06-08 00:00:00.000,"6/8/2018",2018-10-18 00:00:00.000
134038,31,"29-42 days","CF-774",2018-05-10 00:00:00.000,"CF",2018-06-22 00:00:00.000,"6/22/2018",2018-07-23 00:00:00.000
136191,11,"08-14 days","CF-795",2018-05-18 00:00:00.000,"CF",2018-05-18 00:00:00.000,"5/18/2018",2018-05-29 00:00:00.000
136192,11,"08-14 days","CF-796",2018-05-18 00:00:00.000,"CF",2018-05-18 00:00:00.000,"5/18/2018",2018-05-29 00:00:00.000
136196,11,"08-14 days","CF-797",2018-05-18 00:00:00.000,"CF",2018-05-18 00:00:00.000,"5/18/2018",2018-05-29 00:00:00.000
136226,11,"08-14 days","CF-802",2018-05-18 00:00:00.000,"CF",2018-05-18 00:00:00.000,"5/18/2018",2018-05-29 00:00:00.000
136227,11,"08-14 days","CF-803",2018-05-18 00:00:00.000,"CF",2018-05-18 00:00:00.000,"5/18/2018",2018-05-29 00:00:00.000
136231,11,"08-14 days","CF-807",2018-05-18 00:00:00.000,"CF",2018-05-18 00:00:00.000,"5/18/2018",2018-05-29 00:00:00.000
136232,11,"08-14 days","CF-808",2018-05-18 00:00:00.000,"CF",2018-05-18 00:00:00.000,"5/18/2018",2018-05-29 00:00:00.000
136779,42,"29-42 days","CF-813",2018-05-21 00:00:00.000,"CF",2018-06-01 00:00:00.000,"6/1/2018",2018-07-13 00:00:00.000
138665,31,"29-42 days","CF-838",2018-05-29 00:00:00.000,"CF",2018-06-08 00:00:00.000,"6/8/2018",2018-07-09 00:00:00.000
141499,10,"08-14 days","CF-870",2018-06-08 00:00:00.000,"CF",2018-06-08 00:00:00.000,"6/8/2018",2018-06-18 00:00:00.000
145331,17,"15-21 days","CF-890",2018-06-14 00:00:00.000,"CF",2018-06-22 00:00:00.000,"6/22/2018",2018-07-09 00:00:00.000
145332,19,"15-21 days","CF-891",2018-06-14 00:00:00.000,"CF",2018-06-22 00:00:00.000,"6/22/2018",2018-07-11 00:00:00.000
145360,40,"29-42 days","CF-894",2018-06-14 00:00:00.000,"CF",2018-06-15 00:00:00.000,"6/15/2018",2018-07-25 00:00:00.000
145392,131,"Over 90 days","CF-898",2018-06-14 00:00:00.000,"CF",2018-06-15 00:00:00.000,"6/15/2018",2018-10-24 00:00:00.000
145393,131,"Over 90 days","CF-900",2018-06-14 00:00:00.000,"CF",2018-06-15 00:00:00.000,"6/15/2018",2018-10-24 00:00:00.000
145394,131,"Over 90 days","CF-901",2018-06-14 00:00:00.000,"CF",2018-06-15 00:00:00.000,"6/15/2018",2018-10-24 00:00:00.000
145396,131,"Over 90 days","CF-899",2018-06-14 00:00:00.000,"CF",2018-06-15 00:00:00.000,"6/15/2018",2018-10-24 00:00:00.000
145487,115,"Over 90 days","CF-905",2018-06-14 00:00:00.000,"CF",2018-06-15 00:00:00.000,"6/15/2018",2018-10-08 00:00:00.000
145704,38,"29-42 days","CF-906",2018-06-15 00:00:00.000,"CF",2018-06-15 00:00:00.000,"6/15/2018",2018-07-23 00:00:00.000
145777,118,"Over 90 days","CF-907",2018-06-15 00:00:00.000,"CF",2018-06-22 00:00:00.000,"6/22/2018",2018-10-18 00:00:00.000
147606,24,"22-28 days","CF-913",2018-06-21 00:00:00.000,"CF",2018-06-22 00:00:00.000,"6/22/2018",2018-07-16 00:00:00.000
147835,39,"29-42 days","CF-917",2018-06-21 00:00:00.000,"CF",2018-06-29 00:00:00.000,"6/29/2018",2018-08-07 00:00:00.000
148422,56,"43-60 days","CF-935",2018-06-23 00:00:00.000,"CF",2018-06-25 00:00:00.000,"6/25/2018",2018-08-20 00:00:00.000
148423,28,"22-28 days","CF-936",2018-06-23 00:00:00.000,"CF",2018-06-25 00:00:00.000,"6/25/2018",2018-07-23 00:00:00.000
149241,117,"Over 90 days","CF-946",2018-06-26 00:00:00.000,"CF",2018-06-29 00:00:00.000,"6/29/2018",2018-10-24 00:00:00.000
149250,117,"Over 90 days","CF-949",2018-06-26 00:00:00.000,"CF",2018-06-29 00:00:00.000,"6/29/2018",2018-10-24 00:00:00.000
149697,10,"08-14 days","CF-955",2018-06-27 00:00:00.000,"CF",2018-06-29 00:00:00.000,"6/29/2018",2018-07-09 00:00:00.000
149743,24,"22-28 days","CF-957",2018-06-27 00:00:00.000,"CF",2018-06-29 00:00:00.000,"6/29/2018",2018-07-23 00:00:00.000
149748,39,"29-42 days","CF-960",2018-06-27 00:00:00.000,"CF",2018-06-29 00:00:00.000,"6/29/2018",2018-08-07 00:00:00.000
150501,10,"08-14 days","CF-964",2018-06-29 00:00:00.000,"CF",2018-06-29 00:00:00.000,"6/29/2018",2018-07-09 00:00:00.000
150631,31,"29-42 days","CF-965",2018-06-29 00:00:00.000,"CF",2018-07-06 00:00:00.000,"7/6/2018",2018-08-06 00:00:00.000
152129,61,"61-90 days","CF-972",2018-07-05 00:00:00.000,"CF",2018-07-06 00:00:00.000,"7/6/2018",2018-09-05 00:00:00.000
152273,73,"61-90 days","CF-974",2018-07-06 00:00:00.000,"CF",2018-07-06 00:00:00.000,"7/6/2018",2018-09-17 00:00:00.000
152292,62,"61-90 days","CF-981",2018-07-06 00:00:00.000,"CF",2018-07-17 00:00:00.000,"7/17/2018",2018-09-17 00:00:00.000
156246,20,"15-21 days","CF-1007",2018-07-17 00:00:00.000,"CF",,"7/17/2018",2018-08-06 00:00:00.000
156661,59,"43-60 days","CF-1014",2018-07-18 00:00:00.000,"CF",2018-07-20 00:00:00.000,"7/20/2018",2018-09-17 00:00:00.000
156662,18,"15-21 days","CF-1012",2018-07-18 00:00:00.000,"CF",2018-07-20 00:00:00.000,"7/20/2018",2018-08-07 00:00:00.000
156663,59,"43-60 days","CF-1013",2018-07-18 00:00:00.000,"CF",2018-07-20 00:00:00.000,"7/20/2018",2018-09-17 00:00:00.000
156664,59,"43-60 days","CF-1015",2018-07-18 00:00:00.000,"CF",2018-07-20 00:00:00.000,"7/20/2018",2018-09-17 00:00:00.000
156665,47,"43-60 days","CF-1016",2018-07-18 00:00:00.000,"CF",2018-07-20 00:00:00.000,"7/20/2018",2018-09-05 00:00:00.000
157023,17,"15-21 days","CF-1023",2018-07-19 00:00:00.000,"CF",2018-07-20 00:00:00.000,"7/20/2018",2018-08-06 00:00:00.000
159395,12,"08-14 days","CF-1046",2018-07-26 00:00:00.000,"CF",2018-08-10 00:00:00.000,"8/10/2018",2018-08-22 00:00:00.000
159551,11,"08-14 days","CF-1049",2018-07-26 00:00:00.000,"CF",2018-07-27 00:00:00.000,"7/27/2018",2018-08-07 00:00:00.000
159558,52,"43-60 days","CF-1051",2018-07-26 00:00:00.000,"CF",2018-07-27 00:00:00.000,"7/27/2018",2018-09-17 00:00:00.000
159559,52,"43-60 days","CF-1050",2018-07-26 00:00:00.000,"CF",2018-07-27 00:00:00.000,"7/27/2018",2018-09-17 00:00:00.000
159791,45,"43-60 days","CF-1054",2018-07-27 00:00:00.000,"CF",2018-08-10 00:00:00.000,"8/10/2018",2018-09-24 00:00:00.000
159792,52,"43-60 days","CF-1055",2018-07-27 00:00:00.000,"CF",2018-08-10 00:00:00.000,"8/10/2018",2018-10-01 00:00:00.000
159795,46,"43-60 days","CF-1053",2018-07-27 00:00:00.000,"CF",2018-08-10 00:00:00.000,"8/10/2018",2018-09-25 00:00:00.000
161221,33,"29-42 days","CF-1070",2018-08-01 00:00:00.000,"CF",2018-08-15 00:00:00.000,"8/15/2018",2018-09-17 00:00:00.000
161347,19,"15-21 days","CF-1076",2018-08-01 00:00:00.000,"CF",2018-08-09 00:00:00.000,"8/9/2018",2018-08-28 00:00:00.000
162652,10,"08-14 days","CF-1090",2018-08-06 00:00:00.000,"CF",2018-08-10 00:00:00.000,"8/10/2018",2018-08-20 00:00:00.000
163573,32,"29-42 days","CF-1103",2018-08-08 00:00:00.000,"CF",2018-08-10 00:00:00.000,"8/10/2018",2018-09-11 00:00:00.000
163881,27,"22-28 days","CF-1105",2018-08-08 00:00:00.000,"CF",2018-08-09 00:00:00.000,"8/9/2018",2018-09-05 00:00:00.000
163972,19,"15-21 days","CF-1106",2018-08-09 00:00:00.000,"CF",2018-08-09 00:00:00.000,"8/9/2018",2018-08-28 00:00:00.000
163973,34,"29-42 days","CF-1107",2018-08-09 00:00:00.000,"CF",2018-08-09 00:00:00.000,"8/9/2018",2018-09-12 00:00:00.000
163974,39,"29-42 days","CF-1108",2018-08-09 00:00:00.000,"CF",2018-08-09 00:00:00.000,"8/9/2018",2018-09-17 00:00:00.000
163975,21,"15-21 days","CF-1109",2018-08-09 00:00:00.000,"CF",2018-08-23 00:00:00.000,"8/23/2018",2018-09-13 00:00:00.000
164111,11,"08-14 days","CF-1111",2018-08-09 00:00:00.000,"CF",2018-08-09 00:00:00.000,"8/9/2018",2018-08-20 00:00:00.000
164199,11,"08-14 days","CF-1115",2018-08-09 00:00:00.000,"CF",2018-08-09 00:00:00.000,"8/9/2018",2018-08-20 00:00:00.000
164207,11,"08-14 days","CF-1116",2018-08-09 00:00:00.000,"CF",2018-08-09 00:00:00.000,"8/9/2018",2018-08-20 00:00:00.000
164212,11,"08-14 days","CF-1117",2018-08-09 00:00:00.000,"CF",2018-08-09 00:00:00.000,"8/9/2018",2018-08-20 00:00:00.000
164746,10,"08-14 days","CF-1120",2018-08-10 00:00:00.000,"CF",,"8/10/2018",2018-08-20 00:00:00.000
164747,10,"08-14 days","CF-1121",2018-08-10 00:00:00.000,"CF",,"8/10/2018",2018-08-20 00:00:00.000
164752,10,"08-14 days","CF-1124",2018-08-10 00:00:00.000,"CF",,"8/10/2018",2018-08-20 00:00:00.000
168037,21,"15-21 days","CF-1155",2018-08-21 00:00:00.000,"CF",2018-08-21 00:00:00.000,"8/21/2018",2018-09-11 00:00:00.000
168907,17,"15-21 days","CF-1159",2018-08-23 00:00:00.000,"CF",2018-08-24 00:00:00.000,"8/24/2018",2018-09-10 00:00:00.000
170562,18,"15-21 days","CF-1166",2018-08-29 00:00:00.000,"CF",2018-08-30 00:00:00.000,"8/30/2018",2018-09-17 00:00:00.000
170802,19,"15-21 days","CF-1174",2018-08-30 00:00:00.000,"CF",2018-09-12 00:00:00.000,"9/12/2018",2018-10-01 00:00:00.000
170805,19,"15-21 days","CF-1176",2018-08-30 00:00:00.000,"CF",2018-09-12 00:00:00.000,"9/12/2018",2018-10-01 00:00:00.000
173626,10,"08-14 days","CF-1185",2018-09-11 00:00:00.000,"CF",2018-09-21 00:00:00.000,"9/21/2018",2018-10-01 00:00:00.000
174900,10,"08-14 days","CF-1206",2018-09-14 00:00:00.000,"CF",2018-09-21 00:00:00.000,"9/21/2018",2018-10-01 00:00:00.000
176364,20,"15-21 days","CF-1225",2018-09-19 00:00:00.000,"CF",2018-09-26 00:00:00.000,"9/26/2018",2018-10-16 00:00:00.000
178088,20,"15-21 days","CF-1251",2018-09-25 00:00:00.000,"CF",2018-09-27 00:00:00.000,"9/27/2018",2018-10-17 00:00:00.000
179402,20,"15-21 days","CF-1261",2018-09-28 00:00:00.000,"CF",2018-09-28 00:00:00.000,"9/28/2018",2018-10-18 00:00:00.000
180089,27,"22-28 days","CF-1277",2018-10-01 00:00:00.000,"CF",2018-10-05 00:00:00.000,"10/5/2018",2018-11-01 00:00:00.000
180096,19,"15-21 days","CF-1276",2018-10-01 00:00:00.000,"CF",2018-10-04 00:00:00.000,"10/4/2018",2018-10-23 00:00:00.000
180801,11,"08-14 days","CF-1289",2018-10-03 00:00:00.000,"CF",2018-10-12 00:00:00.000,"10/12/2018",2018-10-23 00:00:00.000
180853,11,"08-14 days","CF-1291",2018-10-03 00:00:00.000,"CF",2018-10-12 00:00:00.000,"10/12/2018",2018-10-23 00:00:00.000
181239,11,"08-14 days","CF-1294",2018-10-04 00:00:00.000,"CF",2018-10-12 00:00:00.000,"10/12/2018",2018-10-23 00:00:00.000
181652,11,"08-14 days","CF-1298",2018-10-05 00:00:00.000,"CF",,"10/5/2018",2018-10-16 00:00:00.000
181750,11,"08-14 days","CF-1301",2018-10-07 00:00:00.000,"CF",2018-10-12 00:00:00.000,"10/12/2018",2018-10-23 00:00:00.000
181905,10,"08-14 days","CF-1302",2018-10-08 00:00:00.000,"CF",2018-10-12 00:00:00.000,"10/12/2018",2018-10-22 00:00:00.000
183665,20,"15-21 days","CF-1327",2018-10-11 00:00:00.000,"CF",2018-10-12 00:00:00.000,"10/12/2018",2018-11-01 00:00:00.000
183684,21,"15-21 days","CF-1329",2018-10-11 00:00:00.000,"CF",2018-10-11 00:00:00.000,"10/11/2018",2018-11-01 00:00:00.000
183754,15,"15-21 days","CF-1345",2018-10-11 00:00:00.000,"CF",2018-10-17 00:00:00.000,"10/17/2018",2018-11-01 00:00:00.000
183778,11,"08-14 days","CF-1350",2018-10-11 00:00:00.000,"CF",2018-10-12 00:00:00.000,"10/12/2018",2018-10-23 00:00:00.000
183780,11,"08-14 days","CF-1351",2018-10-11 00:00:00.000,"CF",2018-10-12 00:00:00.000,"10/12/2018",2018-10-23 00:00:00.000
183947,20,"15-21 days","CF-1352",2018-10-12 00:00:00.000,"CF",2018-10-12 00:00:00.000,"10/12/2018",2018-11-01 00:00:00.000
185738,14,"08-14 days","CF-1371",2018-10-18 00:00:00.000,"CF",,"10/18/2018",2018-11-01 00:00:00.000
185739,14,"08-14 days","CF-1372",2018-10-18 00:00:00.000,"CF",,"10/18/2018",2018-11-01 00:00:00.000
185744,14,"08-14 days","CF-1373",2018-10-18 00:00:00.000,"CF",,"10/18/2018",2018-11-01 00:00:00.000
185745,14,"08-14 days","CF-1374",2018-10-18 00:00:00.000,"CF",,"10/18/2018",2018-11-01 00:00:00.000
185746,14,"08-14 days","CF-1375",2018-10-18 00:00:00.000,"CF",,"10/18/2018",2018-11-01 00:00:00.000
185902,14,"08-14 days","CF-1376",2018-10-18 00:00:00.000,"CF",,"10/18/2018",2018-11-01 00:00:00.000
