Payment_ID,Facility_ID,Payment,Lower_Estimate,Higher_Estimate,Payment_Category,Value_Of_Care_Category
2724,"490145",19321.5,16822.5,21923,"0","0"
2725,"390041",21388.25,19438.5,23520,"0","0"
2727,"450292",17836,15854.5,19955,"0","0"
2728,"471304",20628.6667,18328.3333,23270.6667,"0","0"
2732,"400124",21886.5,19159.5,24989.5,"0","0"
2733,"451369",18730,15948.5,21789.5,"0","0"
2734,"490090",21184.25,19119.25,23513,"0","0"
2742,"361332",19426.5,17195.5,21862.5,"0","0"
2746,"431333",19741,16511,22854,"0","0"
2754,"390168",21573.75,19798.75,23497,"0","0"
2755,"451356",19169.5,16679,21907,"0","0"
2757,"521313",16858,13906,19910,"0","0"
2759,"360210",18654.6667,16670.3333,20765.3333,"0","0"
2760,"390003",18837.3333,16509,21428.3333,"0","0"
2768,"390163",19132,17089.3333,21277,"0","0"
2770,"440192",18012,15710.5,20436.5,"0","0"
2772,"450755",17742,14852,20730,"0","0"
2773,"521327",18318,15939,20824,"0","0"
2775,"371312",18791,15433,22155,"0","0"
2776,"371326",20386,17501,23406,"0","0"
2777,"371328",17628.5,15727.5,19707.5,"0","0"
2780,"521330",17829,15697.5,20120.5,"0","0"
2783,"440081",18156.5,16607,19822.5,"0","0"
2784,"451364",16524,13757,19151,"0","0"
2789,"450584",18962,16612.5,21340.5,"0","0"
2790,"490114",18733.5,16600,21048.5,"0","0"
2798,"531313",19619,17300.3333,22138,"0","0"
2799,"390117",19299,17060.5,21687,"0","0"
2803,"450108",17039.5,14850.5,19392,"0","0"
2804,"490037",20948.3333,18767.6667,23284.6667,"0","0"
2806,"501330",17399.5,15230,19705,"0","0"
2807,"390199",18115.5,15891,20561,"0","0"
2810,"490043",20393.75,19146.75,21711.5,"0","0"
2811,"510086",17021,14162,19985,"0","0"
2815,"390112",18638.5,16426.5,20922.5,"0","0"
2816,"390150",18095.5,15611,20788.5,"0","0"
2818,"521351",18847.5,16443,21371,"0","0"
2819,"431335",19757.3333,17417.6667,22339,"0","0"
2820,"451385",17838,15446,20061,"0","0"
2822,"521328",18196,15629.5,21016.5,"0","0"
2823,"370057",17638,15363.5,20067,"0","0"
2824,"370236",20973.5,18829,23304.25,"0","0"
2829,"531303",20172,16603,23719,"0","0"
2830,"531305",17033,14461,19729,"0","0"
2834,"370089",21510.75,19511,23591.5,"0","0"
2839,"450210",17088,15062.5,19200.5,"0","0"
2842,"390211",20710.75,19039.25,22516.25,"0","0"
2845,"450641",19601.5,16798,22640.5,"0","0"
2846,"450889",20035,19223,20860,"0","0"
2847,"451347",19506.5,17059.5,22180,"0","0"
2848,"460026",20071,18092.5,22180,"0","0"
2849,"490007",21125.3333,19702,22612.3333,"0","0"
2852,"511309",19449,16959,21912,"0","0"
2853,"531316",20970,17523,24441,"0","0"
2854,"380007",20768,18498.3333,23178.6667,"0","0"
2859,"530002",20795,18465.75,23396.75,"0","0"
2860,"361314",19975,17400.5,22598.5,"0","0"
2863,"450771",21951.75,20352,23677.75,"0","0"
2864,"510038",18288.6667,16597.3333,20219,"0","0"
2865,"361308",18267,16028,20675.6667,"0","0"
2866,"370171",16872,14808,19079.5,"0","0"
2875,"450874",21864,20621,23163,"0","0"
2876,"461306",18948.5,16932,21104,"0","0"
2877,"511314",19174,15743,22440,"0","0"
2879,"450661",22109.75,19878.25,24609.5,"0","0"
2881,"501321",18538,15227,21886,"0","0"
2884,"370153",16968.5,14431,19523.5,"0","0"
2885,"450072",20986.3333,18784,23434.6667,"0","0"
2886,"450399",17414,14528,20433,"0","0"
2887,"490020",20737.75,18615.25,23060.5,"0","0"
2888,"490067",21036.25,19794.5,22396.5,"0","0"
2891,"381303",18799.6667,16235.6667,21657.6667,"0","0"
2893,"450144",18995,16183,22037,"0","0"
2895,"530011",17124.5,15250.5,19178.5,"0","0"
2900,"420011",18805,16476,21072,"0","0"
2904,"450834",19888,18800,21039,"0","0"
2906,"451379",19227.3333,16877,21820.6667,"0","0"
2916,"440156",21430,20070,22864.75,"0","0"
2919,"460009",20880.5,19440.25,22417.75,"0","0"
2920,"460054",21833,20476,23304,"0","0"
2924,"381324",19450,16481,22324,"0","0"
2926,"390048",19873,17996.3333,21878.3333,"0","0"
2928,"450747",21279,19061.3333,23791,"0","0"
2929,"361331",17619.5,15293,20200.5,"0","0"
2930,"370227",18353.3333,16269.3333,20645.3333,"0","0"
2931,"420004",21033,19723,22415,"0","0"
2935,"440185",20451,18810,22259,"0","0"
2938,"371325",16719,13874,19760,"0","0"
2940,"440132",20728.25,18957.5,22684.25,"0","0"
2941,"450055",17687.5,15484,19957,"0","0"
2942,"501316",17704,14625,20796,"0","0"
2943,"511308",17591,14874,20231,"0","0"
2951,"500084",17646.3333,15481.3333,20004,"0","0"
2953,"670106",21248,18691,24074.3333,"0","0"
2955,"370228",19911.5,17673,22182.5,"0","0"
2956,"390325",21202,20607,21798,"0","0"
2961,"361315",16657,14268.5,19147,"0","0"
2965,"420107",18029.5,16169,19960,"0","0"
2970,"371329",21467,18121,24851,"0","0"
2977,"501308",18892,15798,21915,"0","0"
2978,"521311",18975,16463,21928,"0","0"
2981,"390071",18339,16246.5,20588,"0","0"
2989,"501329",18392.5,15944,21051,"0","0"
2991,"531304",17871,15640.3333,20374.3333,"0","0"
2996,"450851",21933,19825,24273.5,"0","0"
2997,"371332",20147,16617,23575,"0","0"
2998,"390037",19864,18146.6667,21587,"0","0"
3000,"500037",16583,13883,19341,"0","0"
3004,"360203",20477.25,18494.5,22603,"0","0"
3006,"370166",17194,14669.5,19722,"0","0"
3007,"371323",18629,16460,20807,"0","0"
3010,"451346",17901.5,15720.5,20309,"0","0"
3012,"431338",18131,15732.5,20755.5,"0","0"
3013,"450871",20189,19246,21180,"0","0"
3014,"451370",18956.5,16536,21568,"0","0"
3019,"500154",17468.5,15012.5,20193,"0","0"
3020,"511315",18619.5,16272,21274.5,"0","0"
3022,"670103",20915.6667,18459.3333,23717,"0","0"
3024,"450079",20575,18893.6667,22405.6667,"0","0"
3026,"450888",20758,19982,21571,"0","0"
3027,"490097",18339.5,16262.5,20446,"0","0"
3039,"361333",18438.6667,16521.6667,20495.3333,"0","0"
3040,"370113",21160,18804.75,23851.5,"0","0"
3042,"420065",18511,17144,19905.5,"0","0"
3043,"431322",19797,16979,22780,"0","0"
3045,"370078",22221,19814,24830.3333,"0","0"
3054,"390028",21354.5,19128.25,23796.25,"0","0"
3056,"390266",18676.3333,16713.6667,20852.3333,"0","0"
3057,"391309",16130.5,13977.5,18524,"0","0"
3062,"531307",18173.5,15522.5,20942.5,"0","0"
3063,"390104",18593,16207.5,21234,"0","0"
3065,"450876",20322.25,18633.5,22106.75,"0","0"
3066,"450891",20233,18686,21880,"0","0"
3068,"501305",18367.5,15982.5,20953,"0","0"
3069,"521318",21744,19097,24754,"0","0"
3073,"440006",20198,18567.5,22024.5,"0","0"
3074,"451373",19672,16671.5,22963.5,"0","0"
3075,"490126",18681.3333,16895.6667,20637.3333,"0","0"
3084,"520017",19090.3333,17035,21264,"0","0"
3101,"431327",18534,15358,21838,"0","0"
3102,"440072",21243,19465.6667,23119,"0","0"
3103,"450872",23053,20345,25933,"0","0"
3106,"420005",18837,16645,21174.5,"0","0"
3107,"420055",19452.3333,17222,21945,"0","0"
3110,"450351",18799.6667,16994.6667,20718.3333,"0","0"
3113,"520102",18665.6667,17029.3333,20382.6667,"0","0"
3115,"440008",19398.5,16660.5,22327,"0","0"
3122,"460060",21280.5,18879,23822.5,"0","0"
3125,"390183",18393.5,16837,19971,"0","0"
3126,"400014",21272,19155,23529,"0","0"
3128,"361326",18541,16494,20715,"0","0"
3129,"390138",20028.6667,17855.6667,22304.3333,"0","0"
3130,"390204",21411.6667,19519.6667,23426.6667,"0","0"
3131,"451343",20477,17725,23091,"0","0"
3132,"451354",20636,17129,23978,"0","0"
3133,"521300",18749,16024,21659.5,"0","0"
3134,"390072",18686.3333,16616,20967.3333,"0","0"
3135,"420009",21380.25,19731.5,23204,"0","0"
3137,"440032",17434.5,15066.5,19969,"0","0"
3143,"520051",21719.3333,19643.3333,24058.6667,"0","0"
3144,"390035",19322.6667,17502.6667,21322.6667,"0","0"
3145,"400021",19828,17026,22946.3333,"0","0"
3150,"450447",21164.25,19074,23487,"0","0"
3162,"390156",21242.6667,19215,23420,"0","0"
3165,"450718",21092,19415.75,22918.5,"0","0"
3168,"511312",18043,15536,20531,"0","0"
3169,"521305",16790,14135,19417,"0","0"
3172,"420068",21151.5,19148.5,23285.5,"0","0"
3174,"450686",21612,19951,23407.5,"0","0"
3176,"440065",21001.75,18770.5,23553.5,"0","0"
3177,"450833",20485,17990.3333,23134.6667,"0","0"
3178,"451308",20056,16588,23367,"0","0"
3184,"460049",20919,20219,21665,"0","0"
3187,"361301",17675,14404,20838,"0","0"
3188,"370015",18800,16612.6667,21160.6667,"0","0"
3192,"391305",17572,15320.5,19964,"0","0"
3194,"461335",18146,15314,20978,"0","0"
3197,"361306",20572,17792,23443.5,"0","0"
3198,"381318",19310.3333,17230,21541,"0","0"
3199,"431329",17878,14824,21040,"0","0"
3200,"490002",18273,16167.5,20553,"0","0"
3201,"360354",20930.5,19485.75,22466.5,"0","0"
3202,"440151",20436.3333,18318.6667,22748,"0","0"
3203,"390001",20758.25,19469.5,22156.75,"0","0"
3205,"420036",21457,19365.3333,23677.6667,"0","0"
3209,"510047",22054.6667,19812.3333,24512.6667,"0","0"
3213,"390056",20702.3333,18303.6667,23338,"0","0"
3215,"460044",20309.3333,18113.6667,22598.6667,"0","0"
3218,"370083",17340.5,14915,19961,"0","0"
3220,"371322",19640,16469,22943,"0","0"
3224,"521332",19480.5,16826,22414,"0","0"
3225,"530034",20130,18033,22363,"0","0"
3226,"370004",21657.75,19136,24453.75,"0","0"
3240,"370016",21485.75,19275.25,23849.5,"0","0"
3242,"390052",18495.3333,16496,20634.6667,"0","0"
3245,"431321",19826,17206,22314,"0","0"
3246,"501315",21643,17798,25447,"0","0"
3247,"360352",20204,19502,20941,"0","0"
3248,"370041",19190.5,17727,20696,"0","0"
3249,"371321",17361,15038,19685,"0","0"
3252,"410004",20106.6667,18293,22008,"0","0"
3253,"420066",18004,15450,20580,"0","0"
3258,"501325",19456,16312,22524,"0","0"
3264,"450194",19740.5,17307.5,22331,"0","0"
3266,"511313",17423,15062,20011.5,"0","0"
3269,"390220",19069.5,17292.5,20964.5,"0","0"
3271,"431300",18522,16048,21081,"0","0"
3274,"500108",20530.5,19074.25,22074.25,"0","0"
3277,"391314",18432,15880.5,21020.5,"0","0"
3278,"440235",18797,16423,21215,"0","0"
3281,"461310",18137,15331,20920,"0","0"
3282,"381311",16991,14010,19893,"0","0"
3283,"381322",17046,14671,19645.5,"0","0"
3288,"390062",19773.3333,17660.6667,22006.6667,"0","0"
3290,"390157",19176.3333,16896.6667,21574.6667,"0","0"
3291,"390323",20354,19587,21182,"0","0"
3293,"431306",22146,18505,25822,"0","0"
3294,"451367",18847,16561,21282.5,"0","0"
3297,"431318",17474,14368,20418,"0","0"
3299,"440020",19135,17010.3333,21482.6667,"0","0"
3302,"501317",18241,15088,21439,"0","0"
3310,"451319",19435,17057,22086,"0","0"
3311,"500064",21408.3333,19038.3333,23964.6667,"0","0"
3316,"440137",18143.5,16012,20437.5,"0","0"
3319,"450780",21237,20245,22209,"0","0"
3323,"670071",23955.5,21424,26834,"0","0"
3324,"521339",17400.5,14891.5,20029.5,"0","0"
3326,"361316",17951,15846.5,20254.5,"0","0"
3327,"390068",19419.3333,17324,21578.6667,"0","0"
3328,"390142",21332,19578.25,23167.25,"0","0"
3329,"390330",21111.5,19211.75,23122,"0","0"
3330,"460017",19386,17158,21883,"0","0"
3332,"361323",18017,15274,21002,"0","0"
3337,"441306",19260,16524,21993,"0","0"
3338,"450064",21322.25,19372,23448.75,"0","0"
3340,"451341",20277,17055,23381,"0","0"
3342,"521357",18269.3333,16285.3333,20368,"0","0"
3346,"420053",18398.3333,16867.6667,20127,"0","0"
3347,"440033",17792,15910.5,19726,"0","0"
3350,"491304",17526,15875,19282,"0","0"
3352,"361334",18275,15326,21506,"0","0"
3355,"450702",20955.25,19558,22382.25,"0","0"
3356,"451392",18235,15542,21032,"0","0"
3358,"360360",21585.75,19784,23567.75,"0","0"
3359,"370235",19695,18167.5,21262.5,"0","0"
3360,"391306",18213.6667,16039,20517.3333,"0","0"
3361,"440228",21563,19960.5,23330,"0","0"
3362,"490144",19315,17503,21262.5,"0","0"
3363,"520034",19224.6667,17285,21306,"0","0"
3365,"380091",21073.5,18207,24394,"0","0"
3366,"381325",19507,17634.5,21468.5,"0","0"
3370,"450165",18158,16183.5,20171.5,"0","0"
3374,"371337",19407,17210,21684.5,"0","0"
3377,"450779",20376.25,19015,21837.25,"0","0"
3378,"381313",17284,14773,19904.5,"0","0"
3379,"420073",20574.25,19623,21575,"0","0"
3380,"450451",19619,16525,22567,"0","0"
3381,"451303",19484,16321,22723,"0","0"
3386,"450573",16965.5,14634.5,19517,"0","0"
3391,"461303",18692,15225,22168,"0","0"
3398,"521304",18458.5,15643,21499.5,"0","0"
3404,"450187",17580.5,15681,19531.5,"0","0"
3405,"460039",21479,19003,24274,"0","0"
3409,"521319",21910,18511,25528,"0","0"
3412,"390307",22558,20018,25558,"0","0"
3415,"361324",17244.5,14793.5,19746.5,"0","0"
3417,"390268",20764,19431.5,22175.25,"0","0"
3418,"390326",20809.5,19016.25,22785.5,"0","0"
3419,"400118",16804,14321,19485,"0","0"
3420,"440184",17556,15832,19491,"0","0"
3421,"490111",19195.3333,17537,20946,"0","0"
3422,"490122",20843.5,19169.25,22578.5,"0","0"
3425,"521334",17390,15209,19844.5,"0","0"
3429,"441310",17329,15227.5,19596,"0","0"
3434,"670044",19646.3333,18157.3333,21252.3333,"0","0"
3437,"450389",20207.25,18410,22131,"0","0"
3438,"381306",18161,15698,20918,"0","0"
3439,"440050",18314,16299.5,20472.5,"0","0"
3441,"451330",18938,15667,22183,"0","0"
3443,"450162",20575,19678,21508,"0","0"
3448,"370229",17997,15585,20234,"0","0"
3451,"490013",20449.5,18753.5,22275.75,"0","0"
3453,"500008",20992.5,18980.25,23237,"0","0"
3454,"521324",18357,15084,21506,"0","0"
3455,"400114",19301,16583,22217,"0","0"
3456,"420037",19258.5,17139,21614.5,"0","0"
3457,"460041",21172,19193.25,23340.75,"0","0"
3460,"670006",21581,20708,22518,"0","0"
3464,"490088",17865.5,16244.5,19581.5,"0","0"
3465,"490143",19473,17703.3333,21399,"0","0"
3467,"360239",18923.3333,17603,20292.6667,"0","0"
3469,"511320",18643.5,16260,21135.5,"0","0"
3474,"510058",20741.75,19533.5,21994.25,"0","0"
3476,"361318",19450.5,17227,21650.5,"0","0"
3480,"450475",17106.5,14803.5,19447,"0","0"
3481,"451323",18838,16406,21554.5,"0","0"
3485,"670041",20804,18892.75,22882.25,"0","0"
3486,"390070",22187,19639.3333,24932,"0","0"
3488,"390265",20871.75,19253,22601.25,"0","0"
3491,"450272",20646,18609.25,22825.25,"0","0"
3496,"381305",21372,18562,24170,"0","0"
3497,"431305",16978,14013,19808,"0","0"
3498,"450867",19662,17782.3333,21648,"0","0"
3499,"521302",19199,16609,22115,"0","0"
3504,"451382",19526,17186,22055,"0","0"
3505,"461308",22236,20028,24660,"0","0"
3511,"670085",20751.75,18563.5,23123.5,"0","0"
3513,"390107",21144.25,19738.5,22653,"0","0"
3521,"501303",18281,15767,20653,"0","0"
3524,"390226",20845.75,19140.75,22760.5,"0","0"
3525,"420010",21045.6667,18894.6667,23373.3333,"0","0"
3526,"430014",21145,19454.25,22948.25,"0","0"
3531,"501324",17751,14487,20917,"0","0"
3533,"531302",19688.3333,17385.3333,22209,"0","0"
3535,"420082",20998.25,19439,22684,"0","0"
3539,"371300",19138.5,16531.5,21812.5,"0","0"
3543,"511310",18667.5,15875,21541.5,"0","0"
3551,"500060",18168.5,15718,20867.5,"0","0"
3552,"520044",19754,17445.3333,22235.3333,"0","0"
3553,"440057",17130,15110.5,19346,"0","0"
3555,"460019",19092.3333,17025.6667,21363.6667,"0","0"
3558,"520113",21053.3333,18908.3333,23305,"0","0"
3559,"361329",20861.6667,18455,23521.6667,"0","0"
3560,"390050",21263.5,19664.75,22995.75,"0","0"
3564,"450875",21045,20567,21517,"0","0"
3565,"440016",18691.5,16451.5,21058,"0","0"
3566,"450213",21038,18950.6667,23339.6667,"0","0"
3567,"511318",18773,16069,21446,"0","0"
3568,"371333",16932,14091,19780,"0","0"
3569,"391308",20490.5,17836.5,23420,"0","0"
3570,"450163",21700.6667,19363,24264.6667,"0","0"
3574,"381307",17343,14296,20482,"0","0"
3585,"370201",19440,17905,21106,"0","0"
3587,"390139",21597.5,20295,23005.5,"0","0"
3588,"440104",20977.5,19833.25,22187.5,"0","0"
3590,"441314",17970,14972,21055,"0","0"
3594,"511311",18230,15360,21086,"0","0"
3596,"450289",17014.5,14488.5,19589.5,"0","0"
3598,"370002",19327.6667,17358.3333,21471.6667,"0","0"
3599,"370039",21382.5,18992,24095,"0","0"
3600,"371313",21173,18097,24248,"0","0"
3604,"520208",19908.6667,18117.3333,21862,"0","0"
3605,"370212",20612,19902,21328,"0","0"
3611,"360218",20493,18893.5,22191,"0","0"
3613,"371302",20214,16867,23731,"0","0"
3614,"450694",18756,16295,21376,"0","0"
3615,"490141",21488.5,19521.5,23536,"0","0"
3616,"521316",20886,17532,24304,"0","0"
3617,"521352",17734,15097,20618.5,"0","0"
3618,"431334",17575,15121,20145,"0","0"
3619,"440073",21157.5,19944,22469.75,"0","0"
3620,"451342",18543,16256,20931,"0","0"
3621,"451372",20259,17310,23088,"0","0"
3623,"501312",17931.5,15760,20403.5,"0","0"
3626,"370173",16653,13579,19793,"0","0"
3627,"390217",20252.5,18031,22752.5,"0","0"
3629,"670067",20550,19943,21164,"0","0"
3633,"521321",20948,18740,23357,"0","0"
3634,"470012",18862.6667,17625.6667,20187,"0","0"
3635,"521343",18386,16355,20705.3333,"0","0"
3637,"370139",17371,14989,19803,"0","0"
3638,"390096",21325.25,19511.25,23265.75,"0","0"
3639,"390102",21485.5,19630.25,23476,"0","0"
3640,"491300",17894,15150,20713,"0","0"
3642,"390173",20952.75,18990.25,23124.25,"0","0"
3644,"450698",17049,13671,20333,"0","0"
3645,"460003",21573.25,19011.5,24296.25,"0","0"
3647,"521350",16461.5,14500,18625,"0","0"
3650,"440197",21504.75,19174,24052.5,"0","0"
3654,"370006",18786,17072,20575.3333,"0","0"
3655,"371319",17501,15164.5,20027,"0","0"
3656,"421303",20118,16874,22885,"0","0"
3657,"440148",17087.5,14807.5,19530.5,"0","0"
3664,"381309",19752,16321,23280,"0","0"
3665,"431324",20613,16752,24187,"0","0"
3669,"391300",18112.5,15568,20852.5,"0","0"
3670,"450124",19679.3333,17440.6667,22216.6667,"0","0"
3671,"451384",18825,16394,21417,"0","0"
3673,"390057",21227.5,19527.75,23036.5,"0","0"
3674,"400123",16326,13701,19010,"0","0"
3675,"440001",17268,14662,20033.5,"0","0"
3676,"450419",17938,15924.5,20143.5,"0","0"
3680,"440058",20863.75,18921.5,22983.25,"0","0"
3687,"390164",21177,19873.75,22543.25,"0","0"
3688,"451386",20656.6667,18150.6667,23368,"0","0"
3690,"501335",18228.6667,16338,20270,"0","0"
3692,"521314",21619,18295,25150,"0","0"
3695,"390101",21788.75,19631.75,24157,"0","0"
3696,"390110",21308.75,19762.5,22967.5,"0","0"
3697,"450634",21498.5,19891.75,23211.25,"0","0"
3703,"490053",21054,19406.25,22833.75,"0","0"
3704,"370020",18934,17422.3333,20580.6667,"0","0"
3705,"371324",17497,14890,20062,"0","0"
3706,"431319",17926,14766,21153,"0","0"
3708,"361325",20912.5,18599.25,23431,"0","0"
3709,"371307",17674,14640,20647,"0","0"
3712,"471302",19920,17413.5,22692.5,"0","0"
3716,"361330",17658,14705,20683,"0","0"
3719,"450058",21529.25,20551.75,22533,"0","0"
3720,"450082",18247,16117.5,20676,"0","0"
3723,"490136",21323.75,19899.75,22821,"0","0"
3724,"500011",20596.5,18711,22651.25,"0","0"
3725,"670034",21086.25,19711.25,22584.75,"0","0"
3726,"390146",18670.3333,16929.3333,20554.3333,"0","0"
3729,"440150",21288.75,19739.75,22962.5,"0","0"
3730,"450597",19514.5,17387.5,21811,"0","0"
3735,"440110",17796,16109,19579.5,"0","0"
3739,"521315",17139,15117.5,19239,"0","0"
3740,"370094",21509.75,19562.25,23567.25,"0","0"
3741,"371305",20278,16539,24066,"0","0"
3751,"420043",18559,16287.5,20964.5,"0","0"
3752,"450080",20919.5,18806.25,23251.5,"0","0"
3753,"370099",18538,16159.5,21140.5,"0","0"
3756,"400103",19268,16518,22206.6667,"0","0"
3760,"451374",17087,13977,20275,"0","0"
3761,"460011",18795.3333,17032,20756.3333,"0","0"
3764,"391301",18781,15794.5,21887,"0","0"
3765,"450460",17784.5,15268,20517.5,"0","0"
3767,"380056",17692,14921,20643,"0","0"
3770,"450653",19258,17121.5,21515,"0","0"
3771,"451331",19625,16397,22761,"0","0"
3772,"461307",20785,18821,22981,"0","0"
3773,"500044",21292.75,19759,22850,"0","0"
3776,"531306",20664.3333,18222.6667,23318.3333,"0","0"
3778,"380082",18231.6667,16387.3333,20196,"0","0"
3781,"490084",19630.6667,17998.3333,21404.6667,"0","0"
3786,"440060",17784,15537,19936,"0","0"
3789,"371338",19846,16943,22753,"0","0"
3791,"390009",21689,20300.5,23179,"0","0"
3795,"450498",16236,13634,19174,"0","0"
3797,"460014",19957.5,18186.5,21833,"0","0"
3799,"670108",18836.3333,17298,20481.3333,"0","0"
3802,"441309",16950,14217,19624,"0","0"
3804,"391307",18553.5,16389,20812,"0","0"
3807,"440175",17378,15751,19070,"0","0"
3813,"420101",18407.5,16715.5,20273,"0","0"
3815,"500025",21666.6667,19535.6667,23885.3333,"0","0"
3817,"370225",19247,17227,21374,"0","0"
3820,"390160",19165,16845.6667,21591.6667,"0","0"
3821,"450152",21393,19495.25,23286,"0","0"
3822,"461309",20411,16964,23761,"0","0"
3824,"410013",21049.5,19025,23399,"0","0"
3829,"491308",20553,18021,23249.5,"0","0"
3832,"400013",22026.5,18668,25637.5,"0","0"
3835,"510013",20733.5,18435.75,23270.25,"0","0"
3844,"501309",18509,15994,20992,"0","0"
3853,"451380",18657,16587,20930.5,"0","0"
3857,"381304",20002,16866,23135,"0","0"
3860,"440131",18174,16054.5,20639,"0","0"
3861,"450678",21587.6667,19374,23977.3333,"0","0"
3862,"500119",18522.3333,17420,19732.6667,"0","0"
3863,"521312",21456,18562,24525.5,"0","0"
3866,"390039",21037.75,18720.5,23611,"0","0"
3868,"421301",17933,15344,20646,"0","0"
3869,"431326",18812,15762,21845,"0","0"
3870,"451361",19421,16680,22121,"0","0"
3875,"520139",21374.75,19597,23378.75,"0","0"
3876,"371317",21214,18352,24328,"0","0"
3877,"450369",18827.5,16752.5,20950.5,"0","0"
3879,"451376",18660.5,16490,21005.5,"0","0"
3880,"520096",20681.75,19080.75,22399.5,"0","0"
3882,"420019",18151.5,15512,20931,"0","0"
3884,"501326",17672.5,15612,19834,"0","0"
3886,"370220",21870,20052,23815,"0","0"
3889,"420108",19170,16399,21880,"0","0"
3892,"520066",20320.75,18748.5,22020.5,"0","0"
3893,"361313",16969,14422.5,19936.5,"0","0"
3895,"431337",17034,14195,19812,"0","0"
3896,"441316",21183,18237,24118,"0","0"
3898,"450586",17273,15209,19328,"0","0"
15,"140239",20771,19205.75,22452.25,"-0.25","0"
30,"280023",20561.75,19110,22155.75,"-0.25","0"
36,"100090",21558.5,20248.25,22992.75,"-0.25","0"
47,"110007",21264.25,19811.25,22886.5,"-0.25","0"
50,"190274",18986.75,16955.25,21164.25,"-0.25","0"
65,"140013",20170.25,18532.5,21927,"-0.25","0"
68,"150011",20448,18699,22305.75,"-0.25","0"
78,"040027",20885,19682.5,22156.25,"-0.25","0"
80,"060022",20660.25,19500,21895.25,"-0.25","0"
97,"140002",20343.25,18795.25,22018.25,"-0.25","0"
101,"240053",20232.5,18860.5,21700.5,"-0.25","0"
106,"360011",19661,18127.5,21262.5,"-0.25","0"
108,"070004",19676.25,17597.5,21982.75,"-0.25","0"
127,"050107",20529.25,19246.25,21831.75,"-0.25","0"
128,"050174",20283.75,19112.75,21511,"-0.25","0"
146,"050414",20120.5,18483.25,21899.25,"-0.25","0"
152,"180018",19519.25,17771.75,21496.75,"-0.25","0"
165,"110128",20984.5,18852.5,23371,"-0.25","0"
176,"140160",19552.5,17875,21399.5,"-0.25","0"
183,"300017",21060.25,19161.75,23117.25,"-0.25","0"
192,"140113",20020.75,18311,21866.25,"-0.25","0"
197,"270023",20236.5,18221,22441,"-0.25","0"
222,"050376",19581,17210.25,22170,"-0.25","0"
238,"170049",20957.5,19617,22404.25,"-0.25","0"
241,"230066",20504.75,19264,21782,"-0.25","0"
254,"100128",20597.25,19396.25,21881.5,"-0.25","0"
277,"140034",19976,17979.75,22205.5,"-0.25","0"
309,"180044",20817.25,19595.5,22072.5,"-0.25","0"
311,"230095",20348.5,18315,22607.75,"-0.25","0"
323,"330218",20354,18480.75,22394.75,"-0.25","0"
346,"260141",20918.25,19543.25,22442.25,"-0.25","0"
367,"030011",20573.75,19132.75,22130.25,"-0.25","0"
376,"240001",20220,18638,21872.5,"-0.25","0"
377,"260191",20151.5,18588.25,21889.75,"-0.25","0"
410,"030012",20725.5,19587.25,21947,"-0.25","0"
416,"100266",20750,18925,22694.75,"-0.25","0"
446,"150005",19901.5,18390.75,21558.25,"-0.25","0"
453,"050295",20172.5,18275,22186.75,"-0.25","0"
454,"050455",20251,18842,21702.25,"-0.25","0"
464,"360090",21031.5,19639,22545.75,"-0.25","0"
510,"210043",20335.75,19190,21579,"-0.25","0"
522,"100025",20335.75,19142.5,21650.75,"-0.25","0"
537,"160045",20740.75,19545.5,22024.25,"-0.25","0"
563,"170197",20688,18914.5,22584,"-0.25","0"
588,"060075",21254.5,18940.25,23783.25,"-0.25","0"
591,"120005",19318.25,17559.75,21200.5,"-0.25","0"
593,"140184",21190.25,19339.25,23199.75,"-0.25","0"
596,"170175",21023.25,18437,23738.25,"-0.25","0"
607,"030123",20452.5,19117.75,21869.5,"-0.25","0"
609,"050115",20757.75,19396.75,22170.75,"-0.25","0"
611,"100254",20602.5,19123.75,22222.25,"-0.25","0"
619,"340129",19653,18004.25,21419,"-0.25","0"
631,"360012",20327.5,18888.5,21834.25,"-0.25","0"
678,"190040",20171,18484.75,21964,"-0.25","0"
684,"330090",20095.5,18804.25,21453.75,"-0.25","0"
688,"050243",20746.5,19067.5,22501.25,"-0.25","0"
691,"110043",20835.75,19418.25,22325,"-0.25","0"
698,"180130",20545.25,19684.25,21476,"-0.25","0"
705,"080001",20296.25,19522,21109.75,"-0.25","0"
709,"110008",20260.5,18881,21743.25,"-0.25","0"
732,"360192",21387.75,19761.5,23126.25,"-0.25","0"
748,"060032",20563.25,18838.75,22422.75,"-0.25","0"
783,"340073",20030.75,18520.25,21697.25,"-0.25","0"
804,"100073",21309.25,20108.25,22588.25,"-0.25","0"
805,"110161",19617.25,18109.25,21210,"-0.25","0"
837,"040010",20154.75,18843,21550,"-0.25","0"
843,"260081",20635,19272.5,22150,"-0.25","0"
844,"280077",20291,18278,22482.5,"-0.25","0"
856,"010083",20796.75,19255.75,22501.25,"-0.25","0"
858,"060113",20489.75,18903.25,22193.75,"-0.25","0"
863,"260179",21030.25,19991,22143,"-0.25","0"
868,"040154",20371.5,18643.75,22236.75,"-0.25","0"
882,"060116",20148.75,18069.25,22486,"-0.25","0"
892,"050195",20579.75,19391.25,21851,"-0.25","0"
907,"350006",20320.25,18841,21914.25,"-0.25","0"
910,"050093",20469.75,19484,21478,"-0.25","0"
