tweetid,hourofdate,latitude,longitude,tweet,usernumber,username,language,retweet,date,masterid
981,2016-03-09 09:00:00.000,,,"fast releasing tablets PPT Templates - https://t.co/nQ7Qnw9Lx7  #ppt #powerpoint #slide #fast #releasing #tablets",758049516,"PPT Search","en",0,1457543408000,921
983,2016-03-09 09:00:00.000,,,"principle of clinical trails PPT Slides - https://t.co/9SN6eisBBF  #ppt #powerpoint #templates #principle #of #clinical #trails",758049516,"PPT Search","en",0,1457543387000,923
984,2016-03-09 09:00:00.000,,,"guide plane preparation PowerPoint Slides - https://t.co/SIeTTU34yH  #guide #plane #preparation",758049516,"PPT Search","en",0,1457543367000,924
985,2016-03-09 09:00:00.000,,,"clinical trails PPT Templates - https://t.co/JqXnWyI4nk  #powerpoint #slide #clinical #trails",758049516,"PPT Search","en",0,1457543346000,925
987,2016-03-09 09:00:00.000,,,"TRIANGLE Powerpoint Presentations - https://t.co/iOc9Dk7b3G  #powerpoint #slide #TRIANGLE",758049516,"PPT Search","en",0,1457543237000,927
989,2016-03-09 09:00:00.000,,,"digital image processing presentations Powerpoint Templates - https://t.co/ilsSCscLKJ  #digital #image #processing #presentations",758049516,"PPT Search","en",0,1457543216000,929
990,2016-03-09 09:00:00.000,,,"REALNUMBER Powerpoint Templates - https://t.co/8rKGK0fUDd  #ppt #powerpoint #slide #REALNUMBER",758049516,"PPT Search","en",0,1457543195000,930
991,2016-03-09 09:00:00.000,,,"Strategy and Transformation PowerPoint Slides - https://t.co/CVmyncHB0O  #powerpoint #templates #Strategy #and #Transformation",758049516,"PPT Search","en",0,1457543175000,931
993,2016-03-09 09:00:00.000,,,"biogeo chemical PowerPoint Slides - https://t.co/2ReBOeRO8j  #biogeo #chemical",758049516,"PPT Search","en",0,1457543154000,933
997,2016-03-09 09:00:00.000,,,"acls PowerPoint Slides - https://t.co/VbRbEee9tm  #acls",758049516,"PPT Search","en",0,1457543113000,937
998,2016-03-09 09:00:00.000,,,"nitrogen cycle PowerPoint Slides - https://t.co/z4lRe9j1rx  #powerpoint #slide #nitrogen #cycle",758049516,"PPT Search","en",0,1457543092000,938
1000,2016-03-09 09:00:00.000,,,"english verbs PPT Slides - https://t.co/c30haFVDF0  #powerpoint #templates #english #verbs",758049516,"PPT Search","en",0,1457543071000,940
1006,2016-03-09 09:00:00.000,,,"memori PowerPoint Slides - https://t.co/ONR9VNbX42  #powerpoint #slide #memori",758049516,"PPT Search","en",0,1457543030000,945
1012,2016-03-09 09:00:00.000,,,"benefits of democracy PPT Templates - https://t.co/9O82Kz4i9m  #powerpoint #slide #benefits #of #democracy",758049516,"PPT Search","en",0,1457542989000,951
1015,2016-03-09 09:00:00.000,,,"cardiotoxicity Powerpoint Presentations - https://t.co/AZdujbuirb  #powerpoint #slide #cardiotoxicity",758049516,"PPT Search","en",0,1457542947000,954
1017,2016-03-09 09:00:00.000,,,"trignometry PPT Templates - https://t.co/94ZOay0LkY  #ppt #powerpoint #slide #trignometry",758049516,"PPT Search","en",0,1457542926000,956
1032,2016-03-09 08:00:00.000,,,"Interviewing Candidates PowerPoint Slides - https://t.co/5zCBBpa4kJ  #powerpoint #slide #Interviewing #Candidates",758049516,"PPT Search","en",0,1457542772000,971
1033,2016-03-09 08:00:00.000,,,"drinking water supply systems PowerPoint Slides - https://t.co/XB1eJilpVu  #ppt #powerpoint #slide #drinking #water #supply #systems",758049516,"PPT Search","en",0,1457542751000,972
1035,2016-03-09 08:00:00.000,,,"switch gear theory protection PPT Slides - https://t.co/blVk8xHaqr  #powerpoint #slide #switch #gear #theory #protection",758049516,"PPT Search","en",0,1457542731000,974
1037,2016-03-09 08:00:00.000,,,"types of fruits PPT Templates - https://t.co/KHfQASK7EP  #powerpoint #slide #types #of #fruits",758049516,"PPT Search","en",0,1457542717000,976
1039,2016-03-09 08:00:00.000,,,"mary jo hatch PowerPoint Slides - https://t.co/sBSebuXL7O  #mary #jo #hatch",758049516,"PPT Search","en",0,1457542710000,978
1040,2016-03-09 08:00:00.000,,,"fruits and its medicinal value Powerpoint Presentations - https://t.co/u3yeaxJYAO  #fruits #and #its #medicinal #value",758049516,"PPT Search","en",0,1457542696000,979
1041,2016-03-09 08:00:00.000,,,"mountaineering PPT Slides - https://t.co/cTSKvxHMUK  #powerpoint #slide #mountaineering",758049516,"PPT Search","en",0,1457542689000,980
1050,2016-03-09 08:00:00.000,,,"FEA Tools Powerpoint Templates - https://t.co/jYuJBfg1hl  #FEA #Tools",758049516,"PPT Search","en",0,1457542267000,989
1064,2016-03-09 08:00:00.000,,,"current issues in nursing PowerPoint Slides - https://t.co/4zz34Kmkl6  #ppt #powerpoint #templates #current #issues #in #nursing",758049516,"PPT Search","en",0,1457541727000,1002
1096,2016-03-09 08:00:00.000,,,"discussion on pollution Powerpoint Presentations - https://t.co/uyrRlNNrdR  #powerpoint #slide #discussion #on #pollution",758049516,"PPT Search","en",0,1457540979000,1033
1097,2016-03-09 08:00:00.000,,,"radio receiver PPT Powerpoint Templates - https://t.co/yl9GfEeqdm  #radio #receiver #PPT",758049516,"PPT Search","en",0,1457540958000,1034
1099,2016-03-09 08:00:00.000,,,"Engineering graphics 3D objects Powerpoint Presentations - https://t.co/LHi2TRACQp  #powerpoint #slide #Engineering #graphics #3D #objects",758049516,"PPT Search","en",0,1457540937000,1036
1101,2016-03-09 08:00:00.000,,,"bending and forming PPT Templates - https://t.co/miBJkMXvmp  #powerpoint #slide #bending #and #forming",758049516,"PPT Search","en",0,1457540916000,1038
1116,2016-03-09 08:00:00.000,,,"process improvement PowerPoint Slides - https://t.co/hgOxSWKod4  #powerpoint #templates #process #improvement",758049516,"PPT Search","en",0,1457540269000,1053
1118,2016-03-09 08:00:00.000,,,"international finance  ppt PowerPoint Slides - https://t.co/kh64Sa0yje  #international #finance  #ppt",758049516,"PPT Search","en",0,1457540227000,1055
1136,2016-03-09 08:00:00.000,,,"cane sugar cleaning PPT Templates - https://t.co/DZ5blL5TA5  #ppt #powerpoint #slide #cane #sugar #cleaning",758049516,"PPT Search","en",0,1457539855000,1073
1138,2016-03-09 08:00:00.000,,,"employee commitment and satisfaction Powerpoint Templates - https://t.co/OtJNVkML4k  #employee #commitment #and #satisfaction",758049516,"PPT Search","en",0,1457539834000,1075
1139,2016-03-09 08:00:00.000,,,"gas analizer Powerpoint Presentations - https://t.co/rB2eFFfTc7  #powerpoint #slide #gas #analizer",758049516,"PPT Search","en",0,1457539813000,1076
1140,2016-03-09 08:00:00.000,,,"employee commitment PowerPoint Slides - https://t.co/jYaeq85XAs  #powerpoint #slide #employee #commitment",758049516,"PPT Search","en",0,1457539793000,1077
1143,2016-03-09 08:00:00.000,,,"parking Powerpoint Templates - https://t.co/AsMXj7I2BA  #powerpoint #templates #parking",758049516,"PPT Search","en",0,1457539575000,1080
1145,2016-03-09 08:00:00.000,,,"weeds physiology pdf Powerpoint Presentations - https://t.co/cFCO7V2dha  #weeds #physiology #pdf",758049516,"PPT Search","en",0,1457539555000,1082
1148,2016-03-09 08:00:00.000,,,"drupal Powerpoint Presentations - https://t.co/HLrQDZBAYE  #powerpoint #slide #drupal",758049516,"PPT Search","en",0,1457539492000,1085
1149,2016-03-09 08:00:00.000,,,"oritavancin PowerPoint Slides - https://t.co/dawArtS2e2  #oritavancin",758049516,"PPT Search","en",0,1457539451000,1086
1152,2016-03-09 08:00:00.000,,,"weeds physiology ppt PowerPoint Slides - https://t.co/YEVuZOtZAq  #weeds #physiology #ppt",758049516,"PPT Search","en",0,1457539409000,1089
1157,2016-03-09 08:00:00.000,,,"telavancin Powerpoint Templates - https://t.co/zoytf23jMi  #powerpoint #slide #telavancin",758049516,"PPT Search","en",0,1457539389000,1094
1158,2016-03-09 08:00:00.000,,,"weed physiology ppt Powerpoint Templates - https://t.co/pusVafR7el  #powerpoint #templates #weed #physiology #ppt",758049516,"PPT Search","en",0,1457539368000,1095
1161,2016-03-09 08:00:00.000,,,"laser effects PPT Slides - https://t.co/Zp2hfDb4Nl  #powerpoint #slide #laser #effects",758049516,"PPT Search","en",0,1457539347000,1098
1163,2016-03-09 08:00:00.000,,,"tornadoes ppt PowerPoint Slides - https://t.co/l6NvCKkXQM  #tornadoes #ppt",758049516,"PPT Search","en",0,1457539327000,1100
1168,2016-03-09 08:00:00.000,,,"anti fungal drugs PPT Slides - https://t.co/PJyww6hmwW  #powerpoint #templates #anti #fungal #drugs",758049516,"PPT Search","en",0,1457539253000,1105
1170,2016-03-09 08:00:00.000,,,"sales organization and sales promotion PPT Slides - https://t.co/6mL4NwvguP  #powerpoint #slide #sales #organization #and #sales #promotion",758049516,"PPT Search","en",0,1457539232000,1107
1174,2016-03-09 07:00:00.000,,,"antenatal corticosteroids ppt PowerPoint Slides - https://t.co/DjTlOiq23u  #powerpoint #slide #antenatal #corticosteroids #ppt",758049516,"PPT Search","en",0,1457539191000,1111
1175,2016-03-09 07:00:00.000,,,"datastage overview ppt PowerPoint Slides - https://t.co/Kk7LpARmfg  #ppt #powerpoint #slide #datastage #overview #ppt",758049516,"PPT Search","en",0,1457539170000,1112
1176,2016-03-09 07:00:00.000,,,"child abuse ppt presentation Powerpoint Templates - https://t.co/bGG8jFE8ed  #powerpoint #templates #child #abuse #ppt #presentation",758049516,"PPT Search","en",0,1457539149000,1113
1178,2016-03-09 07:00:00.000,,,"ppt on grignard reagents PowerPoint Slides - https://t.co/QNW9ZR8TT5  #ppt #ppt #on #grignard #reagents",758049516,"PPT Search","en",0,1457539129000,1115
1190,2016-03-09 07:00:00.000,,,"vertiges orthostatique PowerPoint Slides - https://t.co/yh0Kq9vxWJ  #vertiges #orthostatique",758049516,"PPT Search","en",0,1457538834000,1126
1191,2016-03-09 07:00:00.000,,,"IVC Powerpoint Templates - https://t.co/LUZhR05mZH  #IVC",758049516,"PPT Search","en",0,1457538813000,1127
1192,2016-03-09 07:00:00.000,,,"drug induced liver  diseases ppt Powerpoint Presentations - https://t.co/bNwi6hXBQQ  #drug #induced #liver # #diseases #ppt",758049516,"PPT Search","en",0,1457538793000,1128
1195,2016-03-09 07:00:00.000,,,"react to an ambush while mounted PPT Templates - https://t.co/7Lq7eDQJ2Q  #powerpoint #slide #react #to #an #ambush #while #mounted",758049516,"PPT Search","en",0,1457538751000,1131
1196,2016-03-09 07:00:00.000,,,"gamma ray effects physiology Powerpoint Templates - https://t.co/fROZhHvGJf  #ppt #gamma #ray #effects #physiology",758049516,"PPT Search","en",0,1457538730000,1132
1197,2016-03-09 07:00:00.000,,,"economics Gujarati chapter 3 Powerpoint Templates - https://t.co/HMRtOK9HBF  #economics #Gujarati #chapter #3",758049516,"PPT Search","en",0,1457538710000,1133
1198,2016-03-09 07:00:00.000,,,"writing linear equations Powerpoint Templates - https://t.co/qPIX9ijgIm  #writing #linear #equations",758049516,"PPT Search","en",0,1457538689000,1134
1210,2016-03-09 07:00:00.000,,,"software pendidikan PowerPoint Slides - https://t.co/knHy2JP1ag  #powerpoint #templates #software #pendidikan",758049516,"PPT Search","en",0,1457538147000,1143
1212,2016-03-09 07:00:00.000,,,"target Powerpoint Templates - https://t.co/4grjy26MtP  #powerpoint #slide #target",758049516,"PPT Search","en",0,1457538127000,1145
1250,2016-03-09 07:00:00.000,,,"silicon carbide properties Powerpoint Presentations - https://t.co/kRz0jU0HoT  #powerpoint #templates #silicon #carbide #properties",758049516,"PPT Search","en",0,1457537516000,1183
1253,2016-03-09 07:00:00.000,,,"properties of alumina fiber Powerpoint Templates - https://t.co/XjwWolyovi  #powerpoint #slide #properties #of #alumina #fiber",758049516,"PPT Search","en",0,1457537475000,1186
1256,2016-03-09 07:00:00.000,,,"amorphous metallic PPT Slides - https://t.co/z9awRyEzih  #powerpoint #slide #amorphous #metallic",758049516,"PPT Search","en",0,1457537454000,1189
1260,2016-03-09 07:00:00.000,,,"Canada Great North Powerpoint Presentations - https://t.co/r6rBiGFq79  #powerpoint #slide #Canada #Great #North",758049516,"PPT Search","en",0,1457537433000,1193
1262,2016-03-09 07:00:00.000,,,"Canada Great North PPT Slides - https://t.co/r6rBiGFq79  #powerpoint #slide #Canada #Great #North",758049516,"PPT Search","en",0,1457537412000,1195
1263,2016-03-09 07:00:00.000,,,"North of Canada PowerPoint Slides - https://t.co/GfKHm1bTY7  #powerpoint #slide #North #of #Canada",758049516,"PPT Search","en",0,1457537392000,1196
1266,2016-03-09 07:00:00.000,,,"traveling in Canada Powerpoint Presentations - https://t.co/Zn3MxvKsnA  #powerpoint #slide #traveling #in #Canada",758049516,"PPT Search","en",0,1457537371000,1199
1269,2016-03-09 07:00:00.000,,,"MEU SOC organization ppt Powerpoint Templates - https://t.co/a8Ha1NC3s0  #MEU #SOC #organization #ppt",758049516,"PPT Search","en",0,1457537329000,1202
1271,2016-03-09 07:00:00.000,,,"MEU Soc ppt Powerpoint Presentations - https://t.co/leo3IF1efX  #powerpoint #slide #MEU #Soc #ppt",758049516,"PPT Search","en",0,1457537308000,1204
1272,2016-03-09 07:00:00.000,,,"welding and grinding PowerPoint Slides - https://t.co/STB63J5xZf  #welding #and #grinding",758049516,"PPT Search","en",0,1457537295000,1205
1273,2016-03-09 07:00:00.000,,,"is Gandhi relevant today? Powerpoint Templates - https://t.co/zpRCMjaMf3  #powerpoint #slide #is #Gandhi #relevant #today?",758049516,"PPT Search","en",0,1457537287000,1206
1297,2016-03-09 07:00:00.000,,,"antimycobacterial pharmacology Powerpoint Presentations - https://t.co/hgz3EWHZla  #ppt #powerpoint #slide #antimycobacterial #pharmacology",758049516,"PPT Search","en",0,1457536669000,1230
1307,2016-03-09 07:00:00.000,,,"windows history ppt PowerPoint Slides - https://t.co/GWY3eqVoi9  #ppt #powerpoint #templates #windows #history #ppt",758049516,"PPT Search","en",0,1457536387000,1239
1308,2016-03-09 07:00:00.000,,,"chronic pain evaluation PPT Templates - https://t.co/1bxG9iygyR  #powerpoint #slide #chronic #pain #evaluation",758049516,"PPT Search","en",0,1457536366000,1240
1309,2016-03-09 07:00:00.000,,,"sustained release tablets ppt Powerpoint Presentations - https://t.co/3mkSmHYx21  #powerpoint #slide #sustained #release #tablets #ppt",758049516,"PPT Search","en",0,1457536345000,1241
1311,2016-03-09 07:00:00.000,,,"water dairy powerpoint PPT Templates - https://t.co/Tvdgl859uk  #ppt #water #dairy #powerpoint",758049516,"PPT Search","en",0,1457536325000,1243
1312,2016-03-09 07:00:00.000,,,"kwashiorkor ppt PowerPoint Slides - https://t.co/e8b6qLommF  #powerpoint #slide #kwashiorkor #ppt",758049516,"PPT Search","en",0,1457536304000,1244
1314,2016-03-09 07:00:00.000,,,"aortic valve surgery PPT Templates - https://t.co/jISC7kCuxQ  #powerpoint #slide #aortic #valve #surgery",758049516,"PPT Search","en",0,1457536283000,1246
1318,2016-03-09 07:00:00.000,,,"lab safety symbols middle school PowerPoint Slides - https://t.co/KoaGY3XYBY  #powerpoint #slide #lab #safety #symbols #middle #school",758049516,"PPT Search","en",0,1457536242000,1250
1321,2016-03-09 07:00:00.000,,,"MRI Circle of Willis PPT Slides - https://t.co/c30O3jXbkB  #powerpoint #slide #MRI #Circle #of #Willis",758049516,"PPT Search","en",0,1457536189000,1253
1324,2016-03-09 07:00:00.000,,,"thermal physics cambridge PowerPoint Slides - https://t.co/Y7422N8Beo  #powerpoint #slide #thermal #physics #cambridge",758049516,"PPT Search","en",0,1457536168000,1256
1325,2016-03-09 07:00:00.000,,,"stephan hawking. Powerpoint Templates - https://t.co/0b5hpripEi  #ppt #powerpoint #slide #stephan #hawking.",758049516,"PPT Search","en",0,1457536148000,1257
1328,2016-03-09 07:00:00.000,,,"class 10 science ppt on life cycle Powerpoint Templates - https://t.co/oyCaLCjByS  #class #10 #science #ppt #on #life #cycle",758049516,"PPT Search","en",0,1457535914000,1260
1329,2016-03-09 07:00:00.000,,,"history of music Powerpoint Templates - https://t.co/PQvFuu9s5M  #history #of #music",758049516,"PPT Search","en",0,1457535894000,1261
1331,2016-03-09 07:00:00.000,,,"ancient celtic music PPT Templates - https://t.co/GlhsZOuj91  #powerpoint #slide #ancient #celtic #music",758049516,"PPT Search","en",0,1457535873000,1263
1332,2016-03-09 07:00:00.000,,,"head cancer PowerPoint Slides - https://t.co/GSDKIpjGDO  #head #cancer",758049516,"PPT Search","en",0,1457535852000,1264
1336,2016-03-09 07:00:00.000,,,"perrier water Powerpoint Presentations - https://t.co/8fpLsWXIQq  #ppt #perrier #water",758049516,"PPT Search","en",0,1457535831000,1268
1337,2016-03-09 07:00:00.000,,,"perrier Powerpoint Templates - https://t.co/f40DlLvGpa  #powerpoint #slide #perrier",758049516,"PPT Search","en",0,1457535811000,1269
1338,2016-03-09 07:00:00.000,,,"pregnancy nutrition Powerpoint Presentations - https://t.co/1n7H2h4ops  #ppt #powerpoint #templates #pregnancy #nutrition",758049516,"PPT Search","en",0,1457535769000,1270
1340,2016-03-09 07:00:00.000,,,"M&A HR STARTEGY Powerpoint Templates - https://t.co/FfQfvHNu1S  #M&A #HR #STARTEGY",758049516,"PPT Search","en",0,1457535749000,1272
1342,2016-03-09 07:00:00.000,,,"fidic training PPT Templates - https://t.co/45f1KFmPdg  #powerpoint #slide #fidic #training",758049516,"PPT Search","en",0,1457535728000,1274
1351,2016-03-09 06:00:00.000,,,"assessment of critical illness powerpoint PPT Slides - https://t.co/zMjQGVZI5G  #assessment #of #critical #illness #powerpoint",758049516,"PPT Search","en",0,1457535594000,1283
1355,2016-03-09 06:00:00.000,,,"elbow joint examination ppt PowerPoint Slides - https://t.co/j6ufegkteY  #powerpoint #slide #elbow #joint #examination #ppt",758049516,"PPT Search","en",0,1457535531000,1286
1356,2016-03-09 06:00:00.000,,,"preloading of soil ppt Powerpoint Presentations - https://t.co/quSbiS8ttT  #powerpoint #slide #preloading #of #soil #ppt",758049516,"PPT Search","en",0,1457535518000,1287
1358,2016-03-09 06:00:00.000,,,"icici ppt free download PPT Templates - https://t.co/wCkQqTp3Om  #powerpoint #templates #icici #ppt #free #download",758049516,"PPT Search","en",0,1457535511000,1289
1359,2016-03-09 06:00:00.000,,,"apoptosis in red blood cell ppt PPT Templates - https://t.co/gyydEDpW6P  #powerpoint #slide #apoptosis #in #red #blood #cell #ppt",758049516,"PPT Search","en",0,1457535498000,1290
1360,2016-03-09 06:00:00.000,,,"solid support peptide synthesis ppt Powerpoint Templates - https://t.co/rMrlT7rfQs  #solid #support #peptide #synthesis #ppt",758049516,"PPT Search","en",0,1457535490000,1291
1367,2016-03-09 06:00:00.000,,,"Performance Prism Powerpoint Templates - https://t.co/oNtLHJTzmJ  #ppt #powerpoint #slide #Performance #Prism",758049516,"PPT Search","en",0,1457535172000,1297
1368,2016-03-09 06:00:00.000,,,"civil engineering drawing Powerpoint Presentations - https://t.co/whr9RVtygc  #powerpoint #slide #civil #engineering #drawing",758049516,"PPT Search","en",0,1457535151000,1298
1369,2016-03-09 06:00:00.000,,,"century cement PPT Templates - https://t.co/d42uT5aqjS  #powerpoint #slide #century #cement",758049516,"PPT Search","en",0,1457535130000,1299
1370,2016-03-09 06:00:00.000,,,"nuclear medicine imaging ppt Powerpoint Templates - https://t.co/0cECV6st9I  #powerpoint #slide #nuclear #medicine #imaging #ppt",758049516,"PPT Search","en",0,1457535089000,1300
1372,2016-03-09 06:00:00.000,,,"2012 end of the world ppt download PPT Slides - https://t.co/3OGQVI1RH5  #ppt #powerpoint #slide #2012 #end #of #the #world #ppt #download",758049516,"PPT Search","en",0,1457535068000,1302
1424,2016-03-09 06:00:00.000,,,"irwin Powerpoint Presentations - https://t.co/e1CYw1qxVd  #irwin",758049516,"PPT Search","en",0,1457533732000,1352
1425,2016-03-09 06:00:00.000,,,"pediatric sedation PPT Templates - https://t.co/Y4aNXvgFdt  #powerpoint #slide #pediatric #sedation",758049516,"PPT Search","en",0,1457533711000,1353
1426,2016-03-09 06:00:00.000,,,"hybrid cars technology work ppt PPT Templates - https://t.co/vA7wGGG7qU  #ppt #powerpoint #slide #hybrid #cars #technology #work #ppt",758049516,"PPT Search","en",0,1457533698000,1354
1427,2016-03-09 06:00:00.000,,,"pediatric monitoring PPT Slides - https://t.co/oIIYT58jld  #ppt #powerpoint #slide #pediatric #monitoring",758049516,"PPT Search","en",0,1457533690000,1355
1456,2016-03-09 06:00:00.000,,,"SAP solution manager PPT Templates - https://t.co/mVOwRJ9vZ5  #ppt #powerpoint #templates #SAP #solution #manager",758049516,"PPT Search","en",0,1457532617000,1381
1459,2016-03-09 06:00:00.000,,,"ppt on networking devices Powerpoint Templates - https://t.co/c6O0shxQLg  #ppt #ppt #on #networking #devices",758049516,"PPT Search","en",0,1457532547000,1384
1476,2016-03-09 06:00:00.000,,,"input specification+pdf PowerPoint Slides - https://t.co/G1MODk8YUv  #input #specification+pdf",758049516,"PPT Search","en",0,1457532137000,1400
1477,2016-03-09 06:00:00.000,,,"ayurvedic dosage form ppt Powerpoint Templates - https://t.co/l82lYXXUZa  #powerpoint #slide #ayurvedic #dosage #form #ppt",758049516,"PPT Search","en",0,1457532128000,1401
1479,2016-03-09 06:00:00.000,,,"health village PowerPoint Slides - https://t.co/EiEyp9pMjC  #health #village",758049516,"PPT Search","en",0,1457532117000,1403
1482,2016-03-09 06:00:00.000,,,"application software + pdf Powerpoint Presentations - https://t.co/obDgGuqw52  #application #software #+ #pdf",758049516,"PPT Search","en",0,1457532096000,1406
1485,2016-03-09 06:00:00.000,,,"Challenges to Agricultural Entrepreneurs Powerpoint Presentations - https://t.co/Cmr3FwqVai  #Challenges #to #Agricultural #Entrepreneurs",758049516,"PPT Search","en",0,1457532075000,1409
1486,2016-03-09 06:00:00.000,,,"LINT RULES IN FPGA Powerpoint Templates - https://t.co/OzrdEFu3u2  #powerpoint #slide #LINT #RULES #IN #FPGA",758049516,"PPT Search","en",0,1457532055000,1410
1488,2016-03-09 06:00:00.000,,,"application software + ppt Powerpoint Presentations - https://t.co/FX7BKH1CTm  #application #software #+ #ppt",758049516,"PPT Search","en",0,1457532034000,1412
1493,2016-03-09 05:00:00.000,,,"Challenges to Entrepreneurs Powerpoint Templates - https://t.co/70MC7QqdQg  #powerpoint #templates #Challenges #to #Entrepreneurs",758049516,"PPT Search","en",0,1457531993000,1417
1495,2016-03-09 05:00:00.000,,,"short story with moral value PPT Templates - https://t.co/9FG4QcLQvq  #powerpoint #templates #short #story #with #moral #value",758049516,"PPT Search","en",0,1457531972000,1419
1496,2016-03-09 05:00:00.000,,,"surface area and volumes class10th PowerPoint Slides - https://t.co/lxhe4iyOtk  #powerpoint #slide #surface #area #and #volumes #class10th",758049516,"PPT Search","en",0,1457531951000,1420
1497,2016-03-09 05:00:00.000,,,"manora Powerpoint Templates - https://t.co/SoNi9B9LcJ  #manora",758049516,"PPT Search","en",0,1457531898000,1421
1498,2016-03-09 05:00:00.000,,,"LINT RULES Powerpoint Templates - https://t.co/52sC0Az4Pz  #LINT #RULES",758049516,"PPT Search","en",0,1457531889000,1422
1524,2016-03-09 05:00:00.000,,,"On the shoulder of Giants PowerPoint Slides - https://t.co/xhujTbCevK  #On #the #shoulder #of #Giants",758049516,"PPT Search","en",0,1457530929000,1447
1556,2016-03-09 05:00:00.000,,,"what is scada system PowerPoint Slides - https://t.co/MQQvuIi4Ej  #ppt #what #is #scada #system",758049516,"PPT Search","en",0,1457530110000,1479
1558,2016-03-09 05:00:00.000,,,"PR PowerPoint Slides - https://t.co/ReDilzFdrY  #PR",758049516,"PPT Search","en",0,1457530097000,1481
1559,2016-03-09 05:00:00.000,,,"what is plc PPT Templates - https://t.co/lIxioyJNJX  #powerpoint #slide #what #is #plc",758049516,"PPT Search","en",0,1457530089000,1482
1593,2016-03-09 05:00:00.000,,,"water oxidation Powerpoint Templates - https://t.co/p2Y1Vj2IDX  #powerpoint #slide #water #oxidation",758049516,"PPT Search","en",0,1457529013000,1516
1594,2016-03-09 05:00:00.000,,,"e group for 10 class ppt Powerpoint Templates - https://t.co/0BafPACIr0  #e #group #for #10 #class #ppt",758049516,"PPT Search","en",0,1457528972000,1517
1596,2016-03-09 05:00:00.000,,,"CLASSIFICATION OF FLOW Powerpoint Presentations - https://t.co/gDj3DvmLL0  #powerpoint #slide #CLASSIFICATION #OF #FLOW",758049516,"PPT Search","en",0,1457528951000,1519
1600,2016-03-09 05:00:00.000,,,"Pulmonary valve  power point Powerpoint Templates - https://t.co/6wvkNbvSp5  #powerpoint #slide #Pulmonary #valve  #power #point",758049516,"PPT Search","en",0,1457528571000,1523
1601,2016-03-09 05:00:00.000,,,"business plan ppt on bicycles PowerPoint Slides - https://t.co/JLpJM2tGFw  #powerpoint #slide #business #plan #ppt #on #bicycles",758049516,"PPT Search","en",0,1457528550000,1524
1611,2016-03-09 04:00:00.000,,,"ppt of television PowerPoint Slides - https://t.co/VUfBWpVjqM  #powerpoint #slide #ppt #of #television",758049516,"PPT Search","en",0,1457528330000,1533
1615,2016-03-09 04:00:00.000,,,"the future of entertainment PowerPoint Slides - https://t.co/xCuC1Ax16U  #the #future #of #entertainment",758049516,"PPT Search","en",0,1457528309000,1537
1616,2016-03-09 04:00:00.000,,,"agilent HPLC Powerpoint Presentations - https://t.co/I90YxqfZQ1  #agilent #HPLC",758049516,"PPT Search","en",0,1457528288000,1538
1639,2016-03-09 04:00:00.000,,,"Financial Risk Management PPT Slides - https://t.co/hkBDWUUsig  #powerpoint #templates #Financial #Risk #Management",758049516,"PPT Search","en",0,1457527326000,1555
1664,2016-03-09 04:00:00.000,,,"McKinsey Lead and Lag Indicator PPT Templates - https://t.co/TkVufLvu2R  #powerpoint #slide #McKinsey #Lead #and #Lag #Indicator",758049516,"PPT Search","en",0,1457526497000,1573
1679,2016-03-09 04:00:00.000,,,"management of typhoid peritonitis PPT Slides - https://t.co/iNKbmNsepi  #powerpoint #slide #management #of #typhoid #peritonitis",758049516,"PPT Search","en",0,1457525909000,1580
1680,2016-03-09 04:00:00.000,,,"ppt of wireles.. PPT Slides - https://t.co/6HumvWlvNa  #powerpoint #slide #ppt #of #wireles..",758049516,"PPT Search","en",0,1457525888000,1581
1681,2016-03-09 04:00:00.000,,,"bed bugs Powerpoint Templates - https://t.co/SsMG8PZL45  #bed #bugs",758049516,"PPT Search","en",0,1457525867000,1582
1682,2016-03-09 04:00:00.000,,,"bedbugs Powerpoint Presentations - https://t.co/L2BnhCmtOX  #bedbugs",758049516,"PPT Search","en",0,1457525847000,1583
1705,2016-03-09 04:00:00.000,,,"active directory 2008 ppt PowerPoint Slides - https://t.co/VBoNUt3Sio  #powerpoint #slide #active #directory #2008 #ppt",758049516,"PPT Search","en",0,1457524928000,1603
1710,2016-03-09 04:00:00.000,,,"linex ppt PowerPoint Slides - https://t.co/2iSXC9jgWp  #powerpoint #templates #linex #ppt",758049516,"PPT Search","en",0,1457524801000,1608
1711,2016-03-09 03:00:00.000,,,"linex PowerPoint Slides - https://t.co/jLvNMNdcCE  #powerpoint #slide #linex",758049516,"PPT Search","en",0,1457524780000,1609
1712,2016-03-09 03:00:00.000,,,"pharma industry PowerPoint Slides - https://t.co/QdBT20eFIO  #pharma #industry",758049516,"PPT Search","en",0,1457524770000,1610
1713,2016-03-09 03:00:00.000,,,"antenatal corticosteroids ppt Powerpoint Templates - https://t.co/DjTlOiq23u  #antenatal #corticosteroids #ppt",758049516,"PPT Search","en",0,1457524749000,1611
1714,2016-03-09 03:00:00.000,,,"datastage overview ppt Powerpoint Templates - https://t.co/Kk7LpARmfg  #datastage #overview #ppt",758049516,"PPT Search","en",0,1457524729000,1612
1723,2016-03-09 03:00:00.000,,,"green technology ppt PPT Templates - https://t.co/RkeowfCo1D  #powerpoint #templates #green #technology #ppt",758049516,"PPT Search","en",0,1457524310000,1619
