Year,Quarter,Month,Day,Manufacturer,Daily Revenue
2018,2,5,29,VanArsdel,212883.3
2018,2,5,30,Aliqui,573207.98
2018,2,5,30,Currus,748888.77
2018,2,5,30,Natura,667601.0325
2018,2,5,30,Pirum,362256.2925
2018,2,5,30,VanArsdel,1260502.8525
2018,2,5,31,Aliqui,892590.75
2018,2,5,31,Currus,966286.46
2018,2,5,31,Natura,1470634.5725
2018,2,5,31,Pirum,440941.08999999997
2018,2,5,31,VanArsdel,1195318.1300000001
2018,2,6,1,Aliqui,118735.8
2018,2,6,1,Currus,65917.9675
2018,2,6,1,Pirum,126784.265
2018,2,6,1,VanArsdel,610753.0325
2018,2,6,2,Aliqui,72176.0325
2018,2,6,2,Currus,65133.1475
2018,2,6,2,Pirum,108648.275
2018,2,6,2,VanArsdel,515467.6075
2018,2,6,3,Aliqui,5099.535
2018,2,6,3,Currus,3910.4625
2018,2,6,3,Natura,69093.86
2018,2,6,3,Pirum,6401.2725
2018,2,6,3,VanArsdel,384643.5575
2018,2,6,4,Aliqui,14175.9975
2018,2,6,4,Currus,6983.9175
2018,2,6,4,Natura,21945.1575
2018,2,6,4,Pirum,7400.925
2018,2,6,4,VanArsdel,165023.565
2018,2,6,5,Aliqui,165925.35
2018,2,6,5,Currus,136796.3525
2018,2,6,5,Natura,113420.5875
2018,2,6,5,Pirum,137905.485
2018,2,6,5,VanArsdel,692584.505
2018,2,6,6,Aliqui,138563.475
2018,2,6,6,Currus,145752.01
2018,2,6,6,Natura,214324.745
2018,2,6,6,Pirum,120220.0625
2018,2,6,6,VanArsdel,822097.6325000001
2018,2,6,7,Aliqui,120603.2775
2018,2,6,7,Currus,131896.8425
2018,2,6,7,Natura,212525.4075
2018,2,6,7,Pirum,123541.42749999999
2018,2,6,7,VanArsdel,838981.185
2018,2,6,8,Aliqui,131761.82749999998
2018,2,6,8,Currus,142051.82
2018,2,6,8,Natura,235514.3725
2018,2,6,8,Pirum,137522.4075
2018,2,6,8,VanArsdel,559870.485
2018,2,6,9,Aliqui,139709.535
2018,2,6,9,Currus,123211.83
2018,2,6,9,Natura,206871.58
2018,2,6,9,Pirum,109245.89
2018,2,6,9,VanArsdel,690740.9525
2018,2,6,10,Aliqui,24421.739999999998
2018,2,6,10,Currus,4201.9425
2018,2,6,10,Natura,166419.66999999998
2018,2,6,10,Pirum,9913.4175
2018,2,6,10,VanArsdel,435851.9225
2018,2,6,11,Aliqui,17831.835
2018,2,6,11,Currus,10104.885
2018,2,6,11,Natura,35470.3125
2018,2,6,11,Pirum,20833.2075
2018,2,6,11,VanArsdel,185215.755
2018,2,6,12,Aliqui,231943.745
2018,2,6,12,Currus,224705.225
2018,2,6,12,Natura,240289.5625
2018,2,6,12,Pirum,166984.9275
2018,2,6,12,VanArsdel,717696.235
2018,2,6,13,Aliqui,194926.9425
2018,2,6,13,Currus,166386.83
2018,2,6,13,Natura,343278.58
2018,2,6,13,Pirum,172551.29499999998
2018,2,6,13,VanArsdel,921438.7925
2018,2,6,14,Aliqui,198610.8075
2018,2,6,14,Currus,180122.11
2018,2,6,14,Natura,341478.6075
2018,2,6,14,Pirum,157742.345
2018,2,6,14,VanArsdel,863382.28
2018,2,6,15,Aliqui,190738.6425
2018,2,6,15,Currus,202559.86
2018,2,6,15,Natura,411473.33999999997
2018,2,6,15,Pirum,120858.94
2018,2,6,15,VanArsdel,866517.29
2018,2,6,16,Aliqui,176474.6725
2018,2,6,16,Currus,153618.3675
2018,2,6,16,Natura,343268.04
2018,2,6,16,Pirum,117770.025
2018,2,6,16,VanArsdel,863862.0425
2018,2,6,17,Aliqui,30197.5275
2018,2,6,17,Currus,20876.73
2018,2,6,17,Natura,151042.7675
2018,2,6,17,Pirum,11965.695
2018,2,6,17,VanArsdel,515281.205
2018,2,6,18,Aliqui,16433.34
2018,2,6,18,Currus,25458.5625
2018,2,6,18,Natura,31760.0325
2018,2,6,18,Pirum,20215.65
2018,2,6,18,VanArsdel,177233.445
2018,2,6,19,Aliqui,294659.2275
2018,2,6,19,Currus,223945.9
2018,2,6,19,Natura,254079.3
2018,2,6,19,Pirum,163500.36
2018,2,6,19,VanArsdel,908195.7575
2018,2,6,20,Aliqui,224305.2725
2018,2,6,20,Currus,233072.47999999998
2018,2,6,20,Natura,330126.87
2018,2,6,20,Pirum,146982.9375
2018,2,6,20,VanArsdel,995988.7325
2018,2,6,21,Aliqui,205021.72
2018,2,6,21,Currus,189350.5525
2018,2,6,21,Natura,330075.3875
2018,2,6,21,Pirum,142622.57499999998
2018,2,6,21,VanArsdel,865484.0475
2018,2,6,22,Aliqui,228523.07749999998
2018,2,6,22,Currus,182278.665
2018,2,6,22,Natura,314313.395
2018,2,6,22,Pirum,133214.3925
2018,2,6,22,VanArsdel,731379.9575
2018,2,6,23,Aliqui,177874.6925
2018,2,6,23,Currus,148138.6575
2018,2,6,23,Natura,326124.07
2018,2,6,23,Pirum,131385.57
2018,2,6,23,VanArsdel,766512.7925
2018,2,6,24,Aliqui,16495.1325
2018,2,6,24,Currus,12763.5375
2018,2,6,24,Natura,190706.435
2018,2,6,24,Pirum,5894.8575
2018,2,6,24,VanArsdel,461294.22750000004
2018,2,6,25,Natura,11694.9
2018,2,6,25,VanArsdel,126826.035
2018,2,6,26,Aliqui,205089.63999999998
2018,2,6,26,Currus,324522.97
2018,2,6,26,Natura,287072.27749999997
2018,2,6,26,Pirum,197119.38749999998
2018,2,6,26,VanArsdel,593387.2775
2018,2,6,27,Aliqui,329898.3775
2018,2,6,27,Currus,285821.065
2018,2,6,27,Natura,443010.27999999997
2018,2,6,27,Pirum,267208.83
2018,2,6,27,VanArsdel,1314056.5325
2018,2,6,28,Aliqui,289188.23
2018,2,6,28,Currus,343079.6925
2018,2,6,28,Natura,456789.15499999997
2018,2,6,28,Pirum,202450.6
2018,2,6,28,VanArsdel,1139952.2075
2018,2,6,29,Aliqui,363342.02
2018,2,6,29,Currus,449590.71499999997
2018,2,6,29,Natura,625063.7
2018,2,6,29,Pirum,207460.0175
2018,2,6,29,VanArsdel,850294.68
2018,2,6,30,Aliqui,813850.415
2018,2,6,30,Currus,1033369.415
2018,2,6,30,Natura,1644499.9025
2018,2,6,30,Pirum,345332.1275
2018,2,6,30,VanArsdel,2174035.575
2018,3,7,1,Aliqui,4776.555
2018,3,7,1,VanArsdel,391210.575
2018,3,7,2,Aliqui,64062.7175
2018,3,7,2,VanArsdel,79518.0275
2018,3,7,3,Aliqui,45228.805
2018,3,7,3,Currus,84356.65
2018,3,7,3,Pirum,63865.7775
2018,3,7,3,VanArsdel,512717.85250000004
2018,3,7,4,Aliqui,16621.552499999998
2018,3,7,4,Currus,12314.6625
2018,3,7,4,Natura,19665.555
2018,3,7,4,Pirum,18954.2325
2018,3,7,4,VanArsdel,546203.91
2018,3,7,5,Aliqui,108993.3875
2018,3,7,5,Currus,86642.3075
2018,3,7,5,Natura,122568.3925
2018,3,7,5,Pirum,231477.0925
2018,3,7,5,VanArsdel,612458.9425
2018,3,7,6,Aliqui,105057.6375
2018,3,7,6,Currus,100579.635
2018,3,7,6,Natura,123745.03
2018,3,7,6,Pirum,92070.06999999999
2018,3,7,6,VanArsdel,575690.9325
2018,3,7,7,Aliqui,107614.4825
2018,3,7,7,Currus,93102.415
2018,3,7,7,Natura,123706.48
2018,3,7,7,Pirum,102783.51
2018,3,7,7,VanArsdel,596570.885
2018,3,7,8,Natura,118342.01
2018,3,7,8,VanArsdel,340451.105
2018,3,7,9,Aliqui,17453.73
2018,3,7,9,Currus,6041.7525
2018,3,7,9,Natura,15539.842499999999
2018,3,7,9,Pirum,12169.92
2018,3,7,9,VanArsdel,141949.8725
2018,3,7,10,Aliqui,219486.195
2018,3,7,10,Currus,176618.215
2018,3,7,10,Natura,168934.13999999998
2018,3,7,10,Pirum,184213.155
2018,3,7,10,VanArsdel,778335.7725
2018,3,7,11,Aliqui,168979.1475
2018,3,7,11,Currus,158364.135
2018,3,7,11,Natura,225851.1775
2018,3,7,11,Pirum,136333.7875
2018,3,7,11,VanArsdel,770573.9025
2018,3,7,12,Aliqui,151794.9925
2018,3,7,12,Currus,139987.6525
2018,3,7,12,Natura,281783.15499999997
2018,3,7,12,Pirum,114822.3225
2018,3,7,12,VanArsdel,640508.8975
2018,3,7,13,Aliqui,147709.2475
2018,3,7,13,Currus,149209.0525
2018,3,7,13,Natura,239926.2475
2018,3,7,13,Pirum,128621.56
2018,3,7,13,VanArsdel,535368.97
2018,3,7,14,Aliqui,154644.7275
2018,3,7,14,Currus,135006.5525
2018,3,7,14,Natura,216874.535
2018,3,7,14,Pirum,93279.3775
2018,3,7,14,VanArsdel,507460.145
2018,3,7,15,Natura,124014.12
2018,3,7,15,VanArsdel,299940.4875
2018,3,7,16,Aliqui,132329.38999999998
2018,3,7,16,Currus,9758.3325
2018,3,7,16,Natura,22993.5825
2018,3,7,16,Pirum,19096.454999999998
2018,3,7,16,VanArsdel,154591.945
2018,3,7,17,Aliqui,148384.8675
2018,3,7,17,Currus,247956.54499999998
2018,3,7,17,Natura,247686.6725
2018,3,7,17,Pirum,181677.4275
2018,3,7,17,VanArsdel,641565.89
2018,3,7,18,Aliqui,217227.44
2018,3,7,18,Currus,165891.9775
2018,3,7,18,Natura,264864.4525
2018,3,7,18,Pirum,159710.8475
2018,3,7,18,VanArsdel,747393.71
2018,3,7,19,Aliqui,168593.4875
2018,3,7,19,Currus,170248.9125
2018,3,7,19,Natura,298635.19
2018,3,7,19,Pirum,118098.41
2018,3,7,19,VanArsdel,684502.885
2018,3,7,20,Aliqui,167418.0625
2018,3,7,20,Currus,153336.9375
2018,3,7,20,Natura,261359.19999999998
2018,3,7,20,Pirum,116441.5925
2018,3,7,20,VanArsdel,639063.2325
2018,3,7,21,Aliqui,138515.205
2018,3,7,21,Currus,139606.23
2018,3,7,21,Natura,220221.03
2018,3,7,21,Pirum,97121.94
2018,3,7,21,VanArsdel,762857.7525000001
2018,3,7,22,Natura,164478.8475
2018,3,7,22,VanArsdel,424712.06
2018,3,7,23,Aliqui,34647.3225
2018,3,7,23,Currus,8128.155
2018,3,7,23,Natura,26598.915
2018,3,7,23,Pirum,20182.05
2018,3,7,23,VanArsdel,213242.05
2018,3,7,24,Aliqui,263119.205
2018,3,7,24,Currus,252199.58
2018,3,7,24,Natura,252676.365
2018,3,7,24,Pirum,188020.25
2018,3,7,24,VanArsdel,878525.4425
2018,3,7,25,Aliqui,235616.83
2018,3,7,25,Currus,191645.9075
2018,3,7,25,Natura,354829.075
2018,3,7,25,Pirum,169376.465
2018,3,7,25,VanArsdel,978029.65
2018,3,7,26,Aliqui,231203.115
2018,3,7,26,Currus,232103.0875
2018,3,7,26,Natura,336396.505
2018,3,7,26,Pirum,136892.1725
2018,3,7,26,VanArsdel,842440.02
2018,3,7,27,Aliqui,196593.2825
2018,3,7,27,Currus,235900.5975
2018,3,7,27,Natura,348730.77749999997
2018,3,7,27,Pirum,141973.975
2018,3,7,27,VanArsdel,909000.3
2018,3,7,28,Aliqui,258111.395
2018,3,7,28,Currus,203718.5025
2018,3,7,28,Natura,408770.32
2018,3,7,28,Pirum,157545.9125
2018,3,7,28,VanArsdel,989353.3575
2018,3,7,29,Currus,207200.07
2018,3,7,29,Natura,404666.865
2018,3,7,29,VanArsdel,753198.505
2018,3,7,30,Aliqui,111513.465
2018,3,7,30,Currus,32393.024999999998
2018,3,7,30,Natura,96772.6725
2018,3,7,30,Pirum,31938.48
2018,3,7,30,VanArsdel,334334.14
2018,3,7,31,Aliqui,595768.9375
2018,3,7,31,Currus,852313.1
2018,3,7,31,Natura,1076747.335
2018,3,7,31,Pirum,320194.0375
2018,3,7,31,VanArsdel,1725389.4375
2018,3,8,1,Aliqui,94100.1825
2018,3,8,1,Currus,72109.5475
2018,3,8,1,Pirum,175054.9325
2018,3,8,1,VanArsdel,903966.67
2018,3,8,2,Aliqui,97615.485
2018,3,8,2,Currus,62776.744999999995
2018,3,8,2,Pirum,95011.3425
2018,3,8,2,VanArsdel,692146.415
2018,3,8,3,Aliqui,104349.115
2018,3,8,3,Currus,66002.2275
2018,3,8,3,Natura,90095.6375
2018,3,8,3,Pirum,111034.9625
2018,3,8,3,VanArsdel,759302.4974999999
2018,3,8,4,Aliqui,87482.3725
2018,3,8,4,Currus,67280.25
2018,3,8,4,Natura,118104.955
2018,3,8,4,Pirum,57995.1
2018,3,8,4,VanArsdel,531537.71
2018,3,8,5,Aliqui,5902.4175
2018,3,8,5,Natura,102036.66
2018,3,8,5,Pirum,16762.8825
2018,3,8,5,VanArsdel,377207.71499999997
2018,3,8,6,Aliqui,101114.125
2018,3,8,6,Currus,40836.862499999996
2018,3,8,6,Natura,32977.1925
2018,3,8,6,Pirum,20418.7725
2018,3,8,6,VanArsdel,188183.585
2018,3,8,7,Aliqui,108953.1525
2018,3,8,7,Currus,120007.05249999999
2018,3,8,7,Natura,139587.3425
2018,3,8,7,Pirum,111050.63
2018,3,8,7,VanArsdel,679564.4725
2018,3,8,8,Aliqui,181847.1675
2018,3,8,8,Currus,140308.615
2018,3,8,8,Natura,236702.6975
2018,3,8,8,Pirum,158657.715
2018,3,8,8,VanArsdel,694315.8825
2018,3,8,9,Aliqui,135110.955
2018,3,8,9,Currus,139474.0475
2018,3,8,9,Natura,249693.645
2018,3,8,9,Pirum,119990.11
2018,3,8,9,VanArsdel,665543.6875
2018,3,8,10,Aliqui,135957.19
2018,3,8,10,Currus,142230.47
2018,3,8,10,Natura,212379.55
2018,3,8,10,Pirum,94256.4175
2018,3,8,10,VanArsdel,708495.285
2018,3,8,11,Aliqui,114105.105
2018,3,8,11,Currus,116584.7225
2018,3,8,11,Natura,221864.9775
2018,3,8,11,Pirum,83589.38249999999
2018,3,8,11,VanArsdel,688158.105
2018,3,8,12,Aliqui,35394.0825
2018,3,8,12,Currus,16598.3475
2018,3,8,12,Natura,166760.7975
2018,3,8,12,Pirum,22264.2525
2018,3,8,12,VanArsdel,418611.7525
2018,3,8,13,Aliqui,27256.267499999998
2018,3,8,13,Currus,23624.4225
2018,3,8,13,Natura,27380.85
2018,3,8,13,Pirum,26326.965
2018,3,8,13,VanArsdel,258274.825
2018,3,8,14,Aliqui,211361.6625
2018,3,8,14,Currus,148437.3475
2018,3,8,14,Natura,200306.8825
2018,3,8,14,Pirum,150504.76249999998
2018,3,8,14,VanArsdel,682221.83
2018,3,8,15,Aliqui,217561.165
2018,3,8,15,Currus,167344.895
2018,3,8,15,Natura,323059.95
2018,3,8,15,Pirum,161362.9925
2018,3,8,15,VanArsdel,759688.2
2018,3,8,16,Aliqui,166875.76
2018,3,8,16,Currus,171665.2775
2018,3,8,16,Natura,298826.6025
2018,3,8,16,Pirum,137203.76499999998
2018,3,8,16,VanArsdel,623977.0425
2018,3,8,17,Aliqui,187883.3025
2018,3,8,17,Currus,153977.2825
2018,3,8,17,Natura,333240.6875
2018,3,8,17,Pirum,131430.8975
2018,3,8,17,VanArsdel,642326.0975
2018,3,8,18,Aliqui,146406.9025
2018,3,8,18,Currus,108760.91249999999
2018,3,8,18,Natura,194634.355
2018,3,8,18,Pirum,89255.8775
2018,3,8,18,VanArsdel,680042.945
2018,3,8,19,Aliqui,16233.0
2018,3,8,19,Currus,19496.0325
2018,3,8,19,Natura,125857.7275
2018,3,8,19,Pirum,19164.6
2018,3,8,19,VanArsdel,432168.89
2018,3,8,20,Aliqui,36445.08
2018,3,8,20,Currus,29162.7525
2018,3,8,20,Natura,55743.03
2018,3,8,20,VanArsdel,218586.28
2018,3,8,21,Aliqui,195833.51
2018,3,8,21,Currus,106338.05
2018,3,8,21,Natura,207479.1025
2018,3,8,21,Pirum,151743.8325
2018,3,8,21,VanArsdel,648827.235
2018,3,8,22,Aliqui,209536.1225
2018,3,8,22,Currus,214156.1425
2018,3,8,22,Natura,295579.0
2018,3,8,22,Pirum,168272.645
2018,3,8,22,VanArsdel,992192.23
2018,3,8,23,Aliqui,193379.125
2018,3,8,23,Currus,219660.055
2018,3,8,23,Natura,239714.01249999998
2018,3,8,23,Pirum,127000.7375
2018,3,8,23,VanArsdel,717222.7225
2018,3,8,24,Aliqui,207705.0625
2018,3,8,24,Currus,143894.9125
2018,3,8,24,Natura,263450.8875
2018,3,8,24,Pirum,125879.6025
2018,3,8,24,VanArsdel,749004.735
2018,3,8,25,Aliqui,148692.0525
2018,3,8,25,Currus,161760.18
2018,3,8,25,Natura,275322.71
2018,3,8,25,Pirum,102258.2475
2018,3,8,25,VanArsdel,713727.9575
2018,3,8,26,Aliqui,46713.8175
2018,3,8,26,Currus,44429.91
2018,3,8,26,Natura,150884.945
2018,3,8,26,Pirum,22865.01
2018,3,8,26,VanArsdel,418644.415
2018,3,8,27,Aliqui,48089.4225
2018,3,8,27,Currus,78075.4275
2018,3,8,27,Natura,80974.5825
2018,3,8,27,Pirum,44833.11
2018,3,8,27,VanArsdel,339725.47250000003
2018,3,8,28,Aliqui,371569.4525
2018,3,8,28,Currus,364133.9775
2018,3,8,28,Natura,438174.3075
2018,3,8,28,Pirum,160024.38
2018,3,8,28,VanArsdel,870654.08
2018,3,8,29,Aliqui,242031.3225
2018,3,8,29,Currus,180863.91999999998
2018,3,8,29,Natura,280240.6275
2018,3,8,29,Pirum,173519.44
2018,3,8,29,VanArsdel,595471.5475
2018,3,8,30,Aliqui,389801.6625
2018,3,8,30,Currus,305729.85
2018,3,8,30,Natura,378794.845
2018,3,8,30,Pirum,173724.1875
2018,3,8,30,VanArsdel,731548.815
2018,3,8,31,Aliqui,637257.74
2018,3,8,31,Currus,626508.745
2018,3,8,31,Natura,1023951.9075
2018,3,8,31,Pirum,261835.225
2018,3,8,31,VanArsdel,922355.8875
2018,3,9,1,Aliqui,74578.01
2018,3,9,1,Currus,52931.625
2018,3,9,1,Pirum,105371.9425
2018,3,9,1,VanArsdel,570723.87
2018,3,9,2,Aliqui,18198.81
2018,3,9,2,Currus,16566.795
2018,3,9,2,Pirum,23998.905
2018,3,9,2,VanArsdel,412256.6925
2018,3,9,3,Aliqui,27549.27
2018,3,9,3,Currus,19257.2625
2018,3,9,3,Natura,24130.995
2018,3,9,3,Pirum,19254.1125
2018,3,9,3,VanArsdel,182095.94
2018,3,9,4,Currus,31837.315
2018,3,9,4,Natura,16699.5675
2018,3,9,4,VanArsdel,162182.275
2018,3,9,5,Aliqui,146835.56
2018,3,9,5,Currus,70705.6575
2018,3,9,5,Natura,9457.77
2018,3,9,5,Pirum,103020.5475
2018,3,9,5,VanArsdel,577703.0425
2018,3,9,6,Aliqui,117638.77249999999
2018,3,9,6,Currus,87804.6425
2018,3,9,6,Natura,156076.98
2018,3,9,6,Pirum,116453.33499999999
2018,3,9,6,VanArsdel,626210.27
2018,3,9,7,Aliqui,116530.685
2018,3,9,7,Currus,98327.42
2018,3,9,7,Natura,142088.7775
2018,3,9,7,Pirum,89528.2775
2018,3,9,7,VanArsdel,640247.1175
2018,3,9,8,Aliqui,124602.91249999999
2018,3,9,8,Currus,116620.9625
2018,3,9,8,Natura,173583.9225
2018,3,9,8,Pirum,99845.0
2018,3,9,8,VanArsdel,663268.8425
2018,3,9,9,Aliqui,32723.145
2018,3,9,9,Currus,43267.4025
2018,3,9,9,Natura,137518.95249999998
2018,3,9,9,Pirum,32198.25
2018,3,9,9,VanArsdel,743157.1
2018,3,9,10,Aliqui,37617.3
2018,3,9,10,Currus,42819.42
2018,3,9,10,Natura,75649.455
2018,3,9,10,Pirum,26763.0825
2018,3,9,10,VanArsdel,265383.67
2018,3,9,11,Aliqui,128639.62
2018,3,9,11,Currus,104057.135
2018,3,9,11,Natura,150904.1025
2018,3,9,11,Pirum,80127.9825
2018,3,9,11,VanArsdel,590367.1725
2018,3,9,12,Aliqui,145468.22
2018,3,9,12,Currus,97133.58499999999
2018,3,9,12,Natura,165201.3225
2018,3,9,12,Pirum,106470.93
2018,3,9,12,VanArsdel,739074.76
2018,3,9,13,Aliqui,140238.1425
2018,3,9,13,Currus,166702.24
2018,3,9,13,Natura,258066.78
2018,3,9,13,Pirum,114363.5
2018,3,9,13,VanArsdel,675490.92
2018,3,9,14,Aliqui,165444.88749999998
2018,3,9,14,Currus,139852.03
2018,3,9,14,Natura,270157.135
2018,3,9,14,Pirum,117765.5175
2018,3,9,14,VanArsdel,749003.1075
2018,3,9,15,Aliqui,159189.375
2018,3,9,15,Currus,171216.98
2018,3,9,15,Natura,347945.4575
2018,3,9,15,Pirum,105580.035
2018,3,9,15,VanArsdel,782942.29
2018,3,9,16,Aliqui,57648.885
2018,3,9,16,Currus,41952.75
2018,3,9,16,Natura,202540.94999999998
2018,3,9,16,Pirum,36665.3175
2018,3,9,16,VanArsdel,589960.275
2018,3,9,17,Aliqui,49459.987499999996
2018,3,9,17,Currus,36197.07
2018,3,9,17,Natura,61567.6425
2018,3,9,17,Pirum,41221.845
2018,3,9,17,VanArsdel,301827.8575
2018,3,9,18,Aliqui,150251.07749999998
2018,3,9,18,Currus,113896.94
2018,3,9,18,Natura,151548.5225
2018,3,9,18,Pirum,74066.88
2018,3,9,18,VanArsdel,631279.3125
2018,3,9,19,Aliqui,153803.61
2018,3,9,19,Currus,176949.66749999998
2018,3,9,19,Natura,199492.6
2018,3,9,19,Pirum,88101.9975
2018,3,9,19,VanArsdel,704182.1
2018,3,9,20,Aliqui,181425.4975
2018,3,9,20,Currus,174873.1575
2018,3,9,20,Natura,288675.6225
2018,3,9,20,Pirum,141195.51
2018,3,9,20,VanArsdel,790854.6425
2018,3,9,21,Aliqui,167756.9875
2018,3,9,21,Currus,168196.1525
2018,3,9,21,Natura,258788.3025
2018,3,9,21,Pirum,119822.36
2018,3,9,21,VanArsdel,696310.765
2018,3,9,22,Aliqui,148160.605
2018,3,9,22,Currus,145601.2675
2018,3,9,22,Natura,281560.615
2018,3,9,22,Pirum,106897.63
2018,3,9,22,VanArsdel,827730.95
2018,3,9,23,Aliqui,49823.235
2018,3,9,23,Currus,77369.6175
2018,3,9,23,Natura,192126.5
2018,3,9,23,Pirum,43673.07
2018,3,9,23,VanArsdel,698311.3025
2018,3,9,24,Aliqui,60394.845
2018,3,9,24,Currus,80853.675
2018,3,9,24,Natura,88797.45
2018,3,9,24,Pirum,33151.02
2018,3,9,24,VanArsdel,453229.9775
2018,3,9,25,Aliqui,138774.6575
2018,3,9,25,Currus,113105.09999999999
2018,3,9,25,Natura,239642.71
2018,3,9,25,Pirum,72397.3225
2018,3,9,25,VanArsdel,681342.205
2018,3,9,26,Aliqui,132946.37
2018,3,9,26,Currus,130124.7075
2018,3,9,26,Natura,201891.1875
2018,3,9,26,Pirum,87937.4475
2018,3,9,26,VanArsdel,721099.8575
2018,3,9,27,Aliqui,230464.3825
2018,3,9,27,Currus,242518.1225
2018,3,9,27,Natura,343616.525
2018,3,9,27,Pirum,141942.6175
2018,3,9,27,VanArsdel,878095.3175
2018,3,9,28,Aliqui,235348.4575
2018,3,9,28,Currus,229054.47
2018,3,9,28,Natura,412295.3175
2018,3,9,28,Pirum,172816.73
2018,3,9,28,VanArsdel,1035465.885
2018,3,9,29,Aliqui,376792.85
2018,3,9,29,Currus,149338.4025
2018,3,9,29,Natura,593703.3825
2018,3,9,29,Pirum,216953.5325
2018,3,9,29,VanArsdel,1590261.6524999999
2018,3,9,30,Aliqui,763436.645
2018,3,9,30,Currus,1106503.9725
2018,3,9,30,Natura,1498810.84
2018,3,9,30,Pirum,191087.13749999998
2018,3,9,30,VanArsdel,2463252.0025
2018,4,10,1,Aliqui,19589.2725
2018,4,10,1,VanArsdel,575993.89
2018,4,10,2,Aliqui,43059.8875
2018,4,10,2,Currus,31175.51
2018,4,10,2,Pirum,180801.0675
2018,4,10,2,VanArsdel,726685.77
2018,4,10,3,Aliqui,62195.825
2018,4,10,3,Currus,89060.28
2018,4,10,3,Pirum,83728.27
2018,4,10,3,VanArsdel,963716.365
2018,4,10,4,Aliqui,66459.08
2018,4,10,4,Currus,57035.744999999995
2018,4,10,4,Natura,88116.825
2018,4,10,4,Pirum,71739.9475
2018,4,10,4,VanArsdel,557038.45
2018,4,10,5,Aliqui,81782.5325
2018,4,10,5,Currus,81669.105
2018,4,10,5,Natura,130710.88249999999
2018,4,10,5,Pirum,83636.5675
2018,4,10,5,VanArsdel,621770.1925
2018,4,10,6,Aliqui,103494.555
2018,4,10,6,Currus,80450.4825
2018,4,10,6,Natura,127247.0325
2018,4,10,6,Pirum,82488.08499999999
2018,4,10,6,VanArsdel,702710.675
2018,4,10,7,Aliqui,44156.7525
2018,4,10,7,Currus,98521.515
2018,4,10,7,Natura,129911.6275
2018,4,10,7,Pirum,43176.7875
2018,4,10,7,VanArsdel,556058.71
2018,4,10,8,Aliqui,46806.6975
2018,4,10,8,Natura,38172.6975
2018,4,10,8,VanArsdel,229374.66
2018,4,10,9,Aliqui,68800.34
2018,4,10,9,Currus,60807.9425
2018,4,10,9,Natura,105695.20999999999
2018,4,10,9,Pirum,69229.9775
2018,4,10,9,VanArsdel,477770.8925
2018,4,10,10,Aliqui,163904.0525
2018,4,10,10,Currus,148326.955
2018,4,10,10,Natura,211954.565
2018,4,10,10,Pirum,129994.535
2018,4,10,10,VanArsdel,704901.9075
2018,4,10,11,Aliqui,153439.195
2018,4,10,11,Currus,147697.275
2018,4,10,11,Natura,288131.355
2018,4,10,11,Pirum,119706.43
2018,4,10,11,VanArsdel,630589.18
2018,4,10,12,Aliqui,130161.7525
2018,4,10,12,Currus,167227.6825
2018,4,10,12,Natura,234447.57499999998
2018,4,10,12,Pirum,112546.11
2018,4,10,12,VanArsdel,595422.7625
2018,4,10,13,Aliqui,139655.835
2018,4,10,13,Currus,108634.6975
2018,4,10,13,Natura,320410.25
2018,4,10,13,Pirum,102392.98
2018,4,10,13,VanArsdel,710553.8125
2018,4,10,14,Aliqui,65724.2775
2018,4,10,14,Currus,66044.16
2018,4,10,14,Natura,184516.1575
2018,4,10,14,Pirum,7214.865
2018,4,10,14,VanArsdel,500447.76
2018,4,10,15,Natura,69645.87
2018,4,10,15,VanArsdel,379068.65
2018,4,10,16,Aliqui,146276.6725
2018,4,10,16,Currus,115517.04
2018,4,10,16,Natura,148118.13
2018,4,10,16,Pirum,59240.7125
2018,4,10,16,VanArsdel,387955.92
2018,4,10,17,Aliqui,196122.9175
2018,4,10,17,Currus,201251.2825
2018,4,10,17,Natura,299239.175
2018,4,10,17,Pirum,166088.08
2018,4,10,17,VanArsdel,654905.1224999999
2018,4,10,18,Aliqui,167771.8525
2018,4,10,18,Currus,189346.935
2018,4,10,18,Natura,269145.8825
2018,4,10,18,Pirum,142362.105
2018,4,10,18,VanArsdel,711347.3375
2018,4,10,19,Aliqui,172648.0475
2018,4,10,19,Currus,154810.2925
2018,4,10,19,Natura,252739.31
2018,4,10,19,Pirum,118801.13249999999
2018,4,10,19,VanArsdel,646119.02
2018,4,10,20,Aliqui,145310.2425
2018,4,10,20,Currus,141980.685
2018,4,10,20,Natura,256218.20249999998
2018,4,10,20,Pirum,104964.83
2018,4,10,20,VanArsdel,681823.6325
2018,4,10,21,Aliqui,79953.19499999999
2018,4,10,21,Currus,95524.8525
2018,4,10,21,Natura,241184.0275
2018,4,10,21,Pirum,57356.145
2018,4,10,21,VanArsdel,576962.125
2018,4,10,22,Natura,82929.0525
2018,4,10,22,VanArsdel,404412.7475
2018,4,10,23,Aliqui,157111.1525
2018,4,10,23,Currus,100117.845
2018,4,10,23,Natura,152789.08
2018,4,10,23,Pirum,67043.17
2018,4,10,23,VanArsdel,503282.235
2018,4,10,24,Aliqui,178456.93
2018,4,10,24,Currus,265846.4175
2018,4,10,24,Natura,308873.885
2018,4,10,24,Pirum,161131.875
2018,4,10,24,VanArsdel,688554.2775
2018,4,10,25,Aliqui,201864.08
2018,4,10,25,Currus,240765.55
