Year,Quarter,Month,Day,Revenue,Manufacturer
2018,Qtr 2,May,15,701135,VanArsdel
2018,Qtr 2,May,16,259820,Aliqui
2018,Qtr 2,May,16,223522,Currus
2018,Qtr 2,May,16,324643,Natura
2018,Qtr 2,May,16,138972,Pirum
2018,Qtr 2,May,16,856067,VanArsdel
2018,Qtr 2,May,17,193909,Aliqui
2018,Qtr 2,May,17,242161,Currus
2018,Qtr 2,May,17,332315,Natura
2018,Qtr 2,May,17,233911,Pirum
2018,Qtr 2,May,17,861623,VanArsdel
2018,Qtr 2,May,18,228265,Aliqui
2018,Qtr 2,May,18,183547,Currus
2018,Qtr 2,May,18,283690,Natura
2018,Qtr 2,May,18,100634,Pirum
2018,Qtr 2,May,18,597799,VanArsdel
2018,Qtr 2,May,19,181309,Aliqui
2018,Qtr 2,May,19,194015,Currus
2018,Qtr 2,May,19,264831,Natura
2018,Qtr 2,May,19,199387,Pirum
2018,Qtr 2,May,19,634233,VanArsdel
2018,Qtr 2,May,20,27454,Aliqui
2018,Qtr 2,May,20,25645,Currus
2018,Qtr 2,May,20,198963,Natura
2018,Qtr 2,May,20,16070,Pirum
2018,Qtr 2,May,20,526855,VanArsdel
2018,Qtr 2,May,21,27799,Aliqui
2018,Qtr 2,May,21,18543,Currus
2018,Qtr 2,May,21,35733,Natura
2018,Qtr 2,May,21,37573,Pirum
2018,Qtr 2,May,21,215152,VanArsdel
2018,Qtr 2,May,22,317152,Aliqui
2018,Qtr 2,May,22,307810,Currus
2018,Qtr 2,May,22,301735,Natura
2018,Qtr 2,May,22,212447,Pirum
2018,Qtr 2,May,22,890825,VanArsdel
2018,Qtr 2,May,23,245777,Aliqui
2018,Qtr 2,May,23,234317,Currus
2018,Qtr 2,May,23,319289,Natura
2018,Qtr 2,May,23,163731,Pirum
2018,Qtr 2,May,23,788074,VanArsdel
2018,Qtr 2,May,24,193973,Aliqui
2018,Qtr 2,May,24,214075,Currus
2018,Qtr 2,May,24,357232,Natura
2018,Qtr 2,May,24,166419,Pirum
2018,Qtr 2,May,24,776271,VanArsdel
2018,Qtr 2,May,25,221403,Aliqui
2018,Qtr 2,May,25,225569,Currus
2018,Qtr 2,May,25,365703,Natura
2018,Qtr 2,May,25,149581,Pirum
2018,Qtr 2,May,25,788459,VanArsdel
2018,Qtr 2,May,26,268555,Aliqui
2018,Qtr 2,May,26,192038,Currus
2018,Qtr 2,May,26,337192,Natura
2018,Qtr 2,May,26,166467,Pirum
2018,Qtr 2,May,26,756574,VanArsdel
2018,Qtr 2,May,27,39064,Aliqui
2018,Qtr 2,May,27,61046,Currus
2018,Qtr 2,May,27,293723,Natura
2018,Qtr 2,May,27,38176,Pirum
2018,Qtr 2,May,27,666156,VanArsdel
2018,Qtr 2,May,28,59408,Aliqui
2018,Qtr 2,May,28,78319,Currus
2018,Qtr 2,May,28,101286,Natura
2018,Qtr 2,May,28,34634,Pirum
2018,Qtr 2,May,28,494229,VanArsdel
2018,Qtr 2,May,29,259982,Aliqui
2018,Qtr 2,May,29,51884,Currus
2018,Qtr 2,May,29,114109,Natura
2018,Qtr 2,May,29,19225,Pirum
2018,Qtr 2,May,29,212883,VanArsdel
2018,Qtr 2,May,30,573208,Aliqui
2018,Qtr 2,May,30,748889,Currus
2018,Qtr 2,May,30,667601,Natura
2018,Qtr 2,May,30,362256,Pirum
2018,Qtr 2,May,30,1260503,VanArsdel
2018,Qtr 2,May,31,892591,Aliqui
2018,Qtr 2,May,31,966286,Currus
2018,Qtr 2,May,31,1470635,Natura
2018,Qtr 2,May,31,440941,Pirum
2018,Qtr 2,May,31,1195318,VanArsdel
2018,Qtr 2,June,1,118736,Aliqui
2018,Qtr 2,June,1,65918,Currus
2018,Qtr 2,June,1,126784,Pirum
2018,Qtr 2,June,1,610753,VanArsdel
2018,Qtr 2,June,2,72176,Aliqui
2018,Qtr 2,June,2,65133,Currus
2018,Qtr 2,June,2,108648,Pirum
2018,Qtr 2,June,2,515468,VanArsdel
2018,Qtr 2,June,3,5100,Aliqui
2018,Qtr 2,June,3,3910,Currus
2018,Qtr 2,June,3,69094,Natura
2018,Qtr 2,June,3,6401,Pirum
2018,Qtr 2,June,3,384644,VanArsdel
2018,Qtr 2,June,4,14176,Aliqui
2018,Qtr 2,June,4,6984,Currus
2018,Qtr 2,June,4,21945,Natura
2018,Qtr 2,June,4,7401,Pirum
2018,Qtr 2,June,4,165024,VanArsdel
2018,Qtr 2,June,5,165925,Aliqui
2018,Qtr 2,June,5,136796,Currus
2018,Qtr 2,June,5,113421,Natura
2018,Qtr 2,June,5,137905,Pirum
2018,Qtr 2,June,5,692585,VanArsdel
2018,Qtr 2,June,6,138563,Aliqui
2018,Qtr 2,June,6,145752,Currus
2018,Qtr 2,June,6,214325,Natura
2018,Qtr 2,June,6,120220,Pirum
2018,Qtr 2,June,6,822098,VanArsdel
2018,Qtr 2,June,7,120603,Aliqui
2018,Qtr 2,June,7,131897,Currus
2018,Qtr 2,June,7,212525,Natura
2018,Qtr 2,June,7,123541,Pirum
2018,Qtr 2,June,7,838981,VanArsdel
2018,Qtr 2,June,8,131762,Aliqui
2018,Qtr 2,June,8,142052,Currus
2018,Qtr 2,June,8,235514,Natura
2018,Qtr 2,June,8,137522,Pirum
2018,Qtr 2,June,8,559870,VanArsdel
2018,Qtr 2,June,9,139710,Aliqui
2018,Qtr 2,June,9,123212,Currus
2018,Qtr 2,June,9,206872,Natura
2018,Qtr 2,June,9,109246,Pirum
2018,Qtr 2,June,9,690741,VanArsdel
2018,Qtr 2,June,10,24422,Aliqui
2018,Qtr 2,June,10,4202,Currus
2018,Qtr 2,June,10,166420,Natura
2018,Qtr 2,June,10,9913,Pirum
2018,Qtr 2,June,10,435852,VanArsdel
2018,Qtr 2,June,11,17832,Aliqui
2018,Qtr 2,June,11,10105,Currus
2018,Qtr 2,June,11,35470,Natura
2018,Qtr 2,June,11,20833,Pirum
2018,Qtr 2,June,11,185216,VanArsdel
2018,Qtr 2,June,12,231944,Aliqui
2018,Qtr 2,June,12,224705,Currus
2018,Qtr 2,June,12,240290,Natura
2018,Qtr 2,June,12,166985,Pirum
2018,Qtr 2,June,12,717696,VanArsdel
2018,Qtr 2,June,13,194927,Aliqui
2018,Qtr 2,June,13,166387,Currus
2018,Qtr 2,June,13,343279,Natura
2018,Qtr 2,June,13,172551,Pirum
2018,Qtr 2,June,13,921439,VanArsdel
2018,Qtr 2,June,14,198611,Aliqui
2018,Qtr 2,June,14,180122,Currus
2018,Qtr 2,June,14,341479,Natura
2018,Qtr 2,June,14,157742,Pirum
2018,Qtr 2,June,14,863382,VanArsdel
2018,Qtr 2,June,15,190739,Aliqui
2018,Qtr 2,June,15,202560,Currus
2018,Qtr 2,June,15,411473,Natura
2018,Qtr 2,June,15,120859,Pirum
2018,Qtr 2,June,15,866517,VanArsdel
2018,Qtr 2,June,16,176475,Aliqui
2018,Qtr 2,June,16,153618,Currus
2018,Qtr 2,June,16,343268,Natura
2018,Qtr 2,June,16,117770,Pirum
2018,Qtr 2,June,16,863862,VanArsdel
2018,Qtr 2,June,17,30198,Aliqui
2018,Qtr 2,June,17,20877,Currus
2018,Qtr 2,June,17,151043,Natura
2018,Qtr 2,June,17,11966,Pirum
2018,Qtr 2,June,17,515281,VanArsdel
2018,Qtr 2,June,18,16433,Aliqui
2018,Qtr 2,June,18,25459,Currus
2018,Qtr 2,June,18,31760,Natura
2018,Qtr 2,June,18,20216,Pirum
2018,Qtr 2,June,18,177233,VanArsdel
2018,Qtr 2,June,19,294659,Aliqui
2018,Qtr 2,June,19,223946,Currus
2018,Qtr 2,June,19,254079,Natura
2018,Qtr 2,June,19,163500,Pirum
2018,Qtr 2,June,19,908196,VanArsdel
2018,Qtr 2,June,20,224305,Aliqui
2018,Qtr 2,June,20,233072,Currus
2018,Qtr 2,June,20,330127,Natura
2018,Qtr 2,June,20,146983,Pirum
2018,Qtr 2,June,20,995989,VanArsdel
2018,Qtr 2,June,21,205022,Aliqui
2018,Qtr 2,June,21,189351,Currus
2018,Qtr 2,June,21,330075,Natura
2018,Qtr 2,June,21,142623,Pirum
2018,Qtr 2,June,21,865484,VanArsdel
2018,Qtr 2,June,22,228523,Aliqui
2018,Qtr 2,June,22,182279,Currus
2018,Qtr 2,June,22,314313,Natura
2018,Qtr 2,June,22,133214,Pirum
2018,Qtr 2,June,22,731380,VanArsdel
2018,Qtr 2,June,23,177875,Aliqui
2018,Qtr 2,June,23,148139,Currus
2018,Qtr 2,June,23,326124,Natura
2018,Qtr 2,June,23,131386,Pirum
2018,Qtr 2,June,23,766513,VanArsdel
2018,Qtr 2,June,24,16495,Aliqui
2018,Qtr 2,June,24,12764,Currus
2018,Qtr 2,June,24,190706,Natura
2018,Qtr 2,June,24,5895,Pirum
2018,Qtr 2,June,24,461294,VanArsdel
2018,Qtr 2,June,25,11695,Natura
2018,Qtr 2,June,25,126826,VanArsdel
2018,Qtr 2,June,26,205090,Aliqui
2018,Qtr 2,June,26,324523,Currus
2018,Qtr 2,June,26,287072,Natura
2018,Qtr 2,June,26,197119,Pirum
2018,Qtr 2,June,26,593387,VanArsdel
2018,Qtr 2,June,27,329898,Aliqui
2018,Qtr 2,June,27,285821,Currus
2018,Qtr 2,June,27,443010,Natura
2018,Qtr 2,June,27,267209,Pirum
2018,Qtr 2,June,27,1314057,VanArsdel
2018,Qtr 2,June,28,289188,Aliqui
2018,Qtr 2,June,28,343080,Currus
2018,Qtr 2,June,28,456789,Natura
2018,Qtr 2,June,28,202451,Pirum
2018,Qtr 2,June,28,1139952,VanArsdel
2018,Qtr 2,June,29,363342,Aliqui
2018,Qtr 2,June,29,449591,Currus
2018,Qtr 2,June,29,625064,Natura
2018,Qtr 2,June,29,207460,Pirum
2018,Qtr 2,June,29,850295,VanArsdel
2018,Qtr 2,June,30,813850,Aliqui
2018,Qtr 2,June,30,1033369,Currus
2018,Qtr 2,June,30,1644500,Natura
2018,Qtr 2,June,30,345332,Pirum
2018,Qtr 2,June,30,2174036,VanArsdel
2018,Qtr 3,July,1,4777,Aliqui
2018,Qtr 3,July,1,391211,VanArsdel
2018,Qtr 3,July,2,64063,Aliqui
2018,Qtr 3,July,2,79518,VanArsdel
2018,Qtr 3,July,3,45229,Aliqui
2018,Qtr 3,July,3,84357,Currus
2018,Qtr 3,July,3,63866,Pirum
2018,Qtr 3,July,3,512718,VanArsdel
2018,Qtr 3,July,4,16622,Aliqui
2018,Qtr 3,July,4,12315,Currus
2018,Qtr 3,July,4,19666,Natura
2018,Qtr 3,July,4,18954,Pirum
2018,Qtr 3,July,4,546204,VanArsdel
2018,Qtr 3,July,5,108993,Aliqui
2018,Qtr 3,July,5,86642,Currus
2018,Qtr 3,July,5,122568,Natura
2018,Qtr 3,July,5,231477,Pirum
2018,Qtr 3,July,5,612459,VanArsdel
2018,Qtr 3,July,6,105058,Aliqui
2018,Qtr 3,July,6,100580,Currus
2018,Qtr 3,July,6,123745,Natura
2018,Qtr 3,July,6,92070,Pirum
2018,Qtr 3,July,6,575691,VanArsdel
2018,Qtr 3,July,7,107614,Aliqui
2018,Qtr 3,July,7,93102,Currus
2018,Qtr 3,July,7,123706,Natura
2018,Qtr 3,July,7,102784,Pirum
2018,Qtr 3,July,7,596571,VanArsdel
2018,Qtr 3,July,8,118342,Natura
2018,Qtr 3,July,8,340451,VanArsdel
2018,Qtr 3,July,9,17454,Aliqui
2018,Qtr 3,July,9,6042,Currus
2018,Qtr 3,July,9,15540,Natura
2018,Qtr 3,July,9,12170,Pirum
2018,Qtr 3,July,9,141950,VanArsdel
2018,Qtr 3,July,10,219486,Aliqui
2018,Qtr 3,July,10,176618,Currus
2018,Qtr 3,July,10,168934,Natura
2018,Qtr 3,July,10,184213,Pirum
2018,Qtr 3,July,10,778336,VanArsdel
2018,Qtr 3,July,11,168979,Aliqui
2018,Qtr 3,July,11,158364,Currus
2018,Qtr 3,July,11,225851,Natura
2018,Qtr 3,July,11,136334,Pirum
2018,Qtr 3,July,11,770574,VanArsdel
2018,Qtr 3,July,12,151795,Aliqui
2018,Qtr 3,July,12,139988,Currus
2018,Qtr 3,July,12,281783,Natura
2018,Qtr 3,July,12,114822,Pirum
2018,Qtr 3,July,12,640509,VanArsdel
2018,Qtr 3,July,13,147709,Aliqui
2018,Qtr 3,July,13,149209,Currus
2018,Qtr 3,July,13,239926,Natura
2018,Qtr 3,July,13,128622,Pirum
2018,Qtr 3,July,13,535369,VanArsdel
2018,Qtr 3,July,14,154645,Aliqui
2018,Qtr 3,July,14,135007,Currus
2018,Qtr 3,July,14,216875,Natura
2018,Qtr 3,July,14,93279,Pirum
2018,Qtr 3,July,14,507460,VanArsdel
2018,Qtr 3,July,15,124014,Natura
2018,Qtr 3,July,15,299940,VanArsdel
2018,Qtr 3,July,16,132329,Aliqui
2018,Qtr 3,July,16,9758,Currus
2018,Qtr 3,July,16,22994,Natura
2018,Qtr 3,July,16,19096,Pirum
2018,Qtr 3,July,16,154592,VanArsdel
2018,Qtr 3,July,17,148385,Aliqui
2018,Qtr 3,July,17,247957,Currus
2018,Qtr 3,July,17,247687,Natura
2018,Qtr 3,July,17,181677,Pirum
2018,Qtr 3,July,17,641566,VanArsdel
2018,Qtr 3,July,18,217227,Aliqui
2018,Qtr 3,July,18,165892,Currus
2018,Qtr 3,July,18,264864,Natura
2018,Qtr 3,July,18,159711,Pirum
2018,Qtr 3,July,18,747394,VanArsdel
2018,Qtr 3,July,19,168593,Aliqui
2018,Qtr 3,July,19,170249,Currus
2018,Qtr 3,July,19,298635,Natura
2018,Qtr 3,July,19,118098,Pirum
2018,Qtr 3,July,19,684503,VanArsdel
2018,Qtr 3,July,20,167418,Aliqui
2018,Qtr 3,July,20,153337,Currus
2018,Qtr 3,July,20,261359,Natura
2018,Qtr 3,July,20,116442,Pirum
2018,Qtr 3,July,20,639063,VanArsdel
2018,Qtr 3,July,21,138515,Aliqui
2018,Qtr 3,July,21,139606,Currus
2018,Qtr 3,July,21,220221,Natura
2018,Qtr 3,July,21,97122,Pirum
2018,Qtr 3,July,21,762858,VanArsdel
2018,Qtr 3,July,22,164479,Natura
2018,Qtr 3,July,22,424712,VanArsdel
2018,Qtr 3,July,23,34647,Aliqui
2018,Qtr 3,July,23,8128,Currus
2018,Qtr 3,July,23,26599,Natura
2018,Qtr 3,July,23,20182,Pirum
2018,Qtr 3,July,23,213242,VanArsdel
2018,Qtr 3,July,24,263119,Aliqui
2018,Qtr 3,July,24,252200,Currus
2018,Qtr 3,July,24,252676,Natura
2018,Qtr 3,July,24,188020,Pirum
2018,Qtr 3,July,24,878525,VanArsdel
2018,Qtr 3,July,25,235617,Aliqui
2018,Qtr 3,July,25,191646,Currus
2018,Qtr 3,July,25,354829,Natura
2018,Qtr 3,July,25,169376,Pirum
2018,Qtr 3,July,25,978030,VanArsdel
2018,Qtr 3,July,26,231203,Aliqui
2018,Qtr 3,July,26,232103,Currus
2018,Qtr 3,July,26,336397,Natura
2018,Qtr 3,July,26,136892,Pirum
2018,Qtr 3,July,26,842440,VanArsdel
2018,Qtr 3,July,27,196593,Aliqui
2018,Qtr 3,July,27,235901,Currus
2018,Qtr 3,July,27,348731,Natura
2018,Qtr 3,July,27,141974,Pirum
2018,Qtr 3,July,27,909000,VanArsdel
2018,Qtr 3,July,28,258111,Aliqui
2018,Qtr 3,July,28,203719,Currus
2018,Qtr 3,July,28,408770,Natura
2018,Qtr 3,July,28,157546,Pirum
2018,Qtr 3,July,28,989353,VanArsdel
2018,Qtr 3,July,29,207200,Currus
2018,Qtr 3,July,29,404667,Natura
2018,Qtr 3,July,29,753199,VanArsdel
2018,Qtr 3,July,30,111513,Aliqui
2018,Qtr 3,July,30,32393,Currus
2018,Qtr 3,July,30,96773,Natura
2018,Qtr 3,July,30,31938,Pirum
2018,Qtr 3,July,30,334334,VanArsdel
2018,Qtr 3,July,31,595769,Aliqui
2018,Qtr 3,July,31,852313,Currus
2018,Qtr 3,July,31,1076747,Natura
2018,Qtr 3,July,31,320194,Pirum
2018,Qtr 3,July,31,1725389,VanArsdel
2018,Qtr 3,August,1,94100,Aliqui
2018,Qtr 3,August,1,72110,Currus
2018,Qtr 3,August,1,175055,Pirum
2018,Qtr 3,August,1,903967,VanArsdel
2018,Qtr 3,August,2,97615,Aliqui
2018,Qtr 3,August,2,62777,Currus
2018,Qtr 3,August,2,95011,Pirum
2018,Qtr 3,August,2,692146,VanArsdel
2018,Qtr 3,August,3,104349,Aliqui
2018,Qtr 3,August,3,66002,Currus
2018,Qtr 3,August,3,90096,Natura
2018,Qtr 3,August,3,111035,Pirum
2018,Qtr 3,August,3,759302,VanArsdel
2018,Qtr 3,August,4,87482,Aliqui
2018,Qtr 3,August,4,67280,Currus
2018,Qtr 3,August,4,118105,Natura
2018,Qtr 3,August,4,57995,Pirum
2018,Qtr 3,August,4,531538,VanArsdel
2018,Qtr 3,August,5,5902,Aliqui
2018,Qtr 3,August,5,102037,Natura
2018,Qtr 3,August,5,16763,Pirum
2018,Qtr 3,August,5,377208,VanArsdel
2018,Qtr 3,August,6,101114,Aliqui
2018,Qtr 3,August,6,40837,Currus
2018,Qtr 3,August,6,32977,Natura
2018,Qtr 3,August,6,20419,Pirum
2018,Qtr 3,August,6,188184,VanArsdel
2018,Qtr 3,August,7,108953,Aliqui
2018,Qtr 3,August,7,120007,Currus
2018,Qtr 3,August,7,139587,Natura
2018,Qtr 3,August,7,111051,Pirum
2018,Qtr 3,August,7,679564,VanArsdel
2018,Qtr 3,August,8,181847,Aliqui
2018,Qtr 3,August,8,140309,Currus
2018,Qtr 3,August,8,236703,Natura
2018,Qtr 3,August,8,158658,Pirum
2018,Qtr 3,August,8,694316,VanArsdel
2018,Qtr 3,August,9,135111,Aliqui
2018,Qtr 3,August,9,139474,Currus
2018,Qtr 3,August,9,249694,Natura
2018,Qtr 3,August,9,119990,Pirum
2018,Qtr 3,August,9,665544,VanArsdel
2018,Qtr 3,August,10,135957,Aliqui
2018,Qtr 3,August,10,142230,Currus
2018,Qtr 3,August,10,212380,Natura
2018,Qtr 3,August,10,94256,Pirum
2018,Qtr 3,August,10,708495,VanArsdel
2018,Qtr 3,August,11,114105,Aliqui
2018,Qtr 3,August,11,116585,Currus
2018,Qtr 3,August,11,221865,Natura
2018,Qtr 3,August,11,83589,Pirum
2018,Qtr 3,August,11,688158,VanArsdel
2018,Qtr 3,August,12,35394,Aliqui
2018,Qtr 3,August,12,16598,Currus
2018,Qtr 3,August,12,166761,Natura
2018,Qtr 3,August,12,22264,Pirum
2018,Qtr 3,August,12,418612,VanArsdel
2018,Qtr 3,August,13,27256,Aliqui
2018,Qtr 3,August,13,23624,Currus
2018,Qtr 3,August,13,27381,Natura
2018,Qtr 3,August,13,26327,Pirum
2018,Qtr 3,August,13,258275,VanArsdel
2018,Qtr 3,August,14,211362,Aliqui
2018,Qtr 3,August,14,148437,Currus
2018,Qtr 3,August,14,200307,Natura
2018,Qtr 3,August,14,150505,Pirum
2018,Qtr 3,August,14,682222,VanArsdel
2018,Qtr 3,August,15,217561,Aliqui
2018,Qtr 3,August,15,167345,Currus
2018,Qtr 3,August,15,323060,Natura
2018,Qtr 3,August,15,161363,Pirum
2018,Qtr 3,August,15,759688,VanArsdel
2018,Qtr 3,August,16,166876,Aliqui
2018,Qtr 3,August,16,171665,Currus
2018,Qtr 3,August,16,298827,Natura
2018,Qtr 3,August,16,137204,Pirum
2018,Qtr 3,August,16,623977,VanArsdel
2018,Qtr 3,August,17,187883,Aliqui
2018,Qtr 3,August,17,153977,Currus
2018,Qtr 3,August,17,333241,Natura
2018,Qtr 3,August,17,131431,Pirum
2018,Qtr 3,August,17,642326,VanArsdel
2018,Qtr 3,August,18,146407,Aliqui
2018,Qtr 3,August,18,108761,Currus
2018,Qtr 3,August,18,194634,Natura
2018,Qtr 3,August,18,89256,Pirum
2018,Qtr 3,August,18,680043,VanArsdel
2018,Qtr 3,August,19,16233,Aliqui
2018,Qtr 3,August,19,19496,Currus
2018,Qtr 3,August,19,125858,Natura
2018,Qtr 3,August,19,19165,Pirum
2018,Qtr 3,August,19,432169,VanArsdel
2018,Qtr 3,August,20,36445,Aliqui
2018,Qtr 3,August,20,29163,Currus
2018,Qtr 3,August,20,55743,Natura
2018,Qtr 3,August,20,218586,VanArsdel
2018,Qtr 3,August,21,195834,Aliqui
2018,Qtr 3,August,21,106338,Currus
2018,Qtr 3,August,21,207479,Natura
2018,Qtr 3,August,21,151744,Pirum
2018,Qtr 3,August,21,648827,VanArsdel
2018,Qtr 3,August,22,209536,Aliqui
2018,Qtr 3,August,22,214156,Currus
2018,Qtr 3,August,22,295579,Natura
2018,Qtr 3,August,22,168273,Pirum
2018,Qtr 3,August,22,992192,VanArsdel
2018,Qtr 3,August,23,193379,Aliqui
2018,Qtr 3,August,23,219660,Currus
2018,Qtr 3,August,23,239714,Natura
2018,Qtr 3,August,23,127001,Pirum
2018,Qtr 3,August,23,717223,VanArsdel
2018,Qtr 3,August,24,207705,Aliqui
2018,Qtr 3,August,24,143895,Currus
2018,Qtr 3,August,24,263451,Natura
2018,Qtr 3,August,24,125880,Pirum
2018,Qtr 3,August,24,749005,VanArsdel
2018,Qtr 3,August,25,148692,Aliqui
2018,Qtr 3,August,25,161760,Currus
2018,Qtr 3,August,25,275323,Natura
2018,Qtr 3,August,25,102258,Pirum
2018,Qtr 3,August,25,713728,VanArsdel
2018,Qtr 3,August,26,46714,Aliqui
2018,Qtr 3,August,26,44430,Currus
2018,Qtr 3,August,26,150885,Natura
2018,Qtr 3,August,26,22865,Pirum
2018,Qtr 3,August,26,418644,VanArsdel
2018,Qtr 3,August,27,48089,Aliqui
2018,Qtr 3,August,27,78075,Currus
2018,Qtr 3,August,27,80975,Natura
2018,Qtr 3,August,27,44833,Pirum
2018,Qtr 3,August,27,339725,VanArsdel
2018,Qtr 3,August,28,371569,Aliqui
2018,Qtr 3,August,28,364134,Currus
2018,Qtr 3,August,28,438174,Natura
2018,Qtr 3,August,28,160024,Pirum
2018,Qtr 3,August,28,870654,VanArsdel
2018,Qtr 3,August,29,242031,Aliqui
2018,Qtr 3,August,29,180864,Currus
2018,Qtr 3,August,29,280241,Natura
2018,Qtr 3,August,29,173519,Pirum
2018,Qtr 3,August,29,595472,VanArsdel
2018,Qtr 3,August,30,389802,Aliqui
2018,Qtr 3,August,30,305730,Currus
2018,Qtr 3,August,30,378795,Natura
2018,Qtr 3,August,30,173724,Pirum
2018,Qtr 3,August,30,731549,VanArsdel
2018,Qtr 3,August,31,637258,Aliqui
2018,Qtr 3,August,31,626509,Currus
2018,Qtr 3,August,31,1023952,Natura
2018,Qtr 3,August,31,261835,Pirum
2018,Qtr 3,August,31,922356,VanArsdel
2018,Qtr 3,September,1,74578,Aliqui
2018,Qtr 3,September,1,52932,Currus
2018,Qtr 3,September,1,105372,Pirum
2018,Qtr 3,September,1,570724,VanArsdel
2018,Qtr 3,September,2,18199,Aliqui
2018,Qtr 3,September,2,16567,Currus
2018,Qtr 3,September,2,23999,Pirum
2018,Qtr 3,September,2,412257,VanArsdel
2018,Qtr 3,September,3,27549,Aliqui
2018,Qtr 3,September,3,19257,Currus
2018,Qtr 3,September,3,24131,Natura
2018,Qtr 3,September,3,19254,Pirum
2018,Qtr 3,September,3,182096,VanArsdel
2018,Qtr 3,September,4,31837,Currus
2018,Qtr 3,September,4,16700,Natura
2018,Qtr 3,September,4,162182,VanArsdel
2018,Qtr 3,September,5,146836,Aliqui
2018,Qtr 3,September,5,70706,Currus
2018,Qtr 3,September,5,9458,Natura
2018,Qtr 3,September,5,103021,Pirum
2018,Qtr 3,September,5,577703,VanArsdel
2018,Qtr 3,September,6,117639,Aliqui
2018,Qtr 3,September,6,87805,Currus
2018,Qtr 3,September,6,156077,Natura
2018,Qtr 3,September,6,116453,Pirum
2018,Qtr 3,September,6,626210,VanArsdel
2018,Qtr 3,September,7,116531,Aliqui
2018,Qtr 3,September,7,98327,Currus
2018,Qtr 3,September,7,142089,Natura
2018,Qtr 3,September,7,89528,Pirum
2018,Qtr 3,September,7,640247,VanArsdel
2018,Qtr 3,September,8,124603,Aliqui
2018,Qtr 3,September,8,116621,Currus
2018,Qtr 3,September,8,173584,Natura
2018,Qtr 3,September,8,99845,Pirum
2018,Qtr 3,September,8,663269,VanArsdel
2018,Qtr 3,September,9,32723,Aliqui
2018,Qtr 3,September,9,43267,Currus
2018,Qtr 3,September,9,137519,Natura
2018,Qtr 3,September,9,32198,Pirum
2018,Qtr 3,September,9,743157,VanArsdel
2018,Qtr 3,September,10,37617,Aliqui
2018,Qtr 3,September,10,42819,Currus
2018,Qtr 3,September,10,75649,Natura
2018,Qtr 3,September,10,26763,Pirum
2018,Qtr 3,September,10,265384,VanArsdel
2018,Qtr 3,September,11,128640,Aliqui
2018,Qtr 3,September,11,104057,Currus
2018,Qtr 3,September,11,150904,Natura
2018,Qtr 3,September,11,80128,Pirum
2018,Qtr 3,September,11,590367,VanArsdel
2018,Qtr 3,September,12,145468,Aliqui
2018,Qtr 3,September,12,97134,Currus
2018,Qtr 3,September,12,165201,Natura
2018,Qtr 3,September,12,106471,Pirum
2018,Qtr 3,September,12,739075,VanArsdel
2018,Qtr 3,September,13,140238,Aliqui
2018,Qtr 3,September,13,166702,Currus
2018,Qtr 3,September,13,258067,Natura
2018,Qtr 3,September,13,114364,Pirum
2018,Qtr 3,September,13,675491,VanArsdel
2018,Qtr 3,September,14,165445,Aliqui
2018,Qtr 3,September,14,139852,Currus
2018,Qtr 3,September,14,270157,Natura
2018,Qtr 3,September,14,117766,Pirum
2018,Qtr 3,September,14,749003,VanArsdel
2018,Qtr 3,September,15,159189,Aliqui
2018,Qtr 3,September,15,171217,Currus
2018,Qtr 3,September,15,347945,Natura
2018,Qtr 3,September,15,105580,Pirum
2018,Qtr 3,September,15,782942,VanArsdel
2018,Qtr 3,September,16,57649,Aliqui
2018,Qtr 3,September,16,41953,Currus
2018,Qtr 3,September,16,202541,Natura
2018,Qtr 3,September,16,36665,Pirum
2018,Qtr 3,September,16,589960,VanArsdel
2018,Qtr 3,September,17,49460,Aliqui
2018,Qtr 3,September,17,36197,Currus
2018,Qtr 3,September,17,61568,Natura
2018,Qtr 3,September,17,41222,Pirum
2018,Qtr 3,September,17,301828,VanArsdel
2018,Qtr 3,September,18,150251,Aliqui
2018,Qtr 3,September,18,113897,Currus
2018,Qtr 3,September,18,151549,Natura
2018,Qtr 3,September,18,74067,Pirum
2018,Qtr 3,September,18,631279,VanArsdel
2018,Qtr 3,September,19,153804,Aliqui
2018,Qtr 3,September,19,176950,Currus
2018,Qtr 3,September,19,199493,Natura
2018,Qtr 3,September,19,88102,Pirum
2018,Qtr 3,September,19,704182,VanArsdel
2018,Qtr 3,September,20,181425,Aliqui
2018,Qtr 3,September,20,174873,Currus
2018,Qtr 3,September,20,288676,Natura
2018,Qtr 3,September,20,141196,Pirum
2018,Qtr 3,September,20,790855,VanArsdel
2018,Qtr 3,September,21,167757,Aliqui
2018,Qtr 3,September,21,168196,Currus
2018,Qtr 3,September,21,258788,Natura
2018,Qtr 3,September,21,119822,Pirum
2018,Qtr 3,September,21,696311,VanArsdel
2018,Qtr 3,September,22,148161,Aliqui
2018,Qtr 3,September,22,145601,Currus
2018,Qtr 3,September,22,281561,Natura
2018,Qtr 3,September,22,106898,Pirum
2018,Qtr 3,September,22,827731,VanArsdel
2018,Qtr 3,September,23,49823,Aliqui
2018,Qtr 3,September,23,77370,Currus
2018,Qtr 3,September,23,192127,Natura
2018,Qtr 3,September,23,43673,Pirum
2018,Qtr 3,September,23,698311,VanArsdel
2018,Qtr 3,September,24,60395,Aliqui
2018,Qtr 3,September,24,80854,Currus
2018,Qtr 3,September,24,88797,Natura
