Month & Year,Is Weekday?,Date,Year,Half Year,Quarter,Month,Week,Day of Week,Is Workday?,Europe Season,North America Season,Asia Season,Month Number,Week Number,Month & Year Short
2009-09-01 00:00:00.000,True,2009-09-28 00:00:00.000,2009,"H2","Q3","September","Week 40","Monday","WorkDay","None","Back to School","None","9","1","Sep 2009"
2009-09-01 00:00:00.000,True,2009-09-29 00:00:00.000,2009,"H2","Q3","September","Week 40","Tuesday","WorkDay","None","Back to School","None","9","2","Sep 2009"
2009-09-01 00:00:00.000,True,2009-09-30 00:00:00.000,2009,"H2","Q3","September","Week 40","Wednesday","WorkDay","None","Back to School","None","9","3","Sep 2009"
2007-06-01 00:00:00.000,True,2007-06-01 00:00:00.000,2007,"H1","Q2","June","Week 22","Friday","WorkDay","None","None","None","6","5","Jun 2007"
2007-06-01 00:00:00.000,False,2007-06-02 00:00:00.000,2007,"H1","Q2","June","Week 22","Saturday","WeekEnd","None","None","None","6","6","Jun 2007"
2007-06-01 00:00:00.000,False,2007-06-03 00:00:00.000,2007,"H1","Q2","June","Week 23","Sunday","WeekEnd","None","None","None","6","7","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-04 00:00:00.000,2007,"H1","Q2","June","Week 23","Monday","WorkDay","None","None","None","6","1","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-05 00:00:00.000,2007,"H1","Q2","June","Week 23","Tuesday","WorkDay","None","None","None","6","2","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-06 00:00:00.000,2007,"H1","Q2","June","Week 23","Wednesday","WorkDay","None","None","None","6","3","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-07 00:00:00.000,2007,"H1","Q2","June","Week 23","Thursday","WorkDay","None","None","None","6","4","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-08 00:00:00.000,2007,"H1","Q2","June","Week 23","Friday","WorkDay","None","None","None","6","5","Jun 2007"
2007-06-01 00:00:00.000,False,2007-06-09 00:00:00.000,2007,"H1","Q2","June","Week 23","Saturday","WeekEnd","None","None","None","6","6","Jun 2007"
2007-06-01 00:00:00.000,False,2007-06-10 00:00:00.000,2007,"H1","Q2","June","Week 24","Sunday","WeekEnd","None","None","None","6","7","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-11 00:00:00.000,2007,"H1","Q2","June","Week 24","Monday","WorkDay","None","None","None","6","1","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-12 00:00:00.000,2007,"H1","Q2","June","Week 24","Tuesday","WorkDay","None","None","None","6","2","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-13 00:00:00.000,2007,"H1","Q2","June","Week 24","Wednesday","WorkDay","None","None","None","6","3","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-14 00:00:00.000,2007,"H1","Q2","June","Week 24","Thursday","WorkDay","None","None","None","6","4","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-15 00:00:00.000,2007,"H1","Q2","June","Week 24","Friday","WorkDay","None","None","None","6","5","Jun 2007"
2007-06-01 00:00:00.000,False,2007-06-16 00:00:00.000,2007,"H1","Q2","June","Week 24","Saturday","WeekEnd","None","None","None","6","6","Jun 2007"
2007-06-01 00:00:00.000,False,2007-06-17 00:00:00.000,2007,"H1","Q2","June","Week 25","Sunday","WeekEnd","None","None","None","6","7","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-18 00:00:00.000,2007,"H1","Q2","June","Week 25","Monday","WorkDay","None","None","None","6","1","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-19 00:00:00.000,2007,"H1","Q2","June","Week 25","Tuesday","WorkDay","None","None","None","6","2","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-20 00:00:00.000,2007,"H1","Q2","June","Week 25","Wednesday","WorkDay","None","None","None","6","3","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-21 00:00:00.000,2007,"H1","Q2","June","Week 25","Thursday","WorkDay","None","None","None","6","4","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-22 00:00:00.000,2007,"H1","Q2","June","Week 25","Friday","WorkDay","None","None","None","6","5","Jun 2007"
2007-06-01 00:00:00.000,False,2007-06-23 00:00:00.000,2007,"H1","Q2","June","Week 25","Saturday","WeekEnd","None","None","None","6","6","Jun 2007"
2007-06-01 00:00:00.000,False,2007-06-24 00:00:00.000,2007,"H1","Q2","June","Week 26","Sunday","WeekEnd","None","None","None","6","7","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-25 00:00:00.000,2007,"H1","Q2","June","Week 26","Monday","WorkDay","None","None","None","6","1","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-26 00:00:00.000,2007,"H1","Q2","June","Week 26","Tuesday","WorkDay","None","None","None","6","2","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-27 00:00:00.000,2007,"H1","Q2","June","Week 26","Wednesday","WorkDay","None","None","None","6","3","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-28 00:00:00.000,2007,"H1","Q2","June","Week 26","Thursday","WorkDay","None","None","None","6","4","Jun 2007"
2007-06-01 00:00:00.000,True,2007-06-29 00:00:00.000,2007,"H1","Q2","June","Week 26","Friday","WorkDay","None","None","None","6","5","Jun 2007"
2007-06-01 00:00:00.000,False,2007-06-30 00:00:00.000,2007,"H1","Q2","June","Week 26","Saturday","WeekEnd","None","None","None","6","6","Jun 2007"
2008-06-01 00:00:00.000,False,2008-06-01 00:00:00.000,2008,"H1","Q2","June","Week 23","Sunday","WeekEnd","None","None","None","6","7","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-02 00:00:00.000,2008,"H1","Q2","June","Week 23","Monday","WorkDay","None","None","None","6","1","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-03 00:00:00.000,2008,"H1","Q2","June","Week 23","Tuesday","WorkDay","None","None","None","6","2","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-04 00:00:00.000,2008,"H1","Q2","June","Week 23","Wednesday","WorkDay","None","None","None","6","3","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-05 00:00:00.000,2008,"H1","Q2","June","Week 23","Thursday","WorkDay","None","None","None","6","4","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-06 00:00:00.000,2008,"H1","Q2","June","Week 23","Friday","WorkDay","None","None","None","6","5","Jun 2008"
2008-06-01 00:00:00.000,False,2008-06-07 00:00:00.000,2008,"H1","Q2","June","Week 23","Saturday","WeekEnd","None","None","None","6","6","Jun 2008"
2008-06-01 00:00:00.000,False,2008-06-08 00:00:00.000,2008,"H1","Q2","June","Week 24","Sunday","WeekEnd","None","None","None","6","7","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-09 00:00:00.000,2008,"H1","Q2","June","Week 24","Monday","WorkDay","None","None","None","6","1","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-10 00:00:00.000,2008,"H1","Q2","June","Week 24","Tuesday","WorkDay","None","None","None","6","2","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-11 00:00:00.000,2008,"H1","Q2","June","Week 24","Wednesday","WorkDay","None","None","None","6","3","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-12 00:00:00.000,2008,"H1","Q2","June","Week 24","Thursday","WorkDay","None","None","None","6","4","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-13 00:00:00.000,2008,"H1","Q2","June","Week 24","Friday","WorkDay","None","None","None","6","5","Jun 2008"
2008-06-01 00:00:00.000,False,2008-06-14 00:00:00.000,2008,"H1","Q2","June","Week 24","Saturday","WeekEnd","None","None","None","6","6","Jun 2008"
2008-06-01 00:00:00.000,False,2008-06-15 00:00:00.000,2008,"H1","Q2","June","Week 25","Sunday","WeekEnd","None","None","None","6","7","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-16 00:00:00.000,2008,"H1","Q2","June","Week 25","Monday","WorkDay","None","None","None","6","1","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-17 00:00:00.000,2008,"H1","Q2","June","Week 25","Tuesday","WorkDay","None","None","None","6","2","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-18 00:00:00.000,2008,"H1","Q2","June","Week 25","Wednesday","WorkDay","None","None","None","6","3","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-19 00:00:00.000,2008,"H1","Q2","June","Week 25","Thursday","WorkDay","None","None","None","6","4","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-20 00:00:00.000,2008,"H1","Q2","June","Week 25","Friday","WorkDay","None","None","None","6","5","Jun 2008"
2008-06-01 00:00:00.000,False,2008-06-21 00:00:00.000,2008,"H1","Q2","June","Week 25","Saturday","WeekEnd","None","None","None","6","6","Jun 2008"
2008-06-01 00:00:00.000,False,2008-06-22 00:00:00.000,2008,"H1","Q2","June","Week 26","Sunday","WeekEnd","None","None","None","6","7","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-23 00:00:00.000,2008,"H1","Q2","June","Week 26","Monday","WorkDay","None","None","None","6","1","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-24 00:00:00.000,2008,"H1","Q2","June","Week 26","Tuesday","WorkDay","None","None","None","6","2","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-25 00:00:00.000,2008,"H1","Q2","June","Week 26","Wednesday","WorkDay","None","None","None","6","3","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-26 00:00:00.000,2008,"H1","Q2","June","Week 26","Thursday","WorkDay","None","None","None","6","4","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-27 00:00:00.000,2008,"H1","Q2","June","Week 26","Friday","WorkDay","None","None","None","6","5","Jun 2008"
2008-06-01 00:00:00.000,False,2008-06-28 00:00:00.000,2008,"H1","Q2","June","Week 26","Saturday","WeekEnd","None","None","None","6","6","Jun 2008"
2008-06-01 00:00:00.000,False,2008-06-29 00:00:00.000,2008,"H1","Q2","June","Week 27","Sunday","WeekEnd","None","None","None","6","7","Jun 2008"
2008-06-01 00:00:00.000,True,2008-06-30 00:00:00.000,2008,"H1","Q2","June","Week 27","Monday","WorkDay","None","None","None","6","1","Jun 2008"
2009-06-01 00:00:00.000,True,2009-06-01 00:00:00.000,2009,"H1","Q2","June","Week 23","Monday","WorkDay","None","None","None","6","1","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-02 00:00:00.000,2009,"H1","Q2","June","Week 23","Tuesday","WorkDay","None","None","None","6","2","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-03 00:00:00.000,2009,"H1","Q2","June","Week 23","Wednesday","WorkDay","None","None","None","6","3","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-04 00:00:00.000,2009,"H1","Q2","June","Week 23","Thursday","WorkDay","None","None","None","6","4","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-05 00:00:00.000,2009,"H1","Q2","June","Week 23","Friday","WorkDay","None","None","None","6","5","Jun 2009"
2009-06-01 00:00:00.000,False,2009-06-06 00:00:00.000,2009,"H1","Q2","June","Week 23","Saturday","WeekEnd","None","None","None","6","6","Jun 2009"
2009-06-01 00:00:00.000,False,2009-06-07 00:00:00.000,2009,"H1","Q2","June","Week 24","Sunday","WeekEnd","None","None","None","6","7","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-08 00:00:00.000,2009,"H1","Q2","June","Week 24","Monday","WorkDay","None","None","None","6","1","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-09 00:00:00.000,2009,"H1","Q2","June","Week 24","Tuesday","WorkDay","None","None","None","6","2","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-10 00:00:00.000,2009,"H1","Q2","June","Week 24","Wednesday","WorkDay","None","None","None","6","3","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-11 00:00:00.000,2009,"H1","Q2","June","Week 24","Thursday","WorkDay","None","None","None","6","4","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-12 00:00:00.000,2009,"H1","Q2","June","Week 24","Friday","WorkDay","None","None","None","6","5","Jun 2009"
2009-06-01 00:00:00.000,False,2009-06-13 00:00:00.000,2009,"H1","Q2","June","Week 24","Saturday","WeekEnd","None","None","None","6","6","Jun 2009"
2009-06-01 00:00:00.000,False,2009-06-14 00:00:00.000,2009,"H1","Q2","June","Week 25","Sunday","WeekEnd","None","None","None","6","7","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-15 00:00:00.000,2009,"H1","Q2","June","Week 25","Monday","WorkDay","None","None","None","6","1","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-16 00:00:00.000,2009,"H1","Q2","June","Week 25","Tuesday","WorkDay","None","None","None","6","2","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-17 00:00:00.000,2009,"H1","Q2","June","Week 25","Wednesday","WorkDay","None","None","None","6","3","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-18 00:00:00.000,2009,"H1","Q2","June","Week 25","Thursday","WorkDay","None","None","None","6","4","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-19 00:00:00.000,2009,"H1","Q2","June","Week 25","Friday","WorkDay","None","None","None","6","5","Jun 2009"
2009-06-01 00:00:00.000,False,2009-06-20 00:00:00.000,2009,"H1","Q2","June","Week 25","Saturday","WeekEnd","None","None","None","6","6","Jun 2009"
2009-06-01 00:00:00.000,False,2009-06-21 00:00:00.000,2009,"H1","Q2","June","Week 26","Sunday","WeekEnd","None","None","None","6","7","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-22 00:00:00.000,2009,"H1","Q2","June","Week 26","Monday","WorkDay","None","None","None","6","1","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-23 00:00:00.000,2009,"H1","Q2","June","Week 26","Tuesday","WorkDay","None","None","None","6","2","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-24 00:00:00.000,2009,"H1","Q2","June","Week 26","Wednesday","WorkDay","None","None","None","6","3","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-25 00:00:00.000,2009,"H1","Q2","June","Week 26","Thursday","WorkDay","None","None","None","6","4","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-26 00:00:00.000,2009,"H1","Q2","June","Week 26","Friday","WorkDay","None","None","None","6","5","Jun 2009"
2009-06-01 00:00:00.000,False,2009-06-27 00:00:00.000,2009,"H1","Q2","June","Week 26","Saturday","WeekEnd","None","None","None","6","6","Jun 2009"
2009-06-01 00:00:00.000,False,2009-06-28 00:00:00.000,2009,"H1","Q2","June","Week 27","Sunday","WeekEnd","None","None","None","6","7","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-29 00:00:00.000,2009,"H1","Q2","June","Week 27","Monday","WorkDay","None","None","None","6","1","Jun 2009"
2009-06-01 00:00:00.000,True,2009-06-30 00:00:00.000,2009,"H1","Q2","June","Week 27","Tuesday","WorkDay","None","None","None","6","2","Jun 2009"
2007-10-01 00:00:00.000,False,2007-10-06 00:00:00.000,2007,"H2","Q4","October","Week 40","Saturday","WeekEnd","Holiday","None","None","10","6","Oct 2007"
2007-10-01 00:00:00.000,False,2007-10-07 00:00:00.000,2007,"H2","Q4","October","Week 41","Sunday","WeekEnd","Holiday","None","None","10","7","Oct 2007"
2007-10-01 00:00:00.000,False,2007-10-13 00:00:00.000,2007,"H2","Q4","October","Week 41","Saturday","WeekEnd","Holiday","None","None","10","6","Oct 2007"
2007-10-01 00:00:00.000,False,2007-10-14 00:00:00.000,2007,"H2","Q4","October","Week 42","Sunday","WeekEnd","Holiday","None","None","10","7","Oct 2007"
2007-10-01 00:00:00.000,False,2007-10-20 00:00:00.000,2007,"H2","Q4","October","Week 42","Saturday","WeekEnd","Holiday","None","None","10","6","Oct 2007"
2007-10-01 00:00:00.000,False,2007-10-21 00:00:00.000,2007,"H2","Q4","October","Week 43","Sunday","WeekEnd","Holiday","None","None","10","7","Oct 2007"
2007-10-01 00:00:00.000,False,2007-10-27 00:00:00.000,2007,"H2","Q4","October","Week 43","Saturday","WeekEnd","Holiday","None","None","10","6","Oct 2007"
2007-10-01 00:00:00.000,False,2007-10-28 00:00:00.000,2007,"H2","Q4","October","Week 44","Sunday","WeekEnd","Holiday","None","None","10","7","Oct 2007"
2008-10-01 00:00:00.000,False,2008-10-04 00:00:00.000,2008,"H2","Q4","October","Week 40","Saturday","WeekEnd","Holiday","None","None","10","6","Oct 2008"
2008-10-01 00:00:00.000,False,2008-10-05 00:00:00.000,2008,"H2","Q4","October","Week 41","Sunday","WeekEnd","Holiday","None","None","10","7","Oct 2008"
2008-10-01 00:00:00.000,False,2008-10-11 00:00:00.000,2008,"H2","Q4","October","Week 41","Saturday","WeekEnd","Holiday","None","None","10","6","Oct 2008"
2008-10-01 00:00:00.000,False,2008-10-12 00:00:00.000,2008,"H2","Q4","October","Week 42","Sunday","WeekEnd","Holiday","None","None","10","7","Oct 2008"
2008-10-01 00:00:00.000,False,2008-10-18 00:00:00.000,2008,"H2","Q4","October","Week 42","Saturday","WeekEnd","Holiday","None","None","10","6","Oct 2008"
2008-10-01 00:00:00.000,False,2008-10-19 00:00:00.000,2008,"H2","Q4","October","Week 43","Sunday","WeekEnd","Holiday","None","None","10","7","Oct 2008"
2008-10-01 00:00:00.000,False,2008-10-25 00:00:00.000,2008,"H2","Q4","October","Week 43","Saturday","WeekEnd","Holiday","None","None","10","6","Oct 2008"
2008-10-01 00:00:00.000,False,2008-10-26 00:00:00.000,2008,"H2","Q4","October","Week 44","Sunday","WeekEnd","Holiday","None","None","10","7","Oct 2008"
2009-10-01 00:00:00.000,False,2009-10-03 00:00:00.000,2009,"H2","Q4","October","Week 40","Saturday","WeekEnd","Holiday","None","None","10","6","Oct 2009"
2009-10-01 00:00:00.000,False,2009-10-04 00:00:00.000,2009,"H2","Q4","October","Week 41","Sunday","WeekEnd","Holiday","None","None","10","7","Oct 2009"
2009-10-01 00:00:00.000,False,2009-10-10 00:00:00.000,2009,"H2","Q4","October","Week 41","Saturday","WeekEnd","Holiday","None","None","10","6","Oct 2009"
2009-10-01 00:00:00.000,False,2009-10-11 00:00:00.000,2009,"H2","Q4","October","Week 42","Sunday","WeekEnd","Holiday","None","None","10","7","Oct 2009"
2009-10-01 00:00:00.000,False,2009-10-17 00:00:00.000,2009,"H2","Q4","October","Week 42","Saturday","WeekEnd","Holiday","None","None","10","6","Oct 2009"
2009-10-01 00:00:00.000,False,2009-10-18 00:00:00.000,2009,"H2","Q4","October","Week 43","Sunday","WeekEnd","Holiday","None","None","10","7","Oct 2009"
2009-10-01 00:00:00.000,False,2009-10-24 00:00:00.000,2009,"H2","Q4","October","Week 43","Saturday","WeekEnd","Holiday","None","None","10","6","Oct 2009"
2009-10-01 00:00:00.000,False,2009-10-25 00:00:00.000,2009,"H2","Q4","October","Week 44","Sunday","WeekEnd","Holiday","None","None","10","7","Oct 2009"
2009-10-01 00:00:00.000,False,2009-10-31 00:00:00.000,2009,"H2","Q4","October","Week 44","Saturday","WeekEnd","Holiday","None","None","10","6","Oct 2009"
2007-10-01 00:00:00.000,True,2007-10-01 00:00:00.000,2007,"H2","Q4","October","Week 40","Monday","WorkDay","Holiday","None","None","10","1","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-02 00:00:00.000,2007,"H2","Q4","October","Week 40","Tuesday","WorkDay","Holiday","None","None","10","2","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-03 00:00:00.000,2007,"H2","Q4","October","Week 40","Wednesday","WorkDay","Holiday","None","None","10","3","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-04 00:00:00.000,2007,"H2","Q4","October","Week 40","Thursday","WorkDay","Holiday","None","None","10","4","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-05 00:00:00.000,2007,"H2","Q4","October","Week 40","Friday","WorkDay","Holiday","None","None","10","5","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-08 00:00:00.000,2007,"H2","Q4","October","Week 41","Monday","WorkDay","Holiday","None","None","10","1","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-09 00:00:00.000,2007,"H2","Q4","October","Week 41","Tuesday","WorkDay","Holiday","None","None","10","2","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-10 00:00:00.000,2007,"H2","Q4","October","Week 41","Wednesday","WorkDay","Holiday","None","None","10","3","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-11 00:00:00.000,2007,"H2","Q4","October","Week 41","Thursday","WorkDay","Holiday","None","None","10","4","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-12 00:00:00.000,2007,"H2","Q4","October","Week 41","Friday","WorkDay","Holiday","None","None","10","5","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-15 00:00:00.000,2007,"H2","Q4","October","Week 42","Monday","WorkDay","Holiday","None","None","10","1","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-16 00:00:00.000,2007,"H2","Q4","October","Week 42","Tuesday","WorkDay","Holiday","None","None","10","2","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-17 00:00:00.000,2007,"H2","Q4","October","Week 42","Wednesday","WorkDay","Holiday","None","None","10","3","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-18 00:00:00.000,2007,"H2","Q4","October","Week 42","Thursday","WorkDay","Holiday","None","None","10","4","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-19 00:00:00.000,2007,"H2","Q4","October","Week 42","Friday","WorkDay","Holiday","None","None","10","5","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-22 00:00:00.000,2007,"H2","Q4","October","Week 43","Monday","WorkDay","Holiday","None","None","10","1","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-23 00:00:00.000,2007,"H2","Q4","October","Week 43","Tuesday","WorkDay","Holiday","None","None","10","2","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-24 00:00:00.000,2007,"H2","Q4","October","Week 43","Wednesday","WorkDay","Holiday","None","None","10","3","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-25 00:00:00.000,2007,"H2","Q4","October","Week 43","Thursday","WorkDay","Holiday","None","None","10","4","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-26 00:00:00.000,2007,"H2","Q4","October","Week 43","Friday","WorkDay","Holiday","None","None","10","5","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-29 00:00:00.000,2007,"H2","Q4","October","Week 44","Monday","WorkDay","Holiday","None","None","10","1","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-30 00:00:00.000,2007,"H2","Q4","October","Week 44","Tuesday","WorkDay","Holiday","None","None","10","2","Oct 2007"
2007-10-01 00:00:00.000,True,2007-10-31 00:00:00.000,2007,"H2","Q4","October","Week 44","Wednesday","WorkDay","Holiday","None","None","10","3","Oct 2007"
2008-10-01 00:00:00.000,True,2008-10-01 00:00:00.000,2008,"H2","Q4","October","Week 40","Wednesday","WorkDay","Holiday","None","None","10","3","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-02 00:00:00.000,2008,"H2","Q4","October","Week 40","Thursday","WorkDay","Holiday","None","None","10","4","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-03 00:00:00.000,2008,"H2","Q4","October","Week 40","Friday","WorkDay","Holiday","None","None","10","5","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-06 00:00:00.000,2008,"H2","Q4","October","Week 41","Monday","WorkDay","Holiday","None","None","10","1","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-07 00:00:00.000,2008,"H2","Q4","October","Week 41","Tuesday","WorkDay","Holiday","None","None","10","2","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-08 00:00:00.000,2008,"H2","Q4","October","Week 41","Wednesday","WorkDay","Holiday","None","None","10","3","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-09 00:00:00.000,2008,"H2","Q4","October","Week 41","Thursday","WorkDay","Holiday","None","None","10","4","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-10 00:00:00.000,2008,"H2","Q4","October","Week 41","Friday","WorkDay","Holiday","None","None","10","5","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-13 00:00:00.000,2008,"H2","Q4","October","Week 42","Monday","WorkDay","Holiday","None","None","10","1","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-14 00:00:00.000,2008,"H2","Q4","October","Week 42","Tuesday","WorkDay","Holiday","None","None","10","2","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-15 00:00:00.000,2008,"H2","Q4","October","Week 42","Wednesday","WorkDay","Holiday","None","None","10","3","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-16 00:00:00.000,2008,"H2","Q4","October","Week 42","Thursday","WorkDay","Holiday","None","None","10","4","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-17 00:00:00.000,2008,"H2","Q4","October","Week 42","Friday","WorkDay","Holiday","None","None","10","5","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-20 00:00:00.000,2008,"H2","Q4","October","Week 43","Monday","WorkDay","Holiday","None","None","10","1","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-21 00:00:00.000,2008,"H2","Q4","October","Week 43","Tuesday","WorkDay","Holiday","None","None","10","2","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-22 00:00:00.000,2008,"H2","Q4","October","Week 43","Wednesday","WorkDay","Holiday","None","None","10","3","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-23 00:00:00.000,2008,"H2","Q4","October","Week 43","Thursday","WorkDay","Holiday","None","None","10","4","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-24 00:00:00.000,2008,"H2","Q4","October","Week 43","Friday","WorkDay","Holiday","None","None","10","5","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-27 00:00:00.000,2008,"H2","Q4","October","Week 44","Monday","WorkDay","Holiday","None","None","10","1","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-28 00:00:00.000,2008,"H2","Q4","October","Week 44","Tuesday","WorkDay","Holiday","None","None","10","2","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-29 00:00:00.000,2008,"H2","Q4","October","Week 44","Wednesday","WorkDay","Holiday","None","None","10","3","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-30 00:00:00.000,2008,"H2","Q4","October","Week 44","Thursday","WorkDay","Holiday","None","None","10","4","Oct 2008"
2008-10-01 00:00:00.000,True,2008-10-31 00:00:00.000,2008,"H2","Q4","October","Week 44","Friday","WorkDay","Holiday","None","None","10","5","Oct 2008"
2009-10-01 00:00:00.000,True,2009-10-01 00:00:00.000,2009,"H2","Q4","October","Week 40","Thursday","WorkDay","Holiday","None","None","10","4","Oct 2009"
2009-10-01 00:00:00.000,True,2009-10-02 00:00:00.000,2009,"H2","Q4","October","Week 40","Friday","WorkDay","Holiday","None","None","10","5","Oct 2009"
2009-10-01 00:00:00.000,True,2009-10-05 00:00:00.000,2009,"H2","Q4","October","Week 41","Monday","WorkDay","Holiday","None","None","10","1","Oct 2009"
2009-10-01 00:00:00.000,True,2009-10-06 00:00:00.000,2009,"H2","Q4","October","Week 41","Tuesday","WorkDay","Holiday","None","None","10","2","Oct 2009"
2009-10-01 00:00:00.000,True,2009-10-07 00:00:00.000,2009,"H2","Q4","October","Week 41","Wednesday","WorkDay","Holiday","None","None","10","3","Oct 2009"
2009-10-01 00:00:00.000,True,2009-10-08 00:00:00.000,2009,"H2","Q4","October","Week 41","Thursday","WorkDay","Holiday","None","None","10","4","Oct 2009"
2009-10-01 00:00:00.000,True,2009-10-09 00:00:00.000,2009,"H2","Q4","October","Week 41","Friday","WorkDay","Holiday","None","None","10","5","Oct 2009"
2009-10-01 00:00:00.000,True,2009-10-12 00:00:00.000,2009,"H2","Q4","October","Week 42","Monday","WorkDay","Holiday","None","None","10","1","Oct 2009"
