id,pesid,data_inversa,dia_semana,horario,uf,br,km,municipio,elemento_transito,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,condicao_metereologica,tipo_pista,tracado_via,uso_solo,tipo_veiculo,tipo_envolvido,estado_fisico,sexo,ilesos,feridos_leves,feridos_graves,mortos,latitude,longitude
233825,519894,2019-09-07 00:00:00.000,"sábado",1899-12-30 11:00:00.000,"MG","381",452,"SABARA","Homem","Falta de Atenção à Condução","Colisão traseira","Sem Vítimas","Pleno dia","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.84339604,-43.88596993
233825,519892,2019-09-07 00:00:00.000,"sábado",1899-12-30 11:00:00.000,"MG","381",452,"SABARA","Homem","Falta de Atenção à Condução","Colisão traseira","Sem Vítimas","Pleno dia","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.84339604,-43.88596993
233825,519891,2019-09-07 00:00:00.000,"sábado",1899-12-30 11:00:00.000,"MG","381",452,"SABARA","Homem","Falta de Atenção à Condução","Colisão traseira","Sem Vítimas","Pleno dia","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.84339604,-43.88596993
240923,534972,2019-10-07 00:00:00.000,"segunda-feira",1899-12-30 22:10:00.000,"MG","381",450,"SABARA","Homem","Falta de Atenção à Condução","Colisão traseira","Sem Vítimas","Plena Noite","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.82820561,-43.83945107
274969,613561,2020-03-12 00:00:00.000,"quinta-feira",1899-12-30 22:00:00.000,"MG","381",487,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Sem Vítimas","Plena Noite","Céu Claro","Múltipla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.95586853,-44.14609501
308963,688535,2020-09-19 00:00:00.000,"sábado",1899-12-30 20:45:00.000,"MG","381",490,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Sem Vítimas","Anoitecer","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.96426328,-44.17145491
314976,702180,2020-10-15 00:00:00.000,"quinta-feira",1899-12-30 17:40:00.000,"MG","381",491,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Sem Vítimas","Anoitecer","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.96144979,-44.16164875
314976,702181,2020-10-15 00:00:00.000,"quinta-feira",1899-12-30 17:40:00.000,"MG","381",491,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Sem Vítimas","Anoitecer","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.96144979,-44.16164875
318761,708148,2020-11-02 00:00:00.000,"segunda-feira",1899-12-30 15:42:00.000,"MG","381",500,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Sem Vítimas","Pleno dia","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-20.02513493,-44.23112709
325440,723388,2020-12-04 00:00:00.000,"sexta-feira",1899-12-30 00:45:00.000,"MG","381",489,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Sem Vítimas","Plena Noite","Céu Claro","Múltipla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.95673028,-44.13508415
325889,724410,2020-12-05 00:00:00.000,"sábado",1899-12-30 16:04:00.000,"MG","381",563,"ITAGUARA","Homem","Falta de Atenção à Condução","Colisão traseira","Sem Vítimas","Pleno dia","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-20.40233189,-44.509134
325889,724412,2020-12-05 00:00:00.000,"sábado",1899-12-30 16:04:00.000,"MG","381",563,"ITAGUARA","Homem","Falta de Atenção à Condução","Colisão traseira","Sem Vítimas","Pleno dia","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-20.40233189,-44.509134
13682,34313,2017-02-20 00:00:00.000,"segunda-feira",1899-12-30 21:30:00.000,"MG","381",455,"BELO HORIZONTE","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.8381,-43.8838
14504,32014,2017-02-24 00:00:00.000,"sexta-feira",1899-12-30 10:05:00.000,"MG","381",510,"SAO JOAQUIM DE BICAS","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Múltipla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-20.0551,-44.2849
54469,117110,2017-07-15 00:00:00.000,"sábado",1899-12-30 11:00:00.000,"MG","381",562,"ITAGUARA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-20.38199,-44.48056
58712,127895,2017-07-31 00:00:00.000,"segunda-feira",1899-12-30 19:00:00.000,"MG","381",449,"SABARA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.823,-43.8282
64710,141760,2017-08-24 00:00:00.000,"quinta-feira",1899-12-30 13:15:00.000,"MG","381",421,"CAETE","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.76565,-43.64332
69189,149289,2017-09-10 00:00:00.000,"domingo",1899-12-30 14:20:00.000,"MG","381",480,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Múltipla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.96029,-44.05433
70151,151518,2017-09-14 00:00:00.000,"quinta-feira",1899-12-30 17:30:00.000,"MG","381",481,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Anoitecer","Céu Claro","Múltipla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.9584,-44.0607
95953,206753,2017-12-19 00:00:00.000,"terça-feira",1899-12-30 17:00:00.000,"MG","381",496,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.975,-44.1925
101746,220880,2018-01-07 00:00:00.000,"domingo",1899-12-30 15:40:00.000,"MG","381",290,"ANTONIO DIAS","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.61795087,-42.79689666
104300,229309,2018-01-18 00:00:00.000,"quinta-feira",1899-12-30 09:00:00.000,"MG","381",456,"BELO HORIZONTE","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.921307,-43.93815
112771,246014,2018-02-21 00:00:00.000,"quarta-feira",1899-12-30 10:40:00.000,"MG","381",485,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Múltipla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.9561,-44.1064
121633,265118,2018-03-28 00:00:00.000,"quarta-feira",1899-12-30 17:28:00.000,"MG","381",155,"GOVERNADOR VALADARES","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-18.859725,-41.985318
122742,268065,2018-04-02 00:00:00.000,"segunda-feira",1899-12-30 12:40:00.000,"MG","381",407,"BOM JESUS DO AMPARO","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.74731678,-43.52233887
144828,314773,2018-07-06 00:00:00.000,"sexta-feira",1899-12-30 12:15:00.000,"MG","381",677,"PERDOES","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-21.1113,-45.0928
145925,317537,2018-07-11 00:00:00.000,"quarta-feira",1899-12-30 17:30:00.000,"MG","381",359,"JOAO MONLEVADE","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.84939396,-43.14674377
151733,331421,2018-08-08 00:00:00.000,"quarta-feira",1899-12-30 15:40:00.000,"MG","381",484,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Múltipla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.9557,-44.0964
153141,334499,2018-08-15 00:00:00.000,"quarta-feira",1899-12-30 08:55:00.000,"MG","381",445,"SANTA LUZIA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.80888184,-43.78568888
161231,352964,2018-09-23 00:00:00.000,"domingo",1899-12-30 10:15:00.000,"MG","381",451,"BELO HORIZONTE","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.9605,-44.0357
188622,418912,2019-02-01 00:00:00.000,"sexta-feira",1899-12-30 09:13:00.000,"MG","381",495,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Múltipla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.9754,-44.1937
188622,418683,2019-02-01 00:00:00.000,"sexta-feira",1899-12-30 09:13:00.000,"MG","381",495,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Múltipla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.9754,-44.1937
196965,436208,2019-03-14 00:00:00.000,"quinta-feira",1899-12-30 17:40:00.000,"MG","381",350,"JOAO MONLEVADE","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.84953832,-43.15779198
199778,442666,2019-03-28 00:00:00.000,"quinta-feira",1899-12-30 20:05:00.000,"MG","381",509,"SAO JOAQUIM DE BICAS","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Múltipla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-20.05334114,-44.28308845
203019,450119,2019-04-13 00:00:00.000,"sábado",1899-12-30 13:40:00.000,"MG","381",456,"SABARA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.85862954,-43.91292495
204168,452966,2019-04-18 00:00:00.000,"quinta-feira",1899-12-30 17:40:00.000,"MG","381",310,"ANTONIO DIAS","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Anoitecer","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.6627921,-42.96427856
206517,460614,2019-04-30 00:00:00.000,"terça-feira",1899-12-30 20:25:00.000,"MG","381",479,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Múltipla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.95889605,-44.069202
206517,460613,2019-04-30 00:00:00.000,"terça-feira",1899-12-30 20:25:00.000,"MG","381",479,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Múltipla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.95889605,-44.069202
206517,460612,2019-04-30 00:00:00.000,"terça-feira",1899-12-30 20:25:00.000,"MG","381",479,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Múltipla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.95889605,-44.069202
211304,468821,2019-05-23 00:00:00.000,"quinta-feira",1899-12-30 18:00:00.000,"MG","381",338,"BELA VISTA DE MINAS","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.82924241,-43.0894489
220392,489344,2019-07-06 00:00:00.000,"sábado",1899-12-30 18:00:00.000,"MG","381",154,"GOVERNADOR VALADARES","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-18.88666107,-42.00230199
221425,493820,2019-07-11 00:00:00.000,"quinta-feira",1899-12-30 19:10:00.000,"MG","381",481,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Múltipla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.95931561,-44.08825597
225440,500974,2019-07-29 00:00:00.000,"segunda-feira",1899-12-30 14:15:00.000,"MG","381",447,"SABARA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.83447607,-43.85011601
229279,509972,2019-08-17 00:00:00.000,"sábado",1899-12-30 09:00:00.000,"MG","381",327,"NOVA ERA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.75068486,-43.02519863
232045,517906,2019-06-24 00:00:00.000,"segunda-feira",1899-12-30 06:40:00.000,"MG","381",941,"EXTREMA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-22.86021873,-46.34260711
242319,539661,2019-10-14 00:00:00.000,"segunda-feira",1899-12-30 06:20:00.000,"MG","381",422,"CAETE","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.75054807,-43.62739563
252147,561101,2019-11-27 00:00:00.000,"quarta-feira",1899-12-30 06:30:00.000,"MG","381",263,"CORONEL FABRICIANO","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.53293653,-42.58558273
274846,615159,2020-03-12 00:00:00.000,"quinta-feira",1899-12-30 06:45:00.000,"MG","381",481,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Múltipla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.95931561,-44.08825597
303570,674743,2020-08-25 00:00:00.000,"terça-feira",1899-12-30 13:30:00.000,"MG","381",356,"JOAO MONLEVADE","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.84765404,-43.20566395
306969,682385,2020-09-10 00:00:00.000,"quinta-feira",1899-12-30 08:50:00.000,"MG","381",480,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Múltipla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.96366832,-44.04865265
312544,694655,2020-10-06 00:00:00.000,"terça-feira",1899-12-30 11:20:00.000,"MG","381",676,"PERDOES","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-21.12375684,-45.09790729
25342,54999,2017-04-04 00:00:00.000,"terça-feira",1899-12-30 11:30:00.000,"MG","381",456,"BELO HORIZONTE","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.84859169,-43.88792396
26315,56109,2017-04-06 00:00:00.000,"quinta-feira",1899-12-30 14:00:00.000,"MG","381",525,"BRUMADINHO","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-20.14535949,-44.3220596
40377,86583,2017-05-25 00:00:00.000,"quinta-feira",1899-12-30 13:20:00.000,"MG","381",734,"CARMO DA CACHOEIRA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-21.53422825,-45.23328412
42197,89814,2017-06-01 00:00:00.000,"quinta-feira",1899-12-30 07:50:00.000,"MG","381",483,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.96825,-44.198708
51580,112089,2017-07-04 00:00:00.000,"terça-feira",1899-12-30 12:20:00.000,"MG","381",719,"CARMO DA CACHOEIRA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-21.41737,-45.21207
53104,115755,2017-07-09 00:00:00.000,"domingo",1899-12-30 20:40:00.000,"MG","381",821,"CAREACU","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-22.0784,-45.70158
53104,115749,2017-07-09 00:00:00.000,"domingo",1899-12-30 20:40:00.000,"MG","381",821,"CAREACU","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-22.0784,-45.70158
75575,162918,2017-09-04 00:00:00.000,"segunda-feira",1899-12-30 18:00:00.000,"MG","381",478,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.96188,-44.038920000000012
79785,174299,2017-10-20 00:00:00.000,"sexta-feira",1899-12-30 19:50:00.000,"MG","381",501,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-20.0102,-44.2184
80168,174599,2017-10-22 00:00:00.000,"domingo",1899-12-30 02:40:00.000,"MG","381",508,"SAO JOAQUIM DE BICAS","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-20.05805,-44.28845
94964,207378,2017-12-16 00:00:00.000,"sábado",1899-12-30 14:20:00.000,"MG","381",7,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.98886,-44.19567
97200,216254,2017-12-23 00:00:00.000,"sábado",1899-12-30 06:00:00.000,"MG","381",772,"CAMPANHA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Amanhecer","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-21.77803,-45.43033
97200,216253,2017-12-23 00:00:00.000,"sábado",1899-12-30 06:00:00.000,"MG","381",772,"CAMPANHA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Amanhecer","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-21.77803,-45.43033
99217,214602,2017-12-29 00:00:00.000,"sexta-feira",1899-12-30 14:40:00.000,"MG","381",789,"SAO GONCALO DO SAPUCAI","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-21.87629,-45.54144
103197,224211,2018-01-13 00:00:00.000,"sábado",1899-12-30 16:00:00.000,"MG","381",490,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.9585,-44.151
104868,228069,2018-01-20 00:00:00.000,"sábado",1899-12-30 13:30:00.000,"MG","381",481,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.95848499,-44.05575782
116466,253840,2018-03-07 00:00:00.000,"quarta-feira",1899-12-30 14:20:00.000,"MG","381",772,"CAMPANHA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-21.78078108,-45.43217576
131976,286980,2018-05-04 00:00:00.000,"sexta-feira",1899-12-30 15:40:00.000,"MG","381",479,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.961,-44.0517
139148,303785,2018-06-10 00:00:00.000,"domingo",1899-12-30 08:45:00.000,"MG","381",477,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.95806245,-44.03026805
139148,303781,2018-06-10 00:00:00.000,"domingo",1899-12-30 08:45:00.000,"MG","381",477,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.95806245,-44.03026805
141611,307060,2018-06-21 00:00:00.000,"quinta-feira",1899-12-30 18:15:00.000,"MG","381",478,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Anoitecer","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.9643,-44.044
143801,312485,2018-07-01 00:00:00.000,"domingo",1899-12-30 12:45:00.000,"MG","381",482,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.9578,-44.0795
146085,317732,2018-07-12 00:00:00.000,"quinta-feira",1899-12-30 07:50:00.000,"MG","381",483,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.9596,-44.0877
147438,321063,2018-07-18 00:00:00.000,"quarta-feira",1899-12-30 18:00:00.000,"MG","381",488,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.9562,-44.1335
151589,330932,2018-07-10 00:00:00.000,"terça-feira",1899-12-30 11:10:00.000,"MG","381",568,"ITAGUARA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-20.4119,-44.5272
151589,330928,2018-07-10 00:00:00.000,"terça-feira",1899-12-30 11:10:00.000,"MG","381",568,"ITAGUARA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-20.4119,-44.5272
152021,332001,2018-06-19 00:00:00.000,"terça-feira",1899-12-30 18:40:00.000,"MG","381",478,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.9643,-44.044
154922,338717,2018-08-24 00:00:00.000,"sexta-feira",1899-12-30 07:30:00.000,"MG","381",499,"BETIM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-20.00055504,-44.21111298
156545,344285,2018-09-01 00:00:00.000,"sábado",1899-12-30 09:50:00.000,"MG","381",787,"SAO GONCALO DO SAPUCAI","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-21.8639,-45.5323
156840,344839,2018-09-02 00:00:00.000,"domingo",1899-12-30 15:45:00.000,"MG","381",511,"IGARAPE","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-20.06635785,-44.29553316
157338,343942,2018-09-04 00:00:00.000,"terça-feira",1899-12-30 20:25:00.000,"MG","381",479,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.961,-44.0517
176037,389128,2018-12-05 00:00:00.000,"quarta-feira",1899-12-30 16:15:00.000,"MG","381",478,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano","Automóvel","Condutor","Ileso","Masculino",1,0,0,0,-19.9643,-44.044
