Date,Year,Start of Year,End of Year,Month,Start of Month,End of Month,IsEndOfMonth,EndOfMonth Date,Days in Month,Day,Day Name,Day of Week,Day of Year,Month Name,Quarter,Start of Quarter,End of Quarter,Week of Year,Week of Month,Start of Week,End of Week,Fiscal Year,Fiscal Quarter,Fiscal Month,Fiscal Year & Month
2019-05-03 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,3,"Friday",4,123,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,18,1,2019-04-29 00:00:00.000,2019-05-05 00:00:00.000,2019,4,11,"11 2019"
2019-05-04 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,4,"Saturday",5,124,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,18,1,2019-04-29 00:00:00.000,2019-05-05 00:00:00.000,2019,4,11,"11 2019"
2019-05-05 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,5,"Sunday",6,125,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,18,1,2019-04-29 00:00:00.000,2019-05-05 00:00:00.000,2019,4,11,"11 2019"
2019-05-06 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,6,"Monday",0,126,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,19,2,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,2019,4,11,"11 2019"
2019-05-07 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,7,"Tuesday",1,127,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,19,2,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,2019,4,11,"11 2019"
2019-05-08 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,8,"Wednesday",2,128,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,19,2,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,2019,4,11,"11 2019"
2019-05-09 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,9,"Thursday",3,129,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,19,2,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,2019,4,11,"11 2019"
2019-05-10 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,10,"Friday",4,130,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,19,2,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,2019,4,11,"11 2019"
2019-05-11 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,11,"Saturday",5,131,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,19,2,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,2019,4,11,"11 2019"
2019-05-12 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,12,"Sunday",6,132,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,19,2,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,2019,4,11,"11 2019"
2019-05-13 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,13,"Monday",0,133,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,20,3,2019-05-13 00:00:00.000,2019-05-19 00:00:00.000,2019,4,11,"11 2019"
2019-05-14 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,14,"Tuesday",1,134,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,20,3,2019-05-13 00:00:00.000,2019-05-19 00:00:00.000,2019,4,11,"11 2019"
2019-05-15 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,15,"Wednesday",2,135,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,20,3,2019-05-13 00:00:00.000,2019-05-19 00:00:00.000,2019,4,11,"11 2019"
2019-05-16 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,16,"Thursday",3,136,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,20,3,2019-05-13 00:00:00.000,2019-05-19 00:00:00.000,2019,4,11,"11 2019"
2019-05-17 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,17,"Friday",4,137,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,20,3,2019-05-13 00:00:00.000,2019-05-19 00:00:00.000,2019,4,11,"11 2019"
2019-05-18 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,18,"Saturday",5,138,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,20,3,2019-05-13 00:00:00.000,2019-05-19 00:00:00.000,2019,4,11,"11 2019"
2019-05-19 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,19,"Sunday",6,139,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,20,3,2019-05-13 00:00:00.000,2019-05-19 00:00:00.000,2019,4,11,"11 2019"
2019-05-20 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,20,"Monday",0,140,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,21,4,2019-05-20 00:00:00.000,2019-05-26 00:00:00.000,2019,4,11,"11 2019"
2019-05-21 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,21,"Tuesday",1,141,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,21,4,2019-05-20 00:00:00.000,2019-05-26 00:00:00.000,2019,4,11,"11 2019"
2019-05-22 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,22,"Wednesday",2,142,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,21,4,2019-05-20 00:00:00.000,2019-05-26 00:00:00.000,2019,4,11,"11 2019"
2019-05-23 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,23,"Thursday",3,143,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,21,4,2019-05-20 00:00:00.000,2019-05-26 00:00:00.000,2019,4,11,"11 2019"
2019-05-24 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,24,"Friday",4,144,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,21,4,2019-05-20 00:00:00.000,2019-05-26 00:00:00.000,2019,4,11,"11 2019"
2019-05-25 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,25,"Saturday",5,145,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,21,4,2019-05-20 00:00:00.000,2019-05-26 00:00:00.000,2019,4,11,"11 2019"
2019-05-26 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,26,"Sunday",6,146,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,21,4,2019-05-20 00:00:00.000,2019-05-26 00:00:00.000,2019,4,11,"11 2019"
2019-05-27 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,27,"Monday",0,147,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,22,5,2019-05-27 00:00:00.000,2019-06-02 00:00:00.000,2019,4,11,"11 2019"
2019-05-28 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,28,"Tuesday",1,148,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,22,5,2019-05-27 00:00:00.000,2019-06-02 00:00:00.000,2019,4,11,"11 2019"
2019-05-29 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,29,"Wednesday",2,149,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,22,5,2019-05-27 00:00:00.000,2019-06-02 00:00:00.000,2019,4,11,"11 2019"
2019-05-30 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,5,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,False,,31,30,"Thursday",3,150,"May",2,2019-04-01 00:00:00.000,2019-06-30 00:00:00.000,22,5,2019-05-27 00:00:00.000,2019-06-02 00:00:00.000,2019,4,11,"11 2019"
2020-01-01 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,1,"Wednesday",2,1,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,1,1,2019-12-30 00:00:00.000,2020-01-05 00:00:00.000,2020,3,7,"7 2020"
2020-01-02 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,2,"Thursday",3,2,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,1,1,2019-12-30 00:00:00.000,2020-01-05 00:00:00.000,2020,3,7,"7 2020"
2020-01-03 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,3,"Friday",4,3,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,1,1,2019-12-30 00:00:00.000,2020-01-05 00:00:00.000,2020,3,7,"7 2020"
2020-01-04 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,4,"Saturday",5,4,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,1,1,2019-12-30 00:00:00.000,2020-01-05 00:00:00.000,2020,3,7,"7 2020"
2020-01-05 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,5,"Sunday",6,5,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,1,1,2019-12-30 00:00:00.000,2020-01-05 00:00:00.000,2020,3,7,"7 2020"
2020-01-06 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,6,"Monday",0,6,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,2,2,2020-01-06 00:00:00.000,2020-01-12 00:00:00.000,2020,3,7,"7 2020"
2020-01-07 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,7,"Tuesday",1,7,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,2,2,2020-01-06 00:00:00.000,2020-01-12 00:00:00.000,2020,3,7,"7 2020"
2020-01-08 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,8,"Wednesday",2,8,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,2,2,2020-01-06 00:00:00.000,2020-01-12 00:00:00.000,2020,3,7,"7 2020"
2020-01-09 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,9,"Thursday",3,9,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,2,2,2020-01-06 00:00:00.000,2020-01-12 00:00:00.000,2020,3,7,"7 2020"
2020-01-10 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,10,"Friday",4,10,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,2,2,2020-01-06 00:00:00.000,2020-01-12 00:00:00.000,2020,3,7,"7 2020"
2020-01-11 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,11,"Saturday",5,11,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,2,2,2020-01-06 00:00:00.000,2020-01-12 00:00:00.000,2020,3,7,"7 2020"
2020-01-12 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,12,"Sunday",6,12,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,2,2,2020-01-06 00:00:00.000,2020-01-12 00:00:00.000,2020,3,7,"7 2020"
2020-01-13 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,13,"Monday",0,13,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,3,3,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,2020,3,7,"7 2020"
2020-01-14 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,14,"Tuesday",1,14,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,3,3,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,2020,3,7,"7 2020"
2020-01-15 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,15,"Wednesday",2,15,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,3,3,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,2020,3,7,"7 2020"
2020-01-16 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,16,"Thursday",3,16,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,3,3,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,2020,3,7,"7 2020"
2020-01-17 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,17,"Friday",4,17,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,3,3,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,2020,3,7,"7 2020"
2020-01-18 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,18,"Saturday",5,18,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,3,3,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,2020,3,7,"7 2020"
2020-01-19 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,19,"Sunday",6,19,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,3,3,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,2020,3,7,"7 2020"
2020-01-20 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,20,"Monday",0,20,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,4,4,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,2020,3,7,"7 2020"
2020-01-21 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,21,"Tuesday",1,21,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,4,4,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,2020,3,7,"7 2020"
2020-01-22 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,22,"Wednesday",2,22,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,4,4,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,2020,3,7,"7 2020"
2020-01-23 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,23,"Thursday",3,23,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,4,4,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,2020,3,7,"7 2020"
2020-01-24 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,24,"Friday",4,24,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,4,4,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,2020,3,7,"7 2020"
2020-01-25 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,25,"Saturday",5,25,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,4,4,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,2020,3,7,"7 2020"
2020-01-26 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,26,"Sunday",6,26,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,4,4,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,2020,3,7,"7 2020"
2020-01-27 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,27,"Monday",0,27,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,5,5,2020-01-27 00:00:00.000,2020-02-02 00:00:00.000,2020,3,7,"7 2020"
2020-01-28 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,28,"Tuesday",1,28,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,5,5,2020-01-27 00:00:00.000,2020-02-02 00:00:00.000,2020,3,7,"7 2020"
2020-01-29 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,29,"Wednesday",2,29,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,5,5,2020-01-27 00:00:00.000,2020-02-02 00:00:00.000,2020,3,7,"7 2020"
2020-01-30 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,False,,31,30,"Thursday",3,30,"January",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,5,5,2020-01-27 00:00:00.000,2020-02-02 00:00:00.000,2020,3,7,"7 2020"
2020-03-01 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,1,"Sunday",6,61,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,9,1,2020-02-24 00:00:00.000,2020-03-01 00:00:00.000,2020,3,9,"9 2020"
2020-03-02 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,2,"Monday",0,62,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,10,2,2020-03-02 00:00:00.000,2020-03-08 00:00:00.000,2020,3,9,"9 2020"
2020-03-03 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,3,"Tuesday",1,63,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,10,2,2020-03-02 00:00:00.000,2020-03-08 00:00:00.000,2020,3,9,"9 2020"
2020-03-04 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,4,"Wednesday",2,64,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,10,2,2020-03-02 00:00:00.000,2020-03-08 00:00:00.000,2020,3,9,"9 2020"
2020-03-05 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,5,"Thursday",3,65,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,10,2,2020-03-02 00:00:00.000,2020-03-08 00:00:00.000,2020,3,9,"9 2020"
2020-03-06 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,6,"Friday",4,66,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,10,2,2020-03-02 00:00:00.000,2020-03-08 00:00:00.000,2020,3,9,"9 2020"
2020-03-07 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,7,"Saturday",5,67,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,10,2,2020-03-02 00:00:00.000,2020-03-08 00:00:00.000,2020,3,9,"9 2020"
2020-03-08 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,8,"Sunday",6,68,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,10,2,2020-03-02 00:00:00.000,2020-03-08 00:00:00.000,2020,3,9,"9 2020"
2020-03-09 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,9,"Monday",0,69,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,11,3,2020-03-09 00:00:00.000,2020-03-15 00:00:00.000,2020,3,9,"9 2020"
2020-03-10 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,10,"Tuesday",1,70,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,11,3,2020-03-09 00:00:00.000,2020-03-15 00:00:00.000,2020,3,9,"9 2020"
2020-03-11 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,11,"Wednesday",2,71,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,11,3,2020-03-09 00:00:00.000,2020-03-15 00:00:00.000,2020,3,9,"9 2020"
2020-03-12 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,12,"Thursday",3,72,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,11,3,2020-03-09 00:00:00.000,2020-03-15 00:00:00.000,2020,3,9,"9 2020"
2020-03-13 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,13,"Friday",4,73,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,11,3,2020-03-09 00:00:00.000,2020-03-15 00:00:00.000,2020,3,9,"9 2020"
2020-03-14 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,14,"Saturday",5,74,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,11,3,2020-03-09 00:00:00.000,2020-03-15 00:00:00.000,2020,3,9,"9 2020"
2020-03-15 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,15,"Sunday",6,75,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,11,3,2020-03-09 00:00:00.000,2020-03-15 00:00:00.000,2020,3,9,"9 2020"
2020-03-16 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,16,"Monday",0,76,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,12,4,2020-03-16 00:00:00.000,2020-03-22 00:00:00.000,2020,3,9,"9 2020"
2020-03-17 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,17,"Tuesday",1,77,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,12,4,2020-03-16 00:00:00.000,2020-03-22 00:00:00.000,2020,3,9,"9 2020"
2020-03-18 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,2020-03-01 00:00:00.000,2020-03-31 00:00:00.000,False,,31,18,"Wednesday",2,78,"March",1,2020-01-01 00:00:00.000,2020-03-31 00:00:00.000,12,4,2020-03-16 00:00:00.000,2020-03-22 00:00:00.000,2020,3,9,"9 2020"
