device_fk,sensor_type_id,sensor_type,sensor,metric_id,metric,measure_type_id,measure_type,value,timeperiod_id,timeperiod,start_time,end_time,last_updated,percent_value,base_value
16310,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",18.64,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.823,18.64,4
16310,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",38.64,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.826,38.64,4
16310,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",5.15,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.826,5.15,4
16311,2,"MEMORY","memory",6,"98TH",2,"MEMORY_PHYSICAL",4016,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.570,0.98,4
16311,2,"MEMORY","memory",1,"MAX",2,"MEMORY_PHYSICAL",4016,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.573,0.98,4
16311,2,"MEMORY","memory",3,"AVG",2,"MEMORY_PHYSICAL",3933.22,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.573,0.96,4
16311,2,"MEMORY","memory",5,"95TH",2,"MEMORY_PHYSICAL",4016,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.573,0.98,4
16311,2,"MEMORY","memory",2,"MIN",2,"MEMORY_PHYSICAL",1870,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.576,0.46,4
16312,2,"MEMORY","memory",6,"98TH",2,"MEMORY_PHYSICAL",4134,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.606,1.01,4
16312,2,"MEMORY","memory",1,"MAX",2,"MEMORY_PHYSICAL",4137,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.606,1.01,4
16312,2,"MEMORY","memory",3,"AVG",2,"MEMORY_PHYSICAL",4134.02,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.610,1.01,4
16312,2,"MEMORY","memory",5,"95TH",2,"MEMORY_PHYSICAL",4134,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.610,1.01,4
16312,2,"MEMORY","memory",2,"MIN",2,"MEMORY_PHYSICAL",4134,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.610,1.01,4
16319,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.4,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.803,0.4,4
16319,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",14.29,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.803,14.29,4
16319,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.29,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.803,0.29,4
16319,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.38,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.806,0.38,4
16319,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.19,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.806,0.19,4
16319,2,"MEMORY","memory",6,"98TH",2,"MEMORY_PHYSICAL",1637,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.550,0.4,4
16319,2,"MEMORY","memory",1,"MAX",2,"MEMORY_PHYSICAL",1637,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.550,0.4,4
16319,2,"MEMORY","memory",3,"AVG",2,"MEMORY_PHYSICAL",1636.91,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.553,0.4,4
16319,2,"MEMORY","memory",5,"95TH",2,"MEMORY_PHYSICAL",1637,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.553,0.4,4
16319,2,"MEMORY","memory",2,"MIN",2,"MEMORY_PHYSICAL",1634,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.556,0.4,4
16321,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",5.72,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.870,5.72,4
16321,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",6.35,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.870,6.35,4
16321,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",4.68,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.873,4.68,4
16321,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",5.46,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.873,5.46,4
16321,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",3.67,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.873,3.67,4
16325,2,"MEMORY","memory",6,"98TH",2,"MEMORY_PHYSICAL",4135,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.683,1.01,4
16325,2,"MEMORY","memory",1,"MAX",2,"MEMORY_PHYSICAL",4138,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.683,1.01,4
16325,2,"MEMORY","memory",3,"AVG",2,"MEMORY_PHYSICAL",4135.01,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.686,1.01,4
16325,2,"MEMORY","memory",5,"95TH",2,"MEMORY_PHYSICAL",4135,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.686,1.01,4
16325,2,"MEMORY","memory",2,"MIN",2,"MEMORY_PHYSICAL",4134,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.690,1.01,4
16632,2,"MEMORY","memory",6,"98TH",2,"MEMORY_PHYSICAL",4134,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.990,1.01,4
16632,2,"MEMORY","memory",1,"MAX",2,"MEMORY_PHYSICAL",4135,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.993,1.01,4
16632,2,"MEMORY","memory",3,"AVG",2,"MEMORY_PHYSICAL",4133.19,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.993,1.01,4
16632,2,"MEMORY","memory",5,"95TH",2,"MEMORY_PHYSICAL",4134,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.993,1.01,4
16632,2,"MEMORY","memory",2,"MIN",2,"MEMORY_PHYSICAL",4132,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:18.996,1.01,4
1079,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",14.96,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.506,14.96,1
1079,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",92.47,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.510,92.47,1
1079,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",6.01,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.510,6.01,1
1079,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",6.32,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.513,6.32,1
1079,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",3.58,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.513,3.58,1
4681,2,"MEMORY","memory",6,"98TH",2,"MEMORY_PHYSICAL",112.61,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:19.350,0.11,1
4681,2,"MEMORY","memory",1,"MAX",2,"MEMORY_PHYSICAL",527.82,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:19.350,0.52,1
4681,2,"MEMORY","memory",3,"AVG",2,"MEMORY_PHYSICAL",101.42,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:19.350,0.1,1
4681,2,"MEMORY","memory",5,"95TH",2,"MEMORY_PHYSICAL",109.43,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:19.353,0.11,1
4681,2,"MEMORY","memory",2,"MIN",2,"MEMORY_PHYSICAL",91.05,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:19.353,0.09,1
5555,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",11.11,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.960,11.11,1
5555,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.963,100,1
5555,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",2.22,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.963,2.22,1
5555,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",7.37,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.963,7.37,1
5555,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.966,0,1
5558,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",1.96,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.976,1.96,1
5558,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.980,100,1
5558,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.84,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.980,0.84,1
5558,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",1,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.983,1,1
5558,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:18.983,0,1
6377,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:19.093,100,1
6377,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:19.096,100,1
6377,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",20.29,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:19.096,20.29,1
6377,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:19.096,100,1
6377,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",4.76,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:19.100,4.76,1
6427,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",1.5,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.360,1.5,1
6427,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",1.94,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.363,1.94,1
6427,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",1.21,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.363,1.21,1
6427,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",1.46,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.363,1.46,1
6559,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",7.38,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.686,7.38,1
6559,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",43.81,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.686,43.81,1
6559,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",3.05,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.686,3.05,1
6559,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",4.93,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.686,4.93,1
6559,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.63,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.690,0.63,1
9550,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",9.85,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.543,9.85,1
9550,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",10.33,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.543,10.33,1
9550,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",5.93,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.546,5.93,1
9550,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",9.7,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.546,9.7,1
9550,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.53,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:16.546,0.53,1
9550,2,"MEMORY","memory",6,"98TH",2,"MEMORY_PHYSICAL",1043,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.296,1.02,1
9550,2,"MEMORY","memory",1,"MAX",2,"MEMORY_PHYSICAL",1043,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.296,1.02,1
9550,2,"MEMORY","memory",3,"AVG",2,"MEMORY_PHYSICAL",1043,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.300,1.02,1
9550,2,"MEMORY","memory",5,"95TH",2,"MEMORY_PHYSICAL",1043,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.300,1.02,1
9550,2,"MEMORY","memory",2,"MIN",2,"MEMORY_PHYSICAL",1043,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:16.300,1.02,1
10399,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",1.98,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.813,1.98,1
10399,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",69.7,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.816,69.7,1
10399,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.66,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.816,0.66,1
10399,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",1,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.816,1,1
10399,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.820,0,1
10402,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.713,100,1
10402,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.716,100,1
10402,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",8.79,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.716,8.79,1
10402,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.720,100,1
10402,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.720,0,1
10404,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.840,100,1
10404,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.840,100,1
10404,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",7.77,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.843,7.77,1
10404,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.843,100,1
10404,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.843,0,1
10405,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.973,100,1
10405,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.973,100,1
10405,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",12.56,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.976,12.56,1
10405,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",81.63,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.976,81.63,1
10405,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.976,0,1
10406,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.790,100,1
10406,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.790,100,1
10406,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",5.8,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.793,5.8,1
10406,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",44,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.793,44,1
10406,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.793,0,1
10407,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.890,100,1
10407,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.890,100,1
10407,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",7.3,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.893,7.3,1
10407,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",89.39,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.893,89.39,1
10407,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.893,0,1
10408,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.863,100,1
10408,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.863,100,1
10408,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",8.44,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.866,8.44,1
10408,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",92.96,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.866,92.96,1
10408,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.870,0,1
10409,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.940,100,1
10409,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.940,100,1
10409,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",10.15,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.943,10.15,1
10409,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.943,100,1
10409,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.943,0,1
10410,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.916,100,1
10410,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.916,100,1
10410,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",8.31,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.916,8.31,1
10410,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.920,100,1
10410,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.920,0,1
10411,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.766,100,1
10411,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.766,100,1
10411,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",9.04,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.766,9.04,1
10411,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",100,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.766,100,1
10411,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:15.770,0,1
13325,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",0.58,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.836,0.58,1
13325,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",0.72,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.840,0.72,1
13325,1,"CPU","cpu",3,"AVG",1,"CPU_LOAD",0.4,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.840,0.4,1
13325,1,"CPU","cpu",5,"95TH",1,"CPU_LOAD",0.51,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.843,0.51,1
13325,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0.27,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.843,0.27,1
13325,2,"MEMORY","memory",6,"98TH",2,"MEMORY_PHYSICAL",902,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:17.580,0.88,1
13325,2,"MEMORY","memory",1,"MAX",2,"MEMORY_PHYSICAL",902,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:17.583,0.88,1
13325,2,"MEMORY","memory",3,"AVG",2,"MEMORY_PHYSICAL",886.23,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:17.583,0.87,1
13325,2,"MEMORY","memory",5,"95TH",2,"MEMORY_PHYSICAL",902,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:17.583,0.88,1
13325,2,"MEMORY","memory",2,"MIN",2,"MEMORY_PHYSICAL",836,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 09:22:17.586,0.82,1
13540,1,"CPU","cpu",6,"98TH",1,"CPU_LOAD",15.88,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.113,15.88,1
13540,1,"CPU","cpu",1,"MAX",1,"CPU_LOAD",65.33,3,"30 Days",2021-10-13 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:48:17.113,65.33,1
