d_device_pk,hostname,d_type,d_virtualsubtype,tags,no_tags,service_level,guest_count,total_cpus,cores_per_cpu,cpu_threads,Memory GB,CPU String,CPU Manufacturer,CPU Model,Operating System,Location,Make,Model,Row Color,Recommended Instance,Suggested OS,R-Lane Classification,cpu_95_level,cpu_max_level,mem_95_level,mem_max_level,iops_95_level,iops_max_level,dtotal_95_level,dtotal_max_level,dused_95_level,dused_max_level,sc_activity_level,sc_interface_level,rank_appcomp_level,rank_aff_device_cnt2_level,rank_sc_activity,rank_listener_cnt,sc_activity,listener_cnt,Web Server Count,App Layer Count,DB Count,Total AppComp Count,overall_appcomp_total,tot_appcomp_unq_cnt,app_comp_str,rank_appcomp,cpu_95,cpu_max,mem_95,mem_max,rank_cpu_95,rank_cpu_max,rank_mem_95,rank_mem_max,rank_iops_95,rank_iops_max,rank_dtotal_95,rank_dtotal_max,rank_dused_95,rank_dused_max,affin_cnt,affin_rec_cnt,rank_aff_device_cnt2,rc_sort,row_color_value,cpu_95_value,cpu_max_value,mem_95_value,mem_max_value,iops_95_value,iops_max_value,dtotal_95_value,dtotal_max_value,dused_95_value,dused_max_value,sc_activity_value,sc_interface_value,rank_appcomp_value,rank_aff_device_cnt2_value,summary_95,summary_max
"14985","i-0d513b3bd5a85a9fa","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"14986","i-0c9aec9711751ed1f","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"14987","i-0f270b1589e3b9d9a","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"14988","i-0e6795048c55be5e0","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"14989","i-05d83ef38f22c5c57","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"14990","i-0cd54001873db066a","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"14991","i-0c0f70e027194f15c","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"14992","i-06aa4ad6b861865eb","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"14993","i-0b1ab6d4af744b002","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"14994","i-0be19cecb8c4073d0","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"14995","i-0f824b8663e3c65f7","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"14996","i-06e8da7d00938d183","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"14997","i-0d5377c3427ebf3c3","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"14998","i-0c9ee770eaf61f403","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"14999","i-0cbaf1db320adc1f8","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15000","i-0d4d9076d447709ab","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15001","i-06af949e7df12b685","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15002","i-09fcfa8b0daa84c03","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15003","i-0886f357f9e33e28f","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15004","i-0e288200f034c0318","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15005","i-0f6c5d1e3b262ec72","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15006","i-0a09ca66ddca78b23","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15007","i-05c2ddf2a105f4ec2","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15008","i-0b8f1b088a895ce02","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15009","i-0e68776dbf8317d13","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15010","i-05c547010a4fbb0ea","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15011","i-0fc5c61ab447acb3a","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15012","i-08864362b44106937","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15013","i-08bbf1c59ffd61dd4","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15014","i-0892822d402bf234e","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15015","i-0d7a5c951069f7c09","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15016","i-0a7aaedb4c5355a4b","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15017","i-0e0350703a657e00a","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15018","i-0ace0296703614675","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15019","i-06c81b344cf7d7d99","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15020","i-0e55504b9ebbf42d7","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15021","i-0d8fdc1f4978491ee","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15022","i-09834512de5568e88","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15023","i-0c69a7dcb4aa8fa73","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15024","i-0f378f17306be2ff1","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15025","i-0cd5c5baf6fb9e747","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15026","i-072dd1dea660239ab","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15027","i-0f292de99083d9d42","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15028","i-0964c1f45bc24ade6","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15029","i-0e85559276e266d37","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15030","i-0d9bd26bfcbdee961","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15031","i-065068e70b1a3f2ee","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15032","i-06251cc10e646e115","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15033","i-0cdd88578028f93e5","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15034","i-09b329f0db69d1706","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15035","i-0b39db2d690869661","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15036","i-09a9353beb455b734","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15037","i-0a43cb636317dc062","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15038","i-0bce8b37b1c0f962f","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15039","i-0d43537b22ca87b4b","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15040","i-0c5516cc63a0b1212","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15041","i-0e7957468662492e8","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15042","i-064d7dc46737c40ac","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15043","i-0e0a3de841c22b2a8","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15044","i-0c5fb013191d4b64b","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15045","i-0a6b6c045a5db707a","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15046","i-05c239ea11d2ff231","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15047","i-0c55d70da062d3c89","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15048","i-0f1ec00fd7feedb28","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15049","i-0c8f301a7b1c64457","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15050","i-0ddfa57610a9bcf51","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15051","i-088dbc1c665921f1d","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15052","i-0e4143981c96f5545","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15053","i-0c154839d3e1aba3d","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15054","i-095def6d10252973b","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15055","i-0a135409adcd22d3f","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15056","i-05e862c702ead576b","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15057","i-0c746751c5fcaf89a","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15058","i-0de524bdde0d5f257","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15059","i-0bd24ada352995749","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15060","i-0d60324c2657a0ac7","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15061","i-0f4a0a5c4b1c6911f","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15062","i-0b817d6e6115956e7","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
