rudata_pk,sensor_type_id,sensor_type,sensor,metric_id,metric,measure_type_id,measure_type,value,units,infeed_outlet_id,timeperiod_id,timeperiod,window,start_time,end_time,device_fk,resource_fk,remotecollector_fk,last_updated
"264464991","14","STORAGE_DISK","3:3:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","436","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2443","113",2021-11-10 09:35:11.983
"264466341","14","STORAGE_DISK","3:4:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","437","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2444","113",2021-11-10 09:35:14.393
"264467691","14","STORAGE_DISK","3:5:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","438","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2445","113",2021-11-10 09:35:16.830
"264469041","14","STORAGE_DISK","3:6:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","439","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2446","113",2021-11-10 09:35:19.303
"264470391","14","STORAGE_DISK","3:7:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","440","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2447","113",2021-11-10 09:35:21.766
"264471741","14","STORAGE_DISK","3:8:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","441","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2448","113",2021-11-10 09:35:24.206
"264473091","14","STORAGE_DISK","3:9:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","442","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2449","113",2021-11-10 09:35:26.620
"264474441","14","STORAGE_DISK","3:10:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","443","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2450","113",2021-11-10 09:35:29.036
"264475791","14","STORAGE_DISK","3:11:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","444","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2451","113",2021-11-10 09:35:31.606
"264478491","14","STORAGE_DISK","3:13:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","446","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2453","113",2021-11-10 09:35:36.403
"264481191","14","STORAGE_DISK","3:15:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","448","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2455","113",2021-11-10 09:35:41.243
"264482541","14","STORAGE_DISK","3:16:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","449","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2456","113",2021-11-10 09:35:43.640
"264483891","14","STORAGE_DISK","3:17:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","450","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2457","113",2021-11-10 09:35:46.033
"264614536","14","STORAGE_DISK","da17","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","65","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2496","113",2021-11-10 09:39:41.350
"264615736","14","STORAGE_DISK","da17","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","65","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2522","113",2021-11-10 09:39:43.486
"264619336","14","STORAGE_DISK","da16","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","66","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2497","113",2021-11-10 09:39:50.106
"264620536","14","STORAGE_DISK","da16","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","66","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2523","113",2021-11-10 09:39:52.243
"264621736","14","STORAGE_DISK","da15","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","67","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2498","113",2021-11-10 09:39:54.376
"264622936","14","STORAGE_DISK","da15","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","67","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2524","113",2021-11-10 09:39:56.553
"264624136","14","STORAGE_DISK","da14","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","68","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2499","113",2021-11-10 09:39:58.860
"264625336","14","STORAGE_DISK","da14","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","68","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2525","113",2021-11-10 09:40:01.023
"264626536","14","STORAGE_DISK","da13","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","69","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2500","113",2021-11-10 09:40:03.180
"264485241","14","STORAGE_DISK","3:18:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","451","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2458","113",2021-11-10 09:35:48.566
"264627736","14","STORAGE_DISK","da13","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","69","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2526","113",2021-11-10 09:40:05.343
"264489291","14","STORAGE_DISK","3:21:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","454","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2461","113",2021-11-10 09:35:55.783
"264491991","14","STORAGE_DISK","3:23:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","456","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2463","113",2021-11-10 09:36:00.613
"264494846","14","STORAGE_DISK","1.2","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","479","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2300","113",2021-11-10 09:36:05.776
"264493346","14","STORAGE_DISK","1.1","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","478","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2299","113",2021-11-10 09:36:03.103
"264496346","14","STORAGE_DISK","1.3","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","480","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2301","113",2021-11-10 09:36:08.603
"264499346","14","STORAGE_DISK","1.5","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","482","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2303","113",2021-11-10 09:36:14.206
"264497846","14","STORAGE_DISK","1.4","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","481","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2302","113",2021-11-10 09:36:11.313
"264500846","14","STORAGE_DISK","1.6","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","483","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2304","113",2021-11-10 09:36:17.196
"264502346","14","STORAGE_DISK","1.7","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","484","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2305","113",2021-11-10 09:36:19.980
"264659091","14","STORAGE_DISK","0:1:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","92","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2330","113",2021-11-10 09:41:01.633
"264657741","14","STORAGE_DISK","0:0:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","91","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2326","113",2021-11-10 09:40:59.230
"264660441","14","STORAGE_DISK","0:2:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","93","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2333","113",2021-11-10 09:41:04.036
"264661791","14","STORAGE_DISK","0:3:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","94","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2336","113",2021-11-10 09:41:06.436
"264663141","14","STORAGE_DISK","0:4:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","95","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2339","113",2021-11-10 09:41:08.840
"264664491","14","STORAGE_DISK","0:5:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","96","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2342","113",2021-11-10 09:41:11.266
"264665841","14","STORAGE_DISK","0:6:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","97","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2345","113",2021-11-10 09:41:13.876
"264667191","14","STORAGE_DISK","0:7:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","98","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2349","113",2021-11-10 09:41:16.273
"264668541","14","STORAGE_DISK","0:8:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","99","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2352","113",2021-11-10 09:41:18.680
"264565336","14","STORAGE_DISK","da21","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","630","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2518","113",2021-11-10 09:38:13.063
"264566536","14","STORAGE_DISK","da20","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","631","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2493","113",2021-11-10 09:38:15.193
"264564136","14","STORAGE_DISK","da21","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","630","1","1 Day",29,2021-10-12 07:00:00.000,2021-10-13 07:00:00.000,"","2492","113",2021-11-10 09:38:10.906
"264567696","14","STORAGE_DISK","da20","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","631","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2519","113",2021-11-10 09:38:17.280
"264568896","14","STORAGE_DISK","da19","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","632","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2494","113",2021-11-10 09:38:19.456
"264570096","14","STORAGE_DISK","da19","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","632","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2520","113",2021-11-10 09:38:21.626
"264375846","14","STORAGE_DISK","0:9:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","370","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2355","113",2021-11-10 09:32:31.870
"264377196","14","STORAGE_DISK","0:10:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","371","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2358","113",2021-11-10 09:32:34.263
"264378546","14","STORAGE_DISK","0:11:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","372","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2361","113",2021-11-10 09:32:36.666
"264379896","14","STORAGE_DISK","0:12:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","373","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2364","113",2021-11-10 09:32:39.060
"264382596","14","STORAGE_DISK","0:14:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","375","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2370","113",2021-11-10 09:32:43.846
"264588096","14","STORAGE_DISK","da18","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","64","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2495","113",2021-11-10 09:38:54.026
"264589296","14","STORAGE_DISK","da18","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","64","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2521","113",2021-11-10 09:38:56.186
"264385296","14","STORAGE_DISK","0:16:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","377","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2376","113",2021-11-10 09:32:49.050
"264386646","14","STORAGE_DISK","0:17:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","378","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2381","113",2021-11-10 09:32:51.436
"264387996","14","STORAGE_DISK","0:18:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","379","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2382","113",2021-11-10 09:32:53.983
"264390696","14","STORAGE_DISK","0:20:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","381","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2386","113",2021-11-10 09:32:58.816
"264393396","14","STORAGE_DISK","0:22:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","383","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2390","113",2021-11-10 09:33:03.623
"264396096","14","STORAGE_DISK","1:0:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","385","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2392","113",2021-11-10 09:33:08.433
"264397446","14","STORAGE_DISK","1:1:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","386","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2393","113",2021-11-10 09:33:10.856
"264398796","14","STORAGE_DISK","1:2:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","387","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2394","113",2021-11-10 09:33:13.276
"264400146","14","STORAGE_DISK","1:3:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","388","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2395","113",2021-11-10 09:33:15.680
"264401496","14","STORAGE_DISK","1:4:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","389","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2396","113",2021-11-10 09:33:18.090
"264402846","14","STORAGE_DISK","1:5:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","390","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2397","113",2021-11-10 09:33:20.533
"264404196","14","STORAGE_DISK","1:6:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","391","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2398","113",2021-11-10 09:33:22.926
"264405546","14","STORAGE_DISK","1:7:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","392","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2399","113",2021-11-10 09:33:25.333
"264406896","14","STORAGE_DISK","1:8:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","393","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2400","113",2021-11-10 09:33:27.733
"264408246","14","STORAGE_DISK","1:9:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","394","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2401","113",2021-11-10 09:33:30.160
"264409596","14","STORAGE_DISK","1:10:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","395","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2402","113",2021-11-10 09:33:32.716
"264410946","14","STORAGE_DISK","1:11:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","396","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2403","113",2021-11-10 09:33:35.120
"264412296","14","STORAGE_DISK","1:12:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","397","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2404","113",2021-11-10 09:33:37.516
"264414996","14","STORAGE_DISK","1:14:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","399","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2406","113",2021-11-10 09:33:42.333
"264417696","14","STORAGE_DISK","1:16:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","401","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2408","113",2021-11-10 09:33:47.186
"264419046","14","STORAGE_DISK","1:17:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","402","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2409","113",2021-11-10 09:33:49.636
"264420396","14","STORAGE_DISK","1:18:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","403","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2410","113",2021-11-10 09:33:52.036
"264423096","14","STORAGE_DISK","1:20:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","405","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2412","113",2021-11-10 09:33:56.833
"264425796","14","STORAGE_DISK","1:22:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","407","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2414","113",2021-11-10 09:34:01.673
"264428496","14","STORAGE_DISK","2:0:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","409","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2416","113",2021-11-10 09:34:06.490
"264429846","14","STORAGE_DISK","2:1:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","410","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2417","113",2021-11-10 09:34:08.890
"264431196","14","STORAGE_DISK","2:2:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","411","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2418","113",2021-11-10 09:34:11.313
"264432546","14","STORAGE_DISK","2:3:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","412","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2419","113",2021-11-10 09:34:13.873
"264433896","14","STORAGE_DISK","2:4:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","413","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2420","113",2021-11-10 09:34:16.293
"264435246","14","STORAGE_DISK","2:5:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","414","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2421","113",2021-11-10 09:34:18.696
"264436596","14","STORAGE_DISK","2:6:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","415","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2422","113",2021-11-10 09:34:21.136
"264437946","14","STORAGE_DISK","2:7:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","416","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2423","113",2021-11-10 09:34:23.536
"264439296","14","STORAGE_DISK","2:8:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","417","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2424","113",2021-11-10 09:34:25.923
"264440646","14","STORAGE_DISK","2:9:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","418","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2425","113",2021-11-10 09:34:28.333
"264441996","14","STORAGE_DISK","2:10:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","419","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2426","113",2021-11-10 09:34:30.733
"264443346","14","STORAGE_DISK","2:11:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","420","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2427","113",2021-11-10 09:34:33.116
"264444696","14","STORAGE_DISK","2:12:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","421","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2428","113",2021-11-10 09:34:35.506
"264447396","14","STORAGE_DISK","2:14:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","423","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2430","113",2021-11-10 09:34:40.306
"264451446","14","STORAGE_DISK","2:17:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","426","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2433","113",2021-11-10 09:34:47.580
"264450096","14","STORAGE_DISK","2:16:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","425","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2432","113",2021-11-10 09:34:45.110
"264452796","14","STORAGE_DISK","2:18:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","427","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2434","113",2021-11-10 09:34:50.156
"264455496","14","STORAGE_DISK","2:20:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","429","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2436","113",2021-11-10 09:34:54.973
"264458196","14","STORAGE_DISK","2:22:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","431","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2438","113",2021-11-10 09:34:59.813
"264460896","14","STORAGE_DISK","3:0:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","433","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2440","113",2021-11-10 09:35:04.656
"264462246","14","STORAGE_DISK","3:1:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","434","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2441","113",2021-11-10 09:35:07.073
"264463596","14","STORAGE_DISK","3:2:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","435","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2442","113",2021-11-10 09:35:09.473
"264464946","14","STORAGE_DISK","3:3:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","436","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2443","113",2021-11-10 09:35:11.923
"264466296","14","STORAGE_DISK","3:4:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","437","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2444","113",2021-11-10 09:35:14.333
"264467646","14","STORAGE_DISK","3:5:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","438","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2445","113",2021-11-10 09:35:16.770
"264468996","14","STORAGE_DISK","3:6:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","439","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2446","113",2021-11-10 09:35:19.243
"264470346","14","STORAGE_DISK","3:7:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","440","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2447","113",2021-11-10 09:35:21.706
"264471696","14","STORAGE_DISK","3:8:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","441","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2448","113",2021-11-10 09:35:24.146
"264473046","14","STORAGE_DISK","3:9:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","442","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2449","113",2021-11-10 09:35:26.560
"264474396","14","STORAGE_DISK","3:10:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","443","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2450","113",2021-11-10 09:35:28.980
"264475746","14","STORAGE_DISK","3:11:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","444","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2451","113",2021-11-10 09:35:31.550
"264478446","14","STORAGE_DISK","3:13:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","446","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2453","113",2021-11-10 09:35:36.343
"264481146","14","STORAGE_DISK","3:15:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","448","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2455","113",2021-11-10 09:35:41.186
"264482496","14","STORAGE_DISK","3:16:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","449","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2456","113",2021-11-10 09:35:43.583
"264483846","14","STORAGE_DISK","3:17:0","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","450","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2457","113",2021-11-10 09:35:45.976
"264614496","14","STORAGE_DISK","da17","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","65","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2496","113",2021-11-10 09:39:41.296
"264615696","14","STORAGE_DISK","da17","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","65","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2522","113",2021-11-10 09:39:43.436
"264619296","14","STORAGE_DISK","da16","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","66","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2497","113",2021-11-10 09:39:50.056
"264620496","14","STORAGE_DISK","da16","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","66","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2523","113",2021-11-10 09:39:52.190
"264622896","14","STORAGE_DISK","da15","2","MIN","58","STORAGE_READ_PER_SEC",0,"#/s","67","1","1 Day",30,2021-10-11 07:00:00.000,2021-10-12 07:00:00.000,"","2524","113",2021-11-10 09:39:56.500
