dim_parking_bay_id,bay_id,marker_id,meter_id,rd_seg_id,rd_seg_dsc,load_id,loaded_on
"AF701D48-710D-439B-A933-B700B184CB23",21260,"","","21342","Miller Street between Abbotsford Street and Lothian Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"56E4E689-9BFD-49EB-8ADE-68F52EDC9201",21168,"","","22470","St Kilda Road between Bromby Street and Toorak Road","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"9B29652A-F4BC-4BB7-9695-4B932C036ED1",22185,"","","21931","George Street between Powlett Street and Clarendon Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"BBD6935F-78DC-432C-A269-C7B4C1D6FA93",22008,"","","20453","Leicester Street between Victoria Street and Berkeley Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8EC82DD5-E350-4223-85BF-EE3772A0A0AF",22324,"","","21550","Railway Place between Dryburgh Street and Ireland Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"9500B238-7B63-4022-BAA5-B56B72EB8DE9",22388,"","","22492","Alexandra Avenue between Swan Street Bridge and Anderson Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"FC385D13-EDD5-43DD-ABF4-6CB9B4A5E7D5",22974,"","","22199","Bromby Street between Arnold Street and St Kilda Road","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"B4B4A5A6-4893-467B-AFEF-5AD94ADEB84B",20956,"","","20049","Little Bourke Street between Spring Street and Exhibition Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"0BFE65B5-E905-4DF5-943B-39B81DA32B8E",22113,"","","22686","Flemington Road between Elizabeth Street and Blackwood Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"CE6A3D0E-C91C-4E19-BC31-E109DFF7E84B",22385,"","","22492","Alexandra Avenue between Swan Street Bridge and Anderson Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"6C082B7E-F86E-4E12-B663-EB7815057CDD",22561,"","","21429","Stanley Street between King Street and Spencer Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"30567449-7EDA-47D7-89C5-E4427C496143",21119,"","","20014","Lonsdale Street between King Street and Spencer Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"E881E26D-FB46-484F-8C1E-5DA8FDC9054C",21772,"","","20479","Pelham Street between Leicester Street and Barry Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"2105248B-E7E1-4507-B486-2A590A798F34",22379,"","","22492","Alexandra Avenue between Swan Street Bridge and Anderson Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"FF76FB7B-E640-4546-8251-552CE5F9793C",22545,"","","20928","O'Connell Street between Victoria Street and Queensberry Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"FCDCEB0C-63C9-4C6C-BB38-39031C094486",5996,"","","21994","Webb Lane from Berry Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"95BED95F-7C7C-4344-A23C-42FDE3F43725",21095,"","","20171","Queen Street between Flinders Lane and Collins Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"707F91BD-539C-42FB-AFA0-D6B8D4AF521B",21233,"","","20509","Cardigan Street between Pelham Street and Argyle Place North","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"84853291-3226-4710-A44D-E532EAA19897",21988,"","","22501","Nicholson Street between Victoria Street and Carlton Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"A07EE6D3-F079-41F0-9232-E296C038F143",22443,"","","20114","Collins Street between Elizabeth Street and Queen Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"A4A3F01E-5F76-4311-8967-437FF5F65EE5",21823,"","","21643","A'Beckett Street between Swanston Street and Elizabeth Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"E51CAD2B-A8AD-45D1-9455-43BE2BF2A1CB",21991,"","","22501","Nicholson Street between Victoria Street and Carlton Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"81C057AB-D164-4C12-8B8F-E5F12A51F552",22423,"","","20146","Russell Street between Flinders Street and Flinders Lane","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"6412ABEF-A146-4AD4-922D-22D725D78CB1",22373,"","","22691","Intersection of Alexandra Avenue and Swan Street Bridge","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"EDA012A9-509F-41C2-8313-850CFE66CA62",22601,"","","21212","Canning Street between Dryburgh Street and Shiel Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"01CB8FB8-DBA2-43C5-B028-2EF8D1AD95CF",22238,"","","22470","St Kilda Road between Bromby Street and Toorak Road","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"0344FB6C-F201-4BBF-A2AF-6322AC736A3D",22392,"","","22492","Alexandra Avenue between Swan Street Bridge and Anderson Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"3FDA2AE7-5241-4ACF-A0B1-50646DFE581B",22020,"","","20453","Leicester Street between Victoria Street and Berkeley Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C9D5DF4E-1C65-4380-863C-03260110FFFA",22295,"","","22466","St Kilda Road between Southbank Boulevard and Grant Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"E0A16570-E682-46FE-A83E-6A3942655A36",22546,"","","22231","Domain Road between Anderson Street and Marne Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"284B1533-E266-4908-A4BF-A59F3B6EA5F5",21269,"","","21342","Miller Street between Abbotsford Street and Lothian Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"F67284AB-B156-4B92-8896-952E01DB97D1",22596,"","","21688","Macaulay Road between Henry Street and Kensington Road","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C8521DA0-90C4-4AE0-9519-59438A86CF7D",21848,"","","21553","Nicholson Street between Spring Street and Albert Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"0AC605C8-1015-4F26-857E-D2257B90CDE4",22316,"","","21550","Railway Place between Dryburgh Street and Ireland Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"4035E9B7-DE62-4370-A38C-6808C148EDBC",22240,"","","22199","Bromby Street between Arnold Street and St Kilda Road","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"28230D38-CAC5-44BE-93C3-DF3F70C1F540",22343,"","","22855","Doepel Way between Docklands Drive and Newquay Promenade","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C0D9BA0E-F879-4FD2-9DD1-F249E358C1BC",22086,"","","23256","Docklands Drive between Pearl River Road and Docklands Drive","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"EF438B47-9C3F-4691-858B-609AB268FFD8",23006,"","","22606","Intersection of Royal Parade and Degraves Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"DE114E57-4589-4283-B258-2766C9A1B175",21264,"","","21342","Miller Street between Abbotsford Street and Lothian Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8E934913-7036-4294-B4DE-48736FFDD513",22205,"","","20137","Flinders Lane between King Street and Spencer Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"76C16F46-A083-4F9F-8B42-4AAFAD32A7C2",21093,"","","20171","Queen Street between Flinders Lane and Collins Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"7D72F2CF-EF0D-401C-B0F2-0A1E2ED8A29E",22405,"","","20024","La Trobe Street between Elizabeth Street and Queen Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"08B22E59-F1E5-4E90-A277-4EDDF9625E7B",20957,"","","20049","Little Bourke Street between Spring Street and Exhibition Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"992464D5-41F6-41C5-A1EC-C3F2FF298EB7",21147,"","","22213","Toorak Road between Hope Street and Millswyn Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"D73BA53C-5AB3-42D0-A50E-A6C1A1E20001",22030,"","","21631","Elizabeth Street between Franklin Street and Therry Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"50224FF6-0C3E-4349-A065-81C4035A1F0C",22164,"","","21609","MacKenzie Street between Victoria Street and Russell Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"6B487218-F49E-44CF-B4F0-0D60D23CCC29",22269,"","","20484","Swanston Street between Queensberry Street and Lincoln Square South","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"2BB9A31C-2E2F-4F57-BCAA-ABED956CC4E9",22567,"","","21429","Stanley Street between King Street and Spencer Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"31BE5537-0A54-47F0-9F25-F6F37426068F",21154,"","","22725","Intersection of Toorak Road and Hope Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C2DFA6A1-7DED-45B8-8BDF-B09493C0215C",21225,"","","20752","Argyle Place North between Lygon Street and Cardigan Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"A32657BC-93FC-49D9-BD8F-0E55C334B5E4",21244,"","","20526","Lygon Street between Argyle Place South and Pelham Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"6FCACFFF-897D-4154-AC2F-B701091ECCCA",22206,"","","20137","Flinders Lane between King Street and Spencer Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"E3CF8A85-9DDB-4CEC-90B3-C39B2591428D",22226,"","","22106","Wells Street between Grant Street and Miles Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"27E50511-7BB3-4E4F-A6DC-7333488B647B",22319,"","","21550","Railway Place between Dryburgh Street and Ireland Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"3A273527-E9BC-44BA-9CBF-07300FBB2D28",21164,"","","22212","Toorak Road between Adams Street and Domain Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8ED7A263-6739-4768-87EA-CBA1920E9773",21166,"","","22209","Toorak Road between St Kilda Road and Adams Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"9EE35FDB-AF39-40F1-BF00-C5B3727559BF",21438,"","","22651","Elizabeth Street between Little La Trobe Street and A'Beckett Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"5E4E6757-679E-4255-93FC-6F940A6F6C05",21657,"","","20042","Little Lonsdale Street between Elizabeth Street and Queen Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"B9F33962-D676-4F48-928B-3301BEF1FAE6",22285,"","","22087","St Kilda Road between Yarra River and Southbank Boulevard","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"FDDF112C-B7AA-4ADA-9199-D48EEF923C5F",22995,"","","22599","College Crescent between Royal Parade and Cemetery Road West","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"75CE00DD-A7C5-451B-A45E-BAE8FF4EF82B",21787,"","","20554","Rathdowne Street between Victoria Street and Queensberry Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"05636DEE-8393-47FB-90A8-8D4A57270A46",21933,"","","22010","Haig Street between Clarendon Street and Westgate Freeway","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"5C1A5ADC-717B-4835-9A39-AB832348D8F0",22041,"","","20022","La Trobe Street between Swanston Street and Elizabeth Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"3C460CED-8CE8-4CC5-942D-8DA89D4C7EB4",21256,"","","21342","Miller Street between Abbotsford Street and Lothian Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"ABF176EC-8FF3-44AB-BB24-AE455B5A4EE6",21776,"","","20464","Bouverie Street between Queensberry Street and Lincoln Square South","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"FA2AF50D-76FC-433D-B202-D56477FC31DE",21831,"","","21515","King Street between Jeffcott Street and Batman Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"6F4E16BC-36A6-4453-90C3-FCC7A2157BED",20976,"","","20139","Exhibition Street between Flinders Lane and Collins Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"60CF1714-30DC-4608-A40A-B28C7EAFA8F5",21135,"","","22213","Toorak Road between Hope Street and Millswyn Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"D19ACC3C-AF88-490D-BC64-5C058D117B9D",21922,"","","22066","City Road between Southgate Avenue and Sturt Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"4B007EC7-46E9-4DA7-A427-F938C3E66100",22476,"","","20105","Little Collins Street between King Street and Spencer Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"27BFCD4F-F1D8-4587-9B02-988D15105D44",22480,"","","20120","Collins Street between King Street and Spencer Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"A3131090-8E2C-496E-87B8-316041F29831",22629,"","","21549","Railway Place between Abbotsford Street and Adderley Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"544B3282-E0EE-4DA2-A633-673BDFF87C2A",23025,"","","22598","Intersection of College Crescent and Princes Park Drive","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"CCFE5079-5C6D-45C9-9D1C-67BD459449BB",21261,"","","21342","Miller Street between Abbotsford Street and Lothian Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"78DD01CC-1978-438D-B973-61EFE6E0C005",21417,"","","21376","Eades Place between Stanley Street and Roden Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"25ECBCC8-564B-47B8-821F-0C09231D63A3",21439,"","","22651","Elizabeth Street between Little La Trobe Street and A'Beckett Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C7086F32-AB39-4C11-AB91-FF157987133E",22305,"","","20482","Swanston Street between Victoria Street and Queensberry Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"AEB60357-9A1F-48FE-87B0-AACC9790AC61",22341,"","","22855","Doepel Way between Docklands Drive and Newquay Promenade","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"295303FD-080F-4E8D-9F43-473D9FA298CD",23013,"","","22599","College Crescent between Royal Parade and Cemetery Road West","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"5639F51A-5F9D-49BA-AC25-516FF5D6F9BE",21088,"","","20171","Queen Street between Flinders Lane and Collins Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"1183F57D-447D-4458-A53D-70765EF8AC74",22019,"","","20453","Leicester Street between Victoria Street and Berkeley Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C27C879C-3AFC-4586-A61F-23A4000E7F76",22265,"","","20484","Swanston Street between Queensberry Street and Lincoln Square South","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C2F144D8-F2A7-478C-8691-7CB6193DE9B4",22302,"","","22500","Queensberry Street between Cardigan Street and Swanston Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"2FF1DDA7-433D-4BD6-B167-B7F144CE6FA7",22314,"","","21439","Ireland Street between Dryburgh Street and Anderson Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"7E746446-2D51-4EAE-9F0A-9AFD567365F2",22616,"","","","","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C5E2786D-F4B8-437B-A003-57E20FC2B887",23030,"","","20897","Eades Street between Victoria Parade and Albert Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"BF85280E-B07E-43E2-B386-ED967D735F29",8060,"","","21587","Albert Street between Powlett Street and Clarendon Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"52C30CA3-A020-4AAB-BA50-2B5F5BE07A68",22982,"","","22199","Bromby Street between Arnold Street and St Kilda Road","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"72D2CBEC-4B5A-42EE-8EF0-8345E0EEB9DE",21100,"","","20171","Queen Street between Flinders Lane and Collins Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"17AF5450-4F35-43E0-9987-A9CEA7B4FA90",21144,"","","22213","Toorak Road between Hope Street and Millswyn Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"2BFBE14D-4C9A-4723-B701-6DA03985AEF1",21148,"","","22213","Toorak Road between Hope Street and Millswyn Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"9E9DF79B-2188-44E6-9384-152F319EB2AC",21206,"","","20460","Leicester Street between Pelham Street and Grattan Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"6EF2E555-E181-496E-BB77-33A0BB1B309B",21287,"","","21182","Flemington Road between Villiers Street and Harcourt Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"823823D7-9087-4071-9A8F-A08E11D948D4",21913,"","","20154","Swanston Street between Flinders Street and Flinders Lane","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"12604357-2DE1-47AE-8024-275975A3569D",22087,"","","23256","Docklands Drive between Pearl River Road and Docklands Drive","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"01720906-AEA8-4954-B41D-A8F083BDBD2C",22102,"","","22434","Royal Parade between MacArthur Road and Leonard Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"6BF46E98-21F4-42CC-9856-B9AF7FCAB177",22138,"","","21479","Rosslyn Street between Adderley Street and Spencer Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"3976B34B-3576-4AD3-826D-003681850631",21419,"","","21380","Stanley Street between Chetwynd Street and King Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"20815887-0CE3-4D98-B3FC-05E3CFFF2EE1",21420,"","","21380","Stanley Street between Chetwynd Street and King Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8575AFE8-3D86-4320-9750-0C8DCB5CAF36",21721,"","","21586","Victoria Parade between Powlett Street and Clarendon Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"1F83A12D-622F-4F26-B834-4B16DEF6048B",21990,"","","22501","Nicholson Street between Victoria Street and Carlton Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"A6835B20-A3B8-43D9-B90A-EBC65B5028E1",22031,"","","21631","Elizabeth Street between Franklin Street and Therry Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"6EAC100B-8DB8-4491-B7FB-FC93FE5F3C77",22112,"","","22686","Flemington Road between Elizabeth Street and Blackwood Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"EFA40A16-563E-423D-A6DC-F297BF180D9E",22402,"","","20024","La Trobe Street between Elizabeth Street and Queen Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"DE16A36D-38D7-4ED7-A42C-4D8AFC0B2D40",22435,"","","20129","Flinders Lane between Elizabeth Street and Queen Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"68DBA963-64A5-458A-AB6C-EDFD138736B0",23014,"","","22599","College Crescent between Royal Parade and Cemetery Road West","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"CB00B86E-D59D-4F4B-B8DF-34BFFFC10E30",20985,"","","20009","Lonsdale Street between Elizabeth Street and Queen Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"A5418A1E-5E35-4767-94F0-F2FC76A214AD",21058,"","","21373","Roden Street between King Street and Eades Place","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8A6DDA24-A679-4C68-B558-B5326A3762ED",22323,"","","21550","Railway Place between Dryburgh Street and Ireland Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8E9129AF-1728-45DD-A7C9-C29DD3D8B063",22431,"","","20146","Russell Street between Flinders Street and Flinders Lane","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"3D8D4449-A09B-4AB9-A3E7-4BD04428AB5B",21195,"","","20013","Lonsdale Street between William Street and King Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8D79654B-014A-4CDE-8F7C-9199A774FF49",21639,"","","20078","Bourke Street between Exhibition Street and Russell Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"725FCB19-B446-402E-964D-C22A843E3D37",21977,"","","22501","Nicholson Street between Victoria Street and Carlton Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"9901E1F1-2AD6-4750-AACD-3FB121FBE031",21031,"","","22079","Southbank Boulevard between Sturt Street and Moore Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"F560907A-D30E-4D26-A135-E6F3C2C859A3",22130,"","","21479","Rosslyn Street between Adderley Street and Spencer Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"7BFF142D-98F2-408D-9451-6A9E5F654024",22280,"","","22087","St Kilda Road between Yarra River and Southbank Boulevard","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"628DFBC5-0084-4B39-A4A8-311B27A97EB4",22227,"","","22106","Wells Street between Grant Street and Miles Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"7CA3A690-179B-42FE-AF73-8C260B870571",22290,"","","22466","St Kilda Road between Southbank Boulevard and Grant Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"F1C38355-4C52-41A9-A8B7-63E829D72C2C",21099,"","","20171","Queen Street between Flinders Lane and Collins Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"4E3F0FCB-C864-4D07-AED6-EF42C68DF6EF",21447,"","","20143","Exhibition Street between Little Bourke Street and Lonsdale Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"11BD0C18-508F-4DFB-81C3-FA122E8183EA",21724,"","","21586","Victoria Parade between Powlett Street and Clarendon Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"3332C53C-14A6-4682-A123-36A04F645820",21761,"","","20848","Grattan Street between Bouverie Street and Leicester Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"A2EB527B-68EC-4B01-ABCF-B062DC25CB24",21970,"","","22501","Nicholson Street between Victoria Street and Carlton Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"12AD5DE7-CA81-4448-8A84-C32572D4EDA1",22160,"","","21609","MacKenzie Street between Victoria Street and Russell Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"D0E688E1-7D7B-491A-AE55-562D713F21A5",22488,"","","20106","Collins Street between Spring Street and Exhibition Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"0D99240B-86DD-46E8-A452-C3B0AFA5F0FC",22977,"","","22199","Bromby Street between Arnold Street and St Kilda Road","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"920246A2-9D8A-4D7E-96ED-B16966D74B78",20958,"","","20049","Little Bourke Street between Spring Street and Exhibition Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"104D2A6F-8B35-47D9-A7D3-D08634FF577D",21456,"","","20143","Exhibition Street between Little Bourke Street and Lonsdale Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"73528940-6F63-4E87-9922-B37C1FB38EEE",21775,"","","20464","Bouverie Street between Queensberry Street and Lincoln Square South","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"53E39E47-E239-41FE-80C2-C5D843AB5876",21746,"","","21587","Albert Street between Powlett Street and Clarendon Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"FFB3AE02-3D83-4524-A0C8-543064B1C86E",22196,"","","22819","Collins Street between Spencer Street and Batmans Hill Drive","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"D4850842-87C3-427D-A6DE-B6E766426F50",20964,"","","20059","Little Bourke Street between Queen Street and William Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"E2645E67-A53A-40C2-A50E-AAF373607789",21172,"","","22212","Toorak Road between Adams Street and Domain Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"7186F48F-8B00-47AD-82F6-93C0970DE8E3",22004,"","","20453","Leicester Street between Victoria Street and Berkeley Street","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
