Host Last Discovered,VM Manager Name,Host Device Name,Host OS Name,Host Cores,Host Ram,VM Count Allocated,Total vCores Allocated,Total Ram Allocated,VM Count In Service,Total vCores In Service,Total Ram In Service,VMs Allocated,VMs In Service,Cores Percent Allocated,Ram Percent Allocated,Cores Percent In Service,Ram Percent In Service
2021-11-12 05:13:12.113,"","esxi-014.device42.pvt","VMware ESXi",8,128,37,67,150,37,67,150,"d42-80-52 | ubu-will-docker01-3-43 | ubu-f5web1-3-26.device42.pvt | D42-16-22 | ubu-sftp-3-33 | /vmfs/volumes/59f33210-90b3fe9a-3291-a4badb0b7c2a/14.1.0 - backup%2frestore/14.1.0 - backup%2frestore.vmx | D42-for-Interviews | ServicesDiscTest | ubu-jboss-3-27 | ubu-f5mw1-13-3.device42.pvt | ubu-f5db-14-4.device42.pvt | ubu-f5db-14-3.device42.pvt | anatolii-ucs | ubu-f5web2-3-25.device42.pvt | RCUpgradeTest | D42-16-21-Brugge-For-Sam | ubu-jira-3-18 | ubu-glassfish-3-28 | ubu-foreman-3-31 | ubu-integration-003-3-12 | greg-sandbox01 | ubu-nodejs-3-29 | ubu-pxe-test0 | wil-pxe-auto-06 | wil-pxe-auto-07 | ubu-pxemac-test1 | thx1138 | /vmfs/volumes/59f33210-90b3fe9a-3291-a4badb0b7c2a/Sam-13.6 temp/Sam-13.6 temp.vmx | ubu-weblogic-3-30.device42.pvt | D42-EXCH01.d42-root.local | /vmfs/volumes/59f33210-90b3fe9a-3291-a4badb0b7c2a/Spenser_licence_test-3-45/Spenser_licence_test-3-45.vmx | D42-16-20-Brugge | w2k16-sharepoint-3-32 | VRA02 | Demo Res WDS Host | D42-CentOS-Greg (Exago Testing) | ubu-f5mw2-13-4.device42.pvt","d42-80-52 | ubu-will-docker01-3-43 | ubu-f5web1-3-26.device42.pvt | D42-16-22 | ubu-sftp-3-33 | /vmfs/volumes/59f33210-90b3fe9a-3291-a4badb0b7c2a/14.1.0 - backup%2frestore/14.1.0 - backup%2frestore.vmx | D42-for-Interviews | ServicesDiscTest | ubu-jboss-3-27 | ubu-f5mw1-13-3.device42.pvt | ubu-f5db-14-4.device42.pvt | ubu-f5db-14-3.device42.pvt | anatolii-ucs | ubu-f5web2-3-25.device42.pvt | RCUpgradeTest | D42-16-21-Brugge-For-Sam | ubu-jira-3-18 | ubu-glassfish-3-28 | ubu-foreman-3-31 | ubu-integration-003-3-12 | greg-sandbox01 | ubu-nodejs-3-29 | ubu-pxe-test0 | wil-pxe-auto-06 | wil-pxe-auto-07 | ubu-pxemac-test1 | thx1138 | /vmfs/volumes/59f33210-90b3fe9a-3291-a4badb0b7c2a/Sam-13.6 temp/Sam-13.6 temp.vmx | ubu-weblogic-3-30.device42.pvt | D42-EXCH01.d42-root.local | /vmfs/volumes/59f33210-90b3fe9a-3291-a4badb0b7c2a/Spenser_licence_test-3-45/Spenser_licence_test-3-45.vmx | D42-16-20-Brugge | w2k16-sharepoint-3-32 | VRA02 | Demo Res WDS Host | D42-CentOS-Greg (Exago Testing) | ubu-f5mw2-13-4.device42.pvt",837.5,117.1875,837.5,117.1875
2021-02-19 05:07:31.846,"","esxi-015.device42.pvt","VMware ESXi",8,128,18,35,67,18,35,67,"D42_v15_00_restore | d42-qa-rc-3-232 | d42-qa-rc-30-76 | qatest2 | d42_rinaldi | w2kr2-ad-3-66 | D42_Azure_Test | d42qaelkstack-3-51 | MirzaUbuntu | d42centosqatest2 | ovirt-002 | d42-qa-rc-3-233 | centostest_joe | centostest_roman | qatest1 | d42qajenkins-3-50 | jirasd01-3-78 | d42centosqatest1","D42_v15_00_restore | d42-qa-rc-3-232 | d42-qa-rc-30-76 | qatest2 | d42_rinaldi | w2kr2-ad-3-66 | D42_Azure_Test | d42qaelkstack-3-51 | MirzaUbuntu | d42centosqatest2 | ovirt-002 | d42-qa-rc-3-233 | centostest_joe | centostest_roman | qatest1 | d42qajenkins-3-50 | jirasd01-3-78 | d42centosqatest1",437.5,52.3438,437.5,52.3438
2021-11-12 05:13:12.170,"","esxi-017.device42.pvt","VMware ESXi",8,96,65,159,609,65,159,609,"D42-v8 | SE-TEST-v16 | RC_13_04 | D42-25686-MA | SE-250-130-StandBy | qualyscentos15 | wathek-dev-3-132 | ESXi4_1_NESTED | Device42-V15_07-3-205 | OVM_Server-3-186 | D42-Web01-3-220 | centosdev2-3-140 | DRW-CentOS-3-134 | D42-19191-RC-1 | SCAP-RC | CentosBeta-3-143 | IngramDB-27429 | SB-MA | exagotest1 | D42-19191-MA | oracle-vm-manager | D42-1615-17-Upgrade | centosautomation | Rundeck_13165 | SE-Pavel-v15-Standby | Exago-Win-80-54 | ubu-confluence-3-192 | exagotest2 | D42-RC-16-17-00 | jira-demo-01 | Device42_v15_02 | RC_1_15_11_Anatolii | Debian8 | SE-Pavel-v15-3.135 | SCAP-MA-16 | Xen_7_1_1_Nested | Solaris-RBAC | DagIntl-DB-16-04 | qualyscentos15_1 | D42-RC-15.00.00 | centos_dev42_test1-3-196 | sapconcur-1600 | Device42_v15_00 | houstonmethodist-160502 | D42_v15_11_00-Anatolii | houstonmethodist-160401 | Netscaler-10.5-3-189 | Monitor | D42-Dev-Base-3-219 | w2k8-wds-3-228 | RC_2_15_11-Anatolii | houstonmethodist-1607 | houstonmethodist-1611 | houstonmethodist-1600 | D42_v15_14148 | TricapDB-26952 | Amobee_160801 | D42-RC-16-04 | D42-RC-16-15 | houstonmethodist-1603 | RC-16-17-For-Peter | BIGIP-11-5.2-80-41 | D42-RC19191-RC-2 | houstonmethodist-160601 | houstonmethodist-160802","D42-v8 | SE-TEST-v16 | RC_13_04 | D42-25686-MA | SE-250-130-StandBy | qualyscentos15 | wathek-dev-3-132 | ESXi4_1_NESTED | Device42-V15_07-3-205 | OVM_Server-3-186 | D42-Web01-3-220 | centosdev2-3-140 | DRW-CentOS-3-134 | D42-19191-RC-1 | SCAP-RC | CentosBeta-3-143 | IngramDB-27429 | SB-MA | exagotest1 | D42-19191-MA | oracle-vm-manager | D42-1615-17-Upgrade | centosautomation | Rundeck_13165 | SE-Pavel-v15-Standby | Exago-Win-80-54 | ubu-confluence-3-192 | exagotest2 | D42-RC-16-17-00 | jira-demo-01 | Device42_v15_02 | RC_1_15_11_Anatolii | Debian8 | SE-Pavel-v15-3.135 | SCAP-MA-16 | Xen_7_1_1_Nested | Solaris-RBAC | DagIntl-DB-16-04 | qualyscentos15_1 | D42-RC-15.00.00 | centos_dev42_test1-3-196 | sapconcur-1600 | Device42_v15_00 | houstonmethodist-160502 | D42_v15_11_00-Anatolii | houstonmethodist-160401 | Netscaler-10.5-3-189 | Monitor | D42-Dev-Base-3-219 | w2k8-wds-3-228 | RC_2_15_11-Anatolii | houstonmethodist-1607 | houstonmethodist-1611 | houstonmethodist-1600 | D42_v15_14148 | TricapDB-26952 | Amobee_160801 | D42-RC-16-04 | D42-RC-16-15 | houstonmethodist-1603 | RC-16-17-For-Peter | BIGIP-11-5.2-80-41 | D42-RC19191-RC-2 | houstonmethodist-160601 | houstonmethodist-160802",1987.5,634.375,1987.5,634.375
2021-11-12 05:13:15.446,"","esxi-020.device42.pvt","VMware ESXi",12,144,40,94,345,39,92,343,"peter-rc-2 | d42-bmc-atrium | D42-CentOS-Prod-Demo | ubuntu16-keyed-001 | win-104-72.d42-laps.local | nxosv-final.7.0.3.I7.2 | warp | ac-nutanix-002 | jenkins | trialdotcom-rc | deva | chef-server-001 | win-104-70.d42-laps.local | nThrive Backup | lansweeper | win2k12-laps-dc-104-1.d42-laps.local | win-104-74.d42-laps.local | win-104-71.d42-laps.local | ubuntu-32 | WINDOWS-KMG8M4J | felix-rc | elk-dev | w12-wjump-3-90 | pb-wds | sd_plus | HoustonMethodist_Subnet | ac-nutanix-03 | Chris-D42-AppMapp-Test | win-104-76 | elk | manageengine | win-104-73.d42-laps.local | Cisco_N9K | openbsd-5.6 | elk-dev2 | bit2bit-rc | felix-d42 | win-104-75 | Dino_Release_Machine | D42-demo-rc","peter-rc-2 | d42-bmc-atrium | D42-CentOS-Prod-Demo | win-104-72.d42-laps.local | nxosv-final.7.0.3.I7.2 | warp | ac-nutanix-002 | jenkins | trialdotcom-rc | deva | chef-server-001 | win-104-70.d42-laps.local | nThrive Backup | lansweeper | win2k12-laps-dc-104-1.d42-laps.local | win-104-74.d42-laps.local | win-104-71.d42-laps.local | ubuntu-32 | WINDOWS-KMG8M4J | felix-rc | elk-dev | w12-wjump-3-90 | pb-wds | sd_plus | HoustonMethodist_Subnet | ac-nutanix-03 | Chris-D42-AppMapp-Test | win-104-76 | elk | manageengine | win-104-73.d42-laps.local | Cisco_N9K | openbsd-5.6 | elk-dev2 | bit2bit-rc | felix-d42 | win-104-75 | Dino_Release_Machine | D42-demo-rc",783.3333,239.5833,766.6667,238.1944
2021-11-12 08:10:12.086,"","esxi-90-0-3","VMware ESXi",16,128,12,17,54,12,17,54,"QA-RC-90-3-9 | Uma-QA-MA-90-3-18 | QA-RC-90-3-8 | win-90317 | WINDOWS-S5H7MOG | QA-RC-90-3-16 | QA-MA-90-3-15 | win-90313 | QA-MA-90-3-4 | Uma-QA-RC-90-3-19 | WINDOWS-DDRLG6H | QA-MA-90-3-5","QA-RC-90-3-9 | Uma-QA-MA-90-3-18 | QA-RC-90-3-8 | win-90317 | WINDOWS-S5H7MOG | QA-RC-90-3-16 | QA-MA-90-3-15 | win-90313 | QA-MA-90-3-4 | Uma-QA-RC-90-3-19 | WINDOWS-DDRLG6H | QA-MA-90-3-5",106.25,42.1875,106.25,42.1875
2021-11-12 08:10:12.093,"","esxi-90-0-6","VMware ESXi",16,128,34,55,6282,22,32,6216,"s9-firefox-9069 | s6-apache-9068.device42.pvt | maud01fl9006 | rcuq03fl9006 | mauq02fl9006 | s1-mysql-9062.device42.pvt | wdswq01fl9006 | d42-rc.localdomain | localhost.localdomain | s10-win-90611 | WINDOWS-4AC1AAS | s4-tomcat-9067 | zerto7-90620 | peter-ubu1804-90614 | WINDOWS-HBQPU94 | s5-apache-9064 | qa-centos-90618.device42.pvt | wdswq05fl9006 | peter-ubu1604-90615 | peter-ma-90617 | Z-VRA-10-90-0-6.zerto.local | AzureSiteRecovery | rcuq02fl9006 | wdswq02fl9006 | WINDOWS-0HTVJ53 | wdswq04fl9006 | device42.device42.pvt | s8-firefox-9065 | s2-tomcat-9063.device42.pvt | s3-tomcat-9066 | sol11-90640 | WINDOWS-L4OHEEV | s7-firefox-90610 | peter-centos7-90616.device42.pvt","s9-firefox-9069 | s6-apache-9068.device42.pvt | s1-mysql-9062.device42.pvt | wdswq01fl9006 | d42-rc.localdomain | localhost.localdomain | s10-win-90611 | s4-tomcat-9067 | peter-ubu1804-90614 | WINDOWS-HBQPU94 | s5-apache-9064 | qa-centos-90618.device42.pvt | peter-ubu1604-90615 | Z-VRA-10-90-0-6.zerto.local | device42.device42.pvt | s8-firefox-9065 | s2-tomcat-9063.device42.pvt | s3-tomcat-9066 | sol11-90640 | WINDOWS-L4OHEEV | s7-firefox-90610 | peter-centos7-90616.device42.pvt",343.75,4907.8125,200,4856.25
2021-04-28 18:44:09.233,"","esxi-prod2.device42.pvt","VMware ESXi",16,80,26,83,120.382,26,83,120.382,"Arslan-Power-Prod2 | Shibboleth-001 | QAAuto-RC | stackstorm-demo-01 | matt-api-docs | Poorna-D42-10.1-Upgrade-Test | Arslan-Main-Prod | Windows-Discovery-001 | Arslan-Power-Prod | greg-api-docs | Poorna-RC-Prod-OLD | win02 | rc-jg-support | RemedySQL | Poorna-Main-Prod | Arslan-RC-Prod | Arslan-dev-01 | RemedyWin | Poorna-RC-Prod-2 | D42-Docs-Anatolii | D42-Internal-Power | Daniel-Monapp-Dev-001 | D42-JG-Support | Poorna-Power-Prod | Ishara-D42-13.2.0 | D42-Demo-pre-centos","Arslan-Power-Prod2 | Shibboleth-001 | QAAuto-RC | stackstorm-demo-01 | matt-api-docs | Poorna-D42-10.1-Upgrade-Test | Arslan-Main-Prod | Windows-Discovery-001 | Arslan-Power-Prod | greg-api-docs | Poorna-RC-Prod-OLD | win02 | rc-jg-support | RemedySQL | Poorna-Main-Prod | Arslan-RC-Prod | Arslan-dev-01 | RemedyWin | Poorna-RC-Prod-2 | D42-Docs-Anatolii | D42-Internal-Power | Daniel-Monapp-Dev-001 | D42-JG-Support | Poorna-Power-Prod | Ishara-D42-13.2.0 | D42-Demo-pre-centos",518.75,150.4775,518.75,150.4775
2021-11-12 12:23:28.070,"","esxi-prod3.device42.pvt","VMware ESXi",8,96,1,4,16,1,4,16,"Prod AD and WDS Server","Prod AD and WDS Server",50,16.6667,50,16.6667
2021-11-11 19:26:12.096,"","esxi-prod4.device42.pvt","VMware ESXi",8,132,29,79,190,14,36,98,"D42-RC-15.00.00Base | D42-Build-Betas | dev-active | D42Test1 | D42-RC | rc-mt | D42Test6 | phtnud01wh4212 | D42Test5 | D42Test2 | D42Test4-BADBADSERVER | D42Test3 | D42Test7(BAD) | D42Test8 | D42Test4 | D42Test9 | DevServices | Windows10-BuildMachine | D42-Build-ProdBackup.old | dev_base | D42-Build-ProdBackup | D42-Build.15.xx | D42Test10 | D42-Build-C | ServiceRewriteTestMachine | D42-Build | rc99again | ac-packstack-test | ALERTS-RC","D42Test1 | D42-RC | D42Test6 | D42Test5 | D42Test2 | D42Test3 | D42Test4 | D42Test9 | DevServices | Windows10-BuildMachine | D42Test10 | D42-Build | ac-packstack-test | ALERTS-RC",987.5,143.9394,450,74.2424
2021-02-19 05:07:04.263,"","gke-d42-k8s-default-pool-78f70870-7qb6","Linux",1,3.75,9,,,9,,,"prometheus-to-sd-exporter_3a94c6cb62ff | nginx-3_8e480510c2b0 | nginx-3_28b176018204 | prometheus-to-sd_cca08ff03e5d | fluentd-gcp_caa34ab7c27b | prometheus-to-sd-new-model_7acadf204c7a | slave_37bf96044c67 | master_b1635c8e4609 | kube-proxy_1e4fb0d56102","prometheus-to-sd-exporter_3a94c6cb62ff | nginx-3_8e480510c2b0 | nginx-3_28b176018204 | prometheus-to-sd_cca08ff03e5d | fluentd-gcp_caa34ab7c27b | prometheus-to-sd-new-model_7acadf204c7a | slave_37bf96044c67 | master_b1635c8e4609 | kube-proxy_1e4fb0d56102",,,,
2021-02-19 05:07:04.300,"","gke-d42-k8s-default-pool-78f70870-dccn","Linux",1,3.75,41,,,41,,,"sidecar_4ad5fb74931e | prometheus-to-sd_cffce961fd46 | kube-proxy_b00894870469 | prometheus-to-sd_239e5f5f7d75 | prometheus-to-sd_fed8a3ab3def | metrics-server_78fdcb819367 | heapster-nanny_d0cd13d15a76 | dnsmasq_623c90fe426d | prom-to-sd_1f8a92cacce1 | heapster_738c4c733a50 | prometheus-to-sd-exporter_40f7be5862ab | metrics-server-nanny_5be4cd1318ff | event-exporter_8bb65f3acfc2 | prometheus-to-sd-exporter_c5f43d6e18fd | php-redis_7be4d14270dd | fluentd-gcp-scaler_2a837ffc770f | php-redis_ff56156a26a7 | php-redis_4e581bc5d2d2 | nginx_8c962182851b | prometheus-to-sd-exporter_0bdec6f6831c | kubedns_32887cb54cc2 | dnsmasq_2ff800b74461 | sidecar_989f8c5493f6 | prometheus-to-sd_69bca3cc2761 | kubedns_b7da9efd6003 | fluentd-gcp_7a39e363283a | autoscaler_be12c4341093 | slave_e0e9010ccfa9 | prom-to-sd_f81e43acf9b0 | sidecar_b5951ee83718 | fluentd-gcp_31a2afaa1e90 | nginx-3_2c7b32b696e1 | php-redis_a360564b00d0 | nginx-3_bcd7f889afc6 | web_66f28d57753c | slave_e05c9c69dd0a | heapster_1d5b946f2b08 | heapster-nanny_0ae41e3e37e6 | fluentd-gcp-scaler_e160999310d5 | kubedns_4b2724bc7f18 | dnsmasq_6a49db1989f6","sidecar_4ad5fb74931e | prometheus-to-sd_cffce961fd46 | kube-proxy_b00894870469 | prometheus-to-sd_239e5f5f7d75 | prometheus-to-sd_fed8a3ab3def | metrics-server_78fdcb819367 | heapster-nanny_d0cd13d15a76 | dnsmasq_623c90fe426d | prom-to-sd_1f8a92cacce1 | heapster_738c4c733a50 | prometheus-to-sd-exporter_40f7be5862ab | metrics-server-nanny_5be4cd1318ff | event-exporter_8bb65f3acfc2 | prometheus-to-sd-exporter_c5f43d6e18fd | php-redis_7be4d14270dd | fluentd-gcp-scaler_2a837ffc770f | php-redis_ff56156a26a7 | php-redis_4e581bc5d2d2 | nginx_8c962182851b | prometheus-to-sd-exporter_0bdec6f6831c | kubedns_32887cb54cc2 | dnsmasq_2ff800b74461 | sidecar_989f8c5493f6 | prometheus-to-sd_69bca3cc2761 | kubedns_b7da9efd6003 | fluentd-gcp_7a39e363283a | autoscaler_be12c4341093 | slave_e0e9010ccfa9 | prom-to-sd_f81e43acf9b0 | sidecar_b5951ee83718 | fluentd-gcp_31a2afaa1e90 | nginx-3_2c7b32b696e1 | php-redis_a360564b00d0 | nginx-3_bcd7f889afc6 | web_66f28d57753c | slave_e05c9c69dd0a | heapster_1d5b946f2b08 | heapster-nanny_0ae41e3e37e6 | fluentd-gcp-scaler_e160999310d5 | kubedns_4b2724bc7f18 | dnsmasq_6a49db1989f6",,,,
2021-02-19 05:07:04.336,"","gke-d42-k8s-default-pool-78f70870-s5wh","Linux",1,3.75,38,,,38,,,"prometheus-to-sd_290222c5c2e2 | prometheus-to-sd_926f504a5acf | heapster-nanny_0a27924a7996 | heapster_150a68b50ef9 | prometheus-to-sd-exporter_819b1eafb398 | web_3bfdcdc335a4 | master_0c95978e97a6 | nginx-3_8903d4e31294 | nginx-3_0a1c60ed7e92 | php-redis_9f186a34424b | nginx_88d5727ce3ed | prom-to-sd_3d8d6c16692a | php-redis_336735db75ee | metrics-server-nanny_e64508b4d921 | metrics-server_e61811cf8a1b | slave_aa39991dc893 | event-exporter_522076529b4b | sidecar_bc58d8a71252 | prometheus-to-sd_992f450a4f6d | kube-proxy_8ead11538f03 | kubernetes-dashboard_0eca29fe2b5a | default-http-backend_d96108949554 | dnsmasq_77ab6650d228 | kubedns_c04d6cdac278 | prometheus-to-sd-exporter_33b299126bd6 | prometheus-to-sd-exporter_c02ca7842d87 | kubedns_9a1af111c82e | master_d7c94b479cfd | fluentd-gcp_8da9d9f3ad9e | prometheus-to-sd_d1773a02ab77 | sidecar_10a83fe4d70b | dnsmasq_997f3a6a1ddb | kubedns_d1f95d00ef75 | sidecar_51706168bb7d | dnsmasq_9a698518c250 | default-http-backend_c36e1adbec64 | kubernetes-dashboard_89e2d3848aaa | fluentd-gcp_19e812570289","prometheus-to-sd_290222c5c2e2 | prometheus-to-sd_926f504a5acf | heapster-nanny_0a27924a7996 | heapster_150a68b50ef9 | prometheus-to-sd-exporter_819b1eafb398 | web_3bfdcdc335a4 | master_0c95978e97a6 | nginx-3_8903d4e31294 | nginx-3_0a1c60ed7e92 | php-redis_9f186a34424b | nginx_88d5727ce3ed | prom-to-sd_3d8d6c16692a | php-redis_336735db75ee | metrics-server-nanny_e64508b4d921 | metrics-server_e61811cf8a1b | slave_aa39991dc893 | event-exporter_522076529b4b | sidecar_bc58d8a71252 | prometheus-to-sd_992f450a4f6d | kube-proxy_8ead11538f03 | kubernetes-dashboard_0eca29fe2b5a | default-http-backend_d96108949554 | dnsmasq_77ab6650d228 | kubedns_c04d6cdac278 | prometheus-to-sd-exporter_33b299126bd6 | prometheus-to-sd-exporter_c02ca7842d87 | kubedns_9a1af111c82e | master_d7c94b479cfd | fluentd-gcp_8da9d9f3ad9e | prometheus-to-sd_d1773a02ab77 | sidecar_10a83fe4d70b | dnsmasq_997f3a6a1ddb | kubedns_d1f95d00ef75 | sidecar_51706168bb7d | dnsmasq_9a698518c250 | default-http-backend_c36e1adbec64 | kubernetes-dashboard_89e2d3848aaa | fluentd-gcp_19e812570289",,,,
2021-02-19 05:09:00.950,"","ip-10-24-0-90.ec2.internal","RancherOS",1,1,1,,,1,,,"mynginx1_894b625ab867","mynginx1_894b625ab867",,,,
2021-03-23 04:53:27.153,"","ip-172-31-30-27","Ubuntu",1,1,1,,,1,,,"web_73429842052b","web_73429842052b",,,,
2021-02-19 05:07:41.036,"","ip-172-31-38-100.ec2.internal","",1,2,1,,,1,,,"e155da35e8db","e155da35e8db",,,,
2021-07-02 11:06:44.253,"","ip-192-168-27-55.us-west-2.compute.internal","Linux",,,24,,,24,,,"newrelic-infra_71ca14f63db0 | kube-state-metrics_42f4abc9d223 | newrelic-infra_41d0d670ec75 | datadog-agent_a4398524e933 | coredns_7f80dac1cc6c | helloapp_5a41ec0444c6 | datadog-agent_b8767f4a98d7 | addon-resizer_6e11ad3dc6ec | sysdig-agent_ece61d4780f0 | sysdig-agent_ae96b2a96ae9 | sysdig-agent_1111d5b66128 | sysdig-agent_50a6c0319c4c | guestbook_6a9122f6b775 | sysdig-agent_8ef707db65d4 | d42-web_62f7e0568735 | kube-proxy_e1ece136b09a | helloapp_6eb1ed5ba5e4 | datadog-agent_55b0eb1676c5 | d42-web_5f1f6dcfb3c5 | nginx_975bbcfb25aa | redis-master_0723f12571bb | coredns_ff48e2d7ced7 | redis-slave_8d7751dd5e80 | aws-node_43d34900b005","newrelic-infra_71ca14f63db0 | kube-state-metrics_42f4abc9d223 | newrelic-infra_41d0d670ec75 | datadog-agent_a4398524e933 | coredns_7f80dac1cc6c | helloapp_5a41ec0444c6 | datadog-agent_b8767f4a98d7 | addon-resizer_6e11ad3dc6ec | sysdig-agent_ece61d4780f0 | sysdig-agent_ae96b2a96ae9 | sysdig-agent_1111d5b66128 | sysdig-agent_50a6c0319c4c | guestbook_6a9122f6b775 | sysdig-agent_8ef707db65d4 | d42-web_62f7e0568735 | kube-proxy_e1ece136b09a | helloapp_6eb1ed5ba5e4 | datadog-agent_55b0eb1676c5 | d42-web_5f1f6dcfb3c5 | nginx_975bbcfb25aa | redis-master_0723f12571bb | coredns_ff48e2d7ced7 | redis-slave_8d7751dd5e80 | aws-node_43d34900b005",,,,
2021-07-02 11:06:45.370,"","ip-192-168-62-74.us-west-2.compute.internal","Linux",,,32,,,32,,,"d42-web_ef0fa7c1d03a | busybox_90d06bdd1ae1 | busybox_4fae14b3070c | datadog-agent_94c0b0c47b7b | busybox_83e5f45c2280 | newrelic-infra_465b957bf893 | sysdig-agent_97bafc83b88a | datadog-agent_1de298ad7a7e | guestbook_1e9c29863a61 | newrelic-infra_c5fe6de34c82 | aws-node_3718cc61f861 | kube-proxy_f27b9e91b858 | d42-web_4ea9a090ea44 | d42-web_31103652d261 | datadog-agent_265fea316cfa | busybox_5ddc4094fd2a | sysdig-agent_b1f6c4488f08 | sysdig-agent_5ccff1956c0c | guestbook_8da1d390407a | server_14ff7957f1ee | busybox_9976ef9f85fe | busybox_5ec067003a87 | busybox_bf1061d92442 | busybox_afefa18bf03f | redis-slave_3e81f10e776c | sysdig-agent_e9f85b0df8b7 | sysdig-agent_09c731ad2c84 | busybox_c5209e49e194 | busybox_da9889315561 | nginx_ae1a581b4ea9 | nginx_679bc9bc9d32 | helloapp_f6d1d4d4b0e4","d42-web_ef0fa7c1d03a | busybox_90d06bdd1ae1 | busybox_4fae14b3070c | datadog-agent_94c0b0c47b7b | busybox_83e5f45c2280 | newrelic-infra_465b957bf893 | sysdig-agent_97bafc83b88a | datadog-agent_1de298ad7a7e | guestbook_1e9c29863a61 | newrelic-infra_c5fe6de34c82 | aws-node_3718cc61f861 | kube-proxy_f27b9e91b858 | d42-web_4ea9a090ea44 | d42-web_31103652d261 | datadog-agent_265fea316cfa | busybox_5ddc4094fd2a | sysdig-agent_b1f6c4488f08 | sysdig-agent_5ccff1956c0c | guestbook_8da1d390407a | server_14ff7957f1ee | busybox_9976ef9f85fe | busybox_5ec067003a87 | busybox_bf1061d92442 | busybox_afefa18bf03f | redis-slave_3e81f10e776c | sysdig-agent_e9f85b0df8b7 | sysdig-agent_09c731ad2c84 | busybox_c5209e49e194 | busybox_da9889315561 | nginx_ae1a581b4ea9 | nginx_679bc9bc9d32 | helloapp_f6d1d4d4b0e4",,,,
2021-11-12 10:07:12.060,"","kvm-002.device42.pvt","",8,32,8,6,1050,0,0,0,"D42_Power_Appliance_v1380 | Device42-13.8.0 | device42 | debian-test | fedora-20-001 | centos-7.0-001 | centos-7.1-001 | cisco-nxosv","",75,3281.25,0,0
2021-11-12 05:13:17.183,"","kvmct01wh4219","CentOS",4,4,1,,1,1,,1,"centos7.0","centos7.0",,25,,25
2021-02-19 05:06:29.816,"","lxc-dev","Ubuntu",1,4,2,,,2,,,"yt | lxc-priv","yt | lxc-priv",,,,
2021-02-19 05:06:24.490,"","nh-hyperv-02","Microsoft Hyper-V Server 2012 R2",8,16,5,8,1038,5,8,1038,"nh-cloudstack-02 | d42_555 | nh-centos-05 | nh-win2k3r2-vm- | nh-apidoc-01","nh-cloudstack-02 | d42_555 | nh-centos-05 | nh-win2k3r2-vm- | nh-apidoc-01",100,6487.5,100,6487.5
2021-02-19 05:06:47.920,"","NTNX-3fe24e3a-A.greg","Nutanix CE",4,16,1,,12,1,,12,"NTNX-3fe24e3a-A-CVM","NTNX-3fe24e3a-A-CVM",,75,,75
2021-04-27 21:38:39.746,"","openstack-10-42-12-5","",8,15.999,3,3,578,3,3,578,"ubuntu.domain.com | test12 | test01","ubuntu.domain.com | test12 | test01",37.5,3612.7258,37.5,3612.7258
2021-11-12 13:24:20.066,"","openvz-001.device42.pvt","Virtuozzo",4,4,2,8,1024,2,8,1024,"vztest-centos7 | vztest-ubuntu16","vztest-centos7 | vztest-ubuntu16",200,25600,200,25600
2021-11-12 13:24:20.073,"","oracle-lxc","Oracle Linux Server",2,2,1,2,2,1,2,2,"test-container","test-container",100,100,100,100
2021-11-12 13:26:12.063,"","peter-ubu1804-90614.device42.pvt","Ubuntu",2,8,2,,,2,,,"mongo_mongo-express_1_aeac3e7cf692 | mongo_mongo_1_655046144a84","mongo_mongo-express_1_aeac3e7cf692 | mongo_mongo_1_655046144a84",,,,
2021-02-24 12:52:21.050,"","qa-ubujen-90-4-18","Ubuntu",4,32,1,,,1,,,"performanceContainer_455c77fdbd10","performanceContainer_455c77fdbd10",,,,
2021-02-19 05:06:36.836,"","RCJY-N7K1","nx-os",,,2,,,2,,,"RCJY-N7K1-DC | RCJY-N7K1-TEST","RCJY-N7K1-DC | RCJY-N7K1-TEST",,,,
2021-02-19 05:06:37.116,"","RCJY-N7K2","nx-os",,,1,,,1,,,"RCJY-N7K2-DC","RCJY-N7K2-DC",,,,
2021-05-12 13:40:51.670,"trhmc199","Server-9133-55A-SN06204FH","",8,64,8,,32,8,,32,"vlpar203 | vlpar202 | trvio100 | vlpar201 | trvio101 | trnim105 | vlpar200 | vlpar204","vlpar203 | vlpar202 | trvio100 | vlpar201 | trvio101 | trnim105 | vlpar200 | vlpar204",,50,,50
2021-11-11 21:29:12.036,"","solaris-001","Solaris",4,7.875,2,8,15.75,2,8,15.75,"zone1 | zone2","zone1 | zone2",200,200,200,200
2021-11-12 05:13:18.733,"","Solaris-RBAC","SunOS",1,3,2,2,6,2,2,6,"testzone | testzoneN","testzone | testzoneN",200,200,200,200
2021-04-15 11:25:39.853,"","test_host","RHEL",8,31.247,2,2,2,2,2,2,"test_vm2 | test_vm","test_vm2 | test_vm",25,6.4006,25,6.4006
