Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue
202,10,42,1,"The what?"
204,10,42,1,"Oh"
208,10,42,1,"We'll take the lot!"
210,10,42,1,"Bertie Bott's Every Flavour Beans?"
212,10,42,1,"These aren't real chocolate frogs, are they?"
214,10,42,1,"I got Dumbledore!"
216,10,42,1,"Hey, he's gone!"
218,10,42,1,"A little."
220,10,42,1,"Yeah!"
231,11,33,1,"Hey, Hagrid."
239,11,33,1,"I think I can tell who the wrong sort are for myself, thanks."
291,13,28,1,"I think she fancies you."
302,14,61,1,"We got lost."
305,14,49,1,"I don't know, sir."
307,14,49,1,"I don't know, sir."
309,14,49,1,"Clearly, Hermione knows. Since it's a pity not to ask her."
324,15,52,1,"Wow."
339,15,52,1,"Neville!"
351,15,52,1,"Give it here, Malfoy."
354,15,52,1,"Give it here, Malfoy, or I'll knock you off your broom!"
367,15,63,1,"A century, according to McGonagall."
374,15,63,1,"But I've never even played Quidditch. What if I make a fool of myself?"
377,15,63,1,"I-I didn't know."
379,16,59,1,"Who doesn't?"
381,16,59,1,"What's happening?"
383,16,59,1,"Let's go this way."
385,16,59,1,"Does anyone feel like...we shouldn't be here?"
387,16,59,1,"Let's go."
389,16,59,1,"Run!"
390,16,59,1,"Quick! Let's hide though that door!"
391,16,59,1,"It's locked!"
400,16,59,1,"And for good reason."
406,16,59,1,"Guarding something?"
410,17,52,1,"I think so. What are those?"
412,17,52,1,"What is that?"
414,17,52,1,"I like this ball."
416,17,52,1,"What do I do with it?"
418,17,52,1,"Whoa."
431,17,26,1,"I think we're going to need another feather over here, Professor."
445,18,34,1,"It's going into the Girl's Bathroom!"
446,18,34,1,"Hermione, move!"
450,18,34,1,"Whooa! Whoa, whoa!"
452,18,34,1,"Whoa, whoa whoa!"
453,18,34,1,"Do something!"
455,18,34,1,"Anything! Hurry up!"
459,18,34,1,"I don't think so. Just knocked out.  Ew. Troll bogies."
462,18,34,1,"Well, what it is..."
468,18,34,1,"Good for you to get us out of trouble like that."
470,18,34,1,"Mind you, she didn't need saving if you hadn't insulted her."
490,19,51,1,"A little."
492,19,51,1,"What happened?"
501,19,51,1,"Yes!  Whoa!"
506,19,51,1,"Yes!"
511,20,51,1,"Whoa! Whooa!"
574,22,54,1,"Famous fire eaters...15th Century Fiends...Flamel...Nicholas Flamel...where are you?"
581,23,65,1,"Mum?  Dad?"
582,23,65,1,"Ron! You've really got to see this! Ron! You've got to see this!  Ron, Ron, come on. Get out of bed!"
584,23,65,1,"There's something you've got to see. Now, come on!"
585,23,65,1,"Come on. Come. Come look, it's my parents!"
587,23,65,1,"Look in properly. Go on. Stand there. There. You see them, don't you? Thats my dad"
589,23,65,1,"How can it? Both my parents are dead."
592,23,65,1,"No."
594,23,65,1,"No."
597,23,65,1,"So, then it shows us what we want? Whatever we want?"
599,24,44,1,"Hi, Hedwig."
609,24,44,1,"Malfoy."
615,24,44,1,"I found him!"
617,24,44,1,"Go on."
619,24,44,1,"I knew the name sounded familiar. I read it on the train that day."
626,24,44,1,"The what?"
631,24,44,1,"Shh!"
678,25,35,1,"Hagrid, what's that?"
685,25,35,1,"If I didn't know better, Draco, I'd say you were scared."
687,25,35,1,"What is it, Fang?"
690,25,35,1,"But what was that thing you saved me from?"
692,25,35,1,"But who would choose such a life?"
694,25,35,1,"Do you mean to say...that that thing that killed the unicorn...that was drinking its blood...that was Voldemort?"
696,25,35,1,"The Philosopher's Stone."
748,27,59,1,"Snape's already been here. He's put a spell on the harp."
750,27,59,1,"We have to move its paw."
752,27,59,1,"Come on!  Okay. Push!  I'll go first. Don't follow until I give you a sign.  If something bad happens, get yourselves out...Does it seem a bit...quiet?"
755,27,59,1,"Jump! Go!"
757,27,64,1,"Whoa!  Oh. Ahh!"
761,27,64,1,"Hermione!!"
764,27,64,1,"Hermione! Where are you?!"
769,27,64,1,"Yeah, yeah, I'm fine."
772,27,64,1,"Apparently not."
775,27,64,1,"What?"
780,27,64,1,"Ron, are you okay?"
782,27,64,1,"Okay."
784,27,64,1,"Lucky Hermione pays attention in Herbology."
786,27,64,1,"I don't know. Sounds like wings."
788,27,64,1,"They're not birds, they're keys. And I'll bet one of them fits that door."
790,27,64,1,"I don't know. Strange."
794,27,64,1,"There! I see it!  The one with the broken wing!"
796,27,64,1,"It's too simple."
799,27,64,1,"Catch the key!"
802,28,64,1,"Where are we? A graveyard."
804,28,64,1,"There's the door."
812,29,64,1,"Wait a minute."
814,29,64,1,"No, Ron! No!"
816,29,64,1,"He's going to sacrifice himself!"
821,29,64,1,"RON!  NO! Don't move! Dont forget, we're still playing.  Checkmate.  Take care of Ron. Then, go to the owlery. Send a message to Dumbledore. Ron's right...I have to go on."
823,29,64,1,"Not as good as you."
825,30,64,1,"You?  No. I-it can't be. Snape, h-he was the one--"
827,30,64,1,"But-but that day, during the Quidditch match, Snape tried to kill me."
829,30,64,1,"Snape was trying to save me?"
831,30,64,1,"Then-then you let the troll in."
835,30,64,1,"I-I'm shaking hands with Dumbledore. I've won the House Cup."
842,30,64,1,"Voldemort."
845,31,64,1,"Never!"
847,31,64,1,"You liar!"
852,32,43,1,"Admirers?"
854,32,43,1,"Ron was here? Is he all right? What about Hermione?"
856,32,43,1,"But, what happened to the Stone?"
858,32,43,1,"But Flamel, he'll die, won't he?"
860,32,43,1,"How is it I got the Stone, sir? One minute I was staring in the mirror, and the next..."
862,32,43,1,"Does that mean, with the Stone gone, I mean, that Voldemort can never come back?"
864,32,43,1,"What is it?"
866,32,43,1,"All right there, Ron?"
868,32,43,1,"All right. Hermione?"
986,38,17,1,"I think it's brilliant"
992,38,17,1,"Hello. W-what did I do?"
1000,38,17,1,"Raids?"
1003,38,17,1,"Oh, sorry sir. I'm Harry, sir, Harry Potter."
1010,38,17,1,"Oh, it"
1013,38,17,1,"Oh, umm"
1024,39,17,1,"Floo powder?"
1028,39,17,1,"'Diaganilly.'"
1034,39,3,1,"I'm fine, thank you. I- I was just"
1036,39,3,1,"No! Please!"
1038,39,3,1,"Hagrid!"
1041,39,1,1,"I was lost, I- hang on. What were you doing down there, then?"
1046,39,1,1,"Well, it's great to see you, too!"
1048,39,1,1,"I definitely need to remember that one."
1051,39,1,1,"Thank you. Bye."
1067,40,1,1,"Voldemort killed my parents. He was nothing more than a murderer."
1084,41,71,1,"Let's go."
1085,41,71,1,"Aah!"
1088,41,71,1,"Sorry. Lost- lost control of the trolley. Why can't we get through?"
1090,41,71,1,"The train leaves at exactly eleven o'clock. We've missed it!"
1092,41,71,1,"Maybe we should just go and wait by the car."
1094,41,42,1,"Ron, I should tell you, most Muggles aren't accustomed to seeing a flying car."
1097,41,42,1,"Well come on, then. Let's go lower. We need to find the train."
1099,41,42,1,"Now all we need to do is catch up with the train."
1101,41,42,1,"Do you hear that?"
1103,41,42,1,"Hold on"
1104,41,42,1,"Aaahhh! Aaahhhh! Aaahhh!"
1106,41,42,1,"Wha-aahhh!"
1108,41,42,1,"I'm trying. Your hand's all sweaty."
1109,41,42,1,"I think we found the train."
1112,42,67,1,"Up! Up!"
1114,42,67,1,"Up! Up! Ron! Mind that tree!"
1116,42,67,1,"AHH!"
1118,42,67,1,"Be thankful it's not your neck."
1120,42,67,1,"I don't know."
1122,42,67,1,"Ahh! Ahh! Ahh!"
1125,42,67,1,"Aaaahhhh!"
1127,42,67,1,"Come on! Go! Fast!"
1128,42,67,1,"AHH!"
1131,43,49,1,"See you, Hedwig. So, a house elf shows up in my bedroom, we can't get through the barrier to platform nine and three-quarters, we almost get killed by a tree clearly someone doesn't want me here this year."
1137,43,49,1,"Professor Dumbledore. Professor McGonagall."
1177,45,30,1,"Stop! Stop! Hold still!"
1192,46,45,1,"Malfoy?"
1205,46,45,1,"No, Colin! Get out of the way! Let's take him to Hagrid's."
1206,46,45,1,"He'll know what to do."
1222,46,30,1,"Not really."
1225,46,30,1,"What?"
1227,46,30,1,"That voice."
1229,46,30,1,"Didn't you hear it?"
1231,46,30,1,"Spooky."
1234,47,28,1,"Did you hear it?"
1236,47,28,1,"That voice."
1238,47,28,1,"I heard it first in Lockhart's office. And then again just-"
1240,47,28,1,"It's moving. I think it's going to kill."
1243,47,28,1,"Strange. I've never seen spiders act like that."
1246,47,28,1,"Oh, no It's Filch's cat. It's Mrs. Norris."
1251,47,28,1,"No. No."
1259,47,28,1,"It's not true sir, I swear. I never touched Mrs. Norris."
1265,47,28,1,"When I said I wasn't hungry. We were heading back to the common room when we found Mrs. Norris."
1270,47,28,1,"Strange?"
1272,47,28,1,"Do you think I should have told them? Dumbledore and the others, I mean?"
1290,48,45,1,"Well, if there really is a Chamber of Secrets, a-and it really has been opened, then that means---"
1296,48,45,1,"Well, maybe Ron's right, Hermione. I mean, look at his family. The whole lot of them have been in Slytherin for centuries."
1304,49,44,1,"Well, how long will it take to make?"
1306,49,44,1,"A month? But, Hermione, if Malfoy is the Heir of Slytherin, he could attack half the Muggle-borns in the school by then."
1313,49,52,1,"Wood! Look out!"
1322,50,52,1,"Thank you."
1324,50,52,1,"No, I think my- I think my arm's broken."
1326,50,52,1,"No, not you."
1339,50,43,1,"Ugh!"
1341,50,43,1,"Uh!"
1344,50,43,1,"Dobby?"
1346,50,43,1,"It was you You stopped the barrier from letting Ron and me through."
1348,50,43,1,"You nearly got Ron and me expelled!"
1350,50,43,1,"Your Bludger? You made that Bludger chase after me?"
1352,50,43,1,"You'd better clear off before my bones come back, Dobby, or I might strangle you!"
1354,50,43,1,"I don't suppose you could tell me why you're trying to kill me?"
1356,50,43,1,"Why do you wear that thing Dobby?"
1358,50,43,1,"Repeat itself? You mean this has happened before?"
1360,50,43,1,"Dobby, stop it! Stop it! Stop, Dobby! Tell me, Dobby. When did this happen before? Who's doing it now?"
1362,50,43,1,"No, Dobby. Tell me. Who is it?"
1422,52,28,1,"I'll see you back in the common room."
1425,53,28,1,"No! Mr. Filch! Y-you- you don't understand!"
1427,53,28,1,"Professor I swear I didn't!"
1451,54,46,1,"Crabbe and Goyle."
1458,54,46,1,"Ron, maybe I should do it?"
1460,54,46,1,"Wingardium leviosa. Here they come."
1465,54,46,1,"Come on. Let's get 'em."
1471,54,46,1,"Ughh!"
1473,54,46,1,"Ron!"
1475,54,46,1,"We still sound like ourselves. You need to sound more like Crabbe."
1477,54,46,1,"Excellent."
1480,54,46,1,"Hermione, are you okay?"
1482,54,46,1,"Come on."
1483,55,46,1,"I think the Slytherin common room's this way."
1489,55,28,1,"I'm"
1491,55,28,1,"Ah- um Reading."
1493,55,28,1,"Uh-huh."
1499,55,57,1,"You're wrong!"
1501,55,57,1,"Harry Potter?"
1503,55,57,1,"But then you must have some idea who's behind it all."
1505,55,57,1,"It's his stomachache. Calm down."
1507,55,57,1,"Hair!"
1510,55,46,1,"Hermione, come out. We've got loads to tell you!"
1513,55,46,1,"Hermione? A- are you OK?"
1520,56,46,1,"She should be out of hospital in a few days, when she stops coughing up fur balls What's this?"
1522,56,46,1,"Looks like Moaning Myrtle's flooded the bathroom."
1524,56,46,1,"Why would I throw something at you?"
1528,56,46,1,"But, who threw it at you, anyway?"
1537,57,60,1,"Excuse me. Could you tell me what's going on here? Are you Tom Riddle?"
1540,57,60,1,"Dumbledore?"
1563,57,60,1,"Hagrid! Haagriid!"
1564,57,60,1,"Woah!"
1565,58,45,1,"It was Hagrid. Hagrid opened the Chanter of Secrets fifty years ago."
1568,58,45,1,"The monster had killed somebody, Ron. What would any of us have done?"
1572,58,45,1,"No!"
1575,58,45,1,"W- what's that you've got, Hagrid?"
1591,58,43,1,"No."
1593,58,43,1,"We've got to talk to Hagrid, Ron. I can't believe it's him, but if he did set the monster loose last time, he'll know how to get inside the Chamber of Secrets, and that's a start."
1595,58,43,1,"I think it's time to get my Dad's old cloak out again."
1629,60,35,1,"You heard what Hagrid said; 'Follow the spiders.'"
1632,60,35,1,"Shush!"
1634,60,35,1,"Come on!"
1636,60,35,1,"Don't panic."
1638,60,35,1,"We're friends of Hagrid's. And you? Y- y-you're Aragog aren't you?"
1640,60,35,1,"He's in trouble. Up at the school, there have been attacks. They think it's Hagrid. They think he opened the Chamber of Secrets, like before."
1642,60,35,1,"Then you're not the monster."
1645,60,35,1,"Shush. But if you're not the monster, then- then what did kill that girl fifty years ago?"
1647,60,35,1,"But have you seen it?"
1650,60,35,1,"What?"
1652,61,35,1,"Well, thank you. We'll justgo."
1656,61,35,1,"One, but it's not powerful enough for all of them."
1658,61,35,1,"Let's go! Arania exumai! Go!"
1659,61,35,1,"Whoah!"
1662,61,35,1,"Arania exumai!"
1664,61,35,1,"Don't mention it. Get us out of here. Now! Come on! Come on! Move faster!"
1665,61,35,1,"Aah!"
1667,61,35,1,"Go on! Go! Get us in the air."
1669,61,35,1,"Come on! Pull!"
1672,61,35,1,"We know one thing. Hagrid never opened the Chamber of Secrets. He was innocent."
1673,62,43,1,"Wish you were here Hermione. We need you now, more than ever."
1675,62,43,1,"Ron, this is why Hermione was in the Library the day she was attacked. Come on!"
1676,62,43,1,"'Of the many fearsome beasts that roam our land, none is more deadly than the basilisk. Capable of living for hundreds of years, instant death awaits any who meet this giant serpent's eye. Spiders flee before it.' Ron, this is it. The monster in the Chamber of Secrets is a basilisk. That's why I can hear it speak. It's a snake!"
1678,62,43,1,"Because no one did look it in the eye. Not directly, at least. Colin saw it through his camera. JustinJustin must have seen the basilisk through Nearly Headless Nick. Nick got the full blast of it- but he's a ghost- he couldn't die again. And Hermionehad the mirror. I bet you anything she was using it to look around corners, in case it came along."
1680,62,43,1,"The water. There was water on the floor that night. She only saw the basilisk's reflection. 'Spiders flee before it.' It all fits!"
1682,62,43,1,"Hermione's answered that, too."
1684,62,43,1,"Remember what Aragog said, about that girl fifty years ago? She died in a bathroom? What if she never left?"
1697,63,30,1,"Lockhart may be useless, but he's going to try and get into the Chamber. At least we can tell him what we know."
1698,63,30,1,"Professor, we have some information for you! Are you going somewhere?"
1704,63,30,1,"You're running away? After all that stuff you did in your books?"
1706,63,30,1,"You wrote them!"
1708,63,30,1,"You're a fraud! You've just been taking credit for what other wizards have done!"
1711,63,30,1,"Don't even think about it."
1713,63,46,1,"To ask you how you died."
1715,63,46,1,"Who was it Myrtle?"
1717,63,46,1,"Just like that? How?"
1719,63,46,1,"This is it. This is it, Ron. I think this is the entrance to the Chamber of Secrets."
1721,63,46,1,"Hesha- Hassah."
1723,63,46,1,"Oh, yes there is! You first."
1727,63,46,1,"All right. Let's go."
1729,63,46,1,"Uhthanks Myrtle."
1730,63,46,1,"Aaah!"
1733,63,25,1,"Now remember, any sign of movement, close your eyes straightaway."
1735,64,25,1,"This way."
1738,64,25,1,"It's a snakeskin."
1742,64,25,1,"Ron! Ron, are you ok?"
1752,64,25,1,"You wait here and try and shift some of this rock so we can get back through. I'll go on and find Ginny!"
1754,64,25,1,"Hesha- Hassah."
1755,65,25,1,"Ginny Ginny! Oh, Ginny, please don't be dead. Wake up. Wake up! Please, wake up!"
1757,65,25,1,"Tom. Tom Riddle! What do you mean, 'she won't wake?' She's not?"
1759,65,25,1,"Are you a ghost?"
1761,65,25,1,"She's cold as ice. Ginny, please don't be dead. Wake up! You've got to help me, Tom. There's a basilisk."
1763,65,25,1,"Give me my wand, Tom."
1765,65,25,1,"Listen, we've got to go! We've got to save her!"
1767,65,25,1,"No. She couldn't. She wouldn't!"
1769,65,25,1,"But why?"
1771,65,25,1,"But, why did you want to meet me?"
1773,65,25,1,"Hagrid's my friend! And you framed him, didn't you?"
1775,65,25,1,"I'll bet Dumbledore saw right through you."
1777,65,25,1,"Well, you haven't finished it this time. In a few hours, the Mandrake Draught will be ready, and everyone who was Petrified will be all right again."
1779,65,25,1,"Why do you care how I escaped? Voldemort was after your time."
1781,65,25,1,"You! You're the Heir of Slytherin. You're Voldemort."
1783,65,25,1,"Albus Dumbledore is the greatest sorcerer in the world!"
1785,65,25,1,"He'll never be gone! Not as long as those who remain are loyal to him! Fawkes?"
1790,66,25,1,"Ginny-"
1792,67,25,1,"Ginny"
1794,67,25,1,"Don't worry. Ginny, you need to get yourself out. Follow the Chamber, and you'll find Ron. You were brilliant, Fawkes. I just wasn't quick enough Of course! Phoenix tears have healing powers. Thanks! It's alright, Ginny. It's over. It's just a memory."
1912,73,69,1,"I fell over."
1914,73,69,1,"I didn't do it on purpose."
1916,73,69,1,"Nothing."
1921,73,69,1,"I didn't."
1923,73,69,1,"The Leaky Cauldron. That's in London."
1926,73,69,1,"But the Muggles. Can't they see us?"
1929,73,69,1,"Who is that? That man."
1931,73,69,1,"How did he escape?"
1933,73,69,1,"Yeah. Him I've heard of."
1939,74,5,1,"Hedwig."
1943,74,5,1,"No, thank you. Minister?"
1945,74,5,1,"I don't understand."
1947,74,5,1,"I broke the law. Underage wizards can't use magic at home."
1949,74,5,1,"The state of things, sir?"
1951,74,5,1,"Sirius Black, you mean? But what's he got to do with me?"
1953,74,5,1,"Hedwig."
1962,75,5,1,"Egypt. What's it like?"
1972,75,5,1,"Mrs. Weasley."
1974,75,5,1,"Good to see you."
1976,75,5,1,"Yes."
1978,75,5,1,"Yeah, it's all upstairs."
1980,75,5,1,"Everything's there."
1982,75,5,1,"Thank you."
1984,75,5,1,"Mr. Weasley."
1986,75,5,1,"Yeah, sure."
1990,75,5,1,"Yeah. It should be great."
1992,75,5,1,"Has this anything to do with Sirius Black, sir?"
1994,75,5,1,"Only that he's escaped from Azkaban."
1996,75,5,1,"Voldemort."
1998,75,5,1,"Sorry."
2000,75,5,1,"And kill me."
2002,75,5,1,"Mr. Weasley... why would I go looking for someone who wants to kill me?"
2004,76,42,1,"I didn't mean to blow her up. I just... I lost control."
2007,76,42,1,"I think I was lucky not to be arrested actually."
2015,76,42,1,"Do you think he's really asleep?"
2017,76,42,1,"I gotta tell you something."
2019,76,42,1,"Yeah."
2022,76,42,1,"Thanks, Ron."
2025,76,42,1,"I don't know. Maybe we've broken down."
2030,76,42,1,"Thank you."
2032,76,42,1,"What was that thing that came?"
2034,76,42,1,"What happened to me?"
2036,76,42,1,"And did either of you two... you know... pass out?"
2038,76,42,1,"But someone was screaming. A woman."
2149,81,27,1,"But professor I thought if you signed it, then I could..."
2151,81,27,1,"Forget about it, guys. See you later."
2152,81,29,1,"Professor, can I ask you something?"
2154,81,29,1,"I did think of Voldemort at first. But then I remembered that night on the train... and the dementor."
2156,81,29,1,"Before I fainted... I heard something. A woman... screaming."
2158,81,29,1,"I think it was my mother... the night she was murdered."
2196,83,30,1,"Excuse me, sir. Where's Professor Lupin?"
2207,83,30,1,"Sir, it's Quidditch tomorrow."
2214,84,43,1,"Probably a right sight better than he normally does."
2216,84,43,1,"Oh, brilliant."
2218,84,43,1,"What happened?"
2220,84,43,1,"Really? I meant the match. Who won?"
2224,84,37,1,"No. Professor, why do the dementors affect me so? I mean, more than everyone else?"
2226,84,37,1,"I'm scared, professor."
2228,84,37,1,"I need to know how to fight them. You could teach me. You made that dementor on the train go away."
2230,84,37,1,"But you made it go away."
2233,85,27,1,"Guys, let me go."
2236,85,27,1,"I'm trying to get to Hogsmeade."
2240,85,27,1,"Let me go! Come on, guys. Don't..."
2244,85,27,1,"What are you doing?!"
2245,85,27,1,"What's this rubbish?"
2250,85,27,1,"Mr's. Moony, Wormtail, Padfoot and Prongs... are proud to present the Marauder's Map."
2252,85,27,1,"Hang on. This is Hogwarts. And that... No. Is that really...?"
2257,85,27,1,"So you mean this map shows..."
2259,85,27,1,"Everyone?"
2265,85,27,1,"Brilliant! Where did you get it?"
2333,87,22,1,"He was their friend... and he betrayed them. He was their friend! I hope he finds me. Because when he does, I'm gonna be ready! When he does, I'm gonna kill him!"
2335,88,30,1,"I'm sure."
2338,88,30,1,"Expecto Patronum."
2340,88,30,1,"Expecto Patronum! Expecto... Expecto... Expect..."
2342,88,30,1,"That's one nasty dementor."
2344,88,30,1,"The first time I rode a broom."
2346,88,30,1,"There's another. It's not... happy, exactly. Well, it is. It's the happiest I've ever felt... but it's complicated."
2348,88,30,1,"Just do it. Expecto Patronum! Expecto Patronum!"
2350,88,30,1,"I think I've had enough for today."
2352,88,30,1,"I was thinking of him. And Mom. Seeing their faces. They were talking to me. Just talking. That's the memory I chose. I don't even know if it's real. But it's the best I have."
2356,88,37,1,"Ripped to pieces? What are you talking about?"
2370,88,37,1,"They're not sacking you!"
2379,89,28,1,"Sorry."
2383,89,28,1,"Mischief managed. Nox."
2385,89,28,1,"I was sleepwalking."
2387,89,28,1,"My dad didn't strut. And nor do I. Now, if you don't mind, I would appreciate it if you could lower your wand."
2389,89,28,1,"Spare bit of parchment."
2391,89,28,1,"Mr's. Moony, Wormtail, Padfoot, and Prongs... offer their compliments to Professor Snape and..."
2393,89,28,1,"And request that he keep his abnormally large nose out of other people's business."
2402,89,30,1,"No. No, sir."
2404,89,30,1,"Yes, sir."
2406,89,30,1,"Professor, just so you know, I don't think that map always works. Earlier, it showed someone in the castle. Someone I know to be dead."
2408,89,30,1,"Peter Pettigrew."
2410,89,30,1,"It's just what I saw. Good night, professor."
2415,90,32,1,"Hang on. We better take this back."
2417,90,32,1,"Fine. See you later."
2420,90,32,1,"Professor Trelawney..."
2422,90,32,1,"Sorry?"
2424,90,32,1,"No. Nothing."
2472,92,67,1,"Wait!"
2475,92,67,1,"That's not good. Ron, run!"
2479,92,67,1,"Ron! Ron! Ron! Ron! Come on! Move!"
2483,92,67,1,"Don't worry."
2485,92,67,1,"I have a hunch. I just hope I'm wrong."
2487,93,20,1,"Come on. Ron."
2492,93,20,1,"Then it'll be you!"
2508,93,20,1,"I know why. You betrayed my parents. You're the reason they're dead!"
2510,93,20,1,"Who was it, then?"
2526,94,20,1,"Expelliarmus!"
2529,94,20,1,"Tell me about Peter."
2531,94,20,1,"No. Pettigrew's dead. You killed him!"
2533,94,20,1,"The map was lying, then."
2540,94,20,1,"All they could find of Pettigrew was his..."
2542,94,20,1,"Show me. Give it to him, Ron."
2551,94,20,1,"No!"
2553,94,20,1,"I know what he is. But we'll take him to the castle."
2555,94,20,1,"Get off! I said we'd take you to the castle. After that, the dementors can have you."
2559,95,67,1,"Okay."
2561,95,67,1,"No. Don't worry, okay? It's fine. I'll stay."
2563,95,67,1,"You okay?"
2570,95,67,1,"Well I just didn't think my dad would have wanted his two best friends... to become killers. Besides, dead, the truth dies with him. Alive, you're free."
2574,95,67,1,"I know."
2576,95,67,1,"What? Come and live with you?"
2580,95,67,1,"Expelliarmus!"
2583,95,67,1,"Come on."
2589,95,67,1,"Sirius!"
2591,96,37,1,"Sirius! No. Sirius! Expecto Patronum!"
2593,97,43,1,"I saw my dad."
2595,97,43,1,"He sent the dementors away. I saw him across the lake."
2597,97,43,1,"You mean they're gonna kill him?"
2599,97,43,1,"It's true. Sirius is innocent."
2607,98,43,1,"What just happened? Where's Ron?"
2609,98,43,1,"I don't know. Going to Hagrid's?"
2681,99,67,1,"How?"
2685,99,67,1,"And now we wait."
2688,100,67,1,"Yeah. Hermione?"
2690,100,67,1,"Before, down by the lake, when I was with Sirius... I did see someone. That someone made the dementors go away."
2692,100,67,1,"It was my dad. My dad conjured the Patronus."
2695,100,67,1,"You see Sirius talking to me there? He's asking me to come live with him."
2697,100,67,1,"When we free him, I'll never have to go back to the Dursleys'. It'll just be me and him. We could live in the country... someplace you can see the sky. I think he'll like that after all those years in Azkaban."
2699,100,67,1,"Let's go! What are you doing?"
2701,100,67,1,"Thanks. Great! Now he's coming for us."
2704,100,67,1,"Poor Professor Lupin's having a really tough night. Sirius! Come on!"
2706,100,37,1,"Don't worry. My dad will come. He'll conjure the Patronus. Any minute now! Right there! You'll see!"
2708,100,37,1,"Don't worry, he will! He will come! Sirius."
2710,100,37,1,"Expecto Patronum!"
2711,100,37,1,"You were right, Hermione. It wasn't my dad I saw earlier. It was me! I saw myself conjuring the Patronus before. I knew I could do it this time because... well, I had already done it. Does that make sense?"
2716,100,37,1,"I want to go with you."
2718,100,37,1,"But you're innocent."
2720,100,37,1,"My mother's eyes."
2724,101,43,1,"He's free. We did it."
2728,102,43,1,"I don't know. Honestly, Ron. How can somebody be in two places at once?"
2730,102,30,1,"You've been sacked."
2732,102,30,1,"Resigned? Why?"
2734,102,30,1,"But Dumbledore..."
2737,102,30,1,"None of it made any difference. Pettigrew escaped."
2762,105,17,1,"Hermione. Bad dream. When did you get here?"
2764,105,17,1,"Last night."
2768,105,17,1,"Where are we actually going?"
2775,105,17,1,"Yes sir. This way."
2777,105,17,1,"Pleasure to meet you too sir."
2780,105,17,1,"Why are they all standing around that manky old boot?"
2784,105,17,1,"What's a 'portkey'?"
2792,105,72,1,"Thanks."
2795,105,72,1,"See ya later Cedric."
2803,105,72,1,"I love magic."
2823,107,72,1,"When we're apart my heart beats only for youuu!"
2828,107,72,1,"What is that?"
2834,107,72,1,"Crime?"
2836,107,72,1,"What crime?"
2838,107,72,1,"Those people tonight, in the masks... they're his too aren't they? they're his followers."
2840,107,72,1,"There was a man. Before. There."
2843,107,72,1,"I dunno. I didn't see his face."
2848,107,42,1,"It's alright I'll get it."
2853,107,42,1,"Oh no thank you I'm not hungry."
2857,107,42,1,"I'm fine."
2939,110,63,1,"No sir."
2941,110,63,1,"No sir."
2943,110,63,1,"Yes sir."
2971,112,63,1,"It's a broomcupboard."
2973,112,63,1,"Oh, no."
2975,112,63,1,"I'm fourteen."
2977,112,63,1,"I dunno I haven't really thought about it."
2979,112,63,1,"Fourteen."
2981,112,63,1,"No I didn't enter."
2983,112,63,1,"Hey, my eyes aren't glistening with the ghosts of my past."
3012,114,37,1,"Neville! You're doing it again!"
3014,114,37,1,"Magical water plants of the highland Lochs?"
3018,114,37,1,"Is that right? Well.... what?"
3021,114,37,1,"Well you can tell Ronald..."
3024,114,35,1,"Yeah I brought the cloak. Hagrid where are we going?"
3026,114,35,1,"What's with the flower? Hagrid have you combed your hair?"
3037,114,35,1,"Dragons? That's the first task? You're joking."
3040,114,35,1,"Ron was here?"
3042,114,35,1,"No he didn't. He didn't tell me a thing."
3044,115,45,1,"Thanks."
3046,115,45,1,"Excuse me.."
3047,115,45,1,"Can I have a word?"
3049,115,45,1,"Dragons. That's the first task. They've got one for each of us."
3051,115,45,1,"Yes."
3053,115,45,1,"Don't worry about it."
3054,115,45,1,"You're a right foul git you know that?"
3056,115,45,1,"I know so."
3058,115,45,1,"Yeah. Stay away from me."
3061,115,45,1,"I don't give a damn what you or your father thinks Malfoy. He's vile and cruel, and you're just pathetic."
3076,115,30,1,"Oh... um... You know I just thought I'd..."
3078,115,30,1,"Um... I dunno.. I can fly. I mean I'm a fair flyer."
3080,115,30,1,"But I'm not allowed a broom."
3083,116,51,1,"Yeah."
3085,116,51,1,"Battle a dragon."
3097,116,51,1,"The horntail..."
3099,116,51,1,"Nothing."
3144,117,61,1,"Oi! Never gonna let him forget this are you?"
3167,118,47,1,"Cho!"
3169,118,47,1,"Ok thanks. Cho?"
3171,118,47,1,"Um.  I just wondered if maybe you wanted to go to the ball with me?"
3173,118,47,1,"Um. I was just wondering if maybe you wanted to go to the ball with me."
3175,118,47,1,"Ok. Great. Fine. No problem. Good."
3242,120,29,1,"Really? I had no idea. I suppose Viktor's already figured it out."
3244,120,29,1,"What's that supposed to mean?"
3247,120,29,1,"Cedric."
3249,120,29,1,"Spectacular."
3251,120,29,1,"Forget about it. I'm sure you would have done the same for me."
3254,120,50,1,"I must be out of my mind."
3256,120,50,1,"Myrtle!"
3259,120,50,1,"Polyjuice potion! Kicked the habit. Myrtle, did you say try putting it in the water?"
3263,120,50,1,"Myrtle, there aren't Merpeople in the black lake are there?"
3266,120,44,1,"Come seek us where our voices sound."
3268,120,44,1,"An hour long you'll have to look."
3270,120,44,1,"Potentially problematic? When was the last time you held your breath under the water for an hour Hermione?"
