Customer Number,Channel,Sales Allocation,Rep Code
"50000089","Chnl4","General","RC_1"
"50000205","Chnl4","General","RC_1"
"50000077","Chnl4","General","RC_1"
"50000096","Chnl4","General","RC_1"
"50000013","Chnl4","General","RC_1"
"50000203","Chnl4","General","RC_1"
"50000174","Chnl4","General","RC_1"
"50000020","Chnl4","General","RC_1"
"50000022","Chnl4","General","RC_1"
"50000179","Chnl4","General","RC_1"
"50000097","Chnl4","General","RC_1"
"50000031","Chnl4","General","RC_1"
"50000173","Chnl4","General","RC_1"
"50000044","Chnl4","General","RC_1"
"50000120","Chnl4","General","RC_1"
"50000156","Chnl4","General","RC_1"
"50000008","Chnl4","General","RC_1"
"50001080","Chnl4","General","RC_1"
"50232005","Chnl4","General","RC_1"
"50003028","Chnl4","General","RC_1"
"50003029","Chnl4","General","RC_1"
"50230001","Chnl4","General","RC_1"
"50230559","Chnl4","General","RC_1"
"50230556","Chnl4","General","RC_1"
"50230365","Chnl4","General","RC_1"
"50230378","Chnl4","General","RC_1"
"50230440","Chnl4","General","RC_1"
"50230545","Chnl4","General","RC_1"
"50230474","Chnl4","General","RC_1"
"50230539","Chnl4","General","RC_1"
"50000208","Chnl4","General","RC_1"
"50000254","Chnl4","General","RC_1"
"50000261","Chnl4","General","RC_1"
"50001098","Chnl4","General","RC_1"
"50001110","Chnl4","General","RC_1"
"50001114","Chnl4","General","RC_1"
"50003037","Chnl4","General","RC_1"
"50003040","Chnl4","General","RC_1"
"50003042","Chnl4","General","RC_1"
"50003043","Chnl4","General","RC_1"
"50003049","Chnl4","General","RC_1"
"50003057","Chnl4","General","RC_1"
"50003076","Chnl4","General","RC_1"
"50003083","Chnl4","General","RC_1"
"50003087","Chnl4","General","RC_1"
"50231089","Chnl4","General","RC_1"
"50231179","Chnl4","General","RC_1"
"50231195","Chnl4","General","RC_1"
"50231212","Chnl4","General","RC_1"
"50232023","Chnl4","General","RC_1"
"50000281","Chnl4","General","RC_1"
"50230003","Chnl4","General","RC_4"
"50230822","Chnl4","General","RC_4"
"50231047","Chnl4","General","RC_4"
"50230116","Chnl4","General","RC_4"
"50230132","Chnl4","General","RC_4"
"50230151","Chnl4","General","RC_4"
"50230726","Chnl4","General","RC_4"
"50230300","Chnl4","General","RC_4"
"50230301","Chnl4","General","RC_4"
"50230970","Chnl4","General","RC_4"
"50230321","Chnl4","General","RC_4"
"50230696","Chnl4","General","RC_4"
"50230406","Chnl4","General","RC_4"
"50230407","Chnl4","General","RC_4"
"50231035","Chnl4","General","RC_4"
"50230868","Chnl4","General","RC_4"
"50230592","Chnl4","General","RC_4"
"50230538","Chnl4","General","RC_4"
"50230022","Chnl4","General","RC_4"
"50231011","Chnl4","General","RC_4"
"50230417","Chnl4","General","RC_4"
"50230751","Chnl4","General","RC_4"
"50230118","Chnl4","General","RC_4"
"50230732","Chnl4","General","RC_4"
"50230728","Chnl4","General","RC_4"
"50230159","Chnl4","General","RC_4"
"50230202","Chnl4","General","RC_4"
"50230913","Chnl4","General","RC_4"
"50231004","Chnl4","General","RC_4"
"50231056","Chnl4","General","RC_4"
"50230163","Chnl4","General","RC_4"
"50230208","Chnl4","General","RC_4"
"50231083","Chnl4","General","RC_4"
"24287120","Chnl4","General","RC_4"
"50001069","Chnl4","General","RC_4"
"50000093","Chnl4","General","RC_4"
"50000181","Chnl4","General","RC_4"
"50000121","Chnl4","General","RC_4"
"50000087","Chnl4","General","RC_4"
"50000007","Chnl4","General","RC_4"
"50000138","Chnl4","General","RC_4"
"50000095","Chnl4","General","RC_4"
"50000094","Chnl4","General","RC_4"
"50000186","Chnl4","General","RC_4"
"50000029","Chnl4","General","RC_4"
"50000145","Chnl4","General","RC_4"
"50000035","Chnl4","General","RC_4"
"50000116","Chnl4","General","RC_4"
"50000046","Chnl4","General","RC_4"
"50000207","Chnl4","General","RC_4"
"50000054","Chnl4","General","RC_4"
"50000190","Chnl4","General","RC_4"
"50000226","Chnl4","General","RC_4"
"50000237","Chnl4","General","RC_4"
"50232002","Chnl4","General","RC_4"
"50232006","Chnl4","General","RC_4"
"50230051","Chnl4","General","RC_4"
"50230119","Chnl4","General","RC_4"
"50230241","Chnl4","General","RC_4"
"50230503","Chnl4","General","RC_4"
"50000249","Chnl4","General","RC_4"
"50000255","Chnl4","General","RC_4"
"50000258","Chnl4","General","RC_4"
"50001101","Chnl4","General","RC_4"
"50003064","Chnl4","General","RC_4"
"50003065","Chnl4","General","RC_4"
"50003107","Chnl4","General","RC_4"
"50220055","Chnl4","General","RC_4"
"50230258","Chnl4","General","RC_4"
"50230563","Chnl4","General","RC_4"
"50231117","Chnl4","General","RC_4"
"50231128","Chnl4","General","RC_4"
"50231130","Chnl4","General","RC_4"
"50231147","Chnl4","General","RC_4"
"50231170","Chnl4","General","RC_4"
"50231173","Chnl4","General","RC_4"
"50231199","Chnl4","General","RC_4"
"50231211","Chnl4","General","RC_4"
"50232010","Chnl4","General","RC_4"
"50231209","Chnl4","General","RC_4"
"50230830","Chnl4","General","RC_3"
"50230348","Chnl4","General","RC_3"
"50230739","Chnl4","General","RC_3"
"50230902","Chnl4","General","RC_3"
"50230168","Chnl4","General","RC_3"
"50230716","Chnl4","General","RC_3"
"50230226","Chnl4","General","RC_3"
"50231019","Chnl4","General","RC_3"
"50230899","Chnl4","General","RC_3"
"50230340","Chnl4","General","RC_3"
"50232009","Chnl4","General","RC_3"
"50231092","Chnl4","General","RC_3"
"50230385","Chnl4","General","RC_3"
"50230860","Chnl4","General","RC_3"
"50231097","Chnl4","General","RC_3"
"50230963","Chnl4","General","RC_3"
"50230236","Chnl4","General","RC_3"
"50230370","Chnl4","General","RC_3"
"50230174","Chnl4","General","RC_3"
"50231085","Chnl4","General","RC_3"
"50231095","Chnl4","General","RC_3"
"50231090","Chnl4","General","RC_3"
"50230481","Chnl4","General","RC_3"
"50230590","Chnl4","General","RC_3"
"50231065","Chnl4","General","RC_3"
"50230897","Chnl4","General","RC_3"
"50230890","Chnl4","General","RC_3"
"50230627","Chnl4","General","RC_3"
"50230164","Chnl4","General","RC_3"
"50230044","Chnl4","General","RC_3"
"50001024","Chnl4","General","RC_3"
"50001036","Chnl4","General","RC_3"
"50001012","Chnl4","General","RC_3"
"50001054","Chnl4","General","RC_3"
"50000080","Chnl4","General","RC_3"
"50000010","Chnl4","General","RC_3"
"50000027","Chnl4","General","RC_3"
"50000034","Chnl4","General","RC_3"
"50000110","Chnl4","General","RC_3"
"50000057","Chnl4","General","RC_3"
"50000076","Chnl4","General","RC_3"
"50000152","Chnl4","General","RC_3"
"50000176","Chnl4","General","RC_3"
"50000037","Chnl4","General","RC_3"
"50000232","Chnl4","General","RC_3"
"50000229","Chnl4","General","RC_3"
"50000239","Chnl4","General","RC_3"
"50000241","Chnl4","General","RC_3"
"50000243","Chnl4","General","RC_3"
"31693006","Chnl4","General","RC_3"
"50001015","Chnl4","General","RC_3"
"50003007","Chnl4","General","RC_3"
"50003017","Chnl4","General","RC_3"
"50003010","Chnl4","General","RC_3"
"50230570","Chnl4","General","RC_3"
"50230646","Chnl4","General","RC_3"
"50230332","Chnl4","General","RC_3"
"50230766","Chnl4","General","RC_3"
"50230524","Chnl4","General","RC_3"
"50230248","Chnl4","General","RC_3"
"50230612","Chnl4","General","RC_3"
"50230198","Chnl4","General","RC_3"
"50230714","Chnl4","General","RC_3"
"50000269","Chnl4","General","RC_3"
"50001115","Chnl4","General","RC_3"
"50003038","Chnl4","General","RC_3"
"50003041","Chnl4","General","RC_3"
"50003048","Chnl4","General","RC_3"
"50003059","Chnl4","General","RC_3"
"50230162","Chnl4","General","RC_3"
"50230212","Chnl4","General","RC_3"
"50230832","Chnl4","General","RC_3"
"50230989","Chnl4","General","RC_3"
"50231175","Chnl4","General","RC_3"
"50231202","Chnl4","General","RC_3"
"31691236","Chnl4","General","RC_3"
"50231036","Chnl4","General","RC_11"
"50230075","Chnl4","General","RC_0"
"50230324","Chnl4","General","RC_0"
"50230327","Chnl4","General","RC_0"
"50231026","Chnl4","General","RC_0"
"50231038","Chnl4","General","RC_0"
"50230720","Chnl4","General","RC_0"
"50231086","Chnl4","General","RC_0"
"50230598","Chnl4","General","RC_0"
"50230587","Chnl4","General","RC_0"
"50231010","Chnl4","General","RC_0"
"50230991","Chnl4","General","RC_0"
"50230925","Chnl4","General","RC_11"
"50230982","Chnl4","General","RC_0"
"50230942","Chnl4","General","RC_0"
"50231140","Chnl4","General","RC_0"
"50231142","Chnl4","General","RC_0"
"50230724","Chnl4","General","RC_11"
"50230907","Chnl4","General","RC_0"
"50230977","Chnl4","General","RC_0"
"50230005","Chnl4","General","RC_0"
"34510768","Chnl4","General","RC_0"
"50001076","Chnl4","General","RC_11"
"50001057","Chnl4","General","RC_0"
"50000171","Chnl4","General","RC_0"
"50000111","Chnl4","General","RC_0"
"50000153","Chnl4","General","RC_0"
"50000030","Chnl4","General","RC_0"
"50000144","Chnl4","General","RC_0"
"50001097","Chnl4","General","RC_11"
"50230995","Chnl4","General","RC_0"
"50003022","Chnl4","General","RC_11"
"50003000","Chnl4","General","RC_0"
"50003013","Chnl4","General","RC_11"
"50230923","Chnl4","General","RC_0"
"50230745","Chnl4","General","RC_0"
"50230185","Chnl4","General","RC_0"
"50230428","Chnl4","General","RC_0"
"50230795","Chnl4","General","RC_0"
"50231121","Chnl4","General","RC_0"
"50230940","Chnl4","General","RC_0"
"50000000","Chnl4","General","RC_0"
"50000271","Chnl4","General","RC_0"
"50003096","Chnl4","General","RC_11"
"50231081","Chnl4","General","RC_0"
"50280005","Chnl4","General","RC_0"
"50230999","Chnl4","General","RC_0"
"50010006","Chnl5","General","RC_6"
"50010007","Chnl5","General","RC_9"
"50010010","Chnl5","General","RC_9"
"50010008","Chnl5","General","RC_0"
"50010018","Chnl5","General","RC_8"
"50010019","Chnl5","General","RC_0"
"50010013","Chnl5","General","RC_7"
"50010015","Chnl5","General","RC_1"
"50010012","Chnl5","General","RC_5"
"50010084","Chnl5","General","RC_4"
"50010081","Chnl5","General","RC_2"
"50010005","Chnl5","General","RC_2"
"50010070","Chnl5","General","RC_0"
"50010043","Chnl5","General","RC_0"
"50010065","Chnl5","General","RC_9"
"50010062","Chnl5","General","RC_0"
"50010042","Chnl5","General","RC_7"
"50010032","Chnl5","General","RC_6"
"50010009","Chnl5","General","RC_0"
"50010022","Chnl5","General","RC_4"
"50010053","Chnl5","General","RC_4"
"50010046","Chnl5","General","RC_4"
"50010020","Chnl5","General","RC_6"
"50010023","Chnl5","General","RC_0"
"50010050","Chnl5","General","RC_8"
"50010078","Chnl5","General","RC_1"
"50010071","Chnl5","General","RC_4"
"50010047","Chnl5","General","RC_8"
"50010059","Chnl5","General","RC_3"
"50010079","Chnl5","General","RC_9"
"50010029","Chnl5","General","RC_8"
"50010035","Chnl5","General","RC_7"
"50010030","Chnl5","General","RC_4"
"50010052","Chnl5","General","RC_7"
"50010049","Chnl5","General","RC_4"
"50010025","Chnl5","General","RC_4"
"50010068","Chnl5","General","RC_7"
"50010077","Chnl5","General","RC_5"
"50010054","Chnl5","General","RC_6"
"50010045","Chnl5","General","RC_4"
"50010051","Chnl5","General","RC_4"
"50010072","Chnl5","General","RC_0"
"50010000","Chnl5","General","RC_5"
"50010058","Chnl5","General","RC_4"
"50010075","Chnl5","General","RC_0"
"50010056","Chnl5","General","RC_7"
"50010027","Chnl5","General","RC_6"
"50010085","Chnl5","General","RC_4"
"50010082","Chnl5","General","RC_6"
"50010064","Chnl5","General","RC_7"
"50010080","Chnl5","General","RC_8"
"50010074","Chnl5","General","RC_6"
"50010088","Chnl5","General","RC_9"
"50010087","Chnl5","General","RC_9"
"50030018","Chnl5","General","RC_0"
"50020109","Chnl5","General","RC_6"
"50020003","Chnl5","General","RC_1"
"50020105","Chnl5","General","RC_0"
"50020038","Chnl5","General","RC_7"
"50030045","Chnl5","General","RC_7"
"50030019","Chnl5","General","RC_6"
"50020005","Chnl5","General","RC_6"
"50020006","Chnl5","General","RC_6"
"50030051","Chnl5","General","RC_6"
"50030002","Chnl5","General","RC_6"
"50020050","Chnl5","General","RC_6"
"50020108","Chnl5","General","RC_4"
"50020023","Chnl5","General","RC_1"
"50020036","Chnl5","General","RC_2"
"50020011","Chnl5","General","RC_2"
"50020020","Chnl5","General","RC_1"
"50020013","Chnl5","General","RC_6"
"50020014","Chnl5","General","RC_5"
"50020016","Chnl5","General","RC_9"
"50020045","Chnl5","General","RC_9"
"50030001","Chnl5","General","RC_7"
"50030016","Chnl5","General","RC_7"
"50020035","Chnl5","General","RC_7"
"50020107","Chnl5","General","RC_3"
"50020022","Chnl5","General","RC_3"
"50020027","Chnl5","General","RC_3"
"50020019","Chnl5","General","RC_2"
"50020002","Chnl5","General","RC_4"
"50030014","Chnl5","General","RC_4"
"50020024","Chnl5","General","RC_5"
"50030050","Chnl5","General","RC_8"
"50030006","Chnl5","General","RC_7"
"50020104","Chnl5","General","RC_7"
"50020040","Chnl5","General","RC_7"
"50030008","Chnl5","General","RC_7"
"50030047","Chnl5","General","RC_4"
"50020026","Chnl5","General","RC_8"
"50020102","Chnl5","General","RC_6"
"50030005","Chnl5","General","RC_5"
"50020028","Chnl5","General","RC_5"
"50020106","Chnl5","General","RC_8"
"50020029","Chnl5","General","RC_6"
"50030044","Chnl5","General","RC_4"
"50030009","Chnl5","General","RC_1"
"50020030","Chnl5","General","RC_1"
"50030003","Chnl5","General","RC_1"
"50030011","Chnl5","General","RC_6"
"50030048","Chnl5","General","RC_6"
"50020032","Chnl5","General","RC_8"
"50020012","Chnl5","General","RC_8"
"50030012","Chnl5","General","RC_7"
"50020015","Chnl5","General","RC_7"
"50030020","Chnl5","General","RC_7"
"50020046","Chnl5","General","RC_6"
"50030013","Chnl5","General","RC_7"
"50030021","Chnl5","General","RC_4"
"50020007","Chnl5","General","RC_1"
"50020039","Chnl5","General","RC_9"
"50020034","Chnl5","General","RC_5"
"50020008","Chnl5","General","RC_2"
"50020017","Chnl5","General","RC_2"
"50020042","Chnl5","General","RC_2"
"50020033","Chnl5","General","RC_2"
"50020041","Chnl5","General","RC_2"
"50020000","Chnl5","General","RC_7"
"50020110","Chnl5","General","RC_9"
"50030052","Chnl5","General","RC_6"
"50030053","Chnl5","General","RC_6"
"50030054","Chnl5","General","RC_4"
"50030056","Chnl5","General","RC_1"
"50030055","Chnl5","General","RC_6"
"50020004","Chnl5","General","RC_5"
"50020009","Chnl5","General","RC_7"
"50020021","Chnl5","General","RC_9"
"50020047","Chnl5","General","RC_3"
"50020051","Chnl5","General","RC_3"
"50020111","Chnl5","General","RC_6"
"50020112","Chnl5","General","RC_2"
"50020113","Chnl5","General","RC_2"
"50020114","Chnl5","General","RC_5"
"50020115","Chnl5","General","RC_5"
"50020116","Chnl5","General","RC_4"
"50020117","Chnl5","General","RC_9"
"50020118","Chnl5","General","RC_7"
"50020120","Chnl5","General","RC_8"
"50020121","Chnl5","General","RC_2"
"50020122","Chnl5","General","RC_7"
"50020123","Chnl5","General","RC_6"
"50020124","Chnl5","General","RC_1"
"50020125","Chnl5","General","RC_8"
"50020126","Chnl5","General","RC_0"
"50030057","Chnl5","General","RC_6"
"50030058","Chnl5","General","RC_8"
"50030059","Chnl5","General","RC_7"
"50030061","Chnl5","General","RC_1"
"50030062","Chnl5","General","RC_2"
"50030063","Chnl5","General","RC_5"
"50030064","Chnl5","General","RC_8"
"50030065","Chnl5","General","RC_6"
"50030066","Chnl5","General","RC_5"
"50030068","Chnl5","General","RC_8"
"50030069","Chnl5","General","RC_7"
"50030070","Chnl5","General","RC_8"
"50030071","Chnl5","General","RC_4"
"50030073","Chnl5","General","RC_7"
"50030074","Chnl5","General","RC_2"
"50030075","Chnl5","General","RC_7"
"50030076","Chnl5","General","RC_5"
"50030077","Chnl5","General","RC_7"
"50030078","Chnl5","General","RC_1"
"50030079","Chnl5","General","RC_9"
"31130024","Chnl5","Wholesaler","RC_1"
"31110001","Chnl5","Wholesaler","RC_2"
"31330001","Chnl5","Wholesaler","RC_2"
"31770099","Chnl3","General","RC_1"
"33110004","Chnl3","General","RC_2"
"31752007","Chnl3","General","RC_4"
"212010065","Chnl3","General","RC_1"
"201010053","Chnl3","General","RC_1"
"212010027","Chnl3","General","RC_1"
"208010100","Chnl3","General","RC_1"
"201010015","Chnl3","General","RC_1"
"219000076","Chnl3","General","RC_2"
"219000091","Chnl3","General","RC_2"
"REPS-ABO-1007","Chnl3","General","RC_2"
"REPS-ABO-1094","Chnl3","General","RC_8"
"201010069","Chnl3","General","RC_1"
"201010160","Chnl3","General","RC_1"
"201010228","Chnl3","General","RC_1"
"201010268","Chnl3","General","RC_1"
"205050011","Chnl3","General","RC_1"
"205050034","Chnl3","General","RC_1"
"205050057","Chnl3","General","RC_1"
"205050076","Chnl3","General","RC_1"
"205050136","Chnl3","General","RC_1"
"205050152","Chnl3","General","RC_1"
"205050185","Chnl3","General","RC_1"
"205050188","Chnl3","General","RC_1"
"205050189","Chnl3","General","RC_1"
"205050213","Chnl3","General","RC_1"
"205050221","Chnl3","General","RC_1"
"205050270","Chnl3","General","RC_1"
"205050281","Chnl3","General","RC_1"
"205050282","Chnl3","General","RC_1"
"205050287","Chnl3","General","RC_1"
"208010001","Chnl3","General","RC_1"
"208010018","Chnl3","General","RC_1"
"208010025","Chnl3","General","RC_1"
"208010026","Chnl3","General","RC_1"
"208010117","Chnl3","General","RC_1"
"208010144","Chnl3","General","RC_1"
"208010156","Chnl3","General","RC_1"
"212010011","Chnl3","General","RC_1"
"212010020","Chnl3","General","RC_1"
"212010022","Chnl3","General","RC_1"
"212010032","Chnl3","General","RC_1"
"212010033","Chnl3","General","RC_1"
"212010046","Chnl3","General","RC_1"
"212010062","Chnl3","General","RC_1"
"212010068","Chnl3","General","RC_1"
"212010125","Chnl3","General","RC_1"
"212010141","Chnl3","General","RC_1"
"219000005","Chnl3","General","RC_2"
"219000017","Chnl3","General","RC_2"
"219000038","Chnl3","General","RC_2"
"219000040","Chnl3","General","RC_2"
"219000065","Chnl3","General","RC_2"
"219000078","Chnl3","General","RC_2"
"219000097","Chnl3","General","RC_2"
"219000098","Chnl3","General","RC_2"
"219000101","Chnl3","General","RC_2"
"219000103","Chnl3","General","RC_2"
"219000104","Chnl3","General","RC_2"
"219000110","Chnl3","General","RC_3"
"24010021","Chnl3","General","RC_1"
"31691331","Chnl3","General","RC_7"
"888600068","Chnl3","General","RC_2"
"99990466","Chnl3","General","RC_1"
"99990708","Chnl3","General","RC_1"
"31630001","Chnl3","General","RC_0"
"203140020","Chnl3","General","RC_0"
"212010108","Chnl3","General","RC_0"
"SAL115207","Chnl3","General","RC_0"
"31752002","Chnl3","General","RC_0"
"201010121","Chnl3","General","RC_0"
"212010035","Chnl3","General","RC_0"
"203140017","Chnl3","General","RC_0"
"203030004","Chnl3","General","RC_0"
"201010063","Chnl3","General","RC_0"
"201010137","Chnl3","General","RC_0"
"REPS-ABO-1016","Chnl3","General","RC_0"
"REPS-ABO-0960","Chnl3","General","RC_0"
"REPS-ABO-102144","Chnl3","General","RC_0"
"REPS-ABO-10161","Chnl3","General","RC_0"
"REPS-ABO-100927","Chnl3","General","RC_0"
"REPS-ABO-100925","Chnl3","General","RC_0"
"REPS-ABO-1014","Chnl3","General","RC_0"
"REPS-ABO-1090","Chnl3","General","RC_0"
"REPS-ABO-1092","Chnl3","General","RC_0"
"REPS-ABO-0973","Chnl3","General","RC_0"
"REPS-ABO-100930","Chnl3","General","RC_0"
"REPS-ABO-100941","Chnl3","General","RC_0"
"REPS-ABO-1026","Chnl3","General","RC_0"
"REPS-ABO-1001","Chnl3","General","RC_0"
"REPS-ABO-100910","Chnl3","General","RC_0"
"REPS-ABO-1095","Chnl3","General","RC_0"
"REPS-ABO-1088","Chnl3","General","RC_0"
"REPS-ABO-1031","Chnl3","General","RC_0"
"REPS-ABO-1032","Chnl3","General","RC_0"
"201010012","Chnl3","General","RC_0"
"201010025","Chnl3","General","RC_0"
"201010035","Chnl3","General","RC_0"
"201010048","Chnl3","General","RC_0"
"201010052","Chnl3","General","RC_0"
"201010101","Chnl3","General","RC_0"
"201010112","Chnl3","General","RC_0"
"201010163","Chnl3","General","RC_0"
"201010164","Chnl3","General","RC_0"
"201010173","Chnl3","General","RC_0"
"201010184","Chnl3","General","RC_0"
"201010196","Chnl3","General","RC_0"
"201010220","Chnl3","General","RC_0"
"201010224","Chnl3","General","RC_0"
"201010225","Chnl3","General","RC_0"
"201010250","Chnl3","General","RC_0"
"201010256","Chnl3","General","RC_0"
"201010263","Chnl3","General","RC_0"
"201010277","Chnl3","General","RC_0"
"203140003","Chnl3","General","RC_0"
"203140056","Chnl3","General","RC_0"
"203140059","Chnl3","General","RC_0"
"205050235","Chnl3","General","RC_0"
"212010119","Chnl3","General","RC_0"
"219000001","Chnl3","General","RC_0"
"219000002","Chnl3","General","RC_0"
"219000004","Chnl3","General","RC_0"
"219000007","Chnl3","General","RC_0"
"219000011","Chnl3","General","RC_0"
"219000058","Chnl3","General","RC_0"
"REPS-ABO-1097","Chnl3","General","RC_0"
"REPS-ABO-1098","Chnl3","General","RC_0"
"REPS-ABO-1099","Chnl3","General","RC_0"
"REPS-ABO-1100","Chnl3","General","RC_0"
"REPS-ABO-1102","Chnl3","General","RC_0"
"REPS-ABO-1103","Chnl3","General","RC_0"
"REPS-ABO-1104","Chnl3","General","RC_0"
"REPS-ABO-1105","Chnl3","General","RC_0"
"REPS-ABO-1106","Chnl3","General","RC_0"
"REPS-ABO-1107","Chnl3","General","RC_0"
"REPS-ABO-1108","Chnl3","General","RC_0"
"REPS-ABO-1109","Chnl3","General","RC_0"
"201010145","Chnl3","General","RC_0"
"205050289","Chnl3","General","RC_0"
"212010015","Chnl3","General","RC_0"
"212010137","Chnl3","General","RC_0"
"219000083","Chnl3","General","RC_0"
"219000112","Chnl3","General","RC_0"
"REPS-ABO-1114","Chnl3","General","RC_0"
"31610040","Chnl1","General","RC_6"
"31610043","Chnl1","General","RC_2"
"31610044","Chnl1","General","RC_3"
"31610045","Chnl1","General","RC_6"
"31610080","Chnl1","General","RC_3"
"31670005","Chnl1","General","RC_4"
"31570003","Chnl1","General","RC_2"
"31610070","Chnl1","General","RC_5"
"31650001","Chnl1","General","RC_8"
"31610100","Chnl1","General","RC_4"
"31620049","Chnl1","General","RC_9"
"31570017","Chnl1","General","RC_6"
"31610110","Chnl1","General","RC_1"
"31670006","Chnl1","General","RC_4"
"31640002","Chnl1","General","RC_3"
"31670007","Chnl1","General","RC_4"
"31610090","Chnl1","General","RC_8"
"31120001","Chnl1","General","RC_1"
"31610060","Chnl1","General","RC_4"
"31520030","Chnl1","General","RC_6"
"31520090","Chnl1","General","RC_1"
"31520010","Chnl1","General","RC_2"
"31520070","Chnl1","General","RC_8"
"31520020","Chnl1","General","RC_2"
"31570007","Chnl1","General","RC_5"
"31520060","Chnl1","General","RC_3"
"31520040","Chnl1","General","RC_7"
"31520110","Chnl1","General","RC_8"
"31520100","Chnl1","General","RC_8"
"31520080","Chnl1","General","RC_3"
"31520050","Chnl1","General","RC_9"
"50230922","Chnl6","General","RC_5"
"50230661","Chnl6","Wholesaler","RC_7"
"50230572","Chnl6","Wholesaler","RC_7"
"50230617","Chnl6","Wholesaler","RC_7"
"31691202","Chnl6","Wholesaler","RC_4"
"31500001","Chnl6","Wholesaler","RC_5"
"31520051","Chnl1","General","RC_9"
"31520202","Chnl1","General","RC_2"
"31610046","Chnl1","General","RC_6"
"31670063","Chnl2","General","RC_8"
"31695536","Chnl1","General","RC_3"
"35100098","Chnl2","General","RC_5"
"50232015","Chnl6","General","RC_3"
"99990233","Chnl2","General","RC_4"
"99990656","Chnl2","General","RC_2"
"99990691","Chnl2","General","RC_9"
"31650013","Chnl1","General","RC_11"
"50010016","Chnl5","General","RC_11"
"50010017","Chnl5","General","RC_11"
"50010014","Chnl5","General","RC_11"
"50010076","Chnl5","General","RC_11"
"50010083","Chnl5","General","RC_11"
"50010036","Chnl5","General","RC_11"
"50010004","Chnl5","General","RC_11"
"50010011","Chnl5","General","RC_11"
"50010031","Chnl5","General","RC_11"
"50010040","Chnl5","General","RC_11"
"50010002","Chnl5","General","RC_11"
"50010067","Chnl5","General","RC_11"
"50010028","Chnl5","General","RC_11"
"50010048","Chnl5","General","RC_11"
"50010060","Chnl5","General","RC_11"
"50010063","Chnl5","General","RC_11"
"50010055","Chnl5","General","RC_11"
"50010034","Chnl5","General","RC_11"
"50010039","Chnl5","General","RC_11"
"50010024","Chnl5","General","RC_11"
"50010061","Chnl5","General","RC_11"
"50010021","Chnl5","General","RC_11"
"50010033","Chnl5","General","RC_11"
"50010086","Chnl5","General","RC_11"
"50010066","Chnl5","General","RC_11"
"50010201","Chnl5","General","RC_11"
"50020010","Chnl5","General","RC_11"
"50020001","Chnl5","General","RC_11"
"31770154","Chnl2","General","RC_11"
"31670055","Chnl2","General","RC_11"
"31770096","Chnl2","General","RC_11"
"31570022","Chnl2","General","RC_11"
"31670066","Chnl2","General","RC_11"
"31670072","Chnl2","General","RC_11"
"31771019","Chnl2","General","RC_11"
"31771017","Chnl2","General","RC_11"
"31771018","Chnl2","General","RC_11"
"31771020","Chnl2","General","RC_11"
"31770219","Chnl2","General","RC_11"
"31770090","Chnl2","General","RC_11"
"31770251","Chnl2","General","RC_11"
"31770218","Chnl2","General","RC_11"
"31770234","Chnl2","General","RC_11"
"31770074","Chnl2","General","RC_11"
"31670044","Chnl2","General","RC_11"
"33440115","Chnl2","General","RC_11"
"31770240","Chnl2","General","RC_11"
"31670036","Chnl2","General","RC_11"
"31770014","Chnl2","General","RC_11"
"36200034","Chnl2","General","RC_11"
"31570024","Chnl2","General","RC_11"
"31670009","Chnl2","General","RC_11"
"31770006","Chnl2","General","RC_11"
"31770071","Chnl2","General","RC_11"
"31670032","Chnl2","General","RC_11"
"31670070","Chnl2","General","RC_11"
"31670040","Chnl2","General","RC_11"
"31670011","Chnl2","General","RC_11"
"31670052","Chnl2","General","RC_11"
"31670012","Chnl2","General","RC_11"
"31670029","Chnl2","General","RC_11"
"31770063","Chnl2","General","RC_11"
"31670037","Chnl2","General","RC_11"
"31670016","Chnl2","General","RC_11"
"31770244","Chnl2","General","RC_11"
"31670015","Chnl2","General","RC_11"
"31770058","Chnl2","General","RC_11"
"31670014","Chnl2","General","RC_11"
"31770087","Chnl2","General","RC_11"
"31770075","Chnl2","General","RC_11"
"31770029","Chnl2","General","RC_11"
"33440078","Chnl2","General","RC_11"
"31770077","Chnl2","General","RC_11"
"31770045","Chnl2","General","RC_11"
"31770034","Chnl2","General","RC_11"
"31670008","Chnl2","General","RC_11"
"31771022","Chnl2","General","RC_11"
"31770056","Chnl2","General","RC_11"
"37130065","Chnl2","General","RC_11"
"31770147","Chnl2","General","RC_11"
"31770156","Chnl2","General","RC_11"
"31670048","Chnl2","General","RC_11"
"31770064","Chnl2","General","RC_11"
"31670028","Chnl2","General","RC_11"
"31670061","Chnl2","General","RC_11"
"36200047","Chnl2","General","RC_11"
"31670031","Chnl2","General","RC_11"
"31693002","Chnl2","General","RC_11"
"31770129","Chnl2","General","RC_11"
"31570012","Chnl2","General","RC_11"
"31771021","Chnl2","General","RC_11"
"31770150","Chnl2","General","RC_11"
"31670068","Chnl2","General","RC_11"
"31770175","Chnl2","General","RC_11"
"31770180","Chnl2","General","RC_11"
"31670053","Chnl2","General","RC_11"
"36200042","Chnl2","General","RC_11"
"31570011","Chnl2","General","RC_11"
"31570013","Chnl2","General","RC_11"
"31570025","Chnl2","General","RC_11"
"31770177","Chnl2","General","RC_11"
"31693011","Chnl2","General","RC_11"
"31770246","Chnl2","General","RC_11"
"31770068","Chnl2","General","RC_11"
"36200048","Chnl2","General","RC_11"
