ProductID,Category,ManufacturerID,Product,Segment,Price
2268,"Rural",2,"Aliqui RS-01","Select","USD 309.7"
2269,"Rural",2,"Aliqui RS-02","Select","USD 393.23"
2270,"Rural",2,"Aliqui RS-03","Select","USD 314.95"
2273,"Rural",2,"Aliqui RS-06","Select","USD 1023.6975"
2274,"Rural",2,"Aliqui RS-07","Select","USD 293.95"
2275,"Rural",2,"Aliqui RS-08","Select","USD 445.73"
2277,"Rural",2,"Aliqui RS-10","Select","USD 330.23"
2278,"Rural",2,"Aliqui RS-11","Select","USD 186.3225"
2279,"Rural",2,"Aliqui RS-12","Select","USD 167.95"
2280,"Rural",2,"Aliqui RS-13","Select","USD 209.48"
2281,"Rural",2,"Aliqui RS-14","Select","USD 236.1975"
2282,"Rural",2,"Aliqui RS-15","Select","USD 304.45"
2284,"Rural",2,"Aliqui RS-17","Select","USD 375.38"
1,"Mix",1,"Abbas MA-01","All Season","USD 412.13"
3,"Mix",1,"Abbas MA-03","All Season","USD 963.38"
4,"Mix",1,"Abbas MA-04","All Season","USD 828.98"
5,"Mix",1,"Abbas MA-05","All Season","USD 745.5"
7,"Mix",1,"Abbas MA-07","All Season","USD 451.45"
8,"Mix",1,"Abbas MA-08","All Season","USD 485.89"
9,"Mix",1,"Abbas MA-09","All Season","USD 634.73"
10,"Mix",1,"Abbas MA-10","All Season","USD 681.98"
11,"Mix",1,"Abbas MA-11","All Season","USD 761.25"
12,"Mix",1,"Abbas MA-12","All Season","USD 456.7"
13,"Mix",1,"Abbas MA-13","All Season","USD 456.7"
14,"Mix",1,"Abbas MA-14","All Season","USD 419.95"
15,"Mix",1,"Abbas MA-15","All Season","USD 472.45"
16,"Mix",1,"Abbas MA-16","All Season","USD 711.38"
17,"Mix",1,"Abbas MA-17","All Season","USD 414.75"
18,"Mix",1,"Abbas MA-18","All Season","USD 393.7"
19,"Mix",1,"Abbas MA-19","All Season","USD 393.7"
20,"Mix",1,"Abbas MA-20","All Season","USD 509.25"
21,"Mix",1,"Abbas MA-21","All Season","USD 430.5"
22,"Mix",1,"Abbas MA-22","All Season","USD 551.25"
23,"Mix",1,"Abbas MA-23","All Season","USD 758.63"
25,"Mix",1,"Abbas MA-25","All Season","USD 792.75"
26,"Mix",1,"Abbas MA-26","All Season","USD 847.88"
27,"Mix",1,"Abbas MA-27","All Season","USD 446.2"
28,"Mix",1,"Abbas MA-28","All Season","USD 431.8125"
29,"Mix",1,"Abbas MA-29","All Season","USD 524.48"
30,"Mix",1,"Abbas MA-30","All Season","USD 854.7"
31,"Mix",1,"Abbas MA-31","All Season","USD 761.25"
32,"Mix",1,"Abbas MA-32","All Season","USD 711.38"
33,"Mix",1,"Abbas MA-33","All Season","USD 734.475"
34,"Mix",1,"Abbas MA-34","All Season","USD 424.725"
35,"Mix",1,"Abbas MA-35","All Season","USD 472.4475"
36,"Mix",1,"Abbas MA-36","All Season","USD 527.1"
37,"Mix",1,"Abbas MA-37","All Season","USD 454.13"
38,"Mix",1,"Abbas MA-38","All Season","USD 446.25"
40,"Mix",1,"Abbas MA-40","All Season","USD 1049.48"
41,"Mix",1,"Abbas MA-41","All Season","USD 845.25"
42,"Mix",1,"Abbas MA-42","All Season","USD 1077.3"
43,"Mix",1,"Abbas MA-43","All Season","USD 419.95"
44,"Mix",1,"Abbas MA-44","All Season","USD 440.95"
45,"Mix",1,"Abbas MA-45","All Season","USD 472.45"
1908,"Mix",4,"Currus MA-01","All Season","USD 448.8225"
1909,"Mix",4,"Currus MA-02","All Season","USD 220.45"
1911,"Mix",4,"Currus MA-04","All Season","USD 244.075"
1912,"Mix",4,"Currus MA-05","All Season","USD 377.425"
1914,"Mix",4,"Currus MA-07","All Season","USD 173.2"
1915,"Mix",4,"Currus MA-08","All Season","USD 666.7"
1916,"Mix",4,"Currus MA-09","All Season","USD 346.45"
1918,"Mix",4,"Currus MA-11","All Season","USD 734.95"
1920,"Mix",4,"Currus MA-13","All Season","USD 341.2"
1924,"Mix",4,"Currus MA-17","All Season","USD 367.45"
695,"Mix",8,"Natura MA-02","All Season","USD 89.1975"
699,"Mix",8,"Natura MA-06","All Season","USD 238.825"
701,"Mix",8,"Natura MA-08","All Season","USD 236.15"
702,"Mix",8,"Natura MA-09","All Season","USD 351.23"
706,"Mix",8,"Natura MA-13","All Season","USD 283.45"
711,"Mix",8,"Natura MA-18","All Season","USD 246.7"
712,"Mix",8,"Natura MA-19","All Season","USD 225.7"
1043,"Mix",10,"Pirum MA-01","All Season","USD 419.95"
1044,"Mix",10,"Pirum MA-02","All Season","USD 286.075"
1045,"Mix",10,"Pirum MA-03","All Season","USD 217.825"
1046,"Mix",10,"Pirum MA-04","All Season","USD 104.95"
1047,"Mix",10,"Pirum MA-05","All Season","USD 236.2"
1049,"Mix",10,"Pirum MA-07","All Season","USD 278.2"
1050,"Mix",10,"Pirum MA-08","All Season","USD 293.95"
1051,"Mix",10,"Pirum MA-09","All Season","USD 54.5475"
1052,"Mix",10,"Pirum MA-10","All Season","USD 251.95"
1053,"Mix",10,"Pirum MA-11","All Season","USD 346.45"
1054,"Mix",10,"Pirum MA-12","All Season","USD 299.2"
1726,"Mix",11,"Pomum MA-01","All Season","USD 451.45"
1727,"Mix",11,"Pomum MA-02","All Season","USD 839.48"
1728,"Mix",11,"Pomum MA-03","All Season","USD 509.1975"
1729,"Mix",11,"Pomum MA-04","All Season","USD 488.2"
1730,"Mix",11,"Pomum MA-05","All Season","USD 839.48"
1731,"Mix",11,"Pomum MA-06","All Season","USD 461.95"
2102,"Mix",14,"Victoria MA-01","All Season","USD 524.95"
2103,"Mix",14,"Victoria MA-02","All Season","USD 629.95"
2104,"Mix",14,"Victoria MA-03","All Season","USD 577.45"
2105,"Mix",14,"Victoria MA-04","All Season","USD 577.45"
2106,"Mix",14,"Victoria MA-05","All Season","USD 892.45"
2107,"Mix",14,"Victoria MA-06","All Season","USD 656.2"
2188,"Mix",2,"Aliqui MA-02","All Season","USD 233.575"
2189,"Mix",2,"Aliqui MA-03","All Season","USD 351.23"
2191,"Mix",2,"Aliqui MA-05","All Season","USD 246.7"
2192,"Mix",2,"Aliqui MA-06","All Season","USD 220.45"
2193,"Mix",2,"Aliqui MA-07","All Season","USD 792.23"
2195,"Mix",2,"Aliqui MA-09","All Season","USD 165.3225"
2197,"Mix",2,"Aliqui MA-11","All Season","USD 272.48"
2199,"Mix",2,"Aliqui MA-13","All Season","USD 240.98"
2200,"Mix",2,"Aliqui MA-14","All Season","USD 17.325"
2201,"Mix",2,"Aliqui MA-15","All Season","USD 62.9475"
2202,"Mix",2,"Aliqui MA-16","All Season","USD 345.98"
2203,"Mix",2,"Aliqui MA-17","All Season","USD 849.98"
1265,"Mix",12,"Quibus MA-01","All Season","USD 866.2"
1268,"Mix",12,"Quibus MA-04","All Season","USD 340.1"
1270,"Mix",12,"Quibus MA-06","All Season","USD 367.4"
1271,"Mix",12,"Quibus MA-07","All Season","USD 467.15"
1272,"Mix",12,"Quibus MA-08","All Season","USD 530.2"
1273,"Mix",12,"Quibus MA-09","All Season","USD 498.65"
1275,"Mix",12,"Quibus MA-11","All Season","USD 766.4"
1277,"Mix",12,"Quibus MA-13","All Season","USD 467.15"
1278,"Mix",12,"Quibus MA-14","All Season","USD 813.7"
1279,"Mix",12,"Quibus MA-15","All Season","USD 551.15"
1280,"Mix",12,"Quibus MA-16","All Season","USD 454.0725"
1281,"Mix",12,"Quibus MA-17","All Season","USD 393.7"
1285,"Mix",12,"Quibus MA-21","All Season","USD 430.4"
1286,"Mix",12,"Quibus MA-22","All Season","USD 729.65"
1287,"Mix",12,"Quibus MA-23","All Season","USD 698.145"
1288,"Mix",12,"Quibus MA-24","All Season","USD 698.15"
1289,"Mix",12,"Quibus MA-25","All Season","USD 472.45"
1290,"Mix",12,"Quibus MA-26","All Season","USD 351.645"
1292,"Mix",12,"Quibus MA-28","All Season","USD 346.395"
1293,"Mix",12,"Quibus MA-29","All Season","USD 446.145"
1294,"Mix",12,"Quibus MA-30","All Season","USD 745.4"
1295,"Mix",12,"Quibus MA-31","All Season","USD 472.45"
1297,"Mix",12,"Quibus MA-33","All Season","USD 488.2"
1298,"Mix",12,"Quibus MA-34","All Season","USD 383.15"
1299,"Mix",12,"Quibus MA-35","All Season","USD 551.15"
1300,"Mix",12,"Quibus MA-36","All Season","USD 456.7"
1301,"Mix",12,"Quibus MA-37","All Season","USD 519.7"
1303,"Mix",12,"Quibus MA-39","All Season","USD 787.45"
1304,"Mix",12,"Quibus MA-40","All Season","USD 438.3225"
1305,"Mix",12,"Quibus MA-41","All Season","USD 430.45"
1306,"Mix",12,"Quibus MA-42","All Season","USD 881.95"
1308,"Mix",12,"Quibus MA-44","All Season","USD 808.395"
1563,"Rural",12,"Quibus RS-01","Select","USD 288.65"
1564,"Rural",12,"Quibus RS-02","Select","USD 346.45"
1565,"Rural",12,"Quibus RS-03","Select","USD 312.27"
1566,"Rural",12,"Quibus RS-04","Select","USD 377.95"
1567,"Rural",12,"Quibus RS-05","Select","USD 419.95"
1568,"Rural",12,"Quibus RS-06","Select","USD 451.45"
1569,"Rural",12,"Quibus RS-07","Select","USD 419.95"
1572,"Rural",12,"Quibus RS-10","Select","USD 322.77"
1575,"Rural",12,"Quibus RS-13","Select","USD 280.8225"
1576,"Rural",12,"Quibus RS-14","Select","USD 283.45"
1577,"Rural",12,"Quibus RS-15","Select","USD 498.65"
1583,"Rural",12,"Quibus RS-21","Select","USD 472.4"
1584,"Rural",12,"Quibus RS-22","Select","USD 372.65"
1585,"Rural",12,"Quibus RS-23","Select","USD 419.95"
1586,"Rural",12,"Quibus RS-24","Select","USD 388.4475"
1587,"Rural",12,"Quibus RS-25","Select","USD 419.9475"
1588,"Rural",12,"Quibus RS-26","Select","USD 341.2"
1590,"Rural",12,"Quibus RS-28","Select","USD 446.2"
1592,"Rural",12,"Quibus RS-30","Select","USD 498.7"
1595,"Rural",12,"Quibus RS-33","Select","USD 367.395"
1596,"Rural",12,"Quibus RS-34","Select","USD 391.02"
1597,"Rural",12,"Quibus RS-35","Select","USD 202.0725"
1601,"Rural",12,"Quibus RS-39","Select","USD 317.5725"
1602,"Rural",12,"Quibus RS-40","Select","USD 377.95"
1603,"Rural",12,"Quibus RS-41","Select","USD 301.77"
1605,"Rural",12,"Quibus RS-43","Select","USD 435.7"
1607,"Rural",12,"Quibus RS-45","Select","USD 446.2"
1608,"Rural",12,"Quibus RS-46","Select","USD 459.323333333333"
1612,"Rural",12,"Quibus RS-50","Select","USD 524.9475"
1613,"Rural",12,"Quibus RS-51","Select","USD 341.145"
1614,"Rural",12,"Quibus RS-52","Select","USD 104.895"
1615,"Rural",12,"Quibus RS-53","Select","USD 265.0725"
1616,"Rural",12,"Quibus RS-54","Select","USD 343.8225"
1617,"Rural",12,"Quibus RS-55","Select","USD 377.95"
1620,"Rural",12,"Quibus RS-58","Select","USD 104.895"
1622,"Rural",12,"Quibus RS-60","Select","USD 92.82"
1624,"Rural",12,"Quibus RS-62","Select","USD 385.77"
1625,"Rural",12,"Quibus RS-63","Select","USD 396.27"
1629,"Rural",12,"Quibus RS-67","Select","USD 230.9"
1630,"Rural",12,"Quibus RS-68","Select","USD 272.9"
1631,"Rural",12,"Quibus RS-69","Select","USD 475.0725"
1632,"Rural",12,"Quibus RS-70","Select","USD 419.95"
1633,"Rural",12,"Quibus RS-71","Select","USD 435.7"
1634,"Rural",12,"Quibus RS-72","Select","USD 356.9475"
1635,"Rural",12,"Quibus RS-73","Select","USD 244.02"
1640,"Rural",12,"Quibus RS-78","Select","USD 398.9"
1641,"Rural",12,"Quibus RS-79","Select","USD 76.02"
1642,"Rural",12,"Quibus RS-80","Select","USD 398.895"
1643,"Rural",12,"Quibus RS-81","Select","USD 422.5725"
1644,"Rural",12,"Quibus RS-82","Select","USD 380.5725"
1645,"Rural",12,"Quibus RS-83","Select","USD 419.95"
1646,"Rural",12,"Quibus RS-84","Select","USD 435.7"
1650,"Rural",12,"Quibus RS-88","Select","USD 519.7"
1651,"Rural",12,"Quibus RS-89","Select","USD 506.5725"
1653,"Rural",12,"Quibus RS-91","Select","USD 404.15"
1654,"Rural",12,"Quibus RS-92","Select","USD 468.72"
1655,"Rural",12,"Quibus RS-93","Select","USD 283.4475"
1656,"Rural",12,"Quibus RS-94","Select","USD 414.1725"
1657,"Rural",12,"Quibus RS-95","Select","USD 398.95"
1662,"Rural",12,"Quibus RS-00","Select","USD 173.2"
1666,"Rural",12,"Quibus RS-04","Select","USD 238.8225"
1667,"Rural",12,"Quibus RS-05","Select","USD 372.7"
197,"Youth",1,"Abbas YY-01","Youth","USD 503.48"
198,"Youth",1,"Abbas YY-02","Youth","USD 524.48"
1000,"Youth",8,"Natura YY-01","Youth","USD 112.825"
1001,"Youth",8,"Natura YY-02","Youth","USD 446.2"
1002,"Youth",8,"Natura YY-03","Youth","USD 288.7"
1003,"Youth",8,"Natura YY-04","Youth","USD 86.575"
1005,"Youth",8,"Natura YY-06","Youth","USD 125.95"
1006,"Youth",8,"Natura YY-07","Youth","USD 99.7"
1007,"Youth",8,"Natura YY-08","Youth","USD 486.68"
1008,"Youth",8,"Natura YY-09","Youth","USD 280.825"
1009,"Youth",8,"Natura YY-10","Youth","USD 139.075"
1011,"Youth",8,"Natura YY-12","Youth","USD 293.95"
1012,"Youth",8,"Natura YY-13","Youth","USD 178.45"
1013,"Youth",8,"Natura YY-14","Youth","USD 104.95"
1014,"Youth",8,"Natura YY-15","Youth","USD 86.575"
1017,"Youth",8,"Natura YY-18","Youth","USD 317.5725"
1019,"Youth",8,"Natura YY-20","Youth","USD 236.2"
1021,"Youth",8,"Natura YY-22","Youth","USD 44.52"
1022,"Youth",8,"Natura YY-23","Youth","USD 157.45"
1023,"Youth",8,"Natura YY-24","Youth","USD 320.2"
1026,"Youth",8,"Natura YY-27","Youth","USD 181.075"
1806,"Youth",11,"Pomum YY-01","Youth","USD 115.45"
1807,"Youth",11,"Pomum YY-02","Youth","USD 178.45"
1808,"Youth",11,"Pomum YY-03","Youth","USD 115.45"
1809,"Youth",11,"Pomum YY-04","Youth","USD 241.45"
1810,"Youth",11,"Pomum YY-05","Youth","USD 288.7"
1811,"Youth",11,"Pomum YY-06","Youth","USD 225.7"
1812,"Youth",11,"Pomum YY-07","Youth","USD 99.6975"
1813,"Youth",11,"Pomum YY-08","Youth","USD 141.7"
1814,"Youth",11,"Pomum YY-09","Youth","USD 522.17"
1815,"Youth",11,"Pomum YY-10","Youth","USD 330.7"
1816,"Youth",11,"Pomum YY-11","Youth","USD 188.95"
1817,"Youth",11,"Pomum YY-12","Youth","USD 230.95"
1818,"Youth",11,"Pomum YY-13","Youth","USD 209.95"
1819,"Youth",11,"Pomum YY-14","Youth","USD 278.2"
1820,"Youth",11,"Pomum YY-15","Youth","USD 383.2"
1821,"Youth",11,"Pomum YY-16","Youth","USD 325.45"
1822,"Youth",11,"Pomum YY-17","Youth","USD 362.2"
1823,"Youth",11,"Pomum YY-18","Youth","USD 456.7"
1825,"Youth",11,"Pomum YY-20","Youth","USD 99.7"
1826,"Youth",11,"Pomum YY-21","Youth","USD 236.2"
1827,"Youth",11,"Pomum YY-22","Youth","USD 257.2"
1828,"Youth",11,"Pomum YY-23","Youth","USD 299.1975"
1829,"Youth",11,"Pomum YY-24","Youth","USD 335.95"
1830,"Youth",11,"Pomum YY-25","Youth","USD 314.95"
1831,"Youth",11,"Pomum YY-26","Youth","USD 362.2"
1832,"Youth",11,"Pomum YY-27","Youth","USD 367.45"
1833,"Youth",11,"Pomum YY-28","Youth","USD 131.2"
1834,"Youth",11,"Pomum YY-29","Youth","USD 251.95"
1835,"Youth",11,"Pomum YY-30","Youth","USD 0"
1836,"Youth",11,"Pomum YY-31","Youth","USD 167.9475"
1837,"Youth",11,"Pomum YY-32","Youth","USD 167.95"
1838,"Youth",11,"Pomum YY-33","Youth","USD 309.6975"
1839,"Youth",11,"Pomum YY-34","Youth","USD 262.45"
1840,"Youth",11,"Pomum YY-35","Youth","USD 330.7"
1841,"Youth",11,"Pomum YY-36","Youth","USD 152.2"
1842,"Youth",11,"Pomum YY-37","Youth","USD 257.2"
1843,"Youth",11,"Pomum YY-38","Youth","USD 152.1975"
1844,"Youth",11,"Pomum YY-39","Youth","USD 178.4475"
1845,"Youth",11,"Pomum YY-40","Youth","USD 110.2"
1846,"Youth",11,"Pomum YY-41","Youth","USD 467.2"
1847,"Youth",11,"Pomum YY-42","Youth","USD 146.9475"
1848,"Youth",11,"Pomum YY-43","Youth","USD 388.45"
1849,"Youth",11,"Pomum YY-44","Youth","USD 230.95"
1850,"Youth",11,"Pomum YY-45","Youth","USD 178.45"
1851,"Youth",11,"Pomum YY-46","Youth","USD 335.9475"
1852,"Youth",11,"Pomum YY-47","Youth","USD 178.45"
1853,"Youth",11,"Pomum YY-48","Youth","USD 377.95"
1854,"Youth",11,"Pomum YY-49","Youth","USD 188.95"
1855,"Youth",11,"Pomum YY-50","Youth","USD 246.7"
1856,"Youth",11,"Pomum YY-51","Youth","USD 110.2"
1857,"Youth",11,"Pomum YY-52","Youth","USD 104.95"
1858,"Youth",11,"Pomum YY-53","Youth","USD 262.45"
1859,"Youth",11,"Pomum YY-54","Youth","USD 157.45"
1860,"Youth",11,"Pomum YY-55","Youth","USD 209.95"
1861,"Youth",11,"Pomum YY-56","Youth","USD 104.95"
1862,"Youth",11,"Pomum YY-57","Youth","USD 225.7"
1690,"Youth",13,"Salvus YY-01","Youth","USD 157.45"
1691,"Youth",13,"Salvus YY-02","Youth","USD 236.1975"
1692,"Youth",13,"Salvus YY-03","Youth","USD 104.95"
1693,"Youth",13,"Salvus YY-04","Youth","USD 362.2"
1694,"Youth",13,"Salvus YY-05","Youth","USD 104.9475"
1695,"Youth",13,"Salvus YY-06","Youth","USD 167.95"
1696,"Youth",13,"Salvus YY-07","Youth","USD 183.7"
1697,"Youth",13,"Salvus YY-08","Youth","USD 236.2"
1698,"Youth",13,"Salvus YY-09","Youth","USD 178.45"
1699,"Youth",13,"Salvus YY-10","Youth","USD 178.45"
1700,"Youth",13,"Salvus YY-11","Youth","USD 128.5725"
1701,"Youth",13,"Salvus YY-12","Youth","USD 283.45"
1702,"Youth",13,"Salvus YY-13","Youth","USD 115.45"
1703,"Youth",13,"Salvus YY-14","Youth","USD 107.575"
1704,"Youth",13,"Salvus YY-15","Youth","USD 136.45"
1705,"Youth",13,"Salvus YY-16","Youth","USD 167.95"
1706,"Youth",13,"Salvus YY-17","Youth","USD 236.2"
1707,"Youth",13,"Salvus YY-18","Youth","USD 131.2"
1708,"Youth",13,"Salvus YY-19","Youth","USD 131.1975"
1709,"Youth",13,"Salvus YY-20","Youth","USD 94.4475"
1710,"Youth",13,"Salvus YY-21","Youth","USD 272.95"
1711,"Youth",13,"Salvus YY-22","Youth","USD 120.7"
1712,"Youth",13,"Salvus YY-23","Youth","USD 257.2"
1713,"Youth",13,"Salvus YY-24","Youth","USD 112.825"
1714,"Youth",13,"Salvus YY-25","Youth","USD 115.45"
1715,"Youth",13,"Salvus YY-26","Youth","USD 275.5725"
1716,"Youth",13,"Salvus YY-27","Youth","USD 356.95"
1717,"Youth",13,"Salvus YY-28","Youth","USD 183.7"
1718,"Youth",13,"Salvus YY-29","Youth","USD 157.45"
1719,"Youth",13,"Salvus YY-30","Youth","USD 209.9475"
1720,"Youth",13,"Salvus YY-31","Youth","USD 293.95"
1721,"Youth",13,"Salvus YY-32","Youth","USD 99.6975"
1722,"Youth",13,"Salvus YY-33","Youth","USD 86.575"
1723,"Youth",13,"Salvus YY-34","Youth","USD 509.1975"
1724,"Youth",13,"Salvus YY-35","Youth","USD 157.45"
1725,"Youth",13,"Salvus YY-36","Youth","USD 128.5725"
2097,"Youth",4,"Currus YY-01","Youth","USD 577.45"
2098,"Youth",4,"Currus YY-02","Youth","USD 325.45"
2099,"Youth",4,"Currus YY-03","Youth","USD 577.45"
2100,"Youth",4,"Currus YY-04","Youth","USD 419.9475"
2101,"Youth",4,"Currus YY-05","Youth","USD 262.45"
2393,"Youth",2,"Aliqui YY-02","Youth","USD 118.13"
2394,"Youth",2,"Aliqui YY-03","Youth","USD 152.2"
2395,"Youth",2,"Aliqui YY-04","Youth","USD 177.98"
2396,"Youth",2,"Aliqui YY-05","Youth","USD 125.48"
2398,"Youth",2,"Aliqui YY-07","Youth","USD 39.3225"
2399,"Youth",2,"Aliqui YY-08","Youth","USD 135.98"
2400,"Youth",2,"Aliqui YY-09","Youth","USD 94.45"
2401,"Youth",2,"Aliqui YY-10","Youth","USD 167.95"
2402,"Youth",2,"Aliqui YY-11","Youth","USD 359.63"
2403,"Youth",2,"Aliqui YY-12","Youth","USD 135.98"
2404,"Youth",2,"Aliqui YY-13","Youth","USD 278.2"
2405,"Youth",2,"Aliqui YY-14","Youth","USD 450.98"
2406,"Youth",2,"Aliqui YY-15","Youth","USD 94.45"
2407,"Youth",2,"Aliqui YY-16","Youth","USD 81.325"
2410,"Youth",2,"Aliqui YY-19","Youth","USD 104.95"
2411,"Youth",2,"Aliqui YY-20","Youth","USD 115.4475"
2412,"Youth",2,"Aliqui YY-21","Youth","USD 120.23"
46,"Rural",1,"Abbas RP-01","Productivity","USD 314.9475"
47,"Rural",1,"Abbas RP-02","Productivity","USD 314.9475"
48,"Rural",1,"Abbas RP-03","Productivity","USD 65.5725"
49,"Rural",1,"Abbas RP-04","Productivity","USD 65.5725"
50,"Rural",1,"Abbas RP-05","Productivity","USD 750.6975"
51,"Rural",1,"Abbas RP-06","Productivity","USD 750.6975"
52,"Rural",1,"Abbas RP-07","Productivity","USD 341.2"
53,"Rural",1,"Abbas RP-08","Productivity","USD 341.2"
54,"Rural",1,"Abbas RP-09","Productivity","USD 419.95"
55,"Rural",1,"Abbas RP-10","Productivity","USD 419.95"
56,"Rural",1,"Abbas RP-11","Productivity","USD 314.95"
57,"Rural",1,"Abbas RP-12","Productivity","USD 314.95"
58,"Rural",1,"Abbas RP-13","Productivity","USD 367.45"
59,"Rural",1,"Abbas RP-14","Productivity","USD 367.45"
60,"Rural",1,"Abbas RP-15","Productivity","USD 404.1975"
61,"Rural",1,"Abbas RP-16","Productivity","USD 404.1975"
62,"Rural",1,"Abbas RP-17","Productivity","USD 419.95"
63,"Rural",1,"Abbas RP-18","Productivity","USD 419.95"
64,"Rural",1,"Abbas RP-19","Productivity","USD 314.95"
65,"Rural",1,"Abbas RP-20","Productivity","USD 314.95"
66,"Rural",1,"Abbas RP-21","Productivity","USD 435.6975"
67,"Rural",1,"Abbas RP-22","Productivity","USD 435.6975"
213,"Rural",5,"Fama RP-01","Productivity","USD 1575"
214,"Rural",5,"Fama RP-02","Productivity","USD 1575"
215,"Rural",5,"Fama RP-03","Productivity","USD 1522.2375"
216,"Rural",5,"Fama RP-04","Productivity","USD 1522.2375"
219,"Rural",5,"Fama RP-07","Productivity","USD 1522.24"
220,"Rural",5,"Fama RP-08","Productivity","USD 1522.24"
221,"Rural",5,"Fama RP-09","Productivity","USD 1522.24"
222,"Rural",5,"Fama RP-10","Productivity","USD 1522.24"
1926,"Rural",4,"Currus RP-01","Productivity","USD 99.7"
1927,"Rural",4,"Currus RP-02","Productivity","USD 99.7"
1930,"Rural",4,"Currus RP-05","Productivity","USD 286.0725"
1931,"Rural",4,"Currus RP-06","Productivity","USD 286.0725"
1932,"Rural",4,"Currus RP-07","Productivity","USD 440.95"
1933,"Rural",4,"Currus RP-08","Productivity","USD 440.95"
1934,"Rural",4,"Currus RP-09","Productivity","USD 167.95"
1935,"Rural",4,"Currus RP-10","Productivity","USD 167.95"
1936,"Rural",4,"Currus RP-11","Productivity","USD 288.7"
1937,"Rural",4,"Currus RP-12","Productivity","USD 288.7"
1938,"Rural",4,"Currus RP-13","Productivity","USD 293.95"
1939,"Rural",4,"Currus RP-14","Productivity","USD 293.95"
1940,"Rural",4,"Currus RP-15","Productivity","USD 217.8225"
1941,"Rural",4,"Currus RP-16","Productivity","USD 217.8225"
1942,"Rural",4,"Currus RP-17","Productivity","USD 162.6975"
1943,"Rural",4,"Currus RP-18","Productivity","USD 162.6975"
1946,"Rural",4,"Currus RP-21","Productivity","USD 280.825"
1947,"Rural",4,"Currus RP-22","Productivity","USD 280.825"
1948,"Rural",4,"Currus RP-23","Productivity","USD 320.2"
1949,"Rural",4,"Currus RP-24","Productivity","USD 320.2"
1950,"Rural",4,"Currus RP-25","Productivity","USD 335.95"
1951,"Rural",4,"Currus RP-26","Productivity","USD 335.95"
1956,"Rural",4,"Currus RP-31","Productivity","USD 153.775"
1957,"Rural",4,"Currus RP-32","Productivity","USD 153.775"
1958,"Rural",4,"Currus RP-33","Productivity","USD 78.7"
1959,"Rural",4,"Currus RP-34","Productivity","USD 78.7"
1960,"Rural",4,"Currus RP-35","Productivity","USD 98.65"
1961,"Rural",4,"Currus RP-36","Productivity","USD 98.65"
1962,"Rural",4,"Currus RP-37","Productivity","USD 149.575"
1963,"Rural",4,"Currus RP-38","Productivity","USD 149.575"
1964,"Rural",4,"Currus RP-39","Productivity","USD 89.2"
1965,"Rural",4,"Currus RP-40","Productivity","USD 89.2"
1966,"Rural",4,"Currus RP-41","Productivity","USD 246.7"
1967,"Rural",4,"Currus RP-42","Productivity","USD 246.7"
1968,"Rural",4,"Currus RP-43","Productivity","USD 238.825"
1969,"Rural",4,"Currus RP-44","Productivity","USD 238.825"
1974,"Rural",4,"Currus RP-49","Productivity","USD 57.7"
1975,"Rural",4,"Currus RP-50","Productivity","USD 57.7"
1978,"Rural",4,"Currus RP-53","Productivity","USD 267.7"
1979,"Rural",4,"Currus RP-54","Productivity","USD 267.7"
1980,"Rural",4,"Currus RP-55","Productivity","USD 220.45"
392,"Rural",7,"Maximus RP-01","Productivity","USD 510.565"
393,"Rural",7,"Maximus RP-02","Productivity","USD 510.565"
1055,"Rural",10,"Pirum RP-01","Productivity","USD 62.9475"
1056,"Rural",10,"Pirum RP-02","Productivity","USD 62.9475"
1057,"Rural",10,"Pirum RP-03","Productivity","USD 136.45"
1058,"Rural",10,"Pirum RP-04","Productivity","USD 136.45"
1059,"Rural",10,"Pirum RP-05","Productivity","USD 178.45"
1060,"Rural",10,"Pirum RP-06","Productivity","USD 178.45"
1061,"Rural",10,"Pirum RP-07","Productivity","USD 188.95"
1062,"Rural",10,"Pirum RP-08","Productivity","USD 188.95"
1063,"Rural",10,"Pirum RP-09","Productivity","USD 246.6975"
1064,"Rural",10,"Pirum RP-10","Productivity","USD 246.6975"
1065,"Rural",10,"Pirum RP-11","Productivity","USD 314.95"
1066,"Rural",10,"Pirum RP-12","Productivity","USD 314.95"
1067,"Rural",10,"Pirum RP-13","Productivity","USD 406.825"
1068,"Rural",10,"Pirum RP-14","Productivity","USD 406.825"
1069,"Rural",10,"Pirum RP-15","Productivity","USD 157.45"
1070,"Rural",10,"Pirum RP-16","Productivity","USD 157.45"
1071,"Rural",10,"Pirum RP-17","Productivity","USD 209.95"
1072,"Rural",10,"Pirum RP-18","Productivity","USD 209.95"
1073,"Rural",10,"Pirum RP-19","Productivity","USD 257.1975"
1074,"Rural",10,"Pirum RP-20","Productivity","USD 257.1975"
1075,"Rural",10,"Pirum RP-21","Productivity","USD 259.825"
1076,"Rural",10,"Pirum RP-22","Productivity","USD 259.825"
1077,"Rural",10,"Pirum RP-23","Productivity","USD 383.2"
1078,"Rural",10,"Pirum RP-24","Productivity","USD 383.2"
1079,"Rural",10,"Pirum RP-25","Productivity","USD 265.075"
1080,"Rural",10,"Pirum RP-26","Productivity","USD 265.075"
1081,"Rural",10,"Pirum RP-27","Productivity","USD 236.2"
1082,"Rural",10,"Pirum RP-28","Productivity","USD 236.2"
1083,"Rural",10,"Pirum RP-29","Productivity","USD 55.0725"
