Date,Day,Day Name,Month No,Month Name,Quarter No,Year,Year-Month,Year-Quarter,SortDay,SortDayName,SortYearMonth,SortYearQuarter,Week No,SortWeekNo
1997-11-12 00:00:00.000,"12","Wed","11","Nov","4","1997","1997-Nov","1997Q04",12,2,199711,199704,"45","45"
1997-11-13 00:00:00.000,"13","Thu","11","Nov","4","1997","1997-Nov","1997Q04",13,3,199711,199704,"45","45"
1997-11-14 00:00:00.000,"14","Fri","11","Nov","4","1997","1997-Nov","1997Q04",14,4,199711,199704,"45","45"
1997-11-15 00:00:00.000,"15","Sat","11","Nov","4","1997","1997-Nov","1997Q04",15,5,199711,199704,"45","45"
1997-11-16 00:00:00.000,"16","Sun","11","Nov","4","1997","1997-Nov","1997Q04",16,6,199711,199704,"46","46"
1997-11-17 00:00:00.000,"17","Mon","11","Nov","4","1997","1997-Nov","1997Q04",17,0,199711,199704,"46","46"
1997-11-18 00:00:00.000,"18","Tue","11","Nov","4","1997","1997-Nov","1997Q04",18,1,199711,199704,"46","46"
1997-11-19 00:00:00.000,"19","Wed","11","Nov","4","1997","1997-Nov","1997Q04",19,2,199711,199704,"46","46"
1997-11-20 00:00:00.000,"20","Thu","11","Nov","4","1997","1997-Nov","1997Q04",20,3,199711,199704,"46","46"
1997-11-21 00:00:00.000,"21","Fri","11","Nov","4","1997","1997-Nov","1997Q04",21,4,199711,199704,"46","46"
1997-11-22 00:00:00.000,"22","Sat","11","Nov","4","1997","1997-Nov","1997Q04",22,5,199711,199704,"46","46"
1997-11-23 00:00:00.000,"23","Sun","11","Nov","4","1997","1997-Nov","1997Q04",23,6,199711,199704,"47","47"
1997-11-24 00:00:00.000,"24","Mon","11","Nov","4","1997","1997-Nov","1997Q04",24,0,199711,199704,"47","47"
1997-11-25 00:00:00.000,"25","Tue","11","Nov","4","1997","1997-Nov","1997Q04",25,1,199711,199704,"47","47"
1997-11-26 00:00:00.000,"26","Wed","11","Nov","4","1997","1997-Nov","1997Q04",26,2,199711,199704,"47","47"
1997-11-27 00:00:00.000,"27","Thu","11","Nov","4","1997","1997-Nov","1997Q04",27,3,199711,199704,"47","47"
1997-11-28 00:00:00.000,"28","Fri","11","Nov","4","1997","1997-Nov","1997Q04",28,4,199711,199704,"47","47"
1997-11-29 00:00:00.000,"29","Sat","11","Nov","4","1997","1997-Nov","1997Q04",29,5,199711,199704,"47","47"
1997-11-30 00:00:00.000,"30","Sun","11","Nov","4","1997","1997-Nov","1997Q04",30,6,199711,199704,"48","48"
1997-12-01 00:00:00.000,"01","Mon","12","Dec","4","1997","1997-Dec","1997Q04",1,0,199712,199704,"48","48"
1997-12-02 00:00:00.000,"02","Tue","12","Dec","4","1997","1997-Dec","1997Q04",2,1,199712,199704,"48","48"
1997-12-03 00:00:00.000,"03","Wed","12","Dec","4","1997","1997-Dec","1997Q04",3,2,199712,199704,"48","48"
1997-12-04 00:00:00.000,"04","Thu","12","Dec","4","1997","1997-Dec","1997Q04",4,3,199712,199704,"48","48"
1997-12-05 00:00:00.000,"05","Fri","12","Dec","4","1997","1997-Dec","1997Q04",5,4,199712,199704,"48","48"
1997-12-06 00:00:00.000,"06","Sat","12","Dec","4","1997","1997-Dec","1997Q04",6,5,199712,199704,"48","48"
1997-12-07 00:00:00.000,"07","Sun","12","Dec","4","1997","1997-Dec","1997Q04",7,6,199712,199704,"49","49"
1997-12-08 00:00:00.000,"08","Mon","12","Dec","4","1997","1997-Dec","1997Q04",8,0,199712,199704,"49","49"
1997-12-09 00:00:00.000,"09","Tue","12","Dec","4","1997","1997-Dec","1997Q04",9,1,199712,199704,"49","49"
1997-12-10 00:00:00.000,"10","Wed","12","Dec","4","1997","1997-Dec","1997Q04",10,2,199712,199704,"49","49"
1997-12-11 00:00:00.000,"11","Thu","12","Dec","4","1997","1997-Dec","1997Q04",11,3,199712,199704,"49","49"
1997-12-12 00:00:00.000,"12","Fri","12","Dec","4","1997","1997-Dec","1997Q04",12,4,199712,199704,"49","49"
1997-12-13 00:00:00.000,"13","Sat","12","Dec","4","1997","1997-Dec","1997Q04",13,5,199712,199704,"49","49"
1997-12-14 00:00:00.000,"14","Sun","12","Dec","4","1997","1997-Dec","1997Q04",14,6,199712,199704,"50","50"
1997-12-15 00:00:00.000,"15","Mon","12","Dec","4","1997","1997-Dec","1997Q04",15,0,199712,199704,"50","50"
1997-12-16 00:00:00.000,"16","Tue","12","Dec","4","1997","1997-Dec","1997Q04",16,1,199712,199704,"50","50"
1997-12-17 00:00:00.000,"17","Wed","12","Dec","4","1997","1997-Dec","1997Q04",17,2,199712,199704,"50","50"
1997-12-18 00:00:00.000,"18","Thu","12","Dec","4","1997","1997-Dec","1997Q04",18,3,199712,199704,"50","50"
1997-12-19 00:00:00.000,"19","Fri","12","Dec","4","1997","1997-Dec","1997Q04",19,4,199712,199704,"50","50"
1997-12-20 00:00:00.000,"20","Sat","12","Dec","4","1997","1997-Dec","1997Q04",20,5,199712,199704,"50","50"
1997-12-21 00:00:00.000,"21","Sun","12","Dec","4","1997","1997-Dec","1997Q04",21,6,199712,199704,"51","51"
1997-12-22 00:00:00.000,"22","Mon","12","Dec","4","1997","1997-Dec","1997Q04",22,0,199712,199704,"51","51"
1997-12-23 00:00:00.000,"23","Tue","12","Dec","4","1997","1997-Dec","1997Q04",23,1,199712,199704,"51","51"
1997-12-24 00:00:00.000,"24","Wed","12","Dec","4","1997","1997-Dec","1997Q04",24,2,199712,199704,"51","51"
1997-12-25 00:00:00.000,"25","Thu","12","Dec","4","1997","1997-Dec","1997Q04",25,3,199712,199704,"51","51"
1997-12-26 00:00:00.000,"26","Fri","12","Dec","4","1997","1997-Dec","1997Q04",26,4,199712,199704,"51","51"
1997-12-27 00:00:00.000,"27","Sat","12","Dec","4","1997","1997-Dec","1997Q04",27,5,199712,199704,"51","51"
1997-12-28 00:00:00.000,"28","Sun","12","Dec","4","1997","1997-Dec","1997Q04",28,6,199712,199704,"52","52"
1997-12-29 00:00:00.000,"29","Mon","12","Dec","4","1997","1997-Dec","1997Q04",29,0,199712,199704,"52","52"
1997-12-30 00:00:00.000,"30","Tue","12","Dec","4","1997","1997-Dec","1997Q04",30,1,199712,199704,"52","52"
1997-12-31 00:00:00.000,"31","Wed","12","Dec","4","1997","1997-Dec","1997Q04",31,2,199712,199704,"52","52"
1997-01-01 00:00:00.000,"01","Wed","1","Jan","1","1997","1997-Jan","1997Q01",1,2,199701,199701,"00","0"
1997-01-02 00:00:00.000,"02","Thu","1","Jan","1","1997","1997-Jan","1997Q01",2,3,199701,199701,"00","0"
1997-01-03 00:00:00.000,"03","Fri","1","Jan","1","1997","1997-Jan","1997Q01",3,4,199701,199701,"00","0"
1997-01-04 00:00:00.000,"04","Sat","1","Jan","1","1997","1997-Jan","1997Q01",4,5,199701,199701,"00","0"
1997-01-05 00:00:00.000,"05","Sun","1","Jan","1","1997","1997-Jan","1997Q01",5,6,199701,199701,"01","1"
1997-01-06 00:00:00.000,"06","Mon","1","Jan","1","1997","1997-Jan","1997Q01",6,0,199701,199701,"01","1"
1997-01-07 00:00:00.000,"07","Tue","1","Jan","1","1997","1997-Jan","1997Q01",7,1,199701,199701,"01","1"
1997-01-08 00:00:00.000,"08","Wed","1","Jan","1","1997","1997-Jan","1997Q01",8,2,199701,199701,"01","1"
1997-01-09 00:00:00.000,"09","Thu","1","Jan","1","1997","1997-Jan","1997Q01",9,3,199701,199701,"01","1"
1997-01-10 00:00:00.000,"10","Fri","1","Jan","1","1997","1997-Jan","1997Q01",10,4,199701,199701,"01","1"
1997-01-11 00:00:00.000,"11","Sat","1","Jan","1","1997","1997-Jan","1997Q01",11,5,199701,199701,"01","1"
1997-01-12 00:00:00.000,"12","Sun","1","Jan","1","1997","1997-Jan","1997Q01",12,6,199701,199701,"02","2"
1997-01-13 00:00:00.000,"13","Mon","1","Jan","1","1997","1997-Jan","1997Q01",13,0,199701,199701,"02","2"
1997-01-14 00:00:00.000,"14","Tue","1","Jan","1","1997","1997-Jan","1997Q01",14,1,199701,199701,"02","2"
1997-01-15 00:00:00.000,"15","Wed","1","Jan","1","1997","1997-Jan","1997Q01",15,2,199701,199701,"02","2"
1997-01-16 00:00:00.000,"16","Thu","1","Jan","1","1997","1997-Jan","1997Q01",16,3,199701,199701,"02","2"
1997-01-17 00:00:00.000,"17","Fri","1","Jan","1","1997","1997-Jan","1997Q01",17,4,199701,199701,"02","2"
1997-01-18 00:00:00.000,"18","Sat","1","Jan","1","1997","1997-Jan","1997Q01",18,5,199701,199701,"02","2"
1997-01-19 00:00:00.000,"19","Sun","1","Jan","1","1997","1997-Jan","1997Q01",19,6,199701,199701,"03","3"
1997-01-20 00:00:00.000,"20","Mon","1","Jan","1","1997","1997-Jan","1997Q01",20,0,199701,199701,"03","3"
1997-01-21 00:00:00.000,"21","Tue","1","Jan","1","1997","1997-Jan","1997Q01",21,1,199701,199701,"03","3"
1997-01-22 00:00:00.000,"22","Wed","1","Jan","1","1997","1997-Jan","1997Q01",22,2,199701,199701,"03","3"
1997-01-23 00:00:00.000,"23","Thu","1","Jan","1","1997","1997-Jan","1997Q01",23,3,199701,199701,"03","3"
1997-01-24 00:00:00.000,"24","Fri","1","Jan","1","1997","1997-Jan","1997Q01",24,4,199701,199701,"03","3"
1997-01-25 00:00:00.000,"25","Sat","1","Jan","1","1997","1997-Jan","1997Q01",25,5,199701,199701,"03","3"
1997-01-26 00:00:00.000,"26","Sun","1","Jan","1","1997","1997-Jan","1997Q01",26,6,199701,199701,"04","4"
1997-01-27 00:00:00.000,"27","Mon","1","Jan","1","1997","1997-Jan","1997Q01",27,0,199701,199701,"04","4"
1997-01-28 00:00:00.000,"28","Tue","1","Jan","1","1997","1997-Jan","1997Q01",28,1,199701,199701,"04","4"
1997-01-29 00:00:00.000,"29","Wed","1","Jan","1","1997","1997-Jan","1997Q01",29,2,199701,199701,"04","4"
1997-01-30 00:00:00.000,"30","Thu","1","Jan","1","1997","1997-Jan","1997Q01",30,3,199701,199701,"04","4"
1997-01-31 00:00:00.000,"31","Fri","1","Jan","1","1997","1997-Jan","1997Q01",31,4,199701,199701,"04","4"
1997-02-01 00:00:00.000,"01","Sat","2","Feb","1","1997","1997-Feb","1997Q01",1,5,199702,199701,"04","4"
1997-02-02 00:00:00.000,"02","Sun","2","Feb","1","1997","1997-Feb","1997Q01",2,6,199702,199701,"05","5"
1997-02-03 00:00:00.000,"03","Mon","2","Feb","1","1997","1997-Feb","1997Q01",3,0,199702,199701,"05","5"
1997-02-04 00:00:00.000,"04","Tue","2","Feb","1","1997","1997-Feb","1997Q01",4,1,199702,199701,"05","5"
1997-02-05 00:00:00.000,"05","Wed","2","Feb","1","1997","1997-Feb","1997Q01",5,2,199702,199701,"05","5"
1997-02-06 00:00:00.000,"06","Thu","2","Feb","1","1997","1997-Feb","1997Q01",6,3,199702,199701,"05","5"
1997-02-07 00:00:00.000,"07","Fri","2","Feb","1","1997","1997-Feb","1997Q01",7,4,199702,199701,"05","5"
1997-02-08 00:00:00.000,"08","Sat","2","Feb","1","1997","1997-Feb","1997Q01",8,5,199702,199701,"05","5"
1997-02-09 00:00:00.000,"09","Sun","2","Feb","1","1997","1997-Feb","1997Q01",9,6,199702,199701,"06","6"
1997-02-10 00:00:00.000,"10","Mon","2","Feb","1","1997","1997-Feb","1997Q01",10,0,199702,199701,"06","6"
1997-02-11 00:00:00.000,"11","Tue","2","Feb","1","1997","1997-Feb","1997Q01",11,1,199702,199701,"06","6"
1997-02-12 00:00:00.000,"12","Wed","2","Feb","1","1997","1997-Feb","1997Q01",12,2,199702,199701,"06","6"
1997-02-13 00:00:00.000,"13","Thu","2","Feb","1","1997","1997-Feb","1997Q01",13,3,199702,199701,"06","6"
1997-02-14 00:00:00.000,"14","Fri","2","Feb","1","1997","1997-Feb","1997Q01",14,4,199702,199701,"06","6"
1997-02-15 00:00:00.000,"15","Sat","2","Feb","1","1997","1997-Feb","1997Q01",15,5,199702,199701,"06","6"
1997-02-16 00:00:00.000,"16","Sun","2","Feb","1","1997","1997-Feb","1997Q01",16,6,199702,199701,"07","7"
1997-02-17 00:00:00.000,"17","Mon","2","Feb","1","1997","1997-Feb","1997Q01",17,0,199702,199701,"07","7"
1997-02-18 00:00:00.000,"18","Tue","2","Feb","1","1997","1997-Feb","1997Q01",18,1,199702,199701,"07","7"
1997-02-19 00:00:00.000,"19","Wed","2","Feb","1","1997","1997-Feb","1997Q01",19,2,199702,199701,"07","7"
1997-02-20 00:00:00.000,"20","Thu","2","Feb","1","1997","1997-Feb","1997Q01",20,3,199702,199701,"07","7"
1997-02-21 00:00:00.000,"21","Fri","2","Feb","1","1997","1997-Feb","1997Q01",21,4,199702,199701,"07","7"
1997-02-22 00:00:00.000,"22","Sat","2","Feb","1","1997","1997-Feb","1997Q01",22,5,199702,199701,"07","7"
1997-02-23 00:00:00.000,"23","Sun","2","Feb","1","1997","1997-Feb","1997Q01",23,6,199702,199701,"08","8"
1997-02-24 00:00:00.000,"24","Mon","2","Feb","1","1997","1997-Feb","1997Q01",24,0,199702,199701,"08","8"
1997-02-25 00:00:00.000,"25","Tue","2","Feb","1","1997","1997-Feb","1997Q01",25,1,199702,199701,"08","8"
1997-02-26 00:00:00.000,"26","Wed","2","Feb","1","1997","1997-Feb","1997Q01",26,2,199702,199701,"08","8"
1997-02-27 00:00:00.000,"27","Thu","2","Feb","1","1997","1997-Feb","1997Q01",27,3,199702,199701,"08","8"
1997-02-28 00:00:00.000,"28","Fri","2","Feb","1","1997","1997-Feb","1997Q01",28,4,199702,199701,"08","8"
1997-03-01 00:00:00.000,"01","Sat","3","Mar","1","1997","1997-Mar","1997Q01",1,5,199703,199701,"08","8"
1997-03-02 00:00:00.000,"02","Sun","3","Mar","1","1997","1997-Mar","1997Q01",2,6,199703,199701,"09","9"
1997-03-03 00:00:00.000,"03","Mon","3","Mar","1","1997","1997-Mar","1997Q01",3,0,199703,199701,"09","9"
1997-03-04 00:00:00.000,"04","Tue","3","Mar","1","1997","1997-Mar","1997Q01",4,1,199703,199701,"09","9"
1997-03-05 00:00:00.000,"05","Wed","3","Mar","1","1997","1997-Mar","1997Q01",5,2,199703,199701,"09","9"
1997-03-06 00:00:00.000,"06","Thu","3","Mar","1","1997","1997-Mar","1997Q01",6,3,199703,199701,"09","9"
1997-03-07 00:00:00.000,"07","Fri","3","Mar","1","1997","1997-Mar","1997Q01",7,4,199703,199701,"09","9"
1997-03-08 00:00:00.000,"08","Sat","3","Mar","1","1997","1997-Mar","1997Q01",8,5,199703,199701,"09","9"
1997-03-09 00:00:00.000,"09","Sun","3","Mar","1","1997","1997-Mar","1997Q01",9,6,199703,199701,"10","10"
1997-03-10 00:00:00.000,"10","Mon","3","Mar","1","1997","1997-Mar","1997Q01",10,0,199703,199701,"10","10"
1997-03-11 00:00:00.000,"11","Tue","3","Mar","1","1997","1997-Mar","1997Q01",11,1,199703,199701,"10","10"
1997-03-12 00:00:00.000,"12","Wed","3","Mar","1","1997","1997-Mar","1997Q01",12,2,199703,199701,"10","10"
1997-03-13 00:00:00.000,"13","Thu","3","Mar","1","1997","1997-Mar","1997Q01",13,3,199703,199701,"10","10"
1997-03-14 00:00:00.000,"14","Fri","3","Mar","1","1997","1997-Mar","1997Q01",14,4,199703,199701,"10","10"
1997-03-15 00:00:00.000,"15","Sat","3","Mar","1","1997","1997-Mar","1997Q01",15,5,199703,199701,"10","10"
1997-03-16 00:00:00.000,"16","Sun","3","Mar","1","1997","1997-Mar","1997Q01",16,6,199703,199701,"11","11"
1997-03-17 00:00:00.000,"17","Mon","3","Mar","1","1997","1997-Mar","1997Q01",17,0,199703,199701,"11","11"
1997-03-18 00:00:00.000,"18","Tue","3","Mar","1","1997","1997-Mar","1997Q01",18,1,199703,199701,"11","11"
1997-03-19 00:00:00.000,"19","Wed","3","Mar","1","1997","1997-Mar","1997Q01",19,2,199703,199701,"11","11"
1997-03-20 00:00:00.000,"20","Thu","3","Mar","1","1997","1997-Mar","1997Q01",20,3,199703,199701,"11","11"
1997-03-21 00:00:00.000,"21","Fri","3","Mar","1","1997","1997-Mar","1997Q01",21,4,199703,199701,"11","11"
1997-03-22 00:00:00.000,"22","Sat","3","Mar","1","1997","1997-Mar","1997Q01",22,5,199703,199701,"11","11"
1997-03-23 00:00:00.000,"23","Sun","3","Mar","1","1997","1997-Mar","1997Q01",23,6,199703,199701,"12","12"
1997-03-24 00:00:00.000,"24","Mon","3","Mar","1","1997","1997-Mar","1997Q01",24,0,199703,199701,"12","12"
1997-03-25 00:00:00.000,"25","Tue","3","Mar","1","1997","1997-Mar","1997Q01",25,1,199703,199701,"12","12"
1997-03-26 00:00:00.000,"26","Wed","3","Mar","1","1997","1997-Mar","1997Q01",26,2,199703,199701,"12","12"
1997-03-27 00:00:00.000,"27","Thu","3","Mar","1","1997","1997-Mar","1997Q01",27,3,199703,199701,"12","12"
1997-03-28 00:00:00.000,"28","Fri","3","Mar","1","1997","1997-Mar","1997Q01",28,4,199703,199701,"12","12"
1997-03-29 00:00:00.000,"29","Sat","3","Mar","1","1997","1997-Mar","1997Q01",29,5,199703,199701,"12","12"
1997-03-30 00:00:00.000,"30","Sun","3","Mar","1","1997","1997-Mar","1997Q01",30,6,199703,199701,"13","13"
1997-03-31 00:00:00.000,"31","Mon","3","Mar","1","1997","1997-Mar","1997Q01",31,0,199703,199701,"13","13"
1996-07-04 00:00:00.000,"04","Thu","7","Jul","3","1996","1996-Jul","1996Q03",4,3,199607,199603,"26","26"
1996-07-05 00:00:00.000,"05","Fri","7","Jul","3","1996","1996-Jul","1996Q03",5,4,199607,199603,"26","26"
1996-07-06 00:00:00.000,"06","Sat","7","Jul","3","1996","1996-Jul","1996Q03",6,5,199607,199603,"26","26"
1996-07-07 00:00:00.000,"07","Sun","7","Jul","3","1996","1996-Jul","1996Q03",7,6,199607,199603,"27","27"
1996-07-08 00:00:00.000,"08","Mon","7","Jul","3","1996","1996-Jul","1996Q03",8,0,199607,199603,"27","27"
1996-07-09 00:00:00.000,"09","Tue","7","Jul","3","1996","1996-Jul","1996Q03",9,1,199607,199603,"27","27"
1996-07-10 00:00:00.000,"10","Wed","7","Jul","3","1996","1996-Jul","1996Q03",10,2,199607,199603,"27","27"
1996-07-11 00:00:00.000,"11","Thu","7","Jul","3","1996","1996-Jul","1996Q03",11,3,199607,199603,"27","27"
1996-07-12 00:00:00.000,"12","Fri","7","Jul","3","1996","1996-Jul","1996Q03",12,4,199607,199603,"27","27"
1996-07-13 00:00:00.000,"13","Sat","7","Jul","3","1996","1996-Jul","1996Q03",13,5,199607,199603,"27","27"
1996-07-14 00:00:00.000,"14","Sun","7","Jul","3","1996","1996-Jul","1996Q03",14,6,199607,199603,"28","28"
1996-07-15 00:00:00.000,"15","Mon","7","Jul","3","1996","1996-Jul","1996Q03",15,0,199607,199603,"28","28"
1996-07-16 00:00:00.000,"16","Tue","7","Jul","3","1996","1996-Jul","1996Q03",16,1,199607,199603,"28","28"
1996-07-17 00:00:00.000,"17","Wed","7","Jul","3","1996","1996-Jul","1996Q03",17,2,199607,199603,"28","28"
1996-07-18 00:00:00.000,"18","Thu","7","Jul","3","1996","1996-Jul","1996Q03",18,3,199607,199603,"28","28"
1996-07-19 00:00:00.000,"19","Fri","7","Jul","3","1996","1996-Jul","1996Q03",19,4,199607,199603,"28","28"
1996-07-20 00:00:00.000,"20","Sat","7","Jul","3","1996","1996-Jul","1996Q03",20,5,199607,199603,"28","28"
1996-07-21 00:00:00.000,"21","Sun","7","Jul","3","1996","1996-Jul","1996Q03",21,6,199607,199603,"29","29"
1996-07-22 00:00:00.000,"22","Mon","7","Jul","3","1996","1996-Jul","1996Q03",22,0,199607,199603,"29","29"
1996-07-23 00:00:00.000,"23","Tue","7","Jul","3","1996","1996-Jul","1996Q03",23,1,199607,199603,"29","29"
1996-07-24 00:00:00.000,"24","Wed","7","Jul","3","1996","1996-Jul","1996Q03",24,2,199607,199603,"29","29"
1996-07-25 00:00:00.000,"25","Thu","7","Jul","3","1996","1996-Jul","1996Q03",25,3,199607,199603,"29","29"
1996-07-26 00:00:00.000,"26","Fri","7","Jul","3","1996","1996-Jul","1996Q03",26,4,199607,199603,"29","29"
1996-07-27 00:00:00.000,"27","Sat","7","Jul","3","1996","1996-Jul","1996Q03",27,5,199607,199603,"29","29"
1996-07-28 00:00:00.000,"28","Sun","7","Jul","3","1996","1996-Jul","1996Q03",28,6,199607,199603,"30","30"
1996-07-29 00:00:00.000,"29","Mon","7","Jul","3","1996","1996-Jul","1996Q03",29,0,199607,199603,"30","30"
1996-07-30 00:00:00.000,"30","Tue","7","Jul","3","1996","1996-Jul","1996Q03",30,1,199607,199603,"30","30"
1996-07-31 00:00:00.000,"31","Wed","7","Jul","3","1996","1996-Jul","1996Q03",31,2,199607,199603,"30","30"
1996-08-01 00:00:00.000,"01","Thu","8","Aug","3","1996","1996-Aug","1996Q03",1,3,199608,199603,"30","30"
1996-08-02 00:00:00.000,"02","Fri","8","Aug","3","1996","1996-Aug","1996Q03",2,4,199608,199603,"30","30"
1996-08-03 00:00:00.000,"03","Sat","8","Aug","3","1996","1996-Aug","1996Q03",3,5,199608,199603,"30","30"
1996-08-04 00:00:00.000,"04","Sun","8","Aug","3","1996","1996-Aug","1996Q03",4,6,199608,199603,"31","31"
1996-08-05 00:00:00.000,"05","Mon","8","Aug","3","1996","1996-Aug","1996Q03",5,0,199608,199603,"31","31"
1996-08-06 00:00:00.000,"06","Tue","8","Aug","3","1996","1996-Aug","1996Q03",6,1,199608,199603,"31","31"
1996-08-07 00:00:00.000,"07","Wed","8","Aug","3","1996","1996-Aug","1996Q03",7,2,199608,199603,"31","31"
1996-08-08 00:00:00.000,"08","Thu","8","Aug","3","1996","1996-Aug","1996Q03",8,3,199608,199603,"31","31"
1996-08-09 00:00:00.000,"09","Fri","8","Aug","3","1996","1996-Aug","1996Q03",9,4,199608,199603,"31","31"
1996-08-10 00:00:00.000,"10","Sat","8","Aug","3","1996","1996-Aug","1996Q03",10,5,199608,199603,"31","31"
1996-08-11 00:00:00.000,"11","Sun","8","Aug","3","1996","1996-Aug","1996Q03",11,6,199608,199603,"32","32"
1996-08-12 00:00:00.000,"12","Mon","8","Aug","3","1996","1996-Aug","1996Q03",12,0,199608,199603,"32","32"
1996-08-13 00:00:00.000,"13","Tue","8","Aug","3","1996","1996-Aug","1996Q03",13,1,199608,199603,"32","32"
1996-08-14 00:00:00.000,"14","Wed","8","Aug","3","1996","1996-Aug","1996Q03",14,2,199608,199603,"32","32"
1996-08-15 00:00:00.000,"15","Thu","8","Aug","3","1996","1996-Aug","1996Q03",15,3,199608,199603,"32","32"
1996-08-16 00:00:00.000,"16","Fri","8","Aug","3","1996","1996-Aug","1996Q03",16,4,199608,199603,"32","32"
1996-08-17 00:00:00.000,"17","Sat","8","Aug","3","1996","1996-Aug","1996Q03",17,5,199608,199603,"32","32"
1996-08-18 00:00:00.000,"18","Sun","8","Aug","3","1996","1996-Aug","1996Q03",18,6,199608,199603,"33","33"
1996-08-19 00:00:00.000,"19","Mon","8","Aug","3","1996","1996-Aug","1996Q03",19,0,199608,199603,"33","33"
1996-08-20 00:00:00.000,"20","Tue","8","Aug","3","1996","1996-Aug","1996Q03",20,1,199608,199603,"33","33"
1996-08-21 00:00:00.000,"21","Wed","8","Aug","3","1996","1996-Aug","1996Q03",21,2,199608,199603,"33","33"
1996-08-22 00:00:00.000,"22","Thu","8","Aug","3","1996","1996-Aug","1996Q03",22,3,199608,199603,"33","33"
1996-08-23 00:00:00.000,"23","Fri","8","Aug","3","1996","1996-Aug","1996Q03",23,4,199608,199603,"33","33"
1996-08-24 00:00:00.000,"24","Sat","8","Aug","3","1996","1996-Aug","1996Q03",24,5,199608,199603,"33","33"
1996-08-25 00:00:00.000,"25","Sun","8","Aug","3","1996","1996-Aug","1996Q03",25,6,199608,199603,"34","34"
1996-08-26 00:00:00.000,"26","Mon","8","Aug","3","1996","1996-Aug","1996Q03",26,0,199608,199603,"34","34"
1996-08-27 00:00:00.000,"27","Tue","8","Aug","3","1996","1996-Aug","1996Q03",27,1,199608,199603,"34","34"
1996-08-28 00:00:00.000,"28","Wed","8","Aug","3","1996","1996-Aug","1996Q03",28,2,199608,199603,"34","34"
1996-08-29 00:00:00.000,"29","Thu","8","Aug","3","1996","1996-Aug","1996Q03",29,3,199608,199603,"34","34"
1996-08-30 00:00:00.000,"30","Fri","8","Aug","3","1996","1996-Aug","1996Q03",30,4,199608,199603,"34","34"
1996-08-31 00:00:00.000,"31","Sat","8","Aug","3","1996","1996-Aug","1996Q03",31,5,199608,199603,"34","34"
1996-09-01 00:00:00.000,"01","Sun","9","Sep","3","1996","1996-Sep","1996Q03",1,6,199609,199603,"35","35"
1996-09-02 00:00:00.000,"02","Mon","9","Sep","3","1996","1996-Sep","1996Q03",2,0,199609,199603,"35","35"
1996-09-03 00:00:00.000,"03","Tue","9","Sep","3","1996","1996-Sep","1996Q03",3,1,199609,199603,"35","35"
1996-09-04 00:00:00.000,"04","Wed","9","Sep","3","1996","1996-Sep","1996Q03",4,2,199609,199603,"35","35"
1996-09-05 00:00:00.000,"05","Thu","9","Sep","3","1996","1996-Sep","1996Q03",5,3,199609,199603,"35","35"
1996-09-06 00:00:00.000,"06","Fri","9","Sep","3","1996","1996-Sep","1996Q03",6,4,199609,199603,"35","35"
1996-09-07 00:00:00.000,"07","Sat","9","Sep","3","1996","1996-Sep","1996Q03",7,5,199609,199603,"35","35"
1996-09-08 00:00:00.000,"08","Sun","9","Sep","3","1996","1996-Sep","1996Q03",8,6,199609,199603,"36","36"
1996-09-09 00:00:00.000,"09","Mon","9","Sep","3","1996","1996-Sep","1996Q03",9,0,199609,199603,"36","36"
1996-09-10 00:00:00.000,"10","Tue","9","Sep","3","1996","1996-Sep","1996Q03",10,1,199609,199603,"36","36"
1996-09-11 00:00:00.000,"11","Wed","9","Sep","3","1996","1996-Sep","1996Q03",11,2,199609,199603,"36","36"
1996-09-12 00:00:00.000,"12","Thu","9","Sep","3","1996","1996-Sep","1996Q03",12,3,199609,199603,"36","36"
1996-09-13 00:00:00.000,"13","Fri","9","Sep","3","1996","1996-Sep","1996Q03",13,4,199609,199603,"36","36"
1996-09-14 00:00:00.000,"14","Sat","9","Sep","3","1996","1996-Sep","1996Q03",14,5,199609,199603,"36","36"
1996-09-15 00:00:00.000,"15","Sun","9","Sep","3","1996","1996-Sep","1996Q03",15,6,199609,199603,"37","37"
1996-09-16 00:00:00.000,"16","Mon","9","Sep","3","1996","1996-Sep","1996Q03",16,0,199609,199603,"37","37"
1996-09-17 00:00:00.000,"17","Tue","9","Sep","3","1996","1996-Sep","1996Q03",17,1,199609,199603,"37","37"
1996-09-18 00:00:00.000,"18","Wed","9","Sep","3","1996","1996-Sep","1996Q03",18,2,199609,199603,"37","37"
1996-09-19 00:00:00.000,"19","Thu","9","Sep","3","1996","1996-Sep","1996Q03",19,3,199609,199603,"37","37"
1996-09-20 00:00:00.000,"20","Fri","9","Sep","3","1996","1996-Sep","1996Q03",20,4,199609,199603,"37","37"
1996-09-21 00:00:00.000,"21","Sat","9","Sep","3","1996","1996-Sep","1996Q03",21,5,199609,199603,"37","37"
1996-09-22 00:00:00.000,"22","Sun","9","Sep","3","1996","1996-Sep","1996Q03",22,6,199609,199603,"38","38"
1996-09-23 00:00:00.000,"23","Mon","9","Sep","3","1996","1996-Sep","1996Q03",23,0,199609,199603,"38","38"
1996-09-24 00:00:00.000,"24","Tue","9","Sep","3","1996","1996-Sep","1996Q03",24,1,199609,199603,"38","38"
1996-09-25 00:00:00.000,"25","Wed","9","Sep","3","1996","1996-Sep","1996Q03",25,2,199609,199603,"38","38"
