WELL_LEVEL_TYPE,OPERATOR,WELL_NAME_FKA,WELL_NAME,PROPERTY_NUMBER,WELL_STATUS,WELL_ORIENTATION,BASIN,COUNTY_SHL,STATE_SHL,PAD_NAME,PRIMARY_TARGET_FORMATION,PRODUCING_LATERAL_SLOT_NUMBER,LATITUDE_SHL,LONGITUDE_SHL,LATITUDE_BHL,LONGITUDE_BHL,COORDINATE_DATUM_SHL,COORDINATE_SOURCE_SHL,BLOCK_SHL,TOWNSHIP_SHL,SURVEY_NAME_SHL,SECTION_SHL,ABSTRACT_SHL,ELEVATION_GROUND,BATTERY,DRILLING_PERMIT_NUMBER,REGULATORY_LEASE_NAME,REGULATORY_FIELD,WELL_CLASS_NAME,SURFACE_SPUD_DATE_SHL,SURFACE_END_DATE_SHL,INTERMEDIATE_START_DATE,INTERMEDIATE_END_DATE,PILOT_START_DATE,PILOT_END_DATE,DRILLING_PRODUCTION_START_DATE,RIG_RELEASE_DATE,TOTAL_MEASURED_DEPTH,TOTAL_LATERAL_LENGTH,PRODUCING_METHOD,POP_DATE,FIRST_PRODUCTION_DATE,FOREMAN_NAME,PUMPER_NAME,ESI_ID,Actual Rig Release Date,Rig Released Pad Name,Actual Rig Days,!Test INT Date
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","BATES 31-43-4415H","903004H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","15","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","ROGER CLEMENS 12-1-4813H","500341","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","WOLFCAMP C2","13","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","BATES 43-42-4309H","903114H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B","9","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","RINGO 8-9-4408H","690804408H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","8","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CARMICHAEL 18-6-2515H","500342","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","MARTIN","TX","CANCELLED-PLANNED","SPRABERRY MIDDLE","15","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","OLIVER 39-34-4303H","522204409H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B","3","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","LUCY LINDSAY 1-36-4809H","500656","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP C2","9","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","RINGO 8-9-4407H","690801H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","7","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","TAYLOR 45-33-4403H","500416","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","3","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","ATKINS 14-11-4313H","426004404H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP B","13","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","HUBBARD 26-35-4310H","500316","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","WOLFCAMP B","10","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","RINGO 10-7-4311H","691011H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B","11","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","BRUCE SUTTER 32-41-4409H","70410003H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","MIDLAND","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","9","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","VECTOR 30-19-2801H","5266001H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","SPRABERRY LOWER","1","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","BATES 43-42-4408H","903121H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","8","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","BATES 43-42-4406H","903119H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","6","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","GUITAR SOUTH 1-5-2815H","500419","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","HOWARD","TX","CANCELLED-PLANNED","LOWER SPRABERRY SHALE","15","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CATFISH HUNTER 1-12-4407H","5400003H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","7","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","BATES 43-42-4405H","903118H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","5","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CHAR HUGHES-4420H","504922H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","20","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","KATHRYN 44-5-4403H","530416H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","3","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","JRS FARMS 18A-4410H","517925H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","10","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","HANKS FAMILY 7-2811H","500067","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","SPRABERRY LOWER SHALE","11","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CORMAC 17-20-4413H","9120006H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","13","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","STRAIN RANCH 24-25-2801H","500023","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","MARTIN","TX","CANCELLED-PLANNED","LOWER SPRABERRY SHALE","1","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","WELCH TRUST 12-13-4613H","516504613H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP C1","13","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","SHACKELFORD 7-4413H","542015H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","13","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","OLIVER 39-34-4415H","500412","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","15","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","PEDRO MARTINEZ 7-4203H","5820002H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","WOLFCAMP A","3","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","STRAIN RANCH 12-1-2805H","500372","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","MARTIN","TX","CANCELLED-PLANNED","SPRABERRY MIDDLE","5","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","VECTOR 30-19-2815H","5266005H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","SPRABERRY LOWER","15","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","JRS FARMS 30-4415H","205003H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","15","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","HOELSCHER 14-23-2801H","500330","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","LOWER SPRABERRY SHALE","1","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","MORGAN 33-4202H","663004413H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP A","2","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","FRANKLIN 22B-22-4301H","500422","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP B","1","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","PAIGE 13A-12A-4205H","652029H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP A","5","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","RINGO 10-7-4209H","691007H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP A","9","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","ATKINS 10A-4613H","422704613H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP C1","13","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","RINGO 6-4412H","690604412H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","12","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","RINGO 10-7-4309H","691010H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B","9","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","OLIVER 39-34-4306H","522204411H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B","6","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","MORGAN 33-4412H","663004412H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","12","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","BATES 43-31-4403H","527006H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","3","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","WAYMORE 2-6-2801H","500052","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","HOWARD","TX","CANCELLED-PLANNED","SPRABERRY LOWER SHALE","1","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","DEVIN 25-24-4303H","652015H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B","3","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","BATES 31-30-4313H","903301H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B","13","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","KATHRYN 43-42-4405H","522113H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","5","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","PEDRO MARTINEZ 7-4201H","5820001H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","WOLFCAMP A","1","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","OLIVER 39-34-4315H","500410","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B","15","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","BRUCE SUTTER 32-41-4209H","70410004H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","MIDLAND","TX","CANCELLED-PLANNED","WOLFCAMP A","9","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","PAIGE 13A-12A-4405H","652033H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","5","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","WELCH TRUST 8-7-4413H","550802H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","13","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","DUSEK 44-5-4209H","201005H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","MIDLAND","TX","CANCELLED-PLANNED","WOLFCAMP A","9","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","RANCHLAND C UNIT-2807H","500923","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","MIDLAND","TX","CANCELLED-PLANNED","SPRABERRY LOWER SHALE","7","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CANCELLED DEVIN 25-24-4211H","500193","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP A","11","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","RINGO 7-14-4413H","500475","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","13","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","SANDY KOUFAX 5-4405H","5032003H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","5","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","OLIVER 39-34-4307H","522204412H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B","7","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CALVERLEY 36-25A-2805H","500034","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","SPRABERRY LOWER SHALE","5","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","HUGH 27-34-4408H","512901H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","8","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","OLIVER 39-34-4404H","522204404H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","4","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","RINGO 10-7-4213H","691008H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP A","13","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","HALL 11-32-4402H","511818H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","2","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","BAST 33-40-4214H","5314003H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP A","14","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","HIRSCH E 29-4315H","50000122H","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","CANCELLED-PLANNED","WOLFCAMP B","15","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","HUBBARD 26-35-2811H","500311","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","CANCELLED-PLANNED","SPRABERRY LOWER SHALE","11","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","DEVIN 25-24-4413H","500223","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","CANCELLED-PLANNED","WOLFCAMP B LOWER","13","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"MIDLAND CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
