ID,ISO,COUNTRY,REGION,Category,Measure,Specific Group Targeted,Comments,NON_COMPLIANCE,Date implemented,Source,Source type,LINK,Entry date,Alternative source,Max Daily Vaccinations,Daily Cases When Implemented,Change in cases after 60 days,Non compliance result
6245,"ESP","Spain","Europe","Governance and socio-economic measures","Economic measures","False","Ministry of Transport, Mobility and Urban Agenda makes driving and rest times more flexible to facilitate work of professional hauliers","Not applicable",2020-04-15 00:00:00.000,"Government","Government","https://www.lamoncloa.gob.es/lang/en/gobierno/news/Paginas/2020/20200415hauliers.aspx",2020-04-19 00:00:00.000,"",,3126,-2639,"Not applicable"
2382,"SWE","Sweden","Europe","Governance and socio-economic measures","Economic measures","False","Crisis package for Swedish businesses and jobs","Not applicable",2020-03-11 00:00:00.000,"Government","Government","https://www.government.se/articles/2020/03/economic-measures-in-response-to-covid-19/",2020-03-25 00:00:00.000,"",,101,600,"Not applicable"
3593,"SWE","Sweden","Europe","Governance and socio-economic measures","Economic measures","False","The Government appoints a coordinator in response to the impact of the COVID-19 virus on the business sector","Not applicable",2020-03-13 00:00:00.000,"Government","Government","https://www.government.se/press-releases/2020/03/the-government-appoints-a-coordinator-in-response-to-the-impact-of-the-covid-19-virus-on-the-business-sector/",2020-04-02 00:00:00.000,"",,196,83,"Not applicable"
2387,"SWE","Sweden","Europe","Governance and socio-economic measures","Economic measures","False","Government assumes sick-pay; short-term work implemented; tax deferrals;","Not applicable",2020-03-16 00:00:00.000,"Government","Government","https://www.government.se/press-releases/2020/03/crisis-package-for-swedish-businesses-and-jobs/",2020-03-25 00:00:00.000,"",,71,627,"Not applicable"
2381,"SWE","Sweden","Europe","Governance and socio-economic measures","Economic measures","False","SEK 1 billion to culture and sport; Credit guarantees for airlines due to SARS-CoV-2; Increased loan facilities and credit guarantees for Swedish businesses (implemented on 20.03.2020)","Not applicable",2020-03-17 00:00:00.000,"Government","Government","https://www.government.se/articles/2020/03/economic-measures-in-response-to-covid-19/",2020-03-25 00:00:00.000,"",,69,588,"Not applicable"
3595,"SWE","Sweden","Europe","Governance and socio-economic measures","Economic measures","False","Crisis package for jobs and transition: Temporary reinforcement of unemployment insurance; More active labour market policy; More places and more distance learning at higher education institutions; More opportunities for vocational education and training throughout the country; Removal of income ceiling for student aid","Not applicable",2020-03-30 00:00:00.000,"Government","Government","https://www.government.se/press-releases/2020/03/crisis-package-for-jobs-and-transition/",2020-04-02 00:00:00.000,"",,300,500,"Not applicable"
8695,"SWE","Sweden","Europe","Governance and socio-economic measures","Economic measures","False","The Government presents the 2020 Spring Fiscal Policy Bill","Not applicable",2020-04-15 00:00:00.000,"Government","Government","https://www.government.se/press-releases/2020/04/the-government-presents-the-2020-spring-fiscal-policy-bill/",2020-05-02 00:00:00.000,"",,437,892,"Not applicable"
8693,"SWE","Sweden","Europe","Governance and socio-economic measures","Economic measures","False","Measure on reorientation support totalling SEK 39 billion; only certain companies eligible (To be eligible for the support, the business must have had a turnover of at least SEK 250 000 during the past financial year and a loss of turnover of at least 30 per cent.)","Not applicable",2020-04-30 00:00:00.000,"Government","Government","https://www.government.se/press-releases/2020/04/businesses-to-receive-support-based-on-loss-of-turnover/",2020-05-02 00:00:00.000,"",,742,13,"Not applicable"
9715,"SWE","Sweden","Europe","Governance and socio-economic measures","Economic measures","False","Extension or reinforcement of 5 economic measures with an expected impact of SEK 14.7 billion: Higher ceiling for unemployment insurance benefits from day 101; Extended reimbursement for the first day of sickness (from May to September); Continued suspension of medical certificate requirement until September 30th; Central government responsibility for sick pay costs extended and adjusted until 30th September; Continued compensation for sole traders in case of sickness absence until 30th September","Not applicable",2020-05-07 00:00:00.000,"Government","Government","https://www.government.se/press-releases/2020/05/reinforced-measures-for-employees-and-businesses/",2020-05-11 00:00:00.000,"",,657,-293,"Not applicable"
3713,"CHE","Switzerland","Europe","Governance and socio-economic measures","Economic measures","False","Federal Council approved the proposal of the Swiss National Bank (SNB) to deactivate the countercyclical capital buffer with immediate effect, expanding flexibility to grant credits","Not applicable",2020-03-27 00:00:00.000,"Government","Government","https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-78604.html",2020-04-03 00:00:00.000,"",,1114,-1099,"Not applicable"
3712,"CHE","Switzerland","Europe","Governance and socio-economic measures","Economic measures","False","Federal Finance Administration (FFA) will increase the outstanding volume of short-term money market instruments from around CHF 6 billion to CHF 12 billion. In addition, it will once again step up sales of its own Confederation bond holdings.","Not applicable",2020-03-31 00:00:00.000,"Government","Government","https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-78622.html",2020-04-03 00:00:00.000,"",,1307,-1286,"Not applicable"
3710,"CHE","Switzerland","Europe","Governance and socio-economic measures","Economic measures","False","Federal Council increases volume of liquidity assistance guarantees to CHF 40 billion","Not applicable",2020-04-03 00:00:00.000,"Government","Government","https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-78684.html",2020-04-03 00:00:00.000,"",,877,-874,"Not applicable"
4594,"CHE","Switzerland","Europe","Governance and socio-economic measures","Economic measures","False","Expansion of workers that are eligible for short-term work","Not applicable",2020-04-08 00:00:00.000,"Government","Government","https://www.admin.ch/opc/de/official-compilation/2020/1201.pdf",2020-04-09 00:00:00.000,"",,715,-705,"Not applicable"
12953,"CHE","Switzerland","Europe","Governance and socio-economic measures","Economic measures","False","14,9 bn. CHF allocated, mostly to the unemployment insurance paying out short time work benefits","Not applicable",2020-06-04 00:00:00.000,"Government","Government","https://www.parlament.ch/de/services/news/Seiten/2020/20200604103014041194158159041_bsd078.aspx",2020-06-05 00:00:00.000,"",,23,57,"Not applicable"
13973,"AUT","Austria","Europe","Governance and socio-economic measures","Economic measures","True","Additional economic measures for businesses in the tourism sector: state covered credit rates, fixed cost support, last year losses may be calculated into this years balance","Not applicable",,"Government","Government","https://www.sichere-gastfreundschaft.at/",2020-06-18 00:00:00.000,"",,,,"Not applicable"
13972,"AUT","Austria","Europe","Governance and socio-economic measures","Economic measures","True","Start-up bonus for employing unemployed persons established","Not applicable",,"Government","Government","https://www.sichere-gastfreundschaft.at/",2020-06-18 00:00:00.000,"",,,,"Not applicable"
7582,"AUT","Austria","Europe","Governance and socio-economic measures","Economic measures","True","Simplification of repayment for cancelled school trips","Not applicable",2020-04-24 00:00:00.000,"Government","Government","https://www.ots.at/presseaussendung/OTS_20200424_OTS0196/budgetausschuss-beschliesst-mit-weiteren-covid-19-gesetzen-unter-anderem-garantien-fuer-eu-hilfspakete",2020-04-25 00:00:00.000,"",,61,-26,"Not applicable"
7583,"AUT","Austria","Europe","Governance and socio-economic measures","Economic measures","True","Suspension of various deadlines for several groups to avoid negative effects due to corona","Not applicable",2020-04-24 00:00:00.000,"Government","Government","https://www.ots.at/presseaussendung/OTS_20200424_OTS0196/budgetausschuss-beschliesst-mit-weiteren-covid-19-gesetzen-unter-anderem-garantien-fuer-eu-hilfspakete",2020-04-25 00:00:00.000,"",,61,-26,"Not applicable"
13970,"AUT","Austria","Europe","Governance and socio-economic measures","Economic measures","True","VAT on food and drinks dropped to 5%","Not applicable",2020-07-01 00:00:00.000,"Government","Government","https://www.sichere-gastfreundschaft.at/",2020-06-18 00:00:00.000,"",,111,63,"Not applicable"
5327,"BEL","Belgium","Europe","Governance and socio-economic measures","Economic measures","True","Access of asylum seekers to the labor market provided that they have submitted their application","Not applicable",2020-04-11 00:00:00.000,"Government","Government","https://www.belgium.be/nl/nieuws/2020/extra_socio_economische_en_gezondheidsmaatregelen_de_strijd_tegen_covid_19",2020-04-14 00:00:00.000,"",,2336,-2191,"Not applicable"
13976,"BEL","Belgium","Europe","Governance and socio-economic measures","Economic measures","True","Extension of parental benefits for the benefit of parents who are self-employed in July and August","Not applicable",2020-06-13 00:00:00.000,"Government","Government","https://news.belgium.be/nl/covid-19-verlenging-voor-juli-en-augustus-van-de-ouderschapsuitkering-ten-gunste-van-ouders-die",2020-06-18 00:00:00.000,"",,89,629,"Not applicable"
13977,"BEL","Belgium","Europe","Governance and socio-economic measures","Economic measures","True","Postponement of the submission of supporting documents to the representative trade unions","Not applicable",2020-06-13 00:00:00.000,"Government","Government","https://news.belgium.be/nl/covid-19-uitstel-van-de-indiening-van-de-bewijsstukken-voor-de-toelage-aan-de-representatieve",2020-06-18 00:00:00.000,"",,89,629,"Not applicable"
7657,"BIH","Bosnia and Herzegovina","Europe","Governance and socio-economic measures","Economic measures","True","Support to refugees and returnees","Not applicable",2020-04-21 00:00:00.000,"Government","Government","http://www.fbihvlada.gov.ba/bosanski/aktuelno_v2.php?akt_id=8552",2020-04-26 00:00:00.000,"",,14,72,"Not applicable"
7656,"BIH","Bosnia and Herzegovina","Europe","Governance and socio-economic measures","Economic measures","True","Economic measures for sports associations, not previously covered, established","Not applicable",2020-04-24 00:00:00.000,"Government","Government","http://www.fbihvlada.gov.ba/bosanski/aktuelno_v2.php?akt_id=8557",2020-04-26 00:00:00.000,"",,46,47,"Not applicable"
4796,"HRV","Croatia","Europe","Governance and socio-economic measures","Economic measures","True","Economic support for small dairy farmers","Not applicable",2020-04-02 00:00:00.000,"Government","Government","https://www.koronavirus.hr/najnovije/obavijest-o-provedbi-izvanredne-mjere-pomoci-malim-mljekarama/444",2020-04-11 00:00:00.000,"",,96,-96,"Not applicable"
221,"CYP","Cyprus","Europe","Governance and socio-economic measures","Economic measures","True","Families, small business and vulnerable populations","Not applicable",2020-03-15 00:00:00.000,"Government","Government","https://www.pio.gov.cy/coronavirus/press/15032020_6.pdf",2020-03-15 00:00:00.000,"",,7,-5,"Not applicable"
5901,"CZE","Czech Republic","Europe","Governance and socio-economic measures","Economic measures","True","The government also decided on resumption of the activities of the government National Economic Council and appointed its members. These include respected experts in banking, economic policy and economics, as well as representatives of large companies such as ï¿½koda Auto, ?EZ and Coca-Cola.","Not applicable",2020-04-09 00:00:00.000,"Government","Government","https://www.vlada.cz/en/media-centrum/aktualne/the-government-has-decided-to-extend-the-state-of-emergency-until-30-april--more-than-a-billion-crowns-of-support-for-cultural-institutions-180964/",2020-04-17 00:00:00.000,"",,,,"Not applicable"
5894,"CZE","Czech Republic","Europe","Governance and socio-economic measures","Economic measures","True","The Ministry of Culture will receive from the government budget reserve 770 million crowns to support non-state artistic entities and up to 300 million crowns to mitigate the impact on contributory organisations of the Ministry of Culture, depending on whether the restrictions adopted by the government continue beyond 31 May.","Not applicable",2020-04-09 00:00:00.000,"Government","Government","https://www.vlada.cz/en/media-centrum/aktualne/the-government-has-decided-to-extend-the-state-of-emergency-until-30-april--more-than-a-billion-crowns-of-support-for-cultural-institutions-180964/",2020-04-17 00:00:00.000,"",,,,"Not applicable"
6478,"CZE","Czech Republic","Europe","Governance and socio-economic measures","Economic measures","True","The government has also approved financial assistance to two expatriate associations in the United Kingdom","Not applicable",2020-04-17 00:00:00.000,"Government","Government","https://www.vlada.cz/en/media-centrum/aktualne/the-government-has-proposed-an-increase-in-the-care-allowance-and-confirmed-from-monday-the-partial-relaxation-of-certain-measures--181084/",2020-04-20 00:00:00.000,"",,,,"Not applicable"
7676,"CZE","Czech Republic","Europe","Governance and socio-economic measures","Economic measures","True","Extension: of financial assistance to self-employed through May","Not applicable",2020-04-20 00:00:00.000,"Government","Government","https://www.vlada.cz/en/media-centrum/aktualne/government-proposes-extending-financial-assistance-to-self-employed-through-may--plans-to-increase-contributions-on-behalf-of-state-insured-persons-181141/",2020-04-26 00:00:00.000,"",,,,"Not applicable"
8831,"CZE","Czech Republic","Europe","Governance and socio-economic measures","Economic measures","True","Voucher program for cultural institutions and tickets that were already sold","Not applicable",2020-05-01 00:00:00.000,"Government","Government","https://koronavirus.mzcr.cz/vlada-schvalila-pravidla-rozvolnovani-mimoradnych-opatreni-od-11-kvetna-nouzovy-stav-plati-do-17-kvetna/",2020-05-03 00:00:00.000,"",,,,"Not applicable"
8829,"CZE","Czech Republic","Europe","Governance and socio-economic measures","Economic measures","True","52.9 million crowns for the military; 16.65 million crowns to cover the expenses of the Prison Service","Not applicable",2020-05-01 00:00:00.000,"Government","Government","https://koronavirus.mzcr.cz/vlada-schvalila-pravidla-rozvolnovani-mimoradnych-opatreni-od-11-kvetna-nouzovy-stav-plati-do-17-kvetna/",2020-05-03 00:00:00.000,"",,,,"Not applicable"
10296,"CZE","Czech Republic","Europe","Governance and socio-economic measures","Economic measures","True","Subsidies increased for self-employed persons (SEPs) looking after children up to 13 years of age and handicapped persons up to 26 years old","Not applicable",2020-05-04 00:00:00.000,"Government","Government","https://www.vlada.cz/en/media-centrum/aktualne/government-approves-further-proposals-to-help-businesses--from-11-may-cross-border-passenger-transportation-to-resume-181350/",2020-05-12 00:00:00.000,"",,,,"Not applicable"
13122,"CZE","Czech Republic","Europe","Governance and socio-economic measures","Economic measures","True","Sports clubs and associations are able to apply for a special support grant","Not applicable",2020-06-01 00:00:00.000,"Government","Government","https://www.vlada.cz/en/media-centrum/aktualne/government-provides-millions-in-financial-assistance-to-sports-organisations--traffic-light-travel-allowed-181814/",2020-06-06 00:00:00.000,"",,,,"Not applicable"
8403,"EST","Estonia","Europe","Governance and socio-economic measures","Economic measures","True","105 million euros for construction sector","Not applicable",2020-04-24 00:00:00.000,"Government","Government","https://www.valitsus.ee/en/news/members-government-approved-crisis-measures-related-covid-19-supplementary-budget",2020-05-01 00:00:00.000,"",,33,-33,"Not applicable"
8407,"EST","Estonia","Europe","Governance and socio-economic measures","Economic measures","True","2 mio EUR for religious institutions","Not applicable",2020-04-24 00:00:00.000,"Government","Government","https://www.valitsus.ee/en/news/members-government-approved-crisis-measures-related-covid-19-supplementary-budget",2020-05-01 00:00:00.000,"",,33,-33,"Not applicable"
8400,"EST","Estonia","Europe","Governance and socio-economic measures","Economic measures","True","25 million euros for cultural institutions","Not applicable",2020-04-24 00:00:00.000,"Government","Government","https://www.valitsus.ee/en/news/members-government-approved-crisis-measures-related-covid-19-supplementary-budget",2020-05-01 00:00:00.000,"",,33,-33,"Not applicable"
8405,"EST","Estonia","Europe","Governance and socio-economic measures","Economic measures","True","15 million euros to telecom companies","Not applicable",2020-04-24 00:00:00.000,"Government","Government","https://www.valitsus.ee/en/news/members-government-approved-crisis-measures-related-covid-19-supplementary-budget",2020-05-01 00:00:00.000,"",,33,-33,"Not applicable"
8399,"EST","Estonia","Europe","Governance and socio-economic measures","Economic measures","True"," 15 million euros to support private general education schools, private youth work, and hobby education, private kindergartens, and private childcare in the field of education and youth; and an additional 150,000 euros for environmental education centres.","Not applicable",2020-04-24 00:00:00.000,"Government","Government","https://www.valitsus.ee/en/news/members-government-approved-crisis-measures-related-covid-19-supplementary-budget",2020-05-01 00:00:00.000,"",,33,-33,"Not applicable"
8401,"EST","Estonia","Europe","Governance and socio-economic measures","Economic measures","True","200.5 million euros for the rural agricultural sector to alleviate the unexpected liquidity shortage of rural businesses through loans and loan guarantees.","Not applicable",2020-04-24 00:00:00.000,"Government","Government","https://www.valitsus.ee/en/news/members-government-approved-crisis-measures-related-covid-19-supplementary-budget",2020-05-01 00:00:00.000,"",,33,-33,"Not applicable"
10406,"EST","Estonia","Europe","Governance and socio-economic measures","Economic measures","True","The government will support employees of the oil shale industry","Not applicable",2020-05-07 00:00:00.000,"Government","Government","https://www.valitsus.ee/en/news/government-will-support-employees-oil-shale-industry",2020-05-13 00:00:00.000,"",,2,-2,"Not applicable"
14075,"EST","Estonia","Europe","Governance and socio-economic measures","Economic measures","True","The government is easing the conditions on KredEx crisis measures for entrepreneurs","Not applicable",2020-06-18 00:00:00.000,"Government","Government","https://www.valitsus.ee/en/news/government-easing-conditions-kredex-crisis-measures-entrepreneurs",2020-06-19 00:00:00.000,"",,2,4,"Not applicable"
3024,"FIN","Finland","Europe","Governance and socio-economic measures","Economic measures","True","Financial support specifically for entrepeneurs/self-employed: The support criteria are the same in all municipalities. The state will provide this support in full by allocating EUR 100 million reserved for the ELY Centresï¿½ business subsidy granting authorisations in the supplementary budget for 2020.","Not applicable",2020-03-27 00:00:00.000,"Government","Government","https://valtioneuvosto.fi/en/article/-/asset_publisher/1410877/yksinyrittajat-voivat-hakea-tukea-kunnilta-koronavirustilanteessa",2020-03-30 00:00:00.000,"",,78,-58,"Not applicable"
4845,"FIN","Finland","Europe","Governance and socio-economic measures","Economic measures","True","Entrepreneurs are temporarily entitled to labour market support to deal with the sudden and unforeseen decline in demand due to the coronavirus epidemic.","Not applicable",2020-04-07 00:00:00.000,"Government","Government","https://valtioneuvosto.fi/en/article/-/asset_publisher/1410877/laki-yrittajien-oikeudesta-tyottomyysturvaan-tulee-voimaan-8-4-2020",2020-04-11 00:00:00.000,"",,249,-219,"Not applicable"
5931,"FIN","Finland","Europe","Governance and socio-economic measures","Economic measures","True","Government to support people at home with loss of their income due to Corona and those that have a loss of income due to the mandatory 14 days quarantine upon arrival","Not applicable",2020-04-16 00:00:00.000,"Government","Government","https://valtioneuvosto.fi/en/article/-/asset_publisher/1271139/hallitus-esittaa-koronaepidemian-vuoksi-palkatta-pois-toista-oleville-valiaikaista-tukea",2020-04-17 00:00:00.000,"",,76,-59,"Not applicable"
8441,"FIN","Finland","Europe","Governance and socio-economic measures","Economic measures","True","The Government has decided to extend the temporary exemptions to driving times and rest periods issued for heavy goods vehicles due to the coronavirus situation. The exemptions will remain in force until 31 May 2020.","Not applicable",2020-04-26 00:00:00.000,"Government","Government","https://valtioneuvosto.fi/en/article/-/asset_publisher/ajo-ja-lepoaikojen-poikkeussaannoksia-jatketaan",2020-05-01 00:00:00.000,"",,80,-68,"Not applicable"
8436,"FIN","Finland","Europe","Governance and socio-economic measures","Economic measures","True","State prepares to participate in Finnairï¿½s planned recapitalisation arrangements","Not applicable",2020-04-29 00:00:00.000,"Government","Government","https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/valtio-valmistelee-osallistumista-finnairin-suunnittelemaan-paaomitusjarjestelyyn",2020-05-01 00:00:00.000,"",,45,-45,"Not applicable"
10436,"FIN","Finland","Europe","Governance and socio-economic measures","Economic measures","True","Support for re-employement for the restaurant sector","Not applicable",2020-05-06 00:00:00.000,"Government","Government","https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/ravintoloille-tukea-uudelleentyollistamiseen-ja-hyvitysta-toiminnan-rajoittamisesta",2020-05-13 00:00:00.000,"",,85,-84,"Not applicable"
12436,"FIN","Finland","Europe","Governance and socio-economic measures","Economic measures","True","Number of transport regulations implemented: public transport providers are allowed to change their schedule with only 5 days notice; taxi drivers may hand-in their health certificate up to 6 month of application of license extension; maritime and ship security certifications deadlines extended","Not applicable",2020-05-28 00:00:00.000,"Government","Government","https://valtioneuvosto.fi/en/article/-/asset_publisher/liikenteen-lainsaadannon-valiaikaiset-muutokset-voimaan-1-kesakuuta",2020-05-31 00:00:00.000,"",,64,-59,"Not applicable"
12435,"FIN","Finland","Europe","Governance and socio-economic measures","Economic measures","True","Additional 4,500 foreign workers are allowed to enter the country to support the agricultural harvesting","Not applicable",2020-06-01 00:00:00.000,"Government","Government","https://valtioneuvosto.fi/en/article/-/asset_publisher/1410837/hallitus-paatti-sadonkorjuuajan-kausityovoimasta-eu-n-ulkopuolisten-kausityontekijoiden-enimmaismaaraa-kasvaa-4500-lla",2020-05-31 00:00:00.000,"",,33,-24,"Not applicable"
13153,"FIN","Finland","Europe","Governance and socio-economic measures","Economic measures","True","EUR 450 million through the supplementary budget in additional funding to Finnish Minerals Group to drive the battery industry","Not applicable",2020-06-02 00:00:00.000,"Government","Government","https://valtioneuvosto.fi/en/article/-/asset_publisher/1410877/lisatalousarviossa-iso-satsaus-akkuteollisuuteen-vastuullisen-akkuteollisuuden-kehittaminen-tuo-tyopaikkoja-ja-verotuloja",2020-06-07 00:00:00.000,"",,26,-17,"Not applicable"
13610,"FIN","Finland","Europe","Governance and socio-economic measures","Economic measures","True","Government to provide universities with EUR 100 million in capitalisation","Not applicable",2020-06-12 00:00:00.000,"Government","Government","https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/talouspoliittinen-ministerivaliokunta-yliopistoja-paaomitetaan-100-miljoonalla-eurolla",2020-06-12 00:00:00.000,"",,24,-7,"Not applicable"
7190,"FRA","France","Europe","Governance and socio-economic measures","Economic measures","True","Expansion of benefits for other population groups affected by COVID-19","Not applicable",2020-04-21 00:00:00.000,"Government","Government","https://www.legifrance.gouv.fr/affichTexte.do%3Bjsessionid%3DE4A845A38BDF6523D79E4AB3AD353C1A.tplgfr38s_3%3FcidTexte%3DJORFTEXT000041814492%26dateTexte%3D%26oldAction%3DrechJO%26categorieLien%3Did%26idJO%3DJORFCONT000041814391&usg=ALkJrhiM5MBOBi8AvMGYtMK-k7qmHcbgzg",2020-04-23 00:00:00.000,"",,2050,-1466,"Not applicable"
4866,"DEU","Germany","Europe","Governance and socio-economic measures","Economic measures","True","Special support for university students and university employees","Not applicable",2020-04-08 00:00:00.000,"Government","Government","https://www.bundesregierung.de/breg-de/suche/meldung-zeitvertraeg-1740116",2020-04-12 00:00:00.000,"",,4003,-3702,"Not applicable"
4865,"DEU","Germany","Europe","Governance and socio-economic measures","Economic measures","True","For cultural events a special agreement found where booked tickets are converted into vouchers","Not applicable",2020-04-09 00:00:00.000,"Government","Government","https://www.bundesregierung.de/breg-de/suche/gutscheinloesung-fuer-abgesagte-kulturveranstaltungen-1742434",2020-04-12 00:00:00.000,"",,4974,-4760,"Not applicable"
7200,"DEU","Germany","Europe","Governance and socio-economic measures","Economic measures","True","Guarantee program initiated for the agricultural sector","Not applicable",2020-04-18 00:00:00.000,"Government","Government","https://www.bundesregierung.de/breg-de/themen/coronavirus/aktuelle-massnahmen-1745170",2020-04-23 00:00:00.000,"",,3609,-3264,"Not applicable"
11785,"DEU","Germany","Europe","Governance and socio-economic measures","Economic measures","True","Economic support programme to cultural instiutions ""NEUSTART"" doubled in volume","Not applicable",2020-05-22 00:00:00.000,"Government","Government","https://www.bundesregierung.de/breg-de/themen/coronavirus/neustart-wird-verdoppelt-1754778",2020-05-25 00:00:00.000,"",,460,62,"Not applicable"
13239,"DEU","Germany","Europe","Governance and socio-economic measures","Economic measures","True","7bn EUR in total into the health sector to improve capacities and technological tools","Not applicable",2020-06-03 00:00:00.000,"Government","Government","https://www.bundesgesundheitsministerium.de/coronavirus.html",2020-06-07 00:00:00.000,"",,342,-102,"Not applicable"
13236,"DEU","Germany","Europe","Governance and socio-economic measures","Economic measures","True","Family bonus per child of 300 EUR","Not applicable",2020-06-03 00:00:00.000,"Government","Government","https://www.bundesregierung.de/breg-de/themen/coronavirus/konjunkturpaket-geschnuert-1757558",2020-06-07 00:00:00.000,"",,342,-102,"Not applicable"
13240,"DEU","Germany","Europe","Governance and socio-economic measures","Economic measures","True","1bn EUR into Germany's capacity for medicines development","Not applicable",2020-06-03 00:00:00.000,"Government","Government","https://www.bundesgesundheitsministerium.de/coronavirus.html",2020-06-07 00:00:00.000,"",,342,-102,"Not applicable"
6092,"ISL","Iceland","Europe","Governance and socio-economic measures","Economic measures","True","Half a billion kr. will run for cultural work and creative arts, with a special focus on self-employed artists, and ISK 500 million. for sports and youth activities, to meet the impact of COVID-19. Then it will be ISK 100 million. devoted to the preservation of cultural heritage with a special contribution to a housing protection fund","Not applicable",2020-04-14 00:00:00.000,"Government","Government","https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/14/Rumlega-milljardur-kr.-til-menningar-aeskulyds-og-ithrottastarfs-Studningur-vegna-COVID-19-/",2020-04-18 00:00:00.000,"",,10,-9,"Not applicable"
6096,"ISL","Iceland","Europe","Governance and socio-economic measures","Economic measures","True","Speeding up payments for agriculture, especially targeted towards large-scale sheep farmers","Not applicable",2020-04-16 00:00:00.000,"Government","Government","https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/16/Radherra-flytir-greidslum-til-saudfjarbaenda-vegna-COVID-19/",2020-04-18 00:00:00.000,"",,7,-7,"Not applicable"
7220,"ISL","Iceland","Europe","Governance and socio-economic measures","Economic measures","True","Regulation from the Ministry of Industry, the Minister of Industry and Innovation, which allows film producers to request a special payment for the reimbursement of interim settlements for projects that have already been granted a reimbursement for costs.","Not applicable",2020-04-20 00:00:00.000,"Government","Government","https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/20/Opnad-a-endurgreidslu-a-milliuppgjorum-vegna-kvikmyndaframleidslu/",2020-04-23 00:00:00.000,"",,11,-9,"Not applicable"
7223,"ISL","Iceland","Europe","Governance and socio-economic measures","Economic measures","True","Minister of Tourism, Industry and Innovation, has allocated 200 million kr. additional contribution to the Tourist Fund's Construction Fund in 2020,","Not applicable",2020-04-20 00:00:00.000,"Government","Government","https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/20/Vidbotaruthlutun-ur-Framkvaemdasjodi-ferdamannastada/",2020-04-23 00:00:00.000,"",,11,-9,"Not applicable"
7213,"ISL","Iceland","Europe","Governance and socio-economic measures","Economic measures","True","Package for the start-up sector","Not applicable",2020-04-21 00:00:00.000,"Government","Government","https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/21/Oflugar-adgerdir-i-thagu-nyskopunar-i-adgerdarpakka-tvo/",2020-04-23 00:00:00.000,"",,2,-1,"Not applicable"
7214,"ISL","Iceland","Europe","Governance and socio-economic measures","Economic measures","True","Package for the tourism sector","Not applicable",2020-04-21 00:00:00.000,"Government","Government","https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/21/Oflugar-adgerdir-i-thagu-nyskopunar-i-adgerdarpakka-tvo/",2020-04-23 00:00:00.000,"",,2,-1,"Not applicable"
7210,"ISL","Iceland","Europe","Governance and socio-economic measures","Economic measures","True","Funds set up to support summer school terms and creation of over 3,000 summer jobs for students in Iceland; Summer term for students ï¿½ work, study, and entrepreneurial projects","Not applicable",2020-04-21 00:00:00.000,"Government","Government","https://www.government.is/news/article/?newsid=5a7b7cb1-83f7-11ea-9467-005056bc4d74",2020-04-23 00:00:00.000,"",,2,-1,"Not applicable"
7219,"ISL","Iceland","Europe","Governance and socio-economic measures","Economic measures","True","The Directorate of Labor will receive up to ISK 100 million of additional funding for the Agency's operations due to increased projects related to COVID-19.","Not applicable",2020-04-21 00:00:00.000,"Government","Government","https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/21/Vinnumalastofnun-faer-allt-ad-100-milljona-krona-aukafjarveitingu-vegna-COVID-19/",2020-04-23 00:00:00.000,"",,2,-1,"Not applicable"
7218,"ISL","Iceland","Europe","Governance and socio-economic measures","Economic measures","True","The Government intends to support the operation of private media with ISK 350 million","Not applicable",2020-04-21 00:00:00.000,"Government","Government","https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/21/350-milljona-kr.-studningur-vid-einkarekna-fjolmidla/",2020-04-23 00:00:00.000,"",,2,-1,"Not applicable"
7217,"ISL","Iceland","Europe","Governance and socio-economic measures","Economic measures","True","The government has decided to raise funding in the artist's salary fund by ISK 250 million.","Not applicable",2020-04-21 00:00:00.000,"Government","Government","https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/21/600-manadarlaun-til-vidbotar-til-listamanna-/",2020-04-23 00:00:00.000,"",,2,-1,"Not applicable"
7212,"ISL","Iceland","Europe","Governance and socio-economic measures","Economic measures","True","Food fund with ISK 500 million established for the agricultural sector","Not applicable",2020-04-22 00:00:00.000,"Government","Government","https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/22/Matvaelasjodur-verdi-settur-a-fot/",2020-04-23 00:00:00.000,"",,5,-5,"Not applicable"
