X,Y,Index_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,Night,STREET2,OFFSET,ROAD_CLASS,District,WardNum,Division,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,VISIBILITY_Clear,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,Age Class,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,PEDESTRIAN_Yes,CYCLIST,CYCLIST_Yes,AUTOMOBILE,AUTOMOBILE_Yes,MOTORCYCLE,MOTORCYCLE_Yes,TRUCK,TRUCK_Yes,TRSN_CITY_VEH,TRSN_CITY_VEH_Yes,EMERG_VEH,EMERG_VEH_Yes,PASSENGER,PASSENGER_Yes,SPEEDING,SPEEDING_Yes,AG_DRIV,AG_DRIV_Yes,REDLIGHT,REDLIGHT_Yes,ALCOHOL,ALCOHOL_Yes,DISABILITY,DISABILITY_Yes,Hood_ID,Neighbourhood,ObjectId,Validation,Lin[Fatal],Prob[Fatal],Prob[Non-Fatal Injury],Most Likely ACCLASS 2,Correct
-8838109.67079533,5414321.99743175,5378234,1046603,2008,2008-06-12 00:00:00.000,945,9,"AVENUE Road","day","BLOOR Stre W","","Major Arterial","Toronto and East York",11,53,43.668745,-79.39409,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","35 to 39","","None","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"Yes",1,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,95,"Annex (95)",3587,1,-3.1757022662169865,0.040090397806041192,0.95990960219395882,"Non-Fatal Injury",1
-8854930.0458542,5404001.36391425,5370274,1043009,2008,2008-06-13 00:00:00.000,1235,12,"BROWNS LINE Line","day","HORNER AVE","","Major Arterial","Etobicoke York",3,22,43.601645,-79.54519,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","50 to 54","","Minor","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"Yes",1,"",0,"",0,20,"Alderwood (20)",3591,1,-2.4200750798101724,0.081654625263961833,0.91834537473603817,"Non-Fatal Injury",1
-8854930.0458542,5404001.36391425,5370278,1043009,2008,2008-06-13 00:00:00.000,1235,12,"BROWNS LINE Line","day","HORNER AVE","","Major Arterial","Etobicoke York",3,22,43.601645,-79.54519,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","40 to 44","","Major","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"Yes",1,"",0,"",0,20,"Alderwood (20)",3595,1,-2.4228589066495827,0.081446116993929174,0.91855388300607077,"Non-Fatal Injury",1
-8822357.96284808,5423344.68996519,5340531,1029708,2008,2008-03-11 00:00:00.000,1450,14,"DANFORTH RD","day","WOLFE AVE","","Major Arterial","Scarborough",20,41,43.727345,-79.25259,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","30 to 34","","Major","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"Yes",1,"Yes",1,"",0,"",0,124,"Kennedy Park (124)",3647,0,-2.9731473854401598,0.048653833983237325,0.95134616601676258,"Non-Fatal Injury",1
-8815912.56433115,5428691.64021183,5428682,1068648,2008,2008-10-17 00:00:00.000,1219,12,"KINGSTON RD","day","GALLOWAY RD","","Major Arterial","Scarborough",24,43,43.762045,-79.19469,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","20 to 24","","Major","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"Yes",1,"",0,"",0,136,"West Hill (136)",3705,0,-2.6546526147945881,0.065702826491776611,0.93429717350822328,"Non-Fatal Injury",1
-8854050.62187693,5421758.15113104,5382045,1048237,2008,2008-06-22 00:00:00.000,1805,18,"WESTON Road","night","WALSH Aven","","Major Arterial","Etobicoke York",7,31,43.717045,-79.53729,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","45 to 49","","None","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"Yes",1,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,23,"Pelmo Park-Humberlea (23)",3769,1,-3.2235025333640186,0.03829079728407294,0.96170920271592708,"Non-Fatal Injury",1
-8822291.17115361,5426133.3464721,5385699,1049787,2008,2008-07-04 00:00:00.000,1302,13,"BRIMLEY RD","day","DEERFIELD RD","","Major Arterial","Scarborough",21,43,43.745445,-79.25199,"Intersection","","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","25 to 29","","Major","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,127,"Bendale (127)",3815,1,-3.0707929049217233,0.04432822543367991,0.95567177456632,"Non-Fatal Injury",1
-8822291.17115361,5426133.3464721,5385700,1049787,2008,2008-07-04 00:00:00.000,1302,13,"BRIMLEY RD","day","DEERFIELD RD","","Major Arterial","Scarborough",21,43,43.745445,-79.25199,"Intersection","","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","25 to 29","","Major","","South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,127,"Bendale (127)",3816,0,-3.0707929049217233,0.04432822543367991,0.95567177456632,"Non-Fatal Injury",1
-8825842.26290992,5430402.70254732,5351646,1034751,2008,2008-04-13 00:00:00.000,1430,14,"KENNEDY RD","day","401 C E KENNEDY N RAMP RD E","","Major Arterial","Scarborough",21,41,43.773145,-79.28389,"Intersection","","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","60 to 64","","Major","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"Yes",1,"",0,"",0,126,"Dorset Park (126)",3946,0,-2.4703764283610008,0.077961171944674515,0.92203882805532555,"Non-Fatal Injury",1
-8853371.57298309,5413352.50563866,5356642,1036983,2008,2008-04-21 00:00:00.000,845,8,"ISLINGTON AVE","day","RATHBURN Rd","","Major Arterial","Etobicoke York",2,22,43.662445,-79.53119,"Intersection","","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","40 to 44","","None","","South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,9,"Edenbridge-Humber Valley (9)",3973,1,-2.8810169264434728,0.053099981712929019,0.94690001828707093,"Non-Fatal Injury",1
-8853371.57298309,5413352.50563866,5356643,1036983,2008,2008-04-21 00:00:00.000,845,8,"ISLINGTON AVE","day","RATHBURN Rd","","Major Arterial","Etobicoke York",2,22,43.662445,-79.53119,"Intersection","","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","75 to 79","","Major","","South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,9,"Edenbridge-Humber Valley (9)",3974,0,-2.5071006533551374,0.075361894571311747,0.92463810542868841,"Non-Fatal Injury",1
-8833189.34930227,5417954.64935965,5358491,1037827,2008,2008-04-24 00:00:00.000,1217,12,"PAPE AVE","day","WOODVILLE AVE","","Major Arterial","Toronto and East York",14,54,43.692345,-79.34989,"Intersection","","Stop Sign","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","70 to 74","","None","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,58,"Old East York (58)",3982,1,-2.3057693934105137,0.090646268178349559,0.90935373182165036,"Non-Fatal Injury",1
-8855564.56695172,5415614.81146184,5358716,1037905,2008,2008-04-26 00:00:00.000,712,7,"KIPLING Aven","day","EGLINTON Aven W","","Major Arterial","Etobicoke York",2,23,43.677145,-79.55089,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","30 to 34","","Major","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"Yes",1,"",0,"",0,10,"Princess-Rosethorn (10)",3989,0,-2.62771629968124,0.0673758081886448,0.93262419181135514,"Non-Fatal Injury",1
-8833456.51608017,5433486.4995777,5353051,1035403,2008,2008-04-28 00:00:00.000,1438,14,"FINCH AVE E","day","SKYMARK DR","","Major Arterial","North York",17,33,43.793145,-79.35229,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","60 to 64","","None","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,47,"Don Valley Village (47)",3992,1,-2.6923469346758653,0.063426459169471552,0.93657354083052857,"Non-Fatal Injury",1
-8814966.34865941,5429678.15991536,5271776,1118884,2009,2009-08-15 00:00:00.000,1400,14,"LAWRENCE Aven E","day","MORNINGSIDE Aven","","Major Arterial","Scarborough",,43,43.768445,-79.18619,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","55 to 59","","Major","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"Yes",1,"Yes",1,"",0,"",0,136,"West Hill (136)",4149,0,-2.4707133245123911,0.077936958204959342,0.92206304179504062,"Non-Fatal Injury",1
-8840013.2340879,5428737.88096529,5215961,1094001,2009,2009-02-13 00:00:00.000,1725,17,"YONGE ST","day","HARLANDALE AVE W","","Major Arterial","North York",18,32,43.762345,-79.41119,"Intersection","","No Control","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","30 to 34","","None","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,51,"Willowdale East (51)",4158,0,-2.1536262724604924,0.10399284754152034,0.89600715245847973,"Non-Fatal Injury",1
-8813252.02850119,5435830.87560061,5292408,1127732,2009,2009-08-29 00:00:00.000,1800,18,"SHEPPARD AVE E","night","MEADOWVALE Rd","","Major Arterial","Scarborough",25,42,43.808345,-79.17079,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","25 to 29","","Minimal","","South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"Yes",1,"",0,"",0,"",0,"",0,"",0,"Yes",1,"Yes",1,"",0,"",0,131,"Rouge (131)",4186,0,-2.9053689437034107,0.051888794292313307,0.94811120570768659,"Non-Fatal Injury",1
-8837708.92062848,5412952.42757205,5293332,1128125,2009,2009-09-01 00:00:00.000,1440,14,"UNIVERSITY AVE","day","COLLEGE ST","","Major Arterial","Toronto and East York",11,52,43.659845,-79.39049,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","25 to 29","","Minimal","","South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"Yes",1,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,76,"Bay Street Corridor (76)",4197,0,-3.1359984426381642,0.04164653726645931,0.95835346273354072,"Non-Fatal Injury",1
-8842384.3392418,5423945.48946552,5865261,1122431,2009,2009-09-02 00:00:00.000,1715,17,"BATHURST ST","day","BANNOCKBURN AVE","","Major Arterial","North York",8,32,43.731245,-79.43249,"Intersection","At Intersection","No Control","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","35 to 39","","None","","South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,39,"Bedford Park-Nortown (39)",4209,0,-2.1255516543025657,0.10663802844326369,0.89336197155673647,"Non-Fatal Injury",1
-8823326.44241799,5429924.80633406,5255195,1111585,2009,2009-05-24 00:00:00.000,1345,13,"BRIMLEY RD","day","ELLESMERE RD","","Major Arterial","Scarborough",21,43,43.770045,-79.26129,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","45 to 49","","Minor","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"Yes",1,"",0,"",0,127,"Bendale (127)",4250,1,-2.5947449214870035,0.06947739498865553,0.93052260501134454,"Non-Fatal Injury",1
-8823326.44241799,5429924.80633406,5255196,1111585,2009,2009-05-24 00:00:00.000,1345,13,"BRIMLEY RD","day","ELLESMERE RD","","Major Arterial","Scarborough",21,43,43.770045,-79.26129,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","40 to 44","","Minimal","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"Yes",1,"",0,"",0,127,"Bendale (127)",4348,0,-2.3701618794662407,0.085476484426485907,0.91452351557351419,"Non-Fatal Injury",1
-8823326.44241799,5429924.80633406,5255198,1111585,2009,2009-05-24 00:00:00.000,1345,13,"BRIMLEY RD","day","ELLESMERE RD","","Major Arterial","Scarborough",21,43,43.770045,-79.26129,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","45 to 49","","Minimal","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"Yes",1,"",0,"",0,127,"Bendale (127)",4358,0,-2.5947449214870035,0.06947739498865553,0.93052260501134454,"Non-Fatal Injury",1
-8838721.9279947,5409352.504299,5241826,1105683,2009,2009-04-07 00:00:00.000,1247,12,"LAKE SHORE BLVD W","day","BATHURST ST","","Major Arterial","Toronto and East York",10,14,43.636445,-79.39959,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Approaching","Driver","60 to 64","","Major","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"Yes",1,"",0,"",0,"",0,77,"Waterfront Communities-The Island (77)",4418,1,-2.7389975122964492,0.060711045222650632,0.93928895477734942,"Non-Fatal Injury",1
-8836072.52411382,5410521.55638126,5229078,1099908,2009,2009-04-18 00:00:00.000,1534,15,"YONGE ST","day","LAKE SHORE W BLVD E","","Major Arterial","Toronto and East York",10,51,43.644045,-79.37579,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","40 to 44","","Minimal","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"Yes",1,"",0,"",0,77,"Waterfront Communities-The Island (77)",4448,0,-2.3701618794662407,0.085476484426485907,0.91452351557351419,"Non-Fatal Injury",1
-8851156.3151163,5406568.90971484,5247590,1108100,2009,2009-06-03 00:00:00.000,1750,17,"EVANS AVE","day","ISLINGTON AVE","","Major Arterial","Etobicoke York",3,22,43.618345,-79.51129,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","40 to 44","","Major","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"",0,"",0,17,"Mimico (includes Humber Bay Shores) (17)",4509,0,-1.2323251575327898,0.22577472789670475,0.77422527210329528,"Non-Fatal Injury",1
-8838054.01104994,5433347.70653987,5250039,1109235,2009,2009-06-09 00:00:00.000,1613,16,"CUMMER Aven","day","BAYVIEW Aven","","Major Arterial","North York",,33,43.792245,-79.39359,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","20 to 24","","None","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,49,"Bayview Woods-Steeles (49)",4533,0,-2.1805625875738386,0.10150960536547426,0.89849039463452562,"Non-Fatal Injury",1
-8842217.3600056,5419109.39313423,5248954,1108724,2009,2009-06-10 00:00:00.000,1546,15,"EGLINTON AVE W","day","OLD PARK RD","","Major Arterial","North York",,13,43.699845,-79.43099,"Intersection","","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","50 to 54","","None","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,102,"Forest Hill North (102)",4535,1,-1.9459850525894229,0.1249918076560739,0.875008192343926,"Non-Fatal Injury",1
-8842217.3600056,5419109.39313423,5248955,1108724,2009,2009-06-10 00:00:00.000,1546,15,"EGLINTON AVE W","day","OLD PARK RD","","Major Arterial","North York",,13,43.699845,-79.43099,"Intersection","","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","50 to 54","","None","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,102,"Forest Hill North (102)",4536,0,-1.9459850525894229,0.1249918076560739,0.875008192343926,"Non-Fatal Injury",1
-8828302.42365645,5421326.90616769,5262302,1114683,2009,2009-06-12 00:00:00.000,1725,17,"AMSTERDAM AVE","day","O CONNOR DR","","Major Arterial","Toronto and East York",19,54,43.714245,-79.30599,"Intersection","","No Control","Clear",1,"Daylight","Dry","Non-Fatal Injury","Approaching","Driver","45 to 49","","None","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,54,"O'Connor-Parkview (54)",4546,1,-2.5433380201294709,0.072875319934633476,0.92712468006536652,"Non-Fatal Injury",1
-8826187.35333137,5417277.26688902,5218379,1095081,2009,2009-02-17 00:00:00.000,1438,14,"VICTORIA PARK AVE","day","MUSGRAVE ST","","Major Arterial","Toronto and East York",,41,43.687945,-79.28699,"Intersection","","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","60 to 64","","None","","South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,122,"Birchcliffe-Cliffside (122)",4553,0,-1.9962864011402512,0.1195933777866989,0.88040662221330124,"Non-Fatal Injury",1
-8843575.45779328,5427535.69672463,5255425,1111668,2009,2009-06-29 00:00:00.000,1011,10,"SHEPPARD AVE W","day","YEOMANS RD","","Major Arterial","North York",6,32,43.754545,-79.44319,"Intersection","","No Control","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","20 to 24","","None","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,33,"Clanton Park (33)",4598,1,-2.1805625875738386,0.10150960536547426,0.89849039463452562,"Non-Fatal Injury",1
-8838087.40689717,5410321.5764616,5260626,1113959,2009,2009-07-13 00:00:00.000,1825,18,"FRONT ST W","night","SPADINA AVE","","Major Arterial","Toronto and East York",10,52,43.642745,-79.39389,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","30 to 34","","None","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"Yes",1,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,77,"Waterfront Communities-The Island (77)",4636,1,-3.1510798571915712,0.041048749898936705,0.9589512501010633,"Non-Fatal Injury",1
-8827411.8677301,5415876.47441529,5280413,1122545,2009,2009-07-31 00:00:00.000,812,8,"KINGSTON RD","day","MAIN ST","","Major Arterial","Toronto and East York",19,55,43.678845,-79.29799,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","35 to 39","","None","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,63,"The Beaches (63)",4679,1,-2.1255516543025657,0.10663802844326369,0.89336197155673647,"Non-Fatal Injury",1
-8854674.01102537,5417385.02895813,5280940,1122728,2009,2009-08-01 00:00:00.000,636,6,"ISLINGTON AVE","day","THE WESTWAY","","Major Arterial","Etobicoke York",2,23,43.688645,-79.54289,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","40 to 44","","Major","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"Yes",1,"",0,"",0,6,"Kingsview Village-The Westway (6)",4683,1,-2.3701618794662407,0.085476484426485907,0.91452351557351419,"Non-Fatal Injury",1
-8828124.31247118,5423575.76206651,5274331,1120053,2009,2009-08-04 00:00:00.000,1010,10,"VICTORIA PARK AVE","day","BIGGIN CRT","","Major Arterial","North York",,41,43.728845,-79.30439,"Intersection","At Intersection","Stop Sign","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","30 to 34","","Minimal","","South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,119,"Wexford/Maryvale (119)",4696,0,-3.0331772922917883,0.045949339790101233,0.95405066020989882,"Non-Fatal Injury",1
-8828124.31247118,5423575.76206651,5274332,1120053,2009,2009-08-04 00:00:00.000,1010,10,"VICTORIA PARK AVE","day","BIGGIN CRT","","Major Arterial","North York",,41,43.728845,-79.30439,"Intersection","At Intersection","Stop Sign","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","40 to 44","","Major","","South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,119,"Wexford/Maryvale (119)",4697,0,-2.8283198992601308,0.055812869484529612,0.94418713051547032,"Non-Fatal Injury",1
-8832365.5850704,5412613.91350893,5865339,1123824,2009,2009-08-11 00:00:00.000,856,8,"EASTERN AVE","day","BOOTH AVE","","Major Arterial","Toronto and East York",14,55,43.657645,-79.34249,"Intersection","At Intersection","Stop Sign","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","45 to 49","","None","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,70,"South Riverdale (70)",4720,1,-2.1733519214495969,0.10216914935604511,0.897830850643955,"Non-Fatal Injury",1
-8825983.52734373,5430889.87386164,5219248,1095466,2009,2009-02-26 00:00:00.000,730,7,"KENNEDY RD","day","401 C W KENNEDY S RAMP RD","","Major Arterial","Scarborough",22,42,43.776305,-79.285159,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","45 to 49","","Minor","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,128,"Agincourt South-Malvern West (128)",4738,0,-2.7074718555219741,0.062533896011975953,0.937466103988024,"Non-Fatal Injury",1
-8835482.53081261,5427057.94906636,5248146,1108349,2009,2009-05-17 00:00:00.000,1623,16,"YORK MILLS Road","day","CHIPSTEAD Road","","Major Arterial","North York",15,33,43.751445,-79.37049,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","80 to 84","","None","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,40,"St.Andrew-Windfields (40)",4878,0,-1.8481621170087976,0.13608882996781435,0.86391117003218565,"Non-Fatal Injury",1
-8834057.64133046,5412352.34295496,5241493,1105521,2009,2009-05-22 00:00:00.000,1525,15,"KING Stre E","day","ASHBY Plac","","Major Arterial","Toronto and East York",13,51,43.655945,-79.35769,"Intersection","","No Control","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","40 to 44","","None","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,73,"Moss Park (73)",4896,1,-1.9487688794288349,0.124687661412535,0.875312338587465,"Non-Fatal Injury",1
-8855141.5528867,5404677.77388064,5426052,1067454,2008,2008-10-31 00:00:00.000,1137,11,"VALERMO DR","day","BROWNS LINE Driv","","Major Arterial","Etobicoke York",3,22,43.606045,-79.54709,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","40 to 44","","None","","South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,20,"Alderwood (20)",4922,0,-2.0014659066121769,0.1190490971256343,0.88095090287436573,"Non-Fatal Injury",1
