numero_boletim,data hora_boletim,data_inclusao,tipo_acidente,desc_tipo_acidente,cod_tempo,desc_tempo,cod_pavimento,pavimento,cod_regional,desc_regional,origem_boletim,local_sinalizado,velocidade_permitida,coordenada_x,coordenada_y,hora_informada,indicador_fatalidade,valor_ups,descricao_ups,data_alteracao_smsa,valor_ups_antiga,descricao_ups_antiga
2017-012599992-001,2017-06-15 14:00:00.000,2017-06-16 13:31:00.000, H99002,OUTROS COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,22,NOROESTE,POLICIA CIVIL,NÃO,0,60545758,779774954,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2017-014983119-001,2017-07-07 18:32:00.000,2017-07-07 22:29:00.000, H06002,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL,1,BOM,1,ASFALTO,21,NORDESTE,POLICIA MILITAR,NÃO,0,61166546,779902620,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2017-008487592-001,2017-04-22 22:57:00.000,2017-04-23 00:21:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,61021328,779546594,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2017-038775927-001,2017-12-10 18:46:00.000,2017-12-10 19:33:00.000, H06002,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,61142835,779731721,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2017-041821953-001,2017-12-31 22:00:00.000,2017-12-31 22:05:00.000, H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,18,BARREIRO,POLICIA MILITAR,NÃO,0,60552851,778947017,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2017-011626673-001,2017-06-03 20:25:00.000,2017-06-03 22:22:00.000, H06002,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,61196862,779445662,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2017-021998888-001,2017-08-17 12:10:00.000,2017-08-23 16:15:00.000, H09002,COLISAO DE VEICULOS COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA CIVIL,NÃO,0,61240976,779500850,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2017-028500063-001,2017-07-05 22:10:00.000,2017-10-04 09:23:00.000, H02002,CAPOTAMENTO/TOMBAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,23,NORTE,POLICIA CIVIL,NÃO,0,61376326,780539420,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2017-009298634-001,2017-05-04 06:37:00.000,2017-05-04 10:38:00.000, H09002,COLISAO DE VEICULOS COM VITIMA,1,BOM,1,ASFALTO,23,NORTE,POLICIA MILITAR,NÃO,0,60888241,780721006,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2017-025959589-001,2017-07-31 21:00:00.000,2017-09-18 15:08:00.000, H09002,COLISAO DE VEICULOS COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,22,NOROESTE,POLICIA CIVIL,NÃO,0,60897044,779976023,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2017-011216776-001,2017-05-29 15:24:00.000,2017-05-29 18:16:00.000, H04000,QUEDA DE PESSOA DE VEICULO,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,NÃO,0,0,0,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2017-039281945-001,2017-12-13 20:10:00.000,2017-12-13 21:32:00.000, H01002,ABALROAMENTO COM VITIMA,1,BOM,1,ASFALTO,23,NORTE,POLICIA MILITAR,NÃO,0,61176466,780512479,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2017-032819468-001,2017-10-31 18:06:00.000,2017-10-31 19:44:00.000, H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,25,PAMPULHA,POLICIA MILITAR,NÃO,0,60493831,780137832,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2017-038333329-001,2017-10-23 07:15:00.000,2017-12-07 12:11:00.000, H03002,QUEDA DE VEICULO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,21,NORDESTE,POLICIA CIVIL,NÃO,0,61064809,780019256,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2017-028693924-001,2017-10-05 10:16:00.000,2017-10-05 13:02:00.000, H08002,CHOQUE MECANICO COM VITIMA,1,BOM,1,ASFALTO,25,PAMPULHA,POLICIA MILITAR,NÃO,0,60664211,780442935,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
2017-028357765-001,2017-10-03 11:09:00.000,2017-10-03 12:18:00.000, H01002,ABALROAMENTO COM VITIMA,4,NUBLADO,1,ASFALTO,24,OESTE,POLICIA MILITAR,NÃO,0,60835026,779581616,SIM,NÃO,0,NÃO INFORMADO,00/00/0000,0,NÃO INFORMADO
