numero_boletim,data hora_boletim,data_inclusao,tipo_acidente,desc_tipo_acidente,cod_tempo,desc_tempo,cod_pavimento,pavimento,cod_regional,desc_regional,origem_boletim,local_sinalizado,velocidade_permitida,coordenada_x,coordenada_y,hora_informada,indicador_fatalidade,valor_ups,descricao_ups,data_alteracao_smsa,valor_ups_antiga,descricao_ups_antiga
"2018-046349758-001",2018-10-16 23:14:00.000,2018-10-17 00:52:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-046380705-001",2018-10-17 08:46:00.000,2018-10-17 09:34:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-046429045-001",2018-10-17 14:55:00.000,2018-10-17 14:56:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-049206927-001",2018-11-03 20:34:00.000,2018-11-03 20:35:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-035341442-001",2018-08-10 08:50:00.000,2018-08-10 09:56:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-046644516-001",2018-10-18 19:20:00.000,2018-10-18 20:40:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-046647983-001",2018-10-18 21:07:00.000,2018-10-18 21:10:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-049501832-001",2018-11-05 19:11:00.000,2018-11-05 20:25:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-047225985-001",2018-10-21 17:20:00.000,2018-10-22 16:29:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-049782006-001",2018-11-07 14:16:00.000,2018-11-07 14:40:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-049892521-001",2018-11-08 07:22:00.000,2018-11-08 07:31:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-036076860-001",2018-08-13 19:00:00.000,2018-08-14 17:52:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-036115869-001",2018-08-14 21:51:00.000,2018-08-14 22:08:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-041830889-001",2018-09-18 22:27:00.000,2018-09-18 22:44:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-047283794-001",2018-10-22 22:45:00.000,2018-10-22 22:51:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-050008340-001",2018-11-08 19:17:00.000,2018-11-08 20:26:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-050013734-001",2018-11-08 21:07:00.000,2018-11-08 21:14:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-042209917-001",2018-09-21 08:13:00.000,2018-09-21 08:43:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-042218266-001",2018-09-21 09:17:00.000,2018-09-21 09:41:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-042387489-001",2018-09-22 07:41:00.000,2018-09-22 08:31:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-050370732-001",2018-11-11 13:19:00.000,2018-11-11 14:40:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-036623629-001",2018-08-17 19:22:00.000,2018-08-17 19:36:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-042455060-001",2018-09-22 12:20:00.000,2018-09-22 19:06:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-052801776-001",2018-11-27 08:02:00.000,2018-11-27 08:34:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-056277638-001",2018-12-18 21:46:00.000,2018-12-18 21:51:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-056352931-001",2018-12-19 12:22:00.000,2018-12-19 12:39:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-056403948-001",2018-12-19 17:03:00.000,2018-12-19 17:06:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-056558916-001",2018-12-20 13:45:00.000,2018-12-20 16:10:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-056564290-001",2018-12-20 15:28:00.000,2018-12-20 16:34:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-052042665-001",2018-11-22 08:55:00.000,2018-11-22 09:07:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-052281875-001",2018-11-23 14:12:00.000,2018-11-23 16:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-056937054-001",2018-12-22 17:00:00.000,2018-12-23 03:02:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-057223473-001",2018-12-25 14:24:00.000,2018-12-25 14:42:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-052567238-001",2018-11-25 19:14:00.000,2018-11-25 22:23:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-057820528-001",2018-12-28 22:20:00.000,2018-12-29 10:29:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-052978023-001",2018-11-28 08:29:00.000,2018-11-28 08:53:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-053245280-001",2018-11-29 16:19:00.000,2018-11-29 16:20:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-053944223-001",2018-12-04 07:40:00.000,2018-12-04 09:35:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-054048221-001",2018-12-04 09:30:00.000,2018-12-04 18:48:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-054052010-001",2018-04-12 11:30:00.000,2018-12-04 19:13:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-054323597-001",2018-12-05 18:00:00.000,2018-12-06 13:02:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-054924310-001",2018-12-10 13:15:00.000,2018-12-10 13:50:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-055089933-001",2018-12-11 10:59:00.000,2018-12-11 12:07:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-055401760-001",2018-12-13 07:55:00.000,2018-12-13 08:56:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-055405558-001",2018-12-13 08:58:00.000,2018-12-13 09:24:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-055672410-001",2018-12-14 18:58:00.000,2018-12-14 19:49:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-055775295-001",2018-12-15 15:10:00.000,2018-12-15 16:06:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-055799961-001",2018-12-15 19:03:00.000,2018-12-15 19:21:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-055976916-001",2018-12-17 08:38:00.000,2018-12-17 08:56:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-009391901-001",2018-03-01 19:29:00.000,2018-03-01 20:01:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",1,"ASFALTO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-024705752-001",2018-06-05 14:15:00.000,2018-06-05 14:37:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-046005172-001",2018-10-14 23:26:00.000,2018-10-15 01:27:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",1,"ASFALTO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-034316560-001",2018-08-03 20:14:00.000,2018-08-03 22:12:00.000," H01002","ABALROAMENTO COM VITIMA",2,"CHUVA",0,"NAO INFORMADO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-008175846-001",2018-02-22 19:42:00.000,2018-02-22 19:48:00.000," H01002","ABALROAMENTO COM VITIMA",2,"CHUVA",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-000442678-001",2018-01-04 08:54:00.000,2018-01-04 09:35:00.000," H01002","ABALROAMENTO COM VITIMA",4,"NUBLADO",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-000469157-001",2018-01-04 12:00:00.000,2018-01-04 13:14:00.000," H01002","ABALROAMENTO COM VITIMA",2,"CHUVA",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-004761579-001",2018-02-01 18:27:00.000,2018-02-01 18:30:00.000," H01002","ABALROAMENTO COM VITIMA",2,"CHUVA",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-004832140-001",2018-02-02 07:25:00.000,2018-02-02 08:45:00.000," H01002","ABALROAMENTO COM VITIMA",2,"CHUVA",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-004907522-001",2018-02-02 16:33:00.000,2018-02-02 16:42:00.000," H01002","ABALROAMENTO COM VITIMA",2,"CHUVA",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-005043329-001",2018-02-03 15:47:00.000,2018-02-03 16:52:00.000," H01002","ABALROAMENTO COM VITIMA",2,"CHUVA",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-010268095-001",2018-03-07 07:05:00.000,2018-03-07 08:20:00.000," H01002","ABALROAMENTO COM VITIMA",4,"NUBLADO",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-012710752-001",2018-03-21 12:31:00.000,2018-03-21 14:41:00.000," H01002","ABALROAMENTO COM VITIMA",4,"NUBLADO",1,"ASFALTO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-012716199-001",2018-03-21 14:29:00.000,2018-03-21 15:03:00.000," H01002","ABALROAMENTO COM VITIMA",4,"NUBLADO",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-012991688-001",2018-03-23 00:41:00.000,2018-03-23 01:25:00.000," H01002","ABALROAMENTO COM VITIMA",2,"CHUVA",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-051107938-001",2018-11-16 00:25:00.000,2018-11-16 00:41:00.000," H01002","ABALROAMENTO COM VITIMA",4,"NUBLADO",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-051199691-001",2018-11-16 16:40:00.000,2018-11-16 17:13:00.000," H01002","ABALROAMENTO COM VITIMA",2,"CHUVA",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-051207451-001",2018-11-16 17:19:00.000,2018-11-16 18:02:00.000," H01002","ABALROAMENTO COM VITIMA",4,"NUBLADO",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-047893835-001",2018-10-26 07:57:00.000,2018-10-26 08:36:00.000," H01002","ABALROAMENTO COM VITIMA",4,"NUBLADO",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-047910611-001",2018-10-26 10:20:00.000,2018-10-26 10:26:00.000," H01002","ABALROAMENTO COM VITIMA",4,"NUBLADO",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-034114440-002",2018-08-02 16:58:00.000,2018-08-02 18:14:00.000," H01002","ABALROAMENTO COM VITIMA",4,"NUBLADO",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-048325963-001",2018-10-29 07:59:00.000,2018-10-29 09:24:00.000," H01002","ABALROAMENTO COM VITIMA",4,"NUBLADO",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-046566823-001",2018-10-18 11:39:00.000,2018-10-18 12:41:00.000," H01002","ABALROAMENTO COM VITIMA",2,"CHUVA",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-041294082-001",2018-09-15 13:26:00.000,2018-09-15 14:59:00.000," H01002","ABALROAMENTO COM VITIMA",4,"NUBLADO",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-046846010-001",2018-10-20 02:47:00.000,2018-10-20 03:05:00.000," H01002","ABALROAMENTO COM VITIMA",2,"CHUVA",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-047659602-001",2018-10-24 21:07:00.000,2018-10-24 21:12:00.000," H01002","ABALROAMENTO COM VITIMA",2,"CHUVA",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-049959214-002",2018-11-08 14:59:00.000,2018-11-08 16:39:00.000," H01002","ABALROAMENTO COM VITIMA",2,"CHUVA",1,"ASFALTO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-050203653-001",2018-11-10 02:22:00.000,2018-11-10 03:33:00.000," H01002","ABALROAMENTO COM VITIMA",2,"CHUVA",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-056879087-001",2018-12-22 17:45:00.000,2018-12-22 17:53:00.000," H01002","ABALROAMENTO COM VITIMA",2,"CHUVA",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-053567969-001",2018-12-01 15:51:00.000,2018-12-01 17:16:00.000," H01002","ABALROAMENTO COM VITIMA",2,"CHUVA",1,"ASFALTO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-053670720-001",2018-12-02 14:28:00.000,2018-12-02 15:06:00.000," H01002","ABALROAMENTO COM VITIMA",2,"CHUVA",1,"ASFALTO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-040382739-001",2018-09-10 07:29:00.000,2018-09-10 08:53:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","SIM",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-007266374-001",2018-02-17 11:40:00.000,2018-02-17 11:45:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-007387100-001",2018-02-18 08:04:00.000,2018-02-18 08:43:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-008112103-001",2018-02-22 10:17:00.000,2018-02-22 14:31:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2018-008132998-001",2018-02-22 15:53:00.000,2018-02-22 15:59:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
