CurrencyKey,DateKey,AverageRate,EndOfDayRate
85,20030902,0.266602682022981,0.266901540021886
85,20031023,0.266602682022981,0.266155647822847
85,20031024,0.266602682022981,0.267036957914975
85,20040122,0.266602682022981,0.267129691465206
85,20040205,0.266602682022981,0.267279627946758
85,20040206,0.266602682022981,0.26623359335481
85,20040218,0.266602682022981,0.26637542953038
85,20040304,0.266602682022981,0.267143963882136
85,20040323,0.266602682022981,0.266155647822847
85,20040428,0.266602682022981,0.266467704114261
85,20040505,0.266602682022981,0.266801846268776
85,20040511,0.266602682022981,0.26683032259786
85,20040513,0.266602682022981,0.267101151205962
85,20040517,0.266602682022981,0.266965668215068
85,20040531,0.266602682022981,0.266979923109782
85,20040602,0.266602682022981,0.266915788068864
85,20040603,0.266602682022981,0.266113151311938
85,20040604,0.266602682022981,0.267172513291833
85,20040608,0.266602682022981,0.266816083673524
85,20040615,0.266602682022981,0.265915013561666
85,20040617,0.266602682022981,0.265900872154861
85,20040618,0.266602682022981,0.266787610383374
85,20040621,0.266602682022981,0.265992818193909
85,20040622,0.266602682022981,0.267215348849638
85,20040710,0.266602682022981,0.267215348849638
85,20040711,0.266602682022981,0.265992818193909
85,20040714,0.266602682022981,0.266787610383374
85,20040715,0.266602682022981,0.265900872154861
85,20040717,0.266602682022981,0.265915013561666
85,20040724,0.266602682022981,0.266816083673524
85,20040728,0.266602682022981,0.267172513291833
85,20040729,0.266602682022981,0.266113151311938
85,20040730,0.266602682022981,0.266915788068864
85,20040801,0.266602682022981,0.266979923109782
85,20040815,0.266602682022981,0.266965668215068
85,20040819,0.266602682022981,0.267101151205962
85,20040821,0.266602682022981,0.26683032259786
85,20040827,0.266602682022981,0.266801846268776
85,20010828,0.266638225255973,0.266063589197818
85,20010829,0.266638225255973,0.266780493010351
85,20010830,0.266638225255973,0.266453503863576
85,20010903,0.266638225255973,0.266410912190963
85,20010923,0.266638225255973,0.266261948504939
85,20011001,0.266638225255973,0.266261948504939
85,20011007,0.266638225255973,0.266453503863576
85,20011021,0.266638225255973,0.266467704114261
85,20011030,0.266638225255973,0.266887293495957
85,20011031,0.266638225255973,0.266496109156806
85,20011101,0.266638225255973,0.267051220424077
85,20011102,0.266638225255973,0.266021122077093
85,20011103,0.266638225255973,0.267293916390463
85,20011104,0.266638225255973,0.265950373660275
85,20011105,0.266638225255973,0.267201068804275
85,20011106,0.266638225255973,0.266276128345094
85,20011107,0.266638225255973,0.267351085445407
85,20011108,0.266638225255973,0.266035276277634
85,20011109,0.266638225255973,0.267079750013354
85,20011110,0.266638225255973,0.26663111585122
85,20011111,0.266638225255973,0.266922912662823
85,20011112,0.266638225255973,0.265992818193909
85,20011113,0.266638225255973,0.267172513291833
85,20011114,0.266638225255973,0.26618398637138
85,20011231,0.266638225255973,0.267143963882136
85,20020101,0.266638225255973,0.265950373660275
85,20020107,0.266638225255973,0.26651031394915
85,20030501,0.266638225255973,0.267229630421421
85,20030502,0.266638225255973,0.266247770174925
85,20030503,0.266638225255973,0.266887293495957
85,20030504,0.266638225255973,0.265964520332988
85,20030506,0.266638225255973,0.266602682022981
85,20030715,0.266638225255973,0.26618398637138
85,20030716,0.266638225255973,0.267094017094017
85,20030717,0.266638225255973,0.26623359335481
85,20030718,0.266638225255973,0.267201068804275
85,20030719,0.266638225255973,0.265978668510785
85,20030720,0.266638225255973,0.267158237824263
85,20030721,0.266638225255973,0.266261948504939
85,20030729,0.266638225255973,0.266098988823842
85,20030730,0.266638225255973,0.266680889647448
85,20030731,0.266638225255973,0.266261948504939
85,20030801,0.266638225255973,0.267236771779797
85,20030802,0.266638225255973,0.26651031394915
85,20030803,0.266638225255973,0.266737796745799
85,20030804,0.266638225255973,0.266049431984463
85,20030805,0.266638225255973,0.266915788068864
85,20030806,0.266638225255973,0.26618398637138
85,20030807,0.266638225255973,0.267336790889162
85,20030808,0.266638225255973,0.266035276277634
85,20030809,0.266638225255973,0.266709340161092
85,20030810,0.266638225255973,0.265950373660275
85,20030811,0.266638225255973,0.266737796745799
85,20030812,0.266638225255973,0.266006969382598
85,20030813,0.266638225255973,0.267079750013354
85,20030814,0.266638225255973,0.265978668510785
85,20030822,0.266638225255973,0.266261948504939
85,20030823,0.266638225255973,0.267336790889162
85,20030824,0.266638225255973,0.266425107902169
85,20030825,0.266638225255973,0.266737796745799
85,20030826,0.266638225255973,0.265950373660275
85,20030827,0.266638225255973,0.266680889647448
85,20030828,0.266638225255973,0.266425107902169
85,20030829,0.266638225255973,0.266787610383374
85,20030830,0.266638225255973,0.266332862811942
85,20030831,0.266638225255973,0.266979923109782
85,20031006,0.266638225255973,0.266858805006271
85,20031009,0.266638225255973,0.266332862811942
85,20031014,0.266638225255973,0.267008437466624
85,20031028,0.266638225255973,0.266922912662823
85,20031110,0.266638225255973,0.265950373660275
85,20031111,0.266638225255973,0.267172513291833
85,20031112,0.266638225255973,0.266141480811199
85,20031118,0.266638225255973,0.266616898179007
85,20031119,0.266638225255973,0.266695114145509
85,20031120,0.266638225255973,0.265992818193909
85,20040212,0.266638225255973,0.266616898179007
85,20040213,0.266638225255973,0.267086883363158
85,20040214,0.266638225255973,0.26637542953038
85,20040215,0.266638225255973,0.26665955574518
85,20040224,0.266638225255973,0.266127315307643
85,20040225,0.266638225255973,0.266816083673524
85,20040226,0.266638225255973,0.266453503863576
85,20040227,0.266638225255973,0.267215348849638
85,20040228,0.266638225255973,0.26651031394915
85,20040229,0.266638225255973,0.267101151205962
85,20040305,0.266638225255973,0.266574254258524
85,20040306,0.266638225255973,0.267158237824263
85,20040307,0.266638225255973,0.266304492556789
85,20040308,0.266638225255973,0.266695114145509
85,20040309,0.266638225255973,0.266531623977185
85,20040310,0.266638225255973,0.267215348849638
85,20040311,0.266638225255973,0.26663111585122
85,20040312,0.266638225255973,0.266680889647448
85,20040313,0.266638225255973,0.26623359335481
85,20040314,0.266638225255973,0.266801846268776
85,20040316,0.266638225255973,0.266695114145509
85,20040317,0.266638225255973,0.266219418044352
85,20040318,0.266638225255973,0.267129691465206
85,20040319,0.266638225255973,0.26621233095517
85,20040320,0.266638225255973,0.26725105564167
85,20040321,0.266638225255973,0.265943300888251
85,20040322,0.266638225255973,0.267101151205962
85,20040324,0.266638225255973,0.267036957914975
85,20040325,0.266638225255973,0.266560042649607
85,20040327,0.266638225255973,0.266063589197818
85,20040328,0.266638225255973,0.267293916390463
85,20040419,0.266638225255973,0.266816083673524
85,20040420,0.266638225255973,0.266396717992434
85,20040421,0.266638225255973,0.267051220424077
85,20040423,0.266638225255973,0.266922912662823
85,20040424,0.266638225255973,0.266439305126292
85,20040425,0.266638225255973,0.267186790285088
85,20040426,0.266638225255973,0.266155647822847
85,20040427,0.266638225255973,0.266873048490833
85,20040429,0.266638225255973,0.266887293495957
85,20040430,0.266638225255973,0.266021122077093
85,20040501,0.266638225255973,0.267065484456789
85,20040502,0.266638225255973,0.266531623977185
85,20040503,0.266638225255973,0.267186790285088
85,20040504,0.266638225255973,0.266141480811199
85,20040526,0.266638225255973,0.266304492556789
85,20040527,0.266638225255973,0.266858805006271
85,20040616,0.266638225255973,0.267293916390463
85,20040623,0.266638225255973,0.266531623977185
85,20040624,0.266638225255973,0.267143963882136
85,20040630,0.266638225255973,0.266901540021886
85,20040702,0.266638225255973,0.266901540021886
85,20040708,0.266638225255973,0.267143963882136
85,20040709,0.266638225255973,0.266531623977185
85,20040716,0.266638225255973,0.267293916390463
85,20040805,0.266638225255973,0.266858805006271
85,20040806,0.266638225255973,0.266304492556789
85,20040828,0.266638225255973,0.266141480811199
85,20040829,0.266638225255973,0.267186790285088
85,20040830,0.266638225255973,0.266531623977185
85,20040831,0.266638225255973,0.267065484456789
85,20010827,0.266645335039863,0.266652445202923
85,20010831,0.266645335039863,0.266951414842499
85,20010901,0.266645335039863,0.266531623977185
85,20010902,0.266645335039863,0.267022696929239
85,20010927,0.266645335039863,0.266496109156806
85,20010928,0.266645335039863,0.266709340161092
85,20010929,0.266645335039863,0.266091908145073
85,20010930,0.266645335039863,0.267351085445407
85,20011024,0.266645335039863,0.266652445202923
85,20011025,0.266645335039863,0.266496109156806
85,20011026,0.266645335039863,0.266808964781217
85,20011027,0.266645335039863,0.266226505510889
85,20011028,0.266645335039863,0.267065484456789
85,20011029,0.266645335039863,0.266560042649607
85,20011224,0.266645335039863,0.265992818193909
85,20011225,0.266645335039863,0.267308206361935
85,20030722,0.266645335039863,0.26725105564167
85,20030723,0.266645335039863,0.265992818193909
85,20030724,0.266645335039863,0.267236771779797
85,20030725,0.266645335039863,0.266318676928813
85,20030726,0.266645335039863,0.266922912662823
85,20030727,0.266645335039863,0.26618398637138
85,20030728,0.266645335039863,0.266979923109782
85,20030905,0.266645335039863,0.26663111585122
85,20030906,0.266645335039863,0.267051220424077
85,20030907,0.266645335039863,0.266318676928813
85,20030908,0.266645335039863,0.266930037637135
85,20030909,0.266645335039863,0.266070668369519
85,20030910,0.266645335039863,0.266915788068864
85,20030911,0.266645335039863,0.265978668510785
85,20030912,0.266645335039863,0.266858805006271
85,20030913,0.266645335039863,0.266453503863576
85,20030914,0.266645335039863,0.267358233296794
85,20030919,0.266645335039863,0.266602682022981
85,20030920,0.266645335039863,0.266979923109782
85,20030921,0.266645335039863,0.266574254258524
85,20030922,0.266645335039863,0.266858805006271
85,20030930,0.266645335039863,0.266844563042028
85,20031001,0.266645335039863,0.266467704114261
85,20031002,0.266645335039863,0.267051220424077
85,20031003,0.266645335039863,0.266645335039863
85,20031004,0.266645335039863,0.267265341030575
85,20031005,0.266645335039863,0.266247770174925
85,20031007,0.266645335039863,0.266453503863576
85,20031008,0.266645335039863,0.26665955574518
85,20031016,0.266645335039863,0.266994179526886
85,20031017,0.266645335039863,0.266247770174925
85,20031018,0.266645335039863,0.267279627946758
85,20031019,0.266645335039863,0.266531623977185
85,20031020,0.266645335039863,0.266723567694442
85,20031021,0.266645335039863,0.26651031394915
85,20031022,0.266645335039863,0.266951414842499
85,20031025,0.266645335039863,0.266588467382901
85,20031026,0.266645335039863,0.266887293495957
85,20031027,0.266645335039863,0.266425107902169
85,20031029,0.266645335039863,0.266531623977185
85,20031030,0.266645335039863,0.267051220424077
85,20031031,0.266645335039863,0.26663111585122
85,20031101,0.266645335039863,0.266979923109782
85,20031102,0.266645335039863,0.266481905878591
85,20031103,0.266645335039863,0.267072617044574
85,20031104,0.266645335039863,0.266347050206419
85,20031105,0.266645335039863,0.266766259403511
85,20031106,0.266645335039863,0.266425107902169
85,20031113,0.266645335039863,0.266887293495957
85,20031114,0.266645335039863,0.266113151311938
85,20031115,0.266645335039863,0.26683032259786
85,20031116,0.266645335039863,0.266396717992434
85,20031117,0.266645335039863,0.266766259403511
85,20031121,0.266645335039863,0.267051220424077
85,20031122,0.266645335039863,0.266560042649607
85,20031123,0.266645335039863,0.267229630421421
85,20031124,0.266645335039863,0.265992818193909
85,20031125,0.266645335039863,0.266937162991832
85,20031126,0.266645335039863,0.266049431984463
85,20031127,0.266645335039863,0.267293916390463
85,20031128,0.266645335039863,0.266198157908747
85,20031129,0.266645335039863,0.266873048490833
85,20031130,0.266645335039863,0.265936228492408
85,20031201,0.266645335039863,0.266922912662823
85,20031202,0.266645335039863,0.26663111585122
85,20031203,0.266645335039863,0.267215348849638
85,20031204,0.266645335039863,0.266396717992434
85,20031205,0.266645335039863,0.266752027315408
85,20031206,0.266645335039863,0.266035276277634
85,20031207,0.266645335039863,0.267279627946758
85,20031208,0.266645335039863,0.266063589197818
85,20031209,0.266645335039863,0.266922912662823
85,20031210,0.266645335039863,0.266531623977185
85,20031211,0.266645335039863,0.267051220424077
85,20031212,0.266645335039863,0.266198157908747
85,20031213,0.266645335039863,0.266787610383374
85,20031214,0.266645335039863,0.266261948504939
85,20031215,0.266645335039863,0.266737796745799
85,20031216,0.266645335039863,0.266332862811942
85,20031217,0.266645335039863,0.26665955574518
85,20031218,0.266645335039863,0.266318676928813
85,20031219,0.266645335039863,0.266766259403511
85,20031220,0.266645335039863,0.266531623977185
85,20031221,0.266645335039863,0.266858805006271
85,20031222,0.266645335039863,0.266545832555908
85,20031223,0.266645335039863,0.267129691465206
85,20031224,0.266645335039863,0.266588467382901
85,20031225,0.266645335039863,0.267279627946758
85,20031226,0.266645335039863,0.265964520332988
85,20031227,0.266645335039863,0.266873048490833
85,20031228,0.266645335039863,0.26618398637138
85,20031229,0.266645335039863,0.266937162991832
85,20031230,0.266645335039863,0.26621233095517
85,20031231,0.266645335039863,0.267201068804275
85,20040101,0.266645335039863,0.266219418044352
85,20040102,0.266645335039863,0.26732249786142
85,20040103,0.266645335039863,0.266063589197818
85,20040104,0.266645335039863,0.267065484456789
85,20040105,0.266645335039863,0.266616898179007
85,20040106,0.266645335039863,0.266680889647448
85,20040107,0.266645335039863,0.266198157908747
85,20040108,0.266645335039863,0.26665955574518
85,20040109,0.266645335039863,0.266602682022981
85,20040110,0.266645335039863,0.267351085445407
85,20040111,0.266645335039863,0.26618398637138
85,20040216,0.266645335039863,0.266006969382598
85,20040217,0.266645335039863,0.267086883363158
85,20040223,0.266645335039863,0.267086883363158
85,20040520,0.266645335039863,0.266077747917942
85,20040601,0.266645335039863,0.266021122077093
85,20040609,0.266645335039863,0.26623359335481
85,20040610,0.266645335039863,0.267129691465206
85,20040701,0.266645335039863,0.26637542953038
85,20040722,0.266645335039863,0.267129691465206
85,20040723,0.266645335039863,0.26623359335481
85,20040731,0.266645335039863,0.266021122077093
85,20040812,0.266645335039863,0.266077747917942
85,20010704,0.266723567694442,0.267265341030575
85,20020312,0.266588467382901,0.266545832555908
85,20020605,0.266574254258524,0.266922912662823
85,20020606,0.266588467382901,0.266318676928813
85,20020607,0.266574254258524,0.266937162991832
85,20020608,0.266574254258524,0.266049431984463
85,20020609,0.266588467382901,0.26663111585122
85,20020610,0.266574254258524,0.266021122077093
85,20020611,0.266588467382901,0.266937162991832
85,20020612,0.266574254258524,0.26629030969563
85,20020614,0.266574254258524,0.266425107902169
85,20020615,0.266574254258524,0.266588467382901
85,20020616,0.266588467382901,0.266276128345094
85,20020617,0.266588467382901,0.267279627946758
85,20020618,0.266574254258524,0.266113151311938
85,20020619,0.266574254258524,0.266766259403511
85,20020620,0.266588467382901,0.266396717992434
85,20020621,0.266588467382901,0.266737796745799
85,20020622,0.266574254258524,0.266198157908747
85,20020623,0.266560042649607,0.267008437466624
85,20020624,0.266574254258524,0.266077747917942
85,20020625,0.266574254258524,0.266616898179007
85,20020626,0.266588467382901,0.266574254258524
85,20020627,0.266574254258524,0.266645335039863
85,20020711,0.266588467382901,0.26711542057323
85,20020818,0.266588467382901,0.266979923109782
85,20030306,0.26683032259786,0.266844563042028
85,20030311,0.267051220424077,0.266680889647448
85,20030407,0.266930037637135,0.267086883363158
85,20030416,0.266794728136172,0.266709340161092
85,20030417,0.266780493010351,0.266915788068864
85,20030418,0.266737796745799,0.266077747917942
85,20030419,0.266737796745799,0.267158237824263
85,20030421,0.26665955574518,0.267236771779797
85,20030423,0.266695114145509,0.266887293495957
85,20030428,0.266794728136172,0.26623359335481
85,20030505,0.266652445202923,0.266844563042028
85,20030509,0.266560042649607,0.266901540021886
85,20030510,0.266560042649607,0.265978668510785
85,20030511,0.266560042649607,0.266858805006271
85,20030512,0.266574254258524,0.266517416913195
85,20030513,0.266574254258524,0.266901540021886
85,20030514,0.266545832555908,0.266247770174925
85,20030515,0.266560042649607,0.266652445202923
85,20030522,0.266588467382901,0.266219418044352
85,20030527,0.266588467382901,0.266951414842499
85,20030528,0.266588467382901,0.266063589197818
85,20030529,0.266588467382901,0.26725105564167
85,20030530,0.266588467382901,0.266276128345094
85,20030531,0.266588467382901,0.267265341030575
85,20030601,0.266588467382901,0.266226505510889
85,20030602,0.266588467382901,0.267172513291833
85,20030603,0.266588467382901,0.266219418044352
85,20030605,0.266588467382901,0.266006969382598
85,20030606,0.266588467382901,0.266602682022981
85,20030607,0.266588467382901,0.266318676928813
85,20030608,0.266588467382901,0.266887293495957
85,20030611,0.266574254258524,0.266276128345094
85,20030612,0.266560042649607,0.267201068804275
85,20030707,0.266666666666667,0.266035276277634
85,20030915,0.266652445202923,0.266049431984463
85,20030916,0.266652445202923,0.266780493010351
85,20030917,0.266652445202923,0.266410912190963
85,20030924,0.266652445202923,0.266723567694442
85,20030925,0.266652445202923,0.26629030969563
85,20030926,0.266652445202923,0.267236771779797
85,20030927,0.266652445202923,0.266496109156806
85,20030928,0.266652445202923,0.267072617044574
85,20030929,0.266652445202923,0.266588467382901
85,20040315,0.266652445202923,0.266127315307643
85,20040521,0.266652445202923,0.266737796745799
85,20040522,0.266652445202923,0.266574254258524
85,20040523,0.266652445202923,0.266873048490833
85,20040524,0.266652445202923,0.265964520332988
85,20040525,0.266652445202923,0.266901540021886
85,20040607,0.266652445202923,0.266063589197818
85,20040614,0.266652445202923,0.266965668215068
85,20040718,0.266652445202923,0.266965668215068
85,20040725,0.266652445202923,0.266063589197818
85,20040807,0.266652445202923,0.266901540021886
85,20040808,0.266652445202923,0.265964520332988
85,20040809,0.266652445202923,0.266873048490833
85,20040810,0.266652445202923,0.266574254258524
85,20040811,0.266652445202923,0.266737796745799
29,20010701,0.52723150735488,0.526981450252951
29,20010702,0.528429507503699,0.528485360955502
29,20010703,0.532028091083209,0.531858312945431
29,20010704,0.531603848811865,0.531886601776501
29,20010705,0.526925914216461,0.526759376316898
29,20010706,0.526121955069185,0.526398905090277
29,20010707,0.52667614683731,0.526592943654555
29,20010708,0.527287107830214,0.527509627050694
29,20010709,0.52723150735488,0.527120341573981
29,20010710,0.523094627818172,0.523313621853577
29,20010711,0.521050437682368,0.52099614462853
29,20010712,0.518349574953349,0.518483952921657
29,20010713,0.519993760074879,0.519858598461219
29,20010714,0.51907604464054,0.51915688921192
29,20010715,0.516929439131559,0.51671575466336
29,20010716,0.515649976795751,0.515703161260379
29,20010717,0.516049127876974,0.516022498580938
29,20010718,0.514323921205575,0.514376832467466
29,20010719,0.512006553683887,0.512006553683887
29,20010720,0.512321327936882,0.512400081984013
29,20010721,0.512557662737058,0.512531392547794
29,20010722,0.518914431010326,0.519049102045054
29,20010723,0.522793810121288,0.522602560752548
29,20010724,0.523971705527902,0.524136485140731
29,20010725,0.522193211488251,0.522111418576724
29,20010726,0.518914431010326,0.51907604464054
29,20010727,0.518107870058546,0.517839573300192
29,20010728,0.518000518000518,0.518188413307078
29,20010729,0.517678728581043,0.517625135876598
29,20010730,0.514376832467466,0.51448268765756
29,20010731,0.513083632632119,0.512978352313532
29,20010801,0.518672199170124,0.518914431010326
29,20010802,0.522329589971272,0.522275030030814
29,20010803,0.515118734868387,0.515384218935216
29,20010804,0.515463917525773,0.515384218935216
29,20010805,0.515490489200474,0.515703161260379
29,20010806,0.516155672550841,0.516129032258065
29,20010807,0.515410782393568,0.51559680329982
29,20010808,0.516022498580938,0.5158095631093
29,20010809,0.518107870058546,0.518268981601451
29,20010810,0.518188413307078,0.518134715025907
29,20010811,0.517678728581043,0.517759138448794
29,20010812,0.517839573300192,0.517625135876598
29,20010813,0.517839573300192,0.517946858652302
29,20010814,0.514747516343234,0.514535631592488
29,20010815,0.513373376456697,0.513610683102209
29,20010816,0.513373376456697,0.513162621234669
29,20010817,0.51490654446218,0.515145270966412
29,20010818,0.514112384967354,0.513953846944544
29,20010819,0.514059528093353,0.514085955171705
29,20010820,0.524356352577211,0.524246395806029
29,20010821,0.52695368077146,0.527120341573981
29,20010822,0.527565286204168,0.527537455159316
29,20010823,0.527287107830214,0.527537455159316
29,20010824,0.526094276094276,0.525983589312014
29,20010825,0.526426616129712,0.526454330086865
29,20010826,0.526121955069185,0.526011256640892
29,20010827,0.524163958486214,0.524383848977451
29,20010828,0.528262017960909,0.528094634558513
29,20010829,0.526925914216461,0.526981450252951
29,20010830,0.524246395806029,0.524191434711957
29,20010831,0.518537723619393,0.518779829840216
29,20010901,0.518242122719735,0.518054188468114
29,20010902,0.518430193374462,0.51859150547114
29,20010903,0.517063081695967,0.516902718908302
29,20010904,0.517946858652302,0.518054188468114
29,20010905,0.517571554267377,0.517464424320828
29,20010906,0.520074890784273,0.520074890784273
29,20010907,0.515836170432271,0.515756356697096
29,20010908,0.515836170432271,0.516075759921557
29,20010909,0.515836170432271,0.51559680329982
29,20010910,0.514535631592488,0.514588586425153
29,20010911,0.511849311562676,0.511692165992939
29,20010912,0.512111435448354,0.512295081967213
29,20010913,0.505101525406607,0.505050505050505
29,20010914,0.499201277955272,0.499400719137036
29,20010915,0.499525450821719,0.499425660490436
29,20010916,0.499575360943198,0.499575360943198
29,20010917,0.496031746031746,0.495933346558223
29,20010918,0.496894409937888,0.497067302912814
29,20010919,0.499001996007984,0.498827754776276
29,20010920,0.506277845281491,0.506380392951185
29,20010921,0.502310628892907,0.502209722780233
29,20010922,0.503018108651911,0.503119339907426
29,20010923,0.503043412646511,0.502916918125126
29,20010924,0.501077316229894,0.501177767754222
29,20010925,0.504235578862445,0.504184733286276
29,20010926,0.507717303005687,0.507872016251905
29,20010927,0.503372596395852,0.503271263210871
29,20010928,0.505101525406607,0.505305709954523
29,20010929,0.505101525406607,0.505076013940098
29,20010930,0.504210154792518,0.50436273768094
29,20011001,0.500876533934385,0.500826363499775
29,20011002,0.501705799719045,0.50193243989359
29,20011003,0.504133897963299,0.503930659141302
29,20011004,0.504999495000505,0.505229121406558
29,20011005,0.503676840938854,0.503626107977438
29,20011006,0.503956055032001,0.504108484145788
29,20011007,0.503448623068016,0.503448623068016
29,20011008,0.504744599232788,0.504999495000505
29,20011009,0.512846812657059,0.51263648946532
29,20011010,0.512794215681247,0.512899420423655
29,20011011,0.50761421319797,0.507562683991473
29,20011012,0.49820645675568,0.49825610363727
29,20011013,0.49820645675568,0.498156819766863
29,20011014,0.49820645675568,0.49838026414154
29,20011015,0.496894409937888,0.496696965181543
29,20011016,0.493291239147593,0.493388592855733
29,20011017,0.497363970953944,0.497265042267529
29,20011018,0.493096646942801,0.493242576699221
29,20011019,0.490484598783598,0.490388387602982
29,20011020,0.491038546525902,0.491255649439969
29,20011021,0.489883897516289,0.489787921829848
29,20011022,0.490196078431373,0.490436488474743
29,20011023,0.490388387602982,0.49014802470346
29,20011024,0.491303920605286,0.491303920605286
29,20011025,0.493997925208714,0.493900330913222
29,20011026,0.492732200049273,0.492877914140667
29,20011027,0.492732200049273,0.492635105177595
29,20011028,0.492029128124385,0.492174426616793
29,20011029,0.492926504658155,0.492780761839058
29,20011030,0.49468216670789,0.494878012569901
29,20011031,0.494878012569901,0.49478007025877
29,20011101,0.496647628507574,0.496795667941776
29,20011102,0.496795667941776,0.496647628507574
29,20011103,0.496795667941776,0.496968492197595
29,20011104,0.497166152928309,0.496993191193281
29,20011105,0.49753719090502,0.497735304365139
29,20011106,0.493023714440665,0.492877914140667
29,20011107,0.491038546525902,0.491207387759112
29,20011108,0.496647628507574,0.496425734710087
29,20011109,0.499525450821719,0.499725151166858
29,20011110,0.499525450821719,0.499425660490436
29,20011111,0.499425660490436,0.499675211112777
29,20011112,0.493559054340852,0.493388592855733
29,20011113,0.491448791035974,0.491545418796697
29,20011114,0.485979491665452,0.485885039599631
29,20011115,0.491352201257862,0.49147294441441
29,20011116,0.48828125,0.48828125
29,20011117,0.488376636061731,0.488615264340858
29,20011118,0.488567520031268,0.488424343069259
29,20011119,0.489524182494615,0.489548147060263
29,20011120,0.491811341169527,0.491617914556806
29,20011121,0.492635105177595,0.492829333201912
29,20011122,0.489931899465974,0.489691983742226
29,20011123,0.487923883874116,0.48801913034991
29,20011124,0.487923883874116,0.487828674569491
29,20011125,0.488376636061731,0.488519785051295
29,20011126,0.49190811156476,0.491714608841029
29,20011127,0.490292214159639,0.490436488474743
29,20011128,0.489835904971834,0.489739948087566
29,20011129,0.487971502464256,0.488185901191174
29,20011130,0.491086775033148,0.491062659595364
29,20011201,0.491352201257862,0.491352201257862
29,20011202,0.491497100167109,0.491352201257862
29,20011203,0.486926035935141,0.487020893196318
29,20011204,0.484050534875841,0.483863163497363
29,20011205,0.480954213158907,0.481116189559779
29,20011206,0.479800403032339,0.479616306954436
29,20011207,0.479662317728319,0.479800403032339
29,20011208,0.480145964373169,0.480030721966206
29,20011209,0.480676792924438,0.480907954217563
29,20011210,0.479754365764728,0.479547307341869
29,20011211,0.470809792843691,0.470987189148455
29,20011212,0.472165824637613,0.472121240734621
29,20011213,0.464921660700172,0.465137913391321
29,20011214,0.465874679711158,0.465679426282947
29,20011215,0.466135272456067,0.46628741956542
29,20011216,0.465918091599497,0.465874679711158
29,20011217,0.468120962456699,0.468208633767207
29,20011218,0.464468183929401,0.464317221525746
29,20011219,0.457561198810341,0.457707799340901
29,20011220,0.455166135639508,0.455021158483869
29,20011221,0.458947175180137,0.45911574307883
29,20011222,0.45877873101803,0.458715596330275
29,20011223,0.458589379069981,0.458673516191175
29,20011224,0.459305530038582,0.459178987969511
29,20011225,0.463864922534558,0.464015590923855
29,20011226,0.463542390951653,0.463499420625724
29,20011227,0.460808257683978,0.460850730448408
29,20011228,0.46988065031482,0.469792351780513
29,20011229,0.470079443425939,0.470212065641604
29,20011230,0.469836496899079,0.469836496899079
29,20011231,0.465831275911865,0.465961511579144
39,20010701,0.157205514769458,0.157200572210083
39,20010702,0.157559715132035,0.15756716300323
39,20010703,0.158626925334306,0.158626925334306
39,20010704,0.158503724837534,0.15852885225111
39,20010705,0.157099318188959,0.157089446730969
39,20010706,0.156872588083958,0.15688243230523
39,20010707,0.157040108043594,0.157032709913475
39,20010708,0.157220344312554,0.157220344312554
39,20010709,0.157205514769458,0.157200572210083
39,20010710,0.155969741870077,0.155984339172347
39,20010711,0.155361526271634,0.155361526271634
39,20010712,0.154554727829124,0.154571450653064
39,20010713,0.15504116342889,0.155026742113015
39,20010714,0.154765221159501,0.154781989567694
39,20010715,0.154125951727752,0.154116450389915
39,20010716,0.153746809753698,0.153756265567822
39,20010717,0.153867458571187,0.153848520746473
39,20010718,0.153350713080816,0.153355416513311
39,20010719,0.152664763445949,0.152646120498848
39,20010720,0.152753379668525,0.152774382791494
39,20010721,0.152832755116076,0.152825748082037
39,20010722,0.154719725217768,0.154724513004595
39,20010723,0.155882215398045,0.15587492595941
39,20010724,0.156230471191101,0.156245117340083
39,20010725,0.155697759509241,0.155690487311225
39,20010726,0.154719725217768,0.154724513004595
39,20010727,0.154478326690765,0.154473554127533
39,20010728,0.154444924939766,0.15445685247826
39,20010729,0.154354335813293,0.154342424102113
39,20010730,0.153364824243911,0.153376585530453
39,20010731,0.152984732123734,0.152980051401297
39,20010801,0.154645552393913,0.154652727300846
39,20010802,0.155743832544231,0.1557365560418
39,20010803,0.153595674745799,0.153614550370211
39,20010804,0.153685375299686,0.153675928202606
39,20010805,0.153701910514748,0.153701910514748
39,20010806,0.153900610985426,0.153891137409397
39,20010807,0.153668843641952,0.153692461384769
39,20010808,0.153853254765605,0.153829587582876
39,20010809,0.154478326690765,0.154478326690765
39,20010810,0.154506968264269,0.154483099548909
39,20010811,0.154354335813293,0.154361483722582
39,20010812,0.15439961708895,0.154378164752377
39,20010813,0.15439961708895,0.154418690838339
39,20010814,0.153480162688972,0.153468385512584
39,20010815,0.153073720303698,0.153083093503154
39,20010816,0.153073720303698,0.153064348252005
39,20010817,0.153515505066012,0.15352493244903
39,20010818,0.153289594702312,0.153287244968346
39,20010819,0.153273148077188,0.153289594702312
39,20010820,0.156342828554454,0.156337940091301
39,20010821,0.15710672259666,0.157128940008171
39,20010822,0.157304431265829,0.157287111894051
39,20010823,0.157220344312554,0.157230232229053
39,20010824,0.156862745098039,0.156835683254654
39,20010825,0.156961230576048,0.156983406853896
39,20010826,0.156872588083958,0.156862745098039
39,20010827,0.156281744729398,0.156281744729398
39,20010828,0.15751256162679,0.157507599741688
