Cost Center,Expense Description,Date,AC- USD,Currency
"Finance","Project Expenses",2021-12-01 00:00:00.000,0,"USD"
"Finance","Indirect Labor Salaried Base",2021-01-01 00:00:00.000,627576.3899999999,"USD"
"Finance","Indirect Labor Salaried Base",2021-02-01 00:00:00.000,558030.63,"USD"
"Finance","Indirect Labor Salaried Base",2021-03-01 00:00:00.000,525340.05,"USD"
"Finance","Indirect Labor Salaried Base",2021-04-01 00:00:00.000,505212.47999999992,"USD"
"Finance","Indirect Labor Salaried Base",2021-05-01 00:00:00.000,478162.92,"USD"
"Finance","Indirect Labor Salaried Base",2021-06-01 00:00:00.000,385621.29000000004,"USD"
"Finance","Indirect Labor Salaried Base",2021-07-01 00:00:00.000,460611.37,"USD"
"Finance","Indirect Labor Salaried Base",2021-08-01 00:00:00.000,460869.95999999996,"USD"
"Finance","Indirect Labor Salaried Base",2021-09-01 00:00:00.000,447543.58,"USD"
"Finance","Indirect Labor Salaried Base",2021-10-01 00:00:00.000,481404.04,"USD"
"Finance","Indirect Labor Salaried Base",2021-11-01 00:00:00.000,481446.99,"USD"
"Finance","Indirect Labor Salaried Base",2021-12-01 00:00:00.000,444735.93,"USD"
"Finance","Indirect Labor Hourly Base",2021-01-01 00:00:00.000,2664.6899999999996,"USD"
"Finance","Indirect Labor Hourly Base",2021-02-01 00:00:00.000,3610.33,"USD"
"Finance","Indirect Labor Hourly Base",2021-03-01 00:00:00.000,3354.71,"USD"
"Finance","Indirect Labor Hourly Base",2021-04-01 00:00:00.000,3528.95,"USD"
"Finance","Indirect Labor Hourly Base",2021-05-01 00:00:00.000,2231.3100000000004,"USD"
"Finance","Indirect Labor Hourly Base",2021-06-01 00:00:00.000,3130.38,"USD"
"Finance","Indirect Labor Hourly Base",2021-07-01 00:00:00.000,3817.38,"USD"
"Finance","Indirect Labor Hourly Base",2021-08-01 00:00:00.000,3439.27,"USD"
"Finance","Indirect Labor Hourly Base",2021-09-01 00:00:00.000,3442.7,"USD"
"Finance","Indirect Labor Hourly Base",2021-10-01 00:00:00.000,3859.55,"USD"
"Finance","Indirect Labor Hourly Base",2021-11-01 00:00:00.000,3970.7900000000004,"USD"
"Finance","Indirect Labor Hourly Base",2021-12-01 00:00:00.000,3317.9000000000005,"USD"
"Finance","Indirect Labor Hourly Overtime",2021-10-01 00:00:00.000,341.52,"USD"
"Finance","Indirect Labor Hourly Overtime",2021-11-01 00:00:00.000,-0.14999999999999858,"USD"
"Finance","Labor Foreing Services",2021-01-01 00:00:00.000,4232.62,"USD"
"Finance","Labor Foreing Services",2021-02-01 00:00:00.000,11315.87,"USD"
"Finance","Labor Foreing Services",2021-03-01 00:00:00.000,74033.13,"USD"
"Finance","Labor Foreing Services",2021-04-01 00:00:00.000,81880.290000000023,"USD"
"Finance","Labor Foreing Services",2021-05-01 00:00:00.000,65726.909999999989,"USD"
"Finance","Labor Foreing Services",2021-06-01 00:00:00.000,12000,"USD"
"Finance","Labor Foreing Services",2021-07-01 00:00:00.000,50489.999999999993,"USD"
"Finance","Labor Foreing Services",2021-08-01 00:00:00.000,59516.79,"USD"
"Finance","Labor Foreing Services",2021-09-01 00:00:00.000,65639.459999999992,"USD"
"Finance","Labor Foreing Services",2021-10-01 00:00:00.000,67259.39,"USD"
"Finance","Labor Foreing Services",2021-11-01 00:00:00.000,56543.280000000006,"USD"
"Finance","Labor Foreing Services",2021-12-01 00:00:00.000,65625.180000000008,"USD"
"Finance","Total Materials & Supplies",2021-02-01 00:00:00.000,629.69999999999993,"USD"
"Finance","Total Materials & Supplies",2021-03-01 00:00:00.000,36,"USD"
"Finance","Total Materials & Supplies",2021-04-01 00:00:00.000,451.08,"USD"
"Finance","Total Materials & Supplies",2021-05-01 00:00:00.000,219.94,"USD"
"Finance","Total Materials & Supplies",2021-06-01 00:00:00.000,-14.980000000000011,"USD"
"Finance","Total Materials & Supplies",2021-07-01 00:00:00.000,213.67,"USD"
"Finance","Total Materials & Supplies",2021-08-01 00:00:00.000,506.73,"USD"
"Finance","Total Materials & Supplies",2021-09-01 00:00:00.000,614,"USD"
"Finance","Total Materials & Supplies",2021-10-01 00:00:00.000,21.91,"USD"
"Finance","Total Materials & Supplies",2021-11-01 00:00:00.000,947.03,"USD"
"Finance","Total Materials & Supplies",2021-12-01 00:00:00.000,1298.12,"USD"
"Finance","Local Travel & Courtesy",2021-01-01 00:00:00.000,1175.14,"USD"
"Finance","Local Travel & Courtesy",2021-02-01 00:00:00.000,321.24,"USD"
"Finance","Local Travel & Courtesy",2021-03-01 00:00:00.000,147.38000000000002,"USD"
"Finance","Foreing Travel",2021-01-01 00:00:00.000,3305.31,"USD"
"Finance","Foreing Travel",2021-03-01 00:00:00.000,8164.8600000000006,"USD"
"Finance","Foreing Travel",2021-04-01 00:00:00.000,3800,"USD"
"Finance","Foreing Travel",2021-07-01 00:00:00.000,28000,"USD"
"Finance","Foreing Travel",2021-09-01 00:00:00.000,5200,"USD"
"Finance","Company Vehicles Expenses",2021-01-01 00:00:00.000,2195.59,"USD"
"Finance","Company Vehicles Expenses",2021-02-01 00:00:00.000,2136.66,"USD"
"Finance","Company Vehicles Expenses",2021-03-01 00:00:00.000,6227.869999999999,"USD"
"Finance","Company Vehicles Expenses",2021-04-01 00:00:00.000,36.22,"USD"
"Finance","Company Vehicles Expenses",2021-05-01 00:00:00.000,320.55999999999995,"USD"
"Finance","Company Vehicles Expenses",2021-06-01 00:00:00.000,1634.95,"USD"
"Finance","Company Vehicles Expenses",2021-07-01 00:00:00.000,5352.66,"USD"
"Finance","Company Vehicles Expenses",2021-08-01 00:00:00.000,1229.4499999999998,"USD"
"Finance","Company Vehicles Expenses",2021-09-01 00:00:00.000,5851.06,"USD"
"Finance","Company Vehicles Expenses",2021-10-01 00:00:00.000,4432.51,"USD"
"Finance","Company Vehicles Expenses",2021-11-01 00:00:00.000,2329.6200000000003,"USD"
"Finance","Company Vehicles Expenses",2021-12-01 00:00:00.000,2293.8,"USD"
"Finance","Purchased Services",2021-01-01 00:00:00.000,18634.02,"USD"
"Finance","Purchased Services",2021-02-01 00:00:00.000,10020,"USD"
"Finance","Purchased Services",2021-03-01 00:00:00.000,30466.95,"USD"
"Finance","Purchased Services",2021-04-01 00:00:00.000,9925.85,"USD"
"Finance","Purchased Services",2021-05-01 00:00:00.000,13473.73,"USD"
"Finance","Purchased Services",2021-06-01 00:00:00.000,9702.7300000000014,"USD"
"Finance","Purchased Services",2021-07-01 00:00:00.000,33677.97,"USD"
"Finance","Purchased Services",2021-08-01 00:00:00.000,17000,"USD"
"Finance","Purchased Services",2021-09-01 00:00:00.000,21320.88,"USD"
"Finance","Purchased Services",2021-10-01 00:00:00.000,1783.7199999999991,"USD"
"Finance","Purchased Services",2021-11-01 00:00:00.000,30593.260000000002,"USD"
"Finance","Purchased Services",2021-12-01 00:00:00.000,9566.07,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-01-01 00:00:00.000,77575.130000000077,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-02-01 00:00:00.000,74977.58,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-03-01 00:00:00.000,77299.87,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-04-01 00:00:00.000,73725.340000000011,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-05-01 00:00:00.000,71265.85,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-06-01 00:00:00.000,66714.920000000013,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-07-01 00:00:00.000,64437.530000000006,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-08-01 00:00:00.000,63670.26,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-09-01 00:00:00.000,49939.79,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-10-01 00:00:00.000,49088.859999999993,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-11-01 00:00:00.000,49127.19,"USD"
"Finance","Legal Expenses & Profesional Serv.",2021-12-01 00:00:00.000,54042.89,"USD"
"Finance","Employee Education",2021-01-01 00:00:00.000,1248.52,"USD"
"Finance","Employee Education",2021-08-01 00:00:00.000,626.88,"USD"
"Finance","Employee Education",2021-09-01 00:00:00.000,612.62,"USD"
"Finance","Employee Education",2021-10-01 00:00:00.000,588.29,"USD"
"Finance","Employee Education",2021-11-01 00:00:00.000,664.23,"USD"
"Finance","Employee Education",2021-12-01 00:00:00.000,585.08,"USD"
"Finance","Sundry & Other Costs",2021-01-01 00:00:00.000,2280.55,"USD"
"Finance","Sundry & Other Costs",2021-02-01 00:00:00.000,149.42,"USD"
"Finance","Sundry & Other Costs",2021-03-01 00:00:00.000,71.94,"USD"
"Finance","Sundry & Other Costs",2021-04-01 00:00:00.000,67.91,"USD"
"Finance","Sundry & Other Costs",2021-06-01 00:00:00.000,307.41,"USD"
"Finance","Sundry & Other Costs",2021-07-01 00:00:00.000,40.87,"USD"
"Finance","Sundry & Other Costs",2021-08-01 00:00:00.000,838.32999999999993,"USD"
"Finance","Sundry & Other Costs",2021-09-01 00:00:00.000,2900.8599999999997,"USD"
"Finance","Sundry & Other Costs",2021-10-01 00:00:00.000,460.80999999999995,"USD"
"Finance","Sundry & Other Costs",2021-11-01 00:00:00.000,37.11,"USD"
"Finance","Inventory & Others",2021-10-01 00:00:00.000,913.62,"USD"
"Finance","Maintenance & Repairs",2021-01-01 00:00:00.000,70.49,"USD"
"Finance","Maintenance & Repairs",2021-03-01 00:00:00.000,70.5,"USD"
"Finance","Other Taxes",2021-09-01 00:00:00.000,0.53,"USD"
"Finance","Other Taxes",2021-10-01 00:00:00.000,4.1499999999999995,"USD"
"Finance","AFA - DEPRECIATION",2021-01-01 00:00:00.000,44.36,"USD"
"Finance","AFA - DEPRECIATION",2021-02-01 00:00:00.000,44.349999999999994,"USD"
"Finance","AFA - DEPRECIATION",2021-03-01 00:00:00.000,44.36,"USD"
"Finance","AFA - DEPRECIATION",2021-04-01 00:00:00.000,44.36,"USD"
"Finance","AFA - DEPRECIATION",2021-05-01 00:00:00.000,44.35,"USD"
"Finance","AFA - DEPRECIATION",2021-06-01 00:00:00.000,44.359999999999985,"USD"
"Finance","AFA - DEPRECIATION",2021-07-01 00:00:00.000,44.360000000000014,"USD"
"Finance","AFA - DEPRECIATION",2021-08-01 00:00:00.000,44.350000000000023,"USD"
"Finance","AFA - DEPRECIATION",2021-09-01 00:00:00.000,704.64999999999986,"USD"
"Finance","AFA - DEPRECIATION",2021-10-01 00:00:00.000,704.65,"USD"
"Finance","AFA - DEPRECIATION",2021-11-01 00:00:00.000,704.64,"USD"
"Finance","AFA - DEPRECIATION",2021-12-01 00:00:00.000,704.64999999999986,"USD"
