FACT_EINSATZ.Alarmdatumbezug,FACT_EINSATZ.Alarmdatumzeit,FACT_EINSATZ.Belegnummer,FACT_EINSATZ.DIM_AUFTRAGSSTATUS_INKL_ARS_KEY,FACT_EINSATZ.DIM_AUFTRAGSSTATUS_KEY,FACT_EINSATZ.DIM_DATE_ALARM_KEY,FACT_EINSATZ.DIM_TIME_ALARM_KEY,FACT_EINSATZ.DIM_URSACHE_ALARM_KEY,FACT_EINSATZ.dss_create_time,FACT_EINSATZ.dss_update_time,FACT_EINSATZ.ernam,FACT_EINSATZ.FACT_EINSATZ_SK,FACT_EINSATZ.HatDurchgeführteARSPosition,FACT_EINSATZ.IstNachteinsatz,FACT_EINSATZ.Vertriebsorganisation
2018-10-14 00:00:00.000,2018-10-14 14:01:00.000,"0000412384","2","2","10515","34252","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280073","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 14:26:00.000,"0000412386","2","2","10515","36005","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277150","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 15:27:00.000,"0000412392","2","2","10515","82561","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280074","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 15:27:00.000,"0000412393","2","2","10515","82561","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280075","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 16:49:00.000,"0000412408","2","2","10515","49796","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280102","1","0","0001"
2018-10-14 00:00:00.000,2018-10-14 19:09:00.000,"0000412411","2","2","10515","84229","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277187","","1","0001"
2018-10-14 00:00:00.000,2018-10-14 19:09:00.000,"0000412412","2","2","10515","84229","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","277188","","1","0001"
2018-10-14 00:00:00.000,2018-10-14 21:36:00.000,"0000412420","2","2","10515","85352","0",2018-10-17 14:50:50.000,2018-11-05 05:48:35.000,"JCO_ELS","280104","","1","0001"
2018-10-06 00:00:00.000,2018-10-06 09:01:00.000,"0000412001","2","2","10507","79644","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259448","","0","0001"
2018-10-06 00:00:00.000,2018-10-06 09:03:00.000,"0000412002","2","2","10507","79660","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259449","1","0","0001"
2018-10-06 00:00:00.000,2018-10-06 15:09:00.000,"0000412018","2","2","10507","82432","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259450","","0","0001"
2018-10-06 00:00:00.000,2018-10-06 16:34:00.000,"0000412024","2","2","10507","83043","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259453","","0","0001"
2018-10-06 00:00:00.000,2018-10-06 16:37:00.000,"0000412023","2","2","10507","72290","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259452","","0","0001"
2018-10-06 00:00:00.000,2018-10-06 16:38:00.000,"0000412022","2","2","10507","83083","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259451","","0","0001"
2018-10-06 00:00:00.000,2018-10-06 17:04:00.000,"0000412025","2","2","10507","72480","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","260125","","0","0001"
2018-10-06 00:00:00.000,2018-10-06 21:34:00.000,"0000412036","2","2","10507","64092","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","247649","","1","0001"
2018-10-07 00:00:00.000,2018-10-08 02:13:00.000,"0000412072","2","2","10509","64916","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","248612","","1","0001"
2018-10-08 00:00:00.000,2018-10-08 09:51:00.000,"0000412082","2","2","10509","27810","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","248614","","0","0001"
2018-10-08 00:00:00.000,2018-10-08 09:55:00.000,"0000412077","1","1","10509","29871","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","248613","","0","0001"
2018-10-10 00:00:00.000,2018-10-10 11:42:00.000,"0000412162","2","2","10511","34733","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","258338","","0","0001"
2018-10-10 00:00:00.000,2018-10-10 15:57:00.000,"0000412183","2","2","10511","43059","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","255694","1","0","0001"
2018-10-10 00:00:00.000,2018-10-10 16:41:00.000,"0000412182","2","2","10511","45242","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","258340","","0","0001"
2018-10-10 00:00:00.000,2018-10-10 16:41:00.000,"0000412184","2","2","10511","45242","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","258341","","0","0001"
2018-10-10 00:00:00.000,2018-10-10 18:02:00.000,"0000412190","2","2","10511","45366","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","255695","","0","0001"
2018-10-11 00:00:00.000,2018-10-11 11:09:00.000,"0000412207","2","2","10512","80590","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","260049","","0","0001"
2018-10-11 00:00:00.000,2018-10-11 11:53:00.000,"0000412209","2","2","10512","32900","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","258447","","0","0001"
2018-10-11 00:00:00.000,2018-10-11 12:20:00.000,"0000412210","2","2","10512","30013","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","260050","","0","0001"
2018-10-11 00:00:00.000,2018-10-11 12:24:00.000,"0000412211","2","2","10512","34169","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","260051","","0","0001"
2018-10-11 00:00:00.000,2018-10-11 15:18:00.000,"0000412218","2","2","10512","38048","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","258448","","0","0001"
2018-10-11 00:00:00.000,2018-10-11 15:18:00.000,"0000412219","2","2","10512","38048","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","258449","","0","0001"
2018-10-11 00:00:00.000,2018-10-11 17:16:00.000,"0000412225","2","2","10512","83359","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","260052","","0","0001"
2018-10-11 00:00:00.000,2018-10-11 18:32:00.000,"0000412227","2","2","10512","50427","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","260053","","1","0001"
2018-10-11 00:00:00.000,2018-10-11 22:04:00.000,"0000412233","2","2","10512","64587","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","260054","","1","0001"
2018-10-12 00:00:00.000,2018-10-12 09:44:00.000,"0000412242","2","2","10513","27324","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","255696","","0","0001"
2018-10-12 00:00:00.000,2018-10-12 10:27:00.000,"0000412243","2","2","10513","69526","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","258343","","0","0001"
2018-10-12 00:00:00.000,2018-10-12 11:00:00.000,"0000412245","2","2","10513","30528","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259958","","0","0001"
2018-10-12 00:00:00.000,2018-10-12 11:45:00.000,"0000412248","2","2","10513","33653","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","258344","","0","0001"
2018-10-12 00:00:00.000,2018-10-12 12:22:00.000,"0000412250","2","2","10513","36805","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259960","","0","0001"
2018-10-12 00:00:00.000,2018-10-12 12:27:00.000,"0000412249","2","2","10513","36841","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259959","","0","0001"
2018-10-12 00:00:00.000,2018-10-12 12:29:00.000,"0000412251","2","2","10513","34496","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259961","","0","0001"
2018-10-12 00:00:00.000,2018-10-12 13:12:00.000,"0000412260","2","2","10513","39522","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","255697","1","0","0001"
2018-10-12 00:00:00.000,2018-10-12 13:39:00.000,"0000412267","2","2","10513","70950","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259965","","0","0001"
2018-10-12 00:00:00.000,2018-10-12 14:36:00.000,"0000412264","2","2","10513","41945","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","255698","","0","0001"
2018-10-12 00:00:00.000,2018-10-12 15:10:00.000,"0000412268","2","2","10513","40982","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","258345","","0","0001"
2018-10-12 00:00:00.000,2018-10-12 15:11:00.000,"0000412271","2","2","10513","82438","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","258346","1","0","0001"
2018-10-12 00:00:00.000,2018-10-12 16:37:00.000,"0000412274","2","2","10513","72290","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","258347","","0","0001"
2018-10-12 00:00:00.000,2018-10-12 17:07:00.000,"0000412278","2","2","10513","46622","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259966","","0","0001"
2018-10-12 00:00:00.000,2018-10-12 19:56:00.000,"0000412285","2","2","10513","84577","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259967","","1","0001"
2018-10-13 00:00:00.000,2018-10-14 00:52:00.000,"0000412359","2","2","10515","75896","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259662","","1","0001"
2018-10-13 00:00:00.000,2018-10-14 01:28:00.000,"0000412365","2","2","10515","3964","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259823","","1","0001"
2018-10-13 00:00:00.000,2018-10-14 04:20:00.000,"0000412362","2","2","10515","11144","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259663","","1","0001"
2018-10-13 00:00:00.000,2018-10-13 14:05:00.000,"0000412323","2","2","10514","38284","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","247688","","0","0001"
2018-10-13 00:00:00.000,2018-10-13 14:10:00.000,"0000412321","2","2","10514","40691","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","247687","","0","0001"
2018-10-13 00:00:00.000,2018-10-13 14:13:00.000,"0000412319","2","2","10514","39924","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","247686","","0","0001"
2018-10-13 00:00:00.000,2018-10-13 16:43:00.000,"0000412341","2","2","10514","45265","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","247690","","0","0001"
2018-10-13 00:00:00.000,2018-10-13 16:46:00.000,"0000412340","2","2","10514","42095","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","247689","","0","0001"
2018-10-13 00:00:00.000,2018-10-13 21:31:00.000,"0000412357","2","2","10514","59160","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","247691","","1","0001"
2018-10-14 00:00:00.000,2018-10-15 03:00:00.000,"0000412425","2","2","10516","8268","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259521","","1","0001"
2018-10-14 00:00:00.000,2018-10-15 05:57:00.000,"0000412426","2","2","10516","17199","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","247748","","1","0001"
2018-10-14 00:00:00.000,2018-10-14 11:04:00.000,"0000412374","2","2","10515","27076","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259824","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 12:24:00.000,"0000412381","2","2","10515","34169","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259825","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 15:07:00.000,"0000412390","2","2","10515","82416","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259664","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 15:09:00.000,"0000412391","2","2","10515","82432","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259665","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 16:32:00.000,"0000412400","2","2","10515","44813","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259667","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 16:41:00.000,"0000412403","2","2","10515","45242","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259668","1","0","0001"
2018-10-14 00:00:00.000,2018-10-14 17:13:00.000,"0000412407","2","2","10515","42921","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259867","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 17:14:00.000,"0000412406","2","2","10515","51188","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259866","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 17:16:00.000,"0000412405","2","2","10515","83359","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259865","","0","0001"
2018-10-14 00:00:00.000,2018-10-14 19:56:00.000,"0000412414","2","2","10515","84577","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259868","","1","0001"
2018-10-15 00:00:00.000,2018-10-15 08:03:00.000,"0000412429","2","2","10516","20679","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","247749","","0","0001"
2018-10-15 00:00:00.000,2018-10-15 09:18:00.000,"0000412430","2","2","10516","27039","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","247750","","0","0001"
2018-10-15 00:00:00.000,2018-10-15 10:30:00.000,"0000412432","2","2","10516","30170","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259522","","0","0001"
2018-10-15 00:00:00.000,2018-10-15 11:53:00.000,"0000412436","2","2","10516","32900","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259523","","0","0001"
2018-10-15 00:00:00.000,2018-10-15 14:03:00.000,"0000412440","2","2","10516","34562","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","247751","","0","0001"
2019-07-28 00:00:00.000,2019-07-28 19:30:00.000,"0000408038","1","1","10802","61287","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","258681","","0","0001"
2019-08-15 00:00:00.000,2019-08-15 17:11:00.000,"0000409268","2","2","10820","72523","0",2018-10-17 14:50:48.000,2018-11-05 05:48:35.000,"JCO_ELS","259840","","0","0001"
2018-10-02 00:00:00.000,2018-10-02 16:14:00.000,"0000411837","2","2","10503","45467","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","2115","","0","0001"
2018-10-02 00:00:00.000,2018-10-02 16:25:00.000,"0000411839","2","2","10503","45911","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","2116","","0","0001"
2018-10-03 00:00:00.000,2018-10-03 12:58:00.000,"0000411862","2","2","10504","31813","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","4993","","0","0001"
2018-10-04 00:00:00.000,2018-10-05 03:14:00.000,"0000411948","2","2","10506","77008","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","5","","1","0001"
2018-10-04 00:00:00.000,2018-10-04 09:10:00.000,"0000411900","2","2","10505","68933","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","182","","0","0001"
2018-10-04 00:00:00.000,2018-10-04 09:10:00.000,"0000411907","2","2","10505","68933","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","183","","0","0001"
2018-10-04 00:00:00.000,2018-10-04 11:41:00.000,"0000411911","2","2","10505","80842","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","257","","0","0001"
2018-10-04 00:00:00.000,2018-10-04 11:43:00.000,"0000411910","2","2","10505","32451","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","184","","0","0001"
2018-10-04 00:00:00.000,2018-10-04 11:53:00.000,"0000411913","2","2","10505","32900","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","258","","0","0001"
2018-10-04 00:00:00.000,2018-10-04 16:34:00.000,"0000411940","2","2","10505","83043","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","289","1","1","0001"
2018-10-05 00:00:00.000,2018-10-06 06:40:00.000,"0000411996","2","2","10507","17007","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","5085","","1","0001"
2018-10-05 00:00:00.000,2018-10-06 06:49:00.000,"0000411999","2","2","10507","19108","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","5086","","1","0001"
2018-10-05 00:00:00.000,2018-10-05 09:11:00.000,"0000411952","2","2","10506","68938","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","198","","0","0001"
2018-10-05 00:00:00.000,2018-10-05 10:15:00.000,"0000411955","2","2","10506","80186","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","5174","","0","0001"
2018-10-05 00:00:00.000,2018-10-05 12:50:00.000,"0000411962","2","2","10506","70572","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","5175","1","0","0001"
2018-10-05 00:00:00.000,2018-10-05 15:08:00.000,"0000411969","2","2","10506","43187","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","201","1","0","0001"
2018-10-05 00:00:00.000,2018-10-05 15:11:00.000,"0000411963","2","2","10506","82438","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","199","","0","0001"
2018-10-05 00:00:00.000,2018-10-05 15:11:00.000,"0000411964","2","2","10506","82438","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","200","","0","0001"
2018-10-05 00:00:00.000,2018-10-05 16:19:00.000,"0000411971","2","2","10506","45868","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","5176","","0","0001"
2018-10-05 00:00:00.000,2018-10-05 16:41:00.000,"0000411974","2","2","10506","45242","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","203","","0","0001"
2018-10-05 00:00:00.000,2018-10-05 16:42:00.000,"0000411972","2","2","10506","48210","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","202","","0","0001"
2018-10-05 00:00:00.000,2018-10-05 20:03:00.000,"0000411985","2","2","10506","58156","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","204","","1","0001"
2018-10-05 00:00:00.000,2018-10-05 20:06:00.000,"0000411986","2","2","10506","56056","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","205","","1","0001"
2018-10-05 00:00:00.000,2018-10-05 21:10:00.000,"0000411991","2","2","10506","58344","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","5178","","1","0001"
2018-10-05 00:00:00.000,2018-10-05 22:40:00.000,"0000411994","2","2","10506","62210","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","206","","1","0001"
2018-10-06 00:00:00.000,2018-10-07 00:51:00.000,"0000412038","2","2","10508","2620","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","276","","1","0001"
2018-10-06 00:00:00.000,2018-10-07 04:04:00.000,"0000412041","2","2","10508","11177","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","2046","","1","0001"
2018-10-06 00:00:00.000,2018-10-06 11:37:00.000,"0000412015","2","2","10507","28558","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","5100","1","0","0001"
2018-10-06 00:00:00.000,2018-10-06 15:02:00.000,"0000412016","2","2","10507","44750","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","5101","","0","0001"
2018-10-06 00:00:00.000,2018-10-06 16:19:00.000,"0000412020","2","2","10507","45868","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","5102","","0","0001"
2018-10-07 00:00:00.000,2018-10-08 01:10:00.000,"0000412070","2","2","10509","3424","0",2018-10-17 14:50:47.000,2018-11-05 05:48:35.000,"JCO_ELS","245796","","1","0001"
2018-10-07 00:00:00.000,2018-10-07 10:42:00.000,"0000412048","2","2","10508","30757","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","70","","0","0001"
2018-10-07 00:00:00.000,2018-10-07 16:41:00.000,"0000412061","2","2","10508","45242","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","277","","0","0001"
2018-10-07 00:00:00.000,2018-10-07 17:58:00.000,"0000412066","2","2","10508","54154","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","278","","1","0001"
2018-10-07 00:00:00.000,2018-10-07 22:24:00.000,"0000412068","2","2","10508","85714","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","2048","","1","0001"
2018-10-09 00:00:00.000,2018-10-09 08:42:00.000,"0000412110","2","2","10510","21931","0",2018-10-17 14:50:47.000,2018-11-05 05:48:35.000,"JCO_ELS","245797","","0","0001"
2018-10-09 00:00:00.000,2018-10-09 12:05:00.000,"0000412121","2","2","10510","70221","0",2018-10-17 14:50:47.000,2018-11-05 05:48:35.000,"JCO_ELS","245798","","0","0001"
2018-10-09 00:00:00.000,2018-10-09 13:23:00.000,"0000412123","2","2","10510","37969","0",2018-10-17 14:50:47.000,2018-11-05 05:48:35.000,"JCO_ELS","245799","","0","0001"
2018-10-09 00:00:00.000,2018-10-09 13:26:00.000,"0000412125","2","2","10510","37143","0",2018-10-17 14:50:47.000,2018-11-05 05:48:35.000,"JCO_ELS","245895","","0","0001"
2018-10-09 00:00:00.000,2018-10-09 16:50:00.000,"0000412139","2","2","10510","48265","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","419","","0","0001"
2018-10-09 00:00:00.000,2018-10-09 19:39:00.000,"0000412142","2","2","10510","54723","0",2018-10-17 14:50:47.000,2018-11-05 05:48:35.000,"JCO_ELS","245897","","1","0001"
2018-10-10 00:00:00.000,2018-10-10 09:25:00.000,"0000412152","2","2","10511","27882","0",2018-10-17 14:50:47.000,2018-11-05 05:48:35.000,"JCO_ELS","237725","","0","0001"
2018-10-10 00:00:00.000,2018-10-10 09:26:00.000,"0000412154","2","2","10511","27525","0",2018-10-17 14:50:47.000,2018-11-05 05:48:35.000,"JCO_ELS","237726","","0","0001"
2018-10-10 00:00:00.000,2018-10-10 10:47:00.000,"0000412158","2","2","10511","69666","0",2018-10-17 14:50:47.000,2018-11-05 05:48:35.000,"JCO_ELS","241051","","0","0001"
2018-10-10 00:00:00.000,2018-10-10 14:06:00.000,"0000412176","2","2","10511","40293","0",2018-10-17 14:50:47.000,2018-11-05 05:48:35.000,"JCO_ELS","241052","","0","0001"
2018-10-10 00:00:00.000,2018-10-10 16:45:00.000,"0000412185","2","2","10511","45278","0",2018-10-17 14:50:47.000,2018-11-05 05:48:35.000,"JCO_ELS","241053","","0","0001"
2018-10-10 00:00:00.000,2018-10-10 16:50:00.000,"0000412186","2","2","10511","48265","0",2018-10-17 14:50:47.000,2018-11-05 05:48:35.000,"JCO_ELS","241054","","0","0001"
2018-10-11 00:00:00.000,2018-10-12 03:06:00.000,"0000412236","2","2","10513","7896","0",2018-10-17 14:50:47.000,2018-11-05 05:48:35.000,"JCO_ELS","241055","","1","0001"
2018-10-11 00:00:00.000,2018-10-12 03:17:00.000,"0000412237","2","2","10513","8928","0",2018-10-17 14:50:47.000,2018-11-05 05:48:35.000,"JCO_ELS","241056","","1","0001"
2018-10-12 00:00:00.000,2018-10-12 09:27:00.000,"0000412240","2","2","10513","28707","0",2018-10-17 14:50:47.000,2018-11-05 05:48:35.000,"JCO_ELS","241057","","0","0001"
2018-10-12 00:00:00.000,2018-10-12 15:22:00.000,"0000412272","2","2","10513","38076","0",2018-10-17 14:50:47.000,2018-11-05 05:48:35.000,"JCO_ELS","241058","","0","0001"
2018-10-13 00:00:00.000,2018-10-13 09:23:00.000,"0000412295","2","2","10514","26443","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","72","","0","0001"
2018-10-13 00:00:00.000,2018-10-13 10:33:00.000,"0000412301","2","2","10514","25899","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","279","","0","0001"
2018-10-13 00:00:00.000,2018-10-13 10:39:00.000,"0000412300","2","2","10514","29654","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","73","","0","0001"
2018-10-13 00:00:00.000,2018-10-13 11:32:00.000,"0000412307","2","2","10514","33249","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","2066","","0","0001"
2018-10-13 00:00:00.000,2018-10-13 11:40:00.000,"0000412304","2","2","10514","28058","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","2065","","0","0001"
2018-10-13 00:00:00.000,2018-10-13 11:55:00.000,"0000412305","2","2","10514","35130","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","298","","0","0001"
2018-10-13 00:00:00.000,2018-10-13 12:51:00.000,"0000412312","2","2","10514","32214","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","2068","","0","0001"
2018-10-13 00:00:00.000,2018-10-13 12:53:00.000,"0000412311","2","2","10514","38544","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","2067","","0","0001"
2018-10-13 00:00:00.000,2018-10-13 15:05:00.000,"0000412331","2","2","10514","38119","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","2069","","0","0001"
2018-10-13 00:00:00.000,2018-10-13 15:12:00.000,"0000412328","2","2","10514","37624","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","299","","0","0001"
2018-10-13 00:00:00.000,2018-10-13 15:12:00.000,"0000412329","2","2","10514","37624","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","300","1","0","0001"
2018-10-13 00:00:00.000,2018-10-13 16:16:00.000,"0000412349","2","2","10514","40375","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","2072","1","0","0001"
2018-10-13 00:00:00.000,2018-10-13 16:19:00.000,"0000412335","2","2","10514","45868","0",2018-10-17 14:50:31.000,2018-11-05 05:48:35.000,"JCO_ELS","2070","","0","0001"
