FACT_POSITION.Ausrückzeit,FACT_POSITION.FACT_EINSATZ_SK,FACT_POSITION.FACT_POSITION_SK,FACT_POSITION.UniqueKey
"","3637","4513","0000412385000200"
"","3638","5758","0000412387000200"
"","3638","8222","0000412387000100"
"","3644","22775","0000405406000100"
"","3645","4916","0000405416000100"
"","3646","22776","0000409248000100"
"","3648","22777","0000409738000100"
"","3671","4517","0000412422000100"
"","3682","8224","0000409768000100"
"","3699","319","0000398784000100"
"","3700","8225","0000398794000100"
"","3701","11163","0000398804000100"
"","3703","22780","0000398860000100"
"","3704","8613","0000408703000100"
"","3706","4518","0000404789000100"
"","3707","4519","0000404791000100"
"","3735","4520","0000409828000300"
"","3735","4918","0000409828000200"
"","3735","4919","0000409828000400"
"","3736","320","0000409830000300"
"","3736","4920","0000409830000100"
"","3736","11164","0000409830000200"
"","3746","321","0000407089000100"
"","3747","322","0000407090000100"
"","3749","5763","0000409329000100"
"","3749","11165","0000409329000200"
"","3750","323","0000409330000100"
"","3751","324","0000409543000100"
"","3752","4521","0000409552000100"
"","3753","325","0000409553000100"
"","3756","4922","0000386177000200"
"","3756","5764","0000386177000100"
"","3757","11166","0000386181000100"
"","3758","22781","0000386190000100"
"","3759","4923","0000386266000200"
"","3759","11167","0000386266000100"
"","3760","8231","0000400618000100"
"","3763","5765","0000412053000200"
"","3766","22782","0000412095000100"
"","3768","11169","0000408256000100"
"","3769","4522","0000408266000300"
"","3769","5766","0000408266000200"
"","3769","8235","0000408266000100"
"","3769","8236","0000408266000400"
"","3771","5767","0000408363000100"
"","3777","8237","0000411925000100"
"","3777","11170","0000411925000200"
"","3778","5768","0000411927000100"
"","3780","8238","0000411976000300"
"","3780","8617","0000411976000200"
"","3780","22784","0000411976000100"
"","3789","22786","0000412303000200"
"","3791","8239","0000412315000100"
"","3792","327","0000412320000100"
"","3794","8619","0000412350000100"
"","3796","8620","0000412354000200"
"","3797","4523","0000412358000400"
"","3797","5770","0000412358000100"
"","3804","5771","0000409594000100"
"","3850","5772","0000408888000100"
"","3860","22788","0000404772000100"
"","3861","22789","0000404958000100"
"","3862","22790","0000404967000100"
"","3876","4524","0000395686000200"
"","3876","4928","0000395686000100"
"","3876","8242","0000395686000300"
"","3880","8622","0000401521000100"
"","3880","22792","0000401521000200"
"","3883","4929","0000388293000100"
"","3885","8624","0000401004000100"
"","3886","4525","0000401014000100"
"","3887","331","0000401016000100"
"","3889","8243","0000401020000100"
"","3894","8245","0000401563000300"
"","3894","22794","0000401563000100"
"","3898","4931","0000401613000100"
"","3903","4527","0000401076000100"
"","3905","11174","0000401120000200"
"","3907","8626","0000401298000100"
"","3910","4932","0000396956000400"
"","3910","8627","0000396956000500"
"","3910","22797","0000396956000300"
"","3912","333","0000397026000100"
"","3913","8628","0000397028000100"
"","3914","5776","0000397029000100"
"","3914","22798","0000397029000200"
"","3915","5777","0000397040000100"
"","3919","4934","0000397222000300"
"","3919","8630","0000397222000100"
"","3919","22800","0000397222000200"
"","3922","4936","0000402432000100"
"","3928","11177","0000401794000100"
"","3930","22803","0000401803000100"
"","3938","8632","0000407382000100"
"","3939","8633","0000407393000100"
"","3946","4529","0000410709000200"
"","3947","5780","0000410712000100"
"","3948","8251","0000410729000100"
"","3951","8635","0000410738000200"
"","3954","22805","0000410754000100"
"","3955","5781","0000410760000100"
"","3955","5782","0000410760000200"
"","3955","22806","0000410760000300"
"","3956","5783","0000410771000200"
"","3960","4534","0000410809000100"
"","3961","4535","0000410812000100"
"","3963","4939","0000410827000100"
"","3966","340","0000406291000100"
"","3966","4940","0000406291000200"
"","3976","22812","0000411388000100"
"","3977","8255","0000411391000100"
"","3979","344","0000411419000300"
"","3979","4941","0000411419000100"
"","3979","22813","0000411419000200"
"","3982","345","0000411492000100"
"","3983","346","0000411568000100"
"","3988","11189","0000411740000100"
"","3991","8257","0000411750000200"
"","3997","8640","0000408595000100"
"","4005","8259","0000408636000100"
"","4005","8260","0000408636000200"
"","4005","22814","0000408636000300"
"","4007","22815","0000393971000200"
"","4009","8641","0000410223000100"
"","4014","11193","0000402946000100"
"","4017","352","0000397368000300"
"","4017","4945","0000397368000200"
"","4017","5791","0000397368000100"
"","4029","8646","0000400387000200"
"","4031","22816","0000407226000100"
"","4031","22817","0000407226000200"
"","4038","4542","0000408057000100"
"","4040","357","0000408075000200"
"","4041","8647","0000408077000200"
"","4042","358","0000408080000100"
"","4043","4946","0000407284000100"
"","4045","359","0000406283000100"
"","4047","360","0000380008000100"
"","4048","4545","0000385900000100"
"","4049","8267","0000385904000100"
"","4050","4947","0000385910000100"
"","4051","8268","0000397292000100"
"","4052","11197","0000397313000100"
"","4053","4948","0000397325000100"
"","4054","4546","0000397609000200"
"","4055","22820","0000397610000200"
"","4058","8270","0000397654000100"
"","4059","5794","0000397666000200"
"","4059","8649","0000397666000100"
"","4063","4949","0000398635000100"
"","4066","11199","0000398686000100"
"","4072","362","0000405633000300"
"","4072","8272","0000405633000200"
"","4072","8651","0000405633000100"
"","4073","363","0000405634000100"
"","4075","364","0000405680000100"
"","4077","22823","0000405684000100"
"","4078","4951","0000406461000100"
"","4084","5798","0000395850000100"
"","4085","4952","0000396113000100"
"","4086","366","0000396540000100"
"","4087","11201","0000396541000100"
"","4088","8276","0000399382000200"
"","4088","8653","0000399382000300"
"","4090","5799","0000399397000100"
"","4092","8654","0000403080000100"
"","4093","11202","0000403086000100"
"","4094","22825","0000403451000100"
"","4096","367","0000403528000100"
"","4104","371","0000406773000100"
"","4104","4955","0000406773000300"
"","4104","22826","0000406773000200"
"","4107","8279","0000406781000100"
"","4112","4957","0000403560000100"
"","4122","4958","0000403032000100"
"","4127","375","0000401264000100"
"","4127","22831","0000401264000200"
"","4130","4961","0000401318000200"
"","4130","8281","0000401318000300"
"","4130","8657","0000401318000100"
"","4130","22832","0000401318000400"
"","4134","4962","0000404007000100"
"","4135","377","0000404058000100"
"","4135","4555","0000404058000300"
"","4135","8658","0000404058000200"
"","4137","4556","0000396560000100"
"","4138","4963","0000396563000100"
"","4139","11207","0000396580000100"
"","4141","8283","0000396588000100"
"","4143","378","0000402521000200"
"","4143","4964","0000402521000300"
"","4143","22835","0000402521000100"
"","4147","4559","0000395368000100"
"","4147","11208","0000395368000300"
"","4147","22837","0000395368000200"
"","4150","4965","0000402138000100"
"","4152","4560","0000405101000100"
"","4153","4561","0000405392000100"
"","4154","8659","0000405393000100"
"","4161","22839","0000403425000100"
"","4162","4562","0000403434000100"
"","4164","5807","0000397306000100"
"","4165","380","0000397312000100"
"","4169","4967","0000407850000100"
"","4170","4968","0000407858000200"
"","4171","8285","0000407863000100"
"","4173","4969","0000407878000100"
"","4173","5808","0000407878000200"
"","4174","4564","0000407880000200"
"","4175","8287","0000407888000100"
"","4176","8288","0000407890000100"
"","4178","22841","0000407899000100"
"","4179","5809","0000406411000100"
"","4180","5810","0000406414000100"
"","4181","5811","0000406421000100"
"","4182","8289","0000406422000100"
"","4183","4565","0000406473000200"
"","4183","8290","0000406473000300"
"","4183","11215","0000406473000100"
"","4184","4970","0000406609000100"
"","4185","8661","0000406620000100"
"","4186","4566","0000406641000100"
"","4187","8662","0000406917000100"
"","4190","4567","0000407176000100"
"","4194","8293","0000407295000100"
"","4195","11216","0000407297000100"
"","4196","22843","0000407330000100"
"","4197","11217","0000407332000100"
"","4199","4972","0000397870000100"
"","4200","8294","0000407895000100"
"","4201","5812","0000407984000100"
"","4202","8295","0000407995000100"
"","4203","11218","0000407998000100"
"","4205","8296","0000408030000100"
"","4209","5814","0000399005000100"
"","4211","4568","0000399010000100"
"","4214","5815","0000399053000100"
"","4215","22844","0000399279000100"
"","4218","387","0000406957000300"
"","4218","5816","0000406957000100"
"","4218","5817","0000406957000200"
"","4219","22845","0000407059000100"
"","4220","388","0000409220000100"
"","4221","22846","0000409232000100"
"","4223","389","0000409272000200"
"","4224","390","0000409273000100"
"","4225","8664","0000409274000100"
"","4226","4975","0000409275000100"
"","4231","8665","0000407364000200"
"","4232","5818","0000407368000100"
"","4233","8299","0000407395000200"
"","4233","22848","0000407395000100"
"","4234","391","0000407396000100"
"","4235","8300","0000407402000200"
"","4236","393","0000407474000300"
"","4236","4571","0000407474000100"
"","4236","8301","0000407474000200"
"","4237","4572","0000407595000200"
"","4237","8666","0000407595000100"
"","4237","8667","0000407595000300"
"","4238","4978","0000410689000100"
"","4246","5819","0000410772000100"
"","4247","7069","0000410774000100"
"","4249","8303","0000410787000100"
"","4252","22852","0000410799000100"
"","4254","396","0000410811000100"
"","4254","4980","0000410811000200"
"","4255","4981","0000410817000100"
"","4257","5820","0000410829000100"
"","4257","5821","0000410829000200"
"","4257","8669","0000410829000300"
"","4258","5822","0000410834000100"
"","4259","397","0000410835000100"
"","4262","5823","0000402805000200"
"","4263","8305","0000402810000100"
"","4270","398","0000404318000100"
"","4271","8670","0000404473000100"
"","4273","22855","0000404585000100"
"","4276","13714","0000404601000200"
"","4281","8671","0000397262000100"
"","4285","4988","0000397294000300"
"","4285","5828","0000397294000100"
"","4285","22857","0000397294000200"
"","4286","5829","0000397295000100"
"","4292","5831","0000397625000100"
"","4293","8672","0000397653000100"
"","4296","400","0000403226000300"
"","4296","6652","0000403226000200"
"","4297","8312","0000403233000100"
"","4298","5832","0000403246000100"
"","4298","5833","0000403246000200"
"","4298","5834","0000403246000300"
"","4300","5835","0000403311000100"
"","4304","6655","0000403503000100"
"","4307","401","0000398619000150"
"","4307","5836","0000398619000300"
"","4307","25767","0000398619000100"
"","4310","5838","0000398866000100"
"","4314","6656","0000398944000400"
"","4314","7075","0000398944000300"
"","4314","9558","0000398944000100"
"","4314","25768","0000398944000200"
"","4315","5839","0000395273000100"
"","4317","9559","0000395286000100"
"","4318","7076","0000395545000300"
"","4318","25769","0000395545000100"
"","4319","7077","0000401716000200"
"","4319","13719","0000401716000100"
"","4320","13720","0000405104000100"
"","4321","8675","0000405105000100"
"","4322","6657","0000406598000100"
"","4324","13721","0000406879000100"
"","4326","8676","0000406894000100"
"","4327","9561","0000406897000100"
"","4330","25770","0000403569000200"
"","4331","404","0000407293000100"
"","4332","5842","0000407294000100"
"","4332","25771","0000407294000200"
"","4333","5843","0000398642000100"
"","4333","5844","0000398642000300"
"","4333","9562","0000398642000200"
"","4340","25772","0000391374000100"
"","4347","13722","0000391468000100"
"","4348","8681","0000391470000100"
"","4349","13723","0000391488000100"
"","4352","410","0000386293000100"
"","4352","5847","0000386293000300"
"","4352","9565","0000386293000200"
"","4353","5848","0000386482000100"
"","4354","411","0000386613000100"
"","4357","412","0000386633000100"
"","4359","413","0000396116000100"
"","4365","5850","0000396324000100"
"","4368","6662","0000396378000200"
"","4382","8685","0000396930000100"
"","4383","6666","0000399501000100"
"","4385","7081","0000399776000100"
"","4385","9571","0000399776000200"
"","4387","9572","0000395439000100"
"","4388","5851","0000395473000100"
"","4388","9573","0000395473000300"
"","4388","25778","0000395473000200"
"","4390","6667","0000395734000100"
"","4394","25781","0000388303000100"
"","4395","418","0000388360000100"
"","4395","419","0000388360000200"
"","4395","25782","0000388360000300"
"","4396","6668","0000388564000100"
"","4397","8686","0000388620000100"
"","4398","5853","0000388672000100"
"","4399","25783","0000388673000100"
"","4402","13727","0000388781000100"
"","4404","6670","0000395007000200"
"","4404","25784","0000395007000100"
"","4405","8687","0000405984000200"
"","4405","8688","0000405984000300"
"","4405","9575","0000405984000100"
"","4408","5854","0000400042000100"
"","4410","421","0000402919000100"
"","4411","422","0000402924000100"
"","4412","423","0000402929000300"
"","4412","7083","0000402929000400"
"","4412","9576","0000402929000200"
"","4413","7084","0000402945000100"
"","4415","9578","0000402953000200"
"","4416","6672","0000403122000100"
"","4417","13730","0000403163000100"
"","4418","5855","0000403316000100"
"","4419","425","0000397339000100"
"","4423","13731","0000397356000100"
"","4430","427","0000397444000100"
"","4430","428","0000397444000200"
"","4430","5858","0000397444000300"
"","4431","429","0000397623000100"
"","4432","7086","0000397641000200"
"","4432","7087","0000397641000300"
"","4432","13733","0000397641000100"
"","4433","430","0000397651000100"
"","4434","13734","0000397655000100"
"","4435","7088","0000397669000100"
"","4436","25786","0000397715000100"
"","4442","7089","0000400230000100"
"","4443","7090","0000400243000100"
"","4447","13736","0000400372000100"
"","4449","433","0000400380000100"
"","4451","6676","0000400403000200"
"","4452","7092","0000400405000100"
"","4456","7093","0000400479000100"
"","4456","7094","0000400479000200"
"","4460","7096","0000400486000200"
"","4460","8689","0000400486000100"
"","4464","6679","0000400496000100"
"","4467","9584","0000400700000100"
"","4467","9585","0000400700000200"
"","4470","9587","0000394098000100"
"","4472","25789","0000394103000100"
"","4473","5862","0000394126000100"
"","4474","7098","0000394127000100"
"","4474","13739","0000394127000200"
"","4474","13740","0000394127000300"
"","4476","5863","0000394257000200"
"","4476","5864","0000394257000300"
"","4476","7099","0000394257000100"
"","4477","7100","0000395011000100"
"","4478","7101","0000401019000100"
"","4479","9588","0000401028000100"
"","4481","438","0000401551000100"
"","4482","7102","0000401561000100"
"","4484","7103","0000401576000100"
"","4490","440","0000401041000100"
"","4490","8691","0000401041000200"
"","4490","25793","0000401041000300"
"","4493","6682","0000401073000100"
"","4496","13741","0000401136000100"
"","4498","5866","0000401307000100"
"","4500","6683","0000401309000100"
"","4501","7105","0000397030000200"
"","4503","6684","0000397070000100"
"","4503","7106","0000397070000200"
"","4504","6685","0000397108000200"
"","4504","6686","0000397108000300"
"","4504","7107","0000397108000100"
"","4512","6688","0000401800000100"
"","4517","7109","0000401830000100"
"","4521","6690","0000401986000100"
"","4529","25797","0000402041000100"
"","4531","6692","0000402081000100"
"","4533","7113","0000405103000100"
"","4534","5868","0000406416000100"
"","4535","25798","0000406417000100"
"","4536","25799","0000406418000100"
"","4540","6693","0000397538000200"
"","4540","25800","0000397538000100"
"","4541","5870","0000397626000100"
"","4542","5871","0000397668000100"
"","4544","9594","0000408127000100"
"","4545","9595","0000408139000100"
"","4546","7116","0000408153000200"
"","4547","5872","0000408155000100"
"","4548","5873","0000408156000100"
"","4554","5875","0000400905000100"
"","4555","13749","0000401373000100"
"","4557","25801","0000403970000100"
"","4558","5876","0000403980000100"
"","4558","13750","0000403980000200"
"","4562","9597","0000404047000100"
"","4562","9598","0000404047000200"
"","4562","13751","0000404047000300"
"","4563","5878","0000404247000100"
"","4573","5880","0000394400000300"
"","4573","6695","0000394400000100"
"","4573","6696","0000394400000200"
"","4574","7121","0000394405000100"
"","4574","7122","0000394405000200"
"","4574","7123","0000394405000300"
"","4575","25802","0000409923000100"
"","4577","6698","0000409939000100"
"","4577","13752","0000409939000200"
"","4579","6699","0000408680000200"
"","4579","9601","0000408680000100"
"","4583","7124","0000408857000100"
"","4585","7125","0000408875000100"
"","4589","451","0000410107000100"
"","4591","452","0000410297000100"
"","4592","9604","0000410298000100"
"","4593","6702","0000410299000100"
"","4594","7128","0000410336000100"
"","4595","9605","0000410338000100"
"","4599","13755","0000400310000100"
"","4603","5881","0000400438000300"
"","4603","9608","0000400438000200"
"","4603","25804","0000400438000100"
"","4607","7130","0000400757000100"
"","4609","5883","0000409296000100"
"","4610","454","0000409298000100"
"","4611","9609","0000409312000100"
"","4613","6703","0000409331000100"
"","4614","455","0000409392000100"
"","4615","9610","0000409492000100"
"","4618","8703","0000411469000200"
"","4621","13759","0000410858000100"
"","4622","25806","0000410864000100"
"","4623","13760","0000410866000100"
"","4624","456","0000410870000100"
"","4625","5884","0000410873000100"
"","4627","457","0000406304000500"
"","4627","6705","0000406304000200"
"","4627","6706","0000406304000300"
"","4627","13761","0000406304000100"
"","4627","25807","0000406304000400"
"","4637","6709","0000411529000300"
"","4637","7133","0000411529000200"
"","4637","13763","0000411529000100"
"","4638","8705","0000411706000200"
"","4649","25808","0000394343000100"
"","4651","8706","0000394354000100"
"","4652","5888","0000394359000100"
"","4655","8709","0000394380000100"
"","4656","13766","0000409920000100"
"","4660","5889","0000409977000200"
"","4660","7138","0000409977000100"
"","4660","8710","0000409977000300"
"","4664","8711","0000408686000100"
"","4668","9615","0000408723000100"
"","4670","7139","0000408873000100"
"","4673","7140","0000410091000100"
"","4675","6714","0000410103000200"
"","4675","8712","0000410103000100"
"","4682","8715","0000400420000100"
"","4686","9619","0000402047000100"
"","4691","8717","0000406981000100"
"","4693","8718","0000406988000100"
"","4697","7143","0000397775000100"
"","4698","5893","0000397782000100"
"","4699","6716","0000397789000100"
"","4700","7144","0000397794000200"
"","4700","8719","0000397794000100"
"","4700","13770","0000397794000300"
"","4701","13771","0000408146000100"
"","4703","13772","0000408183000100"
"","4705","5894","0000408193000100"
"","4708","7147","0000408281000100"
"","4709","5895","0000408287000100"
"","4712","8722","0000408301000100"
"","4714","13773","0000393802000200"
"","4715","8723","0000393810000100"
"","4716","6717","0000393821000200"
"","4720","6719","0000394010000100"
"","4721","5896","0000409914000100"
"","4721","6720","0000409914000300"
"","4721","8724","0000409914000200"
"","4723","13775","0000407005000100"
"","4724","8726","0000407006000100"
"","4725","6721","0000407007000100"
"","4727","5897","0000407071000200"
"","4727","6722","0000407071000100"
"","4727","25818","0000407071000300"
"","4730","8727","0000409447000200"
"","4730","25819","0000409447000100"
"","4732","8729","0000409468000200"
"","4734","470","0000398754000100"
"","4734","5899","0000398754000300"
"","4738","6724","0000399161000100"
"","4741","5901","0000408553000300"
"","4741","6725","0000408553000200"
"","4741","13777","0000408553000100"
"","4742","11222","0000408613000100"
"","4745","6726","0000400028000100"
"","4746","9624","0000400029000100"
"","4747","25820","0000400031000100"
"","4750","25821","0000400054000100"
"","4753","6727","0000401330000200"
"","4753","25822","0000401330000100"
"","4753","25823","0000401330000300"
"","4763","5904","0000400718000100"
"","4766","11227","0000400731000100"
"","4770","7153","0000400748000100"
"","4770","7154","0000400748000200"
"","4779","7155","0000405130000200"
"","4779","13781","0000405130000100"
"","4783","5905","0000409355000100"
"","4783","5906","0000409355000300"
"","4783","6731","0000409355000200"
"","4784","6732","0000409539000200"
"","4784","7157","0000409539000300"
"","4784","13782","0000409539000100"
"","4787","13784","0000408481000100"
"","4810","25826","0000412417000100"
"","4810","25827","0000412417000200"
"","4810","25828","0000412417000300"
"","4819","477","0000409745000100"
"","4820","25829","0000409752000100"
"","4833","13785","0000406541000100"
"","4834","7160","0000409294000100"
"","4835","7161","0000409302000100"
"","4836","9627","0000409303000100"
"","4837","7162","0000409306000100"
"","4838","11231","0000409311000100"
"","4839","13786","0000409314000100"
"","4842","9628","0000409343000100"
"","4843","478","0000409361000200"
"","4843","11232","0000409361000100"
"","4844","6737","0000409411000200"
"","4844","9629","0000409411000300"
"","4844","25832","0000409411000100"
"","4847","9630","0000409493000200"
"","4848","13789","0000411456000200"
"","4852","11234","0000411775000200"
"","4853","25834","0000411789000100"
"","4858","6738","0000412166000100"
"","4862","13792","0000412235000200"
"","4872","11237","0000409501000200"
"","4875","11238","0000409527000100"
"","4877","6744","0000409533000200"
"","4909","7167","0000408842000100"
"","4912","13796","0000408852000100"
"","4916","9637","0000409039000200"
"","4917","11243","0000409042000100"
"","4923","7169","0000408345000200"
"","4923","7170","0000408345000300"
"","4924","9638","0000408346000200"
"","4927","5919","0000408381000100"
"","4929","5920","0000408392000100"
"","4930","487","0000408399000100"
"","4931","7171","0000410029000100"
"","4935","9639","0000410049000100"
"","4936","7172","0000410060000200"
"","4936","9640","0000410060000100"
"","4937","489","0000410214000200"
"","4937","11247","0000410214000100"
"","4937","13798","0000410214000300"
"","4938","490","0000410505000100"
"","4942","492","0000410519000100"
"","4945","6748","0000410528000100"
"","4947","9643","0000386672000200"
"","4950","7175","0000400080000100"
"","4951","13801","0000412198000100"
"","4956","494","0000412244000100"
"","4956","5922","0000412244000200"
"","4956","6750","0000412244000300"
"","4958","9646","0000408417000200"
"","4964","9647","0000409600000100"
"","4966","7177","0000409619000100"
"","4967","496","0000409635000200"
"","4967","7178","0000409635000100"
"","4969","5924","0000409664000200"
"","4971","5928","0000409671000400"
"","4972","5929","0000409778000100"
"","4973","5930","0000409815000100"
"","4973","9649","0000409815000300"
"","4973","13804","0000409815000200"
"","4978","7180","0000408587000100"
"","4979","13805","0000408592000100"
"","4982","13806","0000393999000100"
"","4983","7181","0000394060000100"
"","4984","6753","0000410224000100"
"","4986","7183","0000410252000200"
"","4986","13807","0000410252000100"
"","4988","9651","0000410256000100"
"","4993","6754","0000411862000100"
"","5009","6756","0000408483000300"
"","5009","7187","0000408483000200"
"","5009","11250","0000408483000100"
"","5016","7189","0000409389000100"
"","5046","25843","0000407647000100"
"","5048","5933","0000407664000100"
"","5051","500","0000407701000100"
"","5051","5934","0000407701000300"
"","5051","9655","0000407701000200"
"","5052","25844","0000410877000200"
"","5053","9656","0000410884000200"
"","5059","6758","0000400160000100"
"","5062","5935","0000400174000100"
"","5066","6760","0000400602000100"
"","5068","7191","0000400609000100"
"","5068","13814","0000400609000200"
"","5069","5938","0000400617000100"
"","5070","11256","0000400627000100"
"","5070","13815","0000400627000200"
"","5072","6761","0000400648000100"
"","5076","6762","0000403940000100"
"","5078","13817","0000403946000100"
"","5082","6764","0000404261000100"
"","5084","505","0000411471000100"
"","5084","9661","0000411471000300"
"","5084","25847","0000411471000200"
"","5093","25849","0000397850000200"
"","5100","7196","0000412015000100"
"","5109","6765","0000406945000200"
"","5109","9663","0000406945000100"
"","5109","9664","0000406945000300"
"","5111","5940","0000407080000100"
"","5127","25855","0000381674000100"
"","5128","509","0000381678000100"
"","5130","6768","0000381696000100"
"","5131","7200","0000381709000300"
"","5131","25856","0000381709000100"
"","5131","25857","0000381709000200"
"","5136","9666","0000394411000100"
"","5137","5942","0000394415000200"
"","5140","5943","0000408572000100"
"","5142","13822","0000408743000100"
"","5147","513","0000408774000100"
"","5151","11261","0000408830000100"
"","5153","25862","0000408984000200"
"","5154","9669","0000408996000100"
"","5155","11262","0000409005000100"
"","5158","5946","0000409971000100"
"","5159","5947","0000409972000100"
"","5161","7203","0000410000000200"
"","5162","11264","0000410009000100"
"","5163","11265","0000410010000100"
"","5165","7204","0000410104000200"
"","5165","7205","0000410104000400"
"","5165","11266","0000410104000100"
"","5165","13824","0000410104000300"
"","5167","514","0000404209000300"
"","5167","5948","0000404209000200"
"","5167","25864","0000404209000100"
"","5168","7207","0000404213000100"
"","5169","515","0000411800000200"
"","5169","516","0000411800000300"
"","5169","7208","0000411800000100"
"","5170","517","0000411810000200"
"","5172","5949","0000411879000200"
"","5172","9670","0000411879000100"
"","5172","25865","0000411879000300"
"","5175","9672","0000411962000200"
"","5176","13825","0000411971000100"
"","5177","13826","0000411990000100"
"","5177","25866","0000411990000200"
"","5177","25867","0000411990000300"
"","5185","9673","0000397517000100"
"","5190","13830","0000407449000200"
"","5191","13831","0000408090000100"
"","5197","6776","0000408186000100"
"","5198","6777","0000408202000100"
"","5199","5953","0000408208000300"
"","5199","7210","0000408208000100"
"","5199","9675","0000408208000200"
"","5200","519","0000408222000100"
"","5204","7211","0000407468000100"
"","5205","6779","0000407520000200"
"","5205","13832","0000407520000100"
"","5207","11272","0000407712000100"
"","5209","521","0000407723000100"
"","5212","5954","0000407738000100"
"","5213","9676","0000407741000100"
"","5216","11273","0000407756000100"
"","5220","523","0000407785000100"
"","5222","13835","0000407792000200"
"","5225","6782","0000410618000100"
"","5228","6783","0000410634000200"
"","5228","25871","0000410634000100"
"","5233","5957","0000406194000200"
"","5233","7215","0000406194000100"
"","5234","9677","0000406199000100"
"","5235","25873","0000406206000100"
"","5236","5958","0000406262000300"
"","5236","7216","0000406262000100"
"","5236","13839","0000406262000200"
"","5242","9678","0000411468000100"
"","5242","13840","0000411468000200"
"","5242","25874","0000411468000300"
"","5243","9679","0000411665000100"
"","5245","5959","0000411689000100"
"","5245","9680","0000411689000200"
"","5246","5960","0000139237000100"
"","5247","11276","0000139238000100"
"","5248","7217","0000139243000100"
"","5249","6789","0000139244000100"
"","5251","5961","0000411207000100"
"","5254","7220","0000411224000100"
"","5254","11277","0000411224000200"
"","5255","6790","0000411228000100"
"","5256","9681","0000411238000200"
"","5256","25875","0000411238000100"
"","5256","25876","0000411238000300"
"","5257","25877","0000142976000100"
"","5258","13841","0000142990000100"
"","5259","6791","0000142996000100"
"","5262","13842","0000144029000100"
"","5263","11278","0000144051000100"
"","5264","25878","0000144057000100"
"","5265","6792","0000144142000200"
"","5265","6793","0000144142000400"
"","5265","13843","0000144142000300"
"","5266","25879","0000144368000100"
"","5267","13844","0000144373000100"
"","5268","11279","0000144376000100"
"","5269","11280","0000144381000100"
"","5270","11281","0000144382000100"
"","5271","6794","0000144383000300"
"","5271","6795","0000144383000400"
"","5271","9682","0000144383000100"
"","5272","25880","0000144384000100"
"","5273","13845","0000144418000100"
"","5274","9683","0000144451000100"
"","5278","7221","0000145534000100"
"","5279","25881","0000140264000100"
"","5280","527","0000140265000100"
"","5281","528","0000140266000100"
"","5282","529","0000140310000100"
"","5282","6796","0000140310000200"
"","5282","13846","0000140310000300"
"","5283","5962","0000140335000200"
"","5283","7222","0000140335000100"
"","5284","7223","0000145546000100"
"","5285","25882","0000145571000100"
"","5286","9684","0000145572000100"
"","5287","7224","0000145639000100"
"","5288","9685","0000141512000100"
"","5289","9686","0000141529000100"
"","5289","11282","0000141529000300"
"","5290","13847","0000141531000100"
"","5291","9687","0000141533000100"
"","5292","5963","0000141535000100"
"","5293","11283","0000141564000100"
"","5294","25883","0000141566000100"
"","5295","25884","0000141580000100"
"","5297","7225","0000143460000100"
"","5298","11284","0000143464000100"
"","5299","11285","0000143469000100"
"","5300","7226","0000143470000100"
"","5301","5964","0000143472000100"
"","5302","13848","0000143474000100"
"","5303","25885","0000143477000100"
"","5304","5965","0000143498000100"
"","5304","6797","0000143498000200"
"","5305","6798","0000143712000100"
"","5306","11286","0000143716000100"
"","5307","11287","0000143717000100"
"","5308","6799","0000143881000100"
"","5308","6800","0000143881000200"
"","5308","7227","0000143881000300"
"","5309","5966","0000143983000100"
"","5310","530","0000144000000100"
"","5311","13849","0000144012000100"
"","5312","13850","0000139918000100"
"","5313","11288","0000139926000100"
"","5314","6801","0000139928000100"
"","5315","6802","0000139937000100"
"","5316","7228","0000141878000100"
"","5317","11289","0000141881000100"
"","5318","25886","0000141884000100"
"","5319","6803","0000141891000100"
"","5320","6804","0000142135000100"
"","5321","25887","0000142142000100"
"","5322","11290","0000142151000100"
"","5323","5967","0000142303000100"
"","5324","9688","0000142306000100"
"","5327","13851","0000139124000100"
"","5328","5968","0000139160000100"
"","5329","13852","0000139285000100"
"","5330","531","0000139302000100"
"","5331","11291","0000139304000100"
"","5332","9689","0000139322000100"
"","5333","13853","0000139390000100"
"","5334","25888","0000140903000100"
"","5335","5969","0000140922000100"
"","5336","7229","0000140925000100"
"","5337","25889","0000140927000100"
"","5338","6805","0000145621000100"
"","5339","6806","0000145634000100"
"","5340","13854","0000145640000100"
"","5341","9690","0000145649000100"
"","5342","13855","0000145796000100"
"","5343","5970","0000145964000100"
"","5344","532","0000145967000100"
"","5345","6807","0000143089000100"
"","5346","6808","0000143095000100"
"","5347","6809","0000144461000100"
"","5347","25890","0000144461000300"
"","5348","9691","0000144464000100"
"","5349","6810","0000144467000100"
"","5350","6811","0000144478000100"
"","5351","533","0000144485000100"
"","5352","7230","0000144492000100"
"","5353","5971","0000144496000100"
"","5353","7231","0000144496000200"
"","5354","5972","0000144592000100"
"","5354","6812","0000144592000200"
"","5355","7232","0000144930000100"
"","5356","25891","0000144938000100"
"","5357","25892","0000144950000100"
"","5358","13856","0000145306000100"
"","5359","11292","0000145308000100"
"","5360","25893","0000145310000100"
"","5361","11293","0000145311000100"
"","5362","11294","0000145314000100"
"","5363","6813","0000145318000100"
"","5363","13857","0000145318000200"
"","5364","13858","0000145328000100"
"","5365","534","0000145422000100"
"","5366","5973","0000145985000100"
