SalesOrderID,SalesOrderDetailID,variable,value
71938,113306,ModifiedDate,2008-06-01 00:00:00.000
71938,113280,ModifiedDate,2008-06-01 00:00:00.000
71902,112974,ModifiedDate,2008-06-01 00:00:00.000
71885,112646,ModifiedDate,2008-06-01 00:00:00.000
71902,112960,ModifiedDate,2008-06-01 00:00:00.000
71783,110719,ModifiedDate,2008-06-01 00:00:00.000
71797,111049,ModifiedDate,2008-06-01 00:00:00.000
71845,112124,ModifiedDate,2008-06-01 00:00:00.000
71816,111457,ModifiedDate,2008-06-01 00:00:00.000
71782,110708,ModifiedDate,2008-06-01 00:00:00.000
71898,112923,ModifiedDate,2008-06-01 00:00:00.000
71782,110703,ModifiedDate,2008-06-01 00:00:00.000
71832,111795,ModifiedDate,2008-06-01 00:00:00.000
71902,113000,ModifiedDate,2008-06-01 00:00:00.000
71783,110723,ModifiedDate,2008-06-01 00:00:00.000
71832,111815,ModifiedDate,2008-06-01 00:00:00.000
71782,110673,ModifiedDate,2008-06-01 00:00:00.000
71783,110725,ModifiedDate,2008-06-01 00:00:00.000
71902,112987,ModifiedDate,2008-06-01 00:00:00.000
71774,110562,ModifiedDate,2008-06-01 00:00:00.000
71780,110625,ModifiedDate,2008-06-01 00:00:00.000
71938,113314,ModifiedDate,2008-06-01 00:00:00.000
71780,110640,ModifiedDate,2008-06-01 00:00:00.000
71938,113282,ModifiedDate,2008-06-01 00:00:00.000
71783,110733,ModifiedDate,2008-06-01 00:00:00.000
71783,110732,ModifiedDate,2008-06-01 00:00:00.000
71936,113257,ModifiedDate,2008-06-01 00:00:00.000
71936,113243,ModifiedDate,2008-06-01 00:00:00.000
71936,113231,ModifiedDate,2008-06-01 00:00:00.000
71784,110788,ModifiedDate,2008-06-01 00:00:00.000
71784,110783,ModifiedDate,2008-06-01 00:00:00.000
71796,111030,ModifiedDate,2008-06-01 00:00:00.000
71780,110636,ModifiedDate,2008-06-01 00:00:00.000
71845,112126,ModifiedDate,2008-06-01 00:00:00.000
71832,111799,ModifiedDate,2008-06-01 00:00:00.000
