show_id,Directors
"n1179","Dimitri Logothetis"
"n1184","Taketoshi Sado"
"n1185","Li Weiran"
"n1186","Chinaza Onuzo"
"n1188","Anna Elizabeth James"
"n1189","Vitor Brandt"
"n1190","Troy Miller"
"n1191","Liam O'Donnell"
"n1192","Manny Rodriguez"
"n1192","Jay Lavender"
"n1193","Farah Nabulsi"
"n1194","Adriano Rudiman"
"n1195","Walter Taylaur"
"n1196","Chris Smith"
"n1197","Alain Brunard"
"n1198","Tate Taylor"
"n1199","Ladislaus Kiraly"
"n1200","Oliver Stone"
"n1203","Hemambar Jasti"
"n1204","Steven Spielberg"
"n1205","Taylor Morden"
"n1208","Helena Coan"
"n1209","Muharrem Gülmez"
"n1210","Dolapo Adeleke"
"n1212","Mahsun Kırmızıgül"
"n1213","Can Ulkay"
"n1215","Luis Alejandro Pérez"
"n1216","Ketche"
"n1217","Erol Özlevi"
"n1219","Miguel Arteta"
"n1220","Tolga Örnek"
"n1221","Pablo Agüero"
"n1222","Mohammad Irfan Ramly"
"n1223","Kevin Mcmanus"
"n1223","Matthew Mcmanus"
"n1224","Ange Basterga"
"n1224","Nicolas Lopez"
"n1229","Gitanjali Rao"
"n1231","Halitha Shameem"
"n1233","Carlos Moreno"
"n1234","Kayode Kasum"
"n1235","Maribel Sánchez-Maroto"
"n1237","Julien Leclercq"
"n1238","Fajar Bustomi"
"n1240","Taylor Hackford"
"n1241","Lasse Hallström"
"n1242","Amy Poehler"
"n1243","Jared Hess"
"n1243","Tyler Measom"
"n1244","Mike Binder"
"n1245","Abir Sengupta"
"n1247","Sunny Lau"
"n1248","Hidenori Inoue"
"n1249","Emmett Malloy"
"n1250","Xavier Maingon"
"n1250","Marc-Antoine Hélard"
"n1251","Milton Kremer"
"n1252","Kevin Costner"
"n1253","Marco Petry"
"n1254","Andrew Duncan"
"n1254","Ken Cunningham"
"n1255","Barry Levinson"
"n1256","Hidenori Inoue"
"n1257","Liam Lynch"
"n1259","Jérémie Degruson"
"n1259","Ben Stassen"
"n1260","Matt Ross"
"n1261","Dani De La Orden"
"n1262","Pablo Larraín"
"n1264","John Erick Dowdle"
"n1265","Jesse Peretz"
"n1266","Ribhu Dasgupta"
"n1267","Pablo Larraín"
"n1268","Baran Bo Odar"
"n1270","Rizki Balki"
"n1274","Shunsuke Kariyama"
"n1277","Jeferson De"
"n1279","Troy Miller"
"n1280","Barry Avrich"
"n1281","David Tryhorn"
"n1281","Ben Nicholas"
"n1282","Tirumala Kishore"
"n1284","James Wan"
"n1285","James Wan"
"n1287","Huang Hsin-Yao"
"n1289","Chris Weitz"
"n1290","Saron Sakina"
"n1291","J Blakeson"
"n1292","Khalid Rahman"
"n1293","Luis Ara"
"n1294","Tharun Bhascker Dhaassyam"
"n1294","B. V. Nandini Reddy"
"n1294","Nag Ashwin"
"n1296","Prateek Vats"
"n1298","Alex Merkin"
"n1304","Ian Cheney"
"n1305","Ben Simms"
"n1306","Vikram Bhatt"
"n1308","Dallas Jenkins"
"n1310","Damián Romay"
"n1312","Hamisha Daryani Ahuja"
"n1313","Hong Khaou"
"n1316","Mario Briongos"
"n1317","Vinay Bharadwaj"
"n1319","Michael Fimognari"
"n1320","Eric D. Cabello Díaz"
"n1323","Clara Martínez-Lázaro"
"n1324","Monty Tiwa"
"n1325","Ava Duvernay"
"n1326","Alain Darborg"
"n1327","Filip Zylber"
"n1328","Ava Duvernay"
"n1329","Joe Berlinger"
"n1330","Julien Royal"
"n1331","Brian Baugh"
"n1334","Todd Phillips"
"n1335","Henri Wong"
"n1337","Maïa Sandoz"
"n1338","Mostofa Sarwar Farooki"
"n1341","Joseph Hsu"
"n1342","Sam Levinson"
"n1343","Jo Sung-Hee"
"n1344","Michèle Ohayon"
"n1345","Rocco Ricciardulli"
"n1346","Guo Jingming"
"n1347","Jan Belcl"
"n1348","Esteban Crespo"
"n1352","Noé González"
"n1354","Dennis Dugan"
"n1358","Sarah Gavron"
"n1359","Martin Scorsese"
"n1360","Roger Donaldson"
"n1361","Richard Arellano"
"n1365","Jon Favreau"
"n1367","Marco Pontecorvo"
"n1368","Gregory Plotkin"
"n1369","Lluís Quílez"
"n1370","Jude Weng"
"n1371","Simon Stone"
"n1373","Noviandra Santosa"
"n1375","Jeremy Grant"
"n1377","Jeo Baby"
"n1379","Glendyn Ivin"
"n1380","Okey Oku"
"n1382","Ifeanyi Ikpoenyi"
"n1383","Chris Eneng Enaji"
"n1387","Ángeles Reiné"
"n1388","Paul Haggis"
"n1389","Ramin Bahrani"
"n1390","Nicol Paone"
"n1391","Nick Rowland"
"n1392","Rza"
"n1394","Cooper Karl"
"n1397","Gary Fleder"
"n1398","J.A. Bayona"
"n1399","Darren Lynn Bousman"
"n1400","Lydia Dean Pilcher"
"n1400","Ginny Mohler"
"n1404","Cris D'Amato"
"n1406","Mikael Håfström"
"n1407","Eric Darnell"
"n1407","Simon J. Smith"
"n1408","Byeon Hee-Sun"
"n1410","Peter Facinelli"
"n1411","Renuka Shahane"
"n1412","Ross Kauffman"
"n1413","Sung Do-Jun"
"n1414","Hanung Bramantyo"
"n1415","Charles Gozali"
"n1415","Bagus Bramanti"
"n1416","James Toback"
"n1417","Tiller Russell"
"n1418","Francisco D'Eufemia"
"n1419","Chris Rock"
"n1420","Juliet May"
"n1421","Stanley Nelson"
"n1422","Olivier Nakache"
"n1422","Éric Toledano"
"n1423","Prakash Jha"
"n1424","Rohan Sippy"
"n1425","Ross Venokur"
"n1427","Prakash Jha"
"n1429","Rohena Gera"
"n1433","Maite Ruiz De Austri"
"n1434","Jastis Arimba"
"n1435","Eric Summer"
"n1435","Éric Warin"
"n1436","Kornél Mundruczó"
"n1437","Alejandro Ruax"
"n1437","Ramiro Martínez"
"n1439","Florent Bodin"
"n1442","Sohail Khan"
"n1445","Gabriele Muccino"
"n1446","Hallvard Bræin"
"n1447","Jeff Tremaine"
"n1448","Christian Alvart"
"n1451","Robert Townsend"
"n1452","Jeff Deverett"
"n1453","Ron Krauss"
"n1454","Brian Robbins"
"n1455","Jeff Stilson"
"n1457","Sean Penn"
"n1459","Mark Mcqueen"
"n1460","Melanie Mayron"
"n1462","Donald Petrie"
"n1464","Tony Collingwood"
"n1465","Jennifer Beamish"
"n1465","Toby Trackman"
"n1468","Jaume Collet-Serra"
"n1469","Kim Dong-Kyu"
"n1470","Lasse Hallström"
"n1471","Shaz Bennett"
"n1473","Samar Shaikh"
"n1475","Archie Hekagery"
"n1476","Sabrina Rochelle Kalangie"
"n1480","Cosima Spender"
"n1482","Liao Shih-Han"
"n1485","Arnon Manor"
"n1485","Timothy Ware-Hill"
"n1486","Gore Verbinski"
"n1487","Al Campbell"
"n1487","Alice Mathias"
"n1489","Maïwenn"
"n1491","Richard Weston"
"n1492","Vikramaditya Motwane"
"n1494","Prime Cruz"
"n1495","Robert Rodriguez"
"n1496","Andibachtiar Yusuf"
"n1497","Yandy Laurens"
"n1498","Cathy Garcia-Molina"
"n1499","John Mitchell"
"n1499","Jeremy Kipp Walker"
"n1500","George Clooney"
"n1501","Liu Kuang-Hui"
"n1502","Roger Kumble"
"n1503","Kristian Mercado"
"n1505","Daan Jansen"
"n1505","Stijn Verlinde"
"n1508","Jay Grace"
"n1510","Paul Dugdale"
"n1511","James Haslam"
"n1512","Muhammad Ali"
"n1513","Thomas Toby Parkinson"
"n1514","John Putch"
"n1516","Sam Macaroni"
"n1518","George C. Wolfe"
"n1520","Yasmin Ahmad"
"n1521","Sudha Kongara"
"n1521","Vignesh Shivan"
"n1521","Gautham Vasudev Menon"
"n1522","Yasmin Ahmad"
"n1523","Yasmin Ahmad"
"n1524","Juan Camilo Pinzon"
"n1525","Lin Oeding"
"n1526","Naya Anindita"
"n1527","Antoinette Jadaone"
"n1530","Jp Habac"
"n1531","Alexx Media"
"n1532","Farishad I. Latjuba"
"n1533","Andrucha Waddington"
"n1533","Pedro Waddington"
"n1534","Picky Talarico"
"n1535","Jun Lana"
"n1537","Brad Peyton"
"n1538","Lee Daniels"
"n1541","Tom Ford"
"n1542","Ellena Wood"
"n1542","Jesse Vile"
"n1543","Vir Das"
"n1545","Miranda De Pencier"
"n1550","Farhad Safinia"
"n1551","Shaun Paul Piccinino"
"n1557","Eddie Rosas"
"n1558","Frank E. Abney Iii"
"n1559","James D. Stern"
"n1559","Fernando Villena"
"n1561","Ryan Murphy"
"n1562","Girish Malik"
"n1564","Deepa Mehta"
"n1565","Lai Chun-Yu"
"n1566","Theodore Boborol"
"n1567","Mae Czarina Cruz"
"n1568","Jun Lana"
"n1569","Jun Lana"
"n1572","Sydney Sibilia"
"n1576","Josiah Ng"
"n1577","Kirk Wise"
"n1581","Beth Sleven"
"n1581","Allan Jacobsen"
"n1581","Kevin Wotton"
"n1582","Steve Ball"
"n1583","John Hillcoat"
"n1585","Tate Taylor"
"n1587","Jalil Lespert"
"n1588","Su I-Hsuan"
"n1588","Chuang Shiang-An"
"n1588","Liu Yi"
"n1589","Clint Butler"
"n1592","Erik Kling"
"n1592","Kevin Peaty"
"n1593","Detlev Buck"
"n1596","David Fincher"
"n1598","Amanda Raymond"
"n1599","Jason Paul Laxamana"
"n1600","Marc Fouchard"
"n1601","Darragh O'Connell"
"n1602","Roberto Santucci"
"n1603","Dado C. Lumibao"
"n1605","August Jakobsson"
"n1607","Anna Wieczur-Bluszcz"
"n1609","Mcg"
"n1610","Damien O’Connor"
"n1611","Ron Howard"
"n1613","Jon Favreau"
"n1614","Richard Laxton"
"n1617","Gil Kenan"
"n1618","Phil Burgers"
"n1621","Pierre Morel"
"n1622","Simon Wincer"
"n1625","Ron Howard"
"n1627","Brian Henson"
"n1630","Derick Cabrido"
"n1631","Marla M. Ancheta"
"n1632","Jen Mcgowan"
"n1633","Bernie Denk"
"n1634","Brian Skiba"
"n1636","Stanley Moore"
"n1636","Alex Woo"
"n1637","Oliver Bokelberg"
"n1638","Ángel Gómez Hernández"
"n1643","Ludovico Di Martino"
"n1644","Lee Chung-Hyun"
"n1645","Barry Gonzalez"
"n1646","Brian Volk-Weiss"
"n1647","Matthew Michael Carnahan"
"n1648","Cathy Garcia-Molina"
"n1649","Eric Bress"
"n1651","Paul Dugdale"
"n1652","Chris Columbus"
"n1653","V Vignarajan"
"n1654","V Vignarajan"
"n1655","Bb Sasore"
"n1656","Greg Rankin"
"n1656","Tj Sullivan"
"n1657","Ron Howard"
"n1658","Carlos Sorín"
"n1660","Matt Eskandari"
"n1661","Grant Singer"
"n1663","Mohammad Adel"
"n1664","Debbie Allen"
"n1665","Robert Rodriguez"
"n1666","Victor Gatonye"
"n1667","Stephen Chiodo"
"n1670","Will Mccormack"
"n1670","Michael Govier"
"n1672","Monica Floyd"
"n1674","Anurag Kashyap"
"n1675","Siddique"
"n1676","Danish Aslam"
"n1677","Vibhu Virender Puri"
"n1678","Cathy Garcia-Molina"
"n1679","Anurag Kashyap"
"n1680","Rohit Shetty"
"n1681","Ribhu Dasgupta"
"n1682","Mike Rohl"
"n1683","Cathy Garcia-Molina"
"n1684","Shyam Benegal"
"n1686","Takeshi Fukunaga"
"n1687","Leslie Small"
"n1690","Jeff Nichols"
"n1691","Sabaah Folayan"
"n1691","Damon Davis"
"n1692","Justin G. Dyck"
"n1695","Cody Cameron"
"n1695","Kris Pearn"
"n1696","Justin G. Dyck"
"n1700","Michael Curtiz"
"n1701","Damián Romay"
"n1703","Avinash Walzade"
"n1704","David E. Talbert"
"n1705","Renata Terra"
"n1706","Edoardo Ponti"
"n1707","Mateo Gil"
"n1708","Cathy Garcia-Molina"
"n1710","Paul Soriano"
"n1711","Ryan Coogler"
"n1713","Anurag Basu"
"n1714","Lucas Santa Ana"
"n1715","Nelson Mccormick"
"n1716","Carla Barros"
"n1721","Ulrike Kofler"
"n1722","Steven Bognar"
"n1722","Julia Reichert"
"n1726","Kunle Afolayan"
"n1728","Weica Wang"
"n1729","Aitor Arregi"
"n1729","Jon Garaño"
"n1729","Jose Mari Goenaga"
"n1730","Kevin Pollak"
"n1732","Otoja Abit"
"n1733","Antoinette Jadaone"
"n1734","Alejandro Hartmann"
"n1735","Maxwell Mcguire"
"n1736","Ruel S. Bayani"
"n1737","Martin Wood"
"n1740","Justin G. Dyck"
"n1742","Narendra Nath"
"n1743","Jan-Peter Horns"
"n1744","Tatsushi Omori"
"n1745","Estela Renner"
"n1748","Zeek Earl"
"n1748","Christopher Caldwell"
"n1750","Michael Kampa"
"n1752","Chanda Bell"
"n1753","Chanda Bell"
"n1754","Jennifer Westcott"
"n1762","Richard Greenberg"
"n1763","Peter Berg"
"n1764","Nicolas Pesce"
"n1765","Oliver Stone"
"n1768","J.A. Bayona"
"n1769","Christopher Cain"
"n1771","Shaun Paul Piccinino"
"n1772","Juliana Vicente"
"n1773","Harald Zwart"
"n1775","Stacia Crawford"
"n1776","Remi Weekes"
"n1777","Tope Oshin"
"n1778","Terrie Samundra"
"n1781","Olivier Marchal"
"n1784","Santiago Alvarado Ilarri"
"n1785","Frasco Mortiz"
"n1786","John Whitesell"
"n1787","Antonio Díaz"
"n1788","Nimród Antal"
"n1789","Bartosz M. Kowalski"
"n1790","James Tovell"
"n1793","Matías Gueilburt"
"n1794","Natasha Lyonne"
"n1795","Chang Chin-Jung"
"n1795","Chen Rong-Hui"
"n1796","Rajkumar Santoshi"
"n1797","Lance Daly"
"n1798","Unjoo Moon"
"n1799","Gil Baroni"
"n1801","Thierry Demaizière"
"n1801","Alban Teurlai"
"n1802","Glen Keane"
"n1803","Chris Sivertson"
"n1806","Kief Davidson"
"n1806","Pedro Kos"
"n1807","Jarand Herdal"
"n1808","Dan Villegas"
"n1809","Chris Foggin"
"n1810","Cathy Garcia-Molina"
"n1811","Kim Nguyen"
"n1812","Karen Maine"
"n1813","Tim Neeves"
"n1815","Ben Wheatley"
"n1816","Richard Weston"
"n1817","Don Michael Paul"
"n1818","Maroun Baghdadi"
"n1819","Philippe Aractingi"
"n1820","Amin Dora"
"n1821","Philippe Aractingi"
"n1822","Philippe Aractingi"
"n1823","Maroun Baghdadi"
"n1824","Rana Eid"
"n1825","Daniel Joseph"
"n1826","Randa Chahal Sabbag"
"n1827","Maroun Baghdadi"
"n1828","Philippe Aractingi"
"n1830","Ziad Doueiri"
"n1831","Shady Hanna"
"n1832","Maroun Baghdadi"
"n1833","Josef Fares"
"n1834","Sam Fell"
"n1834","Chris Butler"
"n1836","Ross Boyask"
"n1837","David 'Tosh' Gitonga"
"n1837","Michael Jones"
"n1839","Ti West"
"n1841","Manolo Caro"
"n1843","Aaron Sorkin"
"n1844","Levan Gabriadze"
"n1845","Rachel Talalay"
"n1846","Sam Liu"
"n1847","Peter Mimi"
"n1850","Hanung Bramantyo"
"n1851","Lasja Fauzia Susatyo"
"n1854","Pavitra Chalam"
"n1854","Akshay Shankar"
"n1856","Kevin Ko"
"n1856","Peter Tsi"
"n1857","Caroline Suh"
"n1858","Carlos Pérez Osorio"
"n1859","Ken Ghosh"
"n1860","Blair Simmons"
"n1862","Indra Kumar"
"n1863","B. Subhash"
"n1864","Harshavardhan Kulkarni"
"n1866","Neeraj Vora"
"n1867","Rajkumar Santoshi"
"n1868","Alex Merkin"
"n1870","Puneet Khanna"
"n1871","Meltem Bozoflu"
"n1873","Radha Blank"
"n1875","Bigflo & Oli"
"n1875","Jérémie Levypon"
"n1877","Eduardo Pinto"
"n1880","Steve Brill"
"n1881","Pavel Kostomarov"
"n1882","Mike Elliott"
"n1883","Francis Whately"
"n1884","Jon Izen"
"n1885","Christopher Nolen"
"n1887","Alastair Fothergill"
"n1887","Jonnie Hughes"
"n1887","Keith Scholey"
"n1888","Amy Segal"
"n1889","Umut Aral"
"n1892","Umut Kirca"
"n1893","Alex Woo"
"n1893","Stanley Moore"
"n1897","Kenneth Gyang"
"n1898","Sudhir Mishra"
"n1899","Domenico De Feudis"
"n1900","Burak Aksak"
"n1901","Oz Rodriguez"
"n1902","Salvador Espinosa"
"n1903","Adrian Teh"
"n1904","Brad Silberling"
"n1905","Elsa Flores Almaraz"
"n1905","Richard J Montoya"
"n1906","Carey Mckenzie"
"n1910","Gary Ross"
"n1912","Adam Bolt"
"n1913","Taika Waititi"
"n1914","Lindsey Cordero"
"n1914","Armando Croda"
"n1917","David Lachapelle"
"n1920","Mostafa Abu Seif"
"n1921","Faris Godus"
"n1922","Rod Lurie"
"n1925","Stacie Passon"
"n1927","Jenny Popplewell"
"n1928","Florian Schott"
"n1931","Tom Whitworth"
"n1932","Joe Mantello"
"n1935","Lee Hirsch"
"n1936","Page Hurwitz"
"n1937","Dallas Jackson"
"n1938","Lee Hirsch"
"n1939","Rajat Kapoor"
"n1940","Abhishek Chaubey"
"n1941","Rohit Shetty"
"n1942","Ken Ghosh"
"n1943","Abhishek Chaubey"
"n1944","Imtiaz Ali"
"n1945","Indra Kumar"
"n1946","Navdeep Singh"
"n1947","Anees Bazmee"
"n1951","Rikhil Bahadur"
"n1954","Ozan Açıktan"
"n1958","Shawn Levy"
"n1960","Harry Bradbeer"
"n1961","Joshua Tickell"
"n1961","Rebecca Harrell Tickell"
"n1963","Sophia Nahli Allison"
"n1964","Norihisa Hiranuma"
"n1965","Shigeaki Kubo"
"n1966","Shigeaki Kubo"
"n1966","Tsuyoshi Nakakuki"
"n1967","Shigeaki Kubo"
"n1967","Tsuyoshi Nakakuki"
"n1968","Yudai Yamaguchi"
"n1969","Shigeaki Kubo"
"n1970","Shigeaki Kubo"
"n1971","Marwan Hamed"
"n1972","Smeep Kang"
"n1973","Raja Chanda"
"n1975","Tigmanshu Dhulia"
"n1976","Akashdeep"
"n1977","Rajesh Ganguly"
"n1978","Alankrita Shrivastava"
"n1982","Chandra Liow"
"n1983","Sekhar Kammula"
"n1985","Florent Bodin"
"n1986","Gary Andrews"
"n1987","Sekhar Kammula"
"n1988","Merawi Gerima"
"n1993","Kubhaer T. Jethwani"
"n1996","Antonio Campos"
"n1997","Carles Torras"
"n1998","James Watkins"
"n1999","Philippa Lowthorpe"
"n2000","Pailin Wedel"
"n2001","Chris Howe"
"n2002","Peter Sollett"
"n2004","Raja Gosnell"
"n2005","Steve Bencich"
"n2006","Tosin Coker"
"n2008","Javier Colinas"
"n2011","Dean Deblois"
"n2012","Reinhard Klooss"
"n2015","Shaun Mir"
"n2016","Satish Rajwade"
"n2017","Abhijeet Deshpande"
"n2018","Mahesh Manjrekar"
"n2019","Mahesh Manjrekar"
"n2020","Prakash Kunte"
"n2021","Manish Saini"
"n2023","Kenny Ortega"
"n2024","Makarand Mane"
"n2025","Hakan Algül"
"n2026","Vijay Maurya"
"n2027","Sameer Patil"
"n2028","Kenzo Maihara"
"n2028","Amandha Wyanto"
"n2029","Ahmed Nader Galal"
"n2030","Mcg"
"n2031","Arati Kadav"
"n2032","Maïmouna Doucouré"
"n2034","Pepe Mora"
"n2035","Marcos Carnevale"
"n2036","Jeff Orlowski"
"n2037","Cho Il"
"n2039","Pippa Ehrlich"
"n2039","James Reed"
"n2040","Tolga Karaçelik"
"n2042","Davis Guggenheim"
"n2044","Philip Barantini"
"n2046","Charlie Kaufman"
"n2047","Jayan Moodley"
"n2049","Abba T. Makama"
"n2050","Antoinette Jadaone"
"n2051","Junior Carelli"
"n2051","Rudge Campos"
"n2052","Ertanto Robby Soediskam"
"n2053","Mark Steven Johnson"
"n2056","Felix Binder"
"n2057","Thor Freudenthal"
"n2058","Nguyen Thanh Tung"
"n2060","Baltasar Kormákur"
"n2061","Dan Villegas"
"n2062","Conrad Helten"
"n2066","Ayumu Watanabe"
"n2068","Hitoshi Namba"
"n2072","Chris Miller"
"n2073","Sean Anders"
"n2075","Abbas Mustan"
"n2076","Duncan Mcmath"
"n2077","Dan Forgione"
"n2077","Pete Jacobs"
"n2077","Matt Whitlock"
"n2078","Francesco Carnesecchi"
"n2080","Raja Gosnell"
"n2081","Greg Tiernan"
"n2082","Mark Thornton"
"n2082","Todd Kauffman"
"n2083","Shamzu Zayba"
"n2084","Jesse V. Johnson"
"n2085","Brett Haley"
"n2088","Chris Roland"
"n2088","Maradona Dias Dos Santos"
"n2089","David Galán Galindo"
"n2091","David Moreton"
"n2092","Lester Hsi"
"n2093","Cyrus Nowrasteh"
"n2095","Isabel Sandoval"
"n2096","Nathan Wiley"
"n2101","Wayne Blair"
"n2104","Atul Sabharwal"
"n2105","Bernardo Arellano"
"n2108","Trish Sie"
"n2109","Hong Won-Ki"
"n2111","Khaled Marei"
"n2112","Sebastián Schindel"
"n2115","Prakash Satam"
"n2116","Fred Wolf"
"n2117","Niyi Akinmolayan"
"n2118","Sammaria Sari Simanjuntak"
"n2120","Chairun Nissa"
"n2121","Tom Hooper"
"n2122","Sergei Bodrov"
"n2127","Ashutosh Gowariker"
"n2129","Anna Stone"
"n2130","Cory Edwards"
"n2131","Faraday Okoro"
"n2132","Blair Simmons"
"n2133","Henry Joost"
"n2133","Ariel Schulman"
"n2138","Rebecca Zlotowski"
"n2139","Antonio Campos"
"n2140","Antonio Campos"
"n2142","Sharan Sharma"
"n2143","Rob Minkoff"
"n2144","Tyler Spindel"
"n2147","Vicky Wight"
"n2148","Kunle Afolayan"
"n2150","Marc Meyers"
"n2151","Franziska Meyer Price"
"n2155","Steven Rinella"
"n2156","Richard Weston"
"n2160","Laura Terruso"
"n2162","Martín Sastre"
"n2164","Franck Nataf"
"n2165","Pascal Amanfo"
"n2167","Stanley Moore"
"n2167","Alex Woo"
"n2168","Savage Steve Holland"
"n2170","Kristian Mercado"
"n2172","Mike Doyle"
"n2173","Darren Grant"
"n2177","Mike Gunther"
"n2178","Steve Ball"
"n2180","Joseph Ruben"
"n2183","Mfanelo Ngoma"
"n2184","Colin Minihan"
"n2186","Regina Welker"
"n2186","Nina Wels"
"n2187","Honey Trehan"
"n2188","Katleho Ramaphakela"
"n2188","Rethabile Ramaphakela"
"n2189","Ariel Boles"
"n2192","Álvaro Delgado-Aparicio L."
"n2194","Venkatesh Maha"
"n2195","Nopparoj Chotmunkongsit"
"n2196","Aniedi Anwah"
"n2197","Mickey Fonseca"
"n2198","Matias Mariani"
"n2199","Jan Komasa"
"n2200","Sue Kim"
"n2201","Paul Solet"
"n2203","Ben Kasulke"
"n2205","Gagan Puri"
"n2206","Teddy Chan"
"n2207","Bhavin Wadia"
"n2208","Tony Bancroft"
"n2208","Scott Christian Sava"
"n2209","Greg Rankin"
"n2209","Tj Sullivan"
"n2210","Tope Alake"
"n2211","Fernando González Molina"
"n2212","Yuki Tanada"
"n2214","Vince Marcello"
"n2215","Alex Gibney"
"n2216","Ahn Byoung-Wook"
"n2217","Sibusiso Khuzwayo"
"n2220","Lisa Cortés"
"n2220","Farah X"
"n2221","Wilson Yip"
"n2222","Dave Skinner"
"n2222","Freddie Waters"
"n2225","Denis Do"
"n2229","Leslye Davis"
"n2229","Catrin Einhorn"
"n2232","Toka Mcbaror"
"n2232","Tunde Apalowo"
"n2233","Peter Sullivan"
"n2234","Axelle Laffont"
"n2235","Moses Inwang"
"n2240","Daniel Oriahi"
"n2241","Stefano Mordini"
"n2243","Hayden Guppy"
"n2244","Stéphane De Freitas"
"n2245","André Odendaal"
"n2245","Johan Vorster"
"n2246","Cassia Dian"
"n2248","Amro Salah"
"n2249","Sue Ding"
"n2251","Gina Prince-Bythewood"
"n2252","Wouter Bouvijn"
"n2253","Funke Akindele"
"n2257","Bryn Evans"
"n2258","Cristina Costantini"
"n2258","Kareem Tabsch"
"n2260","Hannah Fidell"
"n2261","Chris Renaud"
"n2261","Kyle Balda"
"n2262","Scott Zabielski"
"n2263","Coodie"
"n2263","Chike"
"n2264","Qlf"
"n2265","Sachin Kundalkar"
"n2266","Puri Jagannadh"
"n2267","Vishal Mahadkar"
"n2268","Anurag Kashyap"
"n2268","Dibakar Banerjee"
"n2268","Karan Johar"
"n2269","Anthony D'Souza"
"n2270","Soumendra Padhi"
"n2271","David Dhawan"
"n2272","Fuwad Khan"
"n2273","Nishikant Kamat"
"n2274","Krish"
"n2275","Kabir Sadanand"
"n2276","Rachit Kusonkoonsiri"
"n2277","Sudhir Mishra"
"n2278","Shoojit Sircar"
"n2279","Omung Kumar"
"n2280","Ribhu Dasgupta"
"n2281","Satish Rajwade"
"n2282","Umesh Shukla"
"n2283","Devika Bhagat"
"n2284","Takashi Doscher"
"n2285","Shubham Singh"
"n2286","Abbas Alibhai Burmawalla"
"n2286","Mastan Alibhai Burmawalla"
"n2287","Luv Ranjan"
"n2288","Vikas Bahl"
"n2289","Bejoy Nambiar"
"n2290","Neeraj Pandey"
"n2291","Aanand Rai"
"n2292","Gurmmeet Singh"
"n2295","Lp"
"n2296","Rako Prijanto"
"n2297","Raoul Peck"
"n2301","Shirley Frimpong-Manso"
"n2303","Fabio Ock"
"n2303","Joana Mazzucchelli"
"n2305","Sabina Fedeli"
"n2305","Anna Migotto"
"n2308","Kyran Kelly"
"n2309","Salvador Calvo"
"n2310","Cem Yılmaz"
"n2311","Barry Avrich"
"n2312","Bruce Beresford"
"n2313","Cem Yılmaz"
"n2315","Matthew Vaughn"
"n2316","Michael Duggan"
"n2317","Almudena Carracedo"
"n2317","Robert Bahar"
"n2318","Paul Verhoeven"
"n2320","Younuts!"
"n2322","Troy Miller"
"n2324","Obi Emelonye"
"n2325","Rako Prijanto"
"n2326","Daniel Effiong"
"n2327","Abhijit Panse"
"n2329","Rachel Griffiths"
"n2331","David Dobkin"
"n2333","Oluseyi Asurf"
"n2334","Eduardo Roy Jr."
"n2337","Abhijit Panse"
"n2339","Ravikanth Perepu"
"n2340","Sooraj R. Barjatya"
"n2341","Sooraj R. Barjatya"
"n2342","Bonni Cohen"
"n2342","Jon Shenk"
"n2343","Anvita Dutt"
"n2345","Gaspar Antillo"
"n2346","Eric Notarnicola"
"n2348","Musthafa"
"n2349","Ishaya Bako"
"n2351","Kate Mulleavy"
"n2351","Laura Mulleavy"
"n2352","Akhigbe Ilozobhie"
"n2354","Apurva Dhar Badgaiyann"
"n2355","Youssef Chahine"
"n2357","Elissa Down"
"n2359","Guillaume Pierret"
"n2361","Ozan Açıktan"
"n2362","Youssef Chahine"
"n2364","Olivier Assayas"
"n2365","Junichi Sato"
"n2365","Tomotaka Shibayama"
"n2366","Youssef Chahine"
"n2367","Youssef Chahine"
"n2368","Youssef Chahine"
"n2369","Youssef Chahine"
"n2370","Youssef Chahine"
"n2371","Pablo Aulita"
"n2372","Eduardo Roy Jr."
"n2373","Manatsanun Phanlerdwongsakul"
"n2374","Youssef Chahine"
"n2375","Georges Hachem"
"n2376","Youssef Chahine"
"n2377","Youssef Chahine"
"n2378","Peter Lepeniotis"
"n2380","Jim Hosking"
"n2381","Paco Aguilar"
"n2382","Obi Emelonye"
"n2383","Greg Mclean"
"n2386","Juan José Campanella"
"n2387","Adrian Teh"
"n2388","Ishaya Bako"
"n2390","A. Raajdheep"
"n2392","Fajar Bustomi"
"n2392","Pidi Baiq"
"n2393","Nicholas Kharkongor"
"n2394","Spike Lee"
"n2398","Michael Mckay"
"n2399","Kitaro Kosaka"
"n2403","Ali F. Mostafa"
"n2404","Ayman Makram"
"n2406","Rob Seidenglanz"
"n2408","George Gallo"
"n2411","Park Hoon-Jung"
"n2412","Ry Russo-Young"
"n2413","Barbara Białowąs"
"n2413","Tomasz Mandes"
"n2414","Akhil Paul"
"n2414","Anas Khan"
"n2415","Kanika Batra"
"n2417","Michael Cristofer"
"n2419","Mohamed Khan"
"n2420","Adriana Trigiani"
"n2421","Anurag Kashyap"
"n2422","Moses Inwang"
"n2424","Phil Sgriccia"
"n2425","Olivier Megaton"
"n2428","Andaç Haznedaroğlu"
"n2429","Murat Kepez"
"n2430","Ahmed Nader Galal"
"n2431","Greta Gerwig"
"n2432","Sam Rega"
"n2434","Wael Ehsan"
"n2435","Inas El-Degheidy"
