Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,Month Name,Month & Year,Quarter & Year,DayOfWeek,DayOfWeekName,WeekEnding,MonthEnding,ISO Weeknumber,ISO Year,ISO Day of Year,Week & Year,WeeknYear,MonthnYear,QuarternYear,Fiscal Year,Fiscal Quarter,Fiscal Period,IsAfterToday,IsWorkingDay,IsHoliday,IsBusinessDay,Day Type,WeekOffset,MonthOffset,QuarterOffset,YearOffset,FiscalYearOffset,WeekCompleted,MonthCompleted,QuarterCompleted,Monday_Thursday Order
2024-02-01 00:00:00.000,2024,1,2,1,20240201,"February","Feb 2024","Q1 2024",4,"Thursday",2024-02-04 00:00:00.000,2024-02-29 00:00:00.000,5,2024,32,"2024-05",20240500,20240200,20240100,"FY24","FQ3",8,True,True,"Unknown",True,"Weekday",166,39,13,4,3,False,False,False,""
2024-02-08 00:00:00.000,2024,1,2,8,20240208,"February","Feb 2024","Q1 2024",4,"Thursday",2024-02-11 00:00:00.000,2024-02-29 00:00:00.000,6,2024,39,"2024-06",20240600,20240200,20240100,"FY24","FQ3",8,True,True,"Unknown",True,"Weekday",167,39,13,4,3,False,False,False,""
2024-02-15 00:00:00.000,2024,1,2,15,20240215,"February","Feb 2024","Q1 2024",4,"Thursday",2024-02-18 00:00:00.000,2024-02-29 00:00:00.000,7,2024,46,"2024-07",20240700,20240200,20240100,"FY24","FQ3",8,True,True,"Unknown",True,"Weekday",168,39,13,4,3,False,False,False,""
2024-02-22 00:00:00.000,2024,1,2,22,20240222,"February","Feb 2024","Q1 2024",4,"Thursday",2024-02-25 00:00:00.000,2024-02-29 00:00:00.000,8,2024,53,"2024-08",20240800,20240200,20240100,"FY24","FQ3",8,True,True,"Unknown",True,"Weekday",169,39,13,4,3,False,False,False,"Fourth Thursday"
2024-02-29 00:00:00.000,2024,1,2,29,20240229,"February","Feb 2024","Q1 2024",4,"Thursday",2024-03-03 00:00:00.000,2024-02-29 00:00:00.000,9,2024,60,"2024-09",20240900,20240200,20240100,"FY24","FQ3",8,True,True,"Unknown",True,"Weekday",170,39,13,4,3,False,False,False,""
2024-03-07 00:00:00.000,2024,1,3,7,20240307,"March","Mar 2024","Q1 2024",4,"Thursday",2024-03-10 00:00:00.000,2024-03-31 00:00:00.000,10,2024,67,"2024-10",20241000,20240300,20240100,"FY24","FQ3",9,True,True,"Unknown",True,"Weekday",171,40,13,4,3,False,False,False,""
2024-03-14 00:00:00.000,2024,1,3,14,20240314,"March","Mar 2024","Q1 2024",4,"Thursday",2024-03-17 00:00:00.000,2024-03-31 00:00:00.000,11,2024,74,"2024-11",20241100,20240300,20240100,"FY24","FQ3",9,True,True,"Unknown",True,"Weekday",172,40,13,4,3,False,False,False,""
2024-03-21 00:00:00.000,2024,1,3,21,20240321,"March","Mar 2024","Q1 2024",4,"Thursday",2024-03-24 00:00:00.000,2024-03-31 00:00:00.000,12,2024,81,"2024-12",20241200,20240300,20240100,"FY24","FQ3",9,True,True,"Unknown",True,"Weekday",173,40,13,4,3,False,False,False,""
2024-03-28 00:00:00.000,2024,1,3,28,20240328,"March","Mar 2024","Q1 2024",4,"Thursday",2024-03-31 00:00:00.000,2024-03-31 00:00:00.000,13,2024,88,"2024-13",20241300,20240300,20240100,"FY24","FQ3",9,True,True,"Unknown",True,"Weekday",174,40,13,4,3,False,False,False,"Fourth Thursday"
2024-04-04 00:00:00.000,2024,2,4,4,20240404,"April","Apr 2024","Q2 2024",4,"Thursday",2024-04-07 00:00:00.000,2024-04-30 00:00:00.000,14,2024,95,"2024-14",20241400,20240400,20240200,"FY24","FQ4",10,True,True,"Unknown",True,"Weekday",175,41,14,4,3,False,False,False,""
2024-04-11 00:00:00.000,2024,2,4,11,20240411,"April","Apr 2024","Q2 2024",4,"Thursday",2024-04-14 00:00:00.000,2024-04-30 00:00:00.000,15,2024,102,"2024-15",20241500,20240400,20240200,"FY24","FQ4",10,True,True,"Unknown",True,"Weekday",176,41,14,4,3,False,False,False,""
2024-04-18 00:00:00.000,2024,2,4,18,20240418,"April","Apr 2024","Q2 2024",4,"Thursday",2024-04-21 00:00:00.000,2024-04-30 00:00:00.000,16,2024,109,"2024-16",20241600,20240400,20240200,"FY24","FQ4",10,True,True,"Unknown",True,"Weekday",177,41,14,4,3,False,False,False,""
2024-04-25 00:00:00.000,2024,2,4,25,20240425,"April","Apr 2024","Q2 2024",4,"Thursday",2024-04-28 00:00:00.000,2024-04-30 00:00:00.000,17,2024,116,"2024-17",20241700,20240400,20240200,"FY24","FQ4",10,True,True,"Unknown",True,"Weekday",178,41,14,4,3,False,False,False,"Fourth Thursday"
2024-05-02 00:00:00.000,2024,2,5,2,20240502,"May","May 2024","Q2 2024",4,"Thursday",2024-05-05 00:00:00.000,2024-05-31 00:00:00.000,18,2024,123,"2024-18",20241800,20240500,20240200,"FY24","FQ4",11,True,True,"Unknown",True,"Weekday",179,42,14,4,3,False,False,False,""
2024-05-09 00:00:00.000,2024,2,5,9,20240509,"May","May 2024","Q2 2024",4,"Thursday",2024-05-12 00:00:00.000,2024-05-31 00:00:00.000,19,2024,130,"2024-19",20241900,20240500,20240200,"FY24","FQ4",11,True,True,"Unknown",True,"Weekday",180,42,14,4,3,False,False,False,""
2024-05-16 00:00:00.000,2024,2,5,16,20240516,"May","May 2024","Q2 2024",4,"Thursday",2024-05-19 00:00:00.000,2024-05-31 00:00:00.000,20,2024,137,"2024-20",20242000,20240500,20240200,"FY24","FQ4",11,True,True,"Unknown",True,"Weekday",181,42,14,4,3,False,False,False,""
2024-05-23 00:00:00.000,2024,2,5,23,20240523,"May","May 2024","Q2 2024",4,"Thursday",2024-05-26 00:00:00.000,2024-05-31 00:00:00.000,21,2024,144,"2024-21",20242100,20240500,20240200,"FY24","FQ4",11,True,True,"Unknown",True,"Weekday",182,42,14,4,3,False,False,False,"Fourth Thursday"
2024-05-30 00:00:00.000,2024,2,5,30,20240530,"May","May 2024","Q2 2024",4,"Thursday",2024-06-02 00:00:00.000,2024-05-31 00:00:00.000,22,2024,151,"2024-22",20242200,20240500,20240200,"FY24","FQ4",11,True,True,"Unknown",True,"Weekday",183,42,14,4,3,False,False,False,""
2024-06-06 00:00:00.000,2024,2,6,6,20240606,"June","Jun 2024","Q2 2024",4,"Thursday",2024-06-09 00:00:00.000,2024-06-30 00:00:00.000,23,2024,158,"2024-23",20242300,20240600,20240200,"FY24","FQ4",12,True,True,"Unknown",True,"Weekday",184,43,14,4,3,False,False,False,""
2024-06-13 00:00:00.000,2024,2,6,13,20240613,"June","Jun 2024","Q2 2024",4,"Thursday",2024-06-16 00:00:00.000,2024-06-30 00:00:00.000,24,2024,165,"2024-24",20242400,20240600,20240200,"FY24","FQ4",12,True,True,"Unknown",True,"Weekday",185,43,14,4,3,False,False,False,""
2024-06-20 00:00:00.000,2024,2,6,20,20240620,"June","Jun 2024","Q2 2024",4,"Thursday",2024-06-23 00:00:00.000,2024-06-30 00:00:00.000,25,2024,172,"2024-25",20242500,20240600,20240200,"FY24","FQ4",12,True,True,"Unknown",True,"Weekday",186,43,14,4,3,False,False,False,""
2024-06-27 00:00:00.000,2024,2,6,27,20240627,"June","Jun 2024","Q2 2024",4,"Thursday",2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,26,2024,179,"2024-26",20242600,20240600,20240200,"FY24","FQ4",12,True,True,"Unknown",True,"Weekday",187,43,14,4,3,False,False,False,"Fourth Thursday"
2024-07-04 00:00:00.000,2024,3,7,4,20240704,"July","Jul 2024","Q3 2024",4,"Thursday",2024-07-07 00:00:00.000,2024-07-31 00:00:00.000,27,2024,186,"2024-27",20242700,20240700,20240300,"FY25","FQ1",1,True,True,"Unknown",True,"Weekday",188,44,15,4,4,False,False,False,""
2024-07-11 00:00:00.000,2024,3,7,11,20240711,"July","Jul 2024","Q3 2024",4,"Thursday",2024-07-14 00:00:00.000,2024-07-31 00:00:00.000,28,2024,193,"2024-28",20242800,20240700,20240300,"FY25","FQ1",1,True,True,"Unknown",True,"Weekday",189,44,15,4,4,False,False,False,""
2024-07-18 00:00:00.000,2024,3,7,18,20240718,"July","Jul 2024","Q3 2024",4,"Thursday",2024-07-21 00:00:00.000,2024-07-31 00:00:00.000,29,2024,200,"2024-29",20242900,20240700,20240300,"FY25","FQ1",1,True,True,"Unknown",True,"Weekday",190,44,15,4,4,False,False,False,""
2024-07-25 00:00:00.000,2024,3,7,25,20240725,"July","Jul 2024","Q3 2024",4,"Thursday",2024-07-28 00:00:00.000,2024-07-31 00:00:00.000,30,2024,207,"2024-30",20243000,20240700,20240300,"FY25","FQ1",1,True,True,"Unknown",True,"Weekday",191,44,15,4,4,False,False,False,"Fourth Thursday"
2024-08-01 00:00:00.000,2024,3,8,1,20240801,"August","Aug 2024","Q3 2024",4,"Thursday",2024-08-04 00:00:00.000,2024-08-31 00:00:00.000,31,2024,214,"2024-31",20243100,20240800,20240300,"FY25","FQ1",2,True,True,"Unknown",True,"Weekday",192,45,15,4,4,False,False,False,""
2024-08-08 00:00:00.000,2024,3,8,8,20240808,"August","Aug 2024","Q3 2024",4,"Thursday",2024-08-11 00:00:00.000,2024-08-31 00:00:00.000,32,2024,221,"2024-32",20243200,20240800,20240300,"FY25","FQ1",2,True,True,"Unknown",True,"Weekday",193,45,15,4,4,False,False,False,""
2024-08-15 00:00:00.000,2024,3,8,15,20240815,"August","Aug 2024","Q3 2024",4,"Thursday",2024-08-18 00:00:00.000,2024-08-31 00:00:00.000,33,2024,228,"2024-33",20243300,20240800,20240300,"FY25","FQ1",2,True,True,"Unknown",True,"Weekday",194,45,15,4,4,False,False,False,""
2024-08-22 00:00:00.000,2024,3,8,22,20240822,"August","Aug 2024","Q3 2024",4,"Thursday",2024-08-25 00:00:00.000,2024-08-31 00:00:00.000,34,2024,235,"2024-34",20243400,20240800,20240300,"FY25","FQ1",2,True,True,"Unknown",True,"Weekday",195,45,15,4,4,False,False,False,"Fourth Thursday"
2024-08-29 00:00:00.000,2024,3,8,29,20240829,"August","Aug 2024","Q3 2024",4,"Thursday",2024-09-01 00:00:00.000,2024-08-31 00:00:00.000,35,2024,242,"2024-35",20243500,20240800,20240300,"FY25","FQ1",2,True,True,"Unknown",True,"Weekday",196,45,15,4,4,False,False,False,""
2024-09-05 00:00:00.000,2024,3,9,5,20240905,"September","Sep 2024","Q3 2024",4,"Thursday",2024-09-08 00:00:00.000,2024-09-30 00:00:00.000,36,2024,249,"2024-36",20243600,20240900,20240300,"FY25","FQ1",3,True,True,"Unknown",True,"Weekday",197,46,15,4,4,False,False,False,""
2024-09-12 00:00:00.000,2024,3,9,12,20240912,"September","Sep 2024","Q3 2024",4,"Thursday",2024-09-15 00:00:00.000,2024-09-30 00:00:00.000,37,2024,256,"2024-37",20243700,20240900,20240300,"FY25","FQ1",3,True,True,"Unknown",True,"Weekday",198,46,15,4,4,False,False,False,""
2024-09-19 00:00:00.000,2024,3,9,19,20240919,"September","Sep 2024","Q3 2024",4,"Thursday",2024-09-22 00:00:00.000,2024-09-30 00:00:00.000,38,2024,263,"2024-38",20243800,20240900,20240300,"FY25","FQ1",3,True,True,"Unknown",True,"Weekday",199,46,15,4,4,False,False,False,""
2024-09-26 00:00:00.000,2024,3,9,26,20240926,"September","Sep 2024","Q3 2024",4,"Thursday",2024-09-29 00:00:00.000,2024-09-30 00:00:00.000,39,2024,270,"2024-39",20243900,20240900,20240300,"FY25","FQ1",3,True,True,"Unknown",True,"Weekday",200,46,15,4,4,False,False,False,"Fourth Thursday"
2025-01-02 00:00:00.000,2025,1,1,2,20250102,"January","Jan 2025","Q1 2025",4,"Thursday",2025-01-05 00:00:00.000,2025-01-31 00:00:00.000,1,2025,4,"2025-01",20250100,20250100,20250100,"FY25","FQ3",7,True,True,"Unknown",True,"Weekday",214,50,17,5,4,False,False,False,""
2025-01-09 00:00:00.000,2025,1,1,9,20250109,"January","Jan 2025","Q1 2025",4,"Thursday",2025-01-12 00:00:00.000,2025-01-31 00:00:00.000,2,2025,11,"2025-02",20250200,20250100,20250100,"FY25","FQ3",7,True,True,"Unknown",True,"Weekday",215,50,17,5,4,False,False,False,""
2025-01-16 00:00:00.000,2025,1,1,16,20250116,"January","Jan 2025","Q1 2025",4,"Thursday",2025-01-19 00:00:00.000,2025-01-31 00:00:00.000,3,2025,18,"2025-03",20250300,20250100,20250100,"FY25","FQ3",7,True,True,"Unknown",True,"Weekday",216,50,17,5,4,False,False,False,""
2025-01-23 00:00:00.000,2025,1,1,23,20250123,"January","Jan 2025","Q1 2025",4,"Thursday",2025-01-26 00:00:00.000,2025-01-31 00:00:00.000,4,2025,25,"2025-04",20250400,20250100,20250100,"FY25","FQ3",7,True,True,"Unknown",True,"Weekday",217,50,17,5,4,False,False,False,"Fourth Thursday"
2025-01-30 00:00:00.000,2025,1,1,30,20250130,"January","Jan 2025","Q1 2025",4,"Thursday",2025-02-02 00:00:00.000,2025-01-31 00:00:00.000,5,2025,32,"2025-05",20250500,20250100,20250100,"FY25","FQ3",7,True,True,"Unknown",True,"Weekday",218,50,17,5,4,False,False,False,""
2025-02-06 00:00:00.000,2025,1,2,6,20250206,"February","Feb 2025","Q1 2025",4,"Thursday",2025-02-09 00:00:00.000,2025-02-28 00:00:00.000,6,2025,39,"2025-06",20250600,20250200,20250100,"FY25","FQ3",8,True,True,"Unknown",True,"Weekday",219,51,17,5,4,False,False,False,""
2025-02-13 00:00:00.000,2025,1,2,13,20250213,"February","Feb 2025","Q1 2025",4,"Thursday",2025-02-16 00:00:00.000,2025-02-28 00:00:00.000,7,2025,46,"2025-07",20250700,20250200,20250100,"FY25","FQ3",8,True,True,"Unknown",True,"Weekday",220,51,17,5,4,False,False,False,""
2025-02-20 00:00:00.000,2025,1,2,20,20250220,"February","Feb 2025","Q1 2025",4,"Thursday",2025-02-23 00:00:00.000,2025-02-28 00:00:00.000,8,2025,53,"2025-08",20250800,20250200,20250100,"FY25","FQ3",8,True,True,"Unknown",True,"Weekday",221,51,17,5,4,False,False,False,""
2025-02-27 00:00:00.000,2025,1,2,27,20250227,"February","Feb 2025","Q1 2025",4,"Thursday",2025-03-02 00:00:00.000,2025-02-28 00:00:00.000,9,2025,60,"2025-09",20250900,20250200,20250100,"FY25","FQ3",8,True,True,"Unknown",True,"Weekday",222,51,17,5,4,False,False,False,"Fourth Thursday"
2025-03-06 00:00:00.000,2025,1,3,6,20250306,"March","Mar 2025","Q1 2025",4,"Thursday",2025-03-09 00:00:00.000,2025-03-31 00:00:00.000,10,2025,67,"2025-10",20251000,20250300,20250100,"FY25","FQ3",9,True,True,"Unknown",True,"Weekday",223,52,17,5,4,False,False,False,""
2025-03-13 00:00:00.000,2025,1,3,13,20250313,"March","Mar 2025","Q1 2025",4,"Thursday",2025-03-16 00:00:00.000,2025-03-31 00:00:00.000,11,2025,74,"2025-11",20251100,20250300,20250100,"FY25","FQ3",9,True,True,"Unknown",True,"Weekday",224,52,17,5,4,False,False,False,""
2025-03-20 00:00:00.000,2025,1,3,20,20250320,"March","Mar 2025","Q1 2025",4,"Thursday",2025-03-23 00:00:00.000,2025-03-31 00:00:00.000,12,2025,81,"2025-12",20251200,20250300,20250100,"FY25","FQ3",9,True,True,"Unknown",True,"Weekday",225,52,17,5,4,False,False,False,""
2025-03-27 00:00:00.000,2025,1,3,27,20250327,"March","Mar 2025","Q1 2025",4,"Thursday",2025-03-30 00:00:00.000,2025-03-31 00:00:00.000,13,2025,88,"2025-13",20251300,20250300,20250100,"FY25","FQ3",9,True,True,"Unknown",True,"Weekday",226,52,17,5,4,False,False,False,"Fourth Thursday"
2025-04-03 00:00:00.000,2025,2,4,3,20250403,"April","Apr 2025","Q2 2025",4,"Thursday",2025-04-06 00:00:00.000,2025-04-30 00:00:00.000,14,2025,95,"2025-14",20251400,20250400,20250200,"FY25","FQ4",10,True,True,"Unknown",True,"Weekday",227,53,18,5,4,False,False,False,""
2025-04-10 00:00:00.000,2025,2,4,10,20250410,"April","Apr 2025","Q2 2025",4,"Thursday",2025-04-13 00:00:00.000,2025-04-30 00:00:00.000,15,2025,102,"2025-15",20251500,20250400,20250200,"FY25","FQ4",10,True,True,"Unknown",True,"Weekday",228,53,18,5,4,False,False,False,""
2025-04-17 00:00:00.000,2025,2,4,17,20250417,"April","Apr 2025","Q2 2025",4,"Thursday",2025-04-20 00:00:00.000,2025-04-30 00:00:00.000,16,2025,109,"2025-16",20251600,20250400,20250200,"FY25","FQ4",10,True,True,"Unknown",True,"Weekday",229,53,18,5,4,False,False,False,""
2025-04-24 00:00:00.000,2025,2,4,24,20250424,"April","Apr 2025","Q2 2025",4,"Thursday",2025-04-27 00:00:00.000,2025-04-30 00:00:00.000,17,2025,116,"2025-17",20251700,20250400,20250200,"FY25","FQ4",10,True,True,"Unknown",True,"Weekday",230,53,18,5,4,False,False,False,"Fourth Thursday"
2025-05-01 00:00:00.000,2025,2,5,1,20250501,"May","May 2025","Q2 2025",4,"Thursday",2025-05-04 00:00:00.000,2025-05-31 00:00:00.000,18,2025,123,"2025-18",20251800,20250500,20250200,"FY25","FQ4",11,True,True,"Unknown",True,"Weekday",231,54,18,5,4,False,False,False,""
2025-05-08 00:00:00.000,2025,2,5,8,20250508,"May","May 2025","Q2 2025",4,"Thursday",2025-05-11 00:00:00.000,2025-05-31 00:00:00.000,19,2025,130,"2025-19",20251900,20250500,20250200,"FY25","FQ4",11,True,True,"Unknown",True,"Weekday",232,54,18,5,4,False,False,False,""
2025-05-15 00:00:00.000,2025,2,5,15,20250515,"May","May 2025","Q2 2025",4,"Thursday",2025-05-18 00:00:00.000,2025-05-31 00:00:00.000,20,2025,137,"2025-20",20252000,20250500,20250200,"FY25","FQ4",11,True,True,"Unknown",True,"Weekday",233,54,18,5,4,False,False,False,""
2025-05-22 00:00:00.000,2025,2,5,22,20250522,"May","May 2025","Q2 2025",4,"Thursday",2025-05-25 00:00:00.000,2025-05-31 00:00:00.000,21,2025,144,"2025-21",20252100,20250500,20250200,"FY25","FQ4",11,True,True,"Unknown",True,"Weekday",234,54,18,5,4,False,False,False,"Fourth Thursday"
2025-05-29 00:00:00.000,2025,2,5,29,20250529,"May","May 2025","Q2 2025",4,"Thursday",2025-06-01 00:00:00.000,2025-05-31 00:00:00.000,22,2025,151,"2025-22",20252200,20250500,20250200,"FY25","FQ4",11,True,True,"Unknown",True,"Weekday",235,54,18,5,4,False,False,False,""
2025-06-05 00:00:00.000,2025,2,6,5,20250605,"June","Jun 2025","Q2 2025",4,"Thursday",2025-06-08 00:00:00.000,2025-06-30 00:00:00.000,23,2025,158,"2025-23",20252300,20250600,20250200,"FY25","FQ4",12,True,True,"Unknown",True,"Weekday",236,55,18,5,4,False,False,False,""
2025-06-12 00:00:00.000,2025,2,6,12,20250612,"June","Jun 2025","Q2 2025",4,"Thursday",2025-06-15 00:00:00.000,2025-06-30 00:00:00.000,24,2025,165,"2025-24",20252400,20250600,20250200,"FY25","FQ4",12,True,True,"Unknown",True,"Weekday",237,55,18,5,4,False,False,False,""
2025-06-19 00:00:00.000,2025,2,6,19,20250619,"June","Jun 2025","Q2 2025",4,"Thursday",2025-06-22 00:00:00.000,2025-06-30 00:00:00.000,25,2025,172,"2025-25",20252500,20250600,20250200,"FY25","FQ4",12,True,True,"Unknown",True,"Weekday",238,55,18,5,4,False,False,False,""
2025-06-26 00:00:00.000,2025,2,6,26,20250626,"June","Jun 2025","Q2 2025",4,"Thursday",2025-06-29 00:00:00.000,2025-06-30 00:00:00.000,26,2025,179,"2025-26",20252600,20250600,20250200,"FY25","FQ4",12,True,True,"Unknown",True,"Weekday",239,55,18,5,4,False,False,False,"Fourth Thursday"
2025-07-03 00:00:00.000,2025,3,7,3,20250703,"July","Jul 2025","Q3 2025",4,"Thursday",2025-07-06 00:00:00.000,2025-07-31 00:00:00.000,27,2025,186,"2025-27",20252700,20250700,20250300,"FY26","FQ1",1,True,True,"Unknown",True,"Weekday",240,56,19,5,5,False,False,False,""
2025-07-10 00:00:00.000,2025,3,7,10,20250710,"July","Jul 2025","Q3 2025",4,"Thursday",2025-07-13 00:00:00.000,2025-07-31 00:00:00.000,28,2025,193,"2025-28",20252800,20250700,20250300,"FY26","FQ1",1,True,True,"Unknown",True,"Weekday",241,56,19,5,5,False,False,False,""
2025-07-17 00:00:00.000,2025,3,7,17,20250717,"July","Jul 2025","Q3 2025",4,"Thursday",2025-07-20 00:00:00.000,2025-07-31 00:00:00.000,29,2025,200,"2025-29",20252900,20250700,20250300,"FY26","FQ1",1,True,True,"Unknown",True,"Weekday",242,56,19,5,5,False,False,False,""
2025-07-24 00:00:00.000,2025,3,7,24,20250724,"July","Jul 2025","Q3 2025",4,"Thursday",2025-07-27 00:00:00.000,2025-07-31 00:00:00.000,30,2025,207,"2025-30",20253000,20250700,20250300,"FY26","FQ1",1,True,True,"Unknown",True,"Weekday",243,56,19,5,5,False,False,False,"Fourth Thursday"
2025-07-31 00:00:00.000,2025,3,7,31,20250731,"July","Jul 2025","Q3 2025",4,"Thursday",2025-08-03 00:00:00.000,2025-07-31 00:00:00.000,31,2025,214,"2025-31",20253100,20250700,20250300,"FY26","FQ1",1,True,True,"Unknown",True,"Weekday",244,56,19,5,5,False,False,False,""
2025-08-07 00:00:00.000,2025,3,8,7,20250807,"August","Aug 2025","Q3 2025",4,"Thursday",2025-08-10 00:00:00.000,2025-08-31 00:00:00.000,32,2025,221,"2025-32",20253200,20250800,20250300,"FY26","FQ1",2,True,True,"Unknown",True,"Weekday",245,57,19,5,5,False,False,False,""
2025-08-14 00:00:00.000,2025,3,8,14,20250814,"August","Aug 2025","Q3 2025",4,"Thursday",2025-08-17 00:00:00.000,2025-08-31 00:00:00.000,33,2025,228,"2025-33",20253300,20250800,20250300,"FY26","FQ1",2,True,True,"Unknown",True,"Weekday",246,57,19,5,5,False,False,False,""
2025-08-21 00:00:00.000,2025,3,8,21,20250821,"August","Aug 2025","Q3 2025",4,"Thursday",2025-08-24 00:00:00.000,2025-08-31 00:00:00.000,34,2025,235,"2025-34",20253400,20250800,20250300,"FY26","FQ1",2,True,True,"Unknown",True,"Weekday",247,57,19,5,5,False,False,False,""
2025-08-28 00:00:00.000,2025,3,8,28,20250828,"August","Aug 2025","Q3 2025",4,"Thursday",2025-08-31 00:00:00.000,2025-08-31 00:00:00.000,35,2025,242,"2025-35",20253500,20250800,20250300,"FY26","FQ1",2,True,True,"Unknown",True,"Weekday",248,57,19,5,5,False,False,False,"Fourth Thursday"
2025-09-04 00:00:00.000,2025,3,9,4,20250904,"September","Sep 2025","Q3 2025",4,"Thursday",2025-09-07 00:00:00.000,2025-09-30 00:00:00.000,36,2025,249,"2025-36",20253600,20250900,20250300,"FY26","FQ1",3,True,True,"Unknown",True,"Weekday",249,58,19,5,5,False,False,False,""
2025-09-11 00:00:00.000,2025,3,9,11,20250911,"September","Sep 2025","Q3 2025",4,"Thursday",2025-09-14 00:00:00.000,2025-09-30 00:00:00.000,37,2025,256,"2025-37",20253700,20250900,20250300,"FY26","FQ1",3,True,True,"Unknown",True,"Weekday",250,58,19,5,5,False,False,False,""
2025-09-18 00:00:00.000,2025,3,9,18,20250918,"September","Sep 2025","Q3 2025",4,"Thursday",2025-09-21 00:00:00.000,2025-09-30 00:00:00.000,38,2025,263,"2025-38",20253800,20250900,20250300,"FY26","FQ1",3,True,True,"Unknown",True,"Weekday",251,58,19,5,5,False,False,False,""
2025-09-25 00:00:00.000,2025,3,9,25,20250925,"September","Sep 2025","Q3 2025",4,"Thursday",2025-09-28 00:00:00.000,2025-09-30 00:00:00.000,39,2025,270,"2025-39",20253900,20250900,20250300,"FY26","FQ1",3,True,True,"Unknown",True,"Weekday",252,58,19,5,5,False,False,False,"Fourth Thursday"
2026-01-01 00:00:00.000,2026,1,1,1,20260101,"January","Jan 2026","Q1 2026",4,"Thursday",2026-01-04 00:00:00.000,2026-01-31 00:00:00.000,1,2026,4,"2026-01",20260100,20260100,20260100,"FY26","FQ3",7,True,True,"Unknown",True,"Weekday",266,62,21,6,5,False,False,False,""
2026-01-08 00:00:00.000,2026,1,1,8,20260108,"January","Jan 2026","Q1 2026",4,"Thursday",2026-01-11 00:00:00.000,2026-01-31 00:00:00.000,2,2026,11,"2026-02",20260200,20260100,20260100,"FY26","FQ3",7,True,True,"Unknown",True,"Weekday",267,62,21,6,5,False,False,False,""
2026-01-15 00:00:00.000,2026,1,1,15,20260115,"January","Jan 2026","Q1 2026",4,"Thursday",2026-01-18 00:00:00.000,2026-01-31 00:00:00.000,3,2026,18,"2026-03",20260300,20260100,20260100,"FY26","FQ3",7,True,True,"Unknown",True,"Weekday",268,62,21,6,5,False,False,False,""
2026-01-22 00:00:00.000,2026,1,1,22,20260122,"January","Jan 2026","Q1 2026",4,"Thursday",2026-01-25 00:00:00.000,2026-01-31 00:00:00.000,4,2026,25,"2026-04",20260400,20260100,20260100,"FY26","FQ3",7,True,True,"Unknown",True,"Weekday",269,62,21,6,5,False,False,False,"Fourth Thursday"
2026-01-29 00:00:00.000,2026,1,1,29,20260129,"January","Jan 2026","Q1 2026",4,"Thursday",2026-02-01 00:00:00.000,2026-01-31 00:00:00.000,5,2026,32,"2026-05",20260500,20260100,20260100,"FY26","FQ3",7,True,True,"Unknown",True,"Weekday",270,62,21,6,5,False,False,False,""
2026-02-05 00:00:00.000,2026,1,2,5,20260205,"February","Feb 2026","Q1 2026",4,"Thursday",2026-02-08 00:00:00.000,2026-02-28 00:00:00.000,6,2026,39,"2026-06",20260600,20260200,20260100,"FY26","FQ3",8,True,True,"Unknown",True,"Weekday",271,63,21,6,5,False,False,False,""
2026-02-12 00:00:00.000,2026,1,2,12,20260212,"February","Feb 2026","Q1 2026",4,"Thursday",2026-02-15 00:00:00.000,2026-02-28 00:00:00.000,7,2026,46,"2026-07",20260700,20260200,20260100,"FY26","FQ3",8,True,True,"Unknown",True,"Weekday",272,63,21,6,5,False,False,False,""
2026-02-19 00:00:00.000,2026,1,2,19,20260219,"February","Feb 2026","Q1 2026",4,"Thursday",2026-02-22 00:00:00.000,2026-02-28 00:00:00.000,8,2026,53,"2026-08",20260800,20260200,20260100,"FY26","FQ3",8,True,True,"Unknown",True,"Weekday",273,63,21,6,5,False,False,False,""
2026-02-26 00:00:00.000,2026,1,2,26,20260226,"February","Feb 2026","Q1 2026",4,"Thursday",2026-03-01 00:00:00.000,2026-02-28 00:00:00.000,9,2026,60,"2026-09",20260900,20260200,20260100,"FY26","FQ3",8,True,True,"Unknown",True,"Weekday",274,63,21,6,5,False,False,False,"Fourth Thursday"
2026-03-05 00:00:00.000,2026,1,3,5,20260305,"March","Mar 2026","Q1 2026",4,"Thursday",2026-03-08 00:00:00.000,2026-03-31 00:00:00.000,10,2026,67,"2026-10",20261000,20260300,20260100,"FY26","FQ3",9,True,True,"Unknown",True,"Weekday",275,64,21,6,5,False,False,False,""
2026-03-12 00:00:00.000,2026,1,3,12,20260312,"March","Mar 2026","Q1 2026",4,"Thursday",2026-03-15 00:00:00.000,2026-03-31 00:00:00.000,11,2026,74,"2026-11",20261100,20260300,20260100,"FY26","FQ3",9,True,True,"Unknown",True,"Weekday",276,64,21,6,5,False,False,False,""
2026-03-19 00:00:00.000,2026,1,3,19,20260319,"March","Mar 2026","Q1 2026",4,"Thursday",2026-03-22 00:00:00.000,2026-03-31 00:00:00.000,12,2026,81,"2026-12",20261200,20260300,20260100,"FY26","FQ3",9,True,True,"Unknown",True,"Weekday",277,64,21,6,5,False,False,False,""
