Vendor (Preferred),Column2,Group,Category,Class,Article,Product Description,Core Range,Available SOH Qty,Invoice Cost,RSP (Site- ex GST),In Stock %,Replen Sites (Count),202109 PO Outs Qty,202108 PO Outs Qty,202107 PO Outs Qty,202106 PO Outs Qty,202109 PO Qty,202108 PO Qty,202107 PO Qty,202106 PO Qty,202109 GR Qty,202108 GR Qty,202107 GR Qty,202106 GR Qty,202109 SOH Qty,202108 SOH Qty,202107 SOH Qty,202106 SOH Qty,UD Qty
510711,"ELECTROLUX HOME PRODUCTS P/L","070CKG","070CKGRHD","070CKGRHD055",10224122,"CHEF\CARBON FILTER CARTRIDGE","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
510711,"ELECTROLUX HOME PRODUCTS P/L","070CKG","070CKGRHD","070CKGRHD060",10232193,"WEST/HOUSE 60CM CANOPY","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
510711,"ELECTROLUX HOME PRODUCTS P/L","070CKG","070CKGRHD","070CKGRHD065",10185785,"CHEF 90CM CURVED GLASS CANOPY","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
510711,"ELECTROLUX HOME PRODUCTS P/L","070CKG","070CKGRHD","070CKGRHD065",10200582,"AEG 90CM DESIGNER WALL CANOPY","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
510711,"ELECTROLUX HOME PRODUCTS P/L","070CKG","070CKGRHD","070CKGRHD065",10232194,"WEST/HOUSE 90CM CANOPY","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
510711,"ELECTROLUX HOME PRODUCTS P/L","070CKG","070CKGRHD","070CKGRHD065",10232195,"WEST/HOUSE 90CM CANOPY","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
510711,"ELECTROLUX HOME PRODUCTS P/L","070CKG","070CKGRHD","070CKGRHD065",11154842,"WEST/HOUSE 90CM FLAT GLS","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
510711,"ELECTROLUX HOME PRODUCTS P/L","070CKG","070CKGRHD","070CKGRHD065",11491742,"AEG T2 STOCK ONLY","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
510711,"ELECTROLUX HOME PRODUCTS P/L","070CKG","070CKGRHD","070CKGRHD065",11508693,"ELECTROLUX 90CM STAINLESS STEEL CANOPY","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
510711,"ELECTROLUX HOME PRODUCTS P/L","070CKG","070CKGRHD","070CKGRHD080",11221928,"BEEFEATER SIGNATURE STAINLESS RANGEHOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
601265,"GLEM GAS AUSTRALASIA","070CKG","070CKGRHD","070CKGRHD060",10132601,"GLEMGAS 60CM GLASS CANOPY S/S","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
601265,"GLEM GAS AUSTRALASIA","070CKG","070CKGRHD","070CKGRHD060",10137722,"GLEMGAS 60CM CANOPY S/S","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
601265,"GLEM GAS AUSTRALASIA","070CKG","070CKGRHD","070CKGRHD060",11118137,"GLEMGAS 600MM CURVED GLASS CANOPY","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
601265,"GLEM GAS AUSTRALASIA","070CKG","070CKGRHD","070CKGRHD065",10234625,"EMILIA 90CM CANOPY R/H","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
601265,"GLEM GAS AUSTRALASIA","070CKG","070CKGRHD","070CKGRHD065",11105671,"GLEM SS CURVED GLS CANOPY 900MM WIDE","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
601265,"GLEM GAS AUSTRALASIA","070CKG","070CKGRHD","070CKGRHD095",10094029,"EMILIA 80CM SPLASHBACK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
601265,"GLEM GAS AUSTRALASIA","070CKG","070CKGRHD","070CKGRHD095",10094030,"EMILIA 90CM SPLASHBACK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
604132,"THINK APPLIANCES P/L(REC&MAN APPNT)","070CKG","070CKGRHD","070CKGRHD065",10269059,"BAUMATIC 90CM GLS WALL CANOPY","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
604132,"THINK APPLIANCES P/L(REC&MAN APPNT)","070CKG","070CKGRHD","070CKGRHD065",10278329,"VENINI 90CM CANOPY R/HOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
604268,"DE LONGHI AUSTRALIA  PTY LTD","070CKG","070CKGRHD","070CKGRHD065",11016657,"DELONGHI 90CM CANOPY - BLK GLS","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
604268,"DE LONGHI AUSTRALIA  PTY LTD","070CKG","070CKGRHD","070CKGRHD095",10001702,"DELONGHI 90CM SPLASHBACK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
607916,"BSH HOME APPLIANCES PTY LTD","070CKG","070CKGRHD","070CKGRHD025",11250573,"BOSCH SERIES 6 90CM SLIDEOUT R/HOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
607916,"BSH HOME APPLIANCES PTY LTD","070CKG","070CKGRHD","070CKGRHD025",11250575,"BOSCH SERIES 6 60CM SLIDEOUT R/HOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
607916,"BSH HOME APPLIANCES PTY LTD","070CKG","070CKGRHD","070CKGRHD035",11205384,"NEFF RANGEHOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
607916,"BSH HOME APPLIANCES PTY LTD","070CKG","070CKGRHD","070CKGRHD035",11228792,"GAGGENAU R/HOOD UNDER-CUPBOARD 70CM","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
607916,"BSH HOME APPLIANCES PTY LTD","070CKG","070CKGRHD","070CKGRHD055",10091054,"BOSCH R/HOOD ACC CHAR FLTR","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
607916,"BSH HOME APPLIANCES PTY LTD","070CKG","070CKGRHD","070CKGRHD055",10098383,"BOSCH 60CM R/HOOD PELMET WHT","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
607916,"BSH HOME APPLIANCES PTY LTD","070CKG","070CKGRHD","070CKGRHD055",11228807,"GAGGENAU AW280FLUE COVER HGHT 2.36-2.62M","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
607916,"BSH HOME APPLIANCES PTY LTD","070CKG","070CKGRHD","070CKGRHD065",11089872,"BOSCH 90CM CANOPY 730M3/H BLDC MOTOR","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
607916,"BSH HOME APPLIANCES PTY LTD","070CKG","070CKGRHD","070CKGRHD065",11228777,"GAGGENAU R/HOOD WALL MOUNTED 90CM S/S","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
611079,"GLEN DIMPLEX AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD010",10218957,"EUROMAID 60CM S/S FIXED R/HOOD DNX","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
611079,"GLEN DIMPLEX AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD010",11053591,"EUROMAID 60CM WHT FIX RHOOD 280 M3/H DNX","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
611079,"GLEN DIMPLEX AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD020",10260949,"EUROMAID S/S 90CM CANOPY RHOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
611079,"GLEN DIMPLEX AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD055",10174366,"EUROMAID RECIRCUALTING KIT","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
611079,"GLEN DIMPLEX AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD055",10174372,"EUROMAID 15CM DUCT PC","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
611079,"GLEN DIMPLEX AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD055",10174373,"EUROMAID 15CM SEMI RIGID DUCT","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
611079,"GLEN DIMPLEX AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD060",10052790,"BELLING 60CM R/HOOD S/S DNX","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
611079,"GLEN DIMPLEX AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD070",10026686,"BELLING 110CM R/HOOD BLK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD010",10090365,"ARISTON R/HOOD CONVERT DNX","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD020",11139466,"SIRIUS 90CM B CANOPY SEM 1","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD020",11139467,"SIRIUS 90CM W CANOPY SEM5","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD020",11139469,"SIRIUS 90CM W CANOPY SEM1","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD025",10173102,"ARISTON 60CM S/OUT HOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD025",10249911,"SLIDEOUT HOOD S/S 60CM HNG EX","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD026",11011836,"ARISTON 90CM S/OUT DNX","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD027",11096656,"SIRIUS NEON LIGHT S/S TRIM SEM 7","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD027",11139452,"SIRIUS90CM BLK GL ISL SEM5","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD027",11376081,"SIRIUS WHITE CEILING CASSETTE SEM 5","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD027",11376082,"SIRIUS S/S CEILING CASSETTE SEM 7","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD035",10036388,"TISIRA 52CM U/M R/HOOD S/S","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD035",10180331,"ARISTON 52CM U/M R/HOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD035",10217286,"SIRIUS 100CM U/MNT LED SEM2","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD035",11032062,"ARISTON 75CM UNDERMOUNT R/HOOD DNX","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD035",11139462,"SIRIUS 120CM UM SEM2","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD035",11180068,"SIRIUS 700MM UNDERCBD 1020M3H OB","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD035",11376099,"SIRIUS ALFRESCO UNDERMNT TRIPLE MTR","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD035",11483758,"SIRIUS 520MM UNDERMOUNT GLASS FASCIA","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD040",10151714,"SIRIUS 118CM DOWNDRAFT SEM8","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD040",10151715,"SIRIUS 88CM DOWNDRAFT SEM7","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD040",11139451,"SIRIUS 58CM DOWN D WH 4SP SEM1","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD040",11307835,"SIRIUS 580MM DOWNDRAFT 1200M3/H","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD055",10139211,"SIRIUS 1.5MM 3M SEMI RIG 125MM","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD055",10185424,"SIRIUS LOUVRE VENT SWING BLADE","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD055",10185432,"SIRIUS EVE VENT KIT","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD060",10101239,"TISIRA 60CM CANOPY R/HOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD065",10099348,"TISIRA 90CM CANOPY R/HOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD065",10181817,"TISIRA 90CM CANOPY","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD065",10235486,"INDESIT 90CM CANOPY R/HOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD065",11178695,"SIRIUS 90CM CANOPY GLS FASCIA 5","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD065",11477479,"SIRIUS 900MM S/S CANOPY SEM5XS316 MOTOR","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612744,"ARISIT PTY LIMITED (FROM 010207)","070CKG","070CKGRHD","070CKGRHD080",10144053,"SIRIUS 120CM 2400M3 BBQ HOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612848,"IXL HOME PTY LTD","070CKG","070CKGRHD","070CKGRHD026",11160549,"GAGGENAU R/HOOD SLIDE-OUT 90CM","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612848,"IXL HOME PTY LTD","070CKG","070CKGRHD","070CKGRHD027",10140538,"NEFF R/HOOD CANOPY","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612848,"IXL HOME PTY LTD","070CKG","070CKGRHD","070CKGRHD035",10245921,"NEFF RANGEHOOD 73CM","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612848,"IXL HOME PTY LTD","070CKG","070CKGRHD","070CKGRHD060",10101671,"NEFF 60CM TELESCOPIC R/HOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612848,"IXL HOME PTY LTD","070CKG","070CKGRHD","070CKGRHD065",10197990,"NEFF WALL MOUNTED 90CM WIDE","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612848,"IXL HOME PTY LTD","070CKG","070CKGRHD","070CKGRHD065",10245923,"RANGEHOOD CANOPY","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
612848,"IXL HOME PTY LTD","070CKG","070CKGRHD","070CKGRHD065",11160538,"GAGGENAU R/HOOD WALL MOUNTED 90CM S/S","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
613726,"SCHWEIGEN PTY LTD","070CKG","070CKGRHD","070CKGRHD027",10031938,"SCHWEIGEN 90CM CANOPY","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
613726,"SCHWEIGEN PTY LTD","070CKG","070CKGRHD","070CKGRHD035",11379752,"SCHWEIGEN SILNT U/MOUNT 60CM UM1170-6SEL","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
613726,"SCHWEIGEN PTY LTD","070CKG","070CKGRHD","070CKGRHD035",11498689,"SCHWEIGEN UM-9FQ SILENT UNDEMOUNT","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
613726,"SCHWEIGEN PTY LTD","070CKG","070CKGRHD","070CKGRHD035",11516913,"SCHWEIGEN UM1390-9SEL - SILENT U/M 90CM","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
613726,"SCHWEIGEN PTY LTD","070CKG","070CKGRHD","070CKGRHD060",10115363,"SCHWEIGEN 1100M3H SILENT-EXT","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
613726,"SCHWEIGEN PTY LTD","070CKG","070CKGRHD","070CKGRHD060",11164860,"SCHWEIGEN 60CM W/MNT R/HOOD WM3150-6ST","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
613726,"SCHWEIGEN PTY LTD","070CKG","070CKGRHD","070CKGRHD060",11498687,"SCHWEIGEN WM2190-6FQ SILENT WALLMOUNT","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
613726,"SCHWEIGEN PTY LTD","070CKG","070CKGRHD","070CKGRHD065",11164859,"SCHWEIGEN 90CM W/MNT R/HOOD WM3150ST","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
613726,"SCHWEIGEN PTY LTD","070CKG","070CKGRHD","070CKGRHD065",11498679,"SCHWEIGEN DS3326-9FQ SILENT WALLMOUNT","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
613726,"SCHWEIGEN PTY LTD","070CKG","070CKGRHD","070CKGRHD065",11498682,"SCHWEIGEN DS3170FQ SILENT WALLMOUNT","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
613726,"SCHWEIGEN PTY LTD","070CKG","070CKGRHD","070CKGRHD080",11305287,"SCHWEIGEN BBQ RANGEHOOD FLUE 120CM","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
619505,"EUROSTYLE GROUP PTY LTD","070CKG","070CKGRHD","070CKGRHD026",11582485,"EURO 90CM SLIDEOUT RANGEHOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
619505,"EUROSTYLE GROUP PTY LTD","070CKG","070CKGRHD","070CKGRHD061",11101325,"EURO 70CM GLS CANOPY","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
620776,"SMEG AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD020",11077343,"SMEG CLASSIC 90CM RANGEHOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
620776,"SMEG AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD025",10092001,"SMEG 60CM S/OUT S/S","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
620776,"SMEG AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD026",10090453,"SMEG 90CM S/OUT S/S","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
620776,"SMEG AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD026",10092010,"SMEG 90CM S/OUT S/S","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
620776,"SMEG AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD026",10198267,"SMEG CLASSIC 90CM T'SCOPIC SILVER","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
620776,"SMEG AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD027",10094171,"SMEG CLASSIC ISLAND R/HOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
620776,"SMEG AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD035",10095355,"SMEG CLASSIC U/M HOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
620776,"SMEG AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD035",10198269,"SMEG 50CM UNDERMOUNT S/STEEL","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
620776,"SMEG AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD055",11114818,"SMEG AIR OUTLET DEVIATOR SBQ48X BBQ HOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
620776,"SMEG AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD065",10115715,"SMEG 90CM R/HOOD S/S","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
620776,"SMEG AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD065",10198200,"SMEG BLACK 90CM CHIMNEY RANGEHOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
620776,"SMEG AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD065",10198271,"SMEG 90CM CHIMNEY HOOD LINEAR-SIL","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
620776,"SMEG AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD065",10198279,"SMEG 90CM CHIMNEY R/HOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
620776,"SMEG AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD065",10198280,"SMEG CLASSIC 90CM CHIMNEY R/HOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
620776,"SMEG AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD065",11071877,"SMEG 90CM CANOPY RANGEHOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
620776,"SMEG AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD065",11245621,"SMEG CLASSIC 90CM T SHAPE CHIMNEY R/HOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
620776,"SMEG AUSTRALIA PTY LTD","070CKG","070CKGRHD","070CKGRHD065",11447490,"SMEG 90CM PORTOFINO W/MOUNT R/HOOD S/S","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
622814,"TEMPO AUSTRALIA PTY LIMITED","070CKG","070CKGRHD","070CKGRHD025",11269021,"AKAI 60 CM SLIDEOUT S/S RANGEHOOD","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300009,"ASKO APP (AUST) P/L T2 STOCK ONLY","070CKG","070CKGEOV","070CKGEOV010",11034975,"ASKO TOUCH PYROLYTIC OVEN - ANTHRACITE","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300009,"ASKO APP (AUST) P/L T2 STOCK ONLY","070CKG","070CKGEOV","070CKGEOV010",11034976,"ASKO TOUCH PYROLYTIC OVEN - S/STEEL","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300009,"ASKO APP (AUST) P/L T2 STOCK ONLY","070CKG","070CKGEOV","070CKGEOV010",11034978,"ASKO DIAL PYROLYTIC OVEN - S/STEEL","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300123,"WORLDWIDE APPLIANCES PTY LIMITED","070CKG","070CKGEOV","070CKGEOV010",11532019,"ARTUSI 60CM ELEC BUILT-IN OVEN S/S","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300123,"WORLDWIDE APPLIANCES PTY LIMITED","070CKG","070CKGEOV","070CKGEOV010",11532021,"ARTUSI 60CM ELEC BUILT-IN OVEN BLACK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300123,"WORLDWIDE APPLIANCES PTY LIMITED","070CKG","070CKGEOV","070CKGEOV070",11532010,"ARTUSI 90CM 10 FUNC BUILT IN OVEN S/S","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300123,"WORLDWIDE APPLIANCES PTY LIMITED","070CKG","070CKGEOV","070CKGEOV085",11532022,"ARTUSI 45CM 5 FUNC W/ MINUTE MINDER SS","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300468,"AXIS GROUP INTERNATIONAL PTY LTD","070CKG","070CKGEOV","070CKGEOV010",11414883,"SCANDIUM ELECTRIC OVEN - 60CM 10 FUNC","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300468,"AXIS GROUP INTERNATIONAL PTY LTD","070CKG","070CKGEOV","070CKGEOV010",11414884,"SCANDIUM ELECTRIC OVEN - 60CM 8 FUNCTION","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300670,"SMEG T2","070CKG","070CKGEOV","070CKGEOV010",11536475,"FACTORY 2ND SMEG SFA6304X2","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300670,"SMEG T2","070CKG","070CKGEOV","070CKGEOV010",11724643,"SMEG OVEN S/S 60CM WITH CLOCK-BLACK GLS","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300670,"SMEG T2","070CKG","070CKGEOV","070CKGEOV010",11724644,"SMEG S/STEEL OVEN WITH CLOCK-BLACK GLASS","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300670,"SMEG T2","070CKG","070CKGEOV","070CKGEOV050",11536360,"SMEG SFPA6140B-OB OBSOLETE STOCK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300670,"SMEG T2","070CKG","070CKGEOV","070CKGEOV050",11536495,"FACTORY 2ND SMEG SFPA7395X2","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300670,"SMEG T2","070CKG","070CKGEOV","070CKGEOV050",11536496,"FACTORY 2ND SMEG SFPA6395X2","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300670,"SMEG T2","070CKG","070CKGEOV","070CKGEOV050",11536503,"FACTORY 2ND SMEG SFPA6300X","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300670,"SMEG T2","070CKG","070CKGEOV","070CKGEOV050",11724608,"SMEG PYROLITIC 79L OVEN S/S 60CM","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300670,"SMEG T2","070CKG","070CKGEOV","070CKGEOV050",11724609,"SMEG OVEN S/S 60CM WITH CLOCK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300670,"SMEG T2","070CKG","070CKGEOV","070CKGEOV050",11724640,"SMEG PYROLITIC 79L OVEN S/S 60CM CLOCK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300670,"SMEG T2","070CKG","070CKGEOV","070CKGEOV051",11536476,"FACTORY 2ND SMEG SFP9395X1","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
300670,"SMEG T2","070CKG","070CKGEOV","070CKGEOV060",11536349,"SMEG SFPA7130-OB OBSOLETE STOCK","Z",0,0,0,"",0,,,,,,,,,,,,,,,,,0
