Year,County and Region,variable,value
2007,Limerick,Disposable Income per Person,19440
2007,Longford,Disposable Income per Person,18284
2007,Louth,Disposable Income per Person,20138
2007,Mayo,Disposable Income per Person,17260
2007,Meath,Disposable Income per Person,21149
2007,Midland,Disposable Income per Person,18275
2007,Monaghan,Disposable Income per Person,17958
2007,Offaly,Disposable Income per Person,17889
2007,Roscommon,Disposable Income per Person,18081
2007,Sligo,Disposable Income per Person,18366
2007,Tipperary,Disposable Income per Person,19320
2007,Waterford,Disposable Income per Person,19413
2007,Westmeath,Disposable Income per Person,18261
2007,Wexford,Disposable Income per Person,20068
2007,Wicklow,Disposable Income per Person,18797
2008,Carlow,Disposable Income per Person,20055
2008,Cavan,Disposable Income per Person,20043
2008,Clare,Disposable Income per Person,20184
2008,Cork,Disposable Income per Person,20816
2008,Donegal,Disposable Income per Person,17038
2008,Dublin,Disposable Income per Person,22802
2008,Galway,Disposable Income per Person,20717
2008,Kerry,Disposable Income per Person,18186
2008,Kildare,Disposable Income per Person,21734
2008,Kilkenny,Disposable Income per Person,19980
2008,Laois,Disposable Income per Person,19829
2008,Leitrim,Disposable Income per Person,20362
2008,Limerick,Disposable Income per Person,20248
2008,Longford,Disposable Income per Person,19268
2008,Louth,Disposable Income per Person,21276
2008,Mayo,Disposable Income per Person,18494
2008,Meath,Disposable Income per Person,22248
2008,Midland,Disposable Income per Person,19178
2008,Monaghan,Disposable Income per Person,18567
2008,Offaly,Disposable Income per Person,18634
2008,Roscommon,Disposable Income per Person,19507
2008,Sligo,Disposable Income per Person,19158
2008,Tipperary,Disposable Income per Person,19646
2008,Waterford,Disposable Income per Person,20199
2008,Westmeath,Disposable Income per Person,19090
2008,Wexford,Disposable Income per Person,21199
2008,Wicklow,Disposable Income per Person,19722
2009,Carlow,Disposable Income per Person,18590
2009,Cavan,Disposable Income per Person,18828
2009,Clare,Disposable Income per Person,18535
2009,Cork,Disposable Income per Person,19399
2009,Donegal,Disposable Income per Person,16395
2009,Dublin,Disposable Income per Person,21039
2009,Galway,Disposable Income per Person,19489
2009,Kerry,Disposable Income per Person,17185
2009,Kildare,Disposable Income per Person,19993
2009,Kilkenny,Disposable Income per Person,18265
2009,Laois,Disposable Income per Person,18374
2009,Leitrim,Disposable Income per Person,19134
2009,Limerick,Disposable Income per Person,19030
2009,Longford,Disposable Income per Person,17894
2009,Louth,Disposable Income per Person,19839
2009,Mayo,Disposable Income per Person,17665
2009,Meath,Disposable Income per Person,20213
2009,Midland,Disposable Income per Person,17838
2009,Monaghan,Disposable Income per Person,16832
2009,Offaly,Disposable Income per Person,17076
2009,Roscommon,Disposable Income per Person,18352
2009,Sligo,Disposable Income per Person,18145
2009,Tipperary,Disposable Income per Person,18700
2009,Waterford,Disposable Income per Person,18686
2009,Westmeath,Disposable Income per Person,18051
2009,Wexford,Disposable Income per Person,19565
2009,Wicklow,Disposable Income per Person,17811
2010,Carlow,Disposable Income per Person,18372
2010,Cavan,Disposable Income per Person,18189
2010,Clare,Disposable Income per Person,18156
2010,Cork,Disposable Income per Person,19085
2010,Donegal,Disposable Income per Person,15940
2010,Dublin,Disposable Income per Person,20384
2010,Galway,Disposable Income per Person,19022
2010,Kerry,Disposable Income per Person,16712
2010,Kildare,Disposable Income per Person,19003
2010,Kilkenny,Disposable Income per Person,17367
2010,Laois,Disposable Income per Person,17766
2010,Leitrim,Disposable Income per Person,18954
2010,Limerick,Disposable Income per Person,19155
2010,Longford,Disposable Income per Person,17159
2010,Louth,Disposable Income per Person,18773
2010,Mayo,Disposable Income per Person,17396
2010,Meath,Disposable Income per Person,19258
2010,Midland,Disposable Income per Person,17178
2010,Monaghan,Disposable Income per Person,16388
2010,Offaly,Disposable Income per Person,16274
2010,Roscommon,Disposable Income per Person,17622
2010,Sligo,Disposable Income per Person,17701
2010,Tipperary,Disposable Income per Person,18265
2010,Waterford,Disposable Income per Person,18123
2010,Westmeath,Disposable Income per Person,17507
2010,Wexford,Disposable Income per Person,18999
2010,Wicklow,Disposable Income per Person,17488
2011,Carlow,Disposable Income per Person,17365
2011,Cavan,Disposable Income per Person,15789
2011,Clare,Disposable Income per Person,16286
2011,Cork,Disposable Income per Person,17584
2011,Donegal,Disposable Income per Person,15009
2011,Dublin,Disposable Income per Person,19322
2011,Galway,Disposable Income per Person,16760
2011,Kerry,Disposable Income per Person,15987
2011,Kildare,Disposable Income per Person,17407
2011,Kilkenny,Disposable Income per Person,16041
2011,Laois,Disposable Income per Person,16014
2011,Leitrim,Disposable Income per Person,17102
2011,Limerick,Disposable Income per Person,19779
2011,Longford,Disposable Income per Person,16169
2011,Louth,Disposable Income per Person,16805
2011,Mayo,Disposable Income per Person,16382
2011,Meath,Disposable Income per Person,16704
2011,Midland,Disposable Income per Person,15947
2011,Monaghan,Disposable Income per Person,16001
2011,Offaly,Disposable Income per Person,15389
2011,Roscommon,Disposable Income per Person,15839
2011,Sligo,Disposable Income per Person,16725
2011,Tipperary,Disposable Income per Person,17261
2011,Waterford,Disposable Income per Person,17161
2011,Westmeath,Disposable Income per Person,16282
2011,Wexford,Disposable Income per Person,16561
2011,Wicklow,Disposable Income per Person,17053
2012,Carlow,Disposable Income per Person,17809
2012,Cavan,Disposable Income per Person,16107
2012,Clare,Disposable Income per Person,16729
2012,Cork,Disposable Income per Person,18002
2012,Donegal,Disposable Income per Person,15167
2012,Dublin,Disposable Income per Person,20008
2012,Galway,Disposable Income per Person,17461
2012,Kerry,Disposable Income per Person,16575
2012,Kildare,Disposable Income per Person,17989
2012,Kilkenny,Disposable Income per Person,16459
2012,Laois,Disposable Income per Person,16253
2012,Leitrim,Disposable Income per Person,17425
2012,Limerick,Disposable Income per Person,20010
2012,Longford,Disposable Income per Person,16760
2012,Louth,Disposable Income per Person,17183
2012,Mayo,Disposable Income per Person,16784
2012,Meath,Disposable Income per Person,17156
2012,Midland,Disposable Income per Person,16337
2012,Monaghan,Disposable Income per Person,15506
2012,Offaly,Disposable Income per Person,15739
2012,Roscommon,Disposable Income per Person,16160
2012,Sligo,Disposable Income per Person,17341
2012,Tipperary,Disposable Income per Person,17430
2012,Waterford,Disposable Income per Person,17698
2012,Westmeath,Disposable Income per Person,16756
2012,Wexford,Disposable Income per Person,16982
2012,Wicklow,Disposable Income per Person,17612
2013,Carlow,Disposable Income per Person,17612
2013,Cavan,Disposable Income per Person,15931
2013,Clare,Disposable Income per Person,16157
2013,Cork,Disposable Income per Person,18084
2013,Donegal,Disposable Income per Person,14699
2013,Dublin,Disposable Income per Person,20152
2013,Galway,Disposable Income per Person,16802
2013,Kerry,Disposable Income per Person,16023
2013,Kildare,Disposable Income per Person,17705
2013,Kilkenny,Disposable Income per Person,16965
2013,Laois,Disposable Income per Person,16540
2013,Leitrim,Disposable Income per Person,16901
2013,Limerick,Disposable Income per Person,19493
2013,Longford,Disposable Income per Person,16540
2013,Louth,Disposable Income per Person,16955
2013,Mayo,Disposable Income per Person,16132
2013,Meath,Disposable Income per Person,16834
2013,Midland,Disposable Income per Person,16280
2013,Monaghan,Disposable Income per Person,15335
2013,Offaly,Disposable Income per Person,15672
2013,Roscommon,Disposable Income per Person,15503
2013,Sligo,Disposable Income per Person,17028
2013,Tipperary,Disposable Income per Person,18103
2013,Waterford,Disposable Income per Person,17520
2013,Westmeath,Disposable Income per Person,16462
2013,Wexford,Disposable Income per Person,16977
2013,Wicklow,Disposable Income per Person,17406
2014,Carlow,Disposable Income per Person,17844
2014,Cavan,Disposable Income per Person,15982
2014,Clare,Disposable Income per Person,16259
2014,Cork,Disposable Income per Person,18036
2014,Donegal,Disposable Income per Person,14515
2014,Dublin,Disposable Income per Person,20693
2014,Galway,Disposable Income per Person,16877
2014,Kerry,Disposable Income per Person,16261
2014,Kildare,Disposable Income per Person,18012
2014,Kilkenny,Disposable Income per Person,17078
2014,Laois,Disposable Income per Person,16336
2014,Leitrim,Disposable Income per Person,16707
2014,Limerick,Disposable Income per Person,19534
2014,Longford,Disposable Income per Person,16094
2014,Louth,Disposable Income per Person,16789
2014,Mayo,Disposable Income per Person,16045
2014,Meath,Disposable Income per Person,17168
2014,Midland,Disposable Income per Person,16139
2014,Monaghan,Disposable Income per Person,15520
2014,Offaly,Disposable Income per Person,15585
2014,Roscommon,Disposable Income per Person,15666
2014,Sligo,Disposable Income per Person,16861
2014,Tipperary,Disposable Income per Person,17457
2014,Waterford,Disposable Income per Person,18122
2014,Westmeath,Disposable Income per Person,16469
2014,Wexford,Disposable Income per Person,17351
2014,Wicklow,Disposable Income per Person,17730
2015,Carlow,Disposable Income per Person,18930
2015,Cavan,Disposable Income per Person,16601
2015,Clare,Disposable Income per Person,16707
2015,Cork,Disposable Income per Person,18441
2015,Donegal,Disposable Income per Person,14848
2015,Dublin,Disposable Income per Person,21592
2015,Galway,Disposable Income per Person,17334
2015,Kerry,Disposable Income per Person,16667
2015,Kildare,Disposable Income per Person,19044
2015,Kilkenny,Disposable Income per Person,17838
2015,Laois,Disposable Income per Person,16465
2015,Leitrim,Disposable Income per Person,17060
2015,Limerick,Disposable Income per Person,19941
2015,Longford,Disposable Income per Person,16662
2015,Louth,Disposable Income per Person,17388
2015,Mayo,Disposable Income per Person,16071
2015,Meath,Disposable Income per Person,18054
2015,Midland,Disposable Income per Person,16510
2015,Monaghan,Disposable Income per Person,16304
2015,Offaly,Disposable Income per Person,15922
2015,Roscommon,Disposable Income per Person,15753
2015,Sligo,Disposable Income per Person,17324
2015,Tipperary,Disposable Income per Person,17865
2015,Waterford,Disposable Income per Person,18617
2015,Westmeath,Disposable Income per Person,17005
2015,Wexford,Disposable Income per Person,18118
2015,Wicklow,Disposable Income per Person,18689
2016,Carlow,Disposable Income per Person,18398
2016,Cavan,Disposable Income per Person,16899
2016,Clare,Disposable Income per Person,17474
2016,Cork,Disposable Income per Person,19073
2016,Donegal,Disposable Income per Person,14859
2016,Dublin,Disposable Income per Person,22592
2016,Galway,Disposable Income per Person,18186
2016,Kerry,Disposable Income per Person,17852
2016,Kildare,Disposable Income per Person,20286
2016,Kilkenny,Disposable Income per Person,17498
2016,Laois,Disposable Income per Person,16996
2016,Leitrim,Disposable Income per Person,17168
2016,Limerick,Disposable Income per Person,21306
2016,Longford,Disposable Income per Person,16823
2016,Louth,Disposable Income per Person,18075
2016,Mayo,Disposable Income per Person,16607
2016,Meath,Disposable Income per Person,18997
2016,Midland,Disposable Income per Person,16877
2016,Monaghan,Disposable Income per Person,16448
2016,Offaly,Disposable Income per Person,16194
2016,Roscommon,Disposable Income per Person,16444
2016,Sligo,Disposable Income per Person,17385
2016,Tipperary,Disposable Income per Person,18541
2016,Waterford,Disposable Income per Person,18250
2016,Westmeath,Disposable Income per Person,17400
2016,Wexford,Disposable Income per Person,17572
2016,Wicklow,Disposable Income per Person,19472
2017,Carlow,Disposable Income per Person,18886
2017,Cavan,Disposable Income per Person,17896
2017,Clare,Disposable Income per Person,18708
2017,Cork,Disposable Income per Person,20166
2017,Donegal,Disposable Income per Person,15839
2017,Dublin,Disposable Income per Person,23621
2017,Galway,Disposable Income per Person,19148
2017,Kerry,Disposable Income per Person,18793
2017,Kildare,Disposable Income per Person,22568
2017,Kilkenny,Disposable Income per Person,18405
2017,Laois,Disposable Income per Person,17863
2017,Leitrim,Disposable Income per Person,18322
2017,Limerick,Disposable Income per Person,22518
2017,Longford,Disposable Income per Person,17943
2017,Louth,Disposable Income per Person,19402
2017,Mayo,Disposable Income per Person,17583
2017,Meath,Disposable Income per Person,21021
2017,Midland,Disposable Income per Person,17809
2017,Monaghan,Disposable Income per Person,17710
2017,Offaly,Disposable Income per Person,17203
2017,Roscommon,Disposable Income per Person,17592
2017,Sligo,Disposable Income per Person,18707
2017,Tipperary,Disposable Income per Person,19754
2017,Waterford,Disposable Income per Person,19180
2017,Westmeath,Disposable Income per Person,18239
2017,Wexford,Disposable Income per Person,18172
2017,Wicklow,Disposable Income per Person,21157
2018,Carlow,Disposable Income per Person,19455
2018,Cavan,Disposable Income per Person,17862
2018,Clare,Disposable Income per Person,19169
2018,Cork,Disposable Income per Person,21280
2018,Donegal,Disposable Income per Person,16490
2018,Dublin,Disposable Income per Person,24969
2018,Galway,Disposable Income per Person,19226
2018,Kerry,Disposable Income per Person,18557
2018,Kildare,Disposable Income per Person,23538
2018,Kilkenny,Disposable Income per Person,18975
2018,Laois,Disposable Income per Person,17302
2018,Leitrim,Disposable Income per Person,18841
2018,Limerick,Disposable Income per Person,23302
2018,Longford,Disposable Income per Person,17410
2018,Louth,Disposable Income per Person,19987
2018,Mayo,Disposable Income per Person,17851
2018,Meath,Disposable Income per Person,21609
2018,Midland,Disposable Income per Person,17389
2018,Monaghan,Disposable Income per Person,17471
2018,Offaly,Disposable Income per Person,16907
2018,Roscommon,Disposable Income per Person,17625
2018,Sligo,Disposable Income per Person,18306
2018,Tipperary,Disposable Income per Person,19673
2018,Waterford,Disposable Income per Person,19616
2018,Westmeath,Disposable Income per Person,17889
2018,Wexford,Disposable Income per Person,18787
2018,Wicklow,Disposable Income per Person,21883
2000,Carlow,Disposable Income per Person (excluding Rent),10800
2000,Cavan,Disposable Income per Person (excluding Rent),10335
2000,Clare,Disposable Income per Person (excluding Rent),11371
2000,Cork,Disposable Income per Person (excluding Rent),11234
2000,Donegal,Disposable Income per Person (excluding Rent),9600
2000,Dublin,Disposable Income per Person (excluding Rent),13144
2000,Galway,Disposable Income per Person (excluding Rent),10810
2000,Kerry,Disposable Income per Person (excluding Rent),10061
2000,Kildare,Disposable Income per Person (excluding Rent),12282
2000,Kilkenny,Disposable Income per Person (excluding Rent),10333
2000,Laois,Disposable Income per Person (excluding Rent),10523
2000,Leitrim,Disposable Income per Person (excluding Rent),10329
2000,Limerick,Disposable Income per Person (excluding Rent),11664
2000,Longford,Disposable Income per Person (excluding Rent),10836
2000,Louth,Disposable Income per Person (excluding Rent),11619
2000,Mayo,Disposable Income per Person (excluding Rent),10835
2000,Meath,Disposable Income per Person (excluding Rent),11449
2000,Midland,Disposable Income per Person (excluding Rent),10743
2000,Monaghan,Disposable Income per Person (excluding Rent),10331
2000,Offaly,Disposable Income per Person (excluding Rent),10360
2000,Roscommon,Disposable Income per Person (excluding Rent),10826
2000,Sligo,Disposable Income per Person (excluding Rent),10396
2000,Tipperary,Disposable Income per Person (excluding Rent),10699
2000,Waterford,Disposable Income per Person (excluding Rent),11530
2000,Westmeath,Disposable Income per Person (excluding Rent),11235
2000,Wexford,Disposable Income per Person (excluding Rent),10712
2000,Wicklow,Disposable Income per Person (excluding Rent),11445
2001,Carlow,Disposable Income per Person (excluding Rent),12192
2001,Cavan,Disposable Income per Person (excluding Rent),11850
2001,Clare,Disposable Income per Person (excluding Rent),12762
2001,Cork,Disposable Income per Person (excluding Rent),12892
2001,Donegal,Disposable Income per Person (excluding Rent),10812
2001,Dublin,Disposable Income per Person (excluding Rent),15272
2001,Galway,Disposable Income per Person (excluding Rent),12216
2001,Kerry,Disposable Income per Person (excluding Rent),11523
2001,Kildare,Disposable Income per Person (excluding Rent),14141
2001,Kilkenny,Disposable Income per Person (excluding Rent),11603
2001,Laois,Disposable Income per Person (excluding Rent),11886
2001,Leitrim,Disposable Income per Person (excluding Rent),11564
2001,Limerick,Disposable Income per Person (excluding Rent),13473
2001,Longford,Disposable Income per Person (excluding Rent),12331
2001,Louth,Disposable Income per Person (excluding Rent),13642
2001,Mayo,Disposable Income per Person (excluding Rent),12197
2001,Meath,Disposable Income per Person (excluding Rent),13168
2001,Midland,Disposable Income per Person (excluding Rent),12248
2001,Monaghan,Disposable Income per Person (excluding Rent),11747
2001,Offaly,Disposable Income per Person (excluding Rent),11804
2001,Roscommon,Disposable Income per Person (excluding Rent),12262
2001,Sligo,Disposable Income per Person (excluding Rent),11889
2001,Tipperary,Disposable Income per Person (excluding Rent),12344
2001,Waterford,Disposable Income per Person (excluding Rent),13009
2001,Westmeath,Disposable Income per Person (excluding Rent),12916
2001,Wexford,Disposable Income per Person (excluding Rent),12247
2001,Wicklow,Disposable Income per Person (excluding Rent),13324
2002,Carlow,Disposable Income per Person (excluding Rent),12840
2002,Cavan,Disposable Income per Person (excluding Rent),12882
2002,Clare,Disposable Income per Person (excluding Rent),13719
2002,Cork,Disposable Income per Person (excluding Rent),14072
2002,Donegal,Disposable Income per Person (excluding Rent),11760
2002,Dublin,Disposable Income per Person (excluding Rent),15770
2002,Galway,Disposable Income per Person (excluding Rent),13303
2002,Kerry,Disposable Income per Person (excluding Rent),12522
2002,Kildare,Disposable Income per Person (excluding Rent),15079
2002,Kilkenny,Disposable Income per Person (excluding Rent),13014
2002,Laois,Disposable Income per Person (excluding Rent),13165
2002,Leitrim,Disposable Income per Person (excluding Rent),12948
2002,Limerick,Disposable Income per Person (excluding Rent),14293
2002,Longford,Disposable Income per Person (excluding Rent),13985
2002,Louth,Disposable Income per Person (excluding Rent),14232
2002,Mayo,Disposable Income per Person (excluding Rent),13129
2002,Meath,Disposable Income per Person (excluding Rent),13977
2002,Midland,Disposable Income per Person (excluding Rent),13543
2002,Monaghan,Disposable Income per Person (excluding Rent),13038
2002,Offaly,Disposable Income per Person (excluding Rent),13230
2002,Roscommon,Disposable Income per Person (excluding Rent),13460
2002,Sligo,Disposable Income per Person (excluding Rent),13422
2002,Tipperary,Disposable Income per Person (excluding Rent),13798
2002,Waterford,Disposable Income per Person (excluding Rent),14480
2002,Westmeath,Disposable Income per Person (excluding Rent),13938
2002,Wexford,Disposable Income per Person (excluding Rent),13156
2002,Wicklow,Disposable Income per Person (excluding Rent),14781
2003,Carlow,Disposable Income per Person (excluding Rent),13572
2003,Cavan,Disposable Income per Person (excluding Rent),13653
2003,Clare,Disposable Income per Person (excluding Rent),14460
2003,Cork,Disposable Income per Person (excluding Rent),14852
2003,Donegal,Disposable Income per Person (excluding Rent),12414
2003,Dublin,Disposable Income per Person (excluding Rent),16649
2003,Galway,Disposable Income per Person (excluding Rent),14363
2003,Kerry,Disposable Income per Person (excluding Rent),13297
2003,Kildare,Disposable Income per Person (excluding Rent),15852
2003,Kilkenny,Disposable Income per Person (excluding Rent),13848
2003,Laois,Disposable Income per Person (excluding Rent),14285
2003,Leitrim,Disposable Income per Person (excluding Rent),13889
2003,Limerick,Disposable Income per Person (excluding Rent),15244
2003,Longford,Disposable Income per Person (excluding Rent),14962
2003,Louth,Disposable Income per Person (excluding Rent),14945
2003,Mayo,Disposable Income per Person (excluding Rent),13988
2003,Meath,Disposable Income per Person (excluding Rent),14966
2003,Midland,Disposable Income per Person (excluding Rent),14649
2003,Monaghan,Disposable Income per Person (excluding Rent),13807
2003,Offaly,Disposable Income per Person (excluding Rent),14305
2003,Roscommon,Disposable Income per Person (excluding Rent),14249
2003,Sligo,Disposable Income per Person (excluding Rent),14383
2003,Tipperary,Disposable Income per Person (excluding Rent),14627
2003,Waterford,Disposable Income per Person (excluding Rent),15153
2003,Westmeath,Disposable Income per Person (excluding Rent),15118
2003,Wexford,Disposable Income per Person (excluding Rent),14017
2003,Wicklow,Disposable Income per Person (excluding Rent),15569
2004,Carlow,Disposable Income per Person (excluding Rent),14756
2004,Cavan,Disposable Income per Person (excluding Rent),15269
2004,Clare,Disposable Income per Person (excluding Rent),15150
2004,Cork,Disposable Income per Person (excluding Rent),16093
2004,Donegal,Disposable Income per Person (excluding Rent),13415
2004,Dublin,Disposable Income per Person (excluding Rent),17525
2004,Galway,Disposable Income per Person (excluding Rent),15551
2004,Kerry,Disposable Income per Person (excluding Rent),14148
2004,Kildare,Disposable Income per Person (excluding Rent),17017
2004,Kilkenny,Disposable Income per Person (excluding Rent),14435
2004,Laois,Disposable Income per Person (excluding Rent),15726
2004,Leitrim,Disposable Income per Person (excluding Rent),15694
2004,Limerick,Disposable Income per Person (excluding Rent),15920
2004,Longford,Disposable Income per Person (excluding Rent),15584
2004,Louth,Disposable Income per Person (excluding Rent),16848
2004,Mayo,Disposable Income per Person (excluding Rent),14900
2004,Meath,Disposable Income per Person (excluding Rent),16483
2004,Midland,Disposable Income per Person (excluding Rent),15728
2004,Monaghan,Disposable Income per Person (excluding Rent),15367
2004,Offaly,Disposable Income per Person (excluding Rent),15495
2004,Roscommon,Disposable Income per Person (excluding Rent),15088
2004,Sligo,Disposable Income per Person (excluding Rent),15630
2004,Tipperary,Disposable Income per Person (excluding Rent),15515
2004,Waterford,Disposable Income per Person (excluding Rent),16566
2004,Westmeath,Disposable Income per Person (excluding Rent),15997
2004,Wexford,Disposable Income per Person (excluding Rent),15287
2004,Wicklow,Disposable Income per Person (excluding Rent),16072
2005,Carlow,Disposable Income per Person (excluding Rent),15939
2005,Cavan,Disposable Income per Person (excluding Rent),16660
2005,Clare,Disposable Income per Person (excluding Rent),16507
2005,Cork,Disposable Income per Person (excluding Rent),17445
2005,Donegal,Disposable Income per Person (excluding Rent),14058
2005,Dublin,Disposable Income per Person (excluding Rent),18579
2005,Galway,Disposable Income per Person (excluding Rent),16647
2005,Kerry,Disposable Income per Person (excluding Rent),15222
2005,Kildare,Disposable Income per Person (excluding Rent),17959
2005,Kilkenny,Disposable Income per Person (excluding Rent),15562
2005,Laois,Disposable Income per Person (excluding Rent),16576
2005,Leitrim,Disposable Income per Person (excluding Rent),16951
2005,Limerick,Disposable Income per Person (excluding Rent),17095
2005,Longford,Disposable Income per Person (excluding Rent),16658
2005,Louth,Disposable Income per Person (excluding Rent),17980
2005,Mayo,Disposable Income per Person (excluding Rent),15905
2005,Meath,Disposable Income per Person (excluding Rent),17998
2005,Midland,Disposable Income per Person (excluding Rent),16644
2005,Monaghan,Disposable Income per Person (excluding Rent),16456
2005,Offaly,Disposable Income per Person (excluding Rent),16544
2005,Roscommon,Disposable Income per Person (excluding Rent),16629
2005,Sligo,Disposable Income per Person (excluding Rent),16443
2005,Tipperary,Disposable Income per Person (excluding Rent),16685
2005,Waterford,Disposable Income per Person (excluding Rent),17346
2005,Westmeath,Disposable Income per Person (excluding Rent),16781
2005,Wexford,Disposable Income per Person (excluding Rent),16598
2005,Wicklow,Disposable Income per Person (excluding Rent),16703
2006,Carlow,Disposable Income per Person (excluding Rent),16807
2006,Cavan,Disposable Income per Person (excluding Rent),17073
2006,Clare,Disposable Income per Person (excluding Rent),16905
2006,Cork,Disposable Income per Person (excluding Rent),17735
2006,Donegal,Disposable Income per Person (excluding Rent),14512
2006,Dublin,Disposable Income per Person (excluding Rent),18945
2006,Galway,Disposable Income per Person (excluding Rent),17319
2006,Kerry,Disposable Income per Person (excluding Rent),15697
2006,Kildare,Disposable Income per Person (excluding Rent),18677
2006,Kilkenny,Disposable Income per Person (excluding Rent),16672
2006,Laois,Disposable Income per Person (excluding Rent),17098
2006,Leitrim,Disposable Income per Person (excluding Rent),17352
2006,Limerick,Disposable Income per Person (excluding Rent),17673
2006,Longford,Disposable Income per Person (excluding Rent),16903
2006,Louth,Disposable Income per Person (excluding Rent),18097
2006,Mayo,Disposable Income per Person (excluding Rent),15842
2006,Meath,Disposable Income per Person (excluding Rent),19028
2006,Midland,Disposable Income per Person (excluding Rent),16851
2006,Monaghan,Disposable Income per Person (excluding Rent),16255
2006,Offaly,Disposable Income per Person (excluding Rent),16789
2006,Roscommon,Disposable Income per Person (excluding Rent),16895
2006,Sligo,Disposable Income per Person (excluding Rent),16633
2006,Tipperary,Disposable Income per Person (excluding Rent),17484
2006,Waterford,Disposable Income per Person (excluding Rent),17370
2006,Westmeath,Disposable Income per Person (excluding Rent),16681
2006,Wexford,Disposable Income per Person (excluding Rent),17657
2006,Wicklow,Disposable Income per Person (excluding Rent),16901
2007,Carlow,Disposable Income per Person (excluding Rent),17728
2007,Cavan,Disposable Income per Person (excluding Rent),18011
2007,Clare,Disposable Income per Person (excluding Rent),17629
2007,Cork,Disposable Income per Person (excluding Rent),18221
2007,Donegal,Disposable Income per Person (excluding Rent),15046
2007,Dublin,Disposable Income per Person (excluding Rent),19597
2007,Galway,Disposable Income per Person (excluding Rent),17758
2007,Kerry,Disposable Income per Person (excluding Rent),16056
2007,Kildare,Disposable Income per Person (excluding Rent),18923
2007,Kilkenny,Disposable Income per Person (excluding Rent),17543
2007,Laois,Disposable Income per Person (excluding Rent),17483
2007,Leitrim,Disposable Income per Person (excluding Rent),17692
2007,Limerick,Disposable Income per Person (excluding Rent),18154
2007,Longford,Disposable Income per Person (excluding Rent),17236
2007,Louth,Disposable Income per Person (excluding Rent),18823
2007,Mayo,Disposable Income per Person (excluding Rent),16154
2007,Meath,Disposable Income per Person (excluding Rent),19608
2007,Midland,Disposable Income per Person (excluding Rent),17116
2007,Monaghan,Disposable Income per Person (excluding Rent),16870
2007,Offaly,Disposable Income per Person (excluding Rent),16760
2007,Roscommon,Disposable Income per Person (excluding Rent),16889
2007,Sligo,Disposable Income per Person (excluding Rent),17172
2007,Tipperary,Disposable Income per Person (excluding Rent),18171
2007,Waterford,Disposable Income per Person (excluding Rent),18224
2007,Westmeath,Disposable Income per Person (excluding Rent),17078
2007,Wexford,Disposable Income per Person (excluding Rent),18807
2007,Wicklow,Disposable Income per Person (excluding Rent),17282
2008,Carlow,Disposable Income per Person (excluding Rent),18570
2008,Cavan,Disposable Income per Person (excluding Rent),18719
2008,Clare,Disposable Income per Person (excluding Rent),18781
2008,Cork,Disposable Income per Person (excluding Rent),19132
2008,Donegal,Disposable Income per Person (excluding Rent),15912
2008,Dublin,Disposable Income per Person (excluding Rent),20491
2008,Galway,Disposable Income per Person (excluding Rent),18921
2008,Kerry,Disposable Income per Person (excluding Rent),16862
2008,Kildare,Disposable Income per Person (excluding Rent),19905
2008,Kilkenny,Disposable Income per Person (excluding Rent),18597
2008,Laois,Disposable Income per Person (excluding Rent),18424
2008,Leitrim,Disposable Income per Person (excluding Rent),19066
2008,Limerick,Disposable Income per Person (excluding Rent),18779
2008,Longford,Disposable Income per Person (excluding Rent),18040
2008,Louth,Disposable Income per Person (excluding Rent),19796
2008,Mayo,Disposable Income per Person (excluding Rent),17209
2008,Meath,Disposable Income per Person (excluding Rent),20563
2008,Midland,Disposable Income per Person (excluding Rent),17864
2008,Monaghan,Disposable Income per Person (excluding Rent),17363
2008,Offaly,Disposable Income per Person (excluding Rent),17388
2008,Roscommon,Disposable Income per Person (excluding Rent),18147
2008,Sligo,Disposable Income per Person (excluding Rent),17799
2008,Tipperary,Disposable Income per Person (excluding Rent),18312
2008,Waterford,Disposable Income per Person (excluding Rent),18874
2008,Westmeath,Disposable Income per Person (excluding Rent),17751
2008,Wexford,Disposable Income per Person (excluding Rent),19747
2008,Wicklow,Disposable Income per Person (excluding Rent),17992
2009,Carlow,Disposable Income per Person (excluding Rent),17880
2009,Cavan,Disposable Income per Person (excluding Rent),18254
2009,Clare,Disposable Income per Person (excluding Rent),17904
2009,Cork,Disposable Income per Person (excluding Rent),18605
2009,Donegal,Disposable Income per Person (excluding Rent),15860
2009,Dublin,Disposable Income per Person (excluding Rent),19907
2009,Galway,Disposable Income per Person (excluding Rent),18625
2009,Kerry,Disposable Income per Person (excluding Rent),16563
2009,Kildare,Disposable Income per Person (excluding Rent),19197
2009,Kilkenny,Disposable Income per Person (excluding Rent),17641
2009,Laois,Disposable Income per Person (excluding Rent),17754
2009,Leitrim,Disposable Income per Person (excluding Rent),18567
2009,Limerick,Disposable Income per Person (excluding Rent),18351
2009,Longford,Disposable Income per Person (excluding Rent),17350
2009,Louth,Disposable Income per Person (excluding Rent),19175
2009,Mayo,Disposable Income per Person (excluding Rent),17071
2009,Meath,Disposable Income per Person (excluding Rent),19491
2009,Midland,Disposable Income per Person (excluding Rent),17252
2009,Monaghan,Disposable Income per Person (excluding Rent),16295
2009,Offaly,Disposable Income per Person (excluding Rent),16515
2009,Roscommon,Disposable Income per Person (excluding Rent),17739
2009,Sligo,Disposable Income per Person (excluding Rent),17540
