Date,Year,Start of Year,End of Year,Month,Days in Month,Day Name,Day of Week,Day of Year,Month Name,Quarter,Week of Year,JaarMaand,Day,Day Offset,Start of Month
2012-01-01 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,1,31,"zondag",6,1,"januari",1,1,"2012 - 1",1,"-3270",2012-01-01 00:00:00.000
2012-01-30 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,1,31,"maandag",0,30,"januari",1,6,"2012 - 1",30,"-3241",2012-01-01 00:00:00.000
2012-01-31 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,1,31,"dinsdag",1,31,"januari",1,6,"2012 - 1",31,"-3240",2012-01-01 00:00:00.000
2013-01-01 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,1,31,"dinsdag",1,1,"januari",1,1,"2013 - 1",1,"-2904",2013-01-01 00:00:00.000
2013-01-02 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,1,31,"woensdag",2,2,"januari",1,1,"2013 - 1",2,"-2903",2013-01-01 00:00:00.000
2013-01-03 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,1,31,"donderdag",3,3,"januari",1,1,"2013 - 1",3,"-2902",2013-01-01 00:00:00.000
2013-01-04 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,1,31,"vrijdag",4,4,"januari",1,1,"2013 - 1",4,"-2901",2013-01-01 00:00:00.000
2013-01-05 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,1,31,"zaterdag",5,5,"januari",1,1,"2013 - 1",5,"-2900",2013-01-01 00:00:00.000
2013-01-06 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,1,31,"zondag",6,6,"januari",1,1,"2013 - 1",6,"-2899",2013-01-01 00:00:00.000
2014-01-01 00:00:00.000,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,1,31,"woensdag",2,1,"januari",1,1,"2014 - 1",1,"-2539",2014-01-01 00:00:00.000
2014-01-02 00:00:00.000,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,1,31,"donderdag",3,2,"januari",1,1,"2014 - 1",2,"-2538",2014-01-01 00:00:00.000
2014-01-03 00:00:00.000,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,1,31,"vrijdag",4,3,"januari",1,1,"2014 - 1",3,"-2537",2014-01-01 00:00:00.000
2014-01-04 00:00:00.000,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,1,31,"zaterdag",5,4,"januari",1,1,"2014 - 1",4,"-2536",2014-01-01 00:00:00.000
2014-01-05 00:00:00.000,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,1,31,"zondag",6,5,"januari",1,1,"2014 - 1",5,"-2535",2014-01-01 00:00:00.000
2015-01-01 00:00:00.000,2015,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,1,31,"donderdag",3,1,"januari",1,1,"2015 - 1",1,"-2174",2015-01-01 00:00:00.000
2015-01-02 00:00:00.000,2015,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,1,31,"vrijdag",4,2,"januari",1,1,"2015 - 1",2,"-2173",2015-01-01 00:00:00.000
2015-01-03 00:00:00.000,2015,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,1,31,"zaterdag",5,3,"januari",1,1,"2015 - 1",3,"-2172",2015-01-01 00:00:00.000
2015-01-04 00:00:00.000,2015,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,1,31,"zondag",6,4,"januari",1,1,"2015 - 1",4,"-2171",2015-01-01 00:00:00.000
2016-01-01 00:00:00.000,2016,2016-01-01 00:00:00.000,2016-12-31 00:00:00.000,1,31,"vrijdag",4,1,"januari",1,1,"2016 - 1",1,"-1809",2016-01-01 00:00:00.000
2016-01-02 00:00:00.000,2016,2016-01-01 00:00:00.000,2016-12-31 00:00:00.000,1,31,"zaterdag",5,2,"januari",1,1,"2016 - 1",2,"-1808",2016-01-01 00:00:00.000
2016-01-03 00:00:00.000,2016,2016-01-01 00:00:00.000,2016-12-31 00:00:00.000,1,31,"zondag",6,3,"januari",1,1,"2016 - 1",3,"-1807",2016-01-01 00:00:00.000
2017-01-01 00:00:00.000,2017,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,1,31,"zondag",6,1,"januari",1,1,"2017 - 1",1,"-1443",2017-01-01 00:00:00.000
2017-01-30 00:00:00.000,2017,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,1,31,"maandag",0,30,"januari",1,6,"2017 - 1",30,"-1414",2017-01-01 00:00:00.000
2017-01-31 00:00:00.000,2017,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,1,31,"dinsdag",1,31,"januari",1,6,"2017 - 1",31,"-1413",2017-01-01 00:00:00.000
2018-01-01 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,1,31,"maandag",0,1,"januari",1,1,"2018 - 1",1,"-1078",2018-01-01 00:00:00.000
2018-01-02 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,1,31,"dinsdag",1,2,"januari",1,1,"2018 - 1",2,"-1077",2018-01-01 00:00:00.000
2018-01-03 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,1,31,"woensdag",2,3,"januari",1,1,"2018 - 1",3,"-1076",2018-01-01 00:00:00.000
2018-01-04 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,1,31,"donderdag",3,4,"januari",1,1,"2018 - 1",4,"-1075",2018-01-01 00:00:00.000
2018-01-05 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,1,31,"vrijdag",4,5,"januari",1,1,"2018 - 1",5,"-1074",2018-01-01 00:00:00.000
2018-01-06 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,1,31,"zaterdag",5,6,"januari",1,1,"2018 - 1",6,"-1073",2018-01-01 00:00:00.000
2018-01-07 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,1,31,"zondag",6,7,"januari",1,1,"2018 - 1",7,"-1072",2018-01-01 00:00:00.000
2019-01-01 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,1,31,"dinsdag",1,1,"januari",1,1,"2019 - 1",1,"-713",2019-01-01 00:00:00.000
2019-01-02 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,1,31,"woensdag",2,2,"januari",1,1,"2019 - 1",2,"-712",2019-01-01 00:00:00.000
2019-01-03 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,1,31,"donderdag",3,3,"januari",1,1,"2019 - 1",3,"-711",2019-01-01 00:00:00.000
2019-01-04 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,1,31,"vrijdag",4,4,"januari",1,1,"2019 - 1",4,"-710",2019-01-01 00:00:00.000
2019-01-05 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,1,31,"zaterdag",5,5,"januari",1,1,"2019 - 1",5,"-709",2019-01-01 00:00:00.000
2019-01-06 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,1,31,"zondag",6,6,"januari",1,1,"2019 - 1",6,"-708",2019-01-01 00:00:00.000
2020-01-01 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,31,"woensdag",2,1,"januari",1,1,"2020 - 1",1,"-348",2020-01-01 00:00:00.000
2020-01-02 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,31,"donderdag",3,2,"januari",1,1,"2020 - 1",2,"-347",2020-01-01 00:00:00.000
2020-01-03 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,31,"vrijdag",4,3,"januari",1,1,"2020 - 1",3,"-346",2020-01-01 00:00:00.000
2020-01-04 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,31,"zaterdag",5,4,"januari",1,1,"2020 - 1",4,"-345",2020-01-01 00:00:00.000
2020-01-05 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,1,31,"zondag",6,5,"januari",1,1,"2020 - 1",5,"-344",2020-01-01 00:00:00.000
2021-01-01 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,31,"vrijdag",4,1,"januari",1,1,"2021 - 1",1,"18",2021-01-01 00:00:00.000
2021-01-02 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,31,"zaterdag",5,2,"januari",1,1,"2021 - 1",2,"19",2021-01-01 00:00:00.000
2021-01-03 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,31,"zondag",6,3,"januari",1,1,"2021 - 1",3,"20",2021-01-01 00:00:00.000
2007-03-01 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,3,31,"donderdag",3,60,"maart",1,9,"2007 - 3",1,"-5037",2007-03-01 00:00:00.000
2007-03-02 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,3,31,"vrijdag",4,61,"maart",1,9,"2007 - 3",2,"-5036",2007-03-01 00:00:00.000
2007-03-03 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,3,31,"zaterdag",5,62,"maart",1,9,"2007 - 3",3,"-5035",2007-03-01 00:00:00.000
2007-03-04 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,3,31,"zondag",6,63,"maart",1,9,"2007 - 3",4,"-5034",2007-03-01 00:00:00.000
2008-03-01 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,3,31,"zaterdag",5,61,"maart",1,9,"2008 - 3",1,"-4671",2008-03-01 00:00:00.000
2008-03-02 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,3,31,"zondag",6,62,"maart",1,9,"2008 - 3",2,"-4670",2008-03-01 00:00:00.000
2008-03-31 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,3,31,"maandag",0,91,"maart",1,14,"2008 - 3",31,"-4641",2008-03-01 00:00:00.000
2009-03-01 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,3,31,"zondag",6,60,"maart",1,9,"2009 - 3",1,"-4306",2009-03-01 00:00:00.000
2009-03-30 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,3,31,"maandag",0,89,"maart",1,14,"2009 - 3",30,"-4277",2009-03-01 00:00:00.000
2009-03-31 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,3,31,"dinsdag",1,90,"maart",1,14,"2009 - 3",31,"-4276",2009-03-01 00:00:00.000
2010-03-29 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,3,31,"maandag",0,88,"maart",1,14,"2010 - 3",29,"-3913",2010-03-01 00:00:00.000
2010-03-30 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,3,31,"dinsdag",1,89,"maart",1,14,"2010 - 3",30,"-3912",2010-03-01 00:00:00.000
2010-03-31 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,3,31,"woensdag",2,90,"maart",1,14,"2010 - 3",31,"-3911",2010-03-01 00:00:00.000
2011-03-28 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,3,31,"maandag",0,87,"maart",1,14,"2011 - 3",28,"-3549",2011-03-01 00:00:00.000
2011-03-29 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,3,31,"dinsdag",1,88,"maart",1,14,"2011 - 3",29,"-3548",2011-03-01 00:00:00.000
2011-03-30 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,3,31,"woensdag",2,89,"maart",1,14,"2011 - 3",30,"-3547",2011-03-01 00:00:00.000
2011-03-31 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,3,31,"donderdag",3,90,"maart",1,14,"2011 - 3",31,"-3546",2011-03-01 00:00:00.000
2012-03-26 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,3,31,"maandag",0,86,"maart",1,14,"2012 - 3",26,"-3185",2012-03-01 00:00:00.000
2012-03-27 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,3,31,"dinsdag",1,87,"maart",1,14,"2012 - 3",27,"-3184",2012-03-01 00:00:00.000
2012-03-28 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,3,31,"woensdag",2,88,"maart",1,14,"2012 - 3",28,"-3183",2012-03-01 00:00:00.000
2012-03-29 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,3,31,"donderdag",3,89,"maart",1,14,"2012 - 3",29,"-3182",2012-03-01 00:00:00.000
2012-03-30 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,3,31,"vrijdag",4,90,"maart",1,14,"2012 - 3",30,"-3181",2012-03-01 00:00:00.000
2012-03-31 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,3,31,"zaterdag",5,91,"maart",1,14,"2012 - 3",31,"-3180",2012-03-01 00:00:00.000
2013-03-01 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,3,31,"vrijdag",4,60,"maart",1,9,"2013 - 3",1,"-2845",2013-03-01 00:00:00.000
2013-03-02 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,3,31,"zaterdag",5,61,"maart",1,9,"2013 - 3",2,"-2844",2013-03-01 00:00:00.000
2013-03-03 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,3,31,"zondag",6,62,"maart",1,9,"2013 - 3",3,"-2843",2013-03-01 00:00:00.000
2014-03-01 00:00:00.000,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,3,31,"zaterdag",5,60,"maart",1,9,"2014 - 3",1,"-2480",2014-03-01 00:00:00.000
2014-03-02 00:00:00.000,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,3,31,"zondag",6,61,"maart",1,9,"2014 - 3",2,"-2479",2014-03-01 00:00:00.000
2014-03-31 00:00:00.000,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,3,31,"maandag",0,90,"maart",1,14,"2014 - 3",31,"-2450",2014-03-01 00:00:00.000
2015-03-01 00:00:00.000,2015,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,3,31,"zondag",6,60,"maart",1,9,"2015 - 3",1,"-2115",2015-03-01 00:00:00.000
2015-03-30 00:00:00.000,2015,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,3,31,"maandag",0,89,"maart",1,14,"2015 - 3",30,"-2086",2015-03-01 00:00:00.000
2015-03-31 00:00:00.000,2015,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,3,31,"dinsdag",1,90,"maart",1,14,"2015 - 3",31,"-2085",2015-03-01 00:00:00.000
2016-03-28 00:00:00.000,2016,2016-01-01 00:00:00.000,2016-12-31 00:00:00.000,3,31,"maandag",0,88,"maart",1,14,"2016 - 3",28,"-1722",2016-03-01 00:00:00.000
2016-03-29 00:00:00.000,2016,2016-01-01 00:00:00.000,2016-12-31 00:00:00.000,3,31,"dinsdag",1,89,"maart",1,14,"2016 - 3",29,"-1721",2016-03-01 00:00:00.000
2016-03-30 00:00:00.000,2016,2016-01-01 00:00:00.000,2016-12-31 00:00:00.000,3,31,"woensdag",2,90,"maart",1,14,"2016 - 3",30,"-1720",2016-03-01 00:00:00.000
2016-03-31 00:00:00.000,2016,2016-01-01 00:00:00.000,2016-12-31 00:00:00.000,3,31,"donderdag",3,91,"maart",1,14,"2016 - 3",31,"-1719",2016-03-01 00:00:00.000
2017-03-27 00:00:00.000,2017,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,3,31,"maandag",0,86,"maart",1,14,"2017 - 3",27,"-1358",2017-03-01 00:00:00.000
2017-03-28 00:00:00.000,2017,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,3,31,"dinsdag",1,87,"maart",1,14,"2017 - 3",28,"-1357",2017-03-01 00:00:00.000
2017-03-29 00:00:00.000,2017,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,3,31,"woensdag",2,88,"maart",1,14,"2017 - 3",29,"-1356",2017-03-01 00:00:00.000
2017-03-30 00:00:00.000,2017,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,3,31,"donderdag",3,89,"maart",1,14,"2017 - 3",30,"-1355",2017-03-01 00:00:00.000
2017-03-31 00:00:00.000,2017,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,3,31,"vrijdag",4,90,"maart",1,14,"2017 - 3",31,"-1354",2017-03-01 00:00:00.000
2018-03-01 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,3,31,"donderdag",3,60,"maart",1,9,"2018 - 3",1,"-1019",2018-03-01 00:00:00.000
2018-03-02 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,3,31,"vrijdag",4,61,"maart",1,9,"2018 - 3",2,"-1018",2018-03-01 00:00:00.000
2018-03-03 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,3,31,"zaterdag",5,62,"maart",1,9,"2018 - 3",3,"-1017",2018-03-01 00:00:00.000
2018-03-04 00:00:00.000,2018,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,3,31,"zondag",6,63,"maart",1,9,"2018 - 3",4,"-1016",2018-03-01 00:00:00.000
2019-03-01 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,3,31,"vrijdag",4,60,"maart",1,9,"2019 - 3",1,"-654",2019-03-01 00:00:00.000
2019-03-02 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,3,31,"zaterdag",5,61,"maart",1,9,"2019 - 3",2,"-653",2019-03-01 00:00:00.000
2019-03-03 00:00:00.000,2019,2019-01-01 00:00:00.000,2019-12-31 00:00:00.000,3,31,"zondag",6,62,"maart",1,9,"2019 - 3",3,"-652",2019-03-01 00:00:00.000
2020-03-01 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,31,"zondag",6,61,"maart",1,9,"2020 - 3",1,"-288",2020-03-01 00:00:00.000
2020-03-30 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,31,"maandag",0,90,"maart",1,14,"2020 - 3",30,"-259",2020-03-01 00:00:00.000
2020-03-31 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,3,31,"dinsdag",1,91,"maart",1,14,"2020 - 3",31,"-258",2020-03-01 00:00:00.000
2021-03-29 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,31,"maandag",0,88,"maart",1,14,"2021 - 3",29,"105",2021-03-01 00:00:00.000
2021-03-30 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,31,"dinsdag",1,89,"maart",1,14,"2021 - 3",30,"106",2021-03-01 00:00:00.000
2021-03-31 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,31,"woensdag",2,90,"maart",1,14,"2021 - 3",31,"107",2021-03-01 00:00:00.000
2007-03-05 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,3,31,"maandag",0,64,"maart",1,10,"2007 - 3",5,"-5033",2007-03-01 00:00:00.000
2007-03-06 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,3,31,"dinsdag",1,65,"maart",1,10,"2007 - 3",6,"-5032",2007-03-01 00:00:00.000
2007-03-07 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,3,31,"woensdag",2,66,"maart",1,10,"2007 - 3",7,"-5031",2007-03-01 00:00:00.000
2007-03-08 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,3,31,"donderdag",3,67,"maart",1,10,"2007 - 3",8,"-5030",2007-03-01 00:00:00.000
2007-03-09 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,3,31,"vrijdag",4,68,"maart",1,10,"2007 - 3",9,"-5029",2007-03-01 00:00:00.000
2007-03-10 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,3,31,"zaterdag",5,69,"maart",1,10,"2007 - 3",10,"-5028",2007-03-01 00:00:00.000
2007-03-11 00:00:00.000,2007,2007-01-01 00:00:00.000,2007-12-31 00:00:00.000,3,31,"zondag",6,70,"maart",1,10,"2007 - 3",11,"-5027",2007-03-01 00:00:00.000
2008-03-03 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,3,31,"maandag",0,63,"maart",1,10,"2008 - 3",3,"-4669",2008-03-01 00:00:00.000
2008-03-04 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,3,31,"dinsdag",1,64,"maart",1,10,"2008 - 3",4,"-4668",2008-03-01 00:00:00.000
2008-03-05 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,3,31,"woensdag",2,65,"maart",1,10,"2008 - 3",5,"-4667",2008-03-01 00:00:00.000
2008-03-06 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,3,31,"donderdag",3,66,"maart",1,10,"2008 - 3",6,"-4666",2008-03-01 00:00:00.000
2008-03-07 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,3,31,"vrijdag",4,67,"maart",1,10,"2008 - 3",7,"-4665",2008-03-01 00:00:00.000
2008-03-08 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,3,31,"zaterdag",5,68,"maart",1,10,"2008 - 3",8,"-4664",2008-03-01 00:00:00.000
2008-03-09 00:00:00.000,2008,2008-01-01 00:00:00.000,2008-12-31 00:00:00.000,3,31,"zondag",6,69,"maart",1,10,"2008 - 3",9,"-4663",2008-03-01 00:00:00.000
2009-03-02 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,3,31,"maandag",0,61,"maart",1,10,"2009 - 3",2,"-4305",2009-03-01 00:00:00.000
2009-03-03 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,3,31,"dinsdag",1,62,"maart",1,10,"2009 - 3",3,"-4304",2009-03-01 00:00:00.000
2009-03-04 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,3,31,"woensdag",2,63,"maart",1,10,"2009 - 3",4,"-4303",2009-03-01 00:00:00.000
2009-03-05 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,3,31,"donderdag",3,64,"maart",1,10,"2009 - 3",5,"-4302",2009-03-01 00:00:00.000
2009-03-06 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,3,31,"vrijdag",4,65,"maart",1,10,"2009 - 3",6,"-4301",2009-03-01 00:00:00.000
2009-03-07 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,3,31,"zaterdag",5,66,"maart",1,10,"2009 - 3",7,"-4300",2009-03-01 00:00:00.000
2009-03-08 00:00:00.000,2009,2009-01-01 00:00:00.000,2009-12-31 00:00:00.000,3,31,"zondag",6,67,"maart",1,10,"2009 - 3",8,"-4299",2009-03-01 00:00:00.000
2010-03-01 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,3,31,"maandag",0,60,"maart",1,10,"2010 - 3",1,"-3941",2010-03-01 00:00:00.000
2010-03-02 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,3,31,"dinsdag",1,61,"maart",1,10,"2010 - 3",2,"-3940",2010-03-01 00:00:00.000
2010-03-03 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,3,31,"woensdag",2,62,"maart",1,10,"2010 - 3",3,"-3939",2010-03-01 00:00:00.000
2010-03-04 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,3,31,"donderdag",3,63,"maart",1,10,"2010 - 3",4,"-3938",2010-03-01 00:00:00.000
2010-03-05 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,3,31,"vrijdag",4,64,"maart",1,10,"2010 - 3",5,"-3937",2010-03-01 00:00:00.000
2010-03-06 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,3,31,"zaterdag",5,65,"maart",1,10,"2010 - 3",6,"-3936",2010-03-01 00:00:00.000
2010-03-07 00:00:00.000,2010,2010-01-01 00:00:00.000,2010-12-31 00:00:00.000,3,31,"zondag",6,66,"maart",1,10,"2010 - 3",7,"-3935",2010-03-01 00:00:00.000
2011-03-01 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,3,31,"dinsdag",1,60,"maart",1,10,"2011 - 3",1,"-3576",2011-03-01 00:00:00.000
2011-03-02 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,3,31,"woensdag",2,61,"maart",1,10,"2011 - 3",2,"-3575",2011-03-01 00:00:00.000
2011-03-03 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,3,31,"donderdag",3,62,"maart",1,10,"2011 - 3",3,"-3574",2011-03-01 00:00:00.000
2011-03-04 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,3,31,"vrijdag",4,63,"maart",1,10,"2011 - 3",4,"-3573",2011-03-01 00:00:00.000
2011-03-05 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,3,31,"zaterdag",5,64,"maart",1,10,"2011 - 3",5,"-3572",2011-03-01 00:00:00.000
2011-03-06 00:00:00.000,2011,2011-01-01 00:00:00.000,2011-12-31 00:00:00.000,3,31,"zondag",6,65,"maart",1,10,"2011 - 3",6,"-3571",2011-03-01 00:00:00.000
2012-03-01 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,3,31,"donderdag",3,61,"maart",1,10,"2012 - 3",1,"-3210",2012-03-01 00:00:00.000
2012-03-02 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,3,31,"vrijdag",4,62,"maart",1,10,"2012 - 3",2,"-3209",2012-03-01 00:00:00.000
2012-03-03 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,3,31,"zaterdag",5,63,"maart",1,10,"2012 - 3",3,"-3208",2012-03-01 00:00:00.000
2012-03-04 00:00:00.000,2012,2012-01-01 00:00:00.000,2012-12-31 00:00:00.000,3,31,"zondag",6,64,"maart",1,10,"2012 - 3",4,"-3207",2012-03-01 00:00:00.000
2013-03-04 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,3,31,"maandag",0,63,"maart",1,10,"2013 - 3",4,"-2842",2013-03-01 00:00:00.000
2013-03-05 00:00:00.000,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,3,31,"dinsdag",1,64,"maart",1,10,"2013 - 3",5,"-2841",2013-03-01 00:00:00.000
