DateTime,Date,Calendar QTR,Year,Day of Year,Month,DayofWeekID,Day,Wk Start,Month Name,Cal Wk,Wk Beginning,FY Week number,WkStartYear,WkStartDay,WkStartMonth,WkStartMonthName,MonthID,Fin Yr,Month/WkStartMonthID,Fiscal QTR Number,Fiscal QTR,Index,FinYear & FYweek,FY & QTR,FY Yr,SortID,FYWeeknYear,FYMonthInYear,FYQTRinYear,Fiscal Month & FY,Wk Ending,MonthID2,RelativeMonthOffset,RelativeWeekOffset,FiscalYearOffset,FiscalMonthOffset,RelativeMonthOffset v2
2024-07-07 00:00:00.000,2024-07-07 00:00:00.000,3,2024,189,7,7,7,20240707,"July",26,2024-07-01 00:00:00.000,1,2024,1,7,"July",1,2025,"False","1","Q1",315,"FY2025- WK1","FY2025-Q1","FY25","1",2025100,20250700,20250100,"July - FY2025",2024-07-07 00:00:00.000,"20247",42,176,4,40,23
2024-07-08 00:00:00.000,2024-07-08 00:00:00.000,3,2024,190,7,1,8,20240708,"July",27,2024-07-08 00:00:00.000,2,2024,8,7,"July",1,2025,"False","1","Q1",316,"FY2025- WK2","FY2025-Q1","FY25","1",2025200,20250700,20250100,"July - FY2025",2024-07-14 00:00:00.000,"20247",41,177,4,40,23
2024-07-09 00:00:00.000,2024-07-09 00:00:00.000,3,2024,191,7,2,9,20240709,"July",27,2024-07-08 00:00:00.000,2,2024,8,7,"July",1,2025,"False","1","Q1",316,"FY2025- WK2","FY2025-Q1","FY25","1",2025200,20250700,20250100,"July - FY2025",2024-07-14 00:00:00.000,"20247",41,177,4,40,23
2024-07-10 00:00:00.000,2024-07-10 00:00:00.000,3,2024,192,7,3,10,20240710,"July",27,2024-07-08 00:00:00.000,2,2024,8,7,"July",1,2025,"False","1","Q1",316,"FY2025- WK2","FY2025-Q1","FY25","1",2025200,20250700,20250100,"July - FY2025",2024-07-14 00:00:00.000,"20247",41,177,4,40,23
2024-07-11 00:00:00.000,2024-07-11 00:00:00.000,3,2024,193,7,4,11,20240711,"July",27,2024-07-08 00:00:00.000,2,2024,8,7,"July",1,2025,"False","1","Q1",316,"FY2025- WK2","FY2025-Q1","FY25","1",2025200,20250700,20250100,"July - FY2025",2024-07-14 00:00:00.000,"20247",41,177,4,40,23
2024-07-12 00:00:00.000,2024-07-12 00:00:00.000,3,2024,194,7,5,12,20240712,"July",27,2024-07-08 00:00:00.000,2,2024,8,7,"July",1,2025,"False","1","Q1",316,"FY2025- WK2","FY2025-Q1","FY25","1",2025200,20250700,20250100,"July - FY2025",2024-07-14 00:00:00.000,"20247",41,177,4,40,23
2024-07-13 00:00:00.000,2024-07-13 00:00:00.000,3,2024,195,7,6,13,20240713,"July",27,2024-07-08 00:00:00.000,2,2024,8,7,"July",1,2025,"False","1","Q1",316,"FY2025- WK2","FY2025-Q1","FY25","1",2025200,20250700,20250100,"July - FY2025",2024-07-14 00:00:00.000,"20247",41,177,4,40,23
2024-07-14 00:00:00.000,2024-07-14 00:00:00.000,3,2024,196,7,7,14,20240714,"July",27,2024-07-08 00:00:00.000,2,2024,8,7,"July",1,2025,"False","1","Q1",316,"FY2025- WK2","FY2025-Q1","FY25","1",2025200,20250700,20250100,"July - FY2025",2024-07-14 00:00:00.000,"20247",41,177,4,40,23
2024-07-15 00:00:00.000,2024-07-15 00:00:00.000,3,2024,197,7,1,15,20240715,"July",28,2024-07-15 00:00:00.000,3,2024,15,7,"July",1,2025,"False","1","Q1",317,"FY2025- WK3","FY2025-Q1","FY25","1",2025300,20250700,20250100,"July - FY2025",2024-07-21 00:00:00.000,"20247",41,178,4,40,23
2024-07-16 00:00:00.000,2024-07-16 00:00:00.000,3,2024,198,7,2,16,20240716,"July",28,2024-07-15 00:00:00.000,3,2024,15,7,"July",1,2025,"False","1","Q1",317,"FY2025- WK3","FY2025-Q1","FY25","1",2025300,20250700,20250100,"July - FY2025",2024-07-21 00:00:00.000,"20247",41,178,4,40,23
2024-07-17 00:00:00.000,2024-07-17 00:00:00.000,3,2024,199,7,3,17,20240717,"July",28,2024-07-15 00:00:00.000,3,2024,15,7,"July",1,2025,"False","1","Q1",317,"FY2025- WK3","FY2025-Q1","FY25","1",2025300,20250700,20250100,"July - FY2025",2024-07-21 00:00:00.000,"20247",41,178,4,40,23
2024-07-18 00:00:00.000,2024-07-18 00:00:00.000,3,2024,200,7,4,18,20240718,"July",28,2024-07-15 00:00:00.000,3,2024,15,7,"July",1,2025,"False","1","Q1",317,"FY2025- WK3","FY2025-Q1","FY25","1",2025300,20250700,20250100,"July - FY2025",2024-07-21 00:00:00.000,"20247",41,178,4,40,23
2024-07-19 00:00:00.000,2024-07-19 00:00:00.000,3,2024,201,7,5,19,20240719,"July",28,2024-07-15 00:00:00.000,3,2024,15,7,"July",1,2025,"False","1","Q1",317,"FY2025- WK3","FY2025-Q1","FY25","1",2025300,20250700,20250100,"July - FY2025",2024-07-21 00:00:00.000,"20247",41,178,4,40,23
2024-07-20 00:00:00.000,2024-07-20 00:00:00.000,3,2024,202,7,6,20,20240720,"July",28,2024-07-15 00:00:00.000,3,2024,15,7,"July",1,2025,"False","1","Q1",317,"FY2025- WK3","FY2025-Q1","FY25","1",2025300,20250700,20250100,"July - FY2025",2024-07-21 00:00:00.000,"20247",41,178,4,40,23
2024-07-21 00:00:00.000,2024-07-21 00:00:00.000,3,2024,203,7,7,21,20240721,"July",28,2024-07-15 00:00:00.000,3,2024,15,7,"July",1,2025,"False","1","Q1",317,"FY2025- WK3","FY2025-Q1","FY25","1",2025300,20250700,20250100,"July - FY2025",2024-07-21 00:00:00.000,"20247",41,178,4,40,23
2024-07-22 00:00:00.000,2024-07-22 00:00:00.000,3,2024,204,7,1,22,20240722,"July",29,2024-07-22 00:00:00.000,4,2024,22,7,"July",1,2025,"False","1","Q1",318,"FY2025- WK4","FY2025-Q1","FY25","1",2025400,20250700,20250100,"July - FY2025",2024-07-28 00:00:00.000,"20247",41,179,4,40,23
2024-07-23 00:00:00.000,2024-07-23 00:00:00.000,3,2024,205,7,2,23,20240723,"July",29,2024-07-22 00:00:00.000,4,2024,22,7,"July",1,2025,"False","1","Q1",318,"FY2025- WK4","FY2025-Q1","FY25","1",2025400,20250700,20250100,"July - FY2025",2024-07-28 00:00:00.000,"20247",41,179,4,40,23
2024-07-24 00:00:00.000,2024-07-24 00:00:00.000,3,2024,206,7,3,24,20240724,"July",29,2024-07-22 00:00:00.000,4,2024,22,7,"July",1,2025,"False","1","Q1",318,"FY2025- WK4","FY2025-Q1","FY25","1",2025400,20250700,20250100,"July - FY2025",2024-07-28 00:00:00.000,"20247",41,179,4,40,23
2024-07-25 00:00:00.000,2024-07-25 00:00:00.000,3,2024,207,7,4,25,20240725,"July",29,2024-07-22 00:00:00.000,4,2024,22,7,"July",1,2025,"False","1","Q1",318,"FY2025- WK4","FY2025-Q1","FY25","1",2025400,20250700,20250100,"July - FY2025",2024-07-28 00:00:00.000,"20247",41,179,4,40,23
2024-07-26 00:00:00.000,2024-07-26 00:00:00.000,3,2024,208,7,5,26,20240726,"July",29,2024-07-22 00:00:00.000,4,2024,22,7,"July",1,2025,"False","1","Q1",318,"FY2025- WK4","FY2025-Q1","FY25","1",2025400,20250700,20250100,"July - FY2025",2024-07-28 00:00:00.000,"20247",41,179,4,40,23
2024-07-27 00:00:00.000,2024-07-27 00:00:00.000,3,2024,209,7,6,27,20240727,"July",29,2024-07-22 00:00:00.000,4,2024,22,7,"July",1,2025,"False","1","Q1",318,"FY2025- WK4","FY2025-Q1","FY25","1",2025400,20250700,20250100,"July - FY2025",2024-07-28 00:00:00.000,"20247",41,179,4,40,23
2024-07-28 00:00:00.000,2024-07-28 00:00:00.000,3,2024,210,7,7,28,20240728,"July",29,2024-07-22 00:00:00.000,4,2024,22,7,"July",1,2025,"False","1","Q1",318,"FY2025- WK4","FY2025-Q1","FY25","1",2025400,20250700,20250100,"July - FY2025",2024-07-28 00:00:00.000,"20247",41,179,4,40,23
2024-07-29 00:00:00.000,2024-07-29 00:00:00.000,3,2024,211,7,1,29,20240729,"July",30,2024-07-29 00:00:00.000,5,2024,29,7,"July",1,2025,"False","1","Q1",319,"FY2025- WK5","FY2025-Q1","FY25","1",2025500,20250700,20250100,"July - FY2025",2024-08-04 00:00:00.000,"20247",41,180,4,40,23
2024-07-30 00:00:00.000,2024-07-30 00:00:00.000,3,2024,212,7,2,30,20240730,"July",30,2024-07-29 00:00:00.000,5,2024,29,7,"July",1,2025,"False","1","Q1",319,"FY2025- WK5","FY2025-Q1","FY25","1",2025500,20250700,20250100,"July - FY2025",2024-08-04 00:00:00.000,"20247",41,180,4,40,23
2024-07-31 00:00:00.000,2024-07-31 00:00:00.000,3,2024,213,7,3,31,20240731,"July",30,2024-07-29 00:00:00.000,5,2024,29,7,"July",1,2025,"False","1","Q1",319,"FY2025- WK5","FY2025-Q1","FY25","1",2025500,20250700,20250100,"July - FY2025",2024-08-04 00:00:00.000,"20247",41,180,4,40,23
2025-07-07 00:00:00.000,2025-07-07 00:00:00.000,3,2025,188,7,1,7,20250707,"July",27,2025-07-07 00:00:00.000,2,2025,7,7,"July",1,2026,"False","1","Q1",368,"FY2026- WK2","FY2026-Q1","FY26","1",2026200,20260700,20260100,"July - FY2026",2025-07-13 00:00:00.000,"20257",53,229,5,52,35
2025-07-08 00:00:00.000,2025-07-08 00:00:00.000,3,2025,189,7,2,8,20250708,"July",27,2025-07-07 00:00:00.000,2,2025,7,7,"July",1,2026,"False","1","Q1",368,"FY2026- WK2","FY2026-Q1","FY26","1",2026200,20260700,20260100,"July - FY2026",2025-07-13 00:00:00.000,"20257",53,229,5,52,35
2025-07-09 00:00:00.000,2025-07-09 00:00:00.000,3,2025,190,7,3,9,20250709,"July",27,2025-07-07 00:00:00.000,2,2025,7,7,"July",1,2026,"False","1","Q1",368,"FY2026- WK2","FY2026-Q1","FY26","1",2026200,20260700,20260100,"July - FY2026",2025-07-13 00:00:00.000,"20257",53,229,5,52,35
2025-07-10 00:00:00.000,2025-07-10 00:00:00.000,3,2025,191,7,4,10,20250710,"July",27,2025-07-07 00:00:00.000,2,2025,7,7,"July",1,2026,"False","1","Q1",368,"FY2026- WK2","FY2026-Q1","FY26","1",2026200,20260700,20260100,"July - FY2026",2025-07-13 00:00:00.000,"20257",53,229,5,52,35
2025-07-11 00:00:00.000,2025-07-11 00:00:00.000,3,2025,192,7,5,11,20250711,"July",27,2025-07-07 00:00:00.000,2,2025,7,7,"July",1,2026,"False","1","Q1",368,"FY2026- WK2","FY2026-Q1","FY26","1",2026200,20260700,20260100,"July - FY2026",2025-07-13 00:00:00.000,"20257",53,229,5,52,35
2025-07-12 00:00:00.000,2025-07-12 00:00:00.000,3,2025,193,7,6,12,20250712,"July",27,2025-07-07 00:00:00.000,2,2025,7,7,"July",1,2026,"False","1","Q1",368,"FY2026- WK2","FY2026-Q1","FY26","1",2026200,20260700,20260100,"July - FY2026",2025-07-13 00:00:00.000,"20257",53,229,5,52,35
2025-07-13 00:00:00.000,2025-07-13 00:00:00.000,3,2025,194,7,7,13,20250713,"July",27,2025-07-07 00:00:00.000,2,2025,7,7,"July",1,2026,"False","1","Q1",368,"FY2026- WK2","FY2026-Q1","FY26","1",2026200,20260700,20260100,"July - FY2026",2025-07-13 00:00:00.000,"20257",53,229,5,52,35
2025-07-14 00:00:00.000,2025-07-14 00:00:00.000,3,2025,195,7,1,14,20250714,"July",28,2025-07-14 00:00:00.000,3,2025,14,7,"July",1,2026,"False","1","Q1",369,"FY2026- WK3","FY2026-Q1","FY26","1",2026300,20260700,20260100,"July - FY2026",2025-07-20 00:00:00.000,"20257",53,230,5,52,35
2025-07-15 00:00:00.000,2025-07-15 00:00:00.000,3,2025,196,7,2,15,20250715,"July",28,2025-07-14 00:00:00.000,3,2025,14,7,"July",1,2026,"False","1","Q1",369,"FY2026- WK3","FY2026-Q1","FY26","1",2026300,20260700,20260100,"July - FY2026",2025-07-20 00:00:00.000,"20257",53,230,5,52,35
2025-07-16 00:00:00.000,2025-07-16 00:00:00.000,3,2025,197,7,3,16,20250716,"July",28,2025-07-14 00:00:00.000,3,2025,14,7,"July",1,2026,"False","1","Q1",369,"FY2026- WK3","FY2026-Q1","FY26","1",2026300,20260700,20260100,"July - FY2026",2025-07-20 00:00:00.000,"20257",53,230,5,52,35
2025-07-17 00:00:00.000,2025-07-17 00:00:00.000,3,2025,198,7,4,17,20250717,"July",28,2025-07-14 00:00:00.000,3,2025,14,7,"July",1,2026,"False","1","Q1",369,"FY2026- WK3","FY2026-Q1","FY26","1",2026300,20260700,20260100,"July - FY2026",2025-07-20 00:00:00.000,"20257",53,230,5,52,35
2025-07-18 00:00:00.000,2025-07-18 00:00:00.000,3,2025,199,7,5,18,20250718,"July",28,2025-07-14 00:00:00.000,3,2025,14,7,"July",1,2026,"False","1","Q1",369,"FY2026- WK3","FY2026-Q1","FY26","1",2026300,20260700,20260100,"July - FY2026",2025-07-20 00:00:00.000,"20257",53,230,5,52,35
2025-07-19 00:00:00.000,2025-07-19 00:00:00.000,3,2025,200,7,6,19,20250719,"July",28,2025-07-14 00:00:00.000,3,2025,14,7,"July",1,2026,"False","1","Q1",369,"FY2026- WK3","FY2026-Q1","FY26","1",2026300,20260700,20260100,"July - FY2026",2025-07-20 00:00:00.000,"20257",53,230,5,52,35
2025-07-20 00:00:00.000,2025-07-20 00:00:00.000,3,2025,201,7,7,20,20250720,"July",28,2025-07-14 00:00:00.000,3,2025,14,7,"July",1,2026,"False","1","Q1",369,"FY2026- WK3","FY2026-Q1","FY26","1",2026300,20260700,20260100,"July - FY2026",2025-07-20 00:00:00.000,"20257",53,230,5,52,35
2025-07-21 00:00:00.000,2025-07-21 00:00:00.000,3,2025,202,7,1,21,20250721,"July",29,2025-07-21 00:00:00.000,4,2025,21,7,"July",1,2026,"False","1","Q1",370,"FY2026- WK4","FY2026-Q1","FY26","1",2026400,20260700,20260100,"July - FY2026",2025-07-27 00:00:00.000,"20257",53,231,5,52,35
2025-07-22 00:00:00.000,2025-07-22 00:00:00.000,3,2025,203,7,2,22,20250722,"July",29,2025-07-21 00:00:00.000,4,2025,21,7,"July",1,2026,"False","1","Q1",370,"FY2026- WK4","FY2026-Q1","FY26","1",2026400,20260700,20260100,"July - FY2026",2025-07-27 00:00:00.000,"20257",53,231,5,52,35
2025-07-23 00:00:00.000,2025-07-23 00:00:00.000,3,2025,204,7,3,23,20250723,"July",29,2025-07-21 00:00:00.000,4,2025,21,7,"July",1,2026,"False","1","Q1",370,"FY2026- WK4","FY2026-Q1","FY26","1",2026400,20260700,20260100,"July - FY2026",2025-07-27 00:00:00.000,"20257",53,231,5,52,35
2025-07-24 00:00:00.000,2025-07-24 00:00:00.000,3,2025,205,7,4,24,20250724,"July",29,2025-07-21 00:00:00.000,4,2025,21,7,"July",1,2026,"False","1","Q1",370,"FY2026- WK4","FY2026-Q1","FY26","1",2026400,20260700,20260100,"July - FY2026",2025-07-27 00:00:00.000,"20257",53,231,5,52,35
2025-07-25 00:00:00.000,2025-07-25 00:00:00.000,3,2025,206,7,5,25,20250725,"July",29,2025-07-21 00:00:00.000,4,2025,21,7,"July",1,2026,"False","1","Q1",370,"FY2026- WK4","FY2026-Q1","FY26","1",2026400,20260700,20260100,"July - FY2026",2025-07-27 00:00:00.000,"20257",53,231,5,52,35
2025-07-26 00:00:00.000,2025-07-26 00:00:00.000,3,2025,207,7,6,26,20250726,"July",29,2025-07-21 00:00:00.000,4,2025,21,7,"July",1,2026,"False","1","Q1",370,"FY2026- WK4","FY2026-Q1","FY26","1",2026400,20260700,20260100,"July - FY2026",2025-07-27 00:00:00.000,"20257",53,231,5,52,35
2025-07-27 00:00:00.000,2025-07-27 00:00:00.000,3,2025,208,7,7,27,20250727,"July",29,2025-07-21 00:00:00.000,4,2025,21,7,"July",1,2026,"False","1","Q1",370,"FY2026- WK4","FY2026-Q1","FY26","1",2026400,20260700,20260100,"July - FY2026",2025-07-27 00:00:00.000,"20257",53,231,5,52,35
2025-07-28 00:00:00.000,2025-07-28 00:00:00.000,3,2025,209,7,1,28,20250728,"July",30,2025-07-28 00:00:00.000,5,2025,28,7,"July",1,2026,"False","1","Q1",371,"FY2026- WK5","FY2026-Q1","FY26","1",2026500,20260700,20260100,"July - FY2026",2025-08-03 00:00:00.000,"20257",53,232,5,52,35
2025-07-29 00:00:00.000,2025-07-29 00:00:00.000,3,2025,210,7,2,29,20250729,"July",30,2025-07-28 00:00:00.000,5,2025,28,7,"July",1,2026,"False","1","Q1",371,"FY2026- WK5","FY2026-Q1","FY26","1",2026500,20260700,20260100,"July - FY2026",2025-08-03 00:00:00.000,"20257",53,232,5,52,35
2025-07-30 00:00:00.000,2025-07-30 00:00:00.000,3,2025,211,7,3,30,20250730,"July",30,2025-07-28 00:00:00.000,5,2025,28,7,"July",1,2026,"False","1","Q1",371,"FY2026- WK5","FY2026-Q1","FY26","1",2026500,20260700,20260100,"July - FY2026",2025-08-03 00:00:00.000,"20257",53,232,5,52,35
2025-07-31 00:00:00.000,2025-07-31 00:00:00.000,3,2025,212,7,4,31,20250731,"July",30,2025-07-28 00:00:00.000,5,2025,28,7,"July",1,2026,"False","1","Q1",371,"FY2026- WK5","FY2026-Q1","FY26","1",2026500,20260700,20260100,"July - FY2026",2025-08-03 00:00:00.000,"20257",53,232,5,52,35
2018-08-06 00:00:00.000,2018-08-06 00:00:00.000,3,2018,218,8,1,6,20180806,"August",31,2018-08-06 00:00:00.000,7,2018,6,8,"August",2,2019,"False","1","Q1",7,"FY2019- WK7","FY2019-Q1","FY19","2",2019700,20190800,20190100,"August - FY2019",2018-08-12 00:00:00.000,"20188",-30,-132,-2,-31,-48
2018-08-07 00:00:00.000,2018-08-07 00:00:00.000,3,2018,219,8,2,7,20180807,"August",31,2018-08-06 00:00:00.000,7,2018,6,8,"August",2,2019,"False","1","Q1",7,"FY2019- WK7","FY2019-Q1","FY19","2",2019700,20190800,20190100,"August - FY2019",2018-08-12 00:00:00.000,"20188",-30,-132,-2,-31,-48
2018-08-08 00:00:00.000,2018-08-08 00:00:00.000,3,2018,220,8,3,8,20180808,"August",31,2018-08-06 00:00:00.000,7,2018,6,8,"August",2,2019,"False","1","Q1",7,"FY2019- WK7","FY2019-Q1","FY19","2",2019700,20190800,20190100,"August - FY2019",2018-08-12 00:00:00.000,"20188",-30,-132,-2,-31,-48
2018-08-09 00:00:00.000,2018-08-09 00:00:00.000,3,2018,221,8,4,9,20180809,"August",31,2018-08-06 00:00:00.000,7,2018,6,8,"August",2,2019,"False","1","Q1",7,"FY2019- WK7","FY2019-Q1","FY19","2",2019700,20190800,20190100,"August - FY2019",2018-08-12 00:00:00.000,"20188",-30,-132,-2,-31,-48
2018-08-10 00:00:00.000,2018-08-10 00:00:00.000,3,2018,222,8,5,10,20180810,"August",31,2018-08-06 00:00:00.000,7,2018,6,8,"August",2,2019,"False","1","Q1",7,"FY2019- WK7","FY2019-Q1","FY19","2",2019700,20190800,20190100,"August - FY2019",2018-08-12 00:00:00.000,"20188",-30,-132,-2,-31,-48
2018-08-11 00:00:00.000,2018-08-11 00:00:00.000,3,2018,223,8,6,11,20180811,"August",31,2018-08-06 00:00:00.000,7,2018,6,8,"August",2,2019,"False","1","Q1",7,"FY2019- WK7","FY2019-Q1","FY19","2",2019700,20190800,20190100,"August - FY2019",2018-08-12 00:00:00.000,"20188",-30,-132,-2,-31,-48
2018-08-12 00:00:00.000,2018-08-12 00:00:00.000,3,2018,224,8,7,12,20180812,"August",31,2018-08-06 00:00:00.000,7,2018,6,8,"August",2,2019,"False","1","Q1",7,"FY2019- WK7","FY2019-Q1","FY19","2",2019700,20190800,20190100,"August - FY2019",2018-08-12 00:00:00.000,"20188",-30,-132,-2,-31,-48
2018-08-13 00:00:00.000,2018-08-13 00:00:00.000,3,2018,225,8,1,13,20180813,"August",32,2018-08-13 00:00:00.000,8,2018,13,8,"August",2,2019,"False","1","Q1",8,"FY2019- WK8","FY2019-Q1","FY19","2",2019800,20190800,20190100,"August - FY2019",2018-08-19 00:00:00.000,"20188",-30,-131,-2,-31,-48
2018-08-14 00:00:00.000,2018-08-14 00:00:00.000,3,2018,226,8,2,14,20180814,"August",32,2018-08-13 00:00:00.000,8,2018,13,8,"August",2,2019,"False","1","Q1",8,"FY2019- WK8","FY2019-Q1","FY19","2",2019800,20190800,20190100,"August - FY2019",2018-08-19 00:00:00.000,"20188",-30,-131,-2,-31,-48
2018-08-15 00:00:00.000,2018-08-15 00:00:00.000,3,2018,227,8,3,15,20180815,"August",32,2018-08-13 00:00:00.000,8,2018,13,8,"August",2,2019,"False","1","Q1",8,"FY2019- WK8","FY2019-Q1","FY19","2",2019800,20190800,20190100,"August - FY2019",2018-08-19 00:00:00.000,"20188",-30,-131,-2,-31,-48
2018-08-16 00:00:00.000,2018-08-16 00:00:00.000,3,2018,228,8,4,16,20180816,"August",32,2018-08-13 00:00:00.000,8,2018,13,8,"August",2,2019,"False","1","Q1",8,"FY2019- WK8","FY2019-Q1","FY19","2",2019800,20190800,20190100,"August - FY2019",2018-08-19 00:00:00.000,"20188",-30,-131,-2,-31,-48
2018-08-17 00:00:00.000,2018-08-17 00:00:00.000,3,2018,229,8,5,17,20180817,"August",32,2018-08-13 00:00:00.000,8,2018,13,8,"August",2,2019,"False","1","Q1",8,"FY2019- WK8","FY2019-Q1","FY19","2",2019800,20190800,20190100,"August - FY2019",2018-08-19 00:00:00.000,"20188",-30,-131,-2,-31,-48
2018-08-18 00:00:00.000,2018-08-18 00:00:00.000,3,2018,230,8,6,18,20180818,"August",32,2018-08-13 00:00:00.000,8,2018,13,8,"August",2,2019,"False","1","Q1",8,"FY2019- WK8","FY2019-Q1","FY19","2",2019800,20190800,20190100,"August - FY2019",2018-08-19 00:00:00.000,"20188",-30,-131,-2,-31,-48
2018-08-19 00:00:00.000,2018-08-19 00:00:00.000,3,2018,231,8,7,19,20180819,"August",32,2018-08-13 00:00:00.000,8,2018,13,8,"August",2,2019,"False","1","Q1",8,"FY2019- WK8","FY2019-Q1","FY19","2",2019800,20190800,20190100,"August - FY2019",2018-08-19 00:00:00.000,"20188",-30,-131,-2,-31,-48
2018-08-20 00:00:00.000,2018-08-20 00:00:00.000,3,2018,232,8,1,20,20180820,"August",33,2018-08-20 00:00:00.000,9,2018,20,8,"August",2,2019,"False","1","Q1",9,"FY2019- WK9","FY2019-Q1","FY19","2",2019900,20190800,20190100,"August - FY2019",2018-08-26 00:00:00.000,"20188",-30,-130,-2,-31,-48
2018-08-21 00:00:00.000,2018-08-21 00:00:00.000,3,2018,233,8,2,21,20180821,"August",33,2018-08-20 00:00:00.000,9,2018,20,8,"August",2,2019,"False","1","Q1",9,"FY2019- WK9","FY2019-Q1","FY19","2",2019900,20190800,20190100,"August - FY2019",2018-08-26 00:00:00.000,"20188",-30,-130,-2,-31,-48
2018-08-22 00:00:00.000,2018-08-22 00:00:00.000,3,2018,234,8,3,22,20180822,"August",33,2018-08-20 00:00:00.000,9,2018,20,8,"August",2,2019,"False","1","Q1",9,"FY2019- WK9","FY2019-Q1","FY19","2",2019900,20190800,20190100,"August - FY2019",2018-08-26 00:00:00.000,"20188",-30,-130,-2,-31,-48
2018-08-23 00:00:00.000,2018-08-23 00:00:00.000,3,2018,235,8,4,23,20180823,"August",33,2018-08-20 00:00:00.000,9,2018,20,8,"August",2,2019,"False","1","Q1",9,"FY2019- WK9","FY2019-Q1","FY19","2",2019900,20190800,20190100,"August - FY2019",2018-08-26 00:00:00.000,"20188",-30,-130,-2,-31,-48
2018-08-24 00:00:00.000,2018-08-24 00:00:00.000,3,2018,236,8,5,24,20180824,"August",33,2018-08-20 00:00:00.000,9,2018,20,8,"August",2,2019,"False","1","Q1",9,"FY2019- WK9","FY2019-Q1","FY19","2",2019900,20190800,20190100,"August - FY2019",2018-08-26 00:00:00.000,"20188",-30,-130,-2,-31,-48
2018-08-25 00:00:00.000,2018-08-25 00:00:00.000,3,2018,237,8,6,25,20180825,"August",33,2018-08-20 00:00:00.000,9,2018,20,8,"August",2,2019,"False","1","Q1",9,"FY2019- WK9","FY2019-Q1","FY19","2",2019900,20190800,20190100,"August - FY2019",2018-08-26 00:00:00.000,"20188",-30,-130,-2,-31,-48
2018-08-26 00:00:00.000,2018-08-26 00:00:00.000,3,2018,238,8,7,26,20180826,"August",33,2018-08-20 00:00:00.000,9,2018,20,8,"August",2,2019,"False","1","Q1",9,"FY2019- WK9","FY2019-Q1","FY19","2",2019900,20190800,20190100,"August - FY2019",2018-08-26 00:00:00.000,"20188",-30,-130,-2,-31,-48
2018-08-27 00:00:00.000,2018-08-27 00:00:00.000,3,2018,239,8,1,27,20180827,"August",34,2018-08-27 00:00:00.000,10,2018,27,8,"August",2,2019,"False","1","Q1",10,"FY2019- WK10","FY2019-Q1","FY19","2",2020000,20190800,20190100,"August - FY2019",2018-09-02 00:00:00.000,"20188",-30,-129,-2,-31,-48
2018-08-28 00:00:00.000,2018-08-28 00:00:00.000,3,2018,240,8,2,28,20180828,"August",34,2018-08-27 00:00:00.000,10,2018,27,8,"August",2,2019,"False","1","Q1",10,"FY2019- WK10","FY2019-Q1","FY19","2",2020000,20190800,20190100,"August - FY2019",2018-09-02 00:00:00.000,"20188",-30,-129,-2,-31,-48
2018-08-29 00:00:00.000,2018-08-29 00:00:00.000,3,2018,241,8,3,29,20180829,"August",34,2018-08-27 00:00:00.000,10,2018,27,8,"August",2,2019,"False","1","Q1",10,"FY2019- WK10","FY2019-Q1","FY19","2",2020000,20190800,20190100,"August - FY2019",2018-09-02 00:00:00.000,"20188",-30,-129,-2,-31,-48
2018-08-30 00:00:00.000,2018-08-30 00:00:00.000,3,2018,242,8,4,30,20180830,"August",34,2018-08-27 00:00:00.000,10,2018,27,8,"August",2,2019,"False","1","Q1",10,"FY2019- WK10","FY2019-Q1","FY19","2",2020000,20190800,20190100,"August - FY2019",2018-09-02 00:00:00.000,"20188",-30,-129,-2,-31,-48
2018-08-31 00:00:00.000,2018-08-31 00:00:00.000,3,2018,243,8,5,31,20180831,"August",34,2018-08-27 00:00:00.000,10,2018,27,8,"August",2,2019,"False","1","Q1",10,"FY2019- WK10","FY2019-Q1","FY19","2",2020000,20190800,20190100,"August - FY2019",2018-09-02 00:00:00.000,"20188",-30,-129,-2,-31,-48
2019-08-05 00:00:00.000,2019-08-05 00:00:00.000,3,2019,217,8,1,5,20190805,"August",31,2019-08-05 00:00:00.000,6,2019,5,8,"August",2,2020,"False","1","Q1",59,"FY2020- WK6","FY2020-Q1","FY20","2",2020600,20200800,20200100,"August - FY2020",2019-08-11 00:00:00.000,"20198",-18,-80,-1,-19,-36
2019-08-06 00:00:00.000,2019-08-06 00:00:00.000,3,2019,218,8,2,6,20190806,"August",31,2019-08-05 00:00:00.000,6,2019,5,8,"August",2,2020,"False","1","Q1",59,"FY2020- WK6","FY2020-Q1","FY20","2",2020600,20200800,20200100,"August - FY2020",2019-08-11 00:00:00.000,"20198",-18,-80,-1,-19,-36
2019-08-07 00:00:00.000,2019-08-07 00:00:00.000,3,2019,219,8,3,7,20190807,"August",31,2019-08-05 00:00:00.000,6,2019,5,8,"August",2,2020,"False","1","Q1",59,"FY2020- WK6","FY2020-Q1","FY20","2",2020600,20200800,20200100,"August - FY2020",2019-08-11 00:00:00.000,"20198",-18,-80,-1,-19,-36
2019-08-08 00:00:00.000,2019-08-08 00:00:00.000,3,2019,220,8,4,8,20190808,"August",31,2019-08-05 00:00:00.000,6,2019,5,8,"August",2,2020,"False","1","Q1",59,"FY2020- WK6","FY2020-Q1","FY20","2",2020600,20200800,20200100,"August - FY2020",2019-08-11 00:00:00.000,"20198",-18,-80,-1,-19,-36
