DATEKEY,YEAR,QUARTER,UNIQUE_CARRIER,NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS
2019-03-31 00:00:00.000,2019,1,"YX",615.8,1386.63,12435.94,0,0,0,0,0,0,0,0,0,158.14,0,0,12594.07,3443.21,3634.53,1025.36,163.53,0,909.92,0,2030.89,0,11207.45,-604.81,-19.53,0,0,0,67.03,-557.31,829.32,213.52,615.8,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"YX",633.7,1277.61,9681.1,0,0,0,0,0,0,0,0,0,121.79,0,0,9802.89,2496.05,2902.42,810.75,111.37,0,694.15,0,1510.54,0,8525.28,-427.76,-15.51,0,0,0,17.37,-425.91,851.7,218,633.7,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"8C",654.38,744.6,0,0,0,0,0,0,19372.99,2728.05,0,0,1.16,0,0,22102.2,13750.07,4486.94,1526.94,554.56,0,260.91,0,778.2,0,21357.6,0,-90.21,0,0,0,0,-90.21,654.38,0,654.38,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"KLQ",677.02,748.99,0,0,0,0,0,0,0,12861.13,0,0,0,0,0,12861.13,4859.54,2341.81,0,0,0,0,2108.06,2250.95,551.79,12112.14,-74.7,0,0,0,0,2.74,-71.97,677.02,0,0,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"27Q",687.66,687.66,0,0,0,0,0,0,243.07,0,0,0,0,0,1670.66,1913.73,0,0,0,0,0,0,161.68,0,1064.39,1226.07,0,0,0,0,0,0,0,687.66,0,687.66,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"GFQ",691.3,711.7,0,0,0,0,0,0,0,5988.57,0,0,150.92,0,0,6139.49,3759.79,522.02,0,0,0,0,923.95,222.03,0,5427.79,0,-71.21,0,0,0,12.75,-58.46,653.24,-38.06,691.3,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"27Q",853.51,853.51,0,0,0,0,0,0,24.39,0,0,0,0,0,2099.7,2124.09,0,0,0,0,0,0,18.06,0,1252.52,1270.58,0,0,0,0,0,0,0,853.51,0,853.51,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"YV",894.63,30488.91,173916.8,0,0,0,0,0,0,0,0,0,0,0,0,173916.8,50033.61,54546.16,8149.4,922.23,0.65,11016.32,0,18759.5,0,143427.9,0,-12620.2,0,0,0,-53.59,-12673.79,17815.13,16920.5,894.63,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"27Q",946.51,946.51,0,0,0,0,0,0,26.57,0,0,0,0,0,2013.02,2039.59,0,0,0,0,0,0,12.34,0,1080.74,1093.08,0,0,0,0,0,0,0,946.51,0,946.51,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"YV",1068.27,2075.14,14287.86,0,0,0,0,0,0,0,0,0,0,0,0,14287.86,4087.82,4708.63,706.8,82.22,0.05,1041.96,0,1585.24,0,12212.72,0,-975.05,0,0,0,-31.82,-1006.87,1068.27,0,1068.27,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"YV",1100.28,2056.2,12789.3,0,0,0,0,0,0,0,0,0,0,0,0,12789.3,3837.25,3917.99,621.19,68.91,0,861.82,0,1425.95,0,10733.1,0,-950.03,0,0,0,-5.88,-955.91,1100.28,0,1100.28,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"CP",1230.97,1219.53,59998.6,0,0,0,0,0,0,0,0,0,0,0,2.77,60001.37,16882.81,25626.68,7799.87,4600.09,24.75,3367.69,0,479.94,0,58781.84,0,0,0,0,0,11.44,11.44,1230.97,0,1230.97,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"2HQ",1431.77,1760.93,1325.52,0,0,0,0,0,15432.14,0,0,0,371.26,0,0,17128.91,10962.17,2106.78,0,0,0,0,1121.24,1177.78,0,15367.97,-8.39,-20.41,0,0,0,-300.37,-329.17,1431.77,0,1431.77,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"YV",1476.24,2900.51,14678.25,0,0,0,0,0,0,0,0,0,0,0,0,14678.25,4247.65,4003.4,699.39,88.09,0,1129.44,0,1609.77,0,11777.74,0,-1139.03,0,0,0,-285.24,-1424.28,1476.24,0,1476.24,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"KLQ",1479.01,1548.06,0,0,0,0,0,0,0,12004.2,0,0,0,0,0,12004.2,4418.91,2229.58,0,0,0,0,1298.33,1939.92,569.4,10456.14,0,0,0,0,0,0,-69.05,1479.01,0,0,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"8C",1812.96,1902.31,0,0,0,0,0,0,17590.06,3136.88,0,0,0.29,0,0,20727.24,11808.27,3855.62,1418.08,535.85,0,297.2,0,909.91,0,18824.93,0,-89.35,0,0,0,0,-89.35,1812.96,0,1812.96,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"8C",1923.96,2016.27,0,0,0,0,0,0,18241.43,3099.58,0,0,0.74,0,0,21341.75,12394.47,3774.41,1421.4,482.33,0,361.77,0,891.11,0,19325.48,0,-92.32,0,0,0,0,-92.32,1923.96,0,1923.96,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"1BQ",2891.12,2796.75,0,0,0,0,0,0,15198.64,0,0,0,0,0,0,15198.64,2544.76,2404.91,0,0,0,0,5690.6,1761.62,0,12401.89,-55.49,-69.18,0,0,0,219.04,94.37,2891.12,0,2891.12,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"27Q",3965.26,3965.26,0,0,0,0,0,0,1677.6,0,0,0,0,0,14962.87,16640.47,0,0,0,0,0,0,1135.56,0,11539.65,12675.21,0,0,0,0,0,0,0,3965.26,0,3965.26,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"09Q",4159.32,4507.87,0,0,0,0,0,0,17685,0,0,0,231.57,0,0,17916.57,7484.21,1915.02,0,872.52,0.12,1752.79,0,1384.04,0,13408.7,-348.54,0,0,0,0,0,-348.54,4159.32,0,4159.32,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"YV",4269.34,16891.76,167434.9,0,0,0,0,0,0,0,0,0,0,0,0,167434.9,60352.33,51830.59,7895.97,909.93,0,11379.89,0,18174.4,0,150543.1,0,-12544.78,0,0,0,-77.64,-12622.42,4269.34,0,4269.34,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"27Q",4456.78,4456.78,0,0,0,0,0,0,176.12,0,0,0,0,0,17038.9,17215.02,0,0,0,0,0,0,76.54,0,12681.69,12758.23,0,0,0,0,0,0,0,4456.78,0,4456.78,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"27Q",4940.19,4940.19,0,0,0,0,0,0,179.02,0,0,0,0,0,18313.07,18491.08,0,0,0,0,0,0,161.36,0,13389.53,13550.89,0,0,0,0,0,0,0,4940.19,0,4940.19,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"L2",5175.9,5547.43,0,0,0,0,0,0,0,8293.02,0,0,1858.22,0,0,10151.24,2630.14,889.34,0,0,0,0,1084.34,0,0,4603.82,0,0,0,0,0,0,0,5547.43,371.53,5175.9,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"8C",5270.93,6072.72,0,0,0,0,0,0,2323.99,71429.61,0,0,3.47,0,0,73757.07,30956.84,28810.41,239.15,1830.56,0,3638.65,0,2208.73,0,67684.35,0,-640.06,0,0,0,0,-640.06,5432.66,161.73,5270.93,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"L2",5345.13,5664.32,0,0,0,0,0,0,0,8585.82,0,0,804.42,0,0,9390.24,2070.22,866.16,0,0,0,0,789.54,0,0,3725.92,0,0,0,0,0,0,0,5664.32,319.19,5345.13,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"27Q",5460.48,5460.48,0,0,0,0,0,0,188.47,0,0,0,0,0,17598.33,17786.8,0,0,0,0,0,0,101.35,0,12224.97,12326.32,0,0,0,0,0,0,0,5460.48,0,5460.48,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"X9",5776.15,10454.14,0,0,0,0,0,0,126072,0,0,0,0,0,33.26,126105.3,62140.71,9788.27,13170.37,11954.7,23.7,7014.75,0,11542.58,16.02,115651.1,0,-5111.88,0,0,0,433.89,-4677.98,5776.15,0,5776.15,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"KD",5890.74,5879.88,0,0,0,0,0,0,0,58499.55,0,0,1307.5,0,0,59807.05,31740.63,12057.44,0,3580.58,0,5206.43,0,1342.08,0,53927.17,0,0,0,0,0,10.86,10.86,5890.74,0,5890.74,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"L2",6624.91,7329.39,0,0,0,0,0,0,0,11093.79,0,0,1226.35,0,0,12320.14,2933.06,995.23,0,0,0,0,1062.47,0,0,4990.75,0,0,0,0,0,0,0,7329.39,704.48,6624.91,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"09Q",6876.73,7950.86,0,0,0,0,0,0,35129.58,0,0,0,151.44,0,0,35281.01,14298.91,3539.48,0,4175.43,2.54,3085.95,0,2227.84,0,27330.15,-1074.13,0,0,0,0,0,-1074.13,6876.73,0,6876.73,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"L2",7518.72,7518.72,0,0,0,0,0,0,0,10193.35,0,0,1561.49,0,0,11754.84,2250.55,994.77,0,0,0,0,990.8,0,0,4236.12,0,0,0,0,0,0,0,7518.72,0,7518.72,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"X9",11378.02,10111.24,0,0,0,0,0,0,118910.9,0,0,0,0,0,32.85,118943.7,58861.21,10229.51,11862.59,9743.57,11.26,7476.49,0,10629.14,18.7,108832.5,0,-0.01,0,0,0,1266.79,1266.78,11378.02,0,11378.02,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"X9",12607.74,16981.89,0,0,0,0,0,0,122156,0,0,0,0,0,31.42,122187.4,57903.83,9167.03,10995.66,10328.04,27.74,6198.92,0,10569.77,14.53,105205.5,0,-4869.56,0,0,0,495.41,-4374.15,12607.74,0,12607.74,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"YV",15074.12,27106.73,169747.4,0,0,0,0,0,0,0,0,0,0,0,0,169747.4,46703.43,55489.08,8228.58,982.57,0.51,12451.96,0,18784.55,0,142640.7,0,-11652.34,0,0,0,-380.26,-12032.61,15074.12,0,15074.12,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"YX",15134.75,34083.21,305701.7,0,0,0,0,0,0,0,0,0,3887.36,0,0,309589,84641.75,89347.37,25205.62,4019.92,0,22367.83,0,49923.33,0,275505.8,-14867.46,-479.93,0,0,0,1647.78,-13699.62,20383.6,5248.85,15134.75,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"YV",17178.13,32971.5,162468.4,0,0,0,0,0,0,0,0,0,0,0,0,162468.4,48777.2,42277.73,7489.3,976.81,0,12523.98,0,17451.88,0,129496.9,0,-12630.4,0,0,0,-3162.97,-15793.36,17178.13,0,17178.13,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"YX",19232.47,37428.84,331416.5,0,0,0,0,0,0,0,0,0,7687.05,0,0,339103.5,85602.99,102027.1,26163.99,3886.4,0,31272.02,0,52722.2,0,301674.7,-13521.36,-427.53,0,0,0,968.4,-12980.5,24448.35,5215.88,19232.47,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"YX",20577.96,40766.11,324253.3,0,0,0,0,0,0,0,0,0,4758.67,0,0,329011.9,83996.51,99762.38,26037.69,3612.64,0,22267.19,0,52569.44,0,288245.8,-14044.32,-449.28,0,0,0,1371.11,-13122.49,27643.62,7065.66,20577.96,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"YX",21462.49,43275.51,327959.9,0,0,0,0,0,0,0,0,0,4125.62,0,0,332085.5,84556.6,98326,27465.41,3772.78,0,23517.39,0,51171.84,0,288810,-14490.84,-525.51,0,0,0,588.33,-14428.02,28847.49,7384.99,21462.49,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"9E",-21908.94,-21141.93,176361.4,0,0,0,0,0,0,0,0,0,0,0,0,176361.4,83128.36,74534.49,21101.47,927.63,0,15160.77,0,2650.63,0,197503.3,-700.87,-0.01,0,0,0,-41.28,-742.15,-21884.08,24.86,-21908.94,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"CP",-8863.91,-8868.43,36169.55,0,0,0,0,0,0,0,0,0,0,0,6.24,36175.79,12030.5,20619.02,4857.15,3204.74,24.63,3841.74,0,466.45,0,45044.22,0,0,0,0,0,4.53,4.53,-8863.91,0,-8863.91,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"EV",-8785.21,-8789.28,98469.09,0,0,0,0,0,0,0,0,0,0,0,0,98469.09,39550.45,32186.65,7180.52,4782.68,0,23153.51,0,404.56,0,107258.4,0,2.63,0,0,0,1.44,4.07,-8785.21,0,-8785.21,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"KLQ",-2523.01,-2461.21,0,0,0,0,0,0,0,8264.04,0,0,0,0,0,8264.04,3425.52,2966.16,0,0,0,0,1579.12,2596.34,158.11,10725.25,-71.23,0,0,0,0,9.42,-61.81,-2523.01,0,0,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"2HQ",-1469.98,-1383.51,628.48,0,0,0,0,0,6498.78,0,0,0,242.1,0,0,7369.36,4110.88,1601.34,0,1343.41,-2.88,637.54,0,1062.58,0,8752.87,-10.96,-89.68,0,0,0,14.17,-86.47,-1469.98,0,-1469.98,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"GFQ",-774.23,-778.35,0,0,0,0,0,0,0,2655.03,0,0,96.04,0,0,2751.07,2302.86,125.19,0,0,0,0,1029.7,71.68,0,3529.42,0,-116.49,0,0,0,24.84,-91.65,-870,-95.77,-774.23,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"EV",-582.24,-582.51,6526,0,0,0,0,0,0,0,0,0,0,0,0,6526,2621.19,2133.16,475.89,316.97,0,1534.49,0,26.81,0,7108.51,0,0.17,0,0,0,0.1,0.27,-582.24,0,-582.24,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"9E",-197.24,-190.34,1587.75,0,0,0,0,0,0,0,0,0,0,0,0,1587.75,748.39,671.02,189.97,8.35,0,136.49,0,23.86,0,1778.09,-6.31,0,0,0,0,-0.37,-6.68,-197.02,0.22,-197.24,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"KLQ",-181.87,-180.6,0,0,0,0,0,0,0,37.83,0,0,0,0,0,37.83,69.46,60.53,0,0,0,0,32.23,52.99,3.23,218.43,-1.45,0,0,0,0,0.19,-1.26,-181.87,0,0,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"OO",-152.65,-107.45,2173.29,0,0,0,0,0,0,0,0,0,0,0,36.14,2209.43,933.53,737.78,194.52,78.01,1.02,102.9,0,269.12,0,2316.88,-39.76,0,0,0,0,1.73,-38.02,-145.47,7.18,-152.65,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"CP",-97.62,-97.67,398.36,0,0,0,0,0,0,0,0,0,0,0,0.07,398.43,132.5,227.09,53.5,35.3,0.27,42.31,0,5.14,0,496.1,0,0,0,0,0,0.05,0.05,-97.62,0,-97.62,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"OH",-2.1,-3.09,62.65,0,0,0,0,0,0,0,0,0,0,0,0,62.65,33.09,18.36,5.15,2.58,0,4.96,0,1.59,0,65.73,0,-0.19,0,0,0,-0.05,-0.25,-3.33,1.24,-2.1,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"1TQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"QX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"GFQ",170.58,167.85,0,0,0,0,0,0,0,5756.24,0,0,63.76,0,0,5820,3550.05,862.85,0,0,0,0,980.19,259.07,0,5652.15,0,-77.34,0,0,0,16.49,-60.85,107,-63.58,170.58,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"YV",359.88,1309.91,15960.64,0,0,0,0,0,0,0,0,0,0,0,0,15960.64,4745.81,5862.06,780.17,118.61,0,1349.01,0,1795.08,0,14650.73,0,-1035.9,0,0,0,85.87,-950.03,359.88,0,359.88,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"3EQ",382.62,311.44,0,0,0,0,0,0,0,0,0,0,0,0,9195.35,9195.35,0,0,0,0,0,0,1304.34,0,7579.56,8883.9,0,0,0,0,0,71.18,71.18,382.62,0,382.62,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"YX",405.9,833.93,8087.27,0,0,0,0,0,0,0,0,0,116.84,0,0,8204.12,2255.12,2529.51,685.72,104.94,0,541.32,0,1253.57,0,7370.19,-309.79,-9.56,0,0,0,30.97,-288.38,545.56,139.66,405.9,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"8C",452.63,495.57,0,0,0,0,0,0,16610.32,3895.26,0,0,0.33,0,0,20505.9,12894.29,3881.02,1729.22,491.13,0,254.46,0,760.21,0,20010.32,0,-42.94,0,0,0,0,-42.94,452.63,0,452.63,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"WL",597.43,638.29,0,0,0,0,0,0,4916.73,0,0,0,769.67,0,0,5686.4,1654.27,1403.45,343.38,793.49,27.42,826.1,0,0,0,5048.11,-40.86,0,0,0,0,0.01,-40.86,597.43,0,597.43,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"27Q",666.06,666.06,0,0,0,0,0,0,29.11,0,0,0,0,0,1629.62,1658.74,0,0,0,0,0,0,22.33,0,970.35,992.68,0,0,0,0,0,0,0,666.06,0,666.06,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"X9",804.52,1079.13,0,0,0,0,0,0,12003.43,-1.53,0,0,0,0,1.76,12003.66,5565.73,1023.08,1185.88,1171.33,1.81,643.19,0,1332.3,1.22,10924.53,0,-420.43,0,0,0,145.81,-274.61,804.52,0,804.52,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"L2",3625.13,4172.74,0,0,0,0,0,0,0,7746.98,0,0,663.99,0,0,8410.97,2094.58,1140.86,0,887.18,15.63,99.98,0,0,0,4238.24,0,0,0,0,0,0,0,4172.74,547.61,3625.13,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"YV",4429.4,14184.29,163935.2,0,0,0,0,0,0,0,0,0,0,0,0,163935.2,46896.62,61418.77,7871.57,1217.86,0,13851.66,0,18494.41,0,149750.9,0,-10636.64,0,0,0,881.74,-9754.89,4429.4,0,4429.4,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"27Q",5174,5174,0,0,0,0,0,0,190.76,0,0,0,0,0,16920.79,17111.55,0,0,0,0,0,0,149.76,0,11787.79,11937.55,0,0,0,0,0,0,0,5174,0,5174,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"8C",6359.64,6852.11,0,0,0,0,0,0,424.34,65575.43,0,0,3.72,0,0,66003.49,25652.05,26411.78,44.18,1826.56,0,2918.55,0,2298.26,0,59151.38,0,-492.47,0,0,0,0,-492.47,6359.64,0,6359.64,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"X9",13094.69,15772.46,0,0,0,0,0,0,133552,0,0,0,0,0,17.2,133569.2,64321.08,11114.48,11563.59,11421.62,17.65,6271.73,0,13074.69,11.89,117796.7,0,-4099.58,0,0,0,1421.81,-2677.76,13094.69,0,13094.69,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"YX",17083.59,35104.34,340488.4,0,0,0,0,0,0,0,0,0,4919.31,0,0,345407.8,94945.16,106501.4,28870.03,4418.51,0,22791.52,0,52776.79,0,310303.4,-13042.76,-402.22,0,0,0,1304.08,-12140.9,22963.44,5879.85,17083.59,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"OO",29354.01,39513.1,645782.6,0,0,0,0,0,0,0,0,0,0,25866,14629.22,686277.5,311625,145475.5,45548.64,45947.58,677.52,57554.91,0,39935.31,0,646764.4,-3813.48,0,0,0,0,497,-3316.47,36196.63,6842.62,29354.01,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"OO",42948.31,60957.25,690524.1,0,0,0,0,0,0,0,0,0,0,30815,9426.76,730765.8,327000.8,172284.8,46792.06,43553.72,575.53,35593.5,0,44008.02,0,669808.5,-2805.71,0,0,0,0,497.36,-2308.35,58648.9,15700.6,42948.31,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"OO",59895.81,81278.73,690691.5,0,0,0,0,0,0,0,0,0,0,29944,10001.59,730636.7,322917.3,155377.9,46602.43,44308.3,710.82,38945.08,0,40496.18,0,649358,-3702.84,0,0,0,0,496.84,-3206,78072.72,18176.91,59895.81,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"OO",60810.15,81027.4,704042.4,0,0,0,0,0,0,0,0,0,0,30967,11356.71,746365.9,323758.9,166903.9,47301.26,43361.47,705.04,40063.01,0,43244.93,0,665338.5,-3164.3,0,0,0,0,496.58,-2667.71,78359.68,17549.53,60810.15,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"0WQ",-595.83,-595.83,0,0,0,0,0,0,1263.71,0,0,0,0,2884,667.86,4815.42,2403.22,857.51,0,0,0,0,213.49,308.73,1628.31,5411.25,0,0,0,0,0,0,0,-595.83,0,-595.83,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"OO",8679.19,12808.65,675977.6,0,0,0,0,0,0,0,0,0,0,31343,9865.47,717185.8,333114,194575.9,48640.26,44455.8,590.13,31495.3,0,51505.78,0,704377.2,-2501.57,0,0,0,0,540.67,-1960.89,10847.75,2168.56,8679.19,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"OH",-19378.28,-20393.18,202536.5,0,0,0,0,0,0,0,0,0,-0.21,0,0,202536.3,124348.3,47718.41,17748.27,9593.37,0,17752.52,0,5768.58,0,222929.5,0,-650.41,0,0,7.26,-343.7,-986.84,-21380.03,-2001.75,-19378.28,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"OH",-5483.67,-6365.85,204403.8,0,0,0,0,0,0,0,0,0,0.68,0,0,204404.5,116646.2,46218.39,16521.56,8164.93,0,17857.22,0,5362.05,0,210770.3,0,-588.38,0,0,0.74,-257.38,-845.01,-7210.86,-1727.2,-5483.67,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"G7",-4051.58,-2500.11,60123.57,0,0,0,0,0,0,0,0,0,0,0,3.24,60126.81,22166.37,26347.87,4767.06,3458.77,24.01,2279.33,0,3583.5,0,62626.92,-1555.23,0,0,0,3.76,0,-1551.47,-4051.58,0,-4051.58,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"GL",-2083.36,-1579.63,0,0,0,0,0,0,16149.01,0,0,0,0,0,0,16149.01,7596.43,4625.82,1992.07,2437.32,0,848.26,0,228.75,0,17728.65,0,-69.89,0,0,-53.14,-380.7,-503.72,-2083.36,0,-2083.36,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"GL",-1276.09,-1198.99,0,0,0,0,0,0,16416.08,0,0,0,0,0,0,16416.08,8119.52,3703.95,1856.82,2910.12,0,831.71,0,192.94,0,17615.07,0,-68.16,0,0,-34.96,26.01,-77.11,-1276.09,0,-1276.09,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"GL",-1171.89,-888.54,0,0,0,0,0,0,9083.82,0,0,0,0,0,0,9083.82,4272.99,2602.02,1120.54,1370.99,0,477.15,0,128.67,0,9972.36,0,-39.31,0,0,-29.89,-214.14,-283.34,-1171.89,0,-1171.89,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"GFQ",-990.08,-735.77,0,0,0,0,0,0,0,2722.91,0,0,246.72,0,0,2969.63,2500.82,128.51,0,0,0,0,1012.37,63.7,0,3705.4,0,-108.04,0,0,-0.81,21.15,-87.69,-823.46,166.62,-990.08,0,0,0,0
2019-12-31 00:00:00.000,2019,4,"GL",-782.12,-734.86,0,0,0,0,0,0,10061.47,0,0,0,0,0,0,10061.47,4976.48,2270.16,1138.05,1783.62,0,509.76,0,118.25,0,10796.33,0,-41.78,0,0,-21.43,15.94,-47.26,-782.12,0,-782.12,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"GL",1077.64,1034.63,0,0,0,0,0,0,14048.49,0,0,0,0,0,0,14048.49,6559.38,2193.34,1491.5,2127.21,0,511.06,0,131.37,0,13013.86,0,-33.56,0,0,46.17,30.4,43.01,1077.64,0,1077.64,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"GL",1758.26,1688.09,0,0,0,0,0,0,22921.23,0,0,0,0,0,0,22921.23,10702.15,3578.61,2433.5,3470.71,0,833.83,0,214.34,0,21233.14,0,-54.75,0,0,75.33,49.59,70.17,1758.26,0,1758.26,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"GFQ",2158.34,2377.6,0,0,0,0,0,0,0,10321.57,0,0,212.72,0,0,10534.29,5712.27,944.27,0,0,0,0,1267.27,232.88,0,8156.69,0,-93.15,0,0,-0.69,18.24,-75.61,2302,143.66,2158.34,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"OH",5354.75,7639.17,209215.1,0,0,0,0,0,0,0,0,0,0.82,0,0,209215.9,114075.6,43146.21,16373.24,7351.98,0,15721.82,0,4907.89,0,201576.7,0,-580.59,0,0,10.99,44.25,-525.35,7113.82,1759.07,5354.75,0,0,0,0
2019-03-31 00:00:00.000,2019,1,"OH",7929.68,11041.38,197469.5,0,0,0,0,0,0,0,0,0,0.69,0,0,197470.2,104288.8,44590.5,12916.03,6656.22,0,13544.9,0,4432.32,0,186428.8,0,-533.35,0,0,6.31,-58.86,-585.89,10455.49,2525.81,7929.68,0,0,0,0
2019-09-30 00:00:00.000,2019,3,"G7",8408.45,9969.85,78240.28,0,0,0,0,0,0,0,0,0,0,0,-25000.44,53239.84,23065.29,5479.29,5176.5,4225.09,24,1716.39,0,3583.44,0,43270,-1567.63,0,0,0,6.23,0,-1561.39,8408.45,0,8408.45,0,0,0,0
2019-06-30 00:00:00.000,2019,2,"G7",25401.98,27023.7,63219.55,0,0,0,0,0,0,0,0,0,0,0,25002.99,88222.53,24087.96,20278.87,6346.21,4281.73,24,2596.6,0,3583.46,0,61198.83,-1626.79,0,0,0,5.07,0,-1621.72,25401.98,0,25401.98,0,0,0,0
2020-03-31 00:00:00.000,2020,1,"OH",-14066.11,-17361.7,208755.7,0,0,0,0,0,0,0,0,0,-1,0,0,208754.7,112791.6,64774.47,17166.88,8676.24,0,16650.38,0,6056.78,0,226116.4,0,-645.14,0,0,2.42,-180.98,-823.69,-18185.39,-4119.28,-14066.11,0,0,0,0
