airport_id,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,URL
"GVW","closed","Richards-Gebaur Air Force Base",38.8442,-94.56,1093,"NA","US","US-MO","Belton","https://airportcod.es/#airport/GVW"
"HAX","closed","Hatbox Field",35.7459,-95.4128,627,"NA","US","US-OK","Muskogee","https://airportcod.es/#airport/HAX"
"LHC","closed","Arlington Municipal Airport",35.2831,-89.6725,308,"NA","US","US-TN","Arlington","https://airportcod.es/#airport/LHC"
"FSN","closed","Haley Army Airfield",42.221,-87.817,685,"NA","US","US-IL","Fort Sheridan","https://airportcod.es/#airport/FSN"
"HEY","heliport","Hanchey Army (Fort Rucker) Heliport",31.346,-85.6543,317,"NA","US","US-AL","Fort Rucker Ozark","https://airportcod.es/#airport/HEY"
"HGT","heliport","Tusi AHP (Hunter Liggett) Heliport",35.9935,-121.237,1017,"NA","US","US-CA","Fort Hunter Ligget Jolon","https://airportcod.es/#airport/HGT"
"WKL","heliport","Waikoloa Heliport",19.9205,-155.8607,119,"NA","US","US-HI","Waikoloa Village","https://airportcod.es/#airport/WKL"
"AYZ","closed","Zahn's Airport",40.71,-73.4,0,"NA","US","US-NY","Amityville","https://airportcod.es/#airport/AYZ"
"HAE","heliport","Lava Falls Heliport",36.1916,-113.092,1720,"NA","US","US-AZ","Supai Village","https://airportcod.es/#airport/HAE"
"BCJ","closed","Baca Grande Airfield",37.96478,-105.7767,7620,"NA","US","US-CO","Crestone","https://airportcod.es/#airport/BCJ"
"BOF","heliport","Bolling Air Force Base",38.8429,-77.0161,20,"NA","US","US-DC","Washington","https://airportcod.es/#airport/BOF"
"FLE","closed","Fort Lee Army Airfield",37.284,-77.3448,96,"NA","US","US-VA","Fort Lee","https://airportcod.es/#airport/FLE"
"AYE","closed","Ft Devens Moore Army Air Field",42.57,-71.6028,269,"NA","US","US-MA","","https://airportcod.es/#airport/AYE"
"CGX","closed","Chicago Meigs Airport",41.8588,-87.6079,593,"NA","US","US-IL","Chicago","https://airportcod.es/#airport/CGX"
"DWF","closed","Wright Field",39.78,-84.10445,800,"NA","US","US-OH","Dayton","https://airportcod.es/#airport/DWF"
"FAL","closed","Falcon State Airport",26.5856,-99.13985,358,"NA","US","US-TX","Roma","https://airportcod.es/#airport/FAL"
"HKP","closed","Kaanapali Airport",20.945,-156.69,3,"NA","US","US-HI","Lahaina","https://airportcod.es/#airport/HKP"
"REH","closed","Rehoboth Airport",38.72,-75.122,30,"NA","US","US-DE","Rehoboth Beach","https://airportcod.es/#airport/REH"
"RSX","seaplane_base","Rouses Point Seaplane Base",44.9917,-73.3635,95,"NA","US","US-NY","Rouses Point","https://airportcod.es/#airport/RSX"
"MSD","closed","Mount Pleasant Airport",39.52665,-111.476,5830,"NA","US","US-UT","Mount Pleasant","https://airportcod.es/#airport/MSD"
"AIY","closed","Atlantic City Municipal Bader Field",39.36,-74.4561,8,"NA","US","US-NJ","Atlantic City","https://airportcod.es/#airport/AIY"
"SYL","heliport","Roberts Army Heliport",35.815,-120.744,630,"NA","US","US-CA","Camp Roberts/San Miguel","https://airportcod.es/#airport/SYL"
"SSU","closed","Greenbrier Airport",37.775,-80.336,1795,"NA","US","US-WV","White Sulphur Springs","https://airportcod.es/#airport/SSU"
"TWH","seaplane_base","Two Harbors Amphibious Terminal",33.43222,-118.5086,0,"NA","US","US-CA","Two Harbors","https://airportcod.es/#airport/TWH"
"JPB","closed","Pan Am Building Heliport",40.7533,-73.9765,870,"NA","US","US-NY","New York","https://airportcod.es/#airport/JPB"
"JPN","heliport","Pentagon Army Heliport",38.8741,-77.0575,40,"NA","US","US-DC","Washington","https://airportcod.es/#airport/JPN"
"JRA","heliport","West 30th St. Heliport",40.7545,-74.0071,7,"NA","US","US-NY","New York","https://airportcod.es/#airport/JRA"
"JRB","heliport","Downtown-Manhattan/Wall St Heliport",40.7012,-74.009,7,"NA","US","US-NY","New York","https://airportcod.es/#airport/JRB"
"SRF","closed","Hamilton Field",38.06,-122.51,2,"NA","US","US-CA","San Rafael","https://airportcod.es/#airport/SRF"
"SRU","closed","Santa Cruz Sky Park",37.0503,-122.0315,523,"NA","US","US-CA","Scotts Valley","https://airportcod.es/#airport/SRU"
"MGI","closed","Matagorda Island Air Force Base",28.323,-96.464,7,"NA","US","US-TX","Matagorda Island","https://airportcod.es/#airport/MGI"
"LOR","heliport","Lowe AHP (Fort Rucker) Heliport",31.3558,-85.7512,294,"NA","US","US-AL","Fort Rucker Ozark","https://airportcod.es/#airport/LOR"
"LRO","closed","Sharpe AAF",37.83792,-121.2728,55,"NA","US","US-CA","Lathrop","https://airportcod.es/#airport/LRO"
"LTH","closed","Lathrop Wells Airport / Jackass Aeropark",36.6342,-116.4135,2650,"NA","US","US-NV","Amargosa Valley","https://airportcod.es/#airport/LTH"
"OBK","closed","Sky Harbor Airport",42.14389,-87.85555,675,"NA","US","US-IL","Northbrook","https://airportcod.es/#airport/OBK"
"DWN","closed","Downtown Airpark",35.44918,-97.53299,1180,"NA","US","US-OK","Oklahoma City","https://airportcod.es/#airport/DWN"
"RZZ","closed","Halifax County Airport",36.4395,-77.7093,256,"NA","US","US-NC","Roanoke Rapids","https://airportcod.es/#airport/RZZ"
"SKY","closed","Griffing Sandusky Airport",41.4334,-82.6523,580,"NA","US","US-OH","Sandusky","https://airportcod.es/#airport/SKY"
"UIZ","closed","Berz-Macomb Airport",42.6639,-82.9654,610,"NA","US","US-MI","","https://airportcod.es/#airport/UIZ"
"KYL","closed","Port Largo Airport",25.09334,-80.42992,4,"NA","US","US-FL","Key Largo","https://airportcod.es/#airport/KYL"
"NRC","closed","NASA Crows Landing Airport",37.408,-121.109,166,"NA","US","US-CA","Crows Landing","https://airportcod.es/#airport/NRC"
"JBK","closed","Berkley Municipal Heliport",37.8666,-122.3065,12,"NA","US","US-CA","Oakland","https://airportcod.es/#airport/JBK"
"MPB","seaplane_base","Miami Seaplane Base",25.7783,-80.1703,0,"NA","US","US-FL","Miami","https://airportcod.es/#airport/MPB"
"FBS","seaplane_base","Friday Harbor Seaplane Base",48.5373,-123.01,0,"NA","US","US-WA","Friday Harbor","https://airportcod.es/#airport/FBS"
"RSJ","seaplane_base","Rosario Seaplane Base",48.6457,-122.868,0,"NA","US","US-WA","Rosario","https://airportcod.es/#airport/RSJ"
"LKE","seaplane_base","Kenmore Air Harbor Seaplane Base",47.629,-122.339,14,"NA","US","US-WA","Seattle","https://airportcod.es/#airport/LKE"
"WSX","seaplane_base","Westsound/Wsx Seaplane Base",48.6179,-122.953,0,"NA","US","US-WA","Westsound","https://airportcod.es/#airport/WSX"
"MPE","closed","Griswold Airport",41.2712,-72.5497,15,"NA","US","US-CT","Madison","https://airportcod.es/#airport/MPE"
"SFR","closed","San Fernando Airport",34.289,-118.422,1168,"NA","US","US-CA","Los Angeles","https://airportcod.es/#airport/SFR"
"BPA","closed","Grumman Bethpage Airport",40.7494,-73.496,115,"NA","US","US-NY","Bethpage","https://airportcod.es/#airport/BPA"
"BNH","seaplane_base","Cape Air Seaplanes on Boston Harbor Seaplane Base",42.3525,-71.02583,0,"NA","US","US-MA","Boston","https://airportcod.es/#airport/BNH"
"MCF","large_airport","Mac Dill Air Force Base",27.8493,-82.5212,14,"NA","US","US-FL","Tampa","https://airportcod.es/#airport/MCF"
"MCI","large_airport","Kansas City International Airport",39.2976,-94.7139,1026,"NA","US","US-MO","Kansas City","https://airportcod.es/#airport/MCI"
"MCO","large_airport","Orlando International Airport",28.4294,-81.309,96,"NA","US","US-FL","Orlando","https://airportcod.es/#airport/MCO"
"MDW","large_airport","Chicago Midway International Airport",41.786,-87.7524,620,"NA","US","US-IL","Chicago","https://airportcod.es/#airport/MDW"
"MEM","large_airport","Memphis International Airport",35.0424,-89.9767,341,"NA","US","US-TN","Memphis","https://airportcod.es/#airport/MEM"
"MGE","large_airport","Dobbins Air Reserve Base",33.9154,-84.5163,1068,"NA","US","US-GA","Marietta","https://airportcod.es/#airport/MGE"
"MGM","large_airport","Montgomery Regional (Dannelly Field) Airport",32.3006,-86.394,221,"NA","US","US-AL","Montgomery","https://airportcod.es/#airport/MGM"
"MHT","large_airport","Manchester-Boston Regional Airport",42.9326,-71.4357,266,"NA","US","US-NH","Manchester","https://airportcod.es/#airport/MHT"
"MIA","large_airport","Miami International Airport",25.7932,-80.2906,8,"NA","US","US-FL","Miami","https://airportcod.es/#airport/MIA"
"MKE","large_airport","General Mitchell International Airport",42.9472,-87.8966,723,"NA","US","US-WI","Milwaukee","https://airportcod.es/#airport/MKE"
"MLI","large_airport","Quad City International Airport",41.4485,-90.5075,590,"NA","US","US-IL","Moline","https://airportcod.es/#airport/MLI"
"MLU","large_airport","Monroe Regional Airport",32.5109,-92.0377,79,"NA","US","US-LA","Monroe","https://airportcod.es/#airport/MLU"
"MOB","large_airport","Mobile Regional Airport",30.6912,-88.2428,219,"NA","US","US-AL","Mobile","https://airportcod.es/#airport/MOB"
"MSN","large_airport","Dane County Regional Truax Field",43.1399,-89.3375,887,"NA","US","US-WI","Madison","https://airportcod.es/#airport/MSN"
"MSP","large_airport","Minneapolis-St Paul International/Wold-Chamberlain Airport",44.882,-93.2218,841,"NA","US","US-MN","Minneapolis","https://airportcod.es/#airport/MSP"
"MSY","large_airport","Louis Armstrong New Orleans International Airport",29.9934,-90.258,4,"NA","US","US-LA","New Orleans","https://airportcod.es/#airport/MSY"
"MUO","large_airport","Mountain Home Air Force Base",43.0436,-115.872,2996,"NA","US","US-ID","Mountain Home","https://airportcod.es/#airport/MUO"
"OAK","large_airport","Metropolitan Oakland International Airport",37.7213,-122.221,9,"NA","US","US-CA","Oakland","https://airportcod.es/#airport/OAK"
"OKC","large_airport","Will Rogers World Airport",35.3931,-97.6007,1295,"NA","US","US-OK","Oklahoma City","https://airportcod.es/#airport/OKC"
"OMA","large_airport","Eppley Airfield",41.3032,-95.8941,984,"NA","US","US-NE","Omaha","https://airportcod.es/#airport/OMA"
"ONT","large_airport","Ontario International Airport",34.056,-117.601,944,"NA","US","US-CA","Ontario","https://airportcod.es/#airport/ONT"
"ORD","large_airport","Chicago O'Hare International Airport",41.9786,-87.9048,672,"NA","US","US-IL","Chicago","https://airportcod.es/#airport/ORD"
"ORF","large_airport","Norfolk International Airport",36.8946,-76.2012,26,"NA","US","US-VA","Norfolk","https://airportcod.es/#airport/ORF"
"PAM","large_airport","Tyndall Air Force Base",30.0696,-85.5754,17,"NA","US","US-FL","Panama City","https://airportcod.es/#airport/PAM"
"PBI","large_airport","Palm Beach International Airport",26.6832,-80.0956,19,"NA","US","US-FL","West Palm Beach","https://airportcod.es/#airport/PBI"
"PDX","large_airport","Portland International Airport",45.5887,-122.598,31,"NA","US","US-OR","Portland","https://airportcod.es/#airport/PDX"
"PHF","large_airport","Newport News Williamsburg International Airport",37.1319,-76.493,42,"NA","US","US-VA","Newport News","https://airportcod.es/#airport/PHF"
"PHL","large_airport","Philadelphia International Airport",39.8719,-75.2411,36,"NA","US","US-PA","Philadelphia","https://airportcod.es/#airport/PHL"
"PHX","large_airport","Phoenix Sky Harbor International Airport",33.4343,-112.012,1135,"NA","US","US-AZ","Phoenix","https://airportcod.es/#airport/PHX"
"PIA","large_airport","General Wayne A. Downing Peoria International Airport",40.6642,-89.6933,660,"NA","US","US-IL","Peoria","https://airportcod.es/#airport/PIA"
"PIT","large_airport","Pittsburgh International Airport",40.4915,-80.2329,1203,"NA","US","US-PA","Pittsburgh","https://airportcod.es/#airport/PIT"
"PVD","large_airport","Theodore Francis Green State Airport",41.7326,-71.4204,55,"NA","US","US-RI","Providence","https://airportcod.es/#airport/PVD"
"PWM","large_airport","Portland International Jetport",43.6462,-70.3093,76,"NA","US","US-ME","Portland","https://airportcod.es/#airport/PWM"
"EWR","large_airport","Newark Liberty International Airport",40.6925,-74.1687,18,"NA","US","US-NJ","Newark","https://airportcod.es/#airport/EWR"
"FFO","large_airport","Wright-Patterson Air Force Base",39.8261,-84.0483,823,"NA","US","US-OH","Dayton","https://airportcod.es/#airport/FFO"
"FLL","large_airport","Fort Lauderdale Hollywood International Airport",26.0726,-80.1527,9,"NA","US","US-FL","Fort Lauderdale","https://airportcod.es/#airport/FLL"
"FSM","large_airport","Fort Smith Regional Airport",35.3366,-94.3674,469,"NA","US","US-AR","Fort Smith","https://airportcod.es/#airport/FSM"
"FTW","large_airport","Fort Worth Meacham International Airport",32.8198,-97.3624,710,"NA","US","US-TX","Fort Worth","https://airportcod.es/#airport/FTW"
"FWA","large_airport","Fort Wayne International Airport",40.9785,-85.1951,814,"NA","US","US-IN","Fort Wayne","https://airportcod.es/#airport/FWA"
"GEG","large_airport","Spokane International Airport",47.6199,-117.534,2376,"NA","US","US-WA","Spokane","https://airportcod.es/#airport/GEG"
"GPT","large_airport","Gulfport Biloxi International Airport",30.4073,-89.0701,28,"NA","US","US-MS","Gulfport","https://airportcod.es/#airport/GPT"
"GRB","large_airport","Austin Straubel International Airport",44.4851,-88.1296,695,"NA","US","US-WI","Green Bay","https://airportcod.es/#airport/GRB"
"GSB","large_airport","Seymour Johnson Air Force Base",35.3394,-77.9606,109,"NA","US","US-NC","Goldsboro","https://airportcod.es/#airport/GSB"
"GSO","large_airport","Piedmont Triad International Airport",36.0978,-79.9373,925,"NA","US","US-NC","Greensboro","https://airportcod.es/#airport/GSO"
"GSP","large_airport","Greenville Spartanburg International Airport",34.8957,-82.2189,964,"NA","US","US-SC","Greenville","https://airportcod.es/#airport/GSP"
"GUS","large_airport","Grissom Air Reserve Base",40.6481,-86.1521,812,"NA","US","US-IN","Peru","https://airportcod.es/#airport/GUS"
"HIB","large_airport","Range Regional Airport",47.3866,-92.839,1354,"NA","US","US-MN","Hibbing","https://airportcod.es/#airport/HIB"
"HMN","large_airport","Holloman Air Force Base",32.8525,-106.107,4093,"NA","US","US-NM","Alamogordo","https://airportcod.es/#airport/HMN"
"HOU","large_airport","William P Hobby Airport",29.6454,-95.2789,46,"NA","US","US-TX","Houston","https://airportcod.es/#airport/HOU"
"HSV","large_airport","Huntsville International Carl T Jones Field",34.6372,-86.7751,629,"NA","US","US-AL","Huntsville","https://airportcod.es/#airport/HSV"
"HTS","large_airport","Tri-State/Milton J. Ferguson Field",38.3667,-82.558,828,"NA","US","US-WV","Huntington","https://airportcod.es/#airport/HTS"
"IAD","large_airport","Washington Dulles International Airport",38.9445,-77.4558,312,"NA","US","US-DC","Washington","https://airportcod.es/#airport/IAD"
"IAH","large_airport","George Bush Intercontinental Houston Airport",29.9844,-95.3414,97,"NA","US","US-TX","Houston","https://airportcod.es/#airport/IAH"
"ICT","large_airport","Wichita Eisenhower National Airport",37.6499,-97.4331,1333,"NA","US","US-KS","Wichita","https://airportcod.es/#airport/ICT"
"IND","large_airport","Indianapolis International Airport",39.7173,-86.2944,797,"NA","US","US-IN","Indianapolis","https://airportcod.es/#airport/IND"
"JAN","large_airport","Jackson-Medgar Wiley Evers International Airport",32.3112,-90.0759,346,"NA","US","US-MS","Jackson","https://airportcod.es/#airport/JAN"
"JAX","large_airport","Jacksonville International Airport",30.4941,-81.6879,30,"NA","US","US-FL","Jacksonville","https://airportcod.es/#airport/JAX"
"JFK","large_airport","John F Kennedy International Airport",40.6398,-73.7789,13,"NA","US","US-NY","New York","https://airportcod.es/#airport/JFK"
"JLN","large_airport","Joplin Regional Airport",37.1518,-94.4983,981,"NA","US","US-MO","Joplin","https://airportcod.es/#airport/JLN"
"LAS","large_airport","McCarran International Airport",36.0801,-115.152,2181,"NA","US","US-NV","Las Vegas","https://airportcod.es/#airport/LAS"
"LAX","large_airport","Los Angeles International Airport",33.9425,-118.408,125,"NA","US","US-CA","Los Angeles","https://airportcod.es/#airport/LAX"
"LBB","large_airport","Lubbock Preston Smith International Airport",33.6636,-101.823,3282,"NA","US","US-TX","Lubbock","https://airportcod.es/#airport/LBB"
"LCK","large_airport","Rickenbacker International Airport",39.8138,-82.9278,744,"NA","US","US-OH","Columbus","https://airportcod.es/#airport/LCK"
"LEX","large_airport","Blue Grass Airport",38.0365,-84.6059,979,"NA","US","US-KY","Lexington","https://airportcod.es/#airport/LEX"
"LFI","large_airport","Langley Air Force Base",37.0829,-76.3605,11,"NA","US","US-VA","Hampton","https://airportcod.es/#airport/LFI"
"LFT","large_airport","Lafayette Regional Airport",30.2053,-91.9876,42,"NA","US","US-LA","Lafayette","https://airportcod.es/#airport/LFT"
"LGA","large_airport","La Guardia Airport",40.7772,-73.8726,21,"NA","US","US-NY","New York","https://airportcod.es/#airport/LGA"
"LIT","large_airport","Bill & Hillary Clinton National Airport/Adams Field",34.7294,-92.2243,262,"NA","US","US-AR","Little Rock","https://airportcod.es/#airport/LIT"
"LTS","large_airport","Altus Air Force Base",34.6671,-99.2667,1382,"NA","US","US-OK","Altus","https://airportcod.es/#airport/LTS"
"LUF","large_airport","Luke Air Force Base",33.535,-112.383,1085,"NA","US","US-AZ","Glendale","https://airportcod.es/#airport/LUF"
"MBS","large_airport","MBS International Airport",43.5329,-84.0796,668,"NA","US","US-MI","Saginaw","https://airportcod.es/#airport/MBS"
"RDU","large_airport","Raleigh Durham International Airport",35.8776,-78.7875,435,"NA","US","US-NC","Raleigh/Durham","https://airportcod.es/#airport/RDU"
"RFD","large_airport","Chicago Rockford International Airport",42.1954,-89.0972,742,"NA","US","US-IL","Chicago/Rockford","https://airportcod.es/#airport/RFD"
"RIC","large_airport","Richmond International Airport",37.5052,-77.3197,167,"NA","US","US-VA","Richmond","https://airportcod.es/#airport/RIC"
"RND","large_airport","Randolph Air Force Base",29.5297,-98.2789,761,"NA","US","US-TX","Universal City","https://airportcod.es/#airport/RND"
"RNO","large_airport","Reno Tahoe International Airport",39.4991,-119.768,4415,"NA","US","US-NV","Reno","https://airportcod.es/#airport/RNO"
"ROA","large_airport","Roanokeâ€“Blacksburg Regional Airport",37.3255,-79.9754,1175,"NA","US","US-VA","Roanoke","https://airportcod.es/#airport/ROA"
"ROC","large_airport","Greater Rochester International Airport",43.118899999999996,-77.6724,559,"NA","US","US-NY","Rochester","https://airportcod.es/#airport/ROC"
"RST","large_airport","Rochester International Airport",43.9083,-92.5,1317,"NA","US","US-MN","Rochester","https://airportcod.es/#airport/RST"
"RSW","large_airport","Southwest Florida International Airport",26.5362,-81.7552,30,"NA","US","US-FL","Fort Myers","https://airportcod.es/#airport/RSW"
"BAB","large_airport","Beale Air Force Base",39.1361,-121.437,113,"NA","US","US-CA","Marysville","https://airportcod.es/#airport/BAB"
"BAD","large_airport","Barksdale Air Force Base",32.5018,-93.6627,166,"NA","US","US-LA","Bossier City","https://airportcod.es/#airport/BAD"
"BDL","large_airport","Bradley International Airport",41.9389,-72.6832,173,"NA","US","US-CT","Hartford","https://airportcod.es/#airport/BDL"
"BFI","large_airport","Boeing Field King County International Airport",47.53,-122.302,21,"NA","US","US-WA","Seattle","https://airportcod.es/#airport/BFI"
"BGR","large_airport","Bangor International Airport",44.8074,-68.8281,192,"NA","US","US-ME","Bangor","https://airportcod.es/#airport/BGR"
"BHM","large_airport","Birmingham-Shuttlesworth International Airport",33.5629,-86.7535,650,"NA","US","US-AL","Birmingham","https://airportcod.es/#airport/BHM"
"BIL","large_airport","Billings Logan International Airport",45.8077,-108.543,3652,"NA","US","US-MT","Billings","https://airportcod.es/#airport/BIL"
"BLV","large_airport","Scott AFB/Midamerica Airport",38.5452,-89.8352,459,"NA","US","US-IL","Belleville","https://airportcod.es/#airport/BLV"
"BMI","large_airport","Central Illinois Regional Airport at Bloomington-Normal",40.4771,-88.9159,871,"NA","US","US-IL","Bloomington/Normal","https://airportcod.es/#airport/BMI"
"BNA","large_airport","Nashville International Airport",36.1245,-86.6782,599,"NA","US","US-TN","Nashville","https://airportcod.es/#airport/BNA"
"BOI","large_airport","Boise Air Terminal/Gowen Field",43.5644,-116.223,2871,"NA","US","US-ID","Boise","https://airportcod.es/#airport/BOI"
"BOS","large_airport","General Edward Lawrence Logan International Airport",42.3643,-71.0052,20,"NA","US","US-MA","Boston","https://airportcod.es/#airport/BOS"
"BUF","large_airport","Buffalo Niagara International Airport",42.9405,-78.7322,728,"NA","US","US-NY","Buffalo","https://airportcod.es/#airport/BUF"
"BWI","large_airport","Baltimore/Washington International Thurgood Marshall Airport",39.1754,-76.6683,146,"NA","US","US-MD","Baltimore","https://airportcod.es/#airport/BWI"
"CAE","large_airport","Columbia Metropolitan Airport",33.9388,-81.1195,236,"NA","US","US-SC","Columbia","https://airportcod.es/#airport/CAE"
"CBM","large_airport","Columbus Air Force Base",33.6438,-88.4438,219,"NA","US","US-MS","Columbus","https://airportcod.es/#airport/CBM"
"CHA","large_airport","Lovell Field",35.0353,-85.2038,683,"NA","US","US-TN","Chattanooga","https://airportcod.es/#airport/CHA"
"CHS","large_airport","Charleston Air Force Base-International Airport",32.8986,-80.0405,46,"NA","US","US-SC","Charleston","https://airportcod.es/#airport/CHS"
"CID","large_airport","The Eastern Iowa Airport",41.8847,-91.7108,869,"NA","US","US-IA","Cedar Rapids","https://airportcod.es/#airport/CID"
"CLE","large_airport","Cleveland Hopkins International Airport",41.4117,-81.8498,791,"NA","US","US-OH","Cleveland","https://airportcod.es/#airport/CLE"
"CLT","large_airport","Charlotte Douglas International Airport",35.214,-80.9431,748,"NA","US","US-NC","Charlotte","https://airportcod.es/#airport/CLT"
"CMH","large_airport","John Glenn Columbus International Airport",39.998,-82.8919,815,"NA","US","US-OH","Columbus","https://airportcod.es/#airport/CMH"
"COS","large_airport","City of Colorado Springs Municipal Airport",38.8058,-104.701,6187,"NA","US","US-CO","Colorado Springs","https://airportcod.es/#airport/COS"
"CRP","large_airport","Corpus Christi International Airport",27.7704,-97.5012,44,"NA","US","US-TX","Corpus Christi","https://airportcod.es/#airport/CRP"
"CRW","large_airport","Yeager Airport",38.3731,-81.5932,981,"NA","US","US-WV","Charleston","https://airportcod.es/#airport/CRW"
"CVG","large_airport","Cincinnati Northern Kentucky International Airport",39.0488,-84.6678,896,"NA","US","US-KY","Cincinnati / Covington","https://airportcod.es/#airport/CVG"
"CVS","large_airport","Cannon Air Force Base",34.3828,-103.322,4295,"NA","US","US-NM","Clovis","https://airportcod.es/#airport/CVS"
"DAB","large_airport","Daytona Beach International Airport",29.1799,-81.0581,34,"NA","US","US-FL","Daytona Beach","https://airportcod.es/#airport/DAB"
"DAL","large_airport","Dallas Love Field",32.8471,-96.8518,487,"NA","US","US-TX","Dallas","https://airportcod.es/#airport/DAL"
"DAY","large_airport","James M Cox Dayton International Airport",39.9024,-84.2194,1009,"NA","US","US-OH","Dayton","https://airportcod.es/#airport/DAY"
"DBQ","large_airport","Dubuque Regional Airport",42.402,-90.7095,1077,"NA","US","US-IA","Dubuque","https://airportcod.es/#airport/DBQ"
"DCA","large_airport","Ronald Reagan Washington National Airport",38.8521,-77.0377,15,"NA","US","US-DC","Washington","https://airportcod.es/#airport/DCA"
"DEN","large_airport","Denver International Airport",39.8617,-104.673,5431,"NA","US","US-CO","Denver","https://airportcod.es/#airport/DEN"
"DFW","large_airport","Dallas Fort Worth International Airport",32.8968,-97.038,607,"NA","US","US-TX","Dallas-Fort Worth","https://airportcod.es/#airport/DFW"
"DLF","large_airport","DLF Airport",29.3595,-100.778,1082,"NA","US","US-TX","Del Rio","https://airportcod.es/#airport/DLF"
"DLH","large_airport","Duluth International Airport",46.8421,-92.1936,1428,"NA","US","US-MN","Duluth","https://airportcod.es/#airport/DLH"
"DOV","large_airport","Dover Air Force Base",39.1295,-75.466,24,"NA","US","US-DE","Dover","https://airportcod.es/#airport/DOV"
"DSM","large_airport","Des Moines International Airport",41.534,-93.6631,958,"NA","US","US-IA","Des Moines","https://airportcod.es/#airport/DSM"
"DTW","large_airport","Detroit Metropolitan Wayne County Airport",42.2124,-83.3534,645,"NA","US","US-MI","Detroit","https://airportcod.es/#airport/DTW"
"DYS","large_airport","Dyess Air Force Base",32.4208,-99.8546,1789,"NA","US","US-TX","Abilene","https://airportcod.es/#airport/DYS"
"EDW","large_airport","Edwards Air Force Base",34.9054,-117.884,2312,"NA","US","US-CA","Edwards","https://airportcod.es/#airport/EDW"
"END","large_airport","Vance Air Force Base",36.3392,-97.9165,1307,"NA","US","US-OK","Enid","https://airportcod.es/#airport/END"
"ERI","large_airport","Erie International Tom Ridge Field",42.08313,-80.17387,732,"NA","US","US-PA","Erie","https://airportcod.es/#airport/ERI"
"HNL","large_airport","Daniel K Inouye International Airport",21.32062,-157.9242,13,"NA","US","US-HI","Honolulu","https://airportcod.es/#airport/HNL"
"ABQ","large_airport","Albuquerque International Sunport",35.0402,-106.609,5355,"NA","US","US-NM","Albuquerque","https://airportcod.es/#airport/ABQ"
"ADW","large_airport","Joint Base Andrews",38.8108,-76.867,280,"NA","US","US-MD","Camp Springs","https://airportcod.es/#airport/ADW"
"AFW","large_airport","Fort Worth Alliance Airport",32.9876,-97.3188,722,"NA","US","US-TX","Fort Worth","https://airportcod.es/#airport/AFW"
"AGS","large_airport","Augusta Regional At Bush Field",33.3699,-81.9645,144,"NA","US","US-GA","Augusta","https://airportcod.es/#airport/AGS"
"AMA","large_airport","Rick Husband Amarillo International Airport",35.2194,-101.706,3607,"NA","US","US-TX","Amarillo","https://airportcod.es/#airport/AMA"
"ATL","large_airport","Hartsfield Jackson Atlanta International Airport",33.6367,-84.4281,1026,"NA","US","US-GA","Atlanta","https://airportcod.es/#airport/ATL"
"AUS","large_airport","Austin Bergstrom International Airport",30.1945,-97.6699,542,"NA","US","US-TX","Austin","https://airportcod.es/#airport/AUS"
"AVL","large_airport","Asheville Regional Airport",35.4362,-82.5418,2165,"NA","US","US-NC","Asheville","https://airportcod.es/#airport/AVL"
"SAN","large_airport","San Diego International Airport",32.7336,-117.19,17,"NA","US","US-CA","San Diego","https://airportcod.es/#airport/SAN"
"SAT","large_airport","San Antonio International Airport",29.5337,-98.4698,809,"NA","US","US-TX","San Antonio","https://airportcod.es/#airport/SAT"
"SAV","large_airport","Savannah Hilton Head International Airport",32.1276,-81.2021,50,"NA","US","US-GA","Savannah","https://airportcod.es/#airport/SAV"
"SBN","large_airport","South Bend Regional Airport",41.7087,-86.3173,799,"NA","US","US-IN","South Bend","https://airportcod.es/#airport/SBN"
"SDF","large_airport","Louisville Muhammad Ali International Airport",38.1744,-85.736,501,"NA","US","US-KY","Louisville","https://airportcod.es/#airport/SDF"
"SEA","large_airport","Seattle Tacoma International Airport",47.449,-122.309,433,"NA","US","US-WA","Seattle","https://airportcod.es/#airport/SEA"
"SFB","large_airport","Orlando Sanford International Airport",28.7776,-81.2375,55,"NA","US","US-FL","Orlando","https://airportcod.es/#airport/SFB"
"SFO","large_airport","San Francisco International Airport",37.619,-122.375,13,"NA","US","US-CA","San Francisco","https://airportcod.es/#airport/SFO"
"SGF","large_airport","Springfield Branson National Airport",37.2457,-93.3886,1268,"NA","US","US-MO","Springfield","https://airportcod.es/#airport/SGF"
"SJC","large_airport","Norman Y. Mineta San Jose International Airport",37.3626,-121.929,62,"NA","US","US-CA","San Jose","https://airportcod.es/#airport/SJC"
"SKA","large_airport","Fairchild Air Force Base",47.6151,-117.656,2461,"NA","US","US-WA","Spokane","https://airportcod.es/#airport/SKA"
"SLC","large_airport","Salt Lake City International Airport",40.7884,-111.978,4227,"NA","US","US-UT","Salt Lake City","https://airportcod.es/#airport/SLC"
"SMF","large_airport","Sacramento International Airport",38.6954,-121.591,27,"NA","US","US-CA","Sacramento","https://airportcod.es/#airport/SMF"
"SNA","large_airport","John Wayne Airport-Orange County Airport",33.6757,-117.868,56,"NA","US","US-CA","Santa Ana","https://airportcod.es/#airport/SNA"
"SPI","large_airport","Abraham Lincoln Capital Airport",39.8441,-89.6779,598,"NA","US","US-IL","Springfield","https://airportcod.es/#airport/SPI"
