DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20120204,2012-02-04 00:00:00.000,7,"Saturday","Sábado","Samedi",4,35,5,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120205,2012-02-05 00:00:00.000,1,"Sunday","Domingo","Dimanche",5,36,6,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120206,2012-02-06 00:00:00.000,2,"Monday","Lunes","Lundi",6,37,6,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120207,2012-02-07 00:00:00.000,3,"Tuesday","Martes","Mardi",7,38,6,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120208,2012-02-08 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",8,39,6,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120209,2012-02-09 00:00:00.000,5,"Thursday","Jueves","Jeudi",9,40,6,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120210,2012-02-10 00:00:00.000,6,"Friday","Viernes","Vendredi",10,41,6,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120211,2012-02-11 00:00:00.000,7,"Saturday","Sábado","Samedi",11,42,6,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120212,2012-02-12 00:00:00.000,1,"Sunday","Domingo","Dimanche",12,43,7,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120213,2012-02-13 00:00:00.000,2,"Monday","Lunes","Lundi",13,44,7,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120214,2012-02-14 00:00:00.000,3,"Tuesday","Martes","Mardi",14,45,7,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120215,2012-02-15 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",15,46,7,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120216,2012-02-16 00:00:00.000,5,"Thursday","Jueves","Jeudi",16,47,7,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120217,2012-02-17 00:00:00.000,6,"Friday","Viernes","Vendredi",17,48,7,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120218,2012-02-18 00:00:00.000,7,"Saturday","Sábado","Samedi",18,49,7,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120219,2012-02-19 00:00:00.000,1,"Sunday","Domingo","Dimanche",19,50,8,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120220,2012-02-20 00:00:00.000,2,"Monday","Lunes","Lundi",20,51,8,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120221,2012-02-21 00:00:00.000,3,"Tuesday","Martes","Mardi",21,52,8,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120222,2012-02-22 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",22,53,8,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120223,2012-02-23 00:00:00.000,5,"Thursday","Jueves","Jeudi",23,54,8,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120224,2012-02-24 00:00:00.000,6,"Friday","Viernes","Vendredi",24,55,8,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120225,2012-02-25 00:00:00.000,7,"Saturday","Sábado","Samedi",25,56,8,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120226,2012-02-26 00:00:00.000,1,"Sunday","Domingo","Dimanche",26,57,9,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120227,2012-02-27 00:00:00.000,2,"Monday","Lunes","Lundi",27,58,9,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120228,2012-02-28 00:00:00.000,3,"Tuesday","Martes","Mardi",28,59,9,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120229,2012-02-29 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",29,60,9,"February","Febrero","Février",2,1,2012,1,3,2011,2
20120301,2012-03-01 00:00:00.000,5,"Thursday","Jueves","Jeudi",1,61,9,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120302,2012-03-02 00:00:00.000,6,"Friday","Viernes","Vendredi",2,62,9,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120303,2012-03-03 00:00:00.000,7,"Saturday","Sábado","Samedi",3,63,9,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120304,2012-03-04 00:00:00.000,1,"Sunday","Domingo","Dimanche",4,64,10,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120305,2012-03-05 00:00:00.000,2,"Monday","Lunes","Lundi",5,65,10,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120306,2012-03-06 00:00:00.000,3,"Tuesday","Martes","Mardi",6,66,10,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120307,2012-03-07 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",7,67,10,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120308,2012-03-08 00:00:00.000,5,"Thursday","Jueves","Jeudi",8,68,10,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120309,2012-03-09 00:00:00.000,6,"Friday","Viernes","Vendredi",9,69,10,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120310,2012-03-10 00:00:00.000,7,"Saturday","Sábado","Samedi",10,70,10,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120311,2012-03-11 00:00:00.000,1,"Sunday","Domingo","Dimanche",11,71,11,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120312,2012-03-12 00:00:00.000,2,"Monday","Lunes","Lundi",12,72,11,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120313,2012-03-13 00:00:00.000,3,"Tuesday","Martes","Mardi",13,73,11,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120314,2012-03-14 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",14,74,11,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120315,2012-03-15 00:00:00.000,5,"Thursday","Jueves","Jeudi",15,75,11,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120316,2012-03-16 00:00:00.000,6,"Friday","Viernes","Vendredi",16,76,11,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120317,2012-03-17 00:00:00.000,7,"Saturday","Sábado","Samedi",17,77,11,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120318,2012-03-18 00:00:00.000,1,"Sunday","Domingo","Dimanche",18,78,12,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120319,2012-03-19 00:00:00.000,2,"Monday","Lunes","Lundi",19,79,12,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120320,2012-03-20 00:00:00.000,3,"Tuesday","Martes","Mardi",20,80,12,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120321,2012-03-21 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",21,81,12,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120322,2012-03-22 00:00:00.000,5,"Thursday","Jueves","Jeudi",22,82,12,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120323,2012-03-23 00:00:00.000,6,"Friday","Viernes","Vendredi",23,83,12,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120324,2012-03-24 00:00:00.000,7,"Saturday","Sábado","Samedi",24,84,12,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120325,2012-03-25 00:00:00.000,1,"Sunday","Domingo","Dimanche",25,85,13,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120326,2012-03-26 00:00:00.000,2,"Monday","Lunes","Lundi",26,86,13,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120327,2012-03-27 00:00:00.000,3,"Tuesday","Martes","Mardi",27,87,13,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120328,2012-03-28 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",28,88,13,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120329,2012-03-29 00:00:00.000,5,"Thursday","Jueves","Jeudi",29,89,13,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120330,2012-03-30 00:00:00.000,6,"Friday","Viernes","Vendredi",30,90,13,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120331,2012-03-31 00:00:00.000,7,"Saturday","Sábado","Samedi",31,91,13,"March","Marzo","Mars",3,1,2012,1,3,2011,2
20120401,2012-04-01 00:00:00.000,1,"Sunday","Domingo","Dimanche",1,92,14,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120402,2012-04-02 00:00:00.000,2,"Monday","Lunes","Lundi",2,93,14,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120403,2012-04-03 00:00:00.000,3,"Tuesday","Martes","Mardi",3,94,14,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120404,2012-04-04 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",4,95,14,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120405,2012-04-05 00:00:00.000,5,"Thursday","Jueves","Jeudi",5,96,14,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120406,2012-04-06 00:00:00.000,6,"Friday","Viernes","Vendredi",6,97,14,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120407,2012-04-07 00:00:00.000,7,"Saturday","Sábado","Samedi",7,98,14,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120408,2012-04-08 00:00:00.000,1,"Sunday","Domingo","Dimanche",8,99,15,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120409,2012-04-09 00:00:00.000,2,"Monday","Lunes","Lundi",9,100,15,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120410,2012-04-10 00:00:00.000,3,"Tuesday","Martes","Mardi",10,101,15,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120411,2012-04-11 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",11,102,15,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120412,2012-04-12 00:00:00.000,5,"Thursday","Jueves","Jeudi",12,103,15,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120413,2012-04-13 00:00:00.000,6,"Friday","Viernes","Vendredi",13,104,15,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120414,2012-04-14 00:00:00.000,7,"Saturday","Sábado","Samedi",14,105,15,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120415,2012-04-15 00:00:00.000,1,"Sunday","Domingo","Dimanche",15,106,16,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120416,2012-04-16 00:00:00.000,2,"Monday","Lunes","Lundi",16,107,16,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120417,2012-04-17 00:00:00.000,3,"Tuesday","Martes","Mardi",17,108,16,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120418,2012-04-18 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",18,109,16,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120419,2012-04-19 00:00:00.000,5,"Thursday","Jueves","Jeudi",19,110,16,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120420,2012-04-20 00:00:00.000,6,"Friday","Viernes","Vendredi",20,111,16,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120421,2012-04-21 00:00:00.000,7,"Saturday","Sábado","Samedi",21,112,16,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120422,2012-04-22 00:00:00.000,1,"Sunday","Domingo","Dimanche",22,113,17,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120423,2012-04-23 00:00:00.000,2,"Monday","Lunes","Lundi",23,114,17,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120424,2012-04-24 00:00:00.000,3,"Tuesday","Martes","Mardi",24,115,17,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120425,2012-04-25 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",25,116,17,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120426,2012-04-26 00:00:00.000,5,"Thursday","Jueves","Jeudi",26,117,17,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120427,2012-04-27 00:00:00.000,6,"Friday","Viernes","Vendredi",27,118,17,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120428,2012-04-28 00:00:00.000,7,"Saturday","Sábado","Samedi",28,119,17,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120429,2012-04-29 00:00:00.000,1,"Sunday","Domingo","Dimanche",29,120,18,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120430,2012-04-30 00:00:00.000,2,"Monday","Lunes","Lundi",30,121,18,"April","Abril","Avril",4,2,2012,1,4,2011,2
20120501,2012-05-01 00:00:00.000,3,"Tuesday","Martes","Mardi",1,122,18,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120502,2012-05-02 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",2,123,18,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120503,2012-05-03 00:00:00.000,5,"Thursday","Jueves","Jeudi",3,124,18,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120504,2012-05-04 00:00:00.000,6,"Friday","Viernes","Vendredi",4,125,18,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120505,2012-05-05 00:00:00.000,7,"Saturday","Sábado","Samedi",5,126,18,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120506,2012-05-06 00:00:00.000,1,"Sunday","Domingo","Dimanche",6,127,19,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120507,2012-05-07 00:00:00.000,2,"Monday","Lunes","Lundi",7,128,19,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120508,2012-05-08 00:00:00.000,3,"Tuesday","Martes","Mardi",8,129,19,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120509,2012-05-09 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",9,130,19,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120510,2012-05-10 00:00:00.000,5,"Thursday","Jueves","Jeudi",10,131,19,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120511,2012-05-11 00:00:00.000,6,"Friday","Viernes","Vendredi",11,132,19,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120512,2012-05-12 00:00:00.000,7,"Saturday","Sábado","Samedi",12,133,19,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120513,2012-05-13 00:00:00.000,1,"Sunday","Domingo","Dimanche",13,134,20,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120514,2012-05-14 00:00:00.000,2,"Monday","Lunes","Lundi",14,135,20,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120515,2012-05-15 00:00:00.000,3,"Tuesday","Martes","Mardi",15,136,20,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120516,2012-05-16 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",16,137,20,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120517,2012-05-17 00:00:00.000,5,"Thursday","Jueves","Jeudi",17,138,20,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120518,2012-05-18 00:00:00.000,6,"Friday","Viernes","Vendredi",18,139,20,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120519,2012-05-19 00:00:00.000,7,"Saturday","Sábado","Samedi",19,140,20,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120520,2012-05-20 00:00:00.000,1,"Sunday","Domingo","Dimanche",20,141,21,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120521,2012-05-21 00:00:00.000,2,"Monday","Lunes","Lundi",21,142,21,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120522,2012-05-22 00:00:00.000,3,"Tuesday","Martes","Mardi",22,143,21,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120523,2012-05-23 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",23,144,21,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120524,2012-05-24 00:00:00.000,5,"Thursday","Jueves","Jeudi",24,145,21,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120525,2012-05-25 00:00:00.000,6,"Friday","Viernes","Vendredi",25,146,21,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120526,2012-05-26 00:00:00.000,7,"Saturday","Sábado","Samedi",26,147,21,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120527,2012-05-27 00:00:00.000,1,"Sunday","Domingo","Dimanche",27,148,22,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120528,2012-05-28 00:00:00.000,2,"Monday","Lunes","Lundi",28,149,22,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120529,2012-05-29 00:00:00.000,3,"Tuesday","Martes","Mardi",29,150,22,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120530,2012-05-30 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",30,151,22,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120531,2012-05-31 00:00:00.000,5,"Thursday","Jueves","Jeudi",31,152,22,"May","Mayo","Mai",5,2,2012,1,4,2011,2
20120601,2012-06-01 00:00:00.000,6,"Friday","Viernes","Vendredi",1,153,22,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120602,2012-06-02 00:00:00.000,7,"Saturday","Sábado","Samedi",2,154,22,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120603,2012-06-03 00:00:00.000,1,"Sunday","Domingo","Dimanche",3,155,23,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120604,2012-06-04 00:00:00.000,2,"Monday","Lunes","Lundi",4,156,23,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120605,2012-06-05 00:00:00.000,3,"Tuesday","Martes","Mardi",5,157,23,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120606,2012-06-06 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",6,158,23,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120607,2012-06-07 00:00:00.000,5,"Thursday","Jueves","Jeudi",7,159,23,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120608,2012-06-08 00:00:00.000,6,"Friday","Viernes","Vendredi",8,160,23,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120609,2012-06-09 00:00:00.000,7,"Saturday","Sábado","Samedi",9,161,23,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120610,2012-06-10 00:00:00.000,1,"Sunday","Domingo","Dimanche",10,162,24,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120611,2012-06-11 00:00:00.000,2,"Monday","Lunes","Lundi",11,163,24,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120612,2012-06-12 00:00:00.000,3,"Tuesday","Martes","Mardi",12,164,24,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120613,2012-06-13 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",13,165,24,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120614,2012-06-14 00:00:00.000,5,"Thursday","Jueves","Jeudi",14,166,24,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120615,2012-06-15 00:00:00.000,6,"Friday","Viernes","Vendredi",15,167,24,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120616,2012-06-16 00:00:00.000,7,"Saturday","Sábado","Samedi",16,168,24,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120617,2012-06-17 00:00:00.000,1,"Sunday","Domingo","Dimanche",17,169,25,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120618,2012-06-18 00:00:00.000,2,"Monday","Lunes","Lundi",18,170,25,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120619,2012-06-19 00:00:00.000,3,"Tuesday","Martes","Mardi",19,171,25,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120620,2012-06-20 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",20,172,25,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120621,2012-06-21 00:00:00.000,5,"Thursday","Jueves","Jeudi",21,173,25,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120622,2012-06-22 00:00:00.000,6,"Friday","Viernes","Vendredi",22,174,25,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120623,2012-06-23 00:00:00.000,7,"Saturday","Sábado","Samedi",23,175,25,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120624,2012-06-24 00:00:00.000,1,"Sunday","Domingo","Dimanche",24,176,26,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120625,2012-06-25 00:00:00.000,2,"Monday","Lunes","Lundi",25,177,26,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120626,2012-06-26 00:00:00.000,3,"Tuesday","Martes","Mardi",26,178,26,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120627,2012-06-27 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",27,179,26,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120628,2012-06-28 00:00:00.000,5,"Thursday","Jueves","Jeudi",28,180,26,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120629,2012-06-29 00:00:00.000,6,"Friday","Viernes","Vendredi",29,181,26,"June","Junio","Juin",6,2,2012,1,4,2011,2
20120630,2012-06-30 00:00:00.000,7,"Saturday","Sábado","Samedi",30,182,26,"June","Junio","Juin",6,2,2012,1,4,2011,2
20100401,2010-04-01 00:00:00.000,5,"Thursday","Jueves","Jeudi",1,91,14,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100402,2010-04-02 00:00:00.000,6,"Friday","Viernes","Vendredi",2,92,14,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100403,2010-04-03 00:00:00.000,7,"Saturday","Sábado","Samedi",3,93,14,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100404,2010-04-04 00:00:00.000,1,"Sunday","Domingo","Dimanche",4,94,15,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100405,2010-04-05 00:00:00.000,2,"Monday","Lunes","Lundi",5,95,15,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100406,2010-04-06 00:00:00.000,3,"Tuesday","Martes","Mardi",6,96,15,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100407,2010-04-07 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",7,97,15,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100408,2010-04-08 00:00:00.000,5,"Thursday","Jueves","Jeudi",8,98,15,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100409,2010-04-09 00:00:00.000,6,"Friday","Viernes","Vendredi",9,99,15,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100410,2010-04-10 00:00:00.000,7,"Saturday","Sábado","Samedi",10,100,15,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100411,2010-04-11 00:00:00.000,1,"Sunday","Domingo","Dimanche",11,101,16,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100412,2010-04-12 00:00:00.000,2,"Monday","Lunes","Lundi",12,102,16,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100413,2010-04-13 00:00:00.000,3,"Tuesday","Martes","Mardi",13,103,16,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100414,2010-04-14 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",14,104,16,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100415,2010-04-15 00:00:00.000,5,"Thursday","Jueves","Jeudi",15,105,16,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100416,2010-04-16 00:00:00.000,6,"Friday","Viernes","Vendredi",16,106,16,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100417,2010-04-17 00:00:00.000,7,"Saturday","Sábado","Samedi",17,107,16,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100418,2010-04-18 00:00:00.000,1,"Sunday","Domingo","Dimanche",18,108,17,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100419,2010-04-19 00:00:00.000,2,"Monday","Lunes","Lundi",19,109,17,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100420,2010-04-20 00:00:00.000,3,"Tuesday","Martes","Mardi",20,110,17,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100421,2010-04-21 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",21,111,17,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100422,2010-04-22 00:00:00.000,5,"Thursday","Jueves","Jeudi",22,112,17,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100423,2010-04-23 00:00:00.000,6,"Friday","Viernes","Vendredi",23,113,17,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100424,2010-04-24 00:00:00.000,7,"Saturday","Sábado","Samedi",24,114,17,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100425,2010-04-25 00:00:00.000,1,"Sunday","Domingo","Dimanche",25,115,18,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100426,2010-04-26 00:00:00.000,2,"Monday","Lunes","Lundi",26,116,18,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100427,2010-04-27 00:00:00.000,3,"Tuesday","Martes","Mardi",27,117,18,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100428,2010-04-28 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",28,118,18,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100429,2010-04-29 00:00:00.000,5,"Thursday","Jueves","Jeudi",29,119,18,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100430,2010-04-30 00:00:00.000,6,"Friday","Viernes","Vendredi",30,120,18,"April","Abril","Avril",4,2,2010,1,4,2010,2
20100501,2010-05-01 00:00:00.000,7,"Saturday","Sábado","Samedi",1,121,18,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100502,2010-05-02 00:00:00.000,1,"Sunday","Domingo","Dimanche",2,122,19,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100503,2010-05-03 00:00:00.000,2,"Monday","Lunes","Lundi",3,123,19,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100504,2010-05-04 00:00:00.000,3,"Tuesday","Martes","Mardi",4,124,19,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100505,2010-05-05 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",5,125,19,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100506,2010-05-06 00:00:00.000,5,"Thursday","Jueves","Jeudi",6,126,19,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100507,2010-05-07 00:00:00.000,6,"Friday","Viernes","Vendredi",7,127,19,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100508,2010-05-08 00:00:00.000,7,"Saturday","Sábado","Samedi",8,128,19,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100509,2010-05-09 00:00:00.000,1,"Sunday","Domingo","Dimanche",9,129,20,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100510,2010-05-10 00:00:00.000,2,"Monday","Lunes","Lundi",10,130,20,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100511,2010-05-11 00:00:00.000,3,"Tuesday","Martes","Mardi",11,131,20,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100512,2010-05-12 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",12,132,20,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100513,2010-05-13 00:00:00.000,5,"Thursday","Jueves","Jeudi",13,133,20,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100514,2010-05-14 00:00:00.000,6,"Friday","Viernes","Vendredi",14,134,20,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100515,2010-05-15 00:00:00.000,7,"Saturday","Sábado","Samedi",15,135,20,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100516,2010-05-16 00:00:00.000,1,"Sunday","Domingo","Dimanche",16,136,21,"May","Mayo","Mai",5,2,2010,1,4,2010,2
