Date,Year,Quarter,Month,Day,Date Sort,Month Name,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName
2012-06-05 00:00:00.000,"2012",2,"6",5,20120605,"June","Jun 2012","Q2 2012",1,"Tuesday"
2012-06-06 00:00:00.000,"2012",2,"6",6,20120606,"June","Jun 2012","Q2 2012",2,"Wednesday"
2012-06-07 00:00:00.000,"2012",2,"6",7,20120607,"June","Jun 2012","Q2 2012",3,"Thursday"
2012-06-08 00:00:00.000,"2012",2,"6",8,20120608,"June","Jun 2012","Q2 2012",4,"Friday"
2012-06-09 00:00:00.000,"2012",2,"6",9,20120609,"June","Jun 2012","Q2 2012",5,"Saturday"
2012-06-10 00:00:00.000,"2012",2,"6",10,20120610,"June","Jun 2012","Q2 2012",6,"Sunday"
2012-06-11 00:00:00.000,"2012",2,"6",11,20120611,"June","Jun 2012","Q2 2012",0,"Monday"
2012-06-12 00:00:00.000,"2012",2,"6",12,20120612,"June","Jun 2012","Q2 2012",1,"Tuesday"
2012-06-13 00:00:00.000,"2012",2,"6",13,20120613,"June","Jun 2012","Q2 2012",2,"Wednesday"
2012-06-14 00:00:00.000,"2012",2,"6",14,20120614,"June","Jun 2012","Q2 2012",3,"Thursday"
2012-06-15 00:00:00.000,"2012",2,"6",15,20120615,"June","Jun 2012","Q2 2012",4,"Friday"
2012-06-16 00:00:00.000,"2012",2,"6",16,20120616,"June","Jun 2012","Q2 2012",5,"Saturday"
2012-06-17 00:00:00.000,"2012",2,"6",17,20120617,"June","Jun 2012","Q2 2012",6,"Sunday"
2012-06-18 00:00:00.000,"2012",2,"6",18,20120618,"June","Jun 2012","Q2 2012",0,"Monday"
2012-06-19 00:00:00.000,"2012",2,"6",19,20120619,"June","Jun 2012","Q2 2012",1,"Tuesday"
2012-06-20 00:00:00.000,"2012",2,"6",20,20120620,"June","Jun 2012","Q2 2012",2,"Wednesday"
2012-06-21 00:00:00.000,"2012",2,"6",21,20120621,"June","Jun 2012","Q2 2012",3,"Thursday"
2012-06-22 00:00:00.000,"2012",2,"6",22,20120622,"June","Jun 2012","Q2 2012",4,"Friday"
2012-06-23 00:00:00.000,"2012",2,"6",23,20120623,"June","Jun 2012","Q2 2012",5,"Saturday"
2012-06-24 00:00:00.000,"2012",2,"6",24,20120624,"June","Jun 2012","Q2 2012",6,"Sunday"
2012-06-25 00:00:00.000,"2012",2,"6",25,20120625,"June","Jun 2012","Q2 2012",0,"Monday"
2012-06-26 00:00:00.000,"2012",2,"6",26,20120626,"June","Jun 2012","Q2 2012",1,"Tuesday"
2012-06-27 00:00:00.000,"2012",2,"6",27,20120627,"June","Jun 2012","Q2 2012",2,"Wednesday"
2012-06-28 00:00:00.000,"2012",2,"6",28,20120628,"June","Jun 2012","Q2 2012",3,"Thursday"
2012-06-29 00:00:00.000,"2012",2,"6",29,20120629,"June","Jun 2012","Q2 2012",4,"Friday"
2012-06-30 00:00:00.000,"2012",2,"6",30,20120630,"June","Jun 2012","Q2 2012",5,"Saturday"
2012-10-01 00:00:00.000,"2012",4,"10",1,20121001,"October","Oct 2012","Q4 2012",0,"Monday"
2012-10-02 00:00:00.000,"2012",4,"10",2,20121002,"October","Oct 2012","Q4 2012",1,"Tuesday"
2012-10-03 00:00:00.000,"2012",4,"10",3,20121003,"October","Oct 2012","Q4 2012",2,"Wednesday"
2012-10-04 00:00:00.000,"2012",4,"10",4,20121004,"October","Oct 2012","Q4 2012",3,"Thursday"
2012-10-05 00:00:00.000,"2012",4,"10",5,20121005,"October","Oct 2012","Q4 2012",4,"Friday"
2012-10-06 00:00:00.000,"2012",4,"10",6,20121006,"October","Oct 2012","Q4 2012",5,"Saturday"
2012-10-07 00:00:00.000,"2012",4,"10",7,20121007,"October","Oct 2012","Q4 2012",6,"Sunday"
2012-10-08 00:00:00.000,"2012",4,"10",8,20121008,"October","Oct 2012","Q4 2012",0,"Monday"
2012-10-09 00:00:00.000,"2012",4,"10",9,20121009,"October","Oct 2012","Q4 2012",1,"Tuesday"
2012-10-10 00:00:00.000,"2012",4,"10",10,20121010,"October","Oct 2012","Q4 2012",2,"Wednesday"
2012-10-11 00:00:00.000,"2012",4,"10",11,20121011,"October","Oct 2012","Q4 2012",3,"Thursday"
2012-10-12 00:00:00.000,"2012",4,"10",12,20121012,"October","Oct 2012","Q4 2012",4,"Friday"
2012-10-13 00:00:00.000,"2012",4,"10",13,20121013,"October","Oct 2012","Q4 2012",5,"Saturday"
2012-10-14 00:00:00.000,"2012",4,"10",14,20121014,"October","Oct 2012","Q4 2012",6,"Sunday"
2012-10-15 00:00:00.000,"2012",4,"10",15,20121015,"October","Oct 2012","Q4 2012",0,"Monday"
2012-10-16 00:00:00.000,"2012",4,"10",16,20121016,"October","Oct 2012","Q4 2012",1,"Tuesday"
2012-10-17 00:00:00.000,"2012",4,"10",17,20121017,"October","Oct 2012","Q4 2012",2,"Wednesday"
2012-10-18 00:00:00.000,"2012",4,"10",18,20121018,"October","Oct 2012","Q4 2012",3,"Thursday"
2012-10-19 00:00:00.000,"2012",4,"10",19,20121019,"October","Oct 2012","Q4 2012",4,"Friday"
2012-10-20 00:00:00.000,"2012",4,"10",20,20121020,"October","Oct 2012","Q4 2012",5,"Saturday"
2012-10-21 00:00:00.000,"2012",4,"10",21,20121021,"October","Oct 2012","Q4 2012",6,"Sunday"
2012-10-22 00:00:00.000,"2012",4,"10",22,20121022,"October","Oct 2012","Q4 2012",0,"Monday"
2012-10-23 00:00:00.000,"2012",4,"10",23,20121023,"October","Oct 2012","Q4 2012",1,"Tuesday"
2012-10-24 00:00:00.000,"2012",4,"10",24,20121024,"October","Oct 2012","Q4 2012",2,"Wednesday"
2012-10-25 00:00:00.000,"2012",4,"10",25,20121025,"October","Oct 2012","Q4 2012",3,"Thursday"
2012-10-26 00:00:00.000,"2012",4,"10",26,20121026,"October","Oct 2012","Q4 2012",4,"Friday"
2012-10-27 00:00:00.000,"2012",4,"10",27,20121027,"October","Oct 2012","Q4 2012",5,"Saturday"
2012-10-28 00:00:00.000,"2012",4,"10",28,20121028,"October","Oct 2012","Q4 2012",6,"Sunday"
2012-10-29 00:00:00.000,"2012",4,"10",29,20121029,"October","Oct 2012","Q4 2012",0,"Monday"
2012-10-30 00:00:00.000,"2012",4,"10",30,20121030,"October","Oct 2012","Q4 2012",1,"Tuesday"
2012-10-31 00:00:00.000,"2012",4,"10",31,20121031,"October","Oct 2012","Q4 2012",2,"Wednesday"
2012-11-01 00:00:00.000,"2012",4,"11",1,20121101,"November","Nov 2012","Q4 2012",3,"Thursday"
2012-11-02 00:00:00.000,"2012",4,"11",2,20121102,"November","Nov 2012","Q4 2012",4,"Friday"
2012-11-03 00:00:00.000,"2012",4,"11",3,20121103,"November","Nov 2012","Q4 2012",5,"Saturday"
2012-11-04 00:00:00.000,"2012",4,"11",4,20121104,"November","Nov 2012","Q4 2012",6,"Sunday"
2012-11-05 00:00:00.000,"2012",4,"11",5,20121105,"November","Nov 2012","Q4 2012",0,"Monday"
2012-11-06 00:00:00.000,"2012",4,"11",6,20121106,"November","Nov 2012","Q4 2012",1,"Tuesday"
2012-11-07 00:00:00.000,"2012",4,"11",7,20121107,"November","Nov 2012","Q4 2012",2,"Wednesday"
2012-11-08 00:00:00.000,"2012",4,"11",8,20121108,"November","Nov 2012","Q4 2012",3,"Thursday"
2012-11-09 00:00:00.000,"2012",4,"11",9,20121109,"November","Nov 2012","Q4 2012",4,"Friday"
2012-11-10 00:00:00.000,"2012",4,"11",10,20121110,"November","Nov 2012","Q4 2012",5,"Saturday"
2012-11-11 00:00:00.000,"2012",4,"11",11,20121111,"November","Nov 2012","Q4 2012",6,"Sunday"
2012-11-12 00:00:00.000,"2012",4,"11",12,20121112,"November","Nov 2012","Q4 2012",0,"Monday"
2012-11-13 00:00:00.000,"2012",4,"11",13,20121113,"November","Nov 2012","Q4 2012",1,"Tuesday"
2012-11-14 00:00:00.000,"2012",4,"11",14,20121114,"November","Nov 2012","Q4 2012",2,"Wednesday"
2012-11-15 00:00:00.000,"2012",4,"11",15,20121115,"November","Nov 2012","Q4 2012",3,"Thursday"
2012-11-16 00:00:00.000,"2012",4,"11",16,20121116,"November","Nov 2012","Q4 2012",4,"Friday"
2012-11-17 00:00:00.000,"2012",4,"11",17,20121117,"November","Nov 2012","Q4 2012",5,"Saturday"
2012-11-18 00:00:00.000,"2012",4,"11",18,20121118,"November","Nov 2012","Q4 2012",6,"Sunday"
2012-11-19 00:00:00.000,"2012",4,"11",19,20121119,"November","Nov 2012","Q4 2012",0,"Monday"
2012-11-20 00:00:00.000,"2012",4,"11",20,20121120,"November","Nov 2012","Q4 2012",1,"Tuesday"
2012-11-21 00:00:00.000,"2012",4,"11",21,20121121,"November","Nov 2012","Q4 2012",2,"Wednesday"
2012-11-22 00:00:00.000,"2012",4,"11",22,20121122,"November","Nov 2012","Q4 2012",3,"Thursday"
2012-11-23 00:00:00.000,"2012",4,"11",23,20121123,"November","Nov 2012","Q4 2012",4,"Friday"
2012-11-24 00:00:00.000,"2012",4,"11",24,20121124,"November","Nov 2012","Q4 2012",5,"Saturday"
2012-11-25 00:00:00.000,"2012",4,"11",25,20121125,"November","Nov 2012","Q4 2012",6,"Sunday"
2012-11-26 00:00:00.000,"2012",4,"11",26,20121126,"November","Nov 2012","Q4 2012",0,"Monday"
2012-11-27 00:00:00.000,"2012",4,"11",27,20121127,"November","Nov 2012","Q4 2012",1,"Tuesday"
2012-11-28 00:00:00.000,"2012",4,"11",28,20121128,"November","Nov 2012","Q4 2012",2,"Wednesday"
2012-11-29 00:00:00.000,"2012",4,"11",29,20121129,"November","Nov 2012","Q4 2012",3,"Thursday"
2012-11-30 00:00:00.000,"2012",4,"11",30,20121130,"November","Nov 2012","Q4 2012",4,"Friday"
2012-12-01 00:00:00.000,"2012",4,"12",1,20121201,"December","Dec 2012","Q4 2012",5,"Saturday"
2012-12-02 00:00:00.000,"2012",4,"12",2,20121202,"December","Dec 2012","Q4 2012",6,"Sunday"
2012-12-03 00:00:00.000,"2012",4,"12",3,20121203,"December","Dec 2012","Q4 2012",0,"Monday"
2012-12-04 00:00:00.000,"2012",4,"12",4,20121204,"December","Dec 2012","Q4 2012",1,"Tuesday"
2012-12-05 00:00:00.000,"2012",4,"12",5,20121205,"December","Dec 2012","Q4 2012",2,"Wednesday"
2012-12-06 00:00:00.000,"2012",4,"12",6,20121206,"December","Dec 2012","Q4 2012",3,"Thursday"
2012-12-07 00:00:00.000,"2012",4,"12",7,20121207,"December","Dec 2012","Q4 2012",4,"Friday"
2012-12-08 00:00:00.000,"2012",4,"12",8,20121208,"December","Dec 2012","Q4 2012",5,"Saturday"
2012-12-09 00:00:00.000,"2012",4,"12",9,20121209,"December","Dec 2012","Q4 2012",6,"Sunday"
2012-12-10 00:00:00.000,"2012",4,"12",10,20121210,"December","Dec 2012","Q4 2012",0,"Monday"
2012-12-11 00:00:00.000,"2012",4,"12",11,20121211,"December","Dec 2012","Q4 2012",1,"Tuesday"
2012-12-12 00:00:00.000,"2012",4,"12",12,20121212,"December","Dec 2012","Q4 2012",2,"Wednesday"
2012-12-13 00:00:00.000,"2012",4,"12",13,20121213,"December","Dec 2012","Q4 2012",3,"Thursday"
2012-12-14 00:00:00.000,"2012",4,"12",14,20121214,"December","Dec 2012","Q4 2012",4,"Friday"
2012-12-15 00:00:00.000,"2012",4,"12",15,20121215,"December","Dec 2012","Q4 2012",5,"Saturday"
2012-12-16 00:00:00.000,"2012",4,"12",16,20121216,"December","Dec 2012","Q4 2012",6,"Sunday"
2012-12-17 00:00:00.000,"2012",4,"12",17,20121217,"December","Dec 2012","Q4 2012",0,"Monday"
2012-12-18 00:00:00.000,"2012",4,"12",18,20121218,"December","Dec 2012","Q4 2012",1,"Tuesday"
2012-12-19 00:00:00.000,"2012",4,"12",19,20121219,"December","Dec 2012","Q4 2012",2,"Wednesday"
2012-12-20 00:00:00.000,"2012",4,"12",20,20121220,"December","Dec 2012","Q4 2012",3,"Thursday"
2012-12-21 00:00:00.000,"2012",4,"12",21,20121221,"December","Dec 2012","Q4 2012",4,"Friday"
2012-12-22 00:00:00.000,"2012",4,"12",22,20121222,"December","Dec 2012","Q4 2012",5,"Saturday"
2012-12-23 00:00:00.000,"2012",4,"12",23,20121223,"December","Dec 2012","Q4 2012",6,"Sunday"
2012-12-24 00:00:00.000,"2012",4,"12",24,20121224,"December","Dec 2012","Q4 2012",0,"Monday"
2012-12-25 00:00:00.000,"2012",4,"12",25,20121225,"December","Dec 2012","Q4 2012",1,"Tuesday"
2012-12-26 00:00:00.000,"2012",4,"12",26,20121226,"December","Dec 2012","Q4 2012",2,"Wednesday"
2012-12-27 00:00:00.000,"2012",4,"12",27,20121227,"December","Dec 2012","Q4 2012",3,"Thursday"
2012-12-28 00:00:00.000,"2012",4,"12",28,20121228,"December","Dec 2012","Q4 2012",4,"Friday"
2012-12-29 00:00:00.000,"2012",4,"12",29,20121229,"December","Dec 2012","Q4 2012",5,"Saturday"
2012-12-30 00:00:00.000,"2012",4,"12",30,20121230,"December","Dec 2012","Q4 2012",6,"Sunday"
2012-12-31 00:00:00.000,"2012",4,"12",31,20121231,"December","Dec 2012","Q4 2012",0,"Monday"
2016-10-01 00:00:00.000,"2016",4,"10",1,20161001,"October","Oct 2016","Q4 2016",5,"Saturday"
2016-10-02 00:00:00.000,"2016",4,"10",2,20161002,"October","Oct 2016","Q4 2016",6,"Sunday"
2016-10-03 00:00:00.000,"2016",4,"10",3,20161003,"October","Oct 2016","Q4 2016",0,"Monday"
2016-10-04 00:00:00.000,"2016",4,"10",4,20161004,"October","Oct 2016","Q4 2016",1,"Tuesday"
2016-10-05 00:00:00.000,"2016",4,"10",5,20161005,"October","Oct 2016","Q4 2016",2,"Wednesday"
2016-10-06 00:00:00.000,"2016",4,"10",6,20161006,"October","Oct 2016","Q4 2016",3,"Thursday"
2016-10-07 00:00:00.000,"2016",4,"10",7,20161007,"October","Oct 2016","Q4 2016",4,"Friday"
2016-10-08 00:00:00.000,"2016",4,"10",8,20161008,"October","Oct 2016","Q4 2016",5,"Saturday"
2016-10-09 00:00:00.000,"2016",4,"10",9,20161009,"October","Oct 2016","Q4 2016",6,"Sunday"
2016-10-10 00:00:00.000,"2016",4,"10",10,20161010,"October","Oct 2016","Q4 2016",0,"Monday"
2016-10-11 00:00:00.000,"2016",4,"10",11,20161011,"October","Oct 2016","Q4 2016",1,"Tuesday"
2016-10-12 00:00:00.000,"2016",4,"10",12,20161012,"October","Oct 2016","Q4 2016",2,"Wednesday"
2016-10-13 00:00:00.000,"2016",4,"10",13,20161013,"October","Oct 2016","Q4 2016",3,"Thursday"
2016-10-14 00:00:00.000,"2016",4,"10",14,20161014,"October","Oct 2016","Q4 2016",4,"Friday"
2016-10-15 00:00:00.000,"2016",4,"10",15,20161015,"October","Oct 2016","Q4 2016",5,"Saturday"
2016-10-16 00:00:00.000,"2016",4,"10",16,20161016,"October","Oct 2016","Q4 2016",6,"Sunday"
2016-10-17 00:00:00.000,"2016",4,"10",17,20161017,"October","Oct 2016","Q4 2016",0,"Monday"
2016-10-18 00:00:00.000,"2016",4,"10",18,20161018,"October","Oct 2016","Q4 2016",1,"Tuesday"
2016-10-19 00:00:00.000,"2016",4,"10",19,20161019,"October","Oct 2016","Q4 2016",2,"Wednesday"
2016-10-20 00:00:00.000,"2016",4,"10",20,20161020,"October","Oct 2016","Q4 2016",3,"Thursday"
2016-10-21 00:00:00.000,"2016",4,"10",21,20161021,"October","Oct 2016","Q4 2016",4,"Friday"
2016-10-22 00:00:00.000,"2016",4,"10",22,20161022,"October","Oct 2016","Q4 2016",5,"Saturday"
2016-10-23 00:00:00.000,"2016",4,"10",23,20161023,"October","Oct 2016","Q4 2016",6,"Sunday"
2016-10-24 00:00:00.000,"2016",4,"10",24,20161024,"October","Oct 2016","Q4 2016",0,"Monday"
2016-10-25 00:00:00.000,"2016",4,"10",25,20161025,"October","Oct 2016","Q4 2016",1,"Tuesday"
2016-10-26 00:00:00.000,"2016",4,"10",26,20161026,"October","Oct 2016","Q4 2016",2,"Wednesday"
2016-10-27 00:00:00.000,"2016",4,"10",27,20161027,"October","Oct 2016","Q4 2016",3,"Thursday"
2016-10-28 00:00:00.000,"2016",4,"10",28,20161028,"October","Oct 2016","Q4 2016",4,"Friday"
2016-10-29 00:00:00.000,"2016",4,"10",29,20161029,"October","Oct 2016","Q4 2016",5,"Saturday"
2016-10-30 00:00:00.000,"2016",4,"10",30,20161030,"October","Oct 2016","Q4 2016",6,"Sunday"
2016-10-31 00:00:00.000,"2016",4,"10",31,20161031,"October","Oct 2016","Q4 2016",0,"Monday"
2016-11-01 00:00:00.000,"2016",4,"11",1,20161101,"November","Nov 2016","Q4 2016",1,"Tuesday"
2016-11-02 00:00:00.000,"2016",4,"11",2,20161102,"November","Nov 2016","Q4 2016",2,"Wednesday"
2016-11-03 00:00:00.000,"2016",4,"11",3,20161103,"November","Nov 2016","Q4 2016",3,"Thursday"
2016-11-04 00:00:00.000,"2016",4,"11",4,20161104,"November","Nov 2016","Q4 2016",4,"Friday"
2016-11-05 00:00:00.000,"2016",4,"11",5,20161105,"November","Nov 2016","Q4 2016",5,"Saturday"
2016-11-06 00:00:00.000,"2016",4,"11",6,20161106,"November","Nov 2016","Q4 2016",6,"Sunday"
2016-11-07 00:00:00.000,"2016",4,"11",7,20161107,"November","Nov 2016","Q4 2016",0,"Monday"
2016-11-08 00:00:00.000,"2016",4,"11",8,20161108,"November","Nov 2016","Q4 2016",1,"Tuesday"
2016-11-09 00:00:00.000,"2016",4,"11",9,20161109,"November","Nov 2016","Q4 2016",2,"Wednesday"
2016-11-10 00:00:00.000,"2016",4,"11",10,20161110,"November","Nov 2016","Q4 2016",3,"Thursday"
2016-11-11 00:00:00.000,"2016",4,"11",11,20161111,"November","Nov 2016","Q4 2016",4,"Friday"
2016-11-12 00:00:00.000,"2016",4,"11",12,20161112,"November","Nov 2016","Q4 2016",5,"Saturday"
2016-11-13 00:00:00.000,"2016",4,"11",13,20161113,"November","Nov 2016","Q4 2016",6,"Sunday"
2016-11-14 00:00:00.000,"2016",4,"11",14,20161114,"November","Nov 2016","Q4 2016",0,"Monday"
2016-11-15 00:00:00.000,"2016",4,"11",15,20161115,"November","Nov 2016","Q4 2016",1,"Tuesday"
2016-11-16 00:00:00.000,"2016",4,"11",16,20161116,"November","Nov 2016","Q4 2016",2,"Wednesday"
2016-11-17 00:00:00.000,"2016",4,"11",17,20161117,"November","Nov 2016","Q4 2016",3,"Thursday"
2016-11-18 00:00:00.000,"2016",4,"11",18,20161118,"November","Nov 2016","Q4 2016",4,"Friday"
2016-11-19 00:00:00.000,"2016",4,"11",19,20161119,"November","Nov 2016","Q4 2016",5,"Saturday"
2016-11-20 00:00:00.000,"2016",4,"11",20,20161120,"November","Nov 2016","Q4 2016",6,"Sunday"
2016-11-21 00:00:00.000,"2016",4,"11",21,20161121,"November","Nov 2016","Q4 2016",0,"Monday"
2016-11-22 00:00:00.000,"2016",4,"11",22,20161122,"November","Nov 2016","Q4 2016",1,"Tuesday"
2016-11-23 00:00:00.000,"2016",4,"11",23,20161123,"November","Nov 2016","Q4 2016",2,"Wednesday"
2016-11-24 00:00:00.000,"2016",4,"11",24,20161124,"November","Nov 2016","Q4 2016",3,"Thursday"
2016-11-25 00:00:00.000,"2016",4,"11",25,20161125,"November","Nov 2016","Q4 2016",4,"Friday"
2016-11-26 00:00:00.000,"2016",4,"11",26,20161126,"November","Nov 2016","Q4 2016",5,"Saturday"
2016-11-27 00:00:00.000,"2016",4,"11",27,20161127,"November","Nov 2016","Q4 2016",6,"Sunday"
2016-11-28 00:00:00.000,"2016",4,"11",28,20161128,"November","Nov 2016","Q4 2016",0,"Monday"
2016-11-29 00:00:00.000,"2016",4,"11",29,20161129,"November","Nov 2016","Q4 2016",1,"Tuesday"
2016-11-30 00:00:00.000,"2016",4,"11",30,20161130,"November","Nov 2016","Q4 2016",2,"Wednesday"
2016-12-01 00:00:00.000,"2016",4,"12",1,20161201,"December","Dec 2016","Q4 2016",3,"Thursday"
2016-12-02 00:00:00.000,"2016",4,"12",2,20161202,"December","Dec 2016","Q4 2016",4,"Friday"
2016-12-03 00:00:00.000,"2016",4,"12",3,20161203,"December","Dec 2016","Q4 2016",5,"Saturday"
2016-12-04 00:00:00.000,"2016",4,"12",4,20161204,"December","Dec 2016","Q4 2016",6,"Sunday"
2016-12-05 00:00:00.000,"2016",4,"12",5,20161205,"December","Dec 2016","Q4 2016",0,"Monday"
2016-12-06 00:00:00.000,"2016",4,"12",6,20161206,"December","Dec 2016","Q4 2016",1,"Tuesday"
2016-12-07 00:00:00.000,"2016",4,"12",7,20161207,"December","Dec 2016","Q4 2016",2,"Wednesday"
2016-12-08 00:00:00.000,"2016",4,"12",8,20161208,"December","Dec 2016","Q4 2016",3,"Thursday"
2016-12-09 00:00:00.000,"2016",4,"12",9,20161209,"December","Dec 2016","Q4 2016",4,"Friday"
2016-12-10 00:00:00.000,"2016",4,"12",10,20161210,"December","Dec 2016","Q4 2016",5,"Saturday"
2016-12-11 00:00:00.000,"2016",4,"12",11,20161211,"December","Dec 2016","Q4 2016",6,"Sunday"
2016-12-12 00:00:00.000,"2016",4,"12",12,20161212,"December","Dec 2016","Q4 2016",0,"Monday"
2016-12-13 00:00:00.000,"2016",4,"12",13,20161213,"December","Dec 2016","Q4 2016",1,"Tuesday"
2016-12-14 00:00:00.000,"2016",4,"12",14,20161214,"December","Dec 2016","Q4 2016",2,"Wednesday"
2016-12-15 00:00:00.000,"2016",4,"12",15,20161215,"December","Dec 2016","Q4 2016",3,"Thursday"
2016-12-16 00:00:00.000,"2016",4,"12",16,20161216,"December","Dec 2016","Q4 2016",4,"Friday"
2016-12-17 00:00:00.000,"2016",4,"12",17,20161217,"December","Dec 2016","Q4 2016",5,"Saturday"
2016-12-18 00:00:00.000,"2016",4,"12",18,20161218,"December","Dec 2016","Q4 2016",6,"Sunday"
2016-12-19 00:00:00.000,"2016",4,"12",19,20161219,"December","Dec 2016","Q4 2016",0,"Monday"
2016-12-20 00:00:00.000,"2016",4,"12",20,20161220,"December","Dec 2016","Q4 2016",1,"Tuesday"
2016-12-21 00:00:00.000,"2016",4,"12",21,20161221,"December","Dec 2016","Q4 2016",2,"Wednesday"
2016-12-22 00:00:00.000,"2016",4,"12",22,20161222,"December","Dec 2016","Q4 2016",3,"Thursday"
2016-12-23 00:00:00.000,"2016",4,"12",23,20161223,"December","Dec 2016","Q4 2016",4,"Friday"
2016-12-24 00:00:00.000,"2016",4,"12",24,20161224,"December","Dec 2016","Q4 2016",5,"Saturday"
2016-12-25 00:00:00.000,"2016",4,"12",25,20161225,"December","Dec 2016","Q4 2016",6,"Sunday"
2016-12-26 00:00:00.000,"2016",4,"12",26,20161226,"December","Dec 2016","Q4 2016",0,"Monday"
2016-12-27 00:00:00.000,"2016",4,"12",27,20161227,"December","Dec 2016","Q4 2016",1,"Tuesday"
2016-12-28 00:00:00.000,"2016",4,"12",28,20161228,"December","Dec 2016","Q4 2016",2,"Wednesday"
2016-12-29 00:00:00.000,"2016",4,"12",29,20161229,"December","Dec 2016","Q4 2016",3,"Thursday"
2016-12-30 00:00:00.000,"2016",4,"12",30,20161230,"December","Dec 2016","Q4 2016",4,"Friday"
2016-12-31 00:00:00.000,"2016",4,"12",31,20161231,"December","Dec 2016","Q4 2016",5,"Saturday"
2016-04-01 00:00:00.000,"2016",2,"4",1,20160401,"April","Apr 2016","Q2 2016",4,"Friday"
2016-04-02 00:00:00.000,"2016",2,"4",2,20160402,"April","Apr 2016","Q2 2016",5,"Saturday"
2016-04-03 00:00:00.000,"2016",2,"4",3,20160403,"April","Apr 2016","Q2 2016",6,"Sunday"
2016-04-04 00:00:00.000,"2016",2,"4",4,20160404,"April","Apr 2016","Q2 2016",0,"Monday"
2016-04-05 00:00:00.000,"2016",2,"4",5,20160405,"April","Apr 2016","Q2 2016",1,"Tuesday"
2016-04-06 00:00:00.000,"2016",2,"4",6,20160406,"April","Apr 2016","Q2 2016",2,"Wednesday"
2016-04-07 00:00:00.000,"2016",2,"4",7,20160407,"April","Apr 2016","Q2 2016",3,"Thursday"
2016-04-08 00:00:00.000,"2016",2,"4",8,20160408,"April","Apr 2016","Q2 2016",4,"Friday"
2016-04-09 00:00:00.000,"2016",2,"4",9,20160409,"April","Apr 2016","Q2 2016",5,"Saturday"
2016-04-10 00:00:00.000,"2016",2,"4",10,20160410,"April","Apr 2016","Q2 2016",6,"Sunday"
2016-04-11 00:00:00.000,"2016",2,"4",11,20160411,"April","Apr 2016","Q2 2016",0,"Monday"
2016-04-12 00:00:00.000,"2016",2,"4",12,20160412,"April","Apr 2016","Q2 2016",1,"Tuesday"
2016-04-13 00:00:00.000,"2016",2,"4",13,20160413,"April","Apr 2016","Q2 2016",2,"Wednesday"
2016-04-14 00:00:00.000,"2016",2,"4",14,20160414,"April","Apr 2016","Q2 2016",3,"Thursday"
2016-04-15 00:00:00.000,"2016",2,"4",15,20160415,"April","Apr 2016","Q2 2016",4,"Friday"
2016-04-16 00:00:00.000,"2016",2,"4",16,20160416,"April","Apr 2016","Q2 2016",5,"Saturday"
2016-04-17 00:00:00.000,"2016",2,"4",17,20160417,"April","Apr 2016","Q2 2016",6,"Sunday"
2016-04-18 00:00:00.000,"2016",2,"4",18,20160418,"April","Apr 2016","Q2 2016",0,"Monday"
2016-04-19 00:00:00.000,"2016",2,"4",19,20160419,"April","Apr 2016","Q2 2016",1,"Tuesday"
2016-04-20 00:00:00.000,"2016",2,"4",20,20160420,"April","Apr 2016","Q2 2016",2,"Wednesday"
2016-04-21 00:00:00.000,"2016",2,"4",21,20160421,"April","Apr 2016","Q2 2016",3,"Thursday"
2016-04-22 00:00:00.000,"2016",2,"4",22,20160422,"April","Apr 2016","Q2 2016",4,"Friday"
2016-04-23 00:00:00.000,"2016",2,"4",23,20160423,"April","Apr 2016","Q2 2016",5,"Saturday"
2016-04-24 00:00:00.000,"2016",2,"4",24,20160424,"April","Apr 2016","Q2 2016",6,"Sunday"
2016-04-25 00:00:00.000,"2016",2,"4",25,20160425,"April","Apr 2016","Q2 2016",0,"Monday"
2016-04-26 00:00:00.000,"2016",2,"4",26,20160426,"April","Apr 2016","Q2 2016",1,"Tuesday"
2016-04-27 00:00:00.000,"2016",2,"4",27,20160427,"April","Apr 2016","Q2 2016",2,"Wednesday"
2016-04-28 00:00:00.000,"2016",2,"4",28,20160428,"April","Apr 2016","Q2 2016",3,"Thursday"
2016-04-29 00:00:00.000,"2016",2,"4",29,20160429,"April","Apr 2016","Q2 2016",4,"Friday"
2016-04-30 00:00:00.000,"2016",2,"4",30,20160430,"April","Apr 2016","Q2 2016",5,"Saturday"
2016-05-01 00:00:00.000,"2016",2,"5",1,20160501,"May","May 2016","Q2 2016",6,"Sunday"
2016-05-02 00:00:00.000,"2016",2,"5",2,20160502,"May","May 2016","Q2 2016",0,"Monday"
2016-05-03 00:00:00.000,"2016",2,"5",3,20160503,"May","May 2016","Q2 2016",1,"Tuesday"
2016-05-04 00:00:00.000,"2016",2,"5",4,20160504,"May","May 2016","Q2 2016",2,"Wednesday"
2016-05-05 00:00:00.000,"2016",2,"5",5,20160505,"May","May 2016","Q2 2016",3,"Thursday"
2016-05-06 00:00:00.000,"2016",2,"5",6,20160506,"May","May 2016","Q2 2016",4,"Friday"
2016-05-07 00:00:00.000,"2016",2,"5",7,20160507,"May","May 2016","Q2 2016",5,"Saturday"
2016-05-08 00:00:00.000,"2016",2,"5",8,20160508,"May","May 2016","Q2 2016",6,"Sunday"
2016-05-09 00:00:00.000,"2016",2,"5",9,20160509,"May","May 2016","Q2 2016",0,"Monday"
