num_boletim,data_hora_boletim,numero_envolvido,condutor,codigo_severidade,desc_severidade,sexo,cinto_seguranca,Embreagues,Idade,nascimento,categoria_habilitacao,descricao_habilitacao,declaracao_obito,cod_severidade_antiga,especie_veiculo,pedestre,passageiro
"2018-020035125-001",2018-05-06 17:38:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",34,"19/03/1984","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020036368-001",2018-05-06 18:34:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",23,"04/02/1995","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020039584-001",2018-05-06 18:20:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",34,"04/10/1983","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020041618-001",2018-05-06 19:18:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",52,"19/11/1965","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020052317-001",2018-05-06 20:25:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",57,"14/07/1960","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020075625-001",2018-05-06 22:13:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"13/03/1997","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-022743118-002",2018-05-22 20:11:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",50,"09/12/1967","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-022765237-001",2018-05-22 22:37:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",45,"17/06/1972","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-022765904-001",2018-05-22 22:57:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",31,"08/02/1987","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-022793548-001",2018-05-23 06:13:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",35,"28/10/1982","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-022803006-001",2018-05-23 09:17:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",70,"22/04/1948","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-022807060-001",2018-05-23 07:25:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",44,"13/01/1974","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-022812007-001",2018-05-15 11:20:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",44,"22/04/1974","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-022825260-001",2018-05-23 10:00:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"27/02/1979","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-014758062-001",2018-04-03 09:45:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",57,"05/08/1960","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-014776142-001",2018-04-03 12:39:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",23,"04/09/1994","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-014840628-001",2018-04-03 16:41:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"11/03/1981","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-014922648-001",2018-04-04 09:17:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",72,"31/12/1945","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-017570499-001",2018-04-20 15:39:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",30,"27/01/1988","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-017604090-001",2018-04-20 19:41:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",25,"22/04/1992","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-017604924-001",2018-04-20 19:45:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",46,"23/05/1971","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-017606992-001",2018-04-20 18:48:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",62,"08/03/1956","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-017624520-001",2018-04-20 22:44:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"12/10/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-017668819-001",2018-04-21 10:23:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",50,"00/00/0000","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020211683-001",2018-05-07 17:24:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",34,"15/10/1983","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020215142-001",2018-05-07 17:16:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",51,"11/09/1966","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020220509-001",2018-05-07 18:25:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",42,"02/05/1976","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-022971722-001",2018-05-24 07:42:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",40,"12/09/1977","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-023043411-001",2018-05-24 16:03:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",29,"19/07/1988","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-014928780-001",2018-04-04 09:40:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",41,"12/08/1976","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015014403-001",2018-04-04 17:47:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",44,"05/02/1974","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015021578-001",2018-04-04 19:12:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",43,"19/10/1974","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015076944-001",2018-04-05 08:07:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",36,"03/04/1982","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-017684367-001",2018-04-21 12:02:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",49,"19/01/1969","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-017731531-001",2018-04-21 19:03:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",33,"29/05/1984","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-017750710-001",2018-04-21 20:32:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",25,"03/06/1992","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-017838072-001",2018-04-22 18:32:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"01/12/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-017847060-001",2018-04-22 19:08:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",23,"09/10/1994","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020275420-001",2018-05-08 07:07:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",22,"12/01/1996","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020364336-001",2018-05-08 15:52:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",25,"24/10/1992","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020403125-001",2018-05-08 18:44:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"13/09/1996","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020458376-001",2018-05-04 21:30:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",44,"17/10/1973","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-023090810-001",2018-05-24 20:36:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",19,"21/10/1998","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-023111466-001",2018-05-24 22:35:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"13/08/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-023144165-001",2018-05-25 08:44:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",49,"28/12/1968","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-023154000-001",2018-05-25 10:02:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"01/02/1997","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015102916-001",2018-04-05 10:03:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",53,"28/10/1964","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015189298-001",2018-04-05 18:32:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"20/11/1980","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015189742-001",2018-04-05 19:01:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"05/07/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015193283-001",2018-04-05 20:04:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",67,"15/02/1951","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-017958277-001",2018-04-23 13:38:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"26/09/1980","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-017975835-001",2018-04-23 14:56:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",40,"18/05/1977","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020476443-001",2018-05-09 10:42:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",66,"14/11/1951","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020495857-001",2018-05-09 12:56:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",61,"07/10/1956","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020563886-001",2018-05-09 17:56:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",30,"16/01/1988","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020573199-001",2018-05-09 18:55:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",35,"14/05/1982","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020584173-001",2018-05-09 21:08:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",51,"29/06/1966","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020598387-001",2018-05-09 21:57:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",28,"12/07/1989","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-023303722-001",2018-05-26 11:01:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",61,"07/08/1956","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-023361676-001",2018-05-26 20:10:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",44,"10/05/1974","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-023407426-001",2018-05-27 06:07:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",24,"11/09/1993","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-023455619-001",2018-05-27 16:53:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",22,"12/03/1996","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-023555790-001",2018-05-28 13:10:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",26,"26/03/1992","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015276605-001",2018-04-06 10:49:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",33,"21/02/1985","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015343893-001",2018-04-06 17:18:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",35,"12/09/1982","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015371756-001",2018-04-06 21:08:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",51,"28/10/1966","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020721401-001",2018-05-10 16:10:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",50,"06/08/1967","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020729687-001",2018-05-10 16:56:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",27,"12/08/1990","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020775240-001",2018-05-10 22:47:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",19,"19/04/1999","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-023584842-001",2018-05-28 16:30:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",52,"08/02/1966","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-023609534-001",2018-05-28 18:45:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",29,"23/02/1989","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-023717998-001",2018-05-29 15:30:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",22,"23/04/1996","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015419912-001",2018-04-07 08:19:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"25/03/1981","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015452232-001",2018-04-07 13:17:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",28,"15/07/1989","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015486945-001",2018-04-07 15:58:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"16/04/1980","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015491255-001",2018-04-07 17:58:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",46,"28/07/1971","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-018065570-001",2018-04-24 07:51:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",18,"27/06/1999","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-020834030-001",2018-05-11 10:34:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",18,"22/06/1999","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-023767876-002",2018-05-29 22:08:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"10/01/1979","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-023812045-001",2018-05-30 10:44:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",26,"23/05/1992","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-023863298-001",2018-05-30 16:41:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",27,"16/08/1990","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-023933623-001",2018-05-31 06:04:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",46,"13/11/1971","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-018113385-001",2018-04-24 12:22:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",55,"04/11/1962","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-021012130-001",2018-05-12 09:58:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",57,"11/09/1960","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-021022424-001",2018-05-12 11:36:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",23,"09/08/1994","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-024066742-001",2018-06-01 06:15:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",32,"15/02/1986","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-024133121-001",2018-06-01 16:24:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"09/02/1981","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-024150943-001",2018-06-01 18:18:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",25,"03/02/1993","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-024239194-001",2018-06-02 13:16:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",35,"17/08/1982","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-024255773-001",2018-06-02 14:59:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",31,"21/07/1986","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015706414-001",2018-03-26 18:20:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",33,"28/03/1985","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015717756-001",2018-04-09 12:06:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",52,"25/08/1965","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015786277-001",2018-04-09 17:12:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",51,"12/02/1967","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015794380-001",2018-04-09 16:49:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",63,"15/11/1954","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015808918-001",2018-04-09 19:49:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",40,"14/01/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-015818393-001",2018-04-09 21:44:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",29,"10/01/1989","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-018245963-001",2018-04-25 08:42:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"30/07/1980","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-018247815-001",2018-04-25 06:40:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",44,"04/04/1974","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-018344439-001",2018-04-25 17:32:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",57,"24/05/1960","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-018367370-001",2018-04-25 20:43:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"14/08/1980","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-021100292-001",2018-05-12 20:03:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",34,"12/04/1984","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-021129372-001",2018-05-13 02:26:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",30,"30/10/1987","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2018-021159485-001",2018-05-13 11:15:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",47,"03/01/1971","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
