CO_Number,Invoice_Number,Invoice_amount,Invoice_date,Commission_Amount,Discount_Amount,RM_Territory_Code,Distributor_ID,Exchange_Rate,Net Sales
201709,213872,0,2018-06-27 00:00:00.000,0,0,16,60980,0,0
201710,213873,0,2018-06-27 00:00:00.000,0,0,16,60980,0,0
201144,213193,0,2018-06-07 00:00:00.000,0,0,16,61010,0,0
200241,211890,0,2018-04-26 00:00:00.000,0,0,16,61010,0,0
203262,215228,0,2018-08-06 00:00:00.000,0,0,16,61010,0,0
203473,215229,0,2018-08-06 00:00:00.000,0,0,16,61010,0,0
203534,215303,0,2018-08-08 00:00:00.000,0,0,16,61010,0,0
203836,215748,0,2018-08-28 00:00:00.000,0,0,16,61010,0,0
197399,209415,0,2018-02-05 00:00:00.000,0,0,16,61010,0,0
196894,208863,0,2018-01-17 00:00:00.000,0,0,16,61010,0,0
200130,211722,0,2018-04-20 00:00:00.000,0,0,16,60980,0,0
199661,211300,0,2018-04-06 00:00:00.000,0,0,16,60980,0,0
199666,211336,0,2018-04-09 00:00:00.000,0,0,0,0,0,0
199868,211749,0,2018-04-23 00:00:00.000,0,0,0,0,0,0
198885,210766,0,2018-03-20 00:00:00.000,0,0,16,61010,0,0
198886,210767,0,2018-03-20 00:00:00.000,0,0,16,61010,0,0
198261,210119,0,2018-02-28 00:00:00.000,0,0,16,61010,0,0
197896,209942,0,2018-02-22 00:00:00.000,0,0,16,61010,0,0
207889,219806,0,2018-12-26 00:00:00.000,0,0,21,61020,0,0
208137,220412,0,2019-01-18 00:00:00.000,0,0,65,61040,0,0
208004,219918,0,2019-01-02 00:00:00.000,0,0,65,61000,0,0
207676,219721,0,2018-12-21 00:00:00.000,0,0,65,61000,0,0
207795,219726,0,2018-12-21 00:00:00.000,0,0,65,60280,0,0
207829,219722,0,2018-12-21 00:00:00.000,0,0,65,61000,0,0
207646,219408,0,2018-12-13 00:00:00.000,0,0,65,61000,0,0
207579,219339,0,2018-12-11 00:00:00.000,0,0,65,61000,0,0
207089,219290,0,2018-12-10 00:00:00.000,0,0,65,60280,0,0
207227,219341,0,2018-12-11 00:00:00.000,0,0,65,60280,0,0
207338,219534,0,2018-12-17 00:00:00.000,0,0,65,61040,0,0
208625,220438,0,2019-01-21 00:00:00.000,0,0,65,61000,0,0
208494,220567,0,2019-01-24 00:00:00.000,0,0,65,61040,0,0
208416,220218,0,2019-01-14 00:00:00.000,0,0,65,60280,0,0
208189,220419,0,2019-01-18 00:00:00.000,0,0,16,61010,0,0
208294,220540,0,2019-01-24 00:00:00.000,0,0,65,61000,0,0
208323,220573,0,2019-01-24 00:00:00.000,0,0,16,61010,0,0
205689,217738,0,2018-10-22 00:00:00.000,0,0,65,60280,0,0
205781,217402,0,2018-10-11 00:00:00.000,0,0,65,60280,0,0
205957,217929,0,2018-10-26 00:00:00.000,0,0,16,61010,0,0
205993,217713,0,2018-10-19 00:00:00.000,0,0,16,0,0,0
206093,218084,0,2018-10-31 00:00:00.000,0,0,65,60280,0,0
205759,217818,0,2018-10-24 00:00:00.000,0,0,65,61000,0,0
206091,217961,0,2018-10-29 00:00:00.000,0,0,65,61000,0,0
206163,218178,0,2018-11-07 00:00:00.000,0,0,65,60280,0,0
206244,218141,0,2018-11-05 00:00:00.000,0,0,65,60280,0,0
206605,218770,0,2018-11-21 00:00:00.000,0,0,65,60280,0,0
206614,218767,0,2018-11-21 00:00:00.000,0,0,65,61000,0,0
205288,217525,0,2018-10-15 00:00:00.000,0,0,65,61000,0,0
205280,217529,0,2018-10-15 00:00:00.000,0,0,65,60280,0,0
205122,217461,0,2018-10-12 00:00:00.000,0,0,65,60280,0,0
205129,217462,0,2018-10-12 00:00:00.000,0,0,65,60280,0,0
205051,217091,0,2018-10-02 00:00:00.000,0,0,65,60280,0,0
205013,216557,0,2018-09-19 00:00:00.000,0,0,65,60280,0,0
204567,216736,0,2018-09-22 00:00:00.000,0,0,65,61000,0,0
204577,216513,0,2018-09-18 00:00:00.000,0,0,65,61000,0,0
190819,202177,0,2017-06-30 00:00:00.000,0,0,54,90002,0,0
202468,214177,0,2018-07-05 00:00:00.000,0,0,54,61020,0,0
202490,214178,0,2018-07-05 00:00:00.000,0,0,54,61020,0,0
202543,214525,0,2018-07-18 00:00:00.000,0,0,54,61020,0,0
202612,214723,0,2018-07-25 00:00:00.000,0,0,54,61040,0,0
202779,214853,0,2018-07-27 00:00:00.000,0,0,54,61040,0,0
202704,214364,0,2018-07-13 00:00:00.000,0,0,54,61000,0,0
202916,214995,0,2018-08-01 00:00:00.000,0,0,54,60280,0,0
202174,213955,0,2018-06-28 00:00:00.000,0,0,54,61020,0,0
202192,214109,0,2018-07-02 00:00:00.000,0,0,54,61000,0,0
202216,214141,0,2018-07-03 00:00:00.000,0,0,54,61040,0,0
202126,214108,0,2018-07-02 00:00:00.000,0,0,54,61000,0,0
201711,213840,0,2018-06-27 00:00:00.000,0,0,54,61000,0,0
201714,213841,0,2018-06-27 00:00:00.000,0,0,54,61000,0,0
201835,213953,0,2018-06-28 00:00:00.000,0,0,54,61020,0,0
201917,213908,0,2018-06-28 00:00:00.000,0,0,54,60280,0,0
201922,213905,0,2018-06-28 00:00:00.000,0,0,54,61000,0,0
201353,213505,0,2018-06-18 00:00:00.000,0,0,54,61000,0,0
201323,213354,0,2018-06-13 00:00:00.000,0,0,54,61040,0,0
200456,212063,0,2018-05-02 00:00:00.000,0,0,54,61020,0,0
200753,212405,0,2018-05-14 00:00:00.000,0,0,54,61040,0,0
200513,212104,0,2018-05-03 00:00:00.000,0,0,54,61020,0,0
200204,211891,0,2018-04-26 00:00:00.000,0,0,54,61020,0,0
203327,214880,0,2018-07-30 00:00:00.000,0,0,54,61000,0,0
203537,215230,0,2018-08-06 00:00:00.000,0,0,54,61020,0,0
203827,215643,0,2018-08-27 00:00:00.000,0,0,54,60280,0,0
196442,208410,0,2018-01-02 00:00:00.000,0,0,54,61000,0,0
196544,208492,0,2018-01-05 00:00:00.000,0,0,54,61000,0,0
196537,208411,0,2018-01-02 00:00:00.000,0,0,54,60280,0,0
196649,208493,0,2018-01-05 00:00:00.000,0,0,54,61000,0,0
196117,207970,0,2017-12-18 00:00:00.000,0,0,54,60280,0,0
196133,207546,0,2017-12-07 00:00:00.000,0,0,54,61000,0,0
196135,208105,0,2017-12-21 00:00:00.000,0,0,54,60280,0,0
196182,208104,0,2017-12-21 00:00:00.000,0,0,54,61000,0,0
197281,208950,0,2018-01-19 00:00:00.000,0,0,54,61020,0,0
197291,209180,0,2018-01-30 00:00:00.000,0,0,54,60280,0,0
197241,209005,0,2018-01-23 00:00:00.000,0,0,54,60280,0,0
196769,208777,0,2018-01-16 00:00:00.000,0,0,54,61000,0,0
197080,208778,0,2018-01-16 00:00:00.000,0,0,54,61000,0,0
200128,211887,0,2018-04-26 00:00:00.000,0,0,54,61040,0,0
200091,211673,0,2018-04-19 00:00:00.000,0,0,54,61040,0,0
200091,212186,0,2018-05-05 00:00:00.000,0,0,54,61040,0,0
199948,211602,0,2018-04-17 00:00:00.000,0,0,54,61020,0,0
199908,211519,0,2018-04-13 00:00:00.000,0,0,54,61020,0,0
199092,210744,0,2018-03-20 00:00:00.000,0,0,54,61000,0,0
199039,210745,0,2018-03-20 00:00:00.000,0,0,54,60280,0,0
198503,210136,0,2018-03-01 00:00:00.000,0,0,54,61000,0,0
198799,210627,0,2018-03-16 00:00:00.000,0,0,54,61000,0,0
198081,209636,0,2018-02-13 00:00:00.000,0,0,54,60280,0,0
198184,209770,0,2018-02-16 00:00:00.000,0,0,54,61000,0,0
197520,209450,0,2018-02-07 00:00:00.000,0,0,54,61000,0,0
197825,209839,0,2018-02-20 00:00:00.000,0,0,54,61020,0,0
207273,219043,0,2018-11-30 00:00:00.000,0,0,54,61040,0,0
207233,219353,0,2018-12-11 00:00:00.000,0,0,54,61020,0,0
207284,219533,0,2018-12-17 00:00:00.000,0,0,54,61040,0,0
205888,217551,0,2018-10-15 00:00:00.000,0,0,54,90002,0,0
205896,217922,0,2018-10-26 00:00:00.000,0,0,54,61040,0,0
206014,217924,0,2018-10-26 00:00:00.000,0,0,54,61040,0,0
205465,217146,0,2018-10-03 00:00:00.000,0,0,54,61040,0,0
206183,217802,0,2018-10-23 00:00:00.000,0,0,54,90002,0,0
206343,218426,0,2018-11-12 00:00:00.000,0,0,54,61040,0,0
205115,216708,0,2018-09-21 00:00:00.000,0,0,54,61040,0,0
204755,216313,0,2018-09-12 00:00:00.000,0,0,54,61040,0,0
204755,216819,0,2018-09-25 00:00:00.000,0,0,54,61040,0,0
204575,216532,0,2018-09-18 00:00:00.000,0,0,54,61040,0,0
204578,216533,0,2018-09-18 00:00:00.000,0,0,54,61040,0,0
204581,216534,0,2018-09-18 00:00:00.000,0,0,54,61040,0,0
204582,216535,0,2018-09-18 00:00:00.000,0,0,54,61040,0,0
204299,216211,0,2018-09-10 00:00:00.000,0,0,54,61040,0,0
204286,216177,0,2018-09-10 00:00:00.000,0,0,54,60280,0,0
204071,216129,0,2018-09-07 00:00:00.000,0,0,54,61040,0,0
204152,215623,0,2018-08-24 00:00:00.000,0,0,54,61040,0,0
169461,180399,0,2015-07-13 00:00:00.000,0,0,12,60790,0,0
169307,180197,0,2015-07-06 00:00:00.000,0,0,12,60190,0,0
170369,181297,0,2015-08-07 00:00:00.000,0,0,12,60250,0,0
171536,182717,0,2015-09-21 00:00:00.000,0,0,12,60520,0,0
172012,183158,0,2015-10-01 00:00:00.000,0,0,12,60520,0,0
170924,182273,0,2015-09-09 00:00:00.000,0,0,12,60250,0,0
171178,182191,0,2015-09-04 00:00:00.000,0,0,12,60520,0,0
171184,182199,0,2015-09-04 00:00:00.000,0,0,12,60250,0,0
171274,182460,0,2015-09-14 00:00:00.000,0,0,12,60250,0,0
171426,182770,0,2015-09-22 00:00:00.000,0,0,12,60520,0,0
164227,175150,0,2015-01-09 00:00:00.000,0,0,12,60520,0,0
164228,175152,0,2015-01-09 00:00:00.000,0,0,12,60190,0,0
164229,175155,0,2015-01-09 00:00:00.000,0,0,12,60250,0,0
164236,175099,0,2015-01-08 00:00:00.000,0,0,12,60620,0,0
164240,175100,0,2015-01-08 00:00:00.000,0,0,12,60620,0,0
164285,175153,0,2015-01-09 00:00:00.000,0,0,12,60190,0,0
164319,175189,0,2015-01-12 00:00:00.000,0,0,12,60250,0,0
164324,175345,0,2015-01-19 00:00:00.000,0,0,12,60880,0,0
164325,175364,0,2015-01-19 00:00:00.000,0,0,12,60190,0,0
164327,175346,0,2015-01-19 00:00:00.000,0,0,12,60880,0,0
164329,175170,0,2015-01-12 00:00:00.000,0,0,12,60530,0,0
164348,175365,0,2015-01-19 00:00:00.000,0,0,12,60190,0,0
165062,175987,0,2015-02-17 00:00:00.000,0,0,12,60790,0,0
165209,176158,0,2015-02-20 00:00:00.000,0,0,12,60250,0,0
165163,176012,0,2015-02-17 00:00:00.000,0,0,12,60190,0,0
165164,176069,0,2015-02-19 00:00:00.000,0,0,12,60620,0,0
164957,175694,0,2015-02-04 00:00:00.000,0,0,12,60250,0,0
164970,176014,0,2015-02-17 00:00:00.000,0,0,12,60250,0,0
164995,176011,0,2015-02-17 00:00:00.000,0,0,12,60190,0,0
165009,176015,0,2015-02-17 00:00:00.000,0,0,12,60250,0,0
165010,175972,0,2015-02-17 00:00:00.000,0,0,12,60880,0,0
165012,175985,0,2015-02-17 00:00:00.000,0,0,12,60790,0,0
164953,176010,0,2015-02-17 00:00:00.000,0,0,12,60190,0,0
164948,175926,0,2015-02-14 00:00:00.000,0,0,12,60620,0,0
164949,176013,0,2015-02-17 00:00:00.000,0,0,12,60250,0,0
164937,175940,0,2015-02-14 00:00:00.000,0,0,12,60790,0,0
164938,175953,0,2015-02-14 00:00:00.000,0,0,12,60190,0,0
164537,175366,0,2015-01-19 00:00:00.000,0,0,12,60190,0,0
164540,175468,0,2015-01-22 00:00:00.000,0,0,12,60790,0,0
164541,175347,0,2015-01-19 00:00:00.000,0,0,12,60880,0,0
164499,175379,0,2015-01-20 00:00:00.000,0,0,12,60530,0,0
164500,175360,0,2015-01-19 00:00:00.000,0,0,12,60520,0,0
164596,175469,0,2015-01-22 00:00:00.000,0,0,12,60790,0,0
164606,175483,0,2015-01-22 00:00:00.000,0,0,12,60190,0,0
164607,175470,0,2015-01-22 00:00:00.000,0,0,12,60790,0,0
164645,175420,0,2015-01-21 00:00:00.000,0,0,12,60880,0,0
164849,175925,0,2015-02-14 00:00:00.000,0,0,12,60620,0,0
164684,175538,0,2015-01-26 00:00:00.000,0,0,12,60190,0,0
164685,175510,0,2015-01-26 00:00:00.000,0,0,12,60880,0,0
164855,175952,0,2015-02-14 00:00:00.000,0,0,12,60190,0,0
165959,176926,0,2015-03-20 00:00:00.000,0,0,12,60250,0,0
166007,176919,0,2015-03-20 00:00:00.000,0,0,12,60520,0,0
165939,176775,0,2015-03-17 00:00:00.000,0,0,12,60790,0,0
165954,176754,0,2015-03-16 00:00:00.000,0,0,12,60250,0,0
165942,176762,0,2015-03-17 00:00:00.000,0,0,12,60880,0,0
166044,176885,0,2015-03-20 00:00:00.000,0,0,12,60620,0,0
166045,176921,0,2015-03-20 00:00:00.000,0,0,12,60190,0,0
166120,177077,0,2015-03-25 00:00:00.000,0,0,12,60250,0,0
166121,177061,0,2015-03-25 00:00:00.000,0,0,12,60790,0,0
166093,177026,0,2015-03-24 00:00:00.000,0,0,12,60520,0,0
166098,176857,0,2015-03-19 00:00:00.000,0,0,12,60790,0,0
166272,177309,0,2015-04-02 00:00:00.000,0,0,12,60190,0,0
166532,177358,0,2015-04-03 00:00:00.000,0,0,12,60180,0,0
166587,177601,0,2015-04-13 00:00:00.000,0,0,12,60190,0,0
166554,177475,0,2015-04-08 00:00:00.000,0,0,12,60790,0,0
166446,177305,0,2015-04-02 00:00:00.000,0,0,12,60520,0,0
166508,177410,0,2015-04-06 00:00:00.000,0,0,12,60520,0,0
166357,177304,0,2015-04-02 00:00:00.000,0,0,12,60520,0,0
166369,177310,0,2015-04-02 00:00:00.000,0,0,12,60190,0,0
166370,177346,0,2015-04-03 00:00:00.000,0,0,12,60880,0,0
166372,177241,0,2015-04-02 00:00:00.000,0,0,12,60620,0,0
166430,177413,0,2015-04-06 00:00:00.000,0,0,12,60190,0,0
166432,177389,0,2015-04-06 00:00:00.000,0,0,12,60230,0,0
166433,177397,0,2015-04-06 00:00:00.000,0,0,12,60790,0,0
166444,177277,0,2015-04-02 00:00:00.000,0,0,12,60180,0,0
166428,177412,0,2015-04-06 00:00:00.000,0,0,12,60190,0,0
166222,177129,0,2015-03-26 00:00:00.000,0,0,12,60190,0,0
166223,177176,0,2015-03-27 00:00:00.000,0,0,12,60520,0,0
166226,177314,0,2015-04-02 00:00:00.000,0,0,12,60250,0,0
166227,177307,0,2015-04-02 00:00:00.000,0,0,12,60190,0,0
166228,177308,0,2015-04-02 00:00:00.000,0,0,12,60190,0,0
165556,176489,0,2015-03-06 00:00:00.000,0,0,12,60250,0,0
165562,176659,0,2015-03-12 00:00:00.000,0,0,12,60190,0,0
165545,176488,0,2015-03-06 00:00:00.000,0,0,12,60250,0,0
165645,176660,0,2015-03-12 00:00:00.000,0,0,12,60190,0,0
165646,176661,0,2015-03-12 00:00:00.000,0,0,12,60190,0,0
165600,176365,0,2015-03-03 00:00:00.000,0,0,12,60790,0,0
165699,176630,0,2015-03-12 00:00:00.000,0,0,12,60620,0,0
165718,176704,0,2015-03-13 00:00:00.000,0,0,12,60190,0,0
165871,176752,0,2015-03-16 00:00:00.000,0,0,12,60190,0,0
165849,176705,0,2015-03-13 00:00:00.000,0,0,12,60190,0,0
165850,176708,0,2015-03-13 00:00:00.000,0,0,12,60250,0,0
165809,176677,0,2015-03-13 00:00:00.000,0,0,12,60620,0,0
165810,176809,0,2015-03-18 00:00:00.000,0,0,12,60880,0,0
165491,176487,0,2015-03-06 00:00:00.000,0,0,12,60250,0,0
165492,176483,0,2015-03-06 00:00:00.000,0,0,12,60190,0,0
165493,176357,0,2015-03-03 00:00:00.000,0,0,12,60880,0,0
165498,176484,0,2015-03-06 00:00:00.000,0,0,12,60190,0,0
165412,176481,0,2015-03-06 00:00:00.000,0,0,12,60190,0,0
165415,176482,0,2015-03-06 00:00:00.000,0,0,12,60190,0,0
165259,176356,0,2015-03-03 00:00:00.000,0,0,12,60880,0,0
165260,176479,0,2015-03-06 00:00:00.000,0,0,12,60190,0,0
165261,176480,0,2015-03-06 00:00:00.000,0,0,12,60190,0,0
165263,176485,0,2015-03-06 00:00:00.000,0,0,12,60250,0,0
165264,176486,0,2015-03-06 00:00:00.000,0,0,12,60250,0,0
165265,176461,0,2015-03-06 00:00:00.000,0,0,12,60620,0,0
165341,176478,0,2015-03-06 00:00:00.000,0,0,12,60520,0,0
167329,178311,0,2015-05-06 00:00:00.000,0,0,12,60790,0,0
167330,178331,0,2015-05-06 00:00:00.000,0,0,12,60190,0,0
167333,178312,0,2015-05-06 00:00:00.000,0,0,12,60790,0,0
167438,178332,0,2015-05-06 00:00:00.000,0,0,12,60190,0,0
167442,178316,0,2015-05-06 00:00:00.000,0,0,12,60790,0,0
167445,178337,0,2015-05-06 00:00:00.000,0,0,12,60250,0,0
167622,178523,0,2015-05-13 00:00:00.000,0,0,12,60790,0,0
167767,178593,0,2015-05-15 00:00:00.000,0,0,12,60620,0,0
167770,178625,0,2015-05-15 00:00:00.000,0,0,12,60250,0,0
167771,178618,0,2015-05-15 00:00:00.000,0,0,12,60190,0,0
167779,178619,0,2015-05-15 00:00:00.000,0,0,12,60190,0,0
167629,178511,0,2015-05-13 00:00:00.000,0,0,12,60620,0,0
167625,178534,0,2015-05-13 00:00:00.000,0,0,12,60190,0,0
167645,178583,0,2015-05-14 00:00:00.000,0,0,12,60250,0,0
167647,178535,0,2015-05-13 00:00:00.000,0,0,12,60190,0,0
167783,178626,0,2015-05-15 00:00:00.000,0,0,12,60250,0,0
167787,178620,0,2015-05-15 00:00:00.000,0,0,12,60190,0,0
167788,178597,0,2015-05-15 00:00:00.000,0,0,12,60530,0,0
166795,177540,0,2015-04-10 00:00:00.000,0,0,12,60880,0,0
166906,177900,0,2015-04-21 00:00:00.000,0,0,12,60190,0,0
166909,177870,0,2015-04-21 00:00:00.000,0,0,12,60620,0,0
166922,177868,0,2015-04-21 00:00:00.000,0,0,12,60230,0,0
166727,177569,0,2015-04-13 00:00:00.000,0,0,12,60620,0,0
166731,177608,0,2015-04-13 00:00:00.000,0,0,12,60250,0,0
166781,177598,0,2015-04-13 00:00:00.000,0,0,12,60520,0,0
166788,177570,0,2015-04-13 00:00:00.000,0,0,12,60880,0,0
166789,177603,0,2015-04-13 00:00:00.000,0,0,12,60190,0,0
166790,177604,0,2015-04-13 00:00:00.000,0,0,12,60190,0,0
166791,177605,0,2015-04-13 00:00:00.000,0,0,12,60190,0,0
166643,177607,0,2015-04-13 00:00:00.000,0,0,12,60250,0,0
167213,178159,0,2015-04-30 00:00:00.000,0,0,12,60880,0,0
167215,178191,0,2015-04-30 00:00:00.000,0,0,12,60190,0,0
167216,178192,0,2015-04-30 00:00:00.000,0,0,12,60190,0,0
167217,178293,0,2015-05-06 00:00:00.000,0,0,12,60620,0,0
166928,177871,0,2015-04-21 00:00:00.000,0,0,12,60880,0,0
166930,177884,0,2015-04-21 00:00:00.000,0,0,12,60790,0,0
167071,178087,0,2015-04-28 00:00:00.000,0,0,12,60790,0,0
167073,177981,0,2015-04-23 00:00:00.000,0,0,12,60790,0,0
167074,178157,0,2015-04-30 00:00:00.000,0,0,12,60620,0,0
168351,179325,0,2015-06-10 00:00:00.000,0,0,12,60880,0,0
168359,179385,0,2015-06-11 00:00:00.000,0,0,12,60790,0,0
168261,179353,0,2015-06-10 00:00:00.000,0,0,12,60190,0,0
168590,179662,0,2015-06-19 00:00:00.000,0,0,12,60790,0,0
168594,179713,0,2015-06-22 00:00:00.000,0,0,12,60880,0,0
168597,179758,0,2015-06-22 00:00:00.000,0,0,12,60190,0,0
167885,178741,0,2015-05-20 00:00:00.000,0,0,12,60790,0,0
167970,178923,0,2015-05-28 00:00:00.000,0,0,12,60790,0,0
167971,178924,0,2015-05-28 00:00:00.000,0,0,12,60790,0,0
167978,178946,0,2015-05-28 00:00:00.000,0,0,12,60190,0,0
167979,178925,0,2015-05-28 00:00:00.000,0,0,12,60790,0,0
168055,178926,0,2015-05-28 00:00:00.000,0,0,12,60790,0,0
168212,179241,0,2015-06-08 00:00:00.000,0,0,12,60180,0,0
168905,180054,0,2015-07-01 00:00:00.000,0,0,12,60880,0,0
168884,179712,0,2015-06-22 00:00:00.000,0,0,12,60620,0,0
168885,179765,0,2015-06-22 00:00:00.000,0,0,12,60190,0,0
168886,179718,0,2015-06-22 00:00:00.000,0,0,12,60880,0,0
168729,179763,0,2015-06-22 00:00:00.000,0,0,12,60190,0,0
168731,179764,0,2015-06-22 00:00:00.000,0,0,12,60190,0,0
168732,179738,0,2015-06-22 00:00:00.000,0,0,12,60180,0,0
168684,179761,0,2015-06-22 00:00:00.000,0,0,12,60190,0,0
168685,179762,0,2015-06-22 00:00:00.000,0,0,12,60190,0,0
168670,179715,0,2015-06-22 00:00:00.000,0,0,12,60880,0,0
168672,179759,0,2015-06-22 00:00:00.000,0,0,12,60190,0,0
168677,179735,0,2015-06-22 00:00:00.000,0,0,12,60790,0,0
168678,179760,0,2015-06-22 00:00:00.000,0,0,12,60190,0,0
168679,179716,0,2015-06-22 00:00:00.000,0,0,12,60880,0,0
168681,179736,0,2015-06-22 00:00:00.000,0,0,12,60790,0,0
169043,180055,0,2015-07-01 00:00:00.000,0,0,12,60880,0,0
169045,180120,0,2015-07-01 00:00:00.000,0,0,12,60190,0,0
169046,180121,0,2015-07-01 00:00:00.000,0,0,12,60190,0,0
169100,180082,0,2015-07-01 00:00:00.000,0,0,12,60790,0,0
169103,180125,0,2015-07-01 00:00:00.000,0,0,12,60250,0,0
169105,180083,0,2015-07-01 00:00:00.000,0,0,12,60790,0,0
169162,180056,0,2015-07-01 00:00:00.000,0,0,12,60880,0,0
169179,180196,0,2015-07-06 00:00:00.000,0,0,12,60190,0,0
169180,180213,0,2015-07-07 00:00:00.000,0,0,12,60620,0,0
169133,180014,0,2015-06-26 00:00:00.000,0,0,12,60190,0,0
172133,183296,0,2015-10-07 00:00:00.000,0,0,26,60910,0,0
169650,180627,0,2015-07-20 00:00:00.000,0,0,26,60910,0,0
171243,182348,0,2015-09-11 00:00:00.000,0,0,26,60720,0,0
171424,182681,0,2015-09-21 00:00:00.000,0,0,26,60660,0,0
173664,184674,0,2015-11-17 00:00:00.000,0,0,26,60690,0,0
173961,184982,0,2015-12-02 00:00:00.000,0,0,26,60660,0,0
174627,185624,0,2015-12-22 00:00:00.000,0,0,26,60660,0,0
174513,185548,0,2015-12-18 00:00:00.000,0,0,26,60120,0,0
174324,185387,0,2015-12-14 00:00:00.000,0,0,26,60660,0,0
173315,184167,0,2015-11-04 00:00:00.000,0,0,26,60910,0,0
164148,175072,0,2015-01-07 00:00:00.000,0,0,26,60660,0,0
165061,175965,0,2015-02-17 00:00:00.000,0,0,26,60910,0,0
165102,176071,0,2015-02-19 00:00:00.000,0,0,26,60720,0,0
165008,175967,0,2015-02-17 00:00:00.000,0,0,26,60660,0,0
164846,175610,0,2015-02-03 00:00:00.000,0,0,26,60660,0,0
164681,175507,0,2015-01-26 00:00:00.000,0,0,26,60660,0,0
166123,177041,0,2015-03-25 00:00:00.000,0,0,26,60660,0,0
166509,177256,0,2015-04-02 00:00:00.000,0,0,26,60120,0,0
167648,178685,0,2015-05-19 00:00:00.000,0,0,26,60660,0,0
166931,177962,0,2015-04-23 00:00:00.000,0,0,26,60660,0,0
168258,179328,0,2015-06-10 00:00:00.000,0,0,26,60720,0,0
168492,179277,0,2015-06-09 00:00:00.000,0,0,26,60120,0,0
168728,179719,0,2015-06-22 00:00:00.000,0,0,26,60720,0,0
168686,179707,0,2015-06-22 00:00:00.000,0,0,26,60660,0,0
181905,192811,0,2016-09-01 00:00:00.000,0,0,26,60120,0,0
181827,193383,0,2016-09-16 00:00:00.000,0,0,26,60910,0,0
181647,192622,0,2016-08-26 00:00:00.000,0,0,26,60690,0,0
181933,192798,0,2016-09-01 00:00:00.000,0,0,26,60910,0,0
181862,193424,0,2016-09-16 00:00:00.000,0,0,26,60590,0,0
181863,193549,0,2016-09-21 00:00:00.000,0,0,26,60660,0,0
182404,193611,0,2016-09-22 00:00:00.000,0,0,26,60720,0,0
182680,193882,0,2016-09-29 00:00:00.000,0,0,26,60120,0,0
180229,191596,0,2016-07-22 00:00:00.000,0,0,26,60720,0,0
183031,194104,0,2016-10-06 00:00:00.000,0,0,26,60910,0,0
183291,194867,0,2016-11-01 00:00:00.000,0,0,26,60660,0,0
179014,190009,0,2016-06-01 00:00:00.000,0,0,26,60660,0,0
179176,190502,0,2016-06-16 00:00:00.000,0,0,26,60120,0,0
179691,191070,0,2016-07-07 00:00:00.000,0,0,26,60910,0,0
179693,191071,0,2016-07-07 00:00:00.000,0,0,26,60910,0,0
180014,191595,0,2016-07-22 00:00:00.000,0,0,26,60720,0,0
178730,189873,0,2016-05-26 00:00:00.000,0,0,26,60910,0,0
176055,187040,0,2016-02-18 00:00:00.000,0,0,26,60120,0,0
175268,186602,0,2016-02-04 00:00:00.000,0,0,26,60120,0,0
177060,188184,0,2016-03-29 00:00:00.000,0,0,26,60720,0,0
177173,188280,0,2016-03-31 00:00:00.000,0,0,26,60660,0,0
176682,187985,0,2016-03-23 00:00:00.000,0,0,26,60660,0,0
176569,187454,0,2016-03-09 00:00:00.000,0,0,26,60660,0,0
186759,198489,0,2017-03-07 00:00:00.000,0,0,26,60720,0,0
186761,198485,0,2017-03-07 00:00:00.000,0,0,26,60660,0,0
186471,198105,0,2017-02-23 00:00:00.000,0,0,26,60120,0,0
186276,198045,0,2017-02-22 00:00:00.000,0,0,26,60660,0,0
185936,197272,0,2017-01-26 00:00:00.000,0,0,26,60120,0,0
186058,197812,0,2017-02-13 00:00:00.000,0,0,26,60120,0,0
186060,197806,0,2017-02-13 00:00:00.000,0,0,26,60910,0,0
184368,195660,0,2016-11-28 00:00:00.000,0,0,26,60120,0,0
187115,198301,0,2017-03-01 00:00:00.000,0,0,26,60120,0,0
187581,199376,0,2017-04-03 00:00:00.000,0,0,26,60590,0,0
187820,199370,0,2017-04-03 00:00:00.000,0,0,26,60910,0,0
188233,199742,0,2017-04-17 00:00:00.000,0,0,26,60120,0,0
188732,200045,0,2017-04-26 00:00:00.000,0,0,26,60590,0,0
188734,200028,0,2017-04-26 00:00:00.000,0,0,26,60120,0,0
191180,203271,0,2017-08-07 00:00:00.000,0,0,26,60910,0,0
191646,204197,0,2017-09-07 00:00:00.000,0,0,26,60660,0,0
191646,205020,0,2017-09-27 00:00:00.000,0,0,26,60660,0,0
191901,203633,0,2017-08-23 00:00:00.000,0,0,26,60660,0,0
192071,205283,0,2017-10-02 00:00:00.000,0,0,26,60660,0,0
190064,201611,0,2017-06-15 00:00:00.000,0,0,26,60120,0,0
190166,201658,0,2017-06-16 00:00:00.000,0,0,26,60660,0,0
189914,201175,0,2017-06-02 00:00:00.000,0,0,26,60120,0,0
189549,201317,0,2017-06-07 00:00:00.000,0,0,26,60910,0,0
190458,201802,0,2017-06-21 00:00:00.000,0,0,26,60120,0,0
193085,205359,0,2017-10-05 00:00:00.000,0,0,26,60660,0,0
193086,205360,0,2017-10-05 00:00:00.000,0,0,26,60660,0,0
193090,205538,0,2017-10-10 00:00:00.000,0,0,26,60660,0,0
192479,205298,0,2017-10-04 00:00:00.000,0,0,26,60720,0,0
192152,203410,0,2017-08-10 00:00:00.000,0,0,26,60120,0,0
