Date,DateAsInteger,Year,Year Month Number,Month Name Short,Month Name Long,DayOfWeek Number,DayOfWeek,DayOfWeek Short,Quarter,Year Quarter,Period,Year Month Name,Month Name Year,Month Number,Month Name Long and Year,Month Sequence
2020-09-07 00:00:00.000,"20200907",2020,"2020-09","SEP","September",2,"Monday","Mon","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-08 00:00:00.000,"20200908",2020,"2020-09","SEP","September",3,"Tuesday","Tue","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-09 00:00:00.000,"20200909",2020,"2020-09","SEP","September",4,"Wednesday","Wed","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-10 00:00:00.000,"20200910",2020,"2020-09","SEP","September",5,"Thursday","Thu","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-11 00:00:00.000,"20200911",2020,"2020-09","SEP","September",6,"Friday","Fri","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-12 00:00:00.000,"20200912",2020,"2020-09","SEP","September",7,"Saturday","Sat","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-13 00:00:00.000,"20200913",2020,"2020-09","SEP","September",1,"Sunday","Sun","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-14 00:00:00.000,"20200914",2020,"2020-09","SEP","September",2,"Monday","Mon","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-15 00:00:00.000,"20200915",2020,"2020-09","SEP","September",3,"Tuesday","Tue","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-16 00:00:00.000,"20200916",2020,"2020-09","SEP","September",4,"Wednesday","Wed","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-17 00:00:00.000,"20200917",2020,"2020-09","SEP","September",5,"Thursday","Thu","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-18 00:00:00.000,"20200918",2020,"2020-09","SEP","September",6,"Friday","Fri","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-19 00:00:00.000,"20200919",2020,"2020-09","SEP","September",7,"Saturday","Sat","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-20 00:00:00.000,"20200920",2020,"2020-09","SEP","September",1,"Sunday","Sun","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-21 00:00:00.000,"20200921",2020,"2020-09","SEP","September",2,"Monday","Mon","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-22 00:00:00.000,"20200922",2020,"2020-09","SEP","September",3,"Tuesday","Tue","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-23 00:00:00.000,"20200923",2020,"2020-09","SEP","September",4,"Wednesday","Wed","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-24 00:00:00.000,"20200924",2020,"2020-09","SEP","September",5,"Thursday","Thu","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-25 00:00:00.000,"20200925",2020,"2020-09","SEP","September",6,"Friday","Fri","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-26 00:00:00.000,"20200926",2020,"2020-09","SEP","September",7,"Saturday","Sat","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-27 00:00:00.000,"20200927",2020,"2020-09","SEP","September",1,"Sunday","Sun","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-28 00:00:00.000,"20200928",2020,"2020-09","SEP","September",2,"Monday","Mon","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-29 00:00:00.000,"20200929",2020,"2020-09","SEP","September",3,"Tuesday","Tue","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-09-30 00:00:00.000,"20200930",2020,"2020-09","SEP","September",4,"Wednesday","Wed","Q3","2020-Q3",9,"2020 SEP","SEP 2020",9,"September 2020",24249
2020-10-01 00:00:00.000,"20201001",2020,"2020-10","OCT","October",5,"Thursday","Thu","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-02 00:00:00.000,"20201002",2020,"2020-10","OCT","October",6,"Friday","Fri","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-03 00:00:00.000,"20201003",2020,"2020-10","OCT","October",7,"Saturday","Sat","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-04 00:00:00.000,"20201004",2020,"2020-10","OCT","October",1,"Sunday","Sun","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-05 00:00:00.000,"20201005",2020,"2020-10","OCT","October",2,"Monday","Mon","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-06 00:00:00.000,"20201006",2020,"2020-10","OCT","October",3,"Tuesday","Tue","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-07 00:00:00.000,"20201007",2020,"2020-10","OCT","October",4,"Wednesday","Wed","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-08 00:00:00.000,"20201008",2020,"2020-10","OCT","October",5,"Thursday","Thu","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-09 00:00:00.000,"20201009",2020,"2020-10","OCT","October",6,"Friday","Fri","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-10 00:00:00.000,"20201010",2020,"2020-10","OCT","October",7,"Saturday","Sat","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-11 00:00:00.000,"20201011",2020,"2020-10","OCT","October",1,"Sunday","Sun","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-12 00:00:00.000,"20201012",2020,"2020-10","OCT","October",2,"Monday","Mon","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-13 00:00:00.000,"20201013",2020,"2020-10","OCT","October",3,"Tuesday","Tue","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-14 00:00:00.000,"20201014",2020,"2020-10","OCT","October",4,"Wednesday","Wed","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-15 00:00:00.000,"20201015",2020,"2020-10","OCT","October",5,"Thursday","Thu","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-16 00:00:00.000,"20201016",2020,"2020-10","OCT","October",6,"Friday","Fri","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-17 00:00:00.000,"20201017",2020,"2020-10","OCT","October",7,"Saturday","Sat","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-18 00:00:00.000,"20201018",2020,"2020-10","OCT","October",1,"Sunday","Sun","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-19 00:00:00.000,"20201019",2020,"2020-10","OCT","October",2,"Monday","Mon","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-20 00:00:00.000,"20201020",2020,"2020-10","OCT","October",3,"Tuesday","Tue","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-21 00:00:00.000,"20201021",2020,"2020-10","OCT","October",4,"Wednesday","Wed","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-22 00:00:00.000,"20201022",2020,"2020-10","OCT","October",5,"Thursday","Thu","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-23 00:00:00.000,"20201023",2020,"2020-10","OCT","October",6,"Friday","Fri","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-24 00:00:00.000,"20201024",2020,"2020-10","OCT","October",7,"Saturday","Sat","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-25 00:00:00.000,"20201025",2020,"2020-10","OCT","October",1,"Sunday","Sun","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-26 00:00:00.000,"20201026",2020,"2020-10","OCT","October",2,"Monday","Mon","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-27 00:00:00.000,"20201027",2020,"2020-10","OCT","October",3,"Tuesday","Tue","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-28 00:00:00.000,"20201028",2020,"2020-10","OCT","October",4,"Wednesday","Wed","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-29 00:00:00.000,"20201029",2020,"2020-10","OCT","October",5,"Thursday","Thu","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-30 00:00:00.000,"20201030",2020,"2020-10","OCT","October",6,"Friday","Fri","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-10-31 00:00:00.000,"20201031",2020,"2020-10","OCT","October",7,"Saturday","Sat","Q4","2020-Q4",10,"2020 OCT","OCT 2020",10,"October 2020",24250
2020-11-01 00:00:00.000,"20201101",2020,"2020-11","NOV","November",1,"Sunday","Sun","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-02 00:00:00.000,"20201102",2020,"2020-11","NOV","November",2,"Monday","Mon","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-03 00:00:00.000,"20201103",2020,"2020-11","NOV","November",3,"Tuesday","Tue","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-04 00:00:00.000,"20201104",2020,"2020-11","NOV","November",4,"Wednesday","Wed","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-05 00:00:00.000,"20201105",2020,"2020-11","NOV","November",5,"Thursday","Thu","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-06 00:00:00.000,"20201106",2020,"2020-11","NOV","November",6,"Friday","Fri","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-07 00:00:00.000,"20201107",2020,"2020-11","NOV","November",7,"Saturday","Sat","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-08 00:00:00.000,"20201108",2020,"2020-11","NOV","November",1,"Sunday","Sun","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-09 00:00:00.000,"20201109",2020,"2020-11","NOV","November",2,"Monday","Mon","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-10 00:00:00.000,"20201110",2020,"2020-11","NOV","November",3,"Tuesday","Tue","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-11 00:00:00.000,"20201111",2020,"2020-11","NOV","November",4,"Wednesday","Wed","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-12 00:00:00.000,"20201112",2020,"2020-11","NOV","November",5,"Thursday","Thu","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-13 00:00:00.000,"20201113",2020,"2020-11","NOV","November",6,"Friday","Fri","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-14 00:00:00.000,"20201114",2020,"2020-11","NOV","November",7,"Saturday","Sat","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-15 00:00:00.000,"20201115",2020,"2020-11","NOV","November",1,"Sunday","Sun","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-16 00:00:00.000,"20201116",2020,"2020-11","NOV","November",2,"Monday","Mon","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-17 00:00:00.000,"20201117",2020,"2020-11","NOV","November",3,"Tuesday","Tue","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-18 00:00:00.000,"20201118",2020,"2020-11","NOV","November",4,"Wednesday","Wed","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-19 00:00:00.000,"20201119",2020,"2020-11","NOV","November",5,"Thursday","Thu","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-20 00:00:00.000,"20201120",2020,"2020-11","NOV","November",6,"Friday","Fri","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-21 00:00:00.000,"20201121",2020,"2020-11","NOV","November",7,"Saturday","Sat","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-22 00:00:00.000,"20201122",2020,"2020-11","NOV","November",1,"Sunday","Sun","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-23 00:00:00.000,"20201123",2020,"2020-11","NOV","November",2,"Monday","Mon","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-24 00:00:00.000,"20201124",2020,"2020-11","NOV","November",3,"Tuesday","Tue","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-25 00:00:00.000,"20201125",2020,"2020-11","NOV","November",4,"Wednesday","Wed","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-26 00:00:00.000,"20201126",2020,"2020-11","NOV","November",5,"Thursday","Thu","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-27 00:00:00.000,"20201127",2020,"2020-11","NOV","November",6,"Friday","Fri","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-28 00:00:00.000,"20201128",2020,"2020-11","NOV","November",7,"Saturday","Sat","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-29 00:00:00.000,"20201129",2020,"2020-11","NOV","November",1,"Sunday","Sun","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-11-30 00:00:00.000,"20201130",2020,"2020-11","NOV","November",2,"Monday","Mon","Q4","2020-Q4",11,"2020 NOV","NOV 2020",11,"November 2020",24251
2020-12-01 00:00:00.000,"20201201",2020,"2020-12","DEC","December",3,"Tuesday","Tue","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-02 00:00:00.000,"20201202",2020,"2020-12","DEC","December",4,"Wednesday","Wed","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-03 00:00:00.000,"20201203",2020,"2020-12","DEC","December",5,"Thursday","Thu","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-04 00:00:00.000,"20201204",2020,"2020-12","DEC","December",6,"Friday","Fri","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-05 00:00:00.000,"20201205",2020,"2020-12","DEC","December",7,"Saturday","Sat","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-06 00:00:00.000,"20201206",2020,"2020-12","DEC","December",1,"Sunday","Sun","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-07 00:00:00.000,"20201207",2020,"2020-12","DEC","December",2,"Monday","Mon","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-08 00:00:00.000,"20201208",2020,"2020-12","DEC","December",3,"Tuesday","Tue","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-09 00:00:00.000,"20201209",2020,"2020-12","DEC","December",4,"Wednesday","Wed","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-10 00:00:00.000,"20201210",2020,"2020-12","DEC","December",5,"Thursday","Thu","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-11 00:00:00.000,"20201211",2020,"2020-12","DEC","December",6,"Friday","Fri","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-12 00:00:00.000,"20201212",2020,"2020-12","DEC","December",7,"Saturday","Sat","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-13 00:00:00.000,"20201213",2020,"2020-12","DEC","December",1,"Sunday","Sun","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-14 00:00:00.000,"20201214",2020,"2020-12","DEC","December",2,"Monday","Mon","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-15 00:00:00.000,"20201215",2020,"2020-12","DEC","December",3,"Tuesday","Tue","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-16 00:00:00.000,"20201216",2020,"2020-12","DEC","December",4,"Wednesday","Wed","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-17 00:00:00.000,"20201217",2020,"2020-12","DEC","December",5,"Thursday","Thu","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-18 00:00:00.000,"20201218",2020,"2020-12","DEC","December",6,"Friday","Fri","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-19 00:00:00.000,"20201219",2020,"2020-12","DEC","December",7,"Saturday","Sat","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-20 00:00:00.000,"20201220",2020,"2020-12","DEC","December",1,"Sunday","Sun","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-21 00:00:00.000,"20201221",2020,"2020-12","DEC","December",2,"Monday","Mon","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-22 00:00:00.000,"20201222",2020,"2020-12","DEC","December",3,"Tuesday","Tue","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-23 00:00:00.000,"20201223",2020,"2020-12","DEC","December",4,"Wednesday","Wed","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-24 00:00:00.000,"20201224",2020,"2020-12","DEC","December",5,"Thursday","Thu","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-25 00:00:00.000,"20201225",2020,"2020-12","DEC","December",6,"Friday","Fri","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-26 00:00:00.000,"20201226",2020,"2020-12","DEC","December",7,"Saturday","Sat","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-27 00:00:00.000,"20201227",2020,"2020-12","DEC","December",1,"Sunday","Sun","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-28 00:00:00.000,"20201228",2020,"2020-12","DEC","December",2,"Monday","Mon","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-29 00:00:00.000,"20201229",2020,"2020-12","DEC","December",3,"Tuesday","Tue","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-30 00:00:00.000,"20201230",2020,"2020-12","DEC","December",4,"Wednesday","Wed","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2020-12-31 00:00:00.000,"20201231",2020,"2020-12","DEC","December",5,"Thursday","Thu","Q4","2020-Q4",12,"2020 DEC","DEC 2020",12,"December 2020",24252
2019-10-01 00:00:00.000,"20191001",2019,"2019-10","OCT","October",3,"Tuesday","Tue","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-02 00:00:00.000,"20191002",2019,"2019-10","OCT","October",4,"Wednesday","Wed","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-03 00:00:00.000,"20191003",2019,"2019-10","OCT","October",5,"Thursday","Thu","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-04 00:00:00.000,"20191004",2019,"2019-10","OCT","October",6,"Friday","Fri","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-05 00:00:00.000,"20191005",2019,"2019-10","OCT","October",7,"Saturday","Sat","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-06 00:00:00.000,"20191006",2019,"2019-10","OCT","October",1,"Sunday","Sun","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-07 00:00:00.000,"20191007",2019,"2019-10","OCT","October",2,"Monday","Mon","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-08 00:00:00.000,"20191008",2019,"2019-10","OCT","October",3,"Tuesday","Tue","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-09 00:00:00.000,"20191009",2019,"2019-10","OCT","October",4,"Wednesday","Wed","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-10 00:00:00.000,"20191010",2019,"2019-10","OCT","October",5,"Thursday","Thu","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-11 00:00:00.000,"20191011",2019,"2019-10","OCT","October",6,"Friday","Fri","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-12 00:00:00.000,"20191012",2019,"2019-10","OCT","October",7,"Saturday","Sat","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-13 00:00:00.000,"20191013",2019,"2019-10","OCT","October",1,"Sunday","Sun","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-14 00:00:00.000,"20191014",2019,"2019-10","OCT","October",2,"Monday","Mon","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-15 00:00:00.000,"20191015",2019,"2019-10","OCT","October",3,"Tuesday","Tue","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-16 00:00:00.000,"20191016",2019,"2019-10","OCT","October",4,"Wednesday","Wed","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-17 00:00:00.000,"20191017",2019,"2019-10","OCT","October",5,"Thursday","Thu","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-18 00:00:00.000,"20191018",2019,"2019-10","OCT","October",6,"Friday","Fri","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-19 00:00:00.000,"20191019",2019,"2019-10","OCT","October",7,"Saturday","Sat","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-20 00:00:00.000,"20191020",2019,"2019-10","OCT","October",1,"Sunday","Sun","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-21 00:00:00.000,"20191021",2019,"2019-10","OCT","October",2,"Monday","Mon","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-22 00:00:00.000,"20191022",2019,"2019-10","OCT","October",3,"Tuesday","Tue","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-23 00:00:00.000,"20191023",2019,"2019-10","OCT","October",4,"Wednesday","Wed","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-24 00:00:00.000,"20191024",2019,"2019-10","OCT","October",5,"Thursday","Thu","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-25 00:00:00.000,"20191025",2019,"2019-10","OCT","October",6,"Friday","Fri","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-26 00:00:00.000,"20191026",2019,"2019-10","OCT","October",7,"Saturday","Sat","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-27 00:00:00.000,"20191027",2019,"2019-10","OCT","October",1,"Sunday","Sun","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-28 00:00:00.000,"20191028",2019,"2019-10","OCT","October",2,"Monday","Mon","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-29 00:00:00.000,"20191029",2019,"2019-10","OCT","October",3,"Tuesday","Tue","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-30 00:00:00.000,"20191030",2019,"2019-10","OCT","October",4,"Wednesday","Wed","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-10-31 00:00:00.000,"20191031",2019,"2019-10","OCT","October",5,"Thursday","Thu","Q4","2019-Q4",10,"2019 OCT","OCT 2019",10,"October 2019",24238
2019-11-01 00:00:00.000,"20191101",2019,"2019-11","NOV","November",6,"Friday","Fri","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-02 00:00:00.000,"20191102",2019,"2019-11","NOV","November",7,"Saturday","Sat","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-03 00:00:00.000,"20191103",2019,"2019-11","NOV","November",1,"Sunday","Sun","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-04 00:00:00.000,"20191104",2019,"2019-11","NOV","November",2,"Monday","Mon","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-05 00:00:00.000,"20191105",2019,"2019-11","NOV","November",3,"Tuesday","Tue","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-06 00:00:00.000,"20191106",2019,"2019-11","NOV","November",4,"Wednesday","Wed","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-07 00:00:00.000,"20191107",2019,"2019-11","NOV","November",5,"Thursday","Thu","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-08 00:00:00.000,"20191108",2019,"2019-11","NOV","November",6,"Friday","Fri","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-09 00:00:00.000,"20191109",2019,"2019-11","NOV","November",7,"Saturday","Sat","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-10 00:00:00.000,"20191110",2019,"2019-11","NOV","November",1,"Sunday","Sun","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-11 00:00:00.000,"20191111",2019,"2019-11","NOV","November",2,"Monday","Mon","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-12 00:00:00.000,"20191112",2019,"2019-11","NOV","November",3,"Tuesday","Tue","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-13 00:00:00.000,"20191113",2019,"2019-11","NOV","November",4,"Wednesday","Wed","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-14 00:00:00.000,"20191114",2019,"2019-11","NOV","November",5,"Thursday","Thu","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
