device_pk,device_fk,name,vendor_fk,dev_loc,Cloud Service Name,Hosted Location,first_added,last_edited,first_month,last_month
"16023","","silly_kare_6a1160eab8c1","","Undefined Loc","","On-Prem",2020-10-04 16:04:50.906,2021-02-19 05:08:50.013,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16120","","trusting_babbage_b536da2d7eb4","","Undefined Loc","","On-Prem",2020-10-28 16:04:46.850,2021-02-19 05:08:53.390,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16003","","priceless_blackwell_3aa80a8d6056","","Undefined Loc","","On-Prem",2020-10-02 16:04:52.023,2021-02-19 05:08:49.270,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16106","","elegant_fermi_fa69b73e8c89","","Undefined Loc","","On-Prem",2020-10-23 16:04:48.986,2021-02-19 05:08:52.873,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"15992","","focused_lichterman_dbeb7b6d419a","","Undefined Loc","","On-Prem",2020-10-01 16:04:52.903,2021-02-19 05:08:48.853,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16002","","brave_mirzakhani_2178cf3c630b","","Undefined Loc","","On-Prem",2020-10-02 16:04:51.906,2021-02-19 05:08:49.230,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16117","","suspicious_cray_05cf88eaedec","","Undefined Loc","","On-Prem",2020-10-28 16:04:46.510,2021-02-19 05:08:53.286,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16112","","frosty_morse_16e68254d11b","","Undefined Loc","","On-Prem",2020-10-28 16:04:45.913,2021-02-19 05:08:53.106,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16033","","phtnud01wh4267.device42.pvt","","Undefined Loc","","On-Prem",2020-10-08 04:12:46.876,2021-02-19 05:08:50.390,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"15989","","unruffled_bell_0c1da4c94bac","","Undefined Loc","","On-Prem",2020-10-01 16:04:52.560,2021-02-19 05:08:48.736,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16024","","admiring_kare_f9f065363798","","Undefined Loc","","On-Prem",2020-10-04 16:04:51.023,2021-02-19 05:08:50.053,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16074","","Device42-16.18.00","","Undefined Loc","","On-Prem",2020-10-16 04:12:40.720,2021-02-19 05:08:51.650,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16014","","selenium-hub_04d9621bcd17","","Undefined Loc","","On-Prem",2020-10-02 16:04:53.253,2021-02-19 05:08:49.676,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16082","","competent_brahmagupta_7532d721277b","","Undefined Loc","","On-Prem",2020-10-21 16:05:25.670,2021-02-19 05:08:51.960,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16005","","dreamy_fermat_d5e891c7d63e","","Undefined Loc","","On-Prem",2020-10-02 16:04:52.256,2021-02-19 05:08:49.346,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16107","","festive_bose_d7de7f80c638","","Undefined Loc","","On-Prem",2020-10-23 16:04:49.096,2021-02-19 05:08:52.913,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16008","","blissful_keller_d3b22c6e4e38","","Undefined Loc","","On-Prem",2020-10-02 16:04:52.590,2021-02-19 05:08:49.453,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16108","","selenium-hub_f28b54f43514","","Undefined Loc","","On-Prem",2020-10-23 16:04:49.206,2021-02-19 05:08:52.950,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16029","","selenium-hub_72be9f395595","","Undefined Loc","","On-Prem",2020-10-04 16:04:51.583,2021-02-19 05:08:50.240,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16088","","heuristic_nightingale_adc2c102f0c2","","Undefined Loc","","On-Prem",2020-10-22 16:04:47.543,2021-02-19 05:08:52.190,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16011","","optimistic_bose_76b23c468d4e","","Undefined Loc","","On-Prem",2020-10-02 16:04:52.923,2021-02-19 05:08:49.566,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16101","","sad_euler_006cc0060874","","Undefined Loc","","On-Prem",2020-10-23 16:04:48.433,2021-02-19 05:08:52.680,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"15996","","sad_franklin_581ad4712e20","","Undefined Loc","","On-Prem",2020-10-01 16:04:53.360,2021-02-19 05:08:49.006,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16123","","wonderful_khorana_d68a61a0c493","","Undefined Loc","","On-Prem",2020-10-29 16:04:50.370,2021-02-19 05:08:53.493,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16059","","relaxed_shirley_e95c8f423603","","Undefined Loc","","On-Prem",2020-10-15 16:04:50.733,2021-02-19 05:08:51.096,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16114","","agitated_almeida_b5db9151f37c","","Undefined Loc","","On-Prem",2020-10-28 16:04:46.143,2021-02-19 05:08:53.176,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16133","","boring_bardeen_260867c167ed","","Undefined Loc","","On-Prem",2020-10-29 16:04:51.510,2021-02-19 05:08:53.853,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16104","","angry_pike_87d39ec5de85","","Undefined Loc","","On-Prem",2020-10-23 16:04:48.766,2021-02-19 05:08:52.796,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16081","","sad_rosalind_b218651a00fb","","Undefined Loc","","On-Prem",2020-10-21 16:05:25.546,2021-02-19 05:08:51.923,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16060","","modest_franklin_bba67f7722af","","Undefined Loc","","On-Prem",2020-10-15 16:04:50.843,2021-02-19 05:08:51.130,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"15994","","stoic_meitner_1ce7bab77d9f","","Undefined Loc","","On-Prem",2020-10-01 16:04:53.130,2021-02-19 05:08:48.930,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"15997","","determined_lovelace_0f19e044a7de","","Undefined Loc","","On-Prem",2020-10-01 16:04:53.470,2021-02-19 05:08:49.043,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16021","","sharp_gates_6bb3550c510d","","Undefined Loc","","On-Prem",2020-10-04 16:04:50.676,2021-02-19 05:08:49.940,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16031","","WINDOWS-68INPG6_Replica","","Undefined Loc","","On-Prem",2020-10-06 14:06:55.926,2021-02-19 05:08:50.313,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16122","","sharp_panini_c557e01a9ec3","","Undefined Loc","","On-Prem",2020-10-29 16:04:50.243,2021-02-19 05:08:53.460,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16012","","objective_saha_29e0ddbfcc38","","Undefined Loc","","On-Prem",2020-10-02 16:04:53.033,2021-02-19 05:08:49.600,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16022","","zen_newton_0ae8a1d3a543","","Undefined Loc","","On-Prem",2020-10-04 16:04:50.793,2021-02-19 05:08:49.976,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16099","","pensive_colden_2141125cc615","","Undefined Loc","","On-Prem",2020-10-23 16:04:48.213,2021-02-19 05:08:52.606,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16094","","upbeat_williams_cd79148417e6","","Undefined Loc","","On-Prem",2020-10-22 16:04:48.213,2021-02-19 05:08:52.413,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16132","","focused_easley_ea884f18a54f","","Undefined Loc","","On-Prem",2020-10-29 16:04:51.396,2021-02-19 05:08:53.816,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"15991","","jolly_lamarr_117cf9187602","","Undefined Loc","","On-Prem",2020-10-01 16:04:52.790,2021-02-19 05:08:48.813,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16102","","sad_ritchie_79c2e21d2a35","","Undefined Loc","","On-Prem",2020-10-23 16:04:48.546,2021-02-19 05:08:52.720,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16064","","upbeat_sammet_b0a38dbdba37","","Undefined Loc","","On-Prem",2020-10-15 16:04:51.283,2021-02-19 05:08:51.270,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16115","","zen_goldwasser_38b47ae7da88","","Undefined Loc","","On-Prem",2020-10-28 16:04:46.263,2021-02-19 05:08:53.216,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16063","","goofy_easley_6f6c6c511d0e","","Undefined Loc","","On-Prem",2020-10-15 16:04:51.173,2021-02-19 05:08:51.236,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16121","","selenium-hub_e81a4ac94ff0","","Undefined Loc","","On-Prem",2020-10-28 16:04:46.963,2021-02-19 05:08:53.426,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16100","","eloquent_kirch_ed06e7beb4f0","","Undefined Loc","","On-Prem",2020-10-23 16:04:48.323,2021-02-19 05:08:52.643,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16130","","reverent_kare_39d033168a9e","","Undefined Loc","","On-Prem",2020-10-29 16:04:51.170,2021-02-19 05:08:53.743,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"15999","","selenium-hub_f2e3d704d035","","Undefined Loc","","On-Prem",2020-10-01 16:04:53.693,2021-02-19 05:08:49.120,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16066","","inspiring_sammet_baf09ac27079","","Undefined Loc","","On-Prem",2020-10-15 16:04:51.496,2021-02-19 05:08:51.340,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16105","","ecstatic_hypatia_ed3e1409f5ee","","Undefined Loc","","On-Prem",2020-10-23 16:04:48.876,2021-02-19 05:08:52.833,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16026","","dreamy_pare_b1bfe15a803c","","Undefined Loc","","On-Prem",2020-10-04 16:04:51.246,2021-02-19 05:08:50.126,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16058","","angry_montalcini_d76b67d11f8c","","Undefined Loc","","On-Prem",2020-10-15 16:04:50.623,2021-02-19 05:08:51.060,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16119","","mystifying_euclid_444825414ebf","","Undefined Loc","","On-Prem",2020-10-28 16:04:46.736,2021-02-19 05:08:53.356,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16068","","goofy_poincare_a67126dac732","","Undefined Loc","","On-Prem",2020-10-15 16:04:51.716,2021-02-19 05:08:51.413,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"15987","","focused_euler_57fa13169866","","Undefined Loc","","On-Prem",2020-10-01 16:04:52.330,2021-02-19 05:08:48.660,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16007","","brave_ritchie_2f8d44c708c3","","Undefined Loc","","On-Prem",2020-10-02 16:04:52.480,2021-02-19 05:08:49.416,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16016","","practical_ride_63e52bc002f1","","Undefined Loc","","On-Prem",2020-10-04 16:04:50.073,2021-02-19 05:08:49.753,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16010","","brave_kirch_79ac9ecac4e7","","Undefined Loc","","On-Prem",2020-10-02 16:04:52.810,2021-02-19 05:08:49.526,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16098","","elegant_bose_70a3ac1a229c","","Undefined Loc","","On-Prem",2020-10-23 16:04:48.100,2021-02-19 05:08:52.566,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16092","","optimistic_shannon_5013a1525d7b","","Undefined Loc","","On-Prem",2020-10-22 16:04:47.990,2021-02-19 05:08:52.336,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16070","","selenium-hub_944ec1ca41bf","","Undefined Loc","","On-Prem",2020-10-15 16:04:51.933,2021-02-19 05:08:51.486,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16020","","brave_euclid_c0a35ba85313","","Undefined Loc","","On-Prem",2020-10-04 16:04:50.560,2021-02-19 05:08:49.903,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16103","","sharp_shannon_a98d349ef57a","","Undefined Loc","","On-Prem",2020-10-23 16:04:48.656,2021-02-19 05:08:52.756,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16025","","gifted_murdock_fd528920654d","","Undefined Loc","","On-Prem",2020-10-04 16:04:51.133,2021-02-19 05:08:50.090,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16018","","hungry_carson_2b16c2afa503","","Undefined Loc","","On-Prem",2020-10-04 16:04:50.330,2021-02-19 05:08:49.833,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16124","","my-postgres_52f61ba0c3bb","","Undefined Loc","","On-Prem",2020-10-29 16:04:50.490,2021-02-19 05:08:53.530,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16134","","fervent_lewin_be014fa77268","","Undefined Loc","","On-Prem",2020-10-29 16:04:51.620,2021-02-19 05:08:53.890,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16040","","hp_syn1","","Undefined Loc","","On-Prem",2020-10-12 19:56:26.473,2021-02-19 05:08:50.640,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16086","","epic_kowalevski_f10fab8df9d1","","Undefined Loc","","On-Prem",2020-10-22 16:04:47.310,2021-02-19 05:08:52.116,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16000","","Ian/Aaron test rc","","Undefined Loc","","On-Prem",2020-10-02 04:11:40.980,2021-02-19 05:08:49.156,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16061","","condescending_varahamihira_ba53904fe87c","","Undefined Loc","","On-Prem",2020-10-15 16:04:50.956,2021-02-19 05:08:51.166,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16062","","flamboyant_engelbart_214d21bac864","","Undefined Loc","","On-Prem",2020-10-15 16:04:51.063,2021-02-19 05:08:51.203,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16136","","AIQ-Demo","","Undefined Loc","","On-Prem",2020-10-30 04:12:44.916,2021-02-19 05:08:53.960,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16056","","pensive_rosalind_d0eb6c685602","","Undefined Loc","","On-Prem",2020-10-15 16:04:50.396,2021-02-19 05:08:50.986,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16065","","loving_austin_396701fe592c","","Undefined Loc","","On-Prem",2020-10-15 16:04:51.386,2021-02-19 05:08:51.306,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16075","","dummy device","","Undefined Loc","","On-Prem",2020-10-16 19:28:36.316,2021-02-19 05:08:51.693,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16111","","epic_kilby_dfc6e4c57856","","Undefined Loc","","On-Prem",2020-10-28 16:04:45.803,2021-02-19 05:08:53.066,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"15995","","kind_joliot_e6eda28e9efe","","Undefined Loc","","On-Prem",2020-10-01 16:04:53.246,2021-02-19 05:08:48.970,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16027","","loving_williams_9c767b040feb","","Undefined Loc","","On-Prem",2020-10-04 16:04:51.360,2021-02-19 05:08:50.166,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"15993","","happy_carson_d73a491c5f1f","","Undefined Loc","","On-Prem",2020-10-01 16:04:53.016,2021-02-19 05:08:48.890,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16057","","festive_lichterman_59998819e00f","","Undefined Loc","","On-Prem",2020-10-15 16:04:50.510,2021-02-19 05:08:51.023,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16001","","thirsty_colden_f5b4a871f236","","Undefined Loc","","On-Prem",2020-10-02 16:04:51.770,2021-02-19 05:08:49.193,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16093","","loving_euler_9714c22ff5c1","","Undefined Loc","","On-Prem",2020-10-22 16:04:48.103,2021-02-19 05:08:52.376,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16085","","my-postgres_ad0171503662","","Undefined Loc","","On-Prem",2020-10-22 16:04:47.180,2021-02-19 05:08:52.076,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16096","","selenium-hub_777ee97d1aee","","Undefined Loc","","On-Prem",2020-10-22 16:04:48.426,2021-02-19 05:08:52.490,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"15986","","adoring_wilson_5e83cc892fe0","","Undefined Loc","","On-Prem",2020-10-01 16:04:52.203,2021-02-19 05:08:48.623,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16013","","trusting_raman_5264b4ecf161","","Undefined Loc","","On-Prem",2020-10-02 16:04:53.143,2021-02-19 05:08:49.640,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16127","","mystifying_franklin_1a6ed5e2ad05","","Undefined Loc","","On-Prem",2020-10-29 16:04:50.823,2021-02-19 05:08:53.633,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16006","","suspicious_wescoff_388f6f90a8b4","","Undefined Loc","","On-Prem",2020-10-02 16:04:52.366,2021-02-19 05:08:49.383,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16131","","unruffled_jones_eb9468ec8a12","","Undefined Loc","","On-Prem",2020-10-29 16:04:51.286,2021-02-19 05:08:53.780,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16019","","romantic_pasteur_a1a26ec42cb8","","Undefined Loc","","On-Prem",2020-10-04 16:04:50.443,2021-02-19 05:08:49.870,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16128","","cocky_minsky_cc2f37bfcac4","","Undefined Loc","","On-Prem",2020-10-29 16:04:50.946,2021-02-19 05:08:53.670,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16097","","my-postgres_fdc485ab60af","","Undefined Loc","","On-Prem",2020-10-23 16:04:47.973,2021-02-19 05:08:52.530,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16091","","sharp_mcclintock_a2b6c52a6c60","","Undefined Loc","","On-Prem",2020-10-22 16:04:47.880,2021-02-19 05:08:52.300,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16125","","priceless_hodgkin_b5cea49019ca","","Undefined Loc","","On-Prem",2020-10-29 16:04:50.603,2021-02-19 05:08:53.563,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16110","","my-postgres_1f140c0dbeaf","","Undefined Loc","","On-Prem",2020-10-28 16:04:45.670,2021-02-19 05:08:53.030,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16113","","admiring_borg_cc5f4ac98179","","Undefined Loc","","On-Prem",2020-10-28 16:04:46.030,2021-02-19 05:08:53.140,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16054","","confident_morse_508069ed367f","","Undefined Loc","","On-Prem",2020-10-15 16:04:50.166,2021-02-19 05:08:50.913,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16089","","optimistic_spence_b6c6788f4846","","Undefined Loc","","On-Prem",2020-10-22 16:04:47.656,2021-02-19 05:08:52.226,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16067","","hardcore_archimedes_ad1f9fcb35d9","","Undefined Loc","","On-Prem",2020-10-15 16:04:51.606,2021-02-19 05:08:51.373,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16095","","loving_wiles_9bb05b2c2e91","","Undefined Loc","","On-Prem",2020-10-22 16:04:48.320,2021-02-19 05:08:52.453,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16004","","pensive_shockley_4eba580aac6c","","Undefined Loc","","On-Prem",2020-10-02 16:04:52.140,2021-02-19 05:08:49.306,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16055","","pensive_mclean_df9253594889","","Undefined Loc","","On-Prem",2020-10-15 16:04:50.283,2021-02-19 05:08:50.950,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16017","","mystifying_noether_4352005fd8bc","","Undefined Loc","","On-Prem",2020-10-04 16:04:50.210,2021-02-19 05:08:49.793,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16137","","jolly_hoover_1bbded3ba86e","","Undefined Loc","","On-Prem",2020-10-30 16:04:47.776,2021-02-19 05:08:53.996,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16028","","boring_mahavira_a2f019bbad19","","Undefined Loc","","On-Prem",2020-10-04 16:04:51.473,2021-02-19 05:08:50.203,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16079","","tender_booth_bba835e3be5a","","Undefined Loc","","On-Prem",2020-10-21 16:05:25.306,2021-02-19 05:08:51.846,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16041","","IanRC","","Undefined Loc","","On-Prem",2020-10-13 04:12:45.926,2021-02-19 05:08:50.676,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"16069","","suspicious_noyce_6e0e123602d3","","Undefined Loc","","On-Prem",2020-10-15 16:04:51.823,2021-02-19 05:08:51.450,2020-10-01 00:00:00.000,2021-03-01 00:00:00.000
"4946","","MXQ33905FJ","","Undefined Loc","","On-Prem",2018-01-26 22:01:26.596,2021-02-19 05:06:40.200,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"3049","","unused-002-idrac.device42.pvt","","Undefined Loc","","On-Prem",2018-01-12 18:24:05.196,2021-02-19 05:06:35.390,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4724","","nyc-sw-c04 - Stack Unit 4","","Undefined Loc","","On-Prem",2018-01-26 17:32:50.513,2021-02-19 05:06:36.640,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"3060","","win-phy-001.device42.pvt","","Undefined Loc","","On-Prem",2018-01-12 18:24:05.483,2021-02-19 05:06:35.686,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"3054","","unused-003-idrac.device42.pvt","","Undefined Loc","","On-Prem",2018-01-12 18:24:05.293,2021-02-19 05:06:35.570,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"2907","","trillian.device42.pvt","","Undefined Loc","","On-Prem",2018-01-12 06:24:06.156,2021-02-19 05:06:34.570,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4904","","OH1-MDF01-CSW-01-1","","Undefined Loc","","On-Prem",2018-01-26 20:24:26.316,2021-02-19 05:06:39.103,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4679","","windows-discovery-001.device42.pvt","","Undefined Loc","","On-Prem",2018-01-25 18:24:06.360,2021-02-19 05:06:36.113,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4941","","USE0293SMD","","Undefined Loc","","On-Prem",2018-01-26 22:01:26.453,2021-02-19 05:06:40.006,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"5031","","Y010CM3BH040","","Undefined Loc","","On-Prem",2018-01-26 22:12:26.326,2021-02-19 05:06:41.183,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4923","","PMO-UPS-02 / AS1703162488 / 10.42.6.162","","Undefined Loc","","On-Prem",2018-01-26 22:01:06.460,2021-02-19 05:06:39.366,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4945","","USE0293SMM","","Undefined Loc","","On-Prem",2018-01-26 22:01:26.576,2021-02-19 05:06:40.163,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4969","","SGH236BVD7","","Undefined Loc","","On-Prem",2018-01-26 22:12:14.850,2021-02-19 05:06:40.793,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4832","","va1.5-a01-pdu / AEOA0000067 / 10.42.6.115","","Undefined Loc","","On-Prem",2018-01-26 20:17:29.133,2021-02-19 05:06:38.403,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4940","","MXQ33905F5","","Undefined Loc","","On-Prem",2018-01-26 22:01:26.416,2021-02-19 05:06:39.966,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4841","","pwr-hh07b / KDJJ0000342 / 10.42.6.126","","Undefined Loc","","On-Prem",2018-01-26 20:18:23.660,2021-02-19 05:06:38.640,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"5033","","Y010CM3BF071","","Undefined Loc","","On-Prem",2018-01-26 22:12:26.390,2021-02-19 05:06:41.220,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"3055","","unused-004-idrac.device42.pvt","","Undefined Loc","","On-Prem",2018-01-12 18:24:05.310,2021-02-19 05:06:35.606,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4822","","SM01-APC5000-IDF-F2 / AS1302247689 / 10.42.6.105","","Undefined Loc","","On-Prem",2018-01-26 20:16:59.770,2021-02-19 05:06:38.166,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"5036","","QTFCKJ52100074","","Undefined Loc","","On-Prem",2018-01-26 22:12:27.250,2021-02-19 05:06:41.260,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4749","","RCJY-N7K1-TEST","","Undefined Loc","","On-Prem",2018-01-26 17:44:14.550,2021-02-19 05:06:36.956,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"2918","","xen-003.device42.pvt","","Undefined Loc","","On-Prem",2018-01-12 06:24:06.506,2021-02-19 05:06:34.676,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4898","","TX3-MDF01-CSW-01-1","","Undefined Loc","","On-Prem",2018-01-26 20:24:25.910,2021-02-19 05:06:39.026,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4753","","RCJY-N7K2","","Undefined Loc","","On-Prem",2018-01-26 17:45:50.163,2021-02-19 05:06:37.116,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"3028","","rundeck-001.device42.pvt","","Undefined Loc","","On-Prem",2018-01-12 18:24:02.920,2021-02-19 05:06:34.863,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4950","","SGA01301Y1","","Undefined Loc","","On-Prem",2018-01-26 22:01:26.766,2021-02-19 05:06:40.276,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"2908","","xenserver-001.device42.pvt","","Undefined Loc","","On-Prem",2018-01-12 06:24:06.200,2021-02-19 05:06:34.606,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4905","","PDU1-SITE / 5A1624E09808 / 10.42.6.139","","Undefined Loc","","On-Prem",2018-01-26 20:24:26.416,2021-02-19 05:06:39.143,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"5440","","serial-001.device42.pvt","","Undefined Loc","","On-Prem",2018-01-31 07:09:02.560,2021-02-19 05:06:41.860,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4725","","nyc-sw-c04 - Stack Unit 3","","Undefined Loc","","On-Prem",2018-01-26 17:32:52.166,2021-02-19 05:06:36.680,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4970","","SGH236BVCN","","Undefined Loc","","On-Prem",2018-01-26 22:12:14.923,2021-02-19 05:06:40.833,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4929","","Eugene-APC-RT8000 / IS1017000054 / 10.42.6.168","","Undefined Loc","","On-Prem",2018-01-26 22:01:09.246,2021-02-19 05:06:39.593,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
"4944","","USE842H046","","Undefined Loc","","On-Prem",2018-01-26 22:01:26.553,2021-02-19 05:06:40.123,2018-01-01 00:00:00.000,2021-03-01 00:00:00.000
