FullDateAlternateKey,Year,Month,Month Name,Quarter,Week of Year,Week of Month,Day of Month,Day of Week,Day of Year,Day Name,Financial Year,Financial Period,YearMonth,Financial Quarter,MonthYY,Finance Year Date Min,Finance Year Date Max
2020-03-04 00:00:00.000,2020,3,"March",1,10,2,4,3,64,"Wednesday",2020,9,202003,3,"Mar  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-03-05 00:00:00.000,2020,3,"March",1,10,2,5,4,65,"Thursday",2020,9,202003,3,"Mar  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-03-06 00:00:00.000,2020,3,"March",1,10,2,6,5,66,"Friday",2020,9,202003,3,"Mar  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-03-07 00:00:00.000,2020,3,"March",1,10,2,7,6,67,"Saturday",2020,9,202003,3,"Mar  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-03-08 00:00:00.000,2020,3,"March",1,10,2,8,0,68,"Sunday",2020,9,202003,3,"Mar  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-04-06 00:00:00.000,2020,4,"April",2,15,2,6,1,97,"Monday",2020,10,202004,4,"Apr  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-04-07 00:00:00.000,2020,4,"April",2,15,2,7,2,98,"Tuesday",2020,10,202004,4,"Apr  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-04-08 00:00:00.000,2020,4,"April",2,15,2,8,3,99,"Wednesday",2020,10,202004,4,"Apr  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-04-09 00:00:00.000,2020,4,"April",2,15,2,9,4,100,"Thursday",2020,10,202004,4,"Apr  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-04-10 00:00:00.000,2020,4,"April",2,15,2,10,5,101,"Friday",2020,10,202004,4,"Apr  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-04-11 00:00:00.000,2020,4,"April",2,15,2,11,6,102,"Saturday",2020,10,202004,4,"Apr  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-04-12 00:00:00.000,2020,4,"April",2,15,2,12,0,103,"Sunday",2020,10,202004,4,"Apr  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-05-04 00:00:00.000,2020,5,"May",2,19,2,4,1,125,"Monday",2020,11,202005,4,"May  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-05-05 00:00:00.000,2020,5,"May",2,19,2,5,2,126,"Tuesday",2020,11,202005,4,"May  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-05-06 00:00:00.000,2020,5,"May",2,19,2,6,3,127,"Wednesday",2020,11,202005,4,"May  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-05-07 00:00:00.000,2020,5,"May",2,19,2,7,4,128,"Thursday",2020,11,202005,4,"May  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-05-08 00:00:00.000,2020,5,"May",2,19,2,8,5,129,"Friday",2020,11,202005,4,"May  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-05-09 00:00:00.000,2020,5,"May",2,19,2,9,6,130,"Saturday",2020,11,202005,4,"May  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-05-10 00:00:00.000,2020,5,"May",2,19,2,10,0,131,"Sunday",2020,11,202005,4,"May  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-06-08 00:00:00.000,2020,6,"June",2,24,2,8,1,160,"Monday",2020,12,202006,4,"Jun  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-06-09 00:00:00.000,2020,6,"June",2,24,2,9,2,161,"Tuesday",2020,12,202006,4,"Jun  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-06-10 00:00:00.000,2020,6,"June",2,24,2,10,3,162,"Wednesday",2020,12,202006,4,"Jun  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-06-11 00:00:00.000,2020,6,"June",2,24,2,11,4,163,"Thursday",2020,12,202006,4,"Jun  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-06-12 00:00:00.000,2020,6,"June",2,24,2,12,5,164,"Friday",2020,12,202006,4,"Jun  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-06-13 00:00:00.000,2020,6,"June",2,24,2,13,6,165,"Saturday",2020,12,202006,4,"Jun  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-06-14 00:00:00.000,2020,6,"June",2,24,2,14,0,166,"Sunday",2020,12,202006,4,"Jun  20",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-07-06 00:00:00.000,2020,7,"July",3,28,2,6,1,188,"Monday",2021,1,202007,1,"Jul  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-07-07 00:00:00.000,2020,7,"July",3,28,2,7,2,189,"Tuesday",2021,1,202007,1,"Jul  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-07-08 00:00:00.000,2020,7,"July",3,28,2,8,3,190,"Wednesday",2021,1,202007,1,"Jul  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-07-09 00:00:00.000,2020,7,"July",3,28,2,9,4,191,"Thursday",2021,1,202007,1,"Jul  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-07-10 00:00:00.000,2020,7,"July",3,28,2,10,5,192,"Friday",2021,1,202007,1,"Jul  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-07-11 00:00:00.000,2020,7,"July",3,28,2,11,6,193,"Saturday",2021,1,202007,1,"Jul  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-07-12 00:00:00.000,2020,7,"July",3,28,2,12,0,194,"Sunday",2021,1,202007,1,"Jul  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-08-03 00:00:00.000,2020,8,"August",3,32,2,3,1,216,"Monday",2021,2,202008,1,"Aug  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-08-04 00:00:00.000,2020,8,"August",3,32,2,4,2,217,"Tuesday",2021,2,202008,1,"Aug  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-08-05 00:00:00.000,2020,8,"August",3,32,2,5,3,218,"Wednesday",2021,2,202008,1,"Aug  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-08-06 00:00:00.000,2020,8,"August",3,32,2,6,4,219,"Thursday",2021,2,202008,1,"Aug  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-08-07 00:00:00.000,2020,8,"August",3,32,2,7,5,220,"Friday",2021,2,202008,1,"Aug  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-08-08 00:00:00.000,2020,8,"August",3,32,2,8,6,221,"Saturday",2021,2,202008,1,"Aug  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-08-09 00:00:00.000,2020,8,"August",3,32,2,9,0,222,"Sunday",2021,2,202008,1,"Aug  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-09-07 00:00:00.000,2020,9,"September",3,37,2,7,1,251,"Monday",2021,3,202009,1,"Sep  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-09-08 00:00:00.000,2020,9,"September",3,37,2,8,2,252,"Tuesday",2021,3,202009,1,"Sep  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-09-09 00:00:00.000,2020,9,"September",3,37,2,9,3,253,"Wednesday",2021,3,202009,1,"Sep  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-09-10 00:00:00.000,2020,9,"September",3,37,2,10,4,254,"Thursday",2021,3,202009,1,"Sep  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-09-11 00:00:00.000,2020,9,"September",3,37,2,11,5,255,"Friday",2021,3,202009,1,"Sep  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-09-12 00:00:00.000,2020,9,"September",3,37,2,12,6,256,"Saturday",2021,3,202009,1,"Sep  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-09-13 00:00:00.000,2020,9,"September",3,37,2,13,0,257,"Sunday",2021,3,202009,1,"Sep  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-10-05 00:00:00.000,2020,10,"October",4,41,2,5,1,279,"Monday",2021,4,202010,2,"Oct  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-10-06 00:00:00.000,2020,10,"October",4,41,2,6,2,280,"Tuesday",2021,4,202010,2,"Oct  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-10-07 00:00:00.000,2020,10,"October",4,41,2,7,3,281,"Wednesday",2021,4,202010,2,"Oct  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-10-08 00:00:00.000,2020,10,"October",4,41,2,8,4,282,"Thursday",2021,4,202010,2,"Oct  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-10-09 00:00:00.000,2020,10,"October",4,41,2,9,5,283,"Friday",2021,4,202010,2,"Oct  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-10-10 00:00:00.000,2020,10,"October",4,41,2,10,6,284,"Saturday",2021,4,202010,2,"Oct  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-10-11 00:00:00.000,2020,10,"October",4,41,2,11,0,285,"Sunday",2021,4,202010,2,"Oct  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-11-02 00:00:00.000,2020,11,"November",4,45,2,2,1,307,"Monday",2021,5,202011,2,"Nov  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-11-03 00:00:00.000,2020,11,"November",4,45,2,3,2,308,"Tuesday",2021,5,202011,2,"Nov  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-11-04 00:00:00.000,2020,11,"November",4,45,2,4,3,309,"Wednesday",2021,5,202011,2,"Nov  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-11-05 00:00:00.000,2020,11,"November",4,45,2,5,4,310,"Thursday",2021,5,202011,2,"Nov  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-11-06 00:00:00.000,2020,11,"November",4,45,2,6,5,311,"Friday",2021,5,202011,2,"Nov  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-11-07 00:00:00.000,2020,11,"November",4,45,2,7,6,312,"Saturday",2021,5,202011,2,"Nov  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-11-08 00:00:00.000,2020,11,"November",4,45,2,8,0,313,"Sunday",2021,5,202011,2,"Nov  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-12-07 00:00:00.000,2020,12,"December",4,50,2,7,1,342,"Monday",2021,6,202012,2,"Dec  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-12-08 00:00:00.000,2020,12,"December",4,50,2,8,2,343,"Tuesday",2021,6,202012,2,"Dec  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-12-09 00:00:00.000,2020,12,"December",4,50,2,9,3,344,"Wednesday",2021,6,202012,2,"Dec  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-12-10 00:00:00.000,2020,12,"December",4,50,2,10,4,345,"Thursday",2021,6,202012,2,"Dec  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-12-11 00:00:00.000,2020,12,"December",4,50,2,11,5,346,"Friday",2021,6,202012,2,"Dec  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-12-12 00:00:00.000,2020,12,"December",4,50,2,12,6,347,"Saturday",2021,6,202012,2,"Dec  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2020-12-13 00:00:00.000,2020,12,"December",4,50,2,13,0,348,"Sunday",2021,6,202012,2,"Dec  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-01-04 00:00:00.000,2021,1,"January",1,2,2,4,1,4,"Monday",2021,7,202101,3,"Jan  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-01-05 00:00:00.000,2021,1,"January",1,2,2,5,2,5,"Tuesday",2021,7,202101,3,"Jan  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-01-06 00:00:00.000,2021,1,"January",1,2,2,6,3,6,"Wednesday",2021,7,202101,3,"Jan  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-01-07 00:00:00.000,2021,1,"January",1,2,2,7,4,7,"Thursday",2021,7,202101,3,"Jan  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-01-08 00:00:00.000,2021,1,"January",1,2,2,8,5,8,"Friday",2021,7,202101,3,"Jan  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-01-09 00:00:00.000,2021,1,"January",1,2,2,9,6,9,"Saturday",2021,7,202101,3,"Jan  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-01-10 00:00:00.000,2021,1,"January",1,2,2,10,0,10,"Sunday",2021,7,202101,3,"Jan  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-02-08 00:00:00.000,2021,2,"February",1,7,2,8,1,39,"Monday",2021,8,202102,3,"Feb  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-02-09 00:00:00.000,2021,2,"February",1,7,2,9,2,40,"Tuesday",2021,8,202102,3,"Feb  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-02-10 00:00:00.000,2021,2,"February",1,7,2,10,3,41,"Wednesday",2021,8,202102,3,"Feb  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-02-11 00:00:00.000,2021,2,"February",1,7,2,11,4,42,"Thursday",2021,8,202102,3,"Feb  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-02-12 00:00:00.000,2021,2,"February",1,7,2,12,5,43,"Friday",2021,8,202102,3,"Feb  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-02-13 00:00:00.000,2021,2,"February",1,7,2,13,6,44,"Saturday",2021,8,202102,3,"Feb  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-02-14 00:00:00.000,2021,2,"February",1,7,2,14,0,45,"Sunday",2021,8,202102,3,"Feb  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-03-08 00:00:00.000,2021,3,"March",1,11,2,8,1,67,"Monday",2021,9,202103,3,"Mar  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-03-09 00:00:00.000,2021,3,"March",1,11,2,9,2,68,"Tuesday",2021,9,202103,3,"Mar  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-03-10 00:00:00.000,2021,3,"March",1,11,2,10,3,69,"Wednesday",2021,9,202103,3,"Mar  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-03-11 00:00:00.000,2021,3,"March",1,11,2,11,4,70,"Thursday",2021,9,202103,3,"Mar  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-03-12 00:00:00.000,2021,3,"March",1,11,2,12,5,71,"Friday",2021,9,202103,3,"Mar  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-03-13 00:00:00.000,2021,3,"March",1,11,2,13,6,72,"Saturday",2021,9,202103,3,"Mar  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-03-14 00:00:00.000,2021,3,"March",1,11,2,14,0,73,"Sunday",2021,9,202103,3,"Mar  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-04-05 00:00:00.000,2021,4,"April",2,15,2,5,1,95,"Monday",2021,10,202104,4,"Apr  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-04-06 00:00:00.000,2021,4,"April",2,15,2,6,2,96,"Tuesday",2021,10,202104,4,"Apr  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-04-07 00:00:00.000,2021,4,"April",2,15,2,7,3,97,"Wednesday",2021,10,202104,4,"Apr  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-04-08 00:00:00.000,2021,4,"April",2,15,2,8,4,98,"Thursday",2021,10,202104,4,"Apr  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-04-09 00:00:00.000,2021,4,"April",2,15,2,9,5,99,"Friday",2021,10,202104,4,"Apr  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-04-10 00:00:00.000,2021,4,"April",2,15,2,10,6,100,"Saturday",2021,10,202104,4,"Apr  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-04-11 00:00:00.000,2021,4,"April",2,15,2,11,0,101,"Sunday",2021,10,202104,4,"Apr  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-05-03 00:00:00.000,2021,5,"May",2,19,2,3,1,123,"Monday",2021,11,202105,4,"May  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-05-04 00:00:00.000,2021,5,"May",2,19,2,4,2,124,"Tuesday",2021,11,202105,4,"May  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-05-05 00:00:00.000,2021,5,"May",2,19,2,5,3,125,"Wednesday",2021,11,202105,4,"May  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-05-06 00:00:00.000,2021,5,"May",2,19,2,6,4,126,"Thursday",2021,11,202105,4,"May  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-05-07 00:00:00.000,2021,5,"May",2,19,2,7,5,127,"Friday",2021,11,202105,4,"May  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-05-08 00:00:00.000,2021,5,"May",2,19,2,8,6,128,"Saturday",2021,11,202105,4,"May  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2021-05-09 00:00:00.000,2021,5,"May",2,19,2,9,0,129,"Sunday",2021,11,202105,4,"May  21",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-05-14 00:00:00.000,2018,5,"May",2,20,3,14,1,134,"Monday",2018,11,201805,4,"May  18",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-05-15 00:00:00.000,2018,5,"May",2,20,3,15,2,135,"Tuesday",2018,11,201805,4,"May  18",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-05-16 00:00:00.000,2018,5,"May",2,20,3,16,3,136,"Wednesday",2018,11,201805,4,"May  18",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-05-17 00:00:00.000,2018,5,"May",2,20,3,17,4,137,"Thursday",2018,11,201805,4,"May  18",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-05-18 00:00:00.000,2018,5,"May",2,20,3,18,5,138,"Friday",2018,11,201805,4,"May  18",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-05-19 00:00:00.000,2018,5,"May",2,20,3,19,6,139,"Saturday",2018,11,201805,4,"May  18",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-05-20 00:00:00.000,2018,5,"May",2,20,3,20,0,140,"Sunday",2018,11,201805,4,"May  18",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-06-11 00:00:00.000,2018,6,"June",2,24,3,11,1,162,"Monday",2018,12,201806,4,"Jun  18",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-06-12 00:00:00.000,2018,6,"June",2,24,3,12,2,163,"Tuesday",2018,12,201806,4,"Jun  18",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-06-13 00:00:00.000,2018,6,"June",2,24,3,13,3,164,"Wednesday",2018,12,201806,4,"Jun  18",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-06-14 00:00:00.000,2018,6,"June",2,24,3,14,4,165,"Thursday",2018,12,201806,4,"Jun  18",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-06-15 00:00:00.000,2018,6,"June",2,24,3,15,5,166,"Friday",2018,12,201806,4,"Jun  18",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-06-16 00:00:00.000,2018,6,"June",2,24,3,16,6,167,"Saturday",2018,12,201806,4,"Jun  18",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-06-17 00:00:00.000,2018,6,"June",2,24,3,17,0,168,"Sunday",2018,12,201806,4,"Jun  18",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-07-09 00:00:00.000,2018,7,"July",3,28,3,9,1,190,"Monday",2019,1,201807,1,"Jul  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-07-10 00:00:00.000,2018,7,"July",3,28,3,10,2,191,"Tuesday",2019,1,201807,1,"Jul  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-07-11 00:00:00.000,2018,7,"July",3,28,3,11,3,192,"Wednesday",2019,1,201807,1,"Jul  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-07-12 00:00:00.000,2018,7,"July",3,28,3,12,4,193,"Thursday",2019,1,201807,1,"Jul  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-07-13 00:00:00.000,2018,7,"July",3,28,3,13,5,194,"Friday",2019,1,201807,1,"Jul  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-07-14 00:00:00.000,2018,7,"July",3,28,3,14,6,195,"Saturday",2019,1,201807,1,"Jul  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-07-15 00:00:00.000,2018,7,"July",3,28,3,15,0,196,"Sunday",2019,1,201807,1,"Jul  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-08-13 00:00:00.000,2018,8,"August",3,33,3,13,1,225,"Monday",2019,2,201808,1,"Aug  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-08-14 00:00:00.000,2018,8,"August",3,33,3,14,2,226,"Tuesday",2019,2,201808,1,"Aug  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-08-15 00:00:00.000,2018,8,"August",3,33,3,15,3,227,"Wednesday",2019,2,201808,1,"Aug  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-08-16 00:00:00.000,2018,8,"August",3,33,3,16,4,228,"Thursday",2019,2,201808,1,"Aug  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-08-17 00:00:00.000,2018,8,"August",3,33,3,17,5,229,"Friday",2019,2,201808,1,"Aug  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-08-18 00:00:00.000,2018,8,"August",3,33,3,18,6,230,"Saturday",2019,2,201808,1,"Aug  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-08-19 00:00:00.000,2018,8,"August",3,33,3,19,0,231,"Sunday",2019,2,201808,1,"Aug  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-09-10 00:00:00.000,2018,9,"September",3,37,3,10,1,253,"Monday",2019,3,201809,1,"Sep  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-09-11 00:00:00.000,2018,9,"September",3,37,3,11,2,254,"Tuesday",2019,3,201809,1,"Sep  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-09-12 00:00:00.000,2018,9,"September",3,37,3,12,3,255,"Wednesday",2019,3,201809,1,"Sep  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-09-13 00:00:00.000,2018,9,"September",3,37,3,13,4,256,"Thursday",2019,3,201809,1,"Sep  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-09-14 00:00:00.000,2018,9,"September",3,37,3,14,5,257,"Friday",2019,3,201809,1,"Sep  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-09-15 00:00:00.000,2018,9,"September",3,37,3,15,6,258,"Saturday",2019,3,201809,1,"Sep  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-09-16 00:00:00.000,2018,9,"September",3,37,3,16,0,259,"Sunday",2019,3,201809,1,"Sep  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-10-15 00:00:00.000,2018,10,"October",4,42,3,15,1,288,"Monday",2019,4,201810,2,"Oct  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-10-16 00:00:00.000,2018,10,"October",4,42,3,16,2,289,"Tuesday",2019,4,201810,2,"Oct  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-10-17 00:00:00.000,2018,10,"October",4,42,3,17,3,290,"Wednesday",2019,4,201810,2,"Oct  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-10-18 00:00:00.000,2018,10,"October",4,42,3,18,4,291,"Thursday",2019,4,201810,2,"Oct  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-10-19 00:00:00.000,2018,10,"October",4,42,3,19,5,292,"Friday",2019,4,201810,2,"Oct  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-10-20 00:00:00.000,2018,10,"October",4,42,3,20,6,293,"Saturday",2019,4,201810,2,"Oct  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-10-21 00:00:00.000,2018,10,"October",4,42,3,21,0,294,"Sunday",2019,4,201810,2,"Oct  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-11-12 00:00:00.000,2018,11,"November",4,46,3,12,1,316,"Monday",2019,5,201811,2,"Nov  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-11-13 00:00:00.000,2018,11,"November",4,46,3,13,2,317,"Tuesday",2019,5,201811,2,"Nov  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-11-14 00:00:00.000,2018,11,"November",4,46,3,14,3,318,"Wednesday",2019,5,201811,2,"Nov  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-11-15 00:00:00.000,2018,11,"November",4,46,3,15,4,319,"Thursday",2019,5,201811,2,"Nov  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-11-16 00:00:00.000,2018,11,"November",4,46,3,16,5,320,"Friday",2019,5,201811,2,"Nov  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-11-17 00:00:00.000,2018,11,"November",4,46,3,17,6,321,"Saturday",2019,5,201811,2,"Nov  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-11-18 00:00:00.000,2018,11,"November",4,46,3,18,0,322,"Sunday",2019,5,201811,2,"Nov  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-12-10 00:00:00.000,2018,12,"December",4,50,3,10,1,344,"Monday",2019,6,201812,2,"Dec  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-12-11 00:00:00.000,2018,12,"December",4,50,3,11,2,345,"Tuesday",2019,6,201812,2,"Dec  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-12-12 00:00:00.000,2018,12,"December",4,50,3,12,3,346,"Wednesday",2019,6,201812,2,"Dec  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-12-13 00:00:00.000,2018,12,"December",4,50,3,13,4,347,"Thursday",2019,6,201812,2,"Dec  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-12-14 00:00:00.000,2018,12,"December",4,50,3,14,5,348,"Friday",2019,6,201812,2,"Dec  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
2018-12-15 00:00:00.000,2018,12,"December",4,50,3,15,6,349,"Saturday",2019,6,201812,2,"Dec  19",2018-01-07 00:00:00.000,2021-06-30 00:00:00.000
